cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17
26,Escuso,accusou,sc,Eseuso,Escute,,,,,,,,,,,,,
27,accommodados,Commoveu-a,commover,"d'esta
commovente",Commigo,communs,,,,,,,,,,,,
28,Lisboa,Boa Vista,de Lisboa,,,,,,,,,,,,,,,
29,Iyrico,Iyricos,theatro lyrico,Nicot,,,,,,,,,,,,,,
30,"Car-
Jos",Car-,Carolina,Carriça,Qh,Carmo,"Car-
los Whitestone",,,,,,,,,,,
31,Cêdo,Tudo,Comtudo,mutua,,,,,,,,,,,,,,
32,prima-donna,malícia,Ma,Demais,gumas,mathematicas,MA,Fumar,Mano,Manrique,,,,,,,,
33,respiraste,Pires,Tres,pi,voltaires,,,,,,,,,,,,,
34,amão,Mão,,,,,,,,,,,,,,,,
35,Santa Catharina,Catharina,"Santa Ca-
tharina",,,,,,,,,,,,,,,
36,Vesse,Yess,Nºesse,vessou,y,Isse,N'esse,,,,,,,,,,,
37,"mes
nina","Mes
lhor",Menina,,,,,,,,,,,,,,,
38,Lucrecia,Grecia,Precisei,Ereciheum club,Pecia,,,,,,,,,,,,,
39,Credo,CR,Redobrou,Roboredo,Edo,,,,,,,,,,,,,
40,"Ilha dei-
xára",Ilha,Ralhavas,bilho,bilhetes de beneficio,Sevilha,"fi
lha",similhança,,,,,,,,,,
41,Reparem,Preparava-se-lhe,Repara,Reparo,Repito,,,,,,,,,,,,,
42,chapéo,"chapéo de
seda",,,,,,,,,,,,,,,,
43,Physionomia,physiognomia,Impressionou-,Physicas,physionomia,,,,,,,,,,,,,
44,Convencida,Convenci,,,,,,,,,,,,,,,,
45,do Norte,Forte,Formosan,Fortunato,porta de fortaleza,"Forte tola!

— B elle",Forno Ve-,Norte,Foz,cortezias,,,,,,,,
46,Imminencia,Anciada,impaciencia,Providencia,City,Impacienta-me,Paciência,antecedencias,lencia,impacien,,,,,,,,
47,Vá!,Vá,,,,,,,,,,,,,,,,
48,Ahi,D'ahi,Whis,Diahia,ahi,,,,,,,,,,,,,
49,Causava,Pausa,Susana,Paus,,,,,,,,,,,,,,
50,Andral,Alexandria,F,André,Dra,,,,,,,,,,,,,
51,Estouvada,estrada de,Estranham-me,estrada do Padrão,estrada de cima,estrada da Foz,Beggar's Opera de Gray,tica desta bureaucracia,,,,,,,,,,
52,brochura,Procurar,Jecturar,Procurarei,,,,,,,,,,,,,,
53,Ea,Creança,Ureança,creança,travêssa creança,França,,,,,,,,,,,,
54,ssa casa,gaia casa theatro,"es
cassa luz",Santa Casa,nossa atmosphera,Sa,,,,,,,,,,,,
55,"A
Lido",pallido,empallide,"passára
alli",Duvido,,,,,,,,,,,,,
56,hontem,Hontem,,,,,,,,,,,,,,,,
57,"go

Jenny",Jen-,És,Jenny,"pr

Jenny",Jennys,Jemny,Noje,ny,,,,,,,,,
58,Er,"Feu-
chtersleben",PERA,Xerez,Marino Faliero,ER,DER,suggerir,Varreram,"57

Exercera",Neder,Cerco,gingerbeer,,,,,
59,Emfim,"im
gem",impavidez,Vim,vimola,Emlim,Vivia,Emtim,mim,vi-,Vimbiin,,,,,,,
60,Exijo,XXI,XI,,,,,,,,,,,,,,,
61,sorger Papresta,Depressa,Papresta,pre,Dºesta,,,,,,,,,,,,,
62,"Mat-
tos",Mattos,"di
tos",,,,,,,,,,,,,,,
63,veigas,Obrigado,Delgado,Obrigada,Ob,,,,,,,,,,,,,
64,Flora,florete,"rua das
Flores",,,,,,,,,,,,,,,
65,Anda,West of England,"andar uni

quella",dominand,Hollanda,andar de cima,Cruda,Branda,"per-
Euntando",Oiindo,,,,,,,,
66,oceano arrojam,Vejam,Sejam,,,,,,,,,,,,,,,
67,pross,Provas,proxima,Rossi,prosodia,proseg,Ss,Rossi-Cassi,,,,,,,,,,
68,"pas-
sos levissimos",Excellentissima,lissipam,tilissimas,SimAbicapo,Sim,,,,,,,,,,,,
69,Exquisita,Exquisito,exquisito,,,,,,,,,,,,,,,
70,America do Norte,Inefficaz,tographica,Rica,Africa,America,Ficando,,,,,,,,,,,
71,Batamos,Matam,Tinhamos,PERPATAmaO,Bata-,Vamos,,,,,,,,,,,,
72,analyso,Wal-,Balas,Al,Albyon,ná,salvador,,,,,,,,,,,
73,passeiar,Passeiava,Passos,,,,,,,,,,,,,,,
74,Fe,Fevereiro,revelans,Terreiro,Verei,Rua Ferreira Borges,,,,,,,,,,,,
75,Fiel-,"Smi-
lhfigld",Smithfield,,,,,,,,,,,,,,,
76,ámanhã,Campanhã,Amanhã,Ámanhã,V,,,,,,,,,,,,,
77,larão lão,lari,larão,,,,,,,,,,,,,,,
78,sé,Pó,sé póde,Í,"Enin-

uem póde",,,,,,,,,,,,,
79,Qra,"ras
zão",Raspai,lavras,Rara,Raras,Rar,Rasgue-a,Apndarar,Verduras,Narrativas,,,,,,,
80,theatro de S. João,fr,torre de S. Francisco,,,,,,,,,,,,,,,
81,dade d'isso,d'isso,prova d'isso,Porisso,,,,,,,,,,,,,,
82,irracionães,anciosa,affectuosa,Racine,graciosa,gracejo,,,,,,,,,,,,
83,Triste,christão,tristeza,io tristeza,Justeza,,,,,,,,,,,,,
84,quaes,cereaes,habituaes,portaes,chaes,taes,taes momentos,caes,Taes,,,,,,,,,
85,Erieiza,ezar,Luiza,Cinza,ZA,tóza,defeza,Prezado,,,,,,,,,,
86,Jockey,Josétinha,Jos,Josophico,Cujos,Mostarda... Queijo,beijos,tunos,Osjogos,,,,,,,,,
87,"Blz
las",Blz,,,,,,,,,,,,,,,,
88,Salame,cida do baile,esforço do velho,alameda do Repouso,Repouso,alameda lateral,,,,,,,,,,,,
89,aguas limpidas,Quasi,aguas boas,Qual,Quan,quasi,uasi,,,,,,,,,,,
90,Achilles,elle cobria,balbuciou elle,Mademoiselle,molle,Blle,Subia elle,elle,eflicacia delle,casa delle,nºelle,elle bebe,casa d'elle,d'elle,Edo elle,collegio,,
91,Aonde,Respondam,d'onde po,Responde-me...,Vae...,,,,,,,,,,,,,
92,Olha,folha,alto da folha,,,,,,,,,,,,,,,
93,conscien,CONSCIENt,,,,,,,,,,,,,,,,
94,Yorkshire,Molire,Ir,Irei,Rire-,Freixo,Rua dos Caldeireiros,,,,,,,,,,,
95,es|,Jeso,es=,Es-,Audaces,indoles,Es,es,d'essa,Lumes,Especie,Yimes,Estações,resonar,,,,
96,áquillo,vm,tranquillisar,collo,adquiri,aquilio,Aquillo,Aquila Chrysaetos,,,,,,,,,,
97,jardim de S. Lazaro,Jardim,Guarda-a,rua do jardim,Rd,portão do jardim,,,,,,,,,,,,
98,Contas de Carlos,Cárlos,Foz o Carlitos,Carlos,Carlinhos,"pa

Carlos","los
gar",,,,,,,,,,,
99,00-,Alegre,Alegrar,,,,,,,,,,,,,,,
100,Serra do Pilar,Serão,Serrão,,,,,,,,,,,,,,,
101,d'antes,Chateau-Laflite,Tens-te,Sume-te,Fiz-te,te,tenue,Maltez,ete,permitte,Kate,Jupiter,Tejo,Antevejo,,,,
102,Diga-m'o,Digo,go,ig,Codigo,Diga,,,,,,,,,,,,
103,loura lady,doura,sonhos dourados,Laura,Douro,,,,,,,,,,,,,
104,Julgo,Julgára,julgára,Julga-me,pára,Tomára,,,,,,,,,,,,
105,Joséfinha,Agua-benta,Joséfinha da Agua-benta,Josefinha da Agua-benta,,,,,,,,,,,,,,
106,bom retiro,Valbom,bom gentleman,Bom,globo,Bom Jesus,,,,,,,,,,,,
107,cantaro,Jantar,Gargantua,rua de Santa,,,,,,,,,,,,,,
108,Sebastopol,basti-,Basta,Bass,Contrastava,Basta-me,,,,,,,,,,,,
109,Fonte da Vinha,Adivinha,Vinha,Adivinho-o,Adivinhas,vinhar,Divina Comedia,,,,,,,,,,,
110,Fiambre,funebre,Abre,Pobre Paulo,bre,RE,Pobre,lugubre,Tibre,,,,,,,,,
111,"XXHI

DIPLOMACIA DO CORAÇÃO","se-
guinte exclamação",commiseração,Pação,re lempção!,Educação,,,,,,,,,,,,
112,Porto,Portugal,em Portugal,Porto mu-,,,,,,,,,,,,,,
113,UNA FAMILIA INGLEZA,Ingle-,Inglezes,UMA-FAMILIA INGLEZA,INGLEZA,leza,,,,,,,,,,,,
114,commerciaes,mercio,Praça Commercial,sociaes,commerciaes de Londres,Merci,,,,,,,,,,,,
115,hirás,Vivorás,Liverpool,Viverás,,,,,,,,,,,,,,
116,Nha,Mancha,agatha,chamma,Ha-,Ha,Fecha,Phase,Jhar,,,,,,,,,
117,Harmental,interrogadoramente,Presentimentos,itualmente,mamente,Sózentão,perenne contentamento,WU,,,,,,,,,,
118,illudia,Ani,Vil,villania,ran-ville,smania,Abeillard,,,,,,,,,,,
119,morada d'aquella senhora,Senhor,Tenho,Senhora,gv,penhore,Horas de Ocio,,,,,,,,,,,
120,— Olhe,Escolheu,Olhi,Olhem,Jhe,Olhe,Tola,tm,,,,,,,,,,
121,nºum,Humh,"ne=
nhum",Umb,,,,,,,,,,,,,,
122,cemiterio contiguo,Ponti,Contintúa,tinuar,Continue,,,,,,,,,,,,,
123,Com-,Vão com Deus,com-,N,,,,,,,,,,,,,,
124,baixo Peste,Vieste,Tempestad,Protegeste,Esteiro,Nºeste,Peste,nºeste,"Esteiro de
Campanhã",,,,,,,,,
125,Volga,Vouga,Vou,,,,,,,,,,,,,,,
126,vislum+,lunchs,Luz,"|
lude",lua,luzir,,,,,,,,,,,,
127,Meus,kummel,Amel,même,Desapparece Amel,,,,,,,,,,,,,
128,ba,bar-me,baronet,Barbaro,,,,,,,,,,,,,,
129,interrompia,Avintes,absintho,Interpretaram,Sinto,interposi,,,,,,,,,,,,
130,Fa-,Fa,Safa,Faço,,,,,,,,,,,,,,
131,Vae,Cumpre-me,Vae-me,Parece-me,Salve-me,,,,,,,,,,,,,
132,Marianna,critica atrabiliaria,Daria,ES Riad Manoel Quentino,Praticaria,bia,vozeria,"di

zia",Saberia,Bria,Ria,Etegeria,Rialva,patriarchal,culinaria,,,
133,comesinhos,Supponho,Areinho,v,Carvalhinho,Minho,Coitadinhos,dóminó,lix de vinho,examino,"ca-
minho",Espinho,,,,,,
134,horrorisado,soccorro,sorrisos,Correu,sorri,,,,,,,,,,,,,
135,Principio,Principiava,fipiide,principie,Principie,,,,,,,,,,,,,
136,SYMPTOMAS,Assumpto,"as-
sumptos",Assumptos,assumptos,assumpto,,,,,,,,,,,,
137,joven padre,Padre-nosso,Padrão,capellinha do Padrão,Padre,,,,,,,,,,,,,
138,—,somno,calumnia,mn,insomnia,,,,,,,,,,,,,
139,Lusiadas,"phantasia
popular",malvasia,Asia,,,,,,,,,,,,,,
140,Gonçalo,"be-
gonia",Laponia,Bosnia,begonia,gonia,Virginia,acrimonia,,,,,,,,,,
141,cancella,baixo das janellas,Appellava,Helas,Cosme Villas-boas,nºella,Lascia,"|
Janella",Ellas,bella de bel-,gosar della,nella,Fallas de Ponti,Atilas,,,,
142,porta do cemiterio,io,oderá fallar serio?,Serio,"serio tam-
bem",,,,,,,,,,,,,
143,"cisTirasos
Leva...",ti-,Partira,Tira,Partirem,Parta,,,,,,,,,,,,
144,Nr,asnr,Snr,snr,,,,,,,,,,,,,,
145,Sterne,RN,terne,,,,,,,,,,,,,,,
146,Longe,Lon-,Londres,gêlo,Long,,,,,,,,,,,,,
147,aía,saír d'alli,saír,Saíu,,,,,,,,,,,,,,
148,Woodfall Hope,valle,Falla-me,Fallam,allemães,Falle,,,,,,,,,,,,
149,Talhados,Ahado,acanhado,Vasado,,,,,,,,,,,,,,
150,Aa,Isaac,,,,,,,,,,,,,,,,
151,Succeder-lhe-hia,succedeu,Successos,L,,,,,,,,,,,,,,
152,Fazer-te,Fazes,Fazei,,,,,,,,,,,,,,,
153,Ilion,familia,vigilia da vespera,Biblia,Civilisa-te,ilia,sos de familia,miliaridades,elia,lia,ecília,afilicção,vigilia,,,,,
154,Admira,lisongeiras,tojeiras,"pris
meira","pri-
meira",Ribeira,Queira,Madeira,Madureira,"Porto
e Madeira",despenseira,japoneira,Terceira,,,,,
155,Ai,saiba,Saia,Maia,,,,,,,,,,,,,,
156,Brito,bri,Kimbri,,,,,,,,,,,,,,,
157,Servida,Observava,Servi,,,,,,,,,,,,,,,
158,Receio,ce,Ce,Voces,,,,,,,,,,,,,,
159,Sena,Morena,"fe

Apenas",serena,phrenesi,Rena,Berenice,,,,,,,,,,,
160,XE,acre,Acredite-me,Acredita-me,Acreditará,,,,,,,,,,,,,
161,pa,Park Benjamin,Paulo,Paiz,pac,Pamplo-,Panlo,Pa,Pa-,Parva,ropa,,,,,,,
162,Milton,"An-

tonia",Antoninha,tonia,"Anto-
nia",snr.º Antoninha,"An-
tonia",Bonito,"|
Antonia",Santo Antonio,Manzoni,Antonia da Natividade,Antonia,Comquanto,Pantheon,"Anto-
nia dabie",,
163,Ins,China,ins,chins,Cachimbo,,,,,,,,,,,,,
164,Pôz,"Mara-
nhão",camarim,Mara-,Communicaram,ramada,camara,Amaryllida,,,,,,,,,,
165,RO,Córou,perola,n'outro,trondo,Roz,Q,Ronan,Ro,Troya,trouxe-m'os,severo Douro,acrolitho,ros,,,,
166,Souto,Pruth,Tokay,Guto,,,,,,,,,,,,,,
167,Obsequio,obsequio,,,,,,,,,,,,,,,,
168,"disci=
pulo",Pu,,,,,,,,,,,,,,,,
169,"constrans
ger",do conchego,Confiaste,Consola,Consagral-o-hão,antídoto con-,Con,Desconfio,Concordo,,,,,,,,,
170,Éo,orém,réo,,,,,,,,,,,,,,,
171,Peel,Pedir,penna,pe-,Pennor,peior,PE,Expe-,"Per-
dba-mo",,,,,,,,,
172,— Quem,Vêem,ue,Sabem,Larguem-me,Sem-,uem,,,,,,,,,,,
173,poleiro,pinheiros,Ieeiro,Ee,"hos
leeiro",cóveiro,Rego Lameiro,,,,,,,,,,,
174,Dizia,zes-me,Dizes-te,Dizes-me,Dize-me,,,,,,,,,,,,,
175,molestia,ã,"Whi-
testone",Estás,Estive,Estiveste,Veste,West-Jnd,,,,,,,,,,
176,Coragem,centraes,Corporal Prim,Ágora,coraes,,,,,,,,,,,,,
177,ade,Agradecida,Verdade,sôfrega curiosidade,puerilidades,Adeus,Universidade,"ci
dade",velleidades,laridade,dade,Ociosidade,,,,,,
178,m”o,Ascende,comprehendia,Comprehendeu,Jendeu,Eh,,,,,,,,,,,,
179,Foscaris,Raparigas,Jari,Iamparina,"eris

XV",Paris,,,,,,,,,,,,
180,Morlays,Mortalnemico,Mor-,"mor=
rer",,,,,,,,,,,,,,
181,Tecera,Appeteceu-me,appetecer,,,,,,,,,,,,,,,
182,Brains,Quebrantões,Lembra-me,Braga,Abrahão,brazas,braza...,Bra-,Coimbra,Bra,,,,,,,,
183,Tegasse,Socega,Gambôa,Ega,Chegaram,,,,,,,,,,,,,
184,Peço-lhes,Lembrou-lhe,Acho-lhe,Dê-lhe,Deem-lhe,Ya-lhe,,,,,,,,,,,,
185,Pedra Salgada,S. Pedro,Pedroso,sofá luxuoso,,,,,,,,,,,,,,
186,Imagine,arruinem,Nem,Imaginem,,,,,,,,,,,,,,
187,lettra grande,Aspirando,Shandeismo,preponderancia,Rana,Grande,Ande,,,,,,,,,,,
188,boston,St,Oxford Street,Costumo,Vistula,st,Myste-,,,,,,,,,,,
189,Eno,Vens,levans,"momens
tos",Ene,Tens,Ens,,,,,,,,,,,
190,Vês,beatifica idiotia,Ecce Deus qui letificat juventutem meam,justificará,,,,,,,,,,,,,,
191,Aguia d'Ouro,Seguimol-a,Guiné,Aguia,aguia,,,,,,,,,,,,,
192,"as-
tros",Mas-era,pas-,"pas-
sos precipitados","pas-

mM.",Enganas-te,as-,,,,,,,,,,,
193,damasco,Chico da Lousã,hymno da Carta,rio da Villa,rio da mascara,,,,,,,,,,,,,
194,Toca,Boccacio,na-occasião,occaso,,,,,,,,,,,,,,
195,Incta,nova e.,"A

Extincta",,,,,,,,,,,,,,,
196,escossez,Russia,Cos,Tossia,Escossia,,,,,,,,,,,,,
197,Tenha,penha,Venham,Venho,Venha,chavena,joven,,,,,,,,,,,
198,Bispo,Podia,pouoo,Pois,posponto,Apoiado,dopoá,Poetico,Ponsard,po,,,,,,,,
199,Grã-Bretanha,da Bretanha,Hespanha,Bretanha,,,,,,,,,,,,,,
200,lettras,Ultra,Trai,Australias,attracção,Ostras,Trapalhona,Trazida,atrazado,contrahida,trauteava,tranho,traiçoeira,Tr,Trabalharei,Trauteando,Entra,tra
201,Perdão,Vôo,"cre
Perde",Perdôa,Perdôo,Perdia,,,,,,,,,,,,
202,Deixa Omer-Pachá,Vassif,Assignado,Vassif-Pachá,,,,,,,,,,,,,,
203,desformam,deyo,Debil,desviei,Descansa,podérdes,"es
de mim",Desbarretem-se,Des,,,,,,,,,
204,lagrimas,Mademoiselle de la Seigliêre,Valle de lagrimas,,,,,,,,,,,,,,,
205,"des
graça!",Praça?,Praça de,"Praça com-
mercial do",Praça com-,Praça,Praca,,,,,,,,,,,
206,Furioso,sílios,Diario,"aguas dos
rios caudalosos",Uarios,,,,,,,,,,,,,
207,Misericordia,misericordia,,,,,,,,,,,,,,,,
208,"fe
chava",scismava,addicionava,Voltava,"Vao
|",Carnaval,Cava,,,,,,,,,,,
209,Inglate,terra,nova terra,lateraes,terra dos meetings,"Inglater-
ral oh!",Inglaterra,,,,,,,,,,,
210,Orde-,Recolho-me,Ensinando-me,Recordo-me,,,,,,,,,,,,,,
