cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14
30,Rara,Rar,Apndarar,Guto,Raras,,,,,,,,,,
31,Marino Faliero,Santa Casa,Catharina,Santa Catharina,bia,Wal-,"Santa Ca-
tharina",agatha,Ob,,,,,,
32,Andral,Dra,fr,Alexandria,André,,,,,,,,,,
33,Snr,—,snr,asnr,,,,,,,,,,,
34,travêssa creança,Creança,Ureança,creança,França,,,,,,,,,,
35,"im
gem",rio da mascara,hymno da Carta,Chico da Lousã,sc,rio da Villa,,,,,,,,,
36,Vistula,Boa Vista,eia visivel,,,,,,,,,,,,
37,Fecha,Mancha,chamma,"fe
chava",chavena,patriarchal,chaes,chapéo,"chapéo de
seda",,,,,,
38,"Mara-
nhão",Amaryllida,camara,camarim,Mara-,ramada,,,,,,,,,
39,velleidades,ade,miliaridades,puerilidades,pi,dade,sôfrega curiosidade,Verdade,Ociosidade,Universidade,laridade,"ci
dade",Agradecida,,
40,"ti-
nha",ti-,"Smi-
lhfigld","ne=
nhum",,,,,,,,,,,
41,Partira,Partirem,Tira,"cisTirasos
Leva...",st,Parta,,,,,,,,,
42,"rua das
Flores",florete,Pôz,ete,Flora,,,,,,,,,,
43,Exquisito,exquisito,Exquisita,N,,,,,,,,,,,
44,Des,Desbarretem-se,desviei,orém,desformam,podérdes,,,,,,,,,
45,Vejam,oceano arrojam,Park Benjamin,Sejam,,,,,,,,,,,
46,Emtim,malvasia,Rialva,Asia,salvador,,,,,,,,,,
47,"passára
alli",pallido,Duvido,empallide,PE,"A
Lido",,,,,,,,,
48,Verduras,Rasgue-a,"ras
zão",Horas de Ocio,Ostras,lavras,nºum,Raspai,,,,,,,
49,go,Erieiza,"eris

XV",vozeria,suggerir,Saberia,Etegeria,,,,,,,,
50,Exijo,syntaxe,Jantar,Vês,cantaro,"phantasia
popular",,,,,,,,,
51,bella de bel-,"es
de mim",Beggar's Opera de Gray,rua de Santa,PERA,,,,,,,,,,
52,Cerco,Ir,"57

Exercera",F,,,,,,,,,,,
53,Roz,defeza,leza,Prezado,Tokay,ã,ezar,,,,,,,,
54,cancella,gosar della,nella,baixo das janellas,nºella,Eno,Ellas,"|
Janella",Appellava,,,,,,
55,És,Morlays,Mortalnemico,Mor-,"mor=
rer",,,,,,,,,,
56,indoles,Oiindo,,,,,,,,,,,,,
57,Veste,Peste,nºeste,Vieste,Myste-,Protegeste,Estiveste,baixo Peste,Nºeste,Confiaste,,,,,
58,Russia,Tossia,Rossi,Escossia,,,,,,,,,,,
59,analyso,jury,Enganas-te,Susana,Rana,,,,,,,,,,
60,Tenho,Senhor,penhore,Senhora,,,,,,,,,,,
61,XI,Jemny,,,,,,,,,,,,,
62,Antevejo,St,d'antes,Tejo,,,,,,,,,,,
63,preponderancia,Aonde,d'onde po,,,,,,,,,,,,
64,Continue,Ponti,cemiterio contiguo,Contintúa,,,,,,,,,,,
65,appetecer,Appeteceu-me,Tecera,sé póde,es,,,,,,,,,,
66,sorger Papresta,Dºesta,Tempestad,Estações,tica desta bureaucracia,Papresta,,,,,,,,,
67,Meus,Cinza,Eseuso,Adeus,,,,,,,,,,,
68,anciosa,"si-
Jencioso",Jencioso,Fiel-,,,,,,,,,,,
69,Pantheon,theori,Panlo,Thebaida,Umb,,,,,,,,,,
70,Gonçalo,dillerença,loença,Doença,cença,,,,,,,,,,
71,Tens,Ens,Vens,tenue,Tens-te,,,,,,,,,,
72,taes,caes,portaes,taes momentos,Taes,,,,,,,,,,
73,Porto,Tr,"Porto
e Madeira",Porto mu-,porta de fortaleza,vi-,,,,,,,,,
74,"mes
nina",Menina,China,"Enin-

uem póde",,,,,,,,,,,
75,cg,Tableau,Kate,Chateau-Laflite,Peel,acrolitho,,,,,,,,,
76,Jendeu,Ascende,Comprehendeu,,,,,,,,,,,,
77,accommodados,communs,commover,"d'esta
commovente","|
lude",Commoveu-a,Commigo,commetter,Communicaram,commiseração,Comtudo,,,,
78,biscuit,Escuso,Escute,,,,,,,,,,,,
79,adquiri,obsequio,Obsequio,,,,,,,,,,,,
80,scismava,Voltava,Cava,Carnaval,addicionava,AGGRAVAM-SE,Ralhavas,,,,,,,,
81,Carriça,Car-,Carmo,Carolina,Foscaris,,,,,,,,,,
82,Ahi,Diahia,ahi,Pa,illudia,Podia,Fe,D'ahi,,,,,,,
83,MR,Jennys,Luiza,Jen-,"go

Jenny","pr

Jenny",Jenny,,,,,,,,
84,"pa

Carlos",Carlos,Cárlos,"los
gar",Foz o Carlitos,Contas de Carlos,,,,,,,,,
85,Mr.,"di
tos",Mattos,"momens
tos","Mat-
tos",,,,,,,,,,
86,Josophico,Jos,"Car-
Jos",Cujos,beijos,,,,,,,,,,
87,Tambem,Gambôa,Sabem,Vêem,,,,,,,,,,,
88,Bonito,"Jei

XXVII",Quça,Manzoni,Mano,Manrique,,,,,,,,,
89,Uarios,tinuar,Furioso,Diario,sílios,,,,,,,,,,
90,lucta,"A

Extincta",Incta,,,,,,,,,,,,
91,West-Jnd,Estás,Estive,Estouvada,es|,molestia,Faço,,,,,,,,
92,porta do cemiterio,Serio,oderá fallar serio?,"serio tam-
bem",,,,,,,,,,,
93,— Talvez,la Tais,la rai,,,,,,,,,,,,
94,Tinhamos,Batamos,pa,Quçamos,Mos-,Vamos,Rd,,,,,,,,
95,"fi
lha",— Olhe,Olha,Olhe,Olhem,folha,Olhi,alto da folha,,,,,,,
96,Expe-,Barbaro,baronet,bar-me,,,,,,,,,,,
97,Acreditará,Acredita-me,acre,Acredite-me,,,,,,,,,,,
98,Ea,mn,Queres,Quer-me,Quero,Paiz,Querem,Quererias,,,,,,,
99,Forte,America do Norte,Norte,do Norte,cortezias,,,,,,,,,,
100,taboa,Lisboa,de Lisboa,Ce,sé,,,,,,,,,,
101,Pa-,irracionães,arraiães,Racine,graciosa,,,,,,,,,,
102,UNA FAMILIA INGLEZA,sos de familia,familia,sta ingratidão,UMA-FAMILIA INGLEZA,,,,,,,,,,
103,Juizo,Tomára,pára,,,,,,,,,,,,
104,Osjogos,Fa,es=,,,,,,,,,,,,
105,Pupos,Apostemos,pos-,Lypos,Posso,Qu,,,,,,,,,
106,Debil,bilho,bilhetes de beneficio,,,,,,,,,,,,
107,Julgára,julgára,Julgo,Julga-me,,,,,,,,,,,
108,mim,N'aquelle,m'aquelle,saír d'aquelle,tóza,n'aquelle,aquelle,bairro de Cedofeita aquelle,Paquelle,Aquelle,Ha n'aquelle,nºaquelle,,,
109,Tres,Tremi,Oxford Street,Toca,Tremo,,,,,,,,,,
110,Hespanha,campinas,Campanhã,Pamplo-,Campo Pequeno,Jeso,"Esteiro de
Campanhã",,,,,,,,
111,sorrisos,sorri,,,,,,,,,,,,,
112,Ria,Marianna,Daria,culinaria,critica atrabiliaria,Eh,Jari,Praticaria,,,,,,,
113,Whis,"Whi-
testone","Car-
los Whitestone",boston,,,,,,,,,,,
114,Iyricos,Iyrico,theatro lyrico,Nicot,Poetico,,,,,,,,,,
115,Guichard,ichard,Jhar,bom Charles,Erhard,Guarda-a,,,,,,,,,
116,"per-
Euntando","Per-
dba-mo",Ficando,,,,,,,,,,,,
117,Éo,Qra,,,,,,,,,,,,,
118,Recordo-me,Recolho-me,Concordo,Qh,Orde-,,,,,,,,,,
119,Prompt,Promptos,Tudo,Rompia,,,,,,,,,,,
120,revelans,levans,,,,,,,,,,,,,
121,Con,conscien,Ponsard,CONSCIENt,Consola,Tola,Consagral-o-hão,"constrans
ger",Phase,,,,,,
122,Laura,Escriptura,Saturno,,,,,,,,,,,,
123,interposi,Interpretaram,Avintes,Liverpool,interrompia,,,,,,,,,,
124,Valle de lagrimas,lagrimas,prima-donna,,,,,,,,,,,,
125,Berenice,Xerez,cereaes,Verei,eres,,,,,,,,,,
126,io tristeza,christão,Triste,Pruth,tristeza,Justeza,,,,,,,,,
127,Praça com-,Praca,Praça de,Praça,"des
graça!",Praça?,"Praça com-
mercial do",,,,,,,,
128,Misericordia,misericordia,,,,,,,,,,,,,
129,Vim,Cachimbo,Vimbiin,,,,,,,,,,,,
130,Sterne,"Feu-
chtersleben",terne,lateraes,Jupiter,Butterfly,,,,,,,,,
131,balbuciou elle,nºelle,Edo elle,"Forte tola!

— B elle",Achilles,elle,d'elle,elle bebe,Subia elle,casa d'elle,elle cobria,casa delle,Blle,eflicacia delle,
132,io,DER,Neder,,,,,,,,,,,,
133,esforço do velho,Salame,alameda do Repouso,cida do baile,pouoo,Serra do Pilar,alameda lateral,Repouso,,,,,,,
134,Trai larai lai,Trai larai,Trai,Trai lari,"larai lai
Trai",larai,Lara,Trai la rai,,,,,,,
135,Doe,saír d'alli,saír,Ro,Saíu,"Vao
|",,,,,,,,,
136,Cêdo,Inglaterra,West of England,"Inglater-
ral oh!",Inglate,,,,,,,,,,
137,Serrão,Serão,larão lão,lari,larão,Leça,,,,,,,,,
138,Coitadinhos,"ca-
minho",dóminó,Areinho,Supponho,examino,Carlinhos,Minho,comesinhos,Espinho,Carvalhinho,lix de vinho,,,
139,Smithfield,Vomitam,permitte,,,,,,,,,,,,
140,WU,RO,Foz,,,,,,,,,,,,
141,estrada de cima,estrada da Foz,estrada de,estrada do Padrão,,,,,,,,,,,
142,valle,Fallam,Woodfall Hope,Fallas de Ponti,Falle,allemães,Falla-me,,,,,,,,
143,Europa,proprio Mr.,ropa,,,,,,,,,,,,
144,Biblia,ecília,elia,lia,Australias,ilia,,,,,,,,,
145,kummel,Amel,Desapparece Amel,globo,,,,,,,,,,,
146,Chegaram,Ega,Socega,,,,,,,,,,,,
147,Basta,Basta-me,basti-,Sebastopol,,,,,,,,,,,
148,Bu,Morena,Rena,serena,"fe

Apenas",Sena,,,,,,,,,
149,"XXHI

DIPLOMACIA DO CORAÇÃO",Pação,Educação,re lempção!,"se-
guinte exclamação",,,,,,,,,,
150,"Cam-

ã",Cam-,,,,,,,,,,,,,
151,Precisei,Lucrecia,malícia,Grecia,Ereciheum club,Pecia,,,,,,,,,
152,Vivia,Vivorás,hirás,Viverás,,,,,,,,,,,
153,INGLEZA,Ingle-,"rua
dos Inglezes",Inglezes,lua,"rua dos
Inglezes",rua dos Inglezes,,,,,,,,
154,Albyon,Bom,RE,Valbom,,,,,,,,,,,
155,Ande,Aspirando,Shandeismo,Grande,lettra grande,,,,,,,,,,
156,tranquillisar,áquillo,aquilio,Aquila Chrysaetos,Aquillo,,,,,,,,,,
157,Bretanha,Grã-Bretanha,da Bretanha,,,,,,,,,,,,
158,Aguia d'Ouro,aguia,Aguia,,,,,,,,,,,,
159,Delicadas,Lusiadas,Applicadas,PUBLICA,Gadas,,,,,,,,,,
160,Guiné,Blz,vimola,Seguimol-a,,,,,,,,,,,
161,pac,jomem,Deixa Omer-Pachá,,,,,,,,,,,,
162,na-occasião,occaso,Boccacio,,,,,,,,,,,,
163,pe-,interrogadoramente,itualmente,Presentimentos,Harmental,mamente,V,perenne contentamento,,,,,,,
164,Pedir,S. Pedro,Pedra Salgada,sofá luxuoso,Pedroso,Ss,,,,,,,,,
165,"as-
tros",theatro de S. João,trouxe-m'os,n'outro,Troya,trondo,,,,,,,,,
166,Tegasse,m”o,passeiar,Passeiava,Passos,,,,,,,,,,
167,gingerbeer,Imagine,arruinem,Imaginem,Nem,,,,,,,,,,
168,Maltez,Salta,Ha-,Falta-nos,tunos,,,,,,,,,,
169,Vôo,ZA,Desconheço-te,Descansa,escossez,Desconfio,Escolheu,,,,,,,,
170,Sem-,Peço-lhes,Dê-lhe,Q,Deem-lhe,Acho-lhe,Ya-lhe,,,,,,,,
171,Rire-,Molire,voltaires,Pires,Yorkshire,Irei,,,,,,,,,
172,Incendiar,Ee,Surprende,comprehendia,Humh,surprendia,India,,,,,,,,
173,Fortunato,em Portugal,Vouga,Portugal,,,,,,,,,,,
174,CR,Fazes,XXI,Fazer-te,Fazei,,,,,,,,,,
175,Quarta,quaes,00-,Comquanto,Qual,Quan,,,,,,,,,
176,somno,somma,somma avultada,,,,,,,,,,,,
177,Parva,Iamparina,Houris,Paris,Raparigas,,,,,,,,,,
178,v,Sa,Saia,Maia,,,,,,,,,,,
179,nossa atmosphera,"es
cassa luz",ssa casa,gaia casa theatro,,,,,,,,,,,
180,Principie,fipiide,Principiava,Principio,principie,,,,,,,,,,
181,Servida,Observava,Servi,,,,,,,,,,,,
182,Sim,tilissimas,lissipam,Excellentissima,SimAbicapo,,,,,,,,,,
183,Bria,Kimbri,Brito,bri,,,,,,,,,,,
184,physiognomia,physionomia,Physicas,Physionomia,,,,,,,,,,,
185,Joséfinha,Josétinha,,,,,,,,,,,,,
186,soccorro,Varreram,Correu,torre de S. Francisco,,,,,,,,,,,
187,Alegre,Alegrar,gracejo,,,,,,,,,,,,
188,"Mes
lhor",deyo,vislum+,Yimes,Lumes,,,,,,,,,,
189,jardim de S. Lazaro,Jardim,portão do jardim,rua do jardim,,,,,,,,,,,
190,poleiro,Esteiro,Fevereiro,"hos
leeiro",Ieeiro,Rua dos Caldeireiros,Terreiro,pinheiros,cóveiro,Rego Lameiro,,,,,
191,Ágora,Corporal Prim,Coragem,coraes,,,,,,,,,,,
192,terra,terra dos meetings,nova e.,Jhe,nova terra,,,,,,,,,,
193,sussurra,bom retiro,bom gentleman,Bom Jesus,,,,,,,,,,,
194,Voces,Audaces,Cruda,,,,,,,,,,,,
195,Tibre,bre,Fiambre,funebre,lugubre,Abre,Mm,,,,,,,,
196,Vão com Deus,antídoto con-,do conchego,lunchs,,,,,,,,,,,
197,Í,Sevilha,similhança,"Ilha dei-
xára",Ilha,,,,,,,,,,
198,Fumar,Mas-era,damasco,gumas,,,,,,,,,,,
199,affectuosa,Forno Ve-,RN,Formosan,,,,,,,,,,,
200,Er,gêlo,,,,,,,,,,,,,
201,Bass,Vassif-Pachá,Assignado,Rossi-Cassi,Narrativas,Vassif,,,,,,,,,
202,tojeiras,"pris
meira",despenseira,Queira,traiçoeira,Madureira,lisongeiras,"pri-
meira",Madeira,Rua Ferreira Borges,japoneira,Admira,Ribeira,City,Terceira
203,Civilisa-te,Tamisa,horrorisado,Isaac,,,,,,,,,,,
204,Mostarda... Queijo,uem,— Quem,ES Riad Manoel Quentino,Safa,,,,,,,,,,
205,Paulo,"disci=
pulo",Pobre Paulo,Pobre,,,,,,,,,,,
206,Helas,Balas,Lascia,"Blz
las",Atilas,Emfim,,,,,,,,,
207,commerciaes de Londres,sociaes,Praça Commercial,Merci,commerciaes,mercio,,,,,,,,,
208,aguas limpidas,"aguas dos
rios caudalosos",aguas boas,,,,,,,,,,,,
209,Bata-,Mão,PERPATAmaO,Matam,mathematicas,,,,,,,,,,
210,ba,Vil,Ani,villania,ran-ville,Abeillard,Cosme Villas-boas,,,,,,,,
211,Freixo,Pozeram-me,Estranham-me,Creia,Larguem-me,MA,Creiam-me,,,,,,,,
212,snr.º Antoninha,"|
Antonia",Antoninha,Milton,"An-
tonia",Santo Antonio,"Anto-
nia dabie",tonia,"An-

tonia",Antonia da Natividade,Antonia,"Anto-
nia",,,
213,posponto,Bispo,respiraste,Respondam,Responde-me...,,,,,,,,,,
214,Rica,America,tographica,Africa,,,,,,,,,,,
215,même,Inefficaz,Ecce Deus qui letificat juventutem meam,justificará,beatifica idiotia,,,,,,,,,,
216,ná,Ai,Jockey,,,,,,,,,,,,
217,Ene,phrenesi,,,,,,,,,,,,,
218,Pennor,penna,,,,,,,,,,,,,
219,Bra,Abrahão,Brains,Quebrantões,Coimbra,Bra-,Braga,,,,,,,,
220,Costumo,Cos,,,,,,,,,,,,,
221,prometter,dopoá,Prometterei,Prometto,Mettia,Promettia,ig,,,,,,,,
222,ny,Volga,prova d'isso,Porisso,dade d'isso,d'isso,,,,,,,,,
223,Leio-o,peior,Receio,,,,,,,,,,,,
224,aía,Especie,vigilia da vespera,Espere,,,,,,,,,,,
225,ceremonia,acrimonia,begonia,gonia,Laponia,Ma,"be-
gonia",,,,,,,,
226,Com-,com-,,,,,,,,,,,,,
227,quasi,uasi,Aa,Quasi,,,,,,,,,,,
228,Parece-me,Cumpre-me,Salve-me,Vae,Vae...,Vae-me,,,,,,,,,
229,luzir,Luz,y,,,,,,,,,,,,
230,Crimeia,Eia,Dorotheia,eia,,,,,,,,,,,
231,resonar,Impressionou-,XE,Depressa,pre,,,,,,,,,,
232,"tis
nha","mis
nistro","mis
nha cara","mis
nha",,,,,,,,,,,
233,Gargantua,habituaes,mutua,,,,,,,,,,,,
234,zes-me,Es-,Dize-me,Dizes-te,Dizes-me,,,,,,,,,,
235,Cuidei,Cuidas,Cuida,,,,,,,,,,,,
236,Sume-te,Fiz-te,,,,,,,,,,,,,
237,Trauteando,attracção,Trapalhona,tranho,trauteava,tra,lettras,Trazida,Ultra,Trabalharei,,,,,
238,SYMPTOMAS,Noje,Assumpto,Assumptos,"as-
sumptos",assumpto,assumptos,,,,,,,,
239,Aquellas,"aquella pos
bre",Aquella,Ha,"andar uni

quella",morada d'aquella senhora,aquella,,,,,,,,
240,hypocrisia,iypocrisia,,,,,,,,,,,,,
241,vigilia,Cecis,lecilia,Santa Cecilia,zes Cecilia,Pobre Cecilial,Cecilia,Gecilia,,,,,,,
242,Succeder-lhe-hia,Successos,succedeu,,,,,,,,,,,,
243,Jecturar,brochura,Curvei,Procurarei,Procurar,,,,,,,,,,
244,acanhado,Talhados,Apoiado,Vasado,Ahado,,,,,,,,,,
245,Obrigada,Delgado,Obrigado,,,,,,,,,,,,
246,Reparem,Repito,Reparo,Preparava-se-lhe,Repara,,,,,,,,,,
247,joven,Venham,Tenha,Venho,penha,Nha,Venha,,,,,,,,
248,Mademoiselle de la Seigliêre,Pois,Demais,Mademoiselle,,,,,,,,,,,
249,collo,molle,ER,collegio,,,,,,,,,,,
