cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13
49.0,Causava,Pausa,Paus,,,,,,,,,,,
50.0,PERA,perola,Varreram,permitte,"57

Exercera",Beggar's Opera de Gray,nossa atmosphera,,,,,,,
51.0,Andral,Alexandria,André,Dra,,,,,,,,,,
52.0,China,chins,,,,,,,,,,,,
53.0,"des
graça!",Praça?,Praça de,Praça,Praca,,,,,,,,,
54.0,estrada de,estrada do Padrão,estrada de cima,estrada da Foz,,,,,,,,,,
55.0,Mademoiselle,Pois,Mademoiselle de la Seigliêre,,,,,,,,,,,
56.0,Valbom,Bom,Albyon,,,,,,,,,,,
57.0,Marianna,critica atrabiliaria,lari,Daria,Praticaria,Jari,Ria,culinaria,,,,,,
58.0,aguas limpidas,Emlim,aguas boas,"aguas dos
rios caudalosos",,,,,,,,,,
59.0,porta do cemiterio,do conchego,cemiterio contiguo,antídoto con-,Jupiter,,,,,,,,,
60.0,brochura,Procurar,Procurarei,,,,,,,,,,,
61.0,Tudo,Comtudo,,,,,,,,,,,,
62.0,bairro de Cedofeita aquelle,Cedofeita,,,,,,,,,,,,
63.0,"A
Lido",pallido,empallide,"passára
alli",Duvido,,,,,,,,,
64.0,hontem,Hontem,,,,,,,,,,,,
65.0,Porto,porta de fortaleza,"Porto
e Madeira",Porto mu-,,,,,,,,,,
66.0,Falta-nos,Salta,tunos,,,,,,,,,,,
67.0,Raspai,Paiz,,,,,,,,,,,,
68.0,Aonde,d'onde po,preponderancia,,,,,,,,,,,
69.0,Audaces,Cruda,gracejo,Voces,,,,,,,,,,
70.0,UNA FAMILIA INGLEZA,UMA-FAMILIA INGLEZA,familia,INGLEZA,sos de familia,sta ingratidão,,,,,,,,
71.0,Boa Vista,eia visivel,Vistula,,,,,,,,,,,
72.0,damasco,gumas,Mas-era,Fumar,,,,,,,,,,
73.0,"go

Jenny",Jen-,Jenny,"pr

Jenny",Jennys,,,,,,,,,
74.0,Depressa,pre,Impressionou-,d'essa,resonar,,,,,,,,,
75.0,Agradecida,Wal-,Consola,Consagral-o-hão,Ponsard,,,,,,,,,
76.0,sorger Papresta,Papresta,Estações,,,,,,,,,,,
77.0,"Mat-
tos",mathematicas,"momens
tos",Mattos,"di
tos",,,,,,,,,
78.0,irracionães,Racine,graciosa,Cinza,Foz,tica desta bureaucracia,,,,,,,,
79.0,penna,Pennor,,,,,,,,,,,,
80.0,Obrigado,Delgado,Obrigada,,,,,,,,,,,
81.0,Flora,florete,"rua das
Flores",ete,Desbarretem-se,,,,,,,,,
82.0,Anda,Hollanda,andar de cima,Branda,,,,,,,,,,
83.0,bilho,Debil,bilhetes de beneficio,,,,,,,,,,,
84.0,pross,Provas,proxima,Rossi,prosodia,proseg,Rossi-Cassi,ros,,,,,,
85.0,Excellentissima,lissipam,tilissimas,SimAbicapo,Sim,,,,,,,,,
86.0,Carolina,acrolitho,,,,,,,,,,,,
87.0,theatro de S. João,ssa casa,gaia casa theatro,theatro lyrico,,,,,,,,,,
88.0,Batamos,Matam,dopoá,PERPATAmaO,Bata-,,,,,,,,,
89.0,passeiar,Passeiava,Passos,,,,,,,,,,,
90.0,Rara,Raras,Rar,Apndarar,,,,,,,,,,
91.0,Erieiza,Luiza,Juizo,,,,,,,,,,,
92.0,Estouvada,boston,"Whi-
testone",Whis,"Car-
los Whitestone",,,,,,,,,
93.0,desformam,esforço do velho,Forno Ve-,,,,,,,,,,,
94.0,Fiel-,"Smi-
lhfigld",Smithfield,,,,,,,,,,,
95.0,Eno,Campo Pequeno,Pamplo-,campinas,,,,,,,,,,
96.0,larão lão,larão,,,,,,,,,,,,
97.0,Creança,Ureança,creança,travêssa creança,França,,,,,,,,,
98.0,quaes,cereaes,Mancha,chaes,chamma,Fecha,caes,patriarchal,chavena,,,,,
99.0,Adeus,Meus,Vão com Deus,Eseuso,,,,,,,,,,
100.0,Espere,vigilia da vespera,Especie,vigilia,,,,,,,,,,
101.0,dade d'isso,d'isso,prova d'isso,Porisso,,,,,,,,,,
102.0,Triste,christão,tristeza,io tristeza,Justeza,,,,,,,,,
103.0,taboa,Chateau-Laflite,Tableau,,,,,,,,,,,
104.0,molestia,indoles,Oiindo,,,,,,,,,,,
105.0,Julgo,Julgára,julgára,Julga-me,,,,,,,,,,
106.0,brazas,atrazado,braza...,,,,,,,,,,,
107.0,Jos,Josophico,Cujos,beijos,,,,,,,,,,
108.0,Costumo,Cos,,,,,,,,,,,,
109.0,Balas,Helas,"Blz
las",Lascia,Blz,Atilas,,,,,,,,
110.0,Salame,pouoo,cida do baile,alameda do Repouso,Repouso,alameda lateral,,,,,,,,
111.0,Quasi,quasi,uasi,,,,,,,,,,,
112.0,Admira,"pris
meira","pri-
meira",Ribeira,Queira,Madeira,traiçoeira,Madureira,despenseira,japoneira,Terceira,Rua Ferreira Borges,,
113.0,Paulo,Pobre Paulo,Pobre,,,,,,,,,,,
114.0,elle cobria,balbuciou elle,Blle,Subia elle,elle,eflicacia delle,casa delle,nºelle,"Forte tola!

— B elle",velleidades,elle bebe,casa d'elle,d'elle,Edo elle
115.0,Respondam,Responde-me...,Vae...,,,,,,,,,,,
116.0,Olha,folha,alto da folha,,,,,,,,,,,
117.0,áquillo,tranquillisar,adquiri,aquilio,Aquillo,Aquila Chrysaetos,,,,,,,,
118.0,habituaes,mutua,Gargantua,,,,,,,,,,,
119.0,jardim de S. Lazaro,Jardim,ti-,rua do jardim,portão do jardim,,,,,,,,,
120.0,Conhece,Reconhecera,Reconheceu-os,Conheceu-a,,,,,,,,,,
121.0,Dizia,"di

zia",,,,,,,,,,,,
122.0,Contas de Carlos,Cárlos,Foz o Carlitos,Carlos,"pa

Carlos","los
gar",,,,,,,,
123.0,Sume-te,Fiz-te,Enganas-te,,,,,,,,,,,
124.0,Quça,Formosan,Quçamos,Vamos,Mos-,,,,,,,,,
125.0,Alegre,Alegrar,,,,,,,,,,,,
126.0,Serra do Pilar,Serão,Serrão,,,,,,,,,,,
127.0,Inefficaz,beatifica idiotia,Ecce Deus qui letificat juventutem meam,justificará,,,,,,,,,,
128.0,Digo,Codigo,Diga,,,,,,,,,,,
129.0,loura lady,calembourg,doura,sonhos dourados,Laura,Douro,severo Douro,,,,,,,
130.0,Mr.,proprio Mr.,,,,,,,,,,,,
131.0,Joséfinha,Agua-benta,Joséfinha da Agua-benta,Josefinha da Agua-benta,,,,,,,,,,
132.0,Sabem,vozeria,Saberia,Etegeria,,,,,,,,,,
133.0,"phantasia
popular",syntaxe,cantaro,Jantar,Emtim,rua de Santa,,,,,,,,
134.0,Tambem,Vomitam,Gambôa,,,,,,,,,,,
135.0,Sebastopol,basti-,Basta,Bass,Contrastava,Basta-me,,,,,,,,
136.0,Cam-,"Cam-

ã",,,,,,,,,,,,
137.0,peior,Receio,Leio-o,,,,,,,,,,,
138.0,Vim,vimola,Seguimol-a,Tola,Vimbiin,,,,,,,,,
139.0,Misericordia,misericordia,,,,,,,,,,,,
140.0,Imminencia,Anciada,Providencia,Paciência,antecedencias,lencia,,,,,,,,
141.0,tricto,victoria,"Fei-
toria",Historia,Victoria,victoria da primeira,umá victoria,,,,,,,
142.0,Milton,"An-

tonia",Antoninha,tonia,snr.º Antoninha,"An-
tonia","|
Antonia",Santo Antonio,Antonia da Natividade,Antonia,,,,
143.0,Fortunato,Portugal,em Portugal,,,,,,,,,,,
144.0,absintho,Sinto,,,,,,,,,,,,
145.0,DER,Neder,,,,,,,,,,,,
146.0,tographica,Rica,Africa,America,,,,,,,,,,
147.0,Josétinha,Fonte da Vinha,Tinhamos,Vinha,vinhar,lix de vinho,,,,,,,,
148.0,Harmental,interrogadoramente,Presentimentos,itualmente,mamente,perenne contentamento,,,,,,,,
149.0,Ani,Cosme Villas-boas,Vil,villania,smania,Abeillard,,,,,,,,
150.0,Perdão,"cre
Perde",Perdôa,Perdôo,Perdia,,,,,,,,,
151.0,phrenesi,Ene,Berenice,,,,,,,,,,,
152.0,oceano arrojam,Vejam,Sejam,,,,,,,,,,,
153.0,baronet,Barbaro,Ronan,,,,,,,,,,,
154.0,"Praça com-
mercial do",Praça Commercial,Praça com-,,,,,,,,,,,
155.0,Commigo,communs,Communicaram,,,,,,,,,,,
156.0,— Quem,Exijo,Guarda-a,Mostarda... Queijo,,,,,,,,,,
157.0,ES Riad Manoel Quentino,Ponti,Contintúa,tinuar,Continue,Con,,,,,,,,
158.0,ade,Verdade,sôfrega curiosidade,puerilidades,Universidade,"ci
dade",laridade,miliaridades,dade,Ociosidade,,,,
159.0,com-,,,,,,,,,,,,,
160.0,baixo Peste,Vieste,Tempestad,Protegeste,Peste,Myste-,,,,,,,,
161.0,Nºeste,nºeste,Dºesta,,,,,,,,,,,
162.0,soccorro,torre de S. Francisco,Correu,,,,,,,,,,,
163.0,Exquisita,Exquisito,exquisito,,,,,,,,,,,
164.0,affectuosa,Jecturar,Escriptura,Saturno,,,,,,,,,,
165.0,Obsequio,obsequio,,,,,,,,,,,,
166.0,kummel,Amel,Desapparece Amel,,,,,,,,,,,
167.0,interrompia,Liverpool,Avintes,Interpretaram,interposi,,,,,,,,,
168.0,Vae,Cumpre-me,Vae-me,Parece-me,Salve-me,Dize-me,,,,,,,,
169.0,Humh,"ne=
nhum",,,,,,,,,,,,
170.0,comesinhos,Supponho,Areinho,Carlinhos,Carvalhinho,Minho,Coitadinhos,"ca-
minho",Espinho,,,,,
171.0,sorrisos,sorri,,,,,,,,,,,,
172.0,sé póde,"Enin-

uem póde",uem,,,,,,,,,,,
173.0,vislum+,Lumes,Yimes,,,,,,,,,,,
174.0,"ras
zão",lavras,Rasgue-a,Verduras,,,,,,,,,,
175.0,Tremo,Tres,Oxford Street,Tremi,,,,,,,,,,
176.0,Park Benjamin,dominand,dóminó,examino,,,,,,,,,,
177.0,somno,calumnia,insomnia,,,,,,,,,,,
178.0,Adivinha,Adivinho-o,Adivinhas,Phase,Divina Comedia,,,,,,,,,
179.0,Gonçalo,"be-
gonia",Laponia,begonia,ceremonia,gonia,acrimonia,,,,,,,
180.0,"si-
Jencioso",anciosa,Jencioso,,,,,,,,,,,
181.0,"pas-
sos levissimos",pas-,"pas-
sos precipitados","pas-

mM.",as-,,,,,,,,,
182.0,oderá fallar serio?,suggerir,Serio,"serio tam-
bem",,,,,,,,,,
183.0,Partira,Tira,Partirem,Parta,,,,,,,,,,
184.0,asnr,Snr,snr,,,,,,,,,,,
185.0,prima-donna,lagrimas,Valle de lagrimas,,,,,,,,,,,
186.0,Sterne,"Feu-
chtersleben",terne,,,,,,,,,,,
187.0,Longe,Lon-,Long,,,,,,,,,,,
188.0,saír d'alli,saír,Saíu,,,,,,,,,,,
189.0,Bonito,Manzoni,Mano,Manrique,,,,,,,,,,
190.0,Woodfall Hope,valle,Falla-me,Fallam,allemães,Falle,Osjogos,Fallas de Ponti,,,,,,
191.0,Apoiado,Talhados,Ahado,acanhado,Vasado,,,,,,,,,
192.0,pára,Tomára,,,,,,,,,,,,
193.0,horrorisado,Isaac,Civilisa-te,Tamisa,,,,,,,,,,
194.0,Succeder-lhe-hia,succedeu,Successos,,,,,,,,,,,
195.0,Convencida,Convenci,,,,,,,,,,,,
196.0,morada d'aquella senhora,aquella,"aquella pos
bre","andar uni

quella",Aquella,Aquellas,,,,,,,,
197.0,saiba,Saia,Maia,,,,,,,,,,,
198.0,portaes,taes,taes momentos,Taes,,,,,,,,,,
199.0,Brito,Bria,bri,Kimbri,,,,,,,,,,
200.0,Lusiadas,Delicadas,Gadas,Applicadas,PUBLICA,,,,,,,,,
201.0,Servida,Observava,Servi,,,,,,,,,,,
202.0,Sena,Morena,"fe

Apenas",serena,Rena,,,,,,,,,
203.0,molle,collo,collegio,,,,,,,,,,,
204.0,Ins,ins,,,,,,,,,,,,
205.0,Londres,commerciaes,sociaes,commerciaes de Londres,Horas de Ocio,,,,,,,,,
206.0,trauteava,Trauteando,,,,,,,,,,,,
207.0,"Mara-
nhão",camarim,Mara-,ramada,camara,Amaryllida,,,,,,,,
208.0,mercio,Merci,Cerco,,,,,,,,,,,
209.0,Bosnia,Virginia,gingerbeer,,,,,,,,,,,
210.0,Souto,Guto,,,,,,,,,,,,
211.0,Europa,ropa,,,,,,,,,,,,
212.0,Qual,Quan,Comquanto,Quarta,,,,,,,,,,
213.0,ámanhã,Amanhã,Ámanhã,,,,,,,,,,,
214.0,Fazer-te,Fazes,Fazei,,,,,,,,,,,
215.0,Credo,globo,Redobrou,Roboredo,Edo,,,,,,,,,
216.0,America do Norte,do Norte,Forte,Norte,cortezias,,,,,,,,,
217.0,cancella,baixo das janellas,Appellava,nºella,"|
Janella",Ellas,bella de bel-,gosar della,nella,,,,,
218.0,Esteiro,Campanhã,"Esteiro de
Campanhã",,,,,,,,,,,
219.0,"cisTirasos
Leva...",revelans,levans,,,,,,,,,,,
220.0,zes-me,Es-,Dizes-te,Dizes-me,,,,,,,,,,
221.0,Estás,Estive,Estiveste,Veste,West-Jnd,,,,,,,,,
222.0,"as-
tros",n'outro,trondo,Troya,,,,,,,,,,
223.0,Ascende,comprehendia,Comprehendeu,Jendeu,,,,,,,,,,
224.0,Foscaris,Raparigas,bia,Iamparina,Houris,"eris

XV",Paris,Parva,,,,,,
225.0,"es
de mim",mim,,,,,,,,,,,,
226.0,Córou,Diga-m'o,trouxe-m'os,,,,,,,,,,,
227.0,Morlays,Mortalnemico,Mor-,"mor=
rer",,,,,,,,,,
228.0,sussurra,arraiães,Narrativas,,,,,,,,,,,
229.0,Tecera,Appeteceu-me,appetecer,,,,,,,,,,,
230.0,Brains,Quebrantões,Lembra-me,Braga,Abrahão,Bra-,Coimbra,Bra,,,,,,
231.0,Tegasse,Socega,Ega,Chegaram,,,,,,,,,,
232.0,Fiambre,funebre,Abre,bre,lugubre,Tibre,,,,,,,,
233.0,Confiaste,Desconheço-te,Desconfio,,,,,,,,,,,
234.0,Pedir,Pedra Salgada,S. Pedro,Pedroso,sofá luxuoso,,,,,,,,,
235.0,Imagine,arruinem,Nem,Imaginem,,,,,,,,,,
236.0,Tens-te,Vens,tenue,Tens,Ens,,,,,,,,,
237.0,Panlo,theori,Pantheon,,,,,,,,,,,
238.0,pe-,Expe-,,,,,,,,,,,,
239.0,lettra grande,Aspirando,Shandeismo,Grande,Ande,,,,,,,,,
240.0,Peço-lhes,Lembrou-lhe,Acho-lhe,Sem-,Dê-lhe,Deem-lhe,Ya-lhe,,,,,,,
241.0,Pires,Volga,Voltava,voltaires,,,,,,,,,,
242.0,Creia,Estranham-me,Larguem-me,Pozeram-me,Creiam-me,,,,,,,,,
243.0,Xerez,Fevereiro,Freixo,Verei,,,,,,,,,,
244.0,"Anto-
nia","Anto-
nia dabie",,,,,,,,,,,,
245.0,hypocrisia,iypocrisia,,,,,,,,,,,,
246.0,Vouga,Vou,,,,,,,,,,,,
247.0,Aguia d'Ouro,Vês,Guiné,Aguia,aguia,,,,,,,,,
248.0,Chico da Lousã,hymno da Carta,rio da Villa,rio da mascara,,,,,,,,,,
249.0,lunchs,Boccacio,na-occasião,occaso,,,,,,,,,,
250.0,escossez,Russia,Tossia,Escossia,,,,,,,,,,
251.0,Tenha,penha,Nha,Venham,Venho,Venha,,,,,,,,
252.0,Grã-Bretanha,da Bretanha,Hespanha,Bretanha,,,,,,,,,,
253.0,Assumpto,"as-
sumptos",Assumptos,assumptos,assumpto,,,,,,,,,
254.0,d'antes,Tejo,Antevejo,,,,,,,,,,,
255.0,centraes,Sózentão,contrahida,Entra,,,,,,,,,,
256.0,lettras,"constrans
ger",Ultra,Trai,Australias,attracção,Ostras,Trapalhona,Trazida,tranho,Trabalharei,tra,,
257.0,ezar,leza,defeza,Prezado,,,,,,,,,,
258.0,impaciencia,impavidez,Impacienta-me,pac,impacien,,,,,,,,,
259.0,Ficando,"Per-
dba-mo","per-
Euntando",,,,,,,,,,,
260.0,acre,Acredite-me,Acredita-me,Acreditará,,,,,,,,,,
261.0,Biblia,ilia,elia,lia,ecília,,,,,,,,,
262.0,"es
cassa luz",Luz,luzir,,,,,,,,,,,
263.0,Deixa Omer-Pachá,Vassif,Assignado,Vassif-Pachá,,,,,,,,,,
264.0,desviei,Descansa,podérdes,Des,,,,,,,,,,
265.0,veigas,Curvei,poleiro,Terreiro,pinheiros,Ieeiro,"hos
leeiro",cóveiro,Rego Lameiro,,,,,
266.0,Prompt,SYMPTOMAS,Rompia,Promptos,,,,,,,,,,
267.0,Furioso,sílios,Diario,Uarios,,,,,,,,,,
268.0,AGGRAVAM-SE,"fe
chava",Ralhavas,scismava,addicionava,Carnaval,Cava,,,,,,,
269.0,"XXHI

DIPLOMACIA DO CORAÇÃO","se-
guinte exclamação",commiseração,Pação,re lempção!,Educação,,,,,,,,
270.0,Orde-,Concordo,Recolho-me,Ensinando-me,Recordo-me,,,,,,,,,
271.0,bom retiro,Jeso,bom gentleman,bom Charles,Bom Jesus,,,,,,,,,
