cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22
72,es|,Jeso,es=,d'antes,"mes
nina",Es-,Audaces,"Mes
lhor",Es,es,Lumes,Yimes,Estações,Voces,,,,,,,,,
73,Joséfinha,Agua-benta,Joséfinha da Agua-benta,Josefinha da Agua-benta,,,,,,,,,,,,,,,,,,,
74,Furioso,Souto,horrorisado,sorrisos,sorri,Porisso,sofá luxuoso,,,,,,,,,,,,,,,,
75,bom retiro,Valbom,bom gentleman,Bom,globo,bom Charles,Bom Jesus,,,,,,,,,,,,,,,,
76,damasco,Batamos,mathematicas,chamma,Matam,Tambem,Vomitam,PERPATAmaO,Tamisa,,,,,,,,,,,,,,
77,Sebastopol,basti-,Basta,Bass,Bata-,Contrastava,ná,Basta-me,,,,,,,,,,,,,,,
78,Papresta,Precisei,pre,RE,Impressionou-,Interpretaram,Cumpre-me,Pruth,Prezado,,,,,,,,,,,,,,
79,Pôz,Misericordia,Mortalnemico,misericordia,,,,,,,,,,,,,,,,,,,
80,Fiambre,funebre,Abre,Pobre Paulo,bre,Pobre,Redobrou,lugubre,Tibre,,,,,,,,,,,,,,
81,UNA FAMILIA INGLEZA,Ingle-,Inglezes,UMA-FAMILIA INGLEZA,INGLEZA,leza,,,,,,,,,,,,,,,,,
82,commerciaes,"Praça com-
mercial do",mercio,Praça Commercial,sociaes,commerciaes de Londres,Merci,,,,,,,,,,,,,,,,
83,Josétinha,Nha,Fonte da Vinha,Avintes,Tinhamos,Adivinha,Vinha,Adivinhas,vinhar,lix de vinho,,,,,,,,,,,,,
84,chapéo,agatha,Ha-,Ha,Ahado,Phase,Jhar,,,,,,,,,,,,,,,,
85,"se-
guinte exclamação",Harmental,interrogadoramente,Presentimentos,itualmente,mamente,Sózentão,Ecce Deus qui letificat juventutem meam,perenne contentamento,,,,,,,,,,,,,,
86,Peço-lhes,Lembrou-lhe,— Olhe,Escolheu,Acho-lhe,Olhi,Olhem,Jhe,Olhe,Tola,Dê-lhe,Deem-lhe,Recolho-me,Ya-lhe,,,,,,,,,
87,nºum,Humh,"ne=
nhum",Umb,,,,,,,,,,,,,,,,,,,
88,Ponti,Contintúa,tinuar,Continue,,,,,,,,,,,,,,,,,,,
89,"Feu-
chtersleben",affectuosa,"fe
chava",Fe,Fecha,,,,,,,,,,,,,,,,,,
90,Volga,Vouga,Vou,,,,,,,,,,,,,,,,,,,,
91,"es
cassa luz",lunchs,Luz,"|
lude",lua,luzir,,,,,,,,,,,,,,,,,
92,Exquisita,biscuit,Exquisito,exquisito,,,,,,,,,,,,,,,,,,,
93,Obsequio,Ob,obsequio,,,,,,,,,,,,,,,,,,,,
94,Salame,Meus,kummel,Pozeram-me,Amel,même,Desapparece Amel,,,,,,,,,,,,,,,,
95,dade d'isso,Provas,d'isso,prova d'isso,nova e.,,,,,,,,,,,,,,,,,,
96,ba,bar-me,baronet,Barbaro,,,,,,,,,,,,,,,,,,,
97,Fa-,Fazer-te,Fa,Fazes,Fazei,Faço,,,,,,,,,,,,,,,,,
98,hypocrisia,Marianna,critica atrabiliaria,Daria,Alexandria,Crimeia,bia,vozeria,Saberia,Iamparina,Bria,Ria,Diario,Etegeria,iypocrisia,Rialva,patriarchal,culinaria,,,,,
99,comesinhos,Areinho,absintho,Adivinho-o,Carvalhinho,Minho,Coitadinhos,dóminó,examino,"ca-
minho",Espinho,,,,,,,,,,,,
100,sorger Papresta,Espere,cereaes,Tres,Xerez,Respondam,phrenesi,eres,Ereciheum club,Berenice,resonar,"mor=
rer",,,,,,,,,,,
101,Principio,Principiava,principie,Principie,,,,,,,,,,,,,,,,,,,
102,sussurra,SYMPTOMAS,Assumpto,"as-
sumptos",Assumptos,assumptos,assumpto,Promptos,,,,,,,,,,,,,,,
103,joven padre,—,Padre-nosso,Padrão,Padre,,,,,,,,,,,,,,,,,,
104,Lusiadas,"phantasia
popular",malvasia,Confiaste,Russia,Lascia,Asia,cortezias,,,,,,,,,,,,,,,
105,"be-
gonia",calumnia,Laponia,Bosnia,begonia,ceremonia,gonia,acrimonia,,,,,,,,,,,,,,,
106,cancella,baixo das janellas,Appellava,Helas,nºella,"|
Janella",revelans,Ellas,bella de bel-,gosar della,nella,Atilas,,,,,,,,,,,
107,"si-
Jencioso",anciosa,sílios,graciosa,Jencioso,,,,,,,,,,,,,,,,,,
108,Serão,Serrão,io,oderá fallar serio?,suggerir,Serio,"serio tam-
bem",Servi,,,,,,,,,,,,,,,
109,Nr,asnr,Snr,snr,,,,,,,,,,,,,,,,,,,
110,Sterne,RN,terne,,,,,,,,,,,,,,,,,,,,
111,Gonçalo,Longe,Lon-,Londres,gêlo,Long,V,,,,,,,,,,,,,,,,
112,aía,saír d'alli,saír,Saíu,,,,,,,,,,,,,,,,,,,
113,calembourg,Falta-nos,Woodfall Hope,valle,Falla-me,F,Fallam,allemães,Falle,,,,,,,,,,,,,,
114,Quer-me,Quererias,Queres,— Quem,ue,Querem,uem,Quero,,,,,,,,,,,,,,,
115,Succeder-lhe-hia,succedeu,Successos,Educação,,,,,,,,,,,,,,,,,,,
116,irracionães,Admira,"cisTirasos
Leva...",ti-,Partira,Tira,japoneira,,,,,,,,,,,,,,,,
117,Ilion,illudia,familia,Biblia,ilia,sos de familia,miliaridades,elia,lia,afilicção,vigilia,,,,,,,,,,,,
118,Brito,Obrigado,Obrigada,bri,Kimbri,,,,,,,,,,,,,,,,,,
119,penna,Sena,Morena,"fe

Apenas",serena,Rena,Menina,,,,,,,,,,,,,,,,
120,acre,Acredite-me,Acredita-me,Acreditará,,,,,,,,,,,,,,,,,,,
121,Serra do Pilar,jardim de S. Lazaro,"XXHI

DIPLOMACIA DO CORAÇÃO",Jardim,rua do jardim,portão do jardim,,,,,,,,,,,,,,,,,
122,pa,Park Benjamin,Pausa,Paulo,Paiz,pac,Pação,Pamplo-,Panlo,Paus,Parta,Pa,Europa,Pa-,Parva,,,,,,,,
123,Milton,"An-

tonia",Antoninha,Ani,antídoto con-,tonia,"Anto-
nia",snr.º Antoninha,"An-
tonia",Bonito,"|
Antonia",villania,Sinto,Santo Antonio,Manzoni,Antonia da Natividade,Antonia,smania,Pantheon,"Anto-
nia dabie",,,
124,Ins,China,ins,chins,Cachimbo,,,,,,,,,,,,,,,,,,
125,Cam-,Car-,"Mara-
nhão",camarim,"Cam-

ã",Varreram,campinas,Mara-,Communicaram,ramada,camara,rio da mascara,Amaryllida,,,,,,,,,,
126,Vivorás,"Jei

XXVII",Vil,eia visivel,vislum+,Viverás,Vivia,Virginia,vi-,Duvido,,,,,,,,,,,,,
127,Quça,Qu,mutua,Qual,Quan,Manrique,Comquanto,Quarta,,,,,,,,,,,,,,,
128,"disci=
pulo",Pu,,,,,,,,,,,,,,,,,,,,,
129,ámanhã,Campanhã,Amanhã,Ámanhã,"Esteiro de
Campanhã",,,,,,,,,,,,,,,,,,
130,Éo,orém,réo,,,,,,,,,,,,,,,,,,,,
131,Tableau,"Blz
las",Blz,,,,,,,,,,,,,,,,,,,,
132,Peel,Pedir,pe-,PERA,peior,S. Pedro,Especie,PE,Expe-,,,,,,,,,,,,,,
133,poleiro,Ieeiro,Ee,"hos
leeiro",cóveiro,,,,,,,,,,,,,,,,,,
134,zes-me,Dizes-te,Dizes-me,Dize-me,WU,,,,,,,,,,,,,,,,,,
135,respiraste,baixo Peste,molestia,Vieste,"Whi-
testone",Tempestad,Estás,Esteiro,Nºeste,Estive,Peste,nºeste,Dºesta,Estiveste,Veste,West-Jnd,,,,,,,
136,Anciada,somma avultada,ade,Delicadas,Agradecida,Verdade,sôfrega curiosidade,puerilidades,Adeus,Delgado,Universidade,Gadas,"ci
dade",velleidades,laridade,Cruda,"chapéo de
seda",dade,Ociosidade,,,,
137,Vão com Deus,v,Surprende,comprehendia,Comprehendeu,Jendeu,Eh,,,,,,,,,,,,,,,,
138,hirás,Ahi,D'ahi,Whis,contrahida,ahi,,,,,,,,,,,,,,,,,
139,Tecera,Appeteceu-me,permitte,appetecer,,,,,,,,,,,,,,,,,,,
140,Brains,Quebrantões,brochura,Lembra-me,Braga,Abrahão,brazas,braza...,Branda,Bra-,Coimbra,Bra,,,,,,,,,,,
141,veigas,Tegasse,Gargantua,Socega,Gambôa,Ega,Chegaram,,,,,,,,,,,,,,,,
142,Prompt,interrompia,pi,Rompia,,,,,,,,,,,,,,,,,,,
143,Imagine,Emfim,"im
gem",arruinem,Bu,Emlim,Emtim,Nem,Imaginem,,,,,,,,,,,,,,
144,Cêdo,Tudo,Credo,Cedofeita,Roboredo,Edo,,,,,,,,,,,,,,,,,
145,Vens,"momens
tos",Tens,Ens,Ensinando-me,,,,,,,,,,,,,,,,,,
146,Andral,Aonde,Ascende,Shandeismo,d'onde po,Anda,preponderancia,West of England,dominand,Hollanda,André,andar de cima,Grande,Ande,"per-
Euntando",,,,,,,,
147,Aguia d'Ouro,Juizo,Seguimol-a,Guiné,Aguia,aguia,,,,,,,,,,,,,,,,,
148,"as-
tros",Mas-era,Cosme Villas-boas,pas-,"pas-

mM.",Enganas-te,as-,,,,,,,,,,,,,,,,
149,Physionomia,physiognomia,Physicas,physionomia,,,,,,,,,,,,,,,,,,,
150,Coragem,do conchego,Correu,Con,Concordo,Recordo-me,,,,,,,,,,,,,,,,,
151,Toca,soccorro,Boccacio,na-occasião,occaso,,,,,,,,,,,,,,,,,,
152,Procurar,Curvei,Procurarei,,,,,,,,,,,,,,,,,,,,
153,Tenha,penha,Venham,Venho,Venha,chavena,joven,,,,,,,,,,,,,,,,
154,Bispo,Podia,Pupos,pouoo,Supponho,Posso,Pois,posponto,Apoiado,Lypos,dopoá,Poetico,Ponsard,po,,,,,,,,,
155,Grã-Bretanha,da Bretanha,Hespanha,acanhado,Bretanha,,,,,,,,,,,,,,,,,,
156,00-,ce,Cerco,gracejo,Ce,,,,,,,,,,,,,,,,,,
157,lettra grande,lettras,Ultra,Trai,Australias,attracção,Estranham-me,Ostras,Trapalhona,centraes,Trazida,atrazado,trauteava,tranho,traiçoeira,Tr,Trabalharei,Trauteando,Entra,tra,,,
158,Perdão,Vôo,"cre
Perde",Perdôa,Perdôo,Perdia,,,,,,,,,,,,,,,,,
159,ssa casa,Salta,Susana,saiba,Sabem,d'essa,Isaac,Saia,Saturno,Safa,Vasado,salvador,Sa,,,,,,,,,,
160,desformam,deyo,Depressa,Debil,desviei,fipiide,Responde-me...,Descansa,podérdes,bilhetes de beneficio,"es
de mim",Orde-,despenseira,Desconfio,Des,,,,,,,,
161,lagrimas,Mademoiselle de la Seigliêre,Fallas de Ponti,Valle de lagrimas,,,,,,,,,,,,,,,,,,,
162,"des
graça!",Praça?,Praça de,Praça com-,Praça,Praca,,,,,,,,,,,,,,,,,
163,"pas-
sos levissimos",pos-,Apostemos,Formosan,Morlays,Costumo,Quçamos,"pas-
sos precipitados",nossa atmosphera,Mor-,Vamos,Mos-,,,,,,,,,,,
164,AGGRAVAM-SE,Causava,scismava,addicionava,Voltava,Carnaval,Observava,Cava,,,,,,,,,,,,,,,
165,Inglate,terra,nova terra,lateraes,terra dos meetings,interposi,sta ingratidão,"Inglater-
ral oh!",Inglaterra,,,,,,,,,,,,,,
166,lissipam,tilissimas,Rossi,Vassif,Tossia,Assignado,Ss,Escossia,Passos,Vassif-Pachá,Rossi-Cassi,,,,,,,,,,,,
167,pross,prosodia,proseg,pinheiros,trouxe-m'os,Pedroso,ros,,,,,,,,,,,,,,,,
