cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11
87.0,Cus,cus,,,,,,,,,,
88.0,elendie,poele,ele,sele,pele-mele,,,,,,,
89.0,dillicilo,Felicien Vernou,Vernou,Felix,,,,,,,,
90.0,Savarus,moselle Savarus,moselle,,,,,,,,,
91.0,menton,R MIcuB,elton petitmenton mince,st l petit,,,,,,,,
92.0,nii di a inpenare,Pense,"pensa-t-
- Poterol",Fense,,,,,,,,
93.0,du Doubs,Doubs,,,,,,,,,,
94.0,Nucingen,bingen,pingeuieues,,,,,,,,,
95.0,Digne,Gigogne,gnagne,gne,Agnes,,,,,,,
96.0,Granville,ave 1 Ville,BiEnville1,maison Wattoville,Villes,neville,Ville,Watleville,HOtel-de Ville,seville,Coalville,
97.0,corpe,Corso,le Corso,le caire,veolia corse,,,,,,,
98.0,Quinzi,Pouiqui,nequin,Qui,,,,,,,,
99.0,"E]::;,;--
ge","a3
.:;,:,,,,,.:A","g,,,,g22","P%2,g,,,,,%;;%,eee",,,,,,,,
100.0,Firme,"larmes,,et",Terme,,,,,,,,,
101.0,Mairie,Ail-,Mail,,,,,,,,,
102.0,Rone,A g ly,chnaroneourt,garons,,,,,,,,
103.0,Granet,Chaulieu,Grande-,Grandlieu,grands Unies,,,,,,,
104.0,Laissa,ivartisseent,Laisse,Palais,Laissez-,,,,,,,
105.0,La Roche,Rocher,La Roche Hugon,,,,,,,,,
106.0,Genre,Genbve,Genbeve,gena,,,,,,,,
107.0,rende- ],"gende-
des monceaux",Amende,,,,,,,,,
108.0,russie,grosses,Russe,ruse1 - Qu',,,,,,,,
109.0,damas,Massol,annemasse,Sols,,,,,,,,
110.0,Soulas,Coulis-,Raoul,craoye,,,,,,,,
111.0,adji 'i  hiiiii ra i,wiiiipisd,iGiiaiiiii,liiiiiGinifii,Iimniiie,g2le.eliii-iGC,,,,,,
112.0,quelque-general poir viser ia suis,ner,General,,,,,,,,,
113.0,la Seine,seine,Ceinre,Seine,,,,,,,,
114.0,Naha aeii m me p nuit,nuit2,,,,,,,,,,
115.0,Irent,Gouvernement,Partemental,Boheme,tintemens,Tirement-,Naturellement,,,,,
116.0,A belgrade,Belgrade,,,,,,,,,,
117.0,aaitbdALBERT,Alert lla,ALBERT.y,enthousiasmeALBERT,Albertauraitgimile,,,,,,,
118.0,Croissant,rue du Croissant,Crois-tu,,,,,,,,,
119.0,viie,NEE VIIERCAII,,,,,,,,,,
120.0,see e  t,see elie,"gAgn,;;;eevee e",,,,,,,,,
121.0,Saint-Herm,Sai,Saint-Jean,Saint des Saints.-Il,Sainte-Helene,Saint-,rue Saint-Lazare,Saint-Vier,Saint-Honore,Sainte-Alliance,Saint-Germain,
122.0,etranger,range,orange lui-m9me,media-Frangaise,orange,melangee,,,,,,
123.0,Hutts,Watts-,patti,,,,,,,,,
124.0,neeitaii,Napolitain,Aii,,,,,,,,,
125.0,Impartial,rue assez-Rempart,lez-vo il y0r,Tympan,rue assez-,,,,,,,
126.0,io ionis s suisse,suis-,Suisse,Suisses,sUisse,suisse,,,,,,
127.0,Bayeux,laye,,,,,,,,,,
128.0,agrafees,Graces,grace,,,,,,,,,
129.0,Cercle,Cle,L SIecLE,,,,,,,,,
130.0,Saxe,Lat,do Saxe,st sa,,,,,,,,
131.0,Normandie,Desormais,Formant,,,,,,,,,
132.0,osaka,nimosamnis,,,,,,,,,,
133.0,Tes,Lettes,fus-e muette,cetto,h letiquette creek,,,,,,,
134.0,nai,Lenain,Franais,nais,Fanais,n5ineidinais,"yeu
e narais wanais cru",,,,,
135.0,Marie-,--Je,Marie-Jeunes,rini etait marie,lejeune,,,,,,,
136.0,pretendil,pretendus,lIndustrie,io vex pretrs,,,,,,,,
137.0,Strasbourg,Bourse,Bourg,,,,,,,,,
138.0,bois de Boulogne,toulon,Boulogne,de Boulogne,,,,,,,,
139.0,Fe-,"Fe-
Ln confidenee faito",conflee,,,,,,,,,
140.0,Yandenesse,Vandenesse,Vandenessse,gonesse,,,,,,,,
141.0,auteuil,abb Giroud,Route,,,,,,,,,
142.0,Sar,casa,Balthasar,Hasard,,,,,,,,
143.0,ltte,tte,,,,,,,,,,
144.0,tpoosuie,cuduie,,,,,,,,,,
145.0,Lections,National,Dition,Tions,reputalionsee,,,,,,,
146.0,Naurais-ie,traijusqu,Serais,Marais,Irais,iran,Arraiolos,,,,,
147.0,Apres,caresse6,popre,trattresse,Presse,Abbesse,,,,,,
148.0,mol mystee I,Tre Monasteri,ste,mystere,Interets,,,,,,,
149.0,taisont,Neanmoins,Bisontins,Asilotinsie,Tinti,,,,,,,
150.0,Anglais.-,Anglaise,Anglais,,,,,,,,,
151.0,aqueduc des Romains,Etats romains,Romains,,,,,,,,,
152.0,le Rhin,Rhin,,,,,,,,,,
153.0,Marseille,olle,gniono o sor io nr con gri n in-NE FILLE DE,Juillet,Billet,Pareille,Lille,ille,Versailles,Tillet,Gentillet,
154.0,Pilonnage,Pilogue,intrigue2,subjugues,,,,,,,,
155.0,risen,Sentez,sen--,send,Desenchanfe-,sen,,,,,,
156.0,gard,Regardez,,,,,,,,,,
157.0,palo,Chalon-,Simplon,,,,,,,,,
158.0,A Besangon,h Besangon,congo,Besangon,Besan-,giitantBesangan,Besangcon,Besacon,Besaneon,,,
159.0,Voie,Pouvoir,Mafoil,Voil,,,,,,,,
160.0,suceederun,Amedee,Eden,esder,fonderai,Federal,,,,,,
161.0,hino carmelo  our hommes,somme,la somme,lesac aux commeragoes,Franche-Comme,commeragoes,Femme,Communal,Comme,,,
162.0,Milanais,Milan,milan,,,,,,,,,
163.0,mone,Barcelone,Monvel,Io monet,mons,,,,,,,
164.0,de France,Grance,ni6francs,abb de Grance,Franche,Grancey,la France,Fran-,france,Francs,France,lObservance
165.0,Autres,breche,Utrecht,,,,,,,,,
166.0,Ivre,.Nous,vousen,Mulhouse,,,,,,,,
167.0,Cousteau,Secou-,septiemeiour,Accourus,Cour,beacoup,missouri,,,,,
168.0,louna,Froide,oroiuio,,,,,,,,,
169.0,Gi'i'ii,.ii'i1,,,,,,,,,,
170.0,Peuple,sculple,Spleen,,,,,,,,,
171.0,nnes,Be-annon,lannes,douzibeme annee,,,,,,,,
172.0,Piemont el d'Espagne,de l'Est,Espagnols,L'Espagne,,,,,,,,
173.0,Jallklis,Salins,alis,etablis,Trivualio,,,,,,,
174.0,Societe,bete,lchete,tete,Ete,,,,,,,
175.0,got,Gothard,Saint-Gothard,,,,,,,,,
176.0,emneieshonmesi,Tuileries,Amies,Ies,,,,,,,,
177.0,teil,Soleil,oeil,Oeil,,,,,,,,
178.0,fiacre,Indon,Jr0me,don-  fiacre,,,,,,,,
179.0,Celte,eltj',,,,,,,,,,
180.0,eeere us he,ePseeee,"g;,eee].GGa",,,,,,,,,
181.0,lac Majeur,Iai,"A BILiAIRE,- Lae Majeur",,,,,,,,,
182.0,Comite-Boucher,Touches,touch,,,,,,,,,
183.0,Philombne,Philomno,Philombene,Philo-,Philomee,Philomn,Philomlne,Phi-,,,,
184.0,mepriseras:- Ble,braset,Gymnase,Ras-,,,,,,,,
185.0,Nure,Laure,,,,,,,,,,
186.0,soiree,Moire,vire,Loire,soire,,,,,,,
187.0,Camps-Hailyssdes,Decamps,Camps,,,,,,,,,
188.0,Eglise,Champs-Eglises,Mise,legr,lEglise,,,,,,,
189.0,Parisiennes,Italiennes,Chilienne,Sicilienne,ennes,tiennes7,liennes,,,,,
190.0,sur-33,haut-le-corps,sur-le-champ,,,,,,,,,
191.0,aGG1:::EA2EE,5G:::l,"G1:::,%",,,,,,,,,
192.0,Mousson,Songe,Son-,Con-,,,,,,,,
193.0,Gersau,Mars,Marsan,,,,,,,,,
194.0,Lesprit,arles,lesracines,barreales,Cerles,Les,,,,,,
195.0,Neufchatel,Chlthbre,Neufchlel,,,,,,,,,
196.0,alpes,occupes,Alpes,apes,,,,,,,,
197.0,Pas de son hotel de la,ase abt6 de la Dent de Vilard,Dent de Vilaird,abt6 de la Dent de Vilard,,,,,,,,
198.0,Escard,C9SCa,caleche Francesca `divinemiint,mer de Francesca,naivemenl Francesca,Tances,Francesca,,,,,
199.0,Marlignac,astignac,Hastignae,Rastignac,Raslignac,,,,,,,
200.0,"La  e et
meuse heritiere de Besancon",Blanco,besancon,Desancon,A Besancon,Besancon,,,,,,
201.0,"E-----g-
maLaGA],.;.",Malgre,malgre,,,,,,,,,
202.0,Nevers,aa over,severe,,,,,,,,,
203.0,passage Sandrine,Andrieux,egypte,Sandrine,sandrine,,,,,,,
204.0,nlre,Alhel,thelres,,,,,,,,,
205.0,dafrique,AFrique,,,,,,,,,,
206.0,vis-l-vis,sot vis-l-vis,,,,,,,,,,
207.0,de Belgique,Belzebulh,Belgique,,,,,,,,,
208.0,Nai niosiiininaanieetne,miniSt,BOL0GNINI,eve.minin,,,,,,,,
209.0,Riceys,Scey,tceys,,,,,,,,,
210.0,Girard-,Girardet,,,,,,,,,,
211.0,Berlin,Eternel,canton de Lucerne,Lucerne,Moderne,trne,Berne,,,,,
212.0,Mouvele,Nouvelles,ouv-nt,Nouvelle,,,,,,,,
213.0,germanico-gallique,dAnegeliue,Marie-Angelique,Republique,Angeliquo,Angelique,,,,,,
214.0,Sicile,Saintes-Ceciles,Ceciles,,,,,,,,,
215.0,Humilie,Emilio,folio,,,,,,,,,
216.0,Jardin des Plantes,Lombardie,tour dujardin,,,,,,,,,
217.0,Beatrix,depatrt,Rio,Patriote,,,,,,,,
218.0,Allemand,valley,alle,,,,,,,,,
219.0,Iac,Balkans,BAL2IAC,,,,,,,,,
220.0,reunion,vnioneseneiuiisrmo,NeIGE.3,,,,,,,,,
221.0,gie,abeir,Esl-e des tedeschi,del des bornes,gie des arabesques,,,,,,,
222.0,Chantonnay,sausaiianta,Pendants,Anti,enfant.-,Nantua,Brabant,,,,,
223.0,Colonna de rome,home,Jerome,dt rome,rome,,,,,,,
224.0,Sicle,de la Sicle,E SICLE,B SIcLE,,,,,,,,
225.0,ai reni ii,- Retournez,- Renonce,,,,,,,,,
226.0,Prefecture,Prefeclure,,,,,,,,,,
227.0,Frappent,efraya,Jungfrau,,,,,,,,,
228.0,zee g-,ne-,tyhee gare-Gagne-,,,,,,,,,
229.0,Revue,Bux-Vives,greves,,,,,,,,,
230.0,celi,Reli-,Celi-,,,,,,,,,
231.0,europe,lEurope,Europeen,l'Europe,Europe,,,,,,,
232.0,colere,parlerei duhaut,mysleres,leslevres,leresle,,,,,,,
233.0,ggggg-terne,gggg;;g,gggL,"en,-';;g","ggg,,yggg","g;;gggggg,:,g",,,,,,
