cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21
16,fonderai,Grande-,Granet,grands Unies,Irlande,"gende-
des monceaux",Grandlieu,rende- ],Vande-,VIande-,,,,,,,,,,,,
17,Tre Monasteri,mystere,ste,Terme,sv,Interets,mol mystee I,,,,,,,,,,,,,,,
18,epoque,AFrique,B,dafrique,,,,,,,,,,,,,,,,,,
19,L'Espagne,de l'Est,Espagnols,Champagne,l'9e,Piemont el d'Espagne,,,,,,,,,,,,,,,,
20,Sai,osaka,aix,Ail-,aikGi,sausaiianta,saigon,,,,,,,,,,,,,,,
21,rue assez-Rempart,Tympan,rue assez-,Impartial,,,,,,,,,,,,,,,,,,
22,tiennes7,mienne i-de A,vienne,liennes,Sicilienne,Parisiennes,lannes,Etienne,Vienne,nnes,bienne,Quotidienne,alienee,Italiennes,Chilienne,ennes,,,,,,
23,A]g,"E-----g-
maLaGA],.;.",--Je,,,,,,,,,,,,,,,,,,,
24,Pont-Neuf,apon,le Pont-Neuf,,,,,,,,,,,,,,,,,,,
25,amur,Mu,Muriel,,,,,,,,,,,,,,,,,,,
26,Saint-Honore,Saint-,Saintes-Ceciles,Saint-Herm,Saint-Vier,rue Saint-Lazare,D,Sainte-Alliance,Sainte-Helene,Saint des Saints.-Il,Saint-Germain,Saint-Jean,,,,,,,,,,
27,Cus,R MIcuB,vecu,cus,us,,,,,,,,,,,,,,,,,
28,Lovelace,grace,Graces,aceomhpee,GR,CE1a,lacen',agrafees,,,,,,,,,,,,,,
29,appa-]-Bt,Paris.-Impr,Paris,PAris,"Paris,-impr",Tris-,.L,paris,"Paris d
Bilan",Parisien,Parisiens,,,,,,,,,,,
30,bingen,pingeuieues,Nucingen,,,,,,,,,,,,,,,,,,,
31,gonesse,Eden,Vandenesse,Amende,bandenne,Yandenesse,Vandenessse,t0,,,,,,,,,,,,,,
32,Simplon,sion,passion1,reunion,occasionn,Lyon,,,,,,,,,,,,,,,,
33,Oeil,teil,Shyloek,oeil,Soleil,abeir,,,,,,,,,,,,,,,,
34,elton petitmenton mince,menton,st l petit,,,,,,,,,,,,,,,,,,,
35,soire,Loire,Moire,vire,soiree,,,,,,,,,,,,,,,,,
36,Besacon,besancon,Blanco,Besaneon,A Besancon,Besancon,"La  e et
meuse heritiere de Besancon",Desancon,,,,,,,,,,,,,,
37,Hollandais,Anglais,Anglaise,Anglais.-,,,,,,,,,,,,,,,,,,
38,Ville,BiEnville1,Coalville,seville,Watleville,Villes,HOtel-de Ville,neville,Granville,ave 1 Ville,,,,,,,,,,,,
39,nimosamnis,monie,Virginie,Moniteur,Sidonie,lironie,,,,,,,,,,,,,,,,
40,La Roche Hugon,La Roche,,,,,,,,,,,,,,,,,,,,
41,gne,Gigogne,Digne,Agnes,gnagne,,,,,,,,,,,,,,,,,
42,Gii,GinGiiiiGGiti,cGGEiiiGG,GiiiG,GiGGiiiridf,"GinGiiiiGGiti
avance eo",niaianaaani.aniiiGit',sIGGIl.iGiaGiGi,,,,,,,,,,,,,,
43,Marie-Eugene,Marie-,Mairie,Marie-Jeunes,rini etait marie,,,,,,,,,,,,,,,,,
44,point-Florine,Flori-,floride,Gloria,Floride,fl,Florine,Froide,,,,,,,,,,,,,,
45,Medilerranee,Pile,Pilule,Filet,sortileges,uno mobilit feb ile,vine-mile,Pilogue,,,,,,,,,,,,,,
46,rue Feydeau,Rue,Rupt,Revue,Bruel,,,,,,,,,,,,,,,,,
47,gie,Ies,sg]ie,h Iedm-,emneieshonmesi,Tuileries,Amies,,,,,,,,,,,,,,,
48,trne,NE,ne-,Tine,lejeune,neeitaii,la Havane,ner,Lune,scne,,,,,,,,,,,,
49,Pas de son hotel de la,baie de Naples,abt6 de la Dent de Vilard,rohe de chambre de merinos,Dent de Vilaird,toile de Ilollandel,ase abt6 de la Dent de Vilard,,,,,,,,,,,,,,,
50,Na-,Na,Naha aeii m me p nuit,louna,Gymnase,,,,,,,,,,,,,,,,,
51,Iod,io,Patriote,oroiuio,Emilio,Io,nario,folio,Rio,e,Trivualio,,,,,,,,,,,
52,aGG1:::EA2EE,5G:::l,"G1:::,%",,,,,,,,,,,,,,,,,,,
53,Reli-,Celi-,celi,Celte,,,,,,,,,,,,,,,,,,
54,Philomlne,Philomn,Philombne,Phi-,Philo-,Mn,Philomno,,,,,,,,,,,,,,,
55,valley,alle,Jallklis,Alert lla,Allemand,olle,,,,,,,,,,,,,,,,
56,es-,Besoin,esder,Desir,Es,Tes,nesiue,apes,del des bornes,hesiter,Jardin des Plantes,subjugues,gie des arabesques,E:;:e,.'f,f2es,Bux-Vives,Est,"larmes,,et",greves,Esl-e des tedeschi,best
57,Acier,singuliere,Perdu,fier,io ae tier,Hier,Madinier,Vierge,a1c,Modifier,,,,,,,,,,,,
58,Utrecht,auteuil,Autres,tr6s,Autriche,,,,,,,,,,,,,,,,,
59,Dauphin,Dauphine,chine,,,,,,,,,,,,,,,,,,,
60,mademoiselle Mars,"mam de mademoiselle
cheval",mademoiselle,la Comtoise,"mademoiselle d6
2",oise,temoin,,,,,,,,,,,,,,,
61,Per-,exageree,Nager-,Bagage,Pilonnage,viagere,,,,,,,,,,,,,,,,
62,blesse,Noblesse,Nobles,Rable,Barbe-Bleue,,,,,,,,,,,,,,,,,
63,"A BILiAIRE,- Lae Majeur",lac Majeur,A g ly,,,,,,,,,,,,,,,,,,,
64,CC,occupes,,,,,,,,,,,,,,,,,,,,
65,bapaume,rome,home,Ro-,Colonna de rome,Jerome,dt rome,,,,,,,,,,,,,,,
66,Bois,bois es,gs e,,,,,,,,,,,,,,,,,,,
67,voyais,n5ineidinais,isiG,Chais,is,Fanais,laquais,nais,Lenain,Jamais,"yeu
e narais wanais cru",nai,Pais,Franais,Savais,,,,,,,
68,opiennriiaaoiai-ioeaitioe,iIa,MIa-,etiiarei.iei.vian5,Iai,Ia,Iac,BAL2IAC,Deia,,,,,,,,,,,,,
69,Naturellement,Firme,tintemens,Partemental,Irent,Tirement-,Boheme,,,,,,,,,,,,,,,
70,Charnathan,Nathan,Chantonnay,,,,,,,,,,,,,,,,,,,
71,vis-l-vis,sot vis-l-vis,s6,,,,,,,,,,,,,,,,,,,
72,Villa-Diolati,Villa-Diodati,laVilla-Diodati,,,,,,,,,,,,,,,,,,,
73,Mfadr,Londres,blonde,londres,,,,,,,,,,,,,,,,,,
74,Tnt,Tinti,Nantua,Anti,Pendants,enfant.-,Brabant,,,,,,,,,,,,,,,
75,Scey,tceys,Riceys,,,,,,,,,,,,,,,,,,,
76,eltj',J',,,,,,,,,,,,,,,,,,,,
77,beaune,au-,Lu-,Beau-,eau-rer,beauce,bau-,Beauffremont,,,,,,,,,,,,,,
78,etranger,range,orange,Songe,media-Frangaise,orange lui-m9me,melangee,,,,,,,,,,,,,,,
79,tyhee gare-Gagne-,Ga,Ga1,gand,Ga-,,,,,,,,,,,,,,,,,
80,He,chezla,Rocher,Comite-Boucher,A l cher,Mon cher,Cher,el blanche,breche,Sous-che,cachemire,,,,,,,,,,,
81,"y,,g","g,,,,g22",P,"a3
.:;,:,,,,,.:A","engag,,gg","P%2,g,,,,,%;;%,eee","g2,-.g",,,,,,,,,,,,,,,
82,lhtel,Mulhouse,Alhel,Lh,Belzebulh,,,,,,,,,,,,,,,,,
83,Brie,Wyiriciinie dirig,Briinen,brin,serino,thurins,,,,,,,,,,,,,,,,
84,Suisse,sUisse,Suisses,suis-,suisse,io ionis s suisse,Suppo-,quelque-general poir viser ia suis,N,tpoosuie,,,,,,,,,,,,
85,lac des Rouxey,les Rouxey,Rouxey,Les Rouxey,Route,terre des Rouxey,,,,,,,,,,,,,,,,
86,BOL0GNINI,Indon,Asilotinsie,inde,basin,miniSt,Berlin,eve.minin,intrigue2,sino,In,tamino,Neanmoins,nii di a inpenare,--Gina,Orsini,Influen,Ceinre,Salins,,,
87,Russe,russie,ruse1 - Qu',Mousson,,,,,,,,,,,,,,,,,,
88,Girardet,Girard-,abb Giroud,,,,,,,,,,,,,,,,,,,
89,manuela,place  la Religion,la vilaine,laborde,labb,Soulas,aelaon,Lat,La,la paulo,Laure,la288,,,,,,,,,,
90,visconti,contrari io,Contrat,Magistrature,"au-
Contes",Montrait,,,,,,,,,,,,,,,,
91,Bisontins,maison Janrenaud,taisont,Fantaisie,,,,,,,,,,,,,,,,,,
92,Apprenez,Comprenez,CoMpte,,,,,,,,,,,,,,,,,,,
93,gggegiye,geegggeegee,"g.leeggegg,,g,-,g,]L",gAgegeeg2,gggegee,,,,,,,,,,,,,,,,,
94,Hastignae,astignac,Raslignac,Rastignac,Marlignac,,,,,,,,,,,,,,,,,
95,Merveilleux,Merveilles,Merveille,Nerve,,,,,,,,,,,,,,,,,,
96,chnaroneourt,Chavonicourt,Chavocourt,Chavoncourt,Honcourt,Comit-Chavoncourt,goncourt,,,,,,,,,,,,,,,
97,thelres,nlre,Ivre,Ceres,spheres,severe,Freres,Redorer,riviberes,lumieressur,,,,,,,,,,,,
98,E SICLE,de la Sicle,B SIcLE,Clichy,Cle,Sicle,L SIecLE,Cercle,Sicile,,,,,,,,,,,,,
99,Balkans,da,soudan,Danse,Ansbac,danseuse,,,,,,,,,,,,,,,,
100,Napolitain,Italienne,d'Italie,ItALIE,Italien,Chaulieu,Italie,Italiens,l Italie,Talma,alis,italie,l'Italie,IL A h0pital,,,,,,,,
101,A,du Doubs,Doubs,,,,,,,,,,,,,,,,,,,
102,h6-,p6-,,,,,,,,,,,,,,,,,,,,
103,gee,eeere us he,Spleen,zee g-,ePseeee,Ee,glee,douzibeme annee,"g;,eee].GGa","g:,eeg1",sss-seeg,"gAgn,;;;eevee e",asie-ee,Amedee,,,,,,,,
104,Eternel,h letiquette creek,bete,lchete,Ete,braset,Societe,tete,,,,,,,,,,,,,,
105,comtesse de Granville-,La comtesse de Granville,comtesse de Vande-,Abbaye de Grance,comtesse de VAn-,comtesse de Granville,Marie-Angelique de Granville,gniono o sor io nr con gri n in-NE FILLE DE,,,,,,,,,,,,,,
106,Prefeclure,Nure,Prefecture,,,,,,,,,,,,,,,,,,,
107,PEg,gseegir,.:,eg,egg,legr,egypte,,,,,,,,,,,,,,,
108,lui1,nuit2,Pouiqui,Quinzi,Qui,cuduie,nequin,,,,,,,,,,,,,,,
109,malgre,Malgre,,,,,,,,,,,,,,,,,,,,
110,Croissant,rue du Croissant,Crois-tu,,,,,,,,,,,,,,,,,,,
111,Angeliquo,germanico-gallique,dAnegeliue,Angelique,Marie-Angelique,Republique,,,,,,,,,,,,,,,,
112,Nouvelles,ouv-nt,Nouvelle,Mouvele,,,,,,,,,,,,,,,,,,
113,lAngleterre,Angleterre,st aigle,,,,,,,,,,,,,,,,,,,
114,la e Geneve,Genbve,Avez,Genese,Geneve,Eugene,Genbeve,Nevers,Genevois,viendrvez  Geneve,,,,,,,,,,,,
115,aag,Aa,aa over,pn,,,,,,,,,,,,,,,,,,
116,Peuple,lEurope,Europe,Europeen,europe,W,l'Europe,I,,,,,,,,,,,,,,
117,Cimaros,lima,Ar-,Mar-,Mars,Marsan,,,,,,,,,,,,,,,,
118,dillicilo,Juillet,Billet,Marseille,Tillet,Lille,ille,Pareille,lez-vo il y0r,IL,Versailles,Gentillet,,,,,,,,,,
119,Bayeux,ye,Ayg,laye,,,,,,,,,,,,,,,,,,
120,Eglise,lEglise,Champs-Eglises,Mise,,,,,,,,,,,,,,,,,,
121,Chartreux,Chartreuse,De la Grande-Chartreuse,Grande Chartreuse,,,,,,,,,,,,,,,,,,
122,st sa,do Saxe,Saxe,,,,,,,,,,,,,,,,,,,
123,Vaucelles,Vauchel-,Vauchelles,,,,,,,,,,,,,,,,,,,
124,Be-annon,giitantBesangan,A Besangon,h Besangon,Besan-,Besangcon,Besangon,,,,,,,,,,,,,,,
125,Balthasar,Sar,Hasard,casa,,,,,,,,,,,,,,,,,,
126,Je0me,Jr0me,,,,,,,,,,,,,,,,,,,,
127,ltte,texas,cetto,Lettes,gtt,tte,fus-e muette,Hutts,,,,,,,,,,,,,,
128,sculple,Naples,Cerles,arles,lesracines,Ceciles,Les,Lesprit,barreales,,,,,,,,,,,,,
129,O,Andrieux,Sandrine,sandrine,passage Sandrine,,,,,,,,,,,,,,,,,
130,Strasbourg,Bourse,Bourg,,,,,,,,,,,,,,,,,,,
131,NEE VIIERCAII,wiiiipisd,Aii,ai reni ii,Nai niosiiininaanieetne,adji 'i  hiiiii ra i,iGiiaiiiii,ii,riis,liiiiiGinifii,viie,Iir,II,iiisi,g2le.eliii-iGC,Iimniiie,,,,,,
132,Escard,Regardez,gard,Lombardie,garons,,,,,,,,,,,,,,,,,
133,Caroline,Rivarol,Charivari,,,,,,,,,,,,,,,,,,,
134,Milan,Humilie,Milanais,milan,Wiland,,,,,,,,,,,,,,,,,
135,Savarus,moselle,moselle Savarus,,,,,,,,,,,,,,,,,,,
136,Sols,annemasse,Massol,damas,Assis,,,,,,,,,,,,,,,,,
137,National,reputalionsee,Tions,Lections,Dition,,,,,,,,,,,,,,,,,
138,auberge du Cygne,rue de Ne-,rue du Perron,rue du Rocher,rue du cher,porte du boudoir,,,,,,,,,,,,,,,,
139,Clermont-Mont-Saint-Jean,Gramont,Mont-,Montcornet,Montons,Mont-Cents,,,,,,,,,,,,,,,,
140,Theatre-Francais,A0,Beatrix,noble Theatre-,Theatre,depatrt,,,,,,,,,,,,,,,,
141,- Renonce,Honore,Experience,Loquence,Providence,Florence,decoloree,la Provence,,,,,,,,,,,,,,
142,pretendil,pretendus,io vex pretrs,lIndustrie,,,,,,,,,,,,,,,,,,
143,vnioneseneiuiisrmo,Barcelone,mons,Rone,mone,Io monet,Monvel,,,,,,,,,,,,,,,
144,seine,Seine,la Seine,oommiine aee,,,,,,,,,,,,,,,,,,
145,Comedia humaine,Romains,Mail,la maine,aqueduc des Romains,maine,Comdie Iuaine,chaine du Pilule,,,,,,,,,,,,,,
146,mepriseras:- Ble,popre,Pr-,maniPre,pr,,,,,,,,,,,,,,,,,
147,Ec,la piece,piece,eiec,,,,,,,,,,,,,,,,,,
148,Hoffmann,Normandie,Formant,Desormais,,,,,,,,,,,,,,,,,,
149,Saint-Gothard,Gothard,got,,,,,,,,,,,,,,,,,,,
150,Fe-,FEnG',fe,S,Felix,,,,,,,,,,,,,,,,,
151,Deniers,LVE,oiecproeneni,veniel,genie,venise,,,,,,,,,,,,,,,,
152,gena,Bugey,"E]::;,;--
ge",NeIGE.3,"ge,;g",ImagE,Genre,Gersau,Ge-,ge,Moyen-Age,,,,,,,,,,,
153,Rodoz-,Rodol-,,,,,,,,,,,,,,,,,,,,
154,Lons-le-Seul-,Champfort,Champmesle,hamhre,sur-33,haut-le-corps,sur-le-champ,Chambre,,,,,,,,,,,,,,
155,alpes,Alpes,,,,,,,,,,,,,,,,,,,,
156,Sentez,Desenchanfe-,risen,send,"en,-';;g",sen,sen--,vousen,,,,,,,,,,,,,,
157,Quatre-Can-,lac de ] ture,lac des Quatre-Cantons,lac des Quatre-Can-,,,,,,,,,,,,,,,,,,
158,Communal,hino carmelo  our hommes,Femme,succomha,lesac aux commeragoes,com-],la somme,commeragoes,Franche-Comme,comnime pet,somme,Comme,,,,,,,,,,
159,pitie67,Bit-,Legitimistes,Legitimite,,,,,,,,,,,,,,,,,,
160,Montemnisselle,I::ELLE,nelle,l4elle,Iaqellela,Telle,Quelle,,,,,,,,,,,,,,,
161,I',.ii'i1,Gi'i'ii,,,,,,,,,,,,,,,,,,,
162,francais,mer de Francesca,caleche Francesca `divinemiint,naivemenl Francesca,Fran-,Grance,Francais,Franche,Francesca,de France,france,Francs,Jungfrau,la France,Grancey,France,Tances,efraya,abb de Grance,ni6francs,,
163,Touches,touch,,,,,,,,,,,,,,,,,,,,
164,Ma-,rue Neuve-des-,Neuve,Neuve-des-Ma-,,,,,,,,,,,,,,,,,,
165,Neufchatel,]- Ohl,E,Chlthbre,Neufchlel,,,,,,,,,,,,,,,,,
166,Boulogne,bois de Boulogne,toulon,de Boulogne,,,,,,,,,,,,,,,,,,
167,le caire,corpe,Corso,le Corso,veolia corse,,,,,,,,,,,,,,,,,
168,Gouvernement,.Nous,Felicien Vernou,Vernou,,,,,,,,,,,,,,,,,,
169,LG.I,Ei5G.IG,g.F,g.,g.gle,,,,,,,,,,,,,,,,,
170,elendie,peul-el,gteleygee,poele,Le-,pele-mele,sele,EL.E2E,etle,el,ele,Epictele at Spar-,,,,,,,,,,
171,aGaiGrGGi,ggggg-terne,"g;;gggggg,:,g",yvggntsuee,gggg;;g,"ggg,,yggg",Egg,atGG7-lE:2,GG,gg,gggL,,,,,,,,,,,
172,Abbesse,Apres,trattresse,Yarese,Presse,caresse6,grosses,,,,,,,,,,,,,,,
173,Quels,de Belgique,Belgique,,,,,,,,,,,,,,,,,,,
174,reserve,lObservance,serieux,serva,,,,,,,,,,,,,,,,,,
175,Rh,le Rhin,F icHIgO,Chinois,Rhin,,,,,,,,,,,,,,,,,
176,"Rodolphe1
Lignes",Gandolphini,relaient  Rodolpheles,phe,uo,adolphe,,,,,,,,,,,,,,,,
177,mysleres,colere,parlerei duhaut,leslevres,leresle,,,,,,,,,,,,,,,,,
178,Libral,tralna,craoye,Raoul,Ras-,Jura,General,Ralli-,palo,Federal,Ral,,,,,,,,,,,
