cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13
44,rue Feydeau,rue de Ne-,rohe de chambre de merinos,ne-,baie de Naples,,,,,,,,,
45,Ei5G.IG,lima,ImagE,Moyen-Age,Bagage,,,,,,,,,
46,abb Giroud,labb,Route,,,,,,,,,,,
47,appa-]-Bt,Apprenez,Comprenez,,,,,,,,,,,
48,de la Sicle,B SIcLE,Sicle,E SICLE,,,,,,,,,,
49,Besaneon,Besangcon,giitantBesangan,Besacon,Besangon,Besan-,A Besangon,h Besangon,,,,,,
50,Pilule,Pile,uno mobilit feb ile,Medilerranee,Pilogue,Influen,vine-mile,Filet,Pilonnage,sortileges,,,,
51,iGiiaiiiii,adji 'i  hiiiii ra i,wiiiipisd,liiiiiGinifii,gie,Bit-,,,,,,,,
52,Bayeux,serieux,laye,,,,,,,,,,,
53,Eternel,Berne,Berlin,Gouvernement,Moderne,trne,canton de Lucerne,Lucerne,,,,,,
54,gard,Regardez,laborde,CC,abeir,garons,,,,,,,,
55,Autriche,a1c,cus,auteuil,Autres,Utrecht,,,,,,,,
56,LG.I,Hier,fier,Acier,Vierge,NEE VIIERCAII,singuliere,io ae tier,Modifier,,,,,
57,Massol,annemasse,Sols,damas,Assis,,,,,,,,,
58,saigon,Sai,aGaiGrGGi,F icHIgO,,,,,,,,,,
59,Bruel,Quels,Rue,,,,,,,,,,,
60,Russe,grosses,russie,etle,,,,,,,,,,
61,aqueduc des Romains,Etats romains,Romains,,,,,,,,,,,
62,Chavocourt,Comit-Chavoncourt,Chavoncourt,Chavonicourt,chnaroneourt,goncourt,vecu,Honcourt,,,,,,
63,Ivre,Ail-,Mail,.'f,,,,,,,,,,
64,cGGEiiiGG,Ge-,GiiiG,GinGiiiiGGiti,Gii,P,"GinGiiiiGGiti
avance eo",sIGGIl.iGiaGiGi,niaianaaani.aniiiGit',GiGGiiiridf,,,,
65,Eglise,Mise,Champs-Eglises,lEglise,,,,,,,,,,
66,"gende-
des monceaux",rende- ],Amende,,,,,,,,,,,
67,dt rome,Jerome,home,Colonna de rome,rome,,,,,,,,,
68,Iac,BAL2IAC,fiacre,gs e,La,don-  fiacre,,,,,,,,
69,efraya,Jungfrau,Frappent,NE,,,,,,,,,,
70,Grance,Grancey,Abbaye de Grance,abb de Grance,,,,,,,,,,
71,Charnathan,Nathan,,,,,,,,,,,,
72,neeitaii,.m',Napolitain,Aii,Tnt,,,,,,,,,
73,Juillet,Versailles,Pareille,Tillet,Marseille,gniono o sor io nr con gri n in-NE FILLE DE,ille,Gentillet,Billet,Lille,,,,
74,cuduie,tpoosuie,,,,,,,,,,,,
75,Chinois,serino,Batn,Orsini,basin,sino,tamino,,,,,,,
76,eau-rer,"au-
Contes",bau-,au-,Rupt,,,,,,,,,
77,Ceciles,Lesprit,Les,lesracines,arles,Cerles,barreales,D,,,,,,
78,Grande Chartreuse,De la Grande-Chartreuse,Chartreuse,.ii'i1,Chartreux,,,,,,,,,
79,Nager-,Gersau,exageree,viagere,A,,,,,,,,,
80,Suisse,suisse,suis-,Suisses,io ionis s suisse,sUisse,bapaume,,,,,,,
81,tceys,Ga-,Riceys,Scey,,,,,,,,,,
82,Europeen,europe,l'Europe,lEurope,Europe,texas,,,,,,,,
83,Parisien,"Paris d
Bilan",Paris.-Impr,Parisiens,paris,PAris,Paris,"Paris,-impr",Parisiennes,,,,,
84,Naha aeii m me p nuit,comnime pet,st l petit,,,,,,,,,,,
85,maniPre,popre,Prefecture,Prefeclure,Nure,Laure,,,,,,,,
86,Lu-,blesse,Ro-,Noblesse,Nobles,In,,,,,,,,
87,Indon,fonderai,inde,,,,,,,,,,,
88,aaitbdALBERT,Albertauraitgimile,ALBERT.y,Alert lla,enthousiasmeALBERT,h Iedm-,,,,,,,,
89,etat,Etat,,,,,,,,,,,,
90,mer de Francesca,Tances,naivemenl Francesca,Francesca,C9SCa,caleche Francesca `divinemiint,Escard,,,,,,,
91,iran,Girardet,Girard-,gtt,Suppo-,,,,,,,,,
92,got,Jura,Gothard,,,,,,,,,,,
93,Ec,tour dujardin,Lombardie,- Retournez,,,,,,,,,,
94,A Besancon,Besancon,Desancon,besancon,"La  e et
meuse heritiere de Besancon",Blanco,,,,,,,,
95,La comtesse de Granville,comtesse de Granville,comtesse de Vande-,comtesse de Granville-,comtesse de VAn-,,,,,,,,,
96,Espagnols,CE1a,L'Espagne,Piemont el d'Espagne,GR,,,,,,,,,
97,lchete,tete,bete,Ete,Societe,,,,,,,,,
98,eiec,la piece,la paulo,piece,,,,,,,,,,
99,Ga,les Rouxey,Les Rouxey,lac des Rouxey,Rouxey,terre des Rouxey,,,,,,,,
100,mademoiselle Mars,"mam de mademoiselle
cheval",temoin,mademoiselle,oise,"mademoiselle d6
2",,,,,,,,
101,ner,Nerve,,,,,,,,,,,,
102,Philomno,p6-,Philombne,Philombene,Philomlne,Philomee,IL,Philomn,Philo-,,,,,
103,Mar-,Ar-,Cimaros,,,,,,,,,,,
104,lejeune,--Je,Marie-Jeunes,rini etait marie,Marie-Eugene,Marie-,,,,,,,,
105,Motteville,Watts-,deWatteville,"Pr-
Watteville",Walteville,Watteville,watteville,moselle de Watteville,maison Watteville,do Walteville,,,,
106,fe,t0,,,,,,,,,,,,
107,Nevers,Genevois,Geneve,E:;:e,viendrvez  Geneve,la e Geneve,,,,,,,,
108,Celte,eltj',bir,,,,,,,,,,,
109,MIa-,Libral,Ral,Ralli-,Shyloek,tralna,,,,,,,,
110,Balkans,Danse,Ansbac,danseuse,,,,,,,,,,
111,Hastignae,astignac,Rastignac,Raslignac,Marlignac,,,,,,,,,
112,sur-33,"g.leeggegg,,g,-,g,]L",egg,Egg,,,,,,,,,,
113,Tre Monasteri,mol mystee I,mystere,ste,hesiter,Interets,,,,,,,,
114,Bisontins,taisont,maison Janrenaud,,,,,,,,,,,
115,sele,pele-mele,poele,ele,elendie,,,,,,,,,
116,g.F,Anglais,Anglaise,Anglais.-,,,,,,,,,,
117,XI,Boheme,pitie67,septiemeiour,,,,,,,,,,
118,Neufchatel,Pont-Neuf,Neufchlel,le Pont-Neuf,apon,,,,,,,,,
119,Impartial,rue assez-Rempart,rue assez-,lez-vo il y0r,Tympan,,,,,,,,,
120,NeIGE.3,vnioneseneiuiisrmo,reunion,,,,,,,,,,,
121,Tris-,intrigue2,Tinti,subjugues,,,,,,,,,,
122,Dent de Vilaird,Pas de son hotel de la,is,abt6 de la Dent de Vilard,ase abt6 de la Dent de Vilard,,,,,,,,,
123,visconti,Contrat,Montrait,contrari io,Magistrature,,,,,,,,,
124,Combien,succomha,com-],I',la Comtoise,CoMpte,us,O,,,,,,
125,agrafees,grace,Graces,,,,,,,,,,,
126,miniSt,eve.minin,BOL0GNINI,,,,,,,,,,,
127,lac des Quatre-Cantons,Quatre-Can-,lac de ] ture,lac des Quatre-Can-,,,,,,,,,,
128,Beatrix,Theatre,Theatre-Francais,noble Theatre-,GG,,,,,,,,,
129,S,send,sen,sen--,risen,Sentez,,,,,,,,
130,"aa-inieooseeseese 1.%,,lg",--Gina,Nai niosiiininaanieetne,Virginie,Wyiriciinie dirig,Madinier,,,,,,,,
131,etablis,Jallklis,alis,Salins,Trivualio,,,,,,,,,
132,Yarese,Alhel,thelres,,,,,,,,,,,
133,ggggg-terne,"ggg,,yggg",g.,"g;;gggggg,:,g",gggg;;g,"en,-';;g",gggL,,,,,,,
134,Charivari,Avez,ivartisseent,Rivarol,Caroline,,,,,,,,,
135,trattresse,caresse6,Abbesse,scne,Presse,Apres,,,,,,,,
136,Sar,Balthasar,Hasard,casa,,,,,,,,,,
137,Normandie,Desormais,Formant,,,,,,,,,,,
138,malgre,greves,Malgre,"E-----g-
maLaGA],.;.",,,,,,,,,,
139,Lyon,osaka,,,,,,,,,,,,
140,zee g-,"E]::;,;--
ge","gAgn,;;;eevee e",see elie,see e  t,,,,,,,,,
141,Bois,bois es,,,,,,,,,,,,
142,dAlbort,hamhre,Chambre,sur-le-champ,Champfort,Champmesle,Champagne,,,,,,,
143,bois de Boulogne,toulon,Boulogne,de Boulogne,,,,,,,,,,
144,Legitimite,Legitimistes,legr,,,,,,,,,,,
145,eeere us he,"g;,eee].GGa",ePseeee,,,,,,,,,,,
146,Saint des Saints.-Il,Saint-Gothard,Saint-Jean,rue Saint-Lazare,Saint-Herm,Saint-Honore,Saintes-Ceciles,Sainte-Helene,Saint-,Sainte-Alliance,Saint-Germain,Saint-Vier,,
147,Chantonnay,elton petitmenton mince,menton,Partemental,Tirement-,,,,,,,,,
148,Iaqellela,nelle,moselle,l4elle,Quelle,Montemnisselle,I::ELLE,Vaucelles,Naturellement,Telle,Vauchelles,,,
149,Montcornet,Clermont-Mont-Saint-Jean,ge,nlre,Mont-Cents,Montons,Mont-,Gramont,,,,,,
150,Pense,Fense,"pensa-t-
- Poterol",niens,Caniciens,Rubens,tintemens,yens,Tiens,,,,,
151,ouv-nt,Mouvele,Nouvelle,Nouvelles,,,,,,,,,,
152,passion1,occasionn,sion,,,,,,,,,,,
153,Iir,patti,Patriote,depatrt,,,,,,,,,,
154,la Seine,Ceinre,Seine,seine,,,,,,,,,,
155,lesac aux commeragoes,somme,la somme,hino carmelo  our hommes,commeragoes,Comme,Communal,Femme,,,,,,
156,Spleen,Naples,Ma-,Peuple,sculple,Dijon,,,,,,,,
157,venise,Deniers,PEg,veniel,genie,,,,,,,,,
158,Ee,rue du Perron,porte du boudoir,Pr-,auberge du Cygne,rue du Rocher,rue du cher,,,,,,,
159,Epictele at Spar-,lhtel,gteleygee,gee,,,,,,,,,,
160,Marsan,Mars,,,,,,,,,,,,
161,chezla,Chlthbre,el blanche,breche,,,,,,,,,,
162,Perdu,Per-,,,,,,,,,,,,
163,Desir,Jardin des Plantes,Esl-e des tedeschi,gie des arabesques,del des bornes,,,,,,,,,
164,Wiland,Milanais,milan,Milan,,,,,,,,,,
165,National,reputalionsee,Dition,Lections,Tions,,,,,,,,,
166,Andrieux,Sandrine,sandrine,passage Sandrine,,,,,,,,,,
167,Terme,Firme,"larmes,,et",,,,,,,,,,,
168,Reli-,Celi-,dAnegeliue,g2le.eliii-iGC,Felix,celi,,,,,,,,
169,Rocher,La Roche Hugon,La Roche,J',,,,,,,,,,
170,Cousteau,beacoup,Cour,Coulis-,Secou-,Accourus,,,,,,,,
171,"y,,g","a3
.:;,:,,,,,.:A","P%2,g,,,,,%;;%,eee","engag,,gg","g,,,,g22",,,,,,,,,
172,Laissez-,Palais,yvggntsuee,Laissa,Laisse,,,,,,,,,
173,rue Neuve-des-,Neuve,Neuve-des-Ma-,es-,,,,,,,,,,
174,General,quelque-general poir viser ia suis,Eugene,Bugey,Genese,,,,,,,,,
175,Lh,glee,g.gle,st aigle,,,,,,,,,,
176,Merveilleux,II,Merveille,Merveilles,,,,,,,,,,
177,Federal,esder,Eden,suceederun,Amedee,,,,,,,,,
178,Loire,soire,soiree,Moire,,,,,,,,,,
179,Clichy,Sicile,dillicilo,,,,,,,,,,,
180,io vex pretrs,pretendil,pretendus,,,,,,,,,,,
181,Francais,ni6francs,Franche-Comme,Franche,Fran-,la France,france,Francs,francais,de France,France,,,
182,Granet,grands Unies,Grande-,Grandlieu,Chaulieu,,,,,,,,,
183,decoloree,W,Redorer,Honore,,,,,,,,,,
184,Belzebulh,A belgrade,Belgrade,,,,,,,,,,,
185,"Fe-
Ln confidenee faito",Desenchanfe-,Fe-,,,,,,,,,,,
186,Lat,rue du Croissant,Croissant,Crois-tu,,,,,,,,,,
187,Besoin,de l'Est,Est,best,,,,,,,,,,
188,FEnG',Cercle,L SIecLE,Cle,,,,,,,,,,
189,Dauphin,le Rhin,Tine,oommiine aee,Phi-,Rhin,aag,chine,Dauphine,"g2,-.g",,,,
190,aceomhpee,place  la Religion,Lovelace,lacen',,,,,,,,,,
191,Fanais,Franais,Lenain,n5ineidinais,io,nai,nais,"yeu
e narais wanais cru",,,,,,
192,Comdie Iuaine,da,la vilaine,la maine,chaine du Pilule,Comedia humaine,maine,,,,,,,
193,h letiquette creek,cetto,fus-e muette,Lettes,Tes,,,,,,,,,
194,Amies,Tuileries,emneieshonmesi,Ies,,,,,,,,,,
195,la Provence,Experience,Loquence,Providence,Florence,,,,,,,,,
196,Belgique,germanico-gallique,de Belgique,dafrique,epoque,AFrique,Republique,,,,,,,
197,etiiarei.iei.vian5,iIa,,,,,,,,,,,,
198,ruse1 - Qu',Mousson,vousen,Mulhouse,.Nous,,,,,,,,,
199,do Saxe,st sa,,,,,,,,,,,,
200,.L,Cher,Mon cher,A l cher,,,,,,,,,,
201,Gloria,Floride,Florine,point-Florine,floride,Flori-,,,,,,,,
202,Oeil,oeil,Soleil,teil,,,,,,,,,,
203,Rodoz-,Rodol-,,,,,,,,,,,,
204,Naurais-ie,traijusqu,Marais,Arraiolos,Serais,Irais,,,,,,,,
205,Voie,Pouvoir,pn,Voil,Mafoil,,,,,,,,,
206,nii di a inpenare,Rio,nario,,,,,,,,,,,
207,D5,gseegir,"g:,eeg1",sss-seeg,,,,,,,,,,
208,Savais,la Havane,moselle Savarus,l1,Savarus,,,,,,,,,
209,mepriseras:- Ble,Barbe-Bleue,Rable,,,,,,,,,,,
210,Camps-Hailyssdes,Camps,Decamps,,,,,,,,,,,
211,oiecproeneni,- Renonce,ai reni ii,,,,,,,,,,,
212,Gandolphini,Deia,phe,"Rodolphe1
Lignes",lui1,relaient  Rodolpheles,adolphe,,,,,,,
213,toile de Ilollandel,gand,Hollandais,Vande-,bandenne,VIande-,Irlande,,,,,,,
214,melangee,peul-el,Na,media-Frangaise,range,etranger,orange lui-m9me,orange,,,,,,
215,tte,Ia,ltte,,,,,,,,,,,
216,viie,nimosamnis,Revue,Iimniiie,,,,,,,,,,
