cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22
28,Ville,BiEnville1,Pile,Coalville,seville,Marseille,Lille,ille,Pareille,lez-vo il y0r,Villes,vine-mile,HOtel-de Ville,neville,Granville,ave 1 Ville,,,,,,,
29,nimosamnis,monie,Moniteur,Sidonie,lironie,,,,,,,,,,,,,,,,,,
30,Irais,fonderai,mepriseras:- Ble,Serais,traijusqu,braset,quelque-general poir viser ia suis,media-Frangaise,Marais,serva,,,,,,,,,,,,,
31,Peuple,lEurope,Europe,Europeen,europe,peul-el,l'Europe,,,,,,,,,,,,,,,,
32,gee,geegggeegee,exageree,"g.leeggegg,,g,-,g,]L",gAgegeeg2,gggegee,,,,,,,,,,,,,,,,,
33,grace,Graces,GR,agrafees,,,,,,,,,,,,,,,,,,,
34,Marie-Eugene,Marie-,Normandie,Barbe-Bleue,Mairie,Marie-Jeunes,rini etait marie,,,,,,,,,,,,,,,,
35,Flori-,floride,Gloria,Floride,fl,Florence,Florine,decoloree,Froide,,,,,,,,,,,,,,
36,Merveilleux,Merveilles,Merveille,Versailles,,,,,,,,,,,,,,,,,,,
37,rue Feydeau,Rue,Rupt,Bruel,,,,,,,,,,,,,,,,,,,
38,trne,gne,Gigogne,NE,ne-,nesiue,lejeune,.:,Rone,la Havane,Digne,Lune,scne,,,,,,,,,,
39,Na-,gena,Na,National,--Gina,louna,Gymnase,,,,,,,,,,,,,,,,
40,Iod,io,oroiuio,Io,nario,folio,Arraiolos,Rio,Trivualio,io vex pretrs,,,,,,,,,,,,,
41,aGG1:::EA2EE,5G:::l,"G1:::,%",,,,,,,,,,,,,,,,,,,,
42,Philomn,Phi-,Philo-,Mn,Philomno,,,,,,,,,,,,,,,,,,
43,valley,alle,Jallklis,Alert lla,Allemand,olle,,,,,,,,,,,,,,,,,
44,es-,Besoin,esder,Ies,Desir,Es,Tes,del des bornes,Jardin des Plantes,subjugues,gie des arabesques,f2es,emneieshonmesi,Bux-Vives,Est,Amies,Esl-e des tedeschi,best,,,,,
45,Acier,singuliere,Experience,fier,io ae tier,Hier,Madinier,Vierge,serieux,Modifier,,,,,,,,,,,,,
46,Dauphin,Dauphine,,,,,,,,,,,,,,,,,,,,,
47,mademoiselle Mars,"mam de mademoiselle
cheval",Montemnisselle,mademoiselle,"mademoiselle d6
2",moselle,moselle Savarus,t0,,,,,,,,,,,,,,,
48,]- Ohl,"A BILiAIRE,- Lae Majeur",lac Majeur,pn,A g ly,,,,,,,,,,,,,,,,,,
49,Rodoz-,bapaume,rome,home,Ro-,Colonna de rome,Je0me,Jerome,dt rome,Jr0me,,,,,,,,,,,,,
50,n5ineidinais,vnioneseneiuiisrmo,seine,Caroline,Tine,Seine,la Seine,Ceinre,,,,,,,,,,,,,,,
51,voyais,Chais,Fanais,nais,Lenain,maison Janrenaud,Jamais,aix,taisont,"yeu
e narais wanais cru",nai,Pais,Franais,Desormais,Naurais-ie,Savais,,,,,,,
52,Paris.-Impr,Paris,Patriote,PAris,E,"Paris,-impr",Rivarol,paris,Impartial,"Paris d
Bilan",Charivari,Parisien,Parisiens,,,,,,,,,,
53,opiennriiaaoiai-ioeaitioe,fiacre,MIa-,etiiarei.iei.vian5,Iai,Ia,Iac,BAL2IAC,Deia,,,,,,,,,,,,,,
54,Naturellement,Firme,tintemens,Partemental,Irent,Gouvernement,Tirement-,D,Boheme,,,,,,,,,,,,,,
55,Neufchatel,Charnathan,Nathan,P,Chantonnay,Gothard,,,,,,,,,,,,,,,,,
56,Napolitain,Italienne,d'Italie,reputalionsee,ItALIE,Italien,Italie,Italiens,l Italie,italie,l'Italie,IL A h0pital,,,,,,,,,,,
57,Tnt,Tympan,Tinti,Nantua,Anti,Croissant,Pendants,enfant.-,Formant,Brabant,,,,,,,,,,,,,
58,Scey,tceys,O,Riceys,,,,,,,,,,,,,,,,,,,
59,eltj',J',,,,,,,,,,,,,,,,,,,,,
60,rue de Ne-,rue Neuve-des-,pingeuieues,Neuve,Neuve-des-Ma-,,,,,,,,,,,,,,,,,,
61,beaune,au-,Lu-,Beau-,eau-rer,beauce,bau-,Beauffremont,,,,,,,,,,,,,,,
62,etranger,range,orange,Songe,Jungfrau,orange lui-m9me,melangee,iran,Nucingen,,,,,,,,,,,,,,
63,h6-,p6-,,,,,,,,,,,,,,,,,,,,,
64,He,chezla,Rocher,La Roche Hugon,Comite-Boucher,A l cher,Mon cher,hesiter,Cher,el blanche,Autriche,La Roche,F icHIgO,Sous-che,cachemire,,,,,,,,
65,"y,,g","g,,,,g22","a3
.:;,:,,,,,.:A","engag,,gg","P%2,g,,,,,%;;%,eee","g2,-.g",,,,,,,,,,,,,,,,,
66,appa-]-Bt,Frappent,Apprenez,Comprenez,,,,,,,,,,,,,,,,,,,
67,Brie,Wyiriciinie dirig,Briinen,brin,intrigue2,serino,thurins,lIndustrie,,,,,,,,,,,,,,,
68,lac des Rouxey,les Rouxey,Rouxey,Les Rouxey,terre des Rouxey,,,,,,,,,,,,,,,,,,
69,Indon,point-Florine,inde,basin,Berlin,eve.minin,sino,In,tamino,Influen,temoin,Salins,,,,,,,,,,,
70,rue assez-Rempart,Mulhouse,Russe,rue assez-,russie,sss-seeg,ruse1 - Qu',,,,,,,,,,,,,,,,
71,place  la Religion,la vilaine,labb,Soulas,aelaon,Lat,La,la paulo,Laure,la288,lacen',"larmes,,et",,,,,,,,,,,
72,chnaroneourt,Chavonicourt,Chavocourt,Chavoncourt,Honcourt,Comit-Chavoncourt,goncourt,,,,,,,,,,,,,,,,
73,Ga,Ga1,a1c,Ga-,,,,,,,,,,,,,,,,,,,
74,Naha aeii m me p nuit,ai reni ii,Nai niosiiininaanieetne,nii di a inpenare,parlerei duhaut,,,,,,,,,,,,,,,,,,
75,Tre Monasteri,mysleres,mystere,nlre,Ivre,Autres,colere,Ceres,reserve,spheres,severe,Freres,Redorer,riviberes,lumieressur,greves,viagere,Revue,,,,,
76,E SICLE,de la Sicle,B SIcLE,Clichy,Cle,sv,Sicle,L SIecLE,Cercle,Sicile,,,,,,,,,,,,,
77,Juillet,Billet,Filet,Tillet,etle,Gentillet,,,,,,,,,,,,,,,,,
78,Balkans,da,soudan,Danse,Ansbac,danseuse,,,,,,,,,,,,,,,,,
79,du Doubs,Doubs,porte du boudoir,,,,,,,,,,,,,,,,,,,,
80,Oeil,teil,Shyloek,oeil,Soleil,S,abeir,,,,,,,,,,,,,,,,
81,eeere us he,aceomhpee,Spleen,ePseeee,Ee,glee,"g;,eee].GGa","g:,eeg1","gAgn,;;;eevee e",suceederun,asie-ee,Amedee,,,,,,,,,,,
82,comtesse de Granville-,La comtesse de Granville,comtesse de Vande-,Abbaye de Grance,comtesse de VAn-,comtesse de Granville,Marie-Angelique de Granville,gniono o sor io nr con gri n in-NE FILLE DE,,,,,,,,,,,,,,,
83,PEg,gseegir,eg,egg,legr,egypte,Egg,,,,,,,,,,,,,,,,
84,lui1,nuit2,Pouiqui,Quinzi,Qui,cuduie,nequin,,,,,,,,,,,,,,,,
85,malgre,Malgre,.'f,W,Talma,,,,,,,,,,,,,,,,,,
86,manuela,Angeliquo,Quels,germanico-gallique,dAnegeliue,Angelique,Marie-Angelique,Republique,Belgique,,,,,,,,,,,,,,
87,Nouvelles,.Nous,ouv-nt,Nouvelle,Mouvele,Felicien Vernou,Vernou,,,,,,,,,,,,,,,,
88,A0,Hastignae,Ras-,astignac,Raslignac,Rastignac,Marlignac,,,,,,,,,,,,,,,,
89,la e Geneve,Genbve,Avez,LVE,Geneve,Eugene,Genbeve,Genevois,viendrvez  Geneve,,,,,,,,,,,,,,
90,Belgrade,A belgrade,de Belgique,,,,,,,,,,,,,,,,,,,,
91,NEE VIIERCAII,iIa,Gii,GinGiiiiGGiti,wiiiipisd,Aii,cGGEiiiGG,adji 'i  hiiiii ra i,neeitaii,GiiiG,iGiiaiiiii,GiGGiiiridf,ii,"GinGiiiiGGiti
avance eo",liiiiiGinifii,viie,Iir,II,iiisi,g2le.eliii-iGC,Iimniiie,niaianaaani.aniiiGit',
92,francais,mer de Francesca,caleche Francesca `divinemiint,naivemenl Francesca,Fran-,Grance,Francais,Franche,Francesca,de France,france,Francs,lObservance,la France,Grancey,France,Tances,efraya,abb de Grance,ni6francs,,,
93,Cimaros,Ma-,Pr-,Hoffmann,Ar-,Mar-,sur-33,Mars,,,,,,,,,,,,,,,
94,Bayeux,ye,Ayg,laye,,,,,,,,,,,,,,,,,,,
95,Eglise,lEglise,Champs-Eglises,,,,,,,,,,,,,,,,,,,,
96,etat,Batn,etablis,Etats romains,Etat,e,,,,,,,,,,,,,,,,,
97,Chartreux,Utrecht,Chaulieu,Chartreuse,De la Grande-Chartreuse,Grande Chartreuse,,,,,,,,,,,,,,,,,
98,st sa,do Saxe,Saxe,,,,,,,,,,,,,,,,,,,,
99,Vaucelles,Vauchel-,Vauchelles,Touches,touch,,,,,,,,,,,,,,,,,,
100,Be-annon,giitantBesangan,A Besangon,h Besangon,Besangon,got,saigon,,,,,,,,,,,,,,,,
101,Balthasar,osaka,Savarus,Sar,Hasard,Marsan,casa,,,,,,,,,,,,,,,,
102,Pas de son hotel de la,laborde,baie de Naples,abt6 de la Dent de Vilard,lac de ] ture,rohe de chambre de merinos,Dent de Vilaird,toile de Ilollandel,ase abt6 de la Dent de Vilard,canton de Lucerne,,,,,,,,,,,,,
103,Reli-,Barcelone,lima,Celi-,CE1a,celi,Celte,Felix,,,,,,,,,,,,,,,
104,ltte,cetto,gtt,patti,tte,fus-e muette,Hutts,,,,,,,,,,,,,,,,
105,sculple,Naples,Saintes-Ceciles,Cerles,blesse,Champmesle,Noblesse,lesac aux commeragoes,Nobles,Rable,Lettes,arles,sortileges,leslevres,lesracines,Ceciles,.L,Les,Tuileries,Lesprit,I,barreales,leresle
106,Villa-Diolati,Villa-Diodati,laVilla-Diodati,.m',,,,,,,,,,,,,,,,,,,
107,Neanmoins,Andrieux,Sandrine,sandrine,D5,passage Sandrine,,,,,,,,,,,,,,,,,
108,texas,h letiquette creek,bete,ste,Terme,lchete,Ete,Angleterre,Societe,Interets,tete,Route,pretendil,pretendus,,,,,,,,,
109,Escard,tyhee gare-Gagne-,Regardez,Girardet,Girard-,gard,Lombardie,garons,,,,,,,,,,,,,,,
110,Milan,Milanais,milan,Wiland,,,,,,,,,,,,,,,,,,,
111,Berne,Eternel,Lucerne,Per-,Medilerranee,Perdu,Moderne,General,Nerve,ner,Nevers,,,,,,,,,,,,
112,Sols,annemasse,Massol,damas,,,,,,,,,,,,,,,,,,,
113,auberge du Cygne,rue du Perron,rue du Rocher,rue du Croissant,rue du cher,chaine du Pilule,,,,,,,,,,,,,,,,,
114,Theatre-Francais,thelres,tr6s,Beatrix,Magistrature,noble Theatre-,Theatre,depatrt,,,,,,,,,,,,,,,
115,Voil,dillicilo,Mafoil,Humilie,auteuil,Emilio,Pilule,Ail-,uno mobilit feb ile,IL,Pilogue,,,,,,,,,,,,
116,Comedia humaine,Romains,Mail,la maine,aqueduc des Romains,maine,Comdie Iuaine,,,,,,,,,,,,,,,,
117,Ec,pitie67,la piece,piece,eiec,,,,,,,,,,,,,,,,,,
118,Femme,Fe-,FEnG',fe,,,,,,,,,,,,,,,,,,,
119,bingen,Bugey,"E]::;,;--
ge",Nager-,NeIGE.3,"ge,;g",ImagE,Genre,Gersau,Pilonnage,Ge-,ge,Moyen-Age,,,,,,,,,,
120,corpe,Orsini,haut-le-corps,Corso,le Corso,veolia corse,,,,,,,,,,,,,,,,,
121,Pense,Eden,Sentez,risen,Fense,send,ivartisseent,"en,-';;g",Genese,sen,sen--,vousen,venise,,,,,,,,,,
122,Quatre-Can-,lac des Quatre-Cantons,lac des Quatre-Can-,,,,,,,,,,,,,,,,,,,,
123,Communal,hino carmelo  our hommes,succomha,com-],la somme,commeragoes,Franche-Comme,comnime pet,CoMpte,somme,Comme,Combien,,,,,,,,,,,
124,st l petit,Bit-,Legitimistes,Legitimite,,,,,,,,,,,,,,,,,,,
125,I',.ii'i1,Gi'i'ii,,,,,,,,,,,,,,,,,,,,
126,Mfadr,Honore,Londres,blonde,londres,,,,,,,,,,,,,,,,,,
127,- Renonce,Lovelace,Loquence,Providence,aa over,la Provence,,,,,,,,,,,,,,,,,
128,Boulogne,bois de Boulogne,de Boulogne,,,,,,,,,,,,,,,,,,,,
129,gggegiye,aGaiGrGGi,ggggg-terne,"g;;gggggg,:,g",yvggntsuee,gggg;;g,"ggg,,yggg",atGG7-lE:2,GG,gg,gggL,,,,,,,,,,,,
130,LG.I,Ei5G.IG,g.F,g.,g.gle,,,,,,,,,,,,,,,,,,
131,elendie,I::ELLE,nelle,l4elle,relaient  Rodolpheles,gteleygee,poele,Le-,pele-mele,sele,EL.E2E,Iaqellela,Telle,el,Neufchlel,ele,Epictele at Spar-,Quelle,,,,,
132,gonesse,Abbesse,Apres,trattresse,pr,Yarese,Presse,caresse6,grosses,,,,,,,,,,,,,,
133,Lons-le-Seul-,elton petitmenton mince,menton,Gramont,Bisontins,mons,Mont-,Dijon,mone,Monvel,apon,Montcornet,toulon,Lyon,Montrait,Mousson,Montons,Mont-Cents,,,,,
134,popre,Prefeclure,Nure,maniPre,Prefecture,,,,,,,,,,,,,,,,,,
135,Rh,le Rhin,chine,Chinois,Rhin,,,,,,,,,,,,,,,,,,
136,occupes,apes,alpes,Alpes,,,,,,,,,,,,,,,,,,,
137,"Rodolphe1
Lignes",Gandolphini,Rodol-,phe,adolphe,,,,,,,,,,,,,,,,,,
138,Champfort,hamhre,Chlthbre,breche,sur-le-champ,Chambre,,,,,,,,,,,,,,,,,
139,Libral,tralna,craoye,Raoul,Jura,Ralli-,palo,Federal,Ral,,,,,,,,,,,,,,
