cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13
46,Maintenant,clocher de Saint-Germain,Saint-Germain-des-,Saint-Germain,Maine,Saint-Germain-des-Prés,Prés-Saint-Gervais,romains,,,,,,
47,mitra,Travaille,As-tu bien travaillé,Raspail,,,,,,,,,,
48,Désir-de-plaire,la Prairie,Prairie,Voudrait-,,,,,,,,,,
49,"PAPILLON

Je crois bien!","PAPILLON
Chut","PAPILLON S
Ah!",Grillon,Papillon,cimetière des Papillons,Pilons,PAPILLON,Cap,"PAPILLON

On l’","PAPILLON

C’","PAPILLON

Est",guide-ballon n’,"PAPILLON
Es-du bête!

Si"
50,Sonne,Vienne,Ancienne,,,,,,,,,,,
51,victoria de la dame,LA D,victoria,,,,,,,,,,,
52,Afrique,l'Afrique,,,,,,,,,,,,
53,Combien,I,Comprends-tu cela,Comprenez,Venez,Étenez,,,,,,,,
54,Agen,Çdura,Courage,Touraine,,,,,,,,,,
55,Saumon,SAUMON 175,SAUMON,uma,,,,,,,,,,
56,LS So,LS,LT LS,,,,,,,,,,,
57,Perrache,Chers,Mon cher,Cher,Lx,Vêché,du cher,Pacheco,la manche,,,,,
58,le Rhône,Rhône,Le Rhône,,,,,,,,,,,
59,m'’asseoir,m'’appelait,m'’allait,m'’appelais,,,,,,,,,,
60,îles Marquises,Naples,Chenilles,Les Chenilles,LES,Te rappelles-tu,sûles,,,,,,,
61,du Nord,Océan,Lyon,Annot,Annon,wagon,,,,,,,,
62,Pardon,Parole!.,Parthénon,Chardon,,,,,,,,,,
63,"mer

 

 

 

 

LE ROMAN","mer

 

 

 

 

LE ROMAN DE PIERRETTE",,,,,,,,,,,,
64,Marseille,Marsala,Conseille,,,,,,,,,,,
65,Jugez,Pérou,Souwaroff,Fougeroux,,,,,,,,,,
66,Coucou-Blanc!.,Blanc,"Coucou-
Blanc",COUCOU-BLANC,Écoutez,Coucou,Coucou-Blanc,Coucou-,Mile Coucou-Blanc,,,,,
67,EPS,"Pt

 

 

 

LL",LL LPS,"ENLÈVEMENT 221

LE LL LPS Tu

 

 

Pme",LL LL Sd,,,,,,,,,
68,Peyron,ronfla,Soubeyrol,,,,,,,,,,,
69,Cunocépa,Cévenol,Vendredi,Cévennes,Cévenole,È,Cévenol l’,,,,,,,
70,Palais-Mazarin,voyais,Palais-Royal,Lala-toul,,,,,,,,,,
71,Mathurin,Vatel,kakatoès,Bhagiratha,AT,Karatçala,Zaffat,,,,,,,
72,Prise,Is,Pise,Mise,suisse,miséra-a-ble!,,,,,,,,
73,hôtel Pilotis,hôtel Palois,"hôtel
Palois",Palois,,,,,,,,,,
74,P,Comédie,Théâtre-Français,Comédie-Française,ÉD E,,,,,,,,,
75,Barbette!.,cette Bastille,Barbette,Barbette… Allons!,,,,,,,,,,
76,Chauve-Souris,Cristaux,S CR,Crusoé,critérium!.,Écris,Nécro-,Rio,,,,,,
77,rue de Lille,A TRUE,rue des Dames,Rue des Dames,,,,,,,,,,
78,Attends,Attention,cendis,,,,,,,,,,,
79,Amour,Limoux,"Limoux
Seulement",,,,,,,,,,,
80,D,École d’Alfort,Alfort,Or,Infortunes,,,,,,,,,
81,beurrées,bourrée,Luxembourg,,,,,,,,,,,
82,Charivaris,Parisien,Algérien,Tiens,Parisiens,Paris,,,,,,,,
83,l’,A l’aube,L’,,,,,,,,,,,
84,"CHOSE

Tr

 

 

 

tot",Chose,Holà,"CHOSE

RSS RER E SE R",Petit Chose,,,,,,,,,
85,le Midi,Midi,,,,,,,,,,,,
86,Vois-tu!,croisée,TU,Sais-tu qu’,Crois-tu,Fanfan-la-Tulipe,,,,,,,,
87,Pierrotte s’,"Pierrotte!

Pierrotte","Pierrotte…
Est","BABAROTTES 17

LS",Perroquet,Pierrotte,Mile Pierrotte,Mie Pierrotte,,,,,,
88,Nous vivions,VIOT,Vive,Viçva-,VI,,,,,,,,,
89,"collège de
Garlande",Vieux-Collège,Récollets,collège de Lyon,collège cèlèbre,collège de,collège de Garlande,collège n’,,,,,,
90,Cassagne,la Bretagne,Bretagne,,,,,,,,,,,
91,terrifi,Arrêtez,Angleterre,Nanterre,"place des
Terreaux",terre,,,,,,,,
92,Î,Laquelle,Jacques,Bouzanquet,Quelquefois,Quels,Quelque,Mécalque,,,,,,
93,m'’entraînant,s’,s’entr’,,,,,,,,,,,
94,DAME,Dame,,,,,,,,,,,,
95,estimez,"ENLÈVEMENT 217

d / e SI LE D

 

Pos",Enr,Rime,Pme,Confusément,MEL,Men,Bohême,,,,,
96,Vallée,Mlle,Allez,,,,,,,,,,,
97,Araignée,Guigne,Sitôt,bésigne,Notre-Seigneur,Signe,Seigneur,,,,,,,
98,Fer,tueras là-haut,D TER,Roberte,Ser-,Constern-,Palerme,"FER 97

Sd",rue Lanterne,ER,Bernerette,er,,
99,lit n’,Hospitalier,Italiens,Italien,Nathalie,l'Italie,salie!.,Italie,,,,,,
100,poète!.,Impossible,Emporte,Po,Poussé,,,,,,,,,
101,Polichinelle,Coquine,Chinois,Réfléchissez,Philistine,Chili,Colombine,Chine,,,,,,
102,"FETE

AE",AE,,,,,,,,,,,,
103,Lovelaces,Bloui,Rana-Valo,Lo,,,,,,,,,,
104,Boucoyran,"Ps

A ii

D","PAS

 

 

A

de Boucoyran",,,,,,,,,,,
105,niais,J'ai,aimais,O,sais,J',J'aimais,,,,,,,
106,Château-,Neuf-des-Papes,gardes-du-corps,"Château-
Neuf-des-Papes",,,,,,,,,,
107,Place!,Alsacien,Alsace,,,,,,,,,,,
