cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13
54,Bach’,Pacheco,crachaïet,AT,Perrache,,,,,,,,,
55,Rime,estimez,,,,,,,,,,,,
56,Quartier-Latin,Quartier Latin,Lamartine d’Elvire,"Quartier
Latin",Quartier-,"Quartier
Latin!",Latin,,,,,,,
57,Chenilles,"Bati-
gnolles",Batignolles,Récollets,,,,,,,,,,
58,"Ù
Ê",m’,Cuba,Lyon,,,,,,,,,,
59,Po,Æ,lilas,lui!.,,,,,,,,,,
60,ronfla,er,Peyron,,,,,,,,,,,
61,Daniel,m'’effraya,Comédie-Française,Comédie,,,,,,,,,,
62,clocher de Saint-Germain,Germanie,Saint-Germain-des-,Saint-Germain,Zaffat,Saint-Germain-des-Prés,Prés-Saint-Gervais,,,,,,,
63,Parole!.,poète!.,Cunocépa,honte!.,,,,,,,,,,
64,Touraine,Porcelaines,Maine,Maintenant,Coquine,romains,,,,,,,,
65,L’,LA D,"Ps

A ii

D","PAS

 

 

A

de Boucoyran",Boucoyran,,,,,,,,,
66,Enr,Pc,C’,,,,,,,,,,,
67,Vienne,"RÊVE 229

D",Ancienne,Sonne,Alsacien,,,,,,,,,
68,"Coucou-
Blanc",Mile Coucou-Blanc,Coucou-,COUCOU-BLANC,Blanc,Coucou,Coucou-Blanc,Coucou-Blanc!.,J'ai,,,,,
69,Turc,TE,A,,,,,,,,,,,
70,gros Serrières,Sèvres,serrure,Serrières,Rs,tapissères,,,,,,,,
71,"CRISTAUX
Ancienne Maison Alouette

|
|
|
ASSIETTE ET PIERROT",Fouette,Alouette,Bloui,Lanouette,,,,,,,,,
72,hôtel Palois,Palois,Vatel,"hôtel
Palois",Vénus,hôtel Pilotis,,,,,,,,
73,Charivaris,Paris,AE,Parisien,Parisiens,,,,,,,,,
74,Champenoise,sur-le-champ,champagne,,,,,,,,,,,
75,Cassagne,TU,d’Espagne,Bretagne,Crusoé,la Bretagne,,,,,,,,
76,Cévenol l’,Cévenole,Cévennes,Cévenol,,,,,,,,,,
77,Faust,RÊVE,jusqu’,qu’,VI,,,,,,,,,
78,théâtre de Paris Quant,Théâtre-Français,théâtre de Paris,,,,,,,,,,,
79,Sais-tu qu’,"Es-tu
retourné",croisée,Crois-tu,Vois-tu!,,,,,,,,,
80,Garlande!.,Inde,Sarlande,Garlande,Irlandais,chemin de Garlande,,,,,,,,
81,Chers,du Nord,du cher,Mon cher,Cher,SRE,,,,,,,,
82,Amour,bourrée,Luxembourg,Vêché,,,,,,,,,,
83,Constern-,Conseille,Marseille,soleil,,,,,,,,,,
84,Comprenez,Venez,Étenez,,,,,,,,,,,
85,"Bibliothèque nationale de France

4 LE PETIT CHOSE

ro

 

DE

 

 

 

S

Je dois dire",160 LE PETIT,Petit-Cercle,80 LE,,,,,,,,,,
86,Pie,Ser-,Pier-,Mlle Pier-,,,,,,,,,,
87,Vallée,Mlle,Allez,,,,,,,,,,,
88,rue Saint-Guillaume,Saint-Guillaume,P TS,Fouillant,"rue
Saint-Guillaume",,,,,,,,,
89,m'’allait,Annot,m'’appelait,Te rappelles-tu,ER,m'’appelais,,,,,,,,
90,Odéon,Bandit,Grand-Cercle,Tiens,Algérien,victoria,Grand-Orient,,,,,,,
91,collège de Garlande,"collège de
Garlande",collège n’,collège cèlèbre,collège de Lyon,Vieux-Collège,collège de,,,,,,,
92,Vendredi,sabré,Eu,Attends,Rendez,cendis,,,,,,,,
93,Réfléchissez,suisse,oo ot oo todo,PA fesse RD,,,,,,,,,,
94,Alsace,Lovelaces,Place!,,,,,,,,,,,
95,Roberte,Prise,îles Marquises,Pise,Mise,,,,,,,,,
96,Bernerette,cette Bastille,goutte,Assiette,ASSIETTE,Université,Musette,Promettez,Mne Evyssette,,,,,
97,Chili,Ê,Philistine,,,,,,,,,,,
98,trouverez là-bas des amis,irons /à-bas,Bas,Ià-bas,ner là-bas,,,,,,,,,
99,Précédé,brésil,Prés,,,,,,,,,,,
100,Dsnemeete- Di,Men,Limoux,Confusément,"Limoux
Seulement","ENLÈVEMENT 217

d / e SI LE D

 

Pos",,,,,,,,
101,Perroquet,Bouzanquet,Rà,Jacques,l'Afrique,Afrique,Jusque,,,,,,,
102,Brave,Caveau,Avez,Savez,,,,,,,,,,
103,Chelle,Le Rosellen,Mademoiselle,Rose,Rosellen,,,,,,,,,
104,Beaucaire,Désir-de-plaire,RER,"S

Je dois dire",Observatoire,TIRER,,,,,,,,
105,Comprends-tu cela,mitra,Trouves-tu mon Muguet,Travaille,A TRUE,Combien,As-tu bien travaillé,,,,,,,
106,"place des
Terreaux",Angleterre,terrifi,Nanterre,D TER,terre,,,,,,,,
107,È,,,,,,,,,,,,,
108,voyais,aimais,J'aimais,sais,kakatoès,niais,,,,,,,,
