cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17
19,le Midi,Midi,,,,,,,,,,,,,,,,
20,Eu,veux-tu,Malheureuse-,Eux,songeuse,,,,,,,,,,,,,
21,Fouette,goutte,Alouette,Muguet,Lanouette,Musette,,,,,,,,,,,,
22,"FETE

AE",AE,,,,,,,,,,,,,,,,
23,Saint-Théophile,église Saint-Pierre,Saint-,m'’introduire,Saint-Pétersbourg,Saint-Esprit,Maintenant,Saint-Nizier,Saint-Pierre,Voudrait-,rue Saint-Benoît,Saint-Emilion,Saint-Cloud,,,,,
24,Port-au-Prince,principal,m’,principal n’,,,,,,,,,,,,,,
25,Dsnemeete- Di,EE,,,,,,,,,,,,,,,,
26,Charivaris,Paris,Parole!.,Palais-Mazarin,Parisien,Parisiens,Sar-,,,,,,,,,,,
27,Daniel,DAME,Dame,Pc,,,,,,,,,,,,,,
28,"L dé

 

RER R RER",péaïre,RER,Sèvres,Bernerette,recopiât,Religion,Entrerai-je,guipure,RER R RER,""" -

Re",SRE,Observatoire,TIRER,,,,
29,mitra,Raspail,Vallée,Travaille,Bravo,As-tu bien travaillé,,,,,,,,,,,,
30,Tolocototignan,tolocototignan,Rana-Valo,Toloco-,oo ot oo todo,,,,,,,,,,,,,
31,LA BÊTE A BON DIEU,LA D,"Ps

A ii

D","PAS

 

 

A

de Boucoyran","LA BÊTE A BON DIEU

Quoi donc ?

LE PAPILLON",LA BÊTE À BON DIEU,LA BÊTE A BON,,,,,,,,,,,
32,Pie,"mer

 

 

 

 

LE ROMAN DE PIERRETTE",Roberte,"Pierrotte!

Pierrotte",Pierrotte,"Pierrotte…
Est",Pierrotte s’,Mile Pierrotte,Pier-,Mie Pierrotte,,,,,,,,
33,Enr,Rime,Men,Agen,Pme,MEL,Bohême,Confusément,"Limoux
Seulement",,,,,,,,,
34,"Tes

l’air",Carmélites,TES,Egypte,TE,Amalécites,Te rappelles-tu,Jardin des Plantes,,,,,,,,,,
35,ILE,MIle,IL,lilas,Conseille,Marseille,Filet,soleil,Anastagille,,,,,,,,,
36,SAUMON,SAUMON 175,uma,d’,Saumon,,,,,,,,,,,,,
37,critérium!.,Rio,Écris,Nécro-,Cristaux,m'’écrivaient,S CR,Chauve-Souris,Crusoé,,,,,,,,,
38,Barbette… Allons!,"BABAROTTES 17

LS",Barbette,Barbette!.,,,,,,,,,,,,,,
39,s’entr’,m'’entraînant,s’,,,,,,,,,,,,,,,
40,Chardon,Parthénon,Pardon,,,,,,,,,,,,,,,
41,Rhône,le Rhône,Le Rhône,,,,,,,,,,,,,,,
42,aimais,J',J'aimais,sais,J'ai,niais,,,,,,,,,,,,
43,Odéon,Montez,Montélimar,Mont-,wagon,mont-de-piété,Lyon,Montmartre,mnt,honte!.,,,,,,,,
44,LS,LS So,LT LS,,,,,,,,,,,,,,,
45,Bambin,Bandit,Lombards,Bamba,Bach’,Cuba,bah,Bas,,,,,,,,,,
46,Petit Chose,O,"CHOSE

Tr

 

 

 

tot",Chose,Holà,,,,,,,,,,,,,
47,Beaucaire,Sceaux,Pruneaux,Faust,bordeaux,Beaux,,,,,,,,,,,,
48,Perroquet,Quels,Laquelle,Bouzanquet,Quelque,Mécalque,A TRUE,Quelquefois,Jacques,l'Afrique,Afrique,,,,,,,
49,APE D Bit,"RÊVE 229

D",théâtre de Paris Quant,CLEFS DE M. VIOT,noble n’,"march

de café",baie de Naples,"S

Je dois dire","Bibliothèque nationale de France

4 LE PETIT CHOSE

ro

 

DE

 

 

 

S

Je dois dire","CHOSE

RSS RER E SE R",rue de Lille,théâtre de Paris,-je,160 LE PETIT,"ENLÈVEMENT 217

d / e SI LE D

 

Pos",,,
50,Tiens,Quartier-Latin,Quartier Latin,Lamartine d’Elvire,"Quartier
Latin",Quartier-,Moustier,"Quartier
Latin!",Latin,,,,,,,,,
51,Comédie-Française,Comédie,ÉD E,Théâtre-Français,Combien,,,,,,,,,,,,,
52,Touraine,clocher de Saint-Germain,Germanie,Saint-Germain-des-,Saint-Germain,Maine,Saint-Germain-des-Prés,Prés-Saint-Gervais,romains,,,,,,,,,
53,mans,mastoïdes,Magasin-,Magasins,égaya,,,,,,,,,,,,,
54,Attention,Karatçala,Attends,Vatel,Mathurin,Zaffat,AT,kakatoès,,,,,,,,,,
55,rue Saint-Guillaume,Saint-Guillaume,Fouillant,"rue
Saint-Guillaume",,,,,,,,,,,,,,
56,"Coucou-
Blanc",Écoutez,Courage,Mile Coucou-Blanc,Lala-toul,Anjou,Coucou-,COUCOU-BLANC,Blanc,Coucou,Coucou-Blanc,Coucou-Blanc!.,Bloui,Boucoyran,,,,
57,Æ,jusqu’,qu’,Vénus,Jusque,,,,,,,,,,,,,
58,DER,Cahier,Ser-,Fer,"FER 97

Sd",Palerme,Constern-,er,Nizier,D TER,Université,ER,,,,,,
59,"CRISTAUX
Ancienne Maison Alouette

|
|
|
ASSIETTE ET PIERROT",Anastasie,Grossiers,cette Bastille,Assiette,ASSIETTE,Mne Evyssette,,,,,,,,,,,
60,Comprenez,Vendredi,Comprends-tu cela,Inde,Figurez,DE,Regardez,Rendez,Cadet,cendis,Étenez,,,,,,,
61,Bhagiratha,"Ù
Ê",Champenoise,crachaïet,sur-le-champ,d’Espagne,champagne,P,,,,,,,,,,
62,Cévenol l’,Cévenole,Cévennes,Cunocépa,Cévenol,,,,,,,,,,,,,
63,Marsala,dr rs,Rs,rs,,,,,,,,,,,,,,
64,Sais-tu qu’,Trouves-tu mon Muguet,"Es-tu
retourné",TU,croisée,Crois-tu,Vois-tu!,,,,,,,,,,,
65,du Nord,Annot,Océan,Ancienne,Annon,Sonne,,,,,,,,,,,,
66,Garlande!.,Lakçamana,Fanfan-la-Tulipe,Sarlande,Garlande,Irlandais,chemin de Garlande,,,,,,,,,,,
67,Neuf-des-Papes,gardes-du-corps,Château-,"Château-
Neuf-des-Papes",,,,,,,,,,,,,,
68,Viçva-,Vienne,Nous vivions,Providence,VIOT,victoria,VI,Vive,,,,,,,,,,
69,Cassagne,Bretagne,la Bretagne,,,,,,,,,,,,,,,
70,Brave,RÊVE,Caveau,Avez,Venez,I,Savez,,,,,,,,,,,
71,Alsace,Alsacien,Lovelaces,Place!,,,,,,,,,,,,,,
72,tonnelle,Mlle,Allez,Récollets,Mlle Pier-,,,,,,,,,,,,,
73,Chers,Chelle,la manche,Pacheco,du cher,Mon cher,Cher,Vêché,Perrache,,,,,,,,,
74,"Pt

 

 

 

LL","ENLÈVEMENT 221

LE LL LPS Tu

 

 

Pme",EPS,LL LL Sd,LL LPS,,,,,,,,,,,,,
75,Chili,Polichinelle,Colombine,Coquine,Chinois,Chine,Philistine,,,,,,,,,,,
76,m'’effraya,m'’invitait,m'’allait,t’,m'’asseoir,m'’appelait,m'’appelais,,,,,,,,,,,
77,collège de Garlande,"collège de
Garlande",collège n’,collège cèlèbre,collège de Lyon,Vieux-Collège,collège de,,,,,,,,,,,
78,Soubeyrol,ronfla,Robinson,Peyron,,,,,,,,,,,,,,
79,sabré,Précédé,brésil,Prés,,,,,,,,,,,,,,
80,D,trouverez là-bas des amis,irons /à-bas,Ià-bas,ner là-bas,tueras là-haut,,,,,,,,,,,,
81,Grenelle,Le Rosellen,Mademoiselle,Rose,Rà,Rosellen,,,,,,,,,,,,
82,Réfléchissez,miséra-a-ble!,Prise,Is,suisse,Pise,Mise,,,,,,,,,,,
83,"place des
Terreaux",rue Lanterne,gros Serrières,Angleterre,Arrêtez,terrifi,serrure,Nanterre,Serrières,terre,,,,,,,,
