cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17
28,Ai,etais,lEtat,et’,ETc,,,,,,,,,,,,,
29,Cadet Lambin,ca rcjouit,O,ca,Ca,,,,,,,,,,,,,
30,La ratp¬.,t6t  la danse,sT 1,L L,sens.0N,,,,,,,,,,,,,
31,Sortez,ete poltron,tE,chette,ter d'etre,tete,Frotte,e,,,,,,,,,,
32,E E,eSe e e e e,"eſ  r e
 i",bine de Therese,i’leglise eſde,ſ’e e e,L a’e e,ſe,"S’et1
Je ſet e de en¬","De S   e
eee e",mer dee ee dl,rss  de e e,"de e ere e e de e eſe
Je 
le
b",eE  e i e,"S e de l e lA dſ en e t
tieſ
1",perle  e e l et de nierie e,Fee e   da  ei,"De s’ter
-!"
33,"ru
’A",couvent Brugnon,pre Brugnon,F,pr Brugnon,,,,,,,,,,,,,
34,Fa-,au-,Faut,,,,,,,,,,,,,,,
35,du Nord,Lãdi,Nord,courtil de Nordine,maison de Nordine,Nordine,Dizy,,,,,,,,,,,
36,Rose etait,Roseet,Rosel,Rose,,,,,,,,,,,,,,
37,Tiens,Parisiens,Riez,Par,Parisien,"sa-
christie",Lamariee,Paris,,,,,,,,,,
38,venir?MON V1LAGE,MON v1LAGE,MO,MON V1LAGE,IIlMON V1LAGE,V1LAGE,A¬,dragon,MO N V1LAGE,montagne blanche,MoN V1LAGE,M1ON V1LAGE,GION V1LAGE,,,,,
39,lir,lh-dessusAotyde-,D6sire,Desire,Dsirce,¬5,,,,,,,,,,,,
40,Perdues,peri,Q,Perpetue,lapetiote  Perpetue,Percuter,PETIT1ON,pecter,,,,,,,,,,
41,¬2¬,tLp¬,,,,,,,,,,,,,,,,
42,"¬
S¬
s2",S2,S2-,,,,,,,,,,,,,,,
43,Jean-,maroc,Artaban,Arman-,Maman,Armandie,Vermand,,,,,,,,,,,
44,reille,mele,"ecole
 S¬",VIEILLE,ile idle e,ILe metier,isle f s3,soleil,Le soleil,veille.1,Allez,paule,,,,,,
45,Morlincoutt,Mlorlincourt,Martincourt,Morlincourt,Arrive h Morlincourt,Morlincourt tot,berlin,,,,,,,,,,,
46,I,Voie,Voil,IL,,,,,,,,,,,,,,
47,VE,Avez,Av,Venez,,,,,,,,,,,,,,
48,Assure,M01SSONl,Eſss,si',Assis,Cassiopeel,Basset,,,,,,,,,,,
49,Clarisse,Manot,"Clarisse
Manot",,,,,,,,,,,,,,,
50,Ouvrezl,Agreez,a Agreez,Figurez,,,,,,,,,,,,,,
51,France Tiens,Ceran,Fran-,France,Cran,la France,,,,,,,,,,,,
52,¬1,Bonsoir,mre h Toinon,toi,Toinon,,,,,,,,,,,,,
53,A’5,Ch' muguet,- Qu',ue5,Jacquet,,,,,,,,,,,,,
54,"Fee e   da  ei ſieiſieee
i",-eeAi,decoree,ieee¬,Aee,Eeeeile,lee5,"S’
tSee",eee¬,Veeree3,ee,,,,,,,
55,union,Entendez,Devise,Denis,mre Denis,,,,,,,,,,,,,
56,a-t-en,P,S-e ’e3,"De-E
S-",S-r S-l e,S-e ’,S-,S-e,"-E-e
2",,,,,,,,,
57,Savoyard,OY,Voyez,,,,,,,,,,,,,,,
58,ger,pied¬,lſvie,vienne,Chanvrier,HIer,Vierge,,,,,,,,,,,
59,"S  d
’

a.",P  v,"P

’ 
s",,,,,,,,,,,,,,,
60,L]MADAME,blay,blame,,,,,,,,,,,,,,,
61,Las,bras-le-corps,g2yI,Ml'aimeras-tu,.as¬,barras-lh,As-,,,,,,,,,,,
