cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21
39,L2,du Nord,Nord,maison de Nordine,Nordine,Norne,Or,courtil de Nordine,,,,,,,,,,,,,,
40,p re de’,mre Denis,Denis,,,,,,,,,,,,,,,,,,,
41,Martincourt,Arrive h Morlincourt,Mlorlincourt,Morlincoutt,F,Morlincourt,berlin,Morlincourt tot,,,,,,,,,,,,,,
42,au-,Faut,Fa-,,,,,,,,,,,,,,,,,,,
43,Ia,Devinez,Devise,,,,,,,,,,,,,,,,,,,
44,"a5 d
¬
en et de  e ’ n e pr",mer dee ee dl,perle  e e l et de nierie e,eSe e e e e,"S e de l e lA dſ en e t
tieſ
1",eE  e i e,ile idle e,Fee e   da  ei,ſe,"L ’
t e 2",i’leglise eſde,"eſ  r e
 i",ſ’e e e,E E,"de e ere e e de e eſe
Je 
le
b","S  e et  e¬
e eaa e e t","Fee e   da  ei ſieiſieee
i","S’et1
Je ſet e de en¬",L a’e e,bine de Therese,"De S   e
eee e",rss  de e e
45,i17,A1,"ru
’A",pr Brugnon,couvent Brugnon,pre Brugnon,,,,,,,,,,,,,,,,
46,rs,aorrs,,,,,,,,,,,,,,,,,,,,
47,"De-E
S-","-E-e
2",a-t-en,,,,,,,,,,,,,,,,,,,
48,Roseet,Rosel,Rose,Rose etait,A¬,,,,,,,,,,,,,,,,,
49,.l,ne2,Copine,ine1,ne186,Nosine,,,,,,,,,,,,,,,,
50,piece,P,pied¬,,,,,,,,,,,,,,,,,,,
51,m-,de-Nom,e-de,Nom-de-Nom,,,,,,,,,,,,,,,,,,
52,le’,e’,E’,E e’e’,,,,,,,,,,,,,,,,,,
53,Poulains,Notre medecin,Decins,,,,,,,,,,,,,,,,,,,
54,endeuille,1(3,Allez,VIEILLE,reille,veille.1,,,,,,,,,,,,,,,,
55,T1I,t13,13I,,,,,,,,,,,,,,,,,,,
56,S2,S2-,"¬
S¬
s2",,,,,,,,,,,,,,,,,,,
57,Entendez,enterrement198,,,,,,,,,,,,,,,,,,,,
58,e.-¬ſ,.4o,"I
E¬",-.s,"A -.4
e.
s4
 ¬
e’",,,,,,,,,,,,,,,,,
59,ca rcjouit,ſ’,Ca,ca,,,,,,,,,,,,,,,,,,
60,-F,Riez,carrieres,Chanvrier,Carriere-Fondue,,,,,,,,,,,,,,,,,
61,"De s’ter
-!",pecter,chette,ete poltron,ter d'etre,Sortez,Frotte,tete,tE,,,,,,,,,,,,,
62,FRUCTUEUx COLLIER,t-on Ftt-cel,Tellier,Cellier,Cel-,,,,,,,,,,,,,,,,,
63,ue5,Ch' muguet,- Qu',Jacquet,queue-leu-leu,,,,,,,,,,,,,,,,,
64,PETIT1ON,lapetiote  Perpetue,"erP¬
 
E",Perdues,peri,Perpetue,tLp¬,Percuter,,,,,,,,,,,,,,
