cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19
56,jardi—,jardin Bergmann,Bergmaun,Jardin des Plantes,Lombardie,,,,,,,,,,,,,,,
57,jüry,Rou—,vou—,D’or,éprou—,Mu,tou—.,trou—,,,,,,,,,,,,
58,Parisien,au.-,Parisiens,Parisiennes,"parisien,,le",,,,,,,,,,,,,,,
59,cachaicnt,chauf—,Chav0,Cha—,chat—-,nonchalani—,Chaulieu,,,,,,,,,,,,,
60,"Baoul,_la",BaoulNa-,Baoul',,,,,,,,,,,,,,,,,
61,I‘illet,Tillet,Trllet,Gentillet,Quillet,,,,,,,,,,,,,,,
62,Barcelone,Rooney,embarca-lère,M0—,,,,,,,,,,,,,,,,
63,Neufchâtol,Neufchâtel,Dix—neufans,le Pont-Neuf,,,,,,,,,,,,,,,,
64,tran—,arran—,ran—,trahi—,,,,,,,,,,,,,,,,
65,conversa—,Nevers,travers,s«=,el,Sii,Eve,,,,,,,,,,,,,
66,événe—,l’avène—,pne—ﬁlledîscrèie,Ne—,,,,,,,,,,,,,,,,
67,Avez,avez—,Save,ﬁde’,Nleorivez,,,,,,,,,,,,,,,
68,entendi—,tente—,dente—,soixante—,Sûr,,,,,,,,,,,,,,,
69,Manerville,"drame—
vandeville",Ville,Vaudille,Wattoville,la Ville,Watleville,Grawille,Granville,Hôtel—de Ville,Mancrville,tefeuille,lille,50—,Famille,Waueville,Wattcville,,,
70,demon—,remon—,Mon—,promon—,Monvel,,,,,,,,,,,,,,,
71,éldgmtt,comtessse,comtessey,“ Comtesse,"comtesse de
Granville",comtesse,Comté,Comtesse,,,,,,,,,,,,
72,alpes,Alpes,enga—,,,,,,,,,,,,,,,,,
73,aspira—,eXpirant,Cos,iran,iran—,Famjtié,irai‘t‘it,rantiras,,,,,,,,,,,,
74,Tuileries,ler,d—,luil,,,,,,,,,,,,,,,,
75,que]Abbé,Qu1que,Quels,Que,Afrique-,que',,,,,,,,,,,,,,
76,faut—,Peut—,Peuple,peut—,,,,,,,,,,,,,,,,
77,ET,,,,,,,,,,,,,,,,,,,
78,rs,imaginétionsde,agiotagc,bt‘l\’étièle,,,,,,,,,,,,,,,,
79,t11,Soulas,Soulasl,souleVer,,,,,,,,,,,,,,,,
80,rose—,rosE,"rose—
ser",,,,,,,,,,,,,,,,,
81,"- —
A",condot—,condi—,Fond,Etc,condimens,,,,,,,,,,,,,,
82,prenez—,Apprenez,Venez,Où,pren—,,,,,,,,,,,,,,,
83,laisser—,Laisse,laissersen,,,,,,,,,,,,,,,,,
84,Opéra,bal de l’Opéra,j’,Sut,Pérou,".-_-.,-",—- JérAme,qu_e,,,,,,,,,,,,
85,baron—,varon,Savaron,Varèse,,,,,,,,,,,,,,,,
86,Graneoy,Granet,Granvrlle,Graneey,,,,,,,,,,,,,,,,
87,Ge-,Saint-Gothard,Saint-Gotha,Cé,hypothè—,"Saint—
Gothard",,,,,,,,,,,,,,
88,soli—,Beli—,expli—,Li—,négli—,,,,,,,,,,,,,,,
89,Épaule,Boule,boule—,,,,,,,,,,,,,,,,,
90,"château des
Colonna","vieuX château des
Colonna",Colonna de' home,débu—,,,,,,,,,,,,,,,,
91,Lyon,etlïu—,bien—,vien—,Eh Bien,,,,,,,,,,,,,,,
92,Larue,Bruel,,,,,,,,,,,,,,,,,,
93,d‘adorab‘hfs,Rabat,,,,,,,,,,,,,,,,,,
94,priélé,prin—,repritl,,,,,,,,,,,,,,,,,
95,Cirque espagnol,d’ESpagne,Espagnols,espé—,espa—,L’Espagne,,,,,,,,,,,,,,
96,Lu-,médie—Française,Français,Française,Françaises,Français-,Théâtre—Français,,,,,,,,,,,,,
97,"lac de
Genève","parisien,,le lac de
Genève",lac de Genève,Genève,,,,,,,,,,,,,,,,
98,Marie—,Marie—Angélique,Félix,MarieAngélique,gallique,,,,,,,,,,,,,,,
99,Ghav‘oncourt,s—,Çhavonoourt,Chavoncourt,courtisa—,Cour,Chavon,Chavonrourt,Chavohcourt,Chavoneourt,alors‘lejeune Chavoncourt,Chavoncou‘t,Ghavoncourt,,,,,,,
100,lac Majeur,"A BELGIBA‘I‘E,— Lac Majeur","lac
’",,,,,,,,,,,,,,,,,
101,"com-
merce de Besançon",cathédrale de Besançon,A Besançr.t,Besançon,de Besançon,alençon,expliquerBesançon,thçon,Besançr.t,,,,,,,,,,,
102,niens,renseignemens,Rubens,Tiens,sensles.jam—.,serpens,,,,,,,,,,,,,,
103,admirable—,inci—,incapabled’,,,,,,,,,,,,,,,,,
104,Näurez,rez,rassurez—,cloî—,Laure,,,,,,,,,,,,,,,
105,Eugeênie,Euge‘nie,bonho—,Bugey,,,,,,,,,,,,,,,,
106,BALZÀ(L,C0t]er,BALZAG,,,,,,,,,,,,,,,,,
107,cher,Rocher,cher-,cher—,®,Mon cher,chef—,,,,,,,,,,,,,
108,Non—,—- Non,Vernon,N1,non—,,,,,,,,,,,,,,,
109,exacte—,athlète—,parfaite—,délicate—,,,,,,,,,,,,,,,,
110,Sutton,Zittol,litté—,quittàt,m’,,,,,,,,,,,,,,,
111,Grenelle,Se,"ﬁelle,-il","elle,.elle",ﬁelle,jouEﬁelle,l’1elles',Naturellement1l,elle—,c_elle,Est—elle,ellefeul,Granvelle,—elle,maIﬁelle,Montemisselle,maitre‘sse—ﬁelle,ElLe,molle—,Telle
112,l‘a,l‘allée,j‘ai,l‘ai,,,,,,,,,,,,,,,,
113,Brièresdﬁ,premièreçfois,manière‘dont,lalumièrel,singulière—,A la manière‘dont,,,,,,,,,,,,,,
114,Les Saules,Naples,l‘été.- Les,Seules,Les,Nﬁlles,"dans_,lesquellesgdevait",,,,,,,,,,,,,
115,"Chartreuse des
Bouxey",Grande Chartreuse,"le,.rilberl u.puis.le Général des Chartreux",Chartreuse,Grande—Chartreuse,J’,,,,,,,,,,,,,,
116,Wattovillc,Wattevilleimagina,Wattnvillc,Wattevilie,deWatteville,Walteville,Wattevilla,Wattevill‘e,Wattevitlv,Watteville,atteville;éæièntr‘emplis,Wat—,Wàtteville,maison Watteville,Wattevillc,,,,,
117,diplo—,simpliﬁer,Simplon,simple—,,,,,,,,,,,,,,,,
118,sont—,Son,Son—,N_Btsonltns,,,,,,,,,,,,,,,,
119,Walte-,Walt,,,,,,,,,,,,,,,,,,
120,E,j’ai Lñi' Et‘iit,-,,,,,,,,,,,,,,,,,
121,roma—,Etats romains,Romains,Les‘Romains,,,,,,,,,,,,,,,,
122,heureux—,heurE_:_un,Bonheurl,heures‘e‘soirée,Nucin-,,,,,,,,,,,,,,,
123,Ansbach,sanS,Sans,passans,ou$sé,,,,,,,,,,,,,,,
124,momens,momentané—,hébé—,Décidément,Gymnase,faussementaccusè,,,,,,,,,,,,,,
125,incroya—,croyez--,roya—,Moyen-,,,,,,,,,,,,,,,,
126,MoI,moiNs’octobre 1834,moii—,régu—,amoindrîr,cQ‘lÀ$,ﬁ Du Moins,,,,,,,,,,,,,
127,Suisse,Vit,Suisses,Siiisse,applaudisse—,Russes,,,,,,,,,,,,,,
128,conti—,contraste_que,Conti,Visconti,Contat,conte—,,,,,,,,,,,,,,
129,Cité sauts ton pien hz‘1‘euæ tc,Curiosité,Divinité,Cité,,,,,,,,,,,,,,,,
130,rapi—,capi—,mpi—,nir,Ghapitre,,,,,,,,,,,,,,,
131,laPeyre—,rape—,rappe—,,,,,,,,,,,,,,,,,
132,Angleterre,l’,"lac
'arec‘uuè pierre au cou !",terre,,,,,,,,,,,,,,,,
133,V1(1la1,ila11cnhes,La11anne,,,,,,,,,,,,,,,,,
134,le Rhin,M,Gandohuhini,Rhin,,,,,,,,,,,,,,,,
135,éton—,bouton—,ton—,,,,,,,,,,,,,,,,,
136,Francesl}a,ram réagiesaitl Francesca,Grancey,Francais,Francesca,France$ca,Franche—Comté,franchis—,Framäâca,Franche,Jeune-France,la France,france,de France,France,,,,,
137,coq de l‘hôtel,l‘hôtel,hôtel de Root,m’hôtel de Bupt,hôtel de Rupt,hôtel de,hôtel de Rupt-,hôtel du Marais,,,,,,,,,,,,
138,poir—,avoir—,d’avoir—,Pouvoir,‘Voici,avoi—,,,,,,,,,,,,,,
139,beau—frère,rue Feydeau,Eaux,Eau—,Garceneault,,,,,,,,,,,,,,,
140,BeSañçaﬁ.,invo—,Besancon,Besan—,Gesanciens,liesancon,Besan-,,,,,,,,,,,,,
141,ﬁe’,Hollandais,écla—,cela—,colla—,Hollande,col-—,,,,,,,,,,,,,
142,méca—,Comédie,médi—,Méditerranée,Amédis,Amédée,,,,,,,,,,,,,,
143,éten—,préten—,présen—,précipitam—,,,,,,,,,,,,,,,,
144,Ynoi,Basse—du—Rempart,rue Basse—du—Rempart,,,,,,,,,,,,,,,,,
145,D’ALBERT savanes,Albeüdoit,Albcr,Be—,Albertaurailﬁimilé,Albert,Alberta,Iibertal,Àlber,,,,,,,,,,,
146,Européen,l’Europe,l'Europe,Sexe,Europe,,,,,,,,,,,,,,,
147,Grenoble,Obl,Noblesse,Nobles,,,,,,,,,,,,,,,,
148,la cohési0n,Comtois,la Scala,Toi,la Comtoise,LA conrsssn,la Comté,la bmrrgeois‘e,,,,,,,,,,,,
149,vous‘consumez,constdéra—,circons—,consulta—,"Ni L
constance",consis—,consi—,,,,,,,,,,,,,
150,Enlève,Ève,nl,,,,,,,,,,,,,,,,,
151,Mesdemoiselles,mademoi—,Al_—,mademoiselle,,,,,,,,,,,,,,,,
152,Qual'pianto,Ghanton'nit,Ghantonnit,menton,pantou—,canton de Lucerne,,,,,,,,,,,,,,
153,piste des intl—,lac des Quatre—Cantons,lac des Quatre—Can—,lac des Bouxey,S1111,uu,Quatre—Can—,,,,,,,,,,,,,
154,Brie,Andrieux,Gur,timcns,Mairie,Gulhrie,F1‘au,bouﬁ‘0nnerie,,,,,,,,,,,,
155,Spleen,l‘aime“ Spéciale de son âm,rue de Ne—,rage de conﬁer,baie de Naples,,,,,,,,,,,,,,,
156,égale—,mainle—,onle,mainte—,Lekain,demain—,,,,,,,,,,,,,,
157,t823,allu—,Atheriallu,Atheriallu-olmroher,,,,,,,,,,,,,,,,
158,.dejeunt‘s tilleuls,.dejeunt‘s,Lejeune,,,,,,,,,,,,,,,,,
159,Beatrix,Patriote,triom—,Béatrix,se’,,,,,,,,,,,,,,,
160,commandémens,Sommes,Hommes,Hummel,Bossuct,.comme»chäcun,Communal,comme—,commis—,,,,,,,,,,,
161,l‘on,permet—,fév_rter,Terme,,,,,,,,,,,,,,,,
162,Londres,Lons,lons,—- Allons,,,,,,,,,,,,,,,,
163,Lampbrani,brasàsa,Sa',lebras,l‘en,Euphrasie,,,,,,,,,,,,,,
164,mysté—,S,Mathurins,mys—,cabins‘tmysté,habi—,habita—,,,,,,,,,,,,,
165,Quint,inté—,Intérêts,Tinti,,,,,,,,,,,,,,,,
166,Ghampfort,Effort,Mort-,Forcée,grandrenfort,Enﬁn‘je,,,,,,,,,,,,,,
167,parve—,para—,arra—,Paradis,l.,aupara—,its,,,,,,,,,,,,,
168,srÈctn,jusqu’,jUsque,qu’,,,,,,,,,,,,,,,,
169,tromperqu’,Romy,I',promp—,trom—,prome—,promè—,,,,,,,,,,,,,
170,napoléo—,politi—,Napolitain,du Japon,taid,,,,,,,,,,,,,,,
171,Rastiguac,Rastignac,tignac,Rasttgnec,,,,,,,,,,,,,,,,
172,àParis,Paris,Paris.—aiMer,Aime‘e,mrs—,,,,,,,,,,,,,,,
173,ON,les Rouxey,Rouxeyi,Les Rouxey,Ilouxey,Bouxey,Rouxey,terre des Rouxey,,,,,,,,,,,,
174,Vdioi,Villa-Diodeti,Diodeti,peti—,,,,,,,,,,,,,,,,
175,"-

— Sois",Soin,soiT,,,,,,,,,,,,,,,,,
176,gage—,dange—,Jérémie,ge—,,,,,,,,,,,,,,,,
177,sachez—,Sachez,Sacriﬁé,,,,,,,,,,,,,,,,,
178,Clichy,nic—,d’un public—,Républiquey,public—,,,,,,,,,,,,,,,
179,Dilet,Nutle,Watlevdle,—on,T_1tlet,Titlet,Sieilet,A,,,,,,,,,,,,
180,magni—,crai‘gnit,magniﬁ—,signiﬁaction,,,,,,,,,,,,,,,,
181,mu—,droi—,front attrislé,froid—,frognèes,Il’,,,,,,,,,,,,,,
182,Provence,la Provence,Providence,,,,,,,,,,,,,,,,,
183,d’instruction,cru—-,instru—,,,,,,,,,,,,,,,,,
184,parti—,Partez,Départemental,Les.partraits,,,,,,,,,,,,,,,,
185,pres—,E_mpressé,Presse,Bresse,,,,,,,,,,,,,,,,
186,Itupt,Bupt,Rupt,,,,,,,,,,,,,,,,,
187,assem—,Masse].,Massol,Chasseur étin—,Ramassée,Masse,Iiasses,,,,,,,,,,,,,
188,sardo—,Sardaigne,Balthasar,Hasard,mansardes,,,,,,,,,,,,,,,
189,Bayeux,yeux_de feu,de Saxe,,,,,,,,,,,,,,,,,
190,mo‘n',Gharnathan,Nathan,aNathan,,,,,,,,,,,,,,,,
191,Berne,Saverne,ParDon-oﬁ‘et de la volonté paternelle,Gouvernement,Ferney,Moderne,gouverne—,Lucerne,,,,,,,,,,,,
192,belvcdèrc,Belgirele,Girardet,Belgique,Belgirate,Belgiratè,de Belgique,Bèlglrate,,,,,,,,,,,,
193,"notre exis—
 tenez",in’,Yictb1‘Hui',lui‘hui,inﬂexiblë;;.—,"exis—
 tenez, lui‘hui",,,,,,,,,,,,,,
194,aper—,Ga-,imper—,reper—,Per—,super—,n—,,,,,,,,,,,,,
195,N,salëte,Salle,Salins,salont,,,,,,,,,,,,,,,
196,immen—,tourmen—,ascen—,ven—,Venise,dépen—,Venu,,,,,,,,,,,,,
197,Camps,i’,Decamps,,,,,,,,,,,,,,,,,
198,peuvent—,rue Neuve,Neuve,,,,,,,,,,,,,,,,,
199,Jura,réso—,So—,déso—,,,,,,,,,,,,,,,,
200,riuet,guet—,quetre,,,,,,,,,,,,,,,,,
201,efi',lise,Ang‘aise,.nommnitLoùise,urbai—,baiset,An-daise muette,,,,,,,,,,,,,
202,ca1acier'e d,Arcier,vivaci—,Acier,,,,,,,,,,,,,,,,
203,uneonseil,Brunet,"for—
tune",ar‘ménieunes,Lune,pasÿune,Une;le,Faune,,,,,,,,,,,,
204,Anglaises,Auglaiso,Anglais,Anglaise,,,,,,,,,,,,,,,,
205,carac—,supe—,car—-,supp0 car“,Caroline,Supporte‘s,,,,,,,,,,,,,,
206,appar—,repa—,appa—,occupa—,développa—,,,,,,,,,,,,,,,
207,Argaiolo,aio:;t,ARGAIOLO,VlMERGATI,,,,,,,,,,,,,,,,
208,L’abbé de Godenars,Godenars,cena,,,,,,,,,,,,,,,,,
209,écri—,la Nouvelle,Nouvelle,Sﬁoﬁouvrir0pﬁ,Nouvelles,,,,,,,,,,,,,,,
210,s’attendantà,attei—,ce’,attein—,plin—,pein—,J,,,,,,,,,,,,,
211,justi—,Yuma,Comédie humaine,justicehumaine,,,,,,,,,,,,,,,,
212,la Seine,A‘a,Usine,Seine,C.peinlre,Magdeleine,,,,,,,,,,,,,,
213,Ilalien,A l’hôpital,"italienne,,et",ltalien—,su—,l’Italie,ITALIE,"italienne,,et s’",ma1‘ital,Italiens,Italien,eu Italie,Italiennes,italie,Italienne,hell(= llalienn(=,Italie,,,
214,rencon—,Lecon—,nu,décon—,Con—,fécon—,con—.,,,,,,,,,,,,,
215,occa—,,,,,,,,,,,,,,,,,,,
216,hom—,calom—,accom—,com—-,raccom—,,,,,,,,,,,,,,,
217,Arrêtons,Portsmouth,Moutonsdans,,,,,,,,,,,,,,,,,
218,rue du Perron,Rhône,La Roche Hugon,rue du Rocher,auberge du Gy@gne,,,,,,,,,,,,,,,
219,iles dudu,facile—,Sicile,Céciles,Saintes—Céciles,,,,,,,,,,,,,,,
220,soufﬁair,Souvenirs,souf—,Soutas,,,,,,,,,,,,,,,,
221,Mamer—,Ah0hier,adver—,Vierge,Hier—,éner—,,,,,,,,,,,,,,
222,La Mole-,.-—.,Soleil,solen—,meil—,lirle soleil,,,,,,,,,,,,,,
223,Egypan,Milanais,Milord,Quﬁi,Mil,milan,Milan,,,,,,,,,,,,,
224,grave—,Grati-,au-,l—,t‘ût,Gra',Graucey,,,,,,,,,,,,,
225,Àlil,Schmu,Schmulce,Schmuke,,,,,,,,,,,,,,,,
226,puyé,"Re,—",Visages,passage Sandrié,"sage,—",Je',,,,,,,,,,,,,,
227,Blçndet,Splendide,lende—,Blendet,rendez—,,,,,,,,,,,,,,,
228,Haüysséæ,cdmpas$il,moispassé,troiSmois,,,,,,,,,,,,,,,,
229,Lousteau,alousie,Lous‘eau’,Toulouse,,,,,,,,,,,,,,,,
230,"appor—
ter",endor—,d’or—,,,,,,,,,,,,,,,,,
231,Riceys,Rioeys,Eiceys,,,,,,,,,,,,,,,,,
232,înelheu—,Hé-,malheu—,déjeu—,,,,,,,,,,,,,,,,
233,Phétoré,JE,t’,Rhétoré,,,,,,,,,,,,,,,,
234,NÉE,bieﬂ‘gagnée,,,,,,,,,,,,,,,,,,
235,Voudra,vOulez,nevoulaitpas,Voulu,,,,,,,,,,,,,,,,
236,Donc,ordon—,s‘a‘handonna‘it,weldon,Sidonie,,,,,,,,,,,,,,,
237,jour—,arcades sour—,nour—,sour—,aujour—,four—,tour—,,,,,,,,,,,,,
238,avorr,Borromécs,torrens,p‘as‘orrdéde,,,,,,,,,,,,,,,,
239,Eh,division—,Si—,visi—,,,,,,,,,,,,,,,,
240,Magistrature,Couture,Préfecture,préliminai—,,,,,,,,,,,,,,,,
241,ban—,ah‘e,ubélunä,deman—,"dan—
ger",Néan—,blan—,,,,,,,,,,,,,
242,indif—,indi—,indispen—,ﬁ c,indiscré—,indiffé—,,,,,,,,,,,,,,
243,Autriche,autre—,ﬁautrE,s’être,Autre,Utrecht,"d’autres
momens",ﬁautreS,,,,,,,,,,,,
244,latieille,Vieilles,Réveillon,Marseille,Veille-l)îodali,oreille ‘Oreille,oreille’asauvæ.-,,,,,,,,,,,,,
245,rue du Croissant,Crois,Croissant,,,,,,,,,,,,,,,,,
246,Temps,employer—,Empëtré,.,empê—,,,,,,,,,,,,,,,
247,Est Juste,Est,des B1est,demestiqù_o,desti—,Qu‘est,l’Est,,,,,,,,,,,,,
248,Tre Monasteri,mons,qni,Ëonsieur,Parismonsieur,ﬁ Monsieur,,,,,,,,,,,,,,
249,Marais,éclairerai,trouverait—,Serais,déraison—,,,,,,,,,,,,,,,
250,lanter—,enter—,éter—,Es,mater—,,,,,,,,,,,,,,,
251,uouoiuui—,celui—,chui—,oui—,Oui,,,,,,,,,,,,,,,
252,Marsay,jbl1es,Marre,remar—,Cimarosa,marco,,,,,,,,,,,,,,
253,"la‘,base",Sa—,ambassa—,,,,,,,,,,,,,,,,,
254,Folie,Aumilieude,Lelmobilier,,,,,,,,,,,,,,,,,
255,lajouissance,Souis,Louis—Phüÿape,puis—,jouis—,,,,,,,,,,,,,,,
256,pauvrevgrund,reve—,Revue,,,,,,,,,,,,,,,,,
257,Sels,Schwilz,Elschoet,,,,,,,,,,,,,,,,,
258,Religion,sion,lionmy,Diion,,,,,,,,,,,,,,,,
259,Montcornet,monu—,montrez-Ynoi,Mont—Cenis,Clermont,Clermont—Mont—Saint—Jean,Gramont,Piémont,,,,,,,,,,,,
260,devaitsecou—,clel‘devaut,Même,atta—,devatt—,,,,,,,,,,,,,,,
261,impatroni,impru—,Bohême,Impurtiul,impos—,,,,,,,,,,,,,,,
262,C0'—,entr’,Sebmuke,entre—,contre—sens,,,,,,,,,,,,,,,
263,ravis‘sait,Essaie,ﬁaüce,lysaitl,,,,,,,,,,,,,,,,
264,fémi—,lumi—,admi—,domi—,,,,,,,,,,,,,,,,
265,Dent,kios—,Eden,denxpios,,,,,,,,,,,,,,,,
266,la cathé—,cathé—,cohé—,,,,,,,,,,,,,,,,,
267,Rodophe,Rodolpheles,Rodol—,Rodol-,,,,,,,,,,,,,,,,
268,exces—,néces—,,,,,,,,,,,,,,,,,,
269,Savarùs,SAVARU5,Sàvarus,Savarus,,,,,,,,,,,,,,,,
270,bro—,broda,Dijon,,,,,,,,,,,,,,,,,
271,v0,ména—,Na—,,,,,,,,,,,,,,,,,
272,Chambre,Théâtre,s834,Théâtre à la Chambre,Théâtre n’,Théâtre àla Chambre,,,,,,,,,,,,,,
273,jç,Éit,,,,,,,,,,,,,,,,,,
274,Légitimistes,certesépou—,Tes,,,,,,,,,,,,,,,,,
275,N5,econo—,convul—,confrotcrnrté,conﬁer,conju—,,,,,,,,,,,,,,
276,char—,Il S’,Charité s’,Célébrité,,,,,,,,,,,,,,,,
277,Colonne,Gigonnet,pardonne—,Briinnen,l*‘lonne,,,,,,,,,,,,,,,
278,Palais,plai—,hais—,lais—,,,,,,,,,,,,,,,,
279,compas—,compri—,comprist‘s,compren—,Compter,lﬁt_comprendre,complai—,compo—,,,,,,,,,,,,
280,"respec—
ter le bonheur de deux êtres",élec—,respec—,respectueu—,,,,,,,,,,,,,,,,
281,la rubriquedeÆlorence,Florentine,Florence,,,,,,,,,,,,,,,,,
282,Champs-Élysées,Champes,Champagne,cham—,Champmeslé,,,,,,,,,,,,,,,
283,Chavouopt1rt,Chavoucourt,Chavoubourt,Chavouoburt,,,,,,,,,,,,,,,,
284,"Marie—
Eugeênie",Marie-Eugénie,Eugénie,Marie—Eugénie,,,,,,,,,,,,,,,,
