cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28
63,égale—,agiotagc,gage—,dange—,ge—,"sage,—",,,,,,,,,,,,,,,,,,,,,,,
64,commandémens,renseignemens,momens,momentané—,Moyen-,condimens,"d’autres
momens",,,,,,,,,,,,,,,,,,,,,,
65,cachaicnt,chauf—,char—,v0,Chav0,chat—-,Chaulieu,,,,,,,,,,,,,,,,,,,,,,
66,médie—Française,Français,Française,Françaises,Français-,Serais,cQ‘lÀ$,Théâtre—Français,,,,,,,,,,,,,,,,,,,,,
67,"lac de
Genève",®,"parisien,,le lac de
Genève",lac de Genève,Genève,,,,,,,,,,,,,,,,,,,,,,,,
68,Ghav‘oncourt,Chavouopt1rt,vous‘consumez,Çhavonoourt,Chavoucourt,Chavoncourt,courtisa—,Chavoubourt,Chavon,Chavonrourt,Chavohcourt,Chavoneourt,alors‘lejeune Chavoncourt,Chavoncou‘t,Ghavoncourt,Chavouoburt,,,,,,,,,,,,,
69,Egypan,Sa',Ansbach,sanS,Sans,Dix—neufans,mansardes,I,Gesanciens,passage Sandrié,Moutonsdans,passans,Salins,,,,,,,,,,,,,,,,
70,Même,Bohême,Aime‘e,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Beatrix,Patriote,Béatrix,front attrislé,,,,,,,,,,,,,,,,,,,,,,,,,
72,"com-
merce de Besançon",cathédrale de Besançon,A Besançr.t,Besançon,de Besançon,expliquerBesançon,Besançr.t,,,,,,,,,,,,,,,,,,,,,,
73,Basse—du—Rempart,Empëtré,rue Basse—du—Rempart,cdmpas$il,empê—,,,,,,,,,,,,,,,,,,,,,,,,
74,BALZÀ(L,BALZAG,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,ﬂorentine statue d’ivoire,rue Feydeau,rue de Ne—,rage de conﬁer,baie de Naples,rue Neuve,canton de Lucerne,,,,,,,,,,,,,,,,,,,,,,
76,l‘a,l‘allée,j‘ai,l‘ai,A‘a,F1‘au,taid,,,,,,,,,,,,,,,,,,,,,,
77,l’,L’,Il’,,,,,,,,,,,,,,,,,,,,,,,,,,
78,plusle,Les Saules,Naples,iles dudu,l‘été.- Les,Seules,Tuileries,Mesdemoiselles,Les,Nﬁlles,Dôle,Céciles,"dans_,lesquellesgdevait",frognèes,élec—,sensles.jam—.,Saintes—Céciles,,,,,,,,,,,,
79,Barcelone,"château des
Colonna",Colonne,Gigonnet,"vieuX château des
Colonna",Colonna de' home,l*‘lonne,col-—,,,,,,,,,,,,,,,,,,,,,
80,diplo—,impatroni,simpliﬁer,employer—,impru—,Simplon,Impurtiul,simple—,,,,,,,,,,,,,,,,,,,,,
81,Riceys,Rioeys,Eiceys,Graucey,,,,,,,,,,,,,,,,,,,,,,,,,
82,Walte-,salëte,Walt,,,,,,,,,,,,,,,,,,,,,,,,,,
83,mysté—,Légitimistes,Est Juste,piste des intl—,Est,des B1est,espé—,demestiqù_o,Es,desti—,Qu‘est,l’Est,,,,,,,,,,,,,,,,,
84,Mathurins,roma—,Etats romains,Romains,mainle—,instru—,Les‘Romains,justicehumaine,demain—,,,,,,,,,,,,,,,,,,,,
85,s’ah—,s’établir,S’,s’être,s’,Il S’,,,,,,,,,,,,,,,,,,,,,,,
86,Schmu,Schmulce,Mu,Schwilz,Schmuke,,,,,,,,,,,,,,,,,,,,,,,,
87,j’,J’,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,JE,Enﬁn‘je,déjeu—,Je',,,,,,,,,,,,,,,,,,,,,,,,,
89,Vdioi,mo‘n',mademoi—,montrez-Ynoi,MoI,Toi,S-,moiNs’octobre 1834,moii—,Mouy—,amoindrîr,Oimèl,ﬁ Du Moins,,,,,,,,,,,,,,,,
90,Montcornet,conti—,contraste_que,Conti,Visconti,Contat,Tinti,contre—sens,,,,,,,,,,,,,,,,,,,,,
91,Cité sauts ton pien hz‘1‘euæ tc,dﬁci,Vit,Curiosité,Divinité,Cité,litté—,précipitam—,Tràhit,its,Éit,Charité s’,Célébrité,,,,,,,,,,,,,,,,
92,T—.:Mais,obéis—,Mail,"pleurait,4mais",puis—,mais—,Lui?jamais,Marais,hais—,"maison,-je",lais—,,,,,,,,,,,,,,,,,,
93,laPeyre—,admirable—,supe—,rape—,rappe—,,,,,,,,,,,,,,,,,,,,,,,,
94,interroga—,verras,Tre Monasteri,fév_rter,Angleterre,Méditerranée,torrens,"lac
'arec‘uuè pierre au cou !",terre,Terme,,,,,,,,,,,,,,,,,,,
95,t’amur,t’,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,D’ALBERT savanes,Albeüdoit,Albcr,Albertaurailﬁimilé,Albert,Alberta,Iibertal,Àlbért,Àlber,,,,,,,,,,,,,,,,,,,,
97,efi',I',L‘i',,,,,,,,,,,,,,,,,,,,,,,,,,
98,"il—
meuse",fastueuse—,meuse,because,faussementaccusè,gracieuse—,.,vigoureusem,,,,,,,,,,,,,,,,,,,,,
99,poir—,avorr,avoir—,d’avoir—,Pouvoir,‘Voici,avoi—,,,,,,,,,,,,,,,,,,,,,,
100,BeSañçaﬁ.,"connais—
sance",Besancon,Besan—,"Ni L
constance",liesancon,Besan-,conﬁance,,,,,,,,,,,,,,,,,,,,,
101,comtesse de Van—,"vi-
caire général",comtesse de Van—-,comtesse de Granville,comtesse de Vande-,courtesse de Grawille,"comtesse de
Granville",comtesse de Mont—,Le Grâçe,,,,,,,,,,,,,,,,,,,,
102,Grenoble,Obl,Noblesse,jbl1es,Nobles,obligéde,cesablim,,,,,,,,,,,,,,,,,,,,,,
103,Ghampfort,Champs-Élysées,Champes,Champagne,cham—,Champmeslé,,,,,,,,,,,,,,,,,,,,,,,
104,Argaiolo,aio:;t,ARGAIOLO,i’,VlMERGATI,,,,,,,,,,,,,,,,,,,,,,,,
105,géné—,NÉE,réel—,bieﬂ‘gagnée,,,,,,,,,,,,,,,,,,,,,,,,,
106,lac des Quatre—Cantons,"puis—
sance des relations sociales",lac des Quatre—Can—,N1,Quatre—Can—,,,,,,,,,,,,,,,,,,,,,,,,
107,Gharnathan,Nathan,aNathan,,,,,,,,,,,,,,,,,,,,,,,,,,
108,ﬁe’,ce’,ﬁaüce,ce10,ﬁde’,,,,,,,,,,,,,,,,,,,,,,,,
109,allu—,Atheriallu,Atheriallu-olmroher,,,,,,,,,,,,,,,,,,,,,,,,,,
110,.dejeunt‘s tilleuls,.dejeunt‘s,Lejeune,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Wattovillc,Wattevilleimagina,Wattnvillc,Wattevilie,attei—,Wattoville,Watlevdle,deWatteville,Watleville,Walteville,Wattevilla,Wattevill‘e,Wattevitlv,Watteville,atteville;éæièntr‘emplis,Wat—,Wàtteville,maison Watteville,devatt—,Waueville,Wattcville,Wattevillc,,,,,,,
112,voyais,Renaissance,Visages,Sais,Vais,ravis‘sait,Essaie,lysaitl,Fantaisie,,,,,,,,,,,,,,,,,,,,
113,S,mons,Londres,Lons,Réveillon,Arrêtons,lons,cloî—,N_Btsonltns,salont,—- Allons,,,,,,,,,,,,,,,,,,
114,Nucingen,inci—,Nucin-,,,,,,,,,,,,,,,,,,,,,,,,,,
115,carac—,appar—,parve—,parti—,para—,Partez,appa—,arra—,Paradis,aupara—,Les.partraits,,,,,,,,,,,,,,,,,,
116,Asﬁosna,Rastiguac,Rastignac,tignac,Rasttgnec,,,,,,,,,,,,,,,,,,,,,,,,
117,incapabled’,D’or,D’,d’or—,d’,,,,,,,,,,,,,,,,,,,,,,,,
118,Qual'pianto,Ghanton'nit,Ghantonnit,s‘a‘handonna‘it,nonchalani—,,,,,,,,,,,,,,,,,,,,,,,,
119,Cé,Forcée,Cérès,,,,,,,,,,,,,,,,,,,,,,,,,,
120,jç,sachez—,Sachez,Sacriﬁé,,,,,,,,,,,,,,,,,,,,,,,,,
121,Effort,Sûr,Mort-,Portsmouth,Supporte‘s,,,,,,,,,,,,,,,,,,,,,,,,
122,magni—,insigniﬁancre,magniﬁ—,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Nutle,mu—,monu—,nu,su—,répu—,cru—-,Nu—,débu—,régu—,,,,,,,,,,,,,,,,,,,
124,Provence,la Provence,cena,Providence,,,,,,,,,,,,,,,,,,,,,,,,,
125,hé-,Hésilé,Hé-,,,,,,,,,,,,,,,,,,,,,,,,,,
126,vo‘ilS.,Àlil,Aumilieude,M=‘ils,Milord,Jérémie,jasmin,Mil,milan,Milan,,,,,,,,,,,,,,,,,,,
127,oncle',alençon,onle,nl,le Pont-Neuf,Nleorivez,,,,,,,,,,,,,,,,,,,,,,,
128,celui—,chui—,Yictb1‘Hui',lui‘hui,"exis—
 tenez, lui‘hui",quittàt,luil,,,,,,,,,,,,,,,,,,,,,,
129,pres—,nesse,E_mpressé,malpropre—,Russes,Presse,ﬁnesse,Bresse,repritl,,,,,,,,,,,,,,,,,,,,
130,assem—,Masse].,Massol,Chasseur étin—,"la‘,base",Ramassée,Masse,Iiasses,,,,,,,,,,,,,,,,,,,,,
131,belvcdèrc,Belgirele,Rabat,Belgirate,Magistrature,Belgiratè,de Belgique,Bèlglrate,,,,,,,,,,,,,,,,,,,,,
132,dePerrault,aper—,permet—,lanter—,imper—,N,obser—,reper—,éter—,Per—,adver—,Hier—,"appor—
ter",éner—,super—,mater—,serpens,,,,,,,,,,,,
133,immen—,éten—,tourmen—,préten—,Enlève,ascen—,Enﬁn,présen—,En',ven—,Venise,dépen—,Venu,,,,,,,,,,,,,,,,
134,Temps,Framäâca,Camps,ca,Decamps,,,,,,,,,,,,,,,,,,,,,,,,
135,Cirque espagnol,d’ESpagne,Espagnols,espa—,S',L’Espagne,,,,,,,,,,,,,,,,,,,,,,,
136,que]Abbé,Qu1que,Bruel,la rubriquedeÆlorence,Quels,Quﬁi,Belgique,jusqu’,jUsque,gallique,Que,qu’,quetre,Afrique-,qu_e,Revue,qu0i,que',,,,,,,,,,,
137,Modinier,ca1acier'e d,Arcier,Ah0hier,vivaci—,Acier,,,,,,,,,,,,,,,,,,,,,,,
138,Lu-,Brunet,aﬁuN,"for—
tune",ubélunä,Lune,pasÿune,Une;le,Vlu,Faune,,,,,,,,,,,,,,,,,,,
139,Anglaises,Ang‘aise,Hollandais,Auglaiso,Milanais,Anglais,Anglaise,An-daise muette,,,,,,,,,,,,,,,,,,,,,
140,t11,ila11cnhes,m0_1e11Âge,S1111,La11anne,,,,,,,,,,,,,,,,,,,,,,,,
141,Vernie‘il,Vernon,Gouvernement,Neuve,gouverne—,trouverait—,,,,,,,,,,,,,,,,,,,,,,,
142,qni,Souvenirs,Virginie,nir,Depnis,BOLOGNINI,,,,,,,,,,,,,,,,,,,,,,,
143,réso—,So—,déso—,désagréa—,,,,,,,,,,,,,,,,,,,,,,,,,
144,produi—,Rodophe,l—,Rodolpheles,Rodol—,Bbdolphd,Rodol-,broda,,,,,,,,,,,,,,,,,,,,,
145,division—,Trîvulzio,Religion,sion,Sii,Sidonie,signiﬁaction,lionmy,Diion,Création,,,,,,,,,,,,,,,,,,,
146,manège,Yuma,jardin Bergmann,Normandie,Be1gmann,deman—,Mamer—,made-—,MADAME,Maman,Allemand,,,,,,,,,,,,,,,,,,
147,Itupt,Bupt,Rupt,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Spleen,Splendide,de—,lende—,endor—,Blendet,Vande—,,,,,,,,,,,,,,,,,,,,,,
149,uneonseil,la Seine,in’,vingt—sept,Usine,Caroline,Seine,Magdeleine,,,,,,,,,,,,,,,,,,,,,
150,Ilalien,Folie,A l’hôpital,"italienne,,et",ltalien—,l’Italie,Napolitain,ITALIE,"italienne,,et s’",ma1‘ital,Italiens,Italien,eu Italie,Italiennes,italie,Italienne,Italie,,,,,,,,,,,,
151,rencon—,Cos,Lecon—,condot—,condi—,convul—,ton—,décon—,confrotcrnrté,profon—,conﬁer,Son—,Con—,fécon—,ordon—,con—.,déraison—,conju—,,,,,,,,,,,
152,hom—,tromperqu’,Borromécs,calom—,Romy,exem—,triom—,trom—,promè—,,,,,,,,,,,,,,,,,,,,
153,Européen,l’Europe,l'Europe,Europe,,,,,,,,,,,,,,,,,,,,,,,,,
154,accom—,com—-,raccom—,,,,,,,,,,,,,,,,,,,,,,,,,,
155,rue du Perron,rue du Croissant,La Roche Hugon,rue du Rocher,uu,,,,,,,,,,,,,,,,,,,,,,,,
156,Grenelle,"ﬁelle,-il","elle,.elle",ﬁelle,jouEﬁelle,l’1elles',Naturellement1l,elle—,clel‘devaut,c_elle,Est—elle,ellefeul,mademoiselle,Granvelle,la Nouvelle,—elle,maIﬁelle,Montemisselle,Nouvelle,maitre‘sse—ﬁelle,ElLe,el,Salle,hell(= llalienn(=,molle—,Nouvelles,Lelmobilier,Telle,Vauchelles
157,jüry,la cohési0n,la Scala,la Comtoise,ﬁ c,Comté,la Comté,,,,,,,,,,,,,,,,,,,,,,
158,Soleil,solen—,meil—,lirle soleil,,,,,,,,,,,,,,,,,,,,,,,,,
159,La Mole-,manière‘dont,"A BELGIBA‘I‘E,— Lac Majeur",A la manière‘dont,,,,,,,,,,,,,,,,,,,,,,,,,
160,minis—,dix—-,plusdis—,indif—,indi—,dis—-,indispen—,dispu—,indiscré—,indis—,indiffé—,,,,,,,,,,,,,,,,,,
161,Lampbrani,ban—,tran—,arran—,iran—,ran—,Néan—,n—,blan—,,,,,,,,,,,,,,,,,,,,
162,les Rouxey,Rouxeyi,lac des Bouxey,Les Rouxey,Ilouxey,Bouxey,Rouxey,terre des Rouxey,A,,,,,,,,,,,,,,,,,,,,
163,ﬁancre,Francesl}a,ram réagiesaitl Francesca,Grancey,Francais,Francesca,France$ca,Franche—Comté,franchis—,Franche,Jeune-France,la France,france,l.,de France,France,,,,,,,,,,,,,
164,beau—frère,au.-,au-,Eaux,Eau—,,,,,,,,,,,,,,,,,,,,,,,,
165,Marsay,embarca-lère,regar—,car—-,Marre,Madre,remar—,Cimarosa,marco,,,,,,,,,,,,,,,,,,,,
166,.Florine,Rivarol lisant Florian,trempe de Florine,a1dsFlorine,que_Florine,Florentine,Floride,Flo—,Florine,point-Florine,Florence,,,,,,,,,,,,,,,,,,
167,coq de l‘hôtel,l‘hôtel,M,hôtel de Root,m’hôtel de Bupt,hôtel de Rupt,hôtel de,hôtel de Rupt-,hôtel du Marais,,,,,,,,,,,,,,,,,,,,
168,l‘aime“ Spéciale de son âm,de Saxe,Saxe,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Suisse,Palais,laisser—,L1econnaissent,Suisses,Siiisse,applaudisse—,baiset,Laisse,laissersen,plai—,,,,,,,,,,,,,,,,,,
170,yous,Lousteau,souS,Voussawz,alousie,Lous‘eau’,Toulouse,Mulhouse,,,,,,,,,,,,,,,,,,,,,
171,Phétoré,répétâ,Rhétoré,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Eh,bien—,Eh Bien,,,,,,,,,,,,,,,,,,,,,,,,,,
173,niens,Rubens,timcns,Tiens,,,,,,,,,,,,,,,,,,,,,,,,,
174,puyé,c—,Clichy,nic—,d’un public—,Républiquey,public—,,,,,,,,,,,,,,,,,,,,,,
175,M0—,50—,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Autriche,autre—,ﬁautrE,Ghapitre,Autre,Laure,Utrecht,ﬁautreS,,,,,,,,,,,,,,,,,,,,,
177,Loire,heures‘e‘soirée,Soin,soiT,soiree,Sire,,,,,,,,,,,,,,,,,,,,,,,
178,l830,s834,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,événe—,l’avène—,pne—ﬁlledîscrèie,Be—,Rhône,pardonne—,Ne—,,,,,,,,,,,,,,,,,,,,,,
180,inﬂexiblë;;.—,attein—,plin—,C.peinlre,prin—,pein—,,,,,,,,,,,,,,,,,,,,,,,
181,Sommes,Hommes,Hummel,.comme»chäcun,prome—,Communal,comme—,commis—,,,,,,,,,,,,,,,,,,,,,
182,Nevers,reve—,Ève,Eve,,,,,,,,,,,,,,,,,,,,,,,,,
183,m2A‘t,crai‘gnit,j’ai Lñi' Et‘iit,t‘ût,éclairerai,irai‘t‘it,,,,,,,,,,,,,,,,,,,,,,,
184,hébé—,la cathé—,cathé—,cohé—,,,,,,,,,,,,,,,,,,,,,,,,,
185,"-

— Sois",droi—,Comtois,Genevois,froid—,Toustrois,Bois,Crois,moispassé,Croissant,troiSmois,la bmrrgeois‘e,,,,,,,,,,,,,,,,,
186,.-fæ,"- - -
Rudolph","- —
A",.-—.,".-_-.,-",- - .,- -.-,,,,,,,,,,,,,,,,,,,,,,
187,lajouissance,Souis,uouoiuui—,Louis—Phüÿape,Bixiou,Sﬁoﬁouvrir0pﬁ,Ou',Ursiui,oui—,jouis—,ou$sé,Oui,,,,,,,,,,,,,,,,,
188,Larue,Savaron,Savarùs,SAVARU5,Sàvarus,Savarus,,,,,,,,,,,,,,,,,,,,,,,
189,Chambre,Théâtre,Théâtre à la Chambre,Théâtre n’,Théâtre àla Chambre,,,,,,,,,,,,,,,,,,,,,,,,
190,résis—,constdéra—,circons—,consulta—,connais—,Ëonsieur,persis—,visi—,consis—,consi—,,,,,,,,,,,,,,,,,,,
191,aspira—,Jura,eXpirant,brasàsa,iran,d‘adorab‘hfs,Grati-,lebras,Brabant,Euphrasie,rantiras,,,,,,,,,,,,,,,,,,
192,srÈctn,Préfecture,respec—,respectueu—,,,,,,,,,,,,,,,,,,,,,,,,,
193,Brie,Marie—,"Marie—
Eugeênie",Marie—Angélique,Eugeênie,Euge‘nie,Mariniers,Mairie,Marie-Eugénie,MarieAngélique,Gulhrie,ar‘ménieunes,Eugénie,Téniers,Marie—Eugénie,,,,,,,,,,,,,,
