cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19
53.0,litté—,quittàt,Quint,Zittol,,,,,,,,,,,,,,,,
54.0,tourmen—,ven—,Venu,immen—,ascen—,,,,,,,,,,,,,,,
55.0,Eugeênie,Bugey,Euge‘nie,"Marie—
Eugeênie",,,,,,,,,,,,,,,,
56.0,Hôtel—de Ville,Ville,Manerville,Waueville,lille,Watleville,Mancrville,"drame—
vandeville",la Ville,Grawille,Famille,Vaudille,Granville,tefeuille,Wattcville,,,,,
57.0,"for—
tune",Une;le,ar‘ménieunes,uneonseil,pasÿune,Lune,Brunet,Faune,,,,,,,,,,,,
58.0,passage Sandrié,"sage,—","Re,—",Visages,,,,,,,,,,,,,,,,
59.0,exem—,Sexe,,,,,,,,,,,,,,,,,,
60.0,L’abbé de Godenars,abbe,Godenars,,,,,,,,,,,,,,,,,
61.0,trou—,éprou—,Rou—,eûtadou—,Pérou,vou—,,,,,,,,,,,,,,
62.0,Intérêts,inté—,,,,,,,,,,,,,,,,,,
63.0,‘Voici,avoir—,avoi—,poir—,d’avoir—,Pouvoir,,,,,,,,,,,,,,
64.0,Vilardwetæ,Dent de' Vilaid,Dent de Vilard,Pont de Ward,Dent de “Abord,Dent de Vitara,,,,,,,,,,,,,,
65.0,Dauphin,Dauphine,,,,,,,,,,,,,,,,,,
66.0,embarca-lère,Barcelone,Garceneault,,,,,,,,,,,,,,,,,
67.0,Naples,baie de Naples,rue de Ne—,,,,,,,,,,,,,,,,,
68.0,Mon—,promon—,profon—,remon—,demon—,,,,,,,,,,,,,,,
69.0,imper—,Per—,dePerrault,super—,aper—,reper—,,,,,,,,,,,,,,
70.0,Rocher,cher-,Mon cher,cher—,cher,chef—,,,,,,,,,,,,,,
71.0,impru—,impatroni,cru—-,,,,,,,,,,,,,,,,,
72.0,dis—-,plusdis—,plusle,,,,,,,,,,,,,,,,,
73.0,Ne—,l’avène—,pne—ﬁlledîscrèie,événe—,,,,,,,,,,,,,,,,
74.0,réso—,déso—,So—,,,,,,,,,,,,,,,,,
75.0,Rodophe,Rodol—,Rodol-,Rodolpheles,,,,,,,,,,,,,,,,
76.0,moii—,MoI,amoindrîr,,,,,,,,,,,,,,,,,
77.0,NÉE,bieﬂ‘gagnée,,,,,,,,,,,,,,,,,,
78.0,repritl,priélé,prin—,plin—,,,,,,,,,,,,,,,,
79.0,Loire,Sire,soiree,,,,,,,,,,,,,,,,,
80.0,Portsmouth,Supporte‘s,"appor—
ter",supp0 car“,,,,,,,,,,,,,,,,
81.0,s’établir,C‘étaitjouer,bt‘l\’étièle,cesablim,,,,,,,,,,,,,,,,
82.0,Jour,journa—,Retournez,Lesjournaux,,,,,,,,,,,,,,,,
83.0,giteuql,Moniteur,moteur—,,,,,,,,,,,,,,,,,
84.0,Gigonnet,Colonne,Colonna de' home,col-—,l*‘lonne,pardonne—,,,,,,,,,,,,,,
85.0,"Baoul,_la",Baoul',BaoulNa-,,,,,,,,,,,,,,,,,
86.0,Anglaises,Anglais,Anglaise,Auglaiso,,,,,,,,,,,,,,,,
87.0,Opéra,—- JérAme,bal de l’Opéra,,,,,,,,,,,,,,,,,
88.0,made-—,mademoiselle,Mesdemoiselles,mademoi—,,,,,,,,,,,,,,,,
89.0,lons,Londres,Lons,—- Allons,lons de l‘aristocratie bisontine,,,,,,,,,,,,,,,
90.0,"la‘,base",ambassa—,Gymnase,,,,,,,,,,,,,,,,,
91.0,Léonarde,Yüard,Girardet,gard,Lombardie,,,,,,,,,,,,,,,
92.0,Théâtre—Français,Françaises,Française,Français,Français-,médie—Française,,,,,,,,,,,,,,
93.0,lac de Genève,"lac de
Genève","parisien,,le lac de
Genève",Genève,,,,,,,,,,,,,,,,
94.0,Béatrix,Patriote,Beatrix,,,,,,,,,,,,,,,,,
95.0,Belgiratè,Belgirele,Belgirate,Bèlglrate,,,,,,,,,,,,,,,,
96.0,brasàsa,lebras,Lampbrani,Euphrasie,verras,,,,,,,,,,,,,,,
97.0,diplo—,Flo—,,,,,,,,,,,,,,,,,,
98.0,salont,jbl1es,salëte,Salle,Salins,,,,,,,,,,,,,,,
99.0,premièreçfois,lalumièrel,lumi—,singulière—,Brièresdﬁ,,,,,,,,,,,,,,,
100.0,Granvrlle,Granet,Graneey,Graneoy,,,,,,,,,,,,,,,,
101.0,préten—,présen—,éten—,,,,,,,,,,,,,,,,,
102.0,Obl,Grenoble,Noblesse,Nobles,,,,,,,,,,,,,,,,
103.0,Suisse,Suisses,Russes,,,,,,,,,,,,,,,,,
104.0,jusqu’,qu’,jUsque,,,,,,,,,,,,,,,,,
105.0,comtesse de Vande-,comtesse de Van—-,comtesse de Mont—,comtesse de Granville,comtesse de Van—,courtesse de Grawille,,,,,,,,,,,,,,
106.0,Compter,compas—,compo—,cdmpas$il,,,,,,,,,,,,,,,,
107.0,insigniﬁancre,signiﬁaction,ﬁancre,crea—,,,,,,,,,,,,,,,,
108.0,beau—frère,Eau—,Eaux,,,,,,,,,,,,,,,,,
109.0,Peuple,Splendide,Spleen,,,,,,,,,,,,,,,,,
110.0,entendi—,condi—,Fond,condimens,condot—,,,,,,,,,,,,,,,
111.0,front attrislé,froid—,confrotcrnrté,frognèes,droi—,,,,,,,,,,,,,,,
112.0,ﬁ Du Moins,moiNs’octobre 1834,s834,,,,,,,,,,,,,,,,,
113.0,Ah0hier,Vierge,Hier—,,,,,,,,,,,,,,,,,
114.0,Savarus,Sàvarus,SAVARU5,Savarùs,,,,,,,,,,,,,,,,
115.0,Terme,permet—,,,,,,,,,,,,,,,,,,
116.0,Romy,trom—,triom—,calom—,tromperqu’,hom—,enga—,,,,,,,,,,,,,
117.0,Atheriallu,Lu-,Atheriallu-olmroher,allu—,,,,,,,,,,,,,,,,
118.0,Création,désagréa—,aléa—,créa—,,,,,,,,,,,,,,,,
119.0,justi—,Comédie humaine,justicehumaine,Yuma,,,,,,,,,,,,,,,,
120.0,Asﬁosna,Sﬁoﬁouvrir0pﬁ,,,,,,,,,,,,,,,,,,
121.0,Les‘Romains,Etats romains,Romains,roma—,demain—,mainle—,,,,,,,,,,,,,,
122.0,ITALIE,ltalien—,Italienne,ma1‘ital,"italienne,,et",Italien,"italienne,,et s’",Italie,Italiens,A l’hôpital,Ilalien,l’Italie,italie,Italiennes,hell(= llalienn(=,eu Italie,,,,
123.0,Hollandais,Hollande,colla—,,,,,,,,,,,,,,,,,
124.0,.nommnitLoùise,An-daise muette,urbai—,baiset,Ang‘aise,lise,,,,,,,,,,,,,,
125.0,Besan—,Besancon,liesancon,Besan-,Gesanciens,BeSañçaﬁ.,,,,,,,,,,,,,,
126.0,mys—,mysté—,cabins‘tmysté,,,,,,,,,,,,,,,,,
127.0,Quatre—Can—,lac des Bouxey,lac des Quatre—Cantons,lac des Quatre—Can—,,,,,,,,,,,,,,,,
128.0,Save,Avez,avez—,Nleorivez,,,,,,,,,,,,,,,,
129.0,Chasseur étin—,Masse].,Iiasses,Ramassée,Massol,assem—,Masse,,,,,,,,,,,,,
130.0,roya—,incroya—,inci—,croyez--,,,,,,,,,,,,,,,,
131.0,pour—,pouR,pourrèz,,,,,,,,,,,,,,,,,
132.0,Boule,boule—,souleVer,Épaule,,,,,,,,,,,,,,,,
133.0,et’,t’amur,présentil,et’ai senti,j’ai Lñi' Et‘iit,senti—,,,,,,,,,,,,,,
134.0,peut—,faut—,Peut—,,,,,,,,,,,,,,,,,
135.0,chemi—,Le Chemin,cachemire,Demiﬁ,,,,,,,,,,,,,,,,
136.0,attein—,C.peinlre,pein—,,,,,,,,,,,,,,,,,
137.0,Espagnols,d’ESpagne,espa—,Cirque espagnol,L’Espagne,,,,,,,,,,,,,,,
138.0,Bonheurl,bonho—,,,,,,,,,,,,,,,,,,
139.0,lﬁt_comprendre,compren—,compri—,comprist‘s,pren—,,,,,,,,,,,,,,,
140.0,Gharnathan,aNathan,Nathan,,,,,,,,,,,,,,,,,
141.0,Sutton,Sut,,,,,,,,,,,,,,,,,,
142.0,m0_1e11Âge,"Phdomèné l,0_1'_1",,,,,,,,,,,,,,,,,,
143.0,Théâtre,Théâtre àla Chambre,Théâtre à la Chambre,Théâtre n’,Chambre,,,,,,,,,,,,,,,
144.0,la Comté,la Comtoise,Comtois,Toi,,,,,,,,,,,,,,,,
145.0,domi—,fémi—,Jérémie,,,,,,,,,,,,,,,,,
146.0,Bisonlins,sont—,onle,N_Btsonltns,Son,,,,,,,,,,,,,,,
147.0,timcns,Tes,Légitimistes,piste des intl—,,,,,,,,,,,,,,,,
148.0,"bois de
Boulogne",Boulogne,BOLOGNINI,bois de Boulogne,de Boulogne,,,,,,,,,,,,,,,
149.0,répétâ,répon—,répu—,,,,,,,,,,,,,,,,,
150.0,monu—,Nu—,Monvel,,,,,,,,,,,,,,,,,
151.0,Effort,Mort-,Ghampfort,Forcée,grandrenfort,,,,,,,,,,,,,,,
152.0,habita—,précipitam—,habi—,déta—,,,,,,,,,,,,,,,,
153.0,momentané—,Çome‘die,renseignemens,momens,"d’autres
momens",,,,,,,,,,,,,,,
154.0,guet—,riuet,Vit,,,,,,,,,,,,,,,,,
155.0,Bouxey,les Rouxey,Rouxey,Les Rouxey,Ilouxey,terre des Rouxey,Rouxeyi,,,,,,,,,,,,,
156.0,dange—,ge—,gage—,,,,,,,,,,,,,,,,,
157.0,àRaoul,Raoul,Raoul‘sera,disaitRaoul,,,,,,,,,,,,,,,,
158.0,Nutle,T_1tlet,Titlet,Watlevdle,,,,,,,,,,,,,,,,
159.0,Céciles,iles dudu,facile—,Saintes—Céciles,Sicile,,,,,,,,,,,,,,,
160.0,terre,Méditerranée,Angleterre,interroga—,"lac
'arec‘uuè pierre au cou !",,,,,,,,,,,,,,,
161.0,nir,Souvenirs,Venise,,,,,,,,,,,,,,,,,
162.0,Clichy,nic—,Républiquey,public—,d’un public—,,,,,,,,,,,,,,,
163.0,Réveillon,Marseille,oreille ‘Oreille,Veille-l)îodali,Vieilles,latieille,oreille’asauvæ.-,,,,,,,,,,,,,
164.0,Maman,Normandie,Allemand,manège,,,,,,,,,,,,,,,,
165.0,indif—,indiffé—,indi—,,,,,,,,,,,,,,,,,
166.0,Communal,Sommes,Hummel,.comme»chäcun,Hommes,commandémens,comme—,commis—,,,,,,,,,,,,
167.0,Berne,Lucerne,Rooney,Saverne,Ferney,Moderne,,,,,,,,,,,,,,
168.0,instru—,d’instruction,Bossuct,,,,,,,,,,,,,,,,,
169.0,alors‘lejeune Chavoncourt,Ghavoncourt,Chavon,Çhavonoourt,Chavohcourt,de—,Chavoncourt,Chavoncou‘t,Ghav‘oncourt,Chavonrourt,Chavoneourt,,,,,,,,,
170.0,mrs—,amour—,amours—,Amoureux,Mouy—,,,,,,,,,,,,,,,
171.0,ména—,Na—,,,,,,,,,,,,,,,,,,
172.0,vOulez,Voudra,Voulu,nevoulaitpas,,,,,,,,,,,,,,,,
173.0,Quillet,I‘illet,Trllet,Tillet,Gentillet,,,,,,,,,,,,,,,
174.0,Eden,Dent,tente—,dente—,soixante—,,,,,,,,,,,,,,,
175.0,du Japon,Jura,du Doubs,Doubs,,,,,,,,,,,,,,,,
176.0,Rioeys,Eiceys,Riceys,,,,,,,,,,,,,,,,,
177.0,Argaiolo,ARGAIOLO,aio:;t,,,,,,,,,,,,,,,,,
178.0,Sels,Schwilz,Elschoet,,,,,,,,,,,,,,,,,
179.0,Dilet,Sieilet,,,,,,,,,,,,,,,,,,
180.0,hypothè—,"Saint—
Gothard",Saint-Gotha,Saint-Gothard,,,,,,,,,,,,,,,,
181.0,promp—,malpropre—,prome—,promè—,protoco—,,,,,,,,,,,,,,,
182.0,Croissant,rue du Croissant,Crois,,,,,,,,,,,,,,,,,
183.0,néces—,exces—,,,,,,,,,,,,,,,,,,
184.0,occa—,occupa—,méca—,,,,,,,,,,,,,,,,,
185.0,Grand—livre,Vivre,grand—livre,grand—sur,,,,,,,,,,,,,,,,
186.0,La Roche Hugon,rue du Perron,rue du Rocher,auberge du Gy@gne,,,,,,,,,,,,,,,,
187.0,Nouvelles,Nouvelle,la Nouvelle,,,,,,,,,,,,,,,,,
188.0,plai—,complai—,,,,,,,,,,,,,,,,,,
189.0,Saint—Jean,Saint des Saints—Il,Saint—Hérem,"embrassa—
saint",Saint—,rue Saint—Lazare,Lekain,Sainte—Hélène,Saint—Martin,Saint—Germain,Saint—GErmain,,,,,,,,,
190.0,dépen—,Même,dispu—,indiscré—,indis—,indispen—,,,,,,,,,,,,,,
191.0,Rasttgnec,tignac,Rastiguac,Rastignac,,,,,,,,,,,,,,,,
192.0,contre—sens,entr’,entre—,,,,,,,,,,,,,,,,,
193.0,conversa—,convul—,Trîvulzio,,,,,,,,,,,,,,,,,
194.0,rapi—,Ghapitre,capi—,mpi—,,,,,,,,,,,,,,,,
195.0,cachaicnt,char—,nonchalani—,chat—-,Cha—,chauf—,Chav0,,,,,,,,,,,,,
196.0,Tinti,ﬂorentine statue d’ivoire,Florentine,Florence,,,,,,,,,,,,,,,,
197.0,Rhétoré,Phétoré,,,,,,,,,,,,,,,,,,
198.0,le Rhin,Rhin,,,,,,,,,,,,,,,,,,
199.0,involontaire—,invo—,,,,,,,,,,,,,,,,,,
200.0,Arrêtons,marco,Cimarosa,Marre,Marsay,arra—,,,,,,,,,,,,,,
201.0,Nantua,cena,Bppnenant,,,,,,,,,,,,,,,,,
202.0,Paradis,aupara—,para—,,,,,,,,,,,,,,,,,
203.0,Àlil,magni—,magniﬁ—,garni—,,,,,,,,,,,,,,,,
204.0,Comté,“ Comtesse,Comtesse,comtessse,comtessey,"comtesse de
Granville",comtesse,,,,,,,,,,,,,
205.0,nour—,arcades sour—,jour—,aujour—,tour—,four—,sour—,,,,,,,,,,,,,
206.0,Quels,Que,quetre,que]Abbé,Qu1que,que',,,,,,,,,,,,,,
207.0,fastueuse—,vigoureusem,meuse,"il—
meuse",because,,,,,,,,,,,,,,,
208.0,avan—,l830,la Havane,Avant1830,Van-—,,,,,,,,,,,,,,,
209.0,solen—,lirle soleil,Soleil,meil—,,,,,,,,,,,,,,,,
210.0,"Chartreuse des
Bouxey",Grande—Chartreuse,Chartreuse,Grande Chartreuse,,,,,,,,,,,,,,,,
211.0,"A BELGIBA‘I‘E,— Lac Majeur",lac Majeur,,,,,,,,,,,,,,,,,,
212.0,Grenelle,Granvelle,"elle,.elle","ﬁelle,-il",maitre‘sse—ﬁelle,ElLe,—elle,maIﬁelle,molle—,ellefeul,ﬁelle,c_elle,Vauchelles,ParDon-oﬁ‘et de la volonté paternelle,Est—elle,jouEﬁelle,l’1elles',Telle,Naturellement1l,elle—
213.0,Gcrsau,Gersàu,Gersau,,,,,,,,,,,,,,,,,
214.0,Laisse,obser—,laisser—,laissersen,,,,,,,,,,,,,,,,
215.0,—- Non,Non—,non—,,,,,,,,,,,,,,,,,
216.0,impos—,denxpios,kios—,Curiosité,,,,,,,,,,,,,,,,
217.0,hôtel du Marais,m’hôtel de Bupt,hôtel de Root,hôtel de Rupt,coq de l‘hôtel,hôtel de,l‘hôtel,hôtel de Rupt-,,,,,,,,,,,,
218.0,"le,.rilberl u.puis.le Général des Chartreux","vi-
caire général",géné—,,,,,,,,,,,,,,,,,
219.0,Balthasar,sardo—,Sardaigne,mansardes,Hasard,,,,,,,,,,,,,,,
220.0,déjeu—,înelheu—,malheu—,,,,,,,,,,,,,,,,,
221.0,D’ALBERT savanes,Albert,Albertaurailﬁimilé,Albcr,Àlber,Alberta,Albeüdoit,Iibertal,,,,,,,,,,,,
222.0,Villa-Diodeti,Vdioi,Diodeti,peti—,,,,,,,,,,,,,,,,
223.0,extraor—,"extraordi—
naire",Ordinaire,voquée extraordinaüement,,,,,,,,,,,,,,,,
224.0,Nﬁlles,"dans_,lesquellesgdevait",Seules,Les Saules,Les,sensles.jam—.,l‘été.- Les,,,,,,,,,,,,,
225.0,Tre Monasteri,mons,Ëonsieur,ﬁ Monsieur,Parismonsieur,,,,,,,,,,,,,,,
226.0,Bisontins,conti—,conte—,anti—,Contat,Visconti,contraste_que,Conti,,,,,,,,,,,,
227.0,Strasbourg,bourgeoise—,Bourse,Bourg,Bourg-,,,,,,,,,,,,,,,
228.0,élec—,respectueu—,espé—,"respec—
ter le bonheur de deux êtres",respec—,,,,,,,,,,,,,,,
229.0,ﬁautreS,Utrecht,s’être,autre—,Autriche,Autre,Auteuil,ﬁautrE,,,,,,,,,,,,
230.0,Soulas,Soulasl,,,,,,,,,,,,,,,,,,
231.0,rendez—,Blçndet,Blendet,lende—,,,,,,,,,,,,,,,,
232.0,luil,Tuileries,ler,bouﬁ‘0nnerie,,,,,,,,,,,,,,,,
233.0,- - .,Bbdolphd,- -.-,"- - -
Rudolph",,,,,,,,,,,,,,,,
234.0,Europe,Européen,l’Europe,l'Europe,,,,,,,,,,,,,,,,
235.0,Lejeune,.dejeunt‘s,.dejeunt‘s tilleuls,,,,,,,,,,,,,,,,,
236.0,passans,Ansbach,sanS,Sans,,,,,,,,,,,,,,,,
237.0,BALZÀ(L,BALZAG,,,,,,,,,,,,,,,,,,
238.0,Vernon,Gouvernement,trouverait—,gouverne—,Vernie‘il,,,,,,,,,,,,,,,
239.0,cohé—,LA conrsssn,la cohési0n,Hésilé,,,,,,,,,,,,,,,,
240.0,agiotagc,Rliigi,obligéde,Religion,,,,,,,,,,,,,,,,
241.0,natu—,Datum,,,,,,,,,,,,,,,,,,
242.0,éton—,bouton—,Moutonsdans,ton—,,,,,,,,,,,,,,,,
243.0,Virginie,Modinier,Mariniers,Téniers,,,,,,,,,,,,,,,,
244.0,rue Feydeau,Bayeux,yeux_de feu,,,,,,,,,,,,,,,,,
245.0,dix—-,Dix—neufans,le Pont-Neuf,,,,,,,,,,,,,,,,,
246.0,Caroline,carac—,remar—,car—-,regar—,,,,,,,,,,,,,,,
247.0,des B1est,Est Juste,l’Est,demestiqù_o,Est,desti—,Qu‘est,,,,,,,,,,,,,
248.0,Neufchâtol,Neufchâtel,,,,,,,,,,,,,,,,,,
249.0,"château des
Colonna","vieuX château des
Colonna",,,,,,,,,,,,,,,,,,
250.0,Lovelace,"lac
’",vieux Lovelacc,Lovelacc,Love-,,,,,,,,,,,,,,,
251.0,broassailles,travers,Versailles,Nevers,de Versailles,,,,,,,,,,,,,,,
252.0,voyais,ravis‘sait,lysaitl,Essaie,Sais,Vais,,,,,,,,,,,,,,
253.0,ubélunä,constdéra—,consis—,circons—,"Ni L
constance",consulta—,vous‘consumez,consi—,Si—,,,,,,,,,,,
254.0,Serais,Son—,Fédéral,déraison—,Marais,,,,,,,,,,,,,,,
255.0,Sacriﬁé,écri—,,,,,,,,,,,,,,,,,,
256.0,pauvrevgrund,Eve,reve—,Revue,parve—,,,,,,,,,,,,,,,
257.0,jasmin,Depnis,Ministère,minis—,,,,,,,,,,,,,,,,
258.0,its,parti—,Les.partraits,trahi—,,,,,,,,,,,,,,,,
259.0,Seine,la Scala,la Seine,Magdeleine,,,,,,,,,,,,,,,,
260.0,l‘Ile,L‘i',,,,,,,,,,,,,,,,,,
261.0,"parisien,,le",Parisiennes,Fantaisie,Parisien,Parisiens,,,,,,,,,,,,,,,
262.0,troiSmois,Haüysséæ,moispassé,,,,,,,,,,,,,,,,,
263.0,Providence,Provence,la Provence,,,,,,,,,,,,,,,,,
264.0,corn,Corso,le Corso,,,,,,,,,,,,,,,,,
265.0,V1(1la1,ila11cnhes,La11anne,,,,,,,,,,,,,,,,,
266.0,l‘en,j‘en,,,,,,,,,,,,,,,,,,
267.0,Mathurins,parfaite—,exacte—,athlète—,,,,,,,,,,,,,,,,
268.0,Mulhouse,Voussawz,Lous‘eau’,Toulouse,souS,nous—,Lousteau,pous—,yous,alousie,Toustrois,,,,,,,,,
269.0,"pleurait,4mais",Lui?jamais,"maison,-je",Mail,mais—,T—.:Mais,,,,,,,,,,,,,,
270.0,Van—,"dan—
ger",blan—,ban—,deman—,Néan—,,,,,,,,,,,,,,
271.0,éclairerai,cela—,écla—,,,,,,,,,,,,,,,,,
272.0,supe—,laPeyre—,rape—,rappe—,,,,,,,,,,,,,,,,
273.0,Grati-,Graucey,Gra',grave—,,,,,,,,,,,,,,,,
274.0,rue Neuve,peuvent—,Neuve,,,,,,,,,,,,,,,,,
275.0,Soutas,souf—,soufﬁair,,,,,,,,,,,,,,,,,
276.0,ordon—,Sidonie,Donc,weldon,,,,,,,,,,,,,,,,
277.0,Ève,Enlève,,,,,,,,,,,,,,,,,,
278.0,Ynoi,heures‘e‘soirée,heureux—,heurE_:_un,,,,,,,,,,,,,,,,
279.0,obéis—,Palais,hais—,lais—,,,,,,,,,,,,,,,,
280.0,manière‘dont,A la manière‘dont,La Mole-,,,,,,,,,,,,,,,,,
281.0,Chavouopt1rt,Chavoubourt,Chavoucourt,Chavouoburt,,,,,,,,,,,,,,,,
282.0,serpens,serv1r,Servir,,,,,,,,,,,,,,,,,
283.0,l‘aime“ Spéciale de son âm,l‘allée,j‘ai,l‘ai,l‘a,,,,,,,,,,,,,,,
284.0,chui—,uouoiuui—,Moyen-,Etat,celui—,Oui,produi—,oui—,,,,,,,,,,,,
285.0,menton,canton de Lucerne,Ghanton'nit,Ghantonnit,,,,,,,,,,,,,,,,
286.0,vo‘ilS.,M=‘ils,,,,,,,,,,,,,,,,,,
287.0,attei—,s’ah—,Andantez,s’attendantà,,,,,,,,,,,,,,,,
288.0,d‘adorab‘hfs,Brabant,Rabat,,,,,,,,,,,,,,,,,
289.0,Larue,Bruel,,,,,,,,,,,,,,,,,,
290.0,alençon,cathédrale de Besançon,expliquerBesançon,Besançr.t,A Besançr.t,"com-
merce de Besançon",de Besançon,thçon,Besançon,,,,,,,,,,,
291.0,soiT,"- —
A",Soin,"-

— Sois",,,,,,,,,,,,,,,,
292.0,rassurez—,Laure,rez,Näurez,,,,,,,,,,,,,,,,
293.0,Philo-,Philomènes,lomène,,,,,,,,,,,,,,,,,
294.0,Paris,Aime‘e,VlMERGATI,àParis,Paris.—aiMer,,,,,,,,,,,,,,,
295.0,Cérès,Varèse,,,,,,,,,,,,,,,,,,
296.0,arran—,tran—,ran—,iran—,,,,,,,,,,,,,,,,
297.0,Venez,Apprenez,prenez—,,,,,,,,,,,,,,,,,
298.0,certesépou—,oncle',Cercle,,,,,,,,,,,,,,,,,
299.0,enter—,mater—,fév_rter,lanter—,éter—,,,,,,,,,,,,,,,
300.0,Divinité,visi—,division—,,,,,,,,,,,,,,,,,
301.0,Temps,empê—,Empëtré,,,,,,,,,,,,,,,,,
