cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12
62,"J 7'
1---- I",a----,4--,L---,L----,.--,---rciseizzz--,"S
-
Lui
L---","S
---
e",,,,
63,hote,Pilois,hotel Pilois,hotel,"hotel Piloisl...
Du",A,,,,,,,
64,Beaucaire,Sceaux,Pruneaux,bordeaux,Beaux,Cristaux,,,,,,,
65,Marquises,iles Marquises,,,,,,,,,,,
66,eleve Menalque,Quels,Menalque,Bouzanquet,magnifiquel,Quelque,amérique,Quelquefois,Que Voulez,val Quelquefois,Afrique,,
67,melopee,celebres,pele-mele,meLEsS,merl Le ciel,,,,,,,,
68,victoria,dictce,victoria de la dame,,,,,,,,,,
69,Bach',Pacheco,Y,Pachecon,,,,,,,,,
70,Plantes,ardin des Plantes,Iardin,,,,,,,,,,
71,Porte S,Port-au-Prince,La Porte,La Porte S,Emporte,,,,,,,,
72,violente,precipite,Apres,reponse,representee,rang.- Presentez,,,,,,,
73,clocher de Saint-Germain,Saint-Germain-,Saint-Germain-des-,Saint-Germain,AInsi-Dan,faubourg Saint-Germain,Pres-Saint-Gervais,Saint-Germain-des-Prés,Soudain,horloge de Saint-Germain,,,
74,pensezl,Champenoise,miserablel,lisezl,Pise,,,,,,,,
75,Dame,madameln,Dames,IMes,,,,,,,,,
76,la-bas,ld-bas,l-bas,Bas,,,,,,,,,
77,Tolocototignan,tolocototignan,,,,,,,,,,,
78,ESt-ce,kakatoes,mastoides,Faust,estimez,Est,"sous-prefectureln
Est",,,,,,
79,Grenelle,Camillel,eLLE,passerelle,laquelle42,ELlE-ELLE-L-,Mademoiselle.6,,,,,,
80,Annou,Inouï,annongca,,,,,,,,,,
81,tristel...,resister,hesiter,gresil,,,,,,,,,
82,Desir-de-plaire,sire-de-plaire,eclairee,Pecairel,soiree,,,,,,,,
83,Villle,LLLLLLL-LLLLLLLL-,L7sLL- L-L-L3,LLLLL- L,,,,,,,,,
84,Chenilles,asphyxie les etrangle,Naples,Les Chenilles,les Debuts,fillesen,les86,,,,,,
85,rue Lanterne,Angleterre,avantl,Nanterre,Maintenant,enfaNt',manecanterie,,,,,,
86,Accoude,ecoutais,Micou,"T

.-1coUcoU",Coucou-,Coucou,Boucoyran,,,,,,
87,CoUCoU-BLANC,"Coucou-
Blanc",Coucou-bBlanc,Couru-Blanc,Blancs,essouffle.coUcoU-BLANC,Coucou-Blancl Est,Blanc,Coucou-Blanc,"T

.-1coUcoU-BLANC",4,Coucou-Blancl,
88,separa,Parthenon,par-dessus,Cunocepa,depart,depit,dpart,,,,,,
89,sec.g6,bobeches,seche,echope,,,,,,,,,
90,Inde,Sarlandais,Sarlande,"college modele de
Sarlandel",Sar-,,,,,,,,
91,"J

-'
1
x
1",Turc,"IX
TU",.,,,,,,,,,
92,Bhagiratha,Vatel,Chateau-,hate,,,,,,,,,
93,Amour,IMt,Limoux,"Limoux
Seulement",,,,,,,,,
94,Bandit,Lombards,Cuba,Bamban,Bambanl,,,,,,,,
95,"CHIOSE
A",Chose,Choseln,Chosel,Chose.8,"Chosel
Or",,,,,,,
96,Carmelites -,Religion,Carmelites,larmcs,place d'Armes,,,,,,,,
97,1R-,1R-A,,,,,,,,,,,
98,".G

-

'",O,"16 J
as4 -
L","I

-
i","sI. -
I
-
5:
i","sI. -
I",I.E,,,,,,
99,premierln,equerres,serrure,serre-fille,arriere,tapissieres,Serrieres,Serrieres.n,Serrieresl,AmUser,cimetieres,desert,
100,Nizier,Saint-Nizier,Saint-Nizier.n,Saint-Nizierl,,,,,,,,,
101,Jacquesl,Iacques,Jacques,Paques,Hacqueville,,,,,,,,
102,"I,5",Deja,secrdtaire dejeune,dejeuna,jE,,,,,,,,
103,wagon,Escargots,got,peut6ot,Mot,,,,,,,,
104,menage,exageree,rien.- A,vages,menagerie,,,,,,,,
105,Jugez,RBvE,Voyez,Caveau,avenue,Avez,Vive,savezl,bravel,Savez,vecu,,
106,poussde,Pousse,Pourvu,,,,,,,,,,
107,d'Espagne,Cassagne,pagna,champagne,Bretagne,sagne,la Bretagne,,,,,,
108,r6cI,"a47
Ici",mERci,ICI,Nice,vicille fee,,,,,,,
109,Grossiers,piece,Pier-,Hier-,Mlle Pier-,,,,,,,,
110,Muguets,Languedoc,Muguet,,,,,,,,,,
111,la manche,Cherchons,du cher,Chutl,Mon cher,Cher,punch,Perrache,,,,,
112,Conseillez,petille,Marsala,Marseille,bouteille debouchee,,,,,,,,
113,t-'-,a'-a,.'-,,,,,,,,,,
114,f,gachisl,Rh6ne,Colombine,Polichinelle.n,Chinois,Muse badine,Chine,cheminee,Philistine,,,
115,continua1'Alsacien,Alsace,Alsacien,,,,,,,,,,
116,tenonslo,Boulons,Allonsl,Expansion,,,,,,,,,
117,Vendredi,TU vENDRAS DE LA,Cudra,Vendredil,vENDRAS,,,,,,,,
118,I47,I45,I49,,,,,,,,,,
119,"L--
`-","L--
`",,,,,,,,,,,
120,SAUMON,Saumon,,,,,,,,,,,
121,Laisse,Puis,abbe ruisselle,aplatisse,buis,P,suisse,,,,,,
122,collegel,Recollets,bibliotheque du college,Vieux-College,College,,,,,,,,
123,Fougeroux,eperdus,Broum-Broum,apergcu,Perou,,,,,,,,
124,Malgre,europe,Figurez,Malheureuse-,Malheu-,malheureusel,Eux,guipure,Malheureu-,,,,
125,F-=,N,t-=,,,,,,,,,,
126,Mluse,hideuse,conge,Angelus,MASoN,Robinson,Crusoe,songeuse,,,,,
127,La creole,rOle,le soleil,Mole,soleil,,,,,,,,
128,Attends,Barbette,Bernerette,cette Bastille,Barbettel,Barbetten,,,,,,,
129,moitie,toitl,emouvoir,toi.n,MOI,,,,,,,,
130,Comedie-Francaise,Comnme,Comeidie,Comedie,,,,,,,,,
131,Guigne,eteignez,Notre-Seigneur,Seigneur,neud,,,,,,,,
132,Le Rosellen,Rosel,Rose,Rosellen,,,,,,,,,
133,MI,MIdi-Opinion,le Midi,Dit,Midi,,,,,,,,
134,Petit Chose,"mien.2o
LE PETIT CHOSE","les86
LE PETIT CHOSE","2or
LE PETIT CHOSE","r6o
LE PETIT","porte du collegel88
LE PETIT CHOSE","BeteI74
LE PETIT CHOSE",a6,"plus54
LE PETIT","a6
LE PETIT CHOSE",,,
135,"-
-
-]","L-N

A
f",-.s,"Wsa
-","A
-.",,,,,,,,
