cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20
77,Marquises,niais,"maitres,-",Ma-,mAIs,MIais,aimais,tais5o,etais,sais,ecoutais,,,,,,,,,,
78,Desir-de-plaire,eclairee,Lamartine d'Elvire,Pecairel,sire-de-plaire,soiree,,,,,,,,,,,,,,,
79,Cevennes,Cevenole,Cevenol,,,,,,,,,,,,,,,,,,
80,assis,Pise,aplatisse,Laisse,Palais-Royal,suisse,lisezl,,,,,,,,,,,,,,
81,Alsacien,continua1'Alsacien,Alsace,,,,,,,,,,,,,,,,,,
82,violente,Mole,La creole,rOle,Peyrol,le soleil,ronfla,Soubeyrol,soleil,,,,,,,,,,,,
83,mefie-toil,toi.n,I.E,toitl,,,,,,,,,,,,,,,,,
84,manecanterie,avantl,Plantes,ardin des Plantes,rue Lanterne,,,,,,,,,,,,,,,,
85,Amour,IMt,Limoux,"Limoux
Seulement",,,,,,,,,,,,,,,,,
86,gresil,"pAs eNcore
rencontree",rang.- Presentez,Apres,representee,reponse,precipite,"sous-prefectureln
Est",,,,,,,,,,,,,
87,L7sLL- L-L-L3,sur-le-champ,1R-,1R-A,R-L,-L,,,,,,,,,,,,,,,
88,"E
Or
A","3z-E
E
Or
A",,,,,,,,,,,,,,,,,,,
89,Dit,le Midi,MI,Midi,MIdi-Opinion,,,,,,,,,,,,,,,,
90,oUi,Pilouittl,bouteille debouchee,luil,Ebloui,Ouil,,,,,,,,,,,,,,,
91,a'-a,t-'-,.'-,,,,,,,,,,,,,,,,,,
92,du Nord,Y,dore,Port-au-Prince,Or,Infortunes,victoria,,,,,,,,,,,,,,
93,estimez,kakatoes,ESt-ce,vages,resister,1E.,Est,mastoides,Faust,consternes,,,,,,,,,,,
94,"Vieille
bete de Pierrotte","Pierrotte
Pierrotte",Roberte,Pierrotte -,"PIERROTTE
I43
Cevenole",Grossiers,Pierrotte,Pierrotte.n,,,,,,,,,,,,,
95,Egypte,srete,Odette,tempete,flte,La Bete,"Es-tu betel
Si la tete te tourne",croirais-tu poete,Angleterre,tetes,discrete,Arretez,tete empanachee,BeteI74,tete,betes,Pentecote,A,Tes,hote,bete
96,r8,malheureusel,Malheu-,Eux,Malheureu-,Malgre,Malheureuse-,,,,,,,,,,,,,,
97,madameln,IMes,Dames,Dame,,,,,,,,,,,,,,,,,
98,Porcelaines,Soudain,aTout,Retourne,Touraine,,,,,,,,,,,,,,,,
99,victoria de la dame,palais de la fee Porcelaine,Emporte,Porte S,La Porte S,La Porte,,,,,,,,,,,,,,,
100,veloursl,Luxembourg,amisln,Tribou,Bourgeoisln,,,,,,,,,,,,,,,,
101,Anastasie,la-bas,Pas,l-bas,Bas,ld-bas,,,,,,,,,,,,,,,
102,val Quelquefois,magnifiquel,amérique,Bouzanquet,eleve Menalque,C(.%,Afrique,Menalque,Quelquefois,Quels,Que Voulez,Quelque,Paques,,,,,,,,
103,paRfois,Arrivee,Chauve-Souris,Palais-Mazarin,Cristaux,Parisien,paraft,Parfaitl,Parisiens,Rio,Parisl,PAris,MArie-anne,Paris,,,,,,,
104,J'ai,5I,J',,,,,,,,,,,,,,,,,,
105,punch,buis,guipure,Puis,,,,,,,,,,,,,,,,,
106,Turc,Guigne,eteignez,Notre-Seigneur,neud,Seigneur,,,,,,,,,,,,,,,
107,Autre,tueras lha-haut,La-haut,,,,,,,,,,,,,,,,,,
108,Barbette,benl,Barbetten,Barbettel,,,,,,,,,,,,,,,,,
109,Boulons,Consterna-,Non',Allonsl,tenonslo,,,,,,,,,,,,,,,,
110,menage,Genies,rien.- A,exageree,tragedienne,menagerie,,,,,,,,,,,,,,,
111,"plus54
LE PETIT","2or
LE PETIT CHOSE","mien.2o
LE PETIT CHOSE","les86
LE PETIT CHOSE","BeteI74
LE PETIT CHOSE","r6o
LE PETIT",a6,Petit Chose,"porte du collegel88
LE PETIT CHOSE","a6
LE PETIT CHOSE",,,,,,,,,,,
112,Pourvu,Muse badine,Mluse,poussde,Pousse,,,,,,,,,,,,,,,,
