cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8
55.0,kakatoes,aTout,,,,,,,
56.0,Dame,madameln,Dames,,,,,,
57.0,boulevard Montparnasse,Montparnasse,h Montparnasse,a Montparnasse,theatre Montparnasse,,,,
58.0,srete,discrete,Arretez,,,,,,
59.0,"PIERROTTE
I43
Cevenole",Pierrotte,"Vieille
bete de Pierrotte",Pierrotte -,Pierrotte.n,"Pierrotte
Pierrotte",palotte,,
60.0,Arrivee,Vive,,,,,,,
61.0,Boulons,reponse,Tribou,Allonsl,,,,,
62.0,Non',tenonslo,Parthenon,dpart,,,,,
63.0,amisln,Bourgeoisln,Luxembourg,,,,,,
64.0,Muguets,Muguet,,,,,,,
65.0,SAUMON,Saumon,,,,,,,
66.0,pyramide d'Egypte,Egypte,Lamartine d'Elvire,,,,,,
67.0,Figurez,guipure,,,,,,,
68.0,la manche,punch,,,,,,,
69.0,"Es-tu betel
Si la tete te tourne",bete,tempete,BeteI74,La Bete,betes,,,
70.0,joufflus de douze,Naples,baie de Naples,,,,,,
71.0,poussde,Eux,Pousse,Pourvu,,,,,
72.0,palais de la fee Porcelaine,Palais-Royal,Palais-Mazarin,Palerme,Kalatala,croirais-tu poete,,,
73.0,Turc,tueras lha-haut,La-haut,LA--3,,,,,
74.0,Petit Chose,"mien.2o
LE PETIT CHOSE","les86
LE PETIT CHOSE","2or
LE PETIT CHOSE","r6o
LE PETIT","porte du collegel88
LE PETIT CHOSE","BeteI74
LE PETIT CHOSE","plus54
LE PETIT","a6
LE PETIT CHOSE"
75.0,Pardonnez,Chardon,Pardon,Pardonne,weldon,,,,
76.0,Eyssette,Bernerette,Odette,Eyssettel,Eyssettte,Mee Eyssette,Musette,,
77.0,Jacquesl,Iacques,Jacques,Paques,Hacqueville,,,,
78.0,tenezl,Tenezl,Venez,,,,,,
79.0,Cevenol,Cevenole,Cevennes,,,,,,
80.0,Saint-Benoft,benl,rue Saint-Benoft,rue Saint-Guillaume,rue Saint-Guillaumel,rue Saint-Benoit,,,
81.0,venere Lalouette,Mee Lalouette,baguettel,Lalouettel,Lalouette,"vieux
Lalouette",devouee,,
82.0,Montez,mont-de-piete,Mont-,,,,,,
83.0,la-bas,ld-bas,l-bas,Bas,,,,,
84.0,Germane,abbe Germane,abbe,,,,,,
85.0,Vallee,talle,allezl,alle,Mlle,Allez,,,
86.0,"J 7'
1---- I",a----,L---,L----,"L--
`-",---rciseizzz--,"S
-
Lui
L---","L--
`","S
---
e"
87.0,hote,Pilois,hotel Pilois,hotel,"hotel Piloisl...
Du",,,,
88.0,Quels,Bouzanquet,Quelque,Quelquefois,Que Voulez,val Quelquefois,,,
89.0,celebres,pele-mele,meLEsS,,,,,,
90.0,victoria,dictce,victoria de la dame,,,,,,
91.0,Pacheco,Perrache,Pachecon,,,,,,
92.0,Plantes,ardin des Plantes,Iardin,,,,,,
93.0,Batignolleslo,"Bati-
gnolles",gnol,,,,,,
94.0,Porte S,Port-au-Prince,Roberte,La Porte,La Porte S,Emporte,,,
95.0,Apres,Pentecote,representee,rang.- Presentez,,,,,
96.0,clocher de Saint-Germain,Saint-Germain-,Saint-Germain-des-,Saint-Germain,Maintenant,faubourg Saint-Germain,Pres-Saint-Gervais,Saint-Germain-des-Prés,horloge de Saint-Germain
97.0,pensezl,lisezl,Pise,,,,,,
98.0,caraibe,Escargots,got,,,,,,
99.0,Languedoc,Blancs,Blanc,,,,,,
100.0,Tolocototignan,tolocototignan,,,,,,,
101.0,Grossiers,tapissieres,cimetieres,,,,,,
102.0,ESt-ce,estimez,Est,"sous-prefectureln
Est",,,,,
103.0,Grenelle,eLLE,passerelle,laquelle42,ELlE-ELLE-L-,Mademoiselle.6,,,
104.0,MArie-anne,Annou,Inouï,annongca,,,,,
105.0,Souwaroff,Chauve-Souris,Soudain,Prés,,,,,
106.0,Necro-,execre,sUCRE,,,,,,
107.0,Villle,LLLLLLL-LLLLLLLL-,L7sLL- L-L-L3,LLLLL- L,,,,,
108.0,Beaucaire,eclairee,Pecairel,soiree,,,,,
109.0,Chenilles,asphyxie les etrangle,Les Chenilles,les Debuts,fillesen,les86,,,
110.0,rue Lanterne,Angleterre,equerres,Nanterre,manecanterie,,,,
111.0,magnifiquel,amérique,Afrique,,,,,,
112.0,Accoude,Micou,"T

.-1coUcoU",Coucou-,Coucou,Boucoyran,,,
113.0,CoUCoU-BLANC,"Coucou-
Blanc",Coucou-bBlanc,Couru-Blanc,essouffle.coUcoU-BLANC,Coucou-Blancl Est,Coucou-Blanc,"T

.-1coUcoU-BLANC",Coucou-Blancl
114.0,sec.g6,bobeches,seche,cheminee,,,,,
115.0,1R-,1R-A,,,,,,,
116.0,Inde,Sarlandais,Sarlande,"college modele de
Sarlandel",Sar-,,,,
117.0,Cachotier,Faust,Moustier,,,,,,
118.0,"-
-
-]","16 J
as4 -
L","I

-
i","sI. -
I
-
5:
i","sI. -
I",,,,
119.0,Bamban,Bambanl,,,,,,,
120.0,R-L,Champenoise,sur-le-champ,champagne,,,,,
121.0,Chose,Choseln,Chosel,Chose.8,"Chosel
Or",,,,
122.0,Amour,emouvoir,voirl,,,,,,
123.0,serrure,arriere,Serrieres,Serrieres.n,Serrieresl,,,,
124.0,mERci,Cherchons,Rhone,Cher,,,,,
125.0,precipite,l1'Epitome,depit,l1'Odeon,,,,,
126.0,Deja,secrdtaire dejeune,dejeuna,,,,,,
127.0,du Nord,du cher,Mon cher,,,,,,
128.0,Nizier,Saint-Nizier,Saint-Nizier.n,Saint-Nizierl,,,,,
129.0,val,Rana-Valo,,,,,,,
130.0,menage,exageree,menagerie,,,,,,
131.0,mefie-toil,mastoides,toitl,toi.n,,,,,
132.0,Italie,Italiens,Fanfan-la-Italie,l'italie,d'Italie,Hospitalier,Italien,italie,l'Italie
133.0,"a47
Ici",ICI,vicille fee,,,,,,
134.0,piece,Pier-,Hier-,Mlle Pier-,,,,,
135.0,chiffonnee,MASoN,Robinson,connaft,Sonne,,,,
136.0,Conseillez,petille,Marsala,Camillel,serre-fille,Marseille,bouteille debouchee,,
137.0,Polichinelle.n,Chinois,Chine,,,,,,
138.0,continua1'Alsacien,Alsace,Alsacien,,,,,,
139.0,Demain-,dEmanda,Rendez,merl Le ciel,LE Lendemain,,,,
140.0,Mluse,miserablel,Muse badine,AmUser,desert,,,,
141.0,Vendredi,TU vENDRAS DE LA,Cudra,Vendredil,vENDRAS,,,,
142.0,eperdus,canape,apergcu,,,,,,
143.0,Religion,AInsi-Dan,Expansion,aSans,,,,,
144.0,Laisse,abbe ruisselle,aplatisse,suisse,,,,,
145.0,"place des
Terreaux",grace,larmcs,place d'Armes,IMes,,,,
146.0,premierln,Cadet,l1'Academie,,,,,,
147.0,collegel,Recollets,bibliotheque du college,Vieux-College,College,,,,
148.0,le soleil,soleil,,,,,,,
149.0,Malheureuse-,Malheu-,malheureusel,Malheureu-,,,,,
150.0,violente,La creole,rOle,Mole,,,,,
151.0,tete empanachee,tete,Tes,tetes,,,,,
152.0,hideuse,conge,Angelus,songeuse,,,,,
153.0,Attends,Barbette,Barbettel,Barbetten,,,,,
154.0,Limoux,bleme,"Limoux
Seulement",,,,,,
155.0,Malgre,resister,hesiter,gresil,,,,,
156.0,Comedie-Francaise,Comnme,Comeidie,Comedie,,,,,
157.0,Guigne,eteignez,Notre-Seigneur,Seigneur,neud,,,,
158.0,avenue,Avez,savezl,bravel,Savez,,,,
159.0,eglise Saint-Pierre,Montmartre,Saint-Pierre,Saint-Pierre a Montmartre,,,,,
160.0,avantl,enfaNt',,,,,,,
161.0,MIdi-Opinion,le Midi,Midi,,,,,,
162.0,Pas,dore,"pAs eNcore
rencontree",,,,,,
163.0,MIais,niais,,,,,,,
164.0,Anastasie,Bhagiratha,cette Bastille,Gymnase,Anastagille,,,,
165.0,"Wsa
-","A
-.",,,,,,,
166.0,Bretagne,la Bretagne,,,,,,,
