cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10
28,Gymnase,Anastasie,Anastagille,Chutl,wagon,,,,,,
29,Savez,Vive,Avez,savezl,"IX
TU",,,,,,
30,sur-le-champ,I,champagne,I45,D,Champenoise,R-L,,,,
31,Pruneaux,Beaux,Langlumeau,bordeaux,"place des
Terreaux",Sceaux,,,,,
32,CoUCoU-BLANC,Coucou-bBlanc,"T

.-1coUcoU-BLANC","Coucou-
Blanc",Heinl,essouffle.coUcoU-BLANC,Coucou-Blanc,Coucou-Blancl,-C,Couru-Blanc,Coucou-Blancl Est
33,Jacques,Iacques,I49,Jacquesl,Hacqueville,Paques,,,,,
34,AmUser,Muse badine,Mluse,desert,,,,,,,
35,Rosellen,Rosel,Rose,Le Rosellen,,,,,,,
36,l1'Academie,Cadet,premierln,l1'Odeon,"T
E",,,,,,
37,fievres,givre,levre,fievre,Sevres,,,,,,
38,"E
Or
A","3z-E
E
Or
A",,,,,,,,,
39,x=-,Comedie,Comedie-Francaise,Comnme,Comeidie,tragedienne,,,,,
40,rY,tenezl,Venez,pensezl,".G

-

'",Tenezl,,,,,
41,Palais-Mazarin,Palais-Royal,,,,,,,,,
42,RAEvE,REvE,eleves,"Musc
severe",treve,,,,,,
43,Sarlandais,Inde,Sarlande,"college modele de
Sarlandel","I,5",Sar-,,,,,
44,kakatoes,N-,Odette,Rome,Promettez,cette Bastille,laLE ROMIAN,Bernerette,,,
45,Montparnasse,h Montparnasse,.--,theatre Montparnasse,a Montparnasse,boulevard Montparnasse,,,,,
46,baie de Naples,canape,Naples,Prés,les86,,,,,,
47,Saint-Emilion,Saint-Esprit,Saint-,Saint-Theophile,Saint-Petesbourg,Saint-Cloud,,,,,
48,Vendredil,vENDRAS,Cudra,Vendredi,TU vENDRAS DE LA,,,,,,
49,Mont-,Montez,Montmartre,ca,mont-de-piete,,,,,,
50,Porcelaines,Maine,palais de la fee Porcelaine,Infortunes,Helasl,,,,,,
51,r8,songeuse,conge,Angelus,hideuse,,,,,,
52,Eyssettte,Musette,Eyssette,Mee Eyssette,Eyssettel,,,,,,
53,Chenilles,Les Chenilles,fillesen,,,,,,,,
54,Grenelle,eLLE,ELlE-ELLE-L-,Mademoiselle.6,Mlle,passerelle,laquelle42,,,,
55,punch,venere Lalouette,"vieux
Lalouette",devouee,Lalouette,Mee Lalouette,Lalouettel,,,,
56,frangcais,Frangais,Theatre-Frangais,"Theatre-
Frangais",Theatre-Frangcais,Theatre-Francais,theatre,O,,,
57,Blanc,Blancs,,,,,,,,,
58,tolocototignan,Tolocototignan,"I


-' Et
y",,,,,,,,
59,Espa-,d'Espagne,4--,aUn Espa-,Raspail,,,,,,
60,MASoN,Roberte,Robinson,,,,,,,,
61,Grillon,reveillon,echantillon,Allonsl,,,,,,,
62,Combien,Eh bien,Vienne,Bientot,AS-tu bien,,,,,,
63,avantl,.l,enfaNt',,,,,,,,
64,Maintenant,clocher de Saint-Germain,Saint-Germain-des-,Ca,Saint-Germain,faubourg Saint-Germain,Pres-Saint-Gervais,horloge de Saint-Germain,AInsi-Dan,Saint-Germain-des-Prés,Saint-Germain-
65,Chose.8,Chosel,Choseln,1E.,Chose,"Chosel
Or",L.R,,,,
66,sec.g6,echope,bobeches,seche,1R-A,la manche,,,,,
67,la Prairie,Prairie,rien.- A,.,,,,,,,
68,"L--
`",Ma-,"L--
`-",,,,,,,,
69,Saint-Nizier.n,Saint-Nizier,Nizier,Saint-Nizierl,,,,,,,
70,Carmelites,Carmelites -,larmcs,Palerme,Escargots,,,,,,
71,violente,Mole,La creole,rOle,le soleil,Eux,E,soleil,,,
72,Broum-Broum,eperdus,Perou,apergcu,Fougeroux,,,,,,
73,Prenez,Comprends-tu,Comprenez,frenesie,,,,,,,
74,Saint-Benoft,rue Saint-Benoit,rue Saint-Benoft,rue Saint-Guillaume,benl,rue Saint-Guillaumel,,,,,
75,"T

.-1coUcoU",Micou,Accoude,Coucou,Coucou-,A,,,,,
76,Saumon,SAUMON,,,,,,,,,
77,Figurez,guipure,serrure,,,,,,,,
78,cimetieres,Arrivee,tapissieres,arriere,Serrieres,Serrieres.n,Serrieresl,,,,
79,"maitres,-",Être,Entrezl,Autre,,,,,,,
80,L7sLL- L-L-L3,Villle,LLLLL- L,ronfla,LLLLLLL-LLLLLLLL-,,,,,,
81,Cherchons,Mon cher,Cher,du cher,cheminee,,,,,,
82,Pardonnez,Sonne,chiffonnee,Pardonne,Pardon,weldon,Chardon,,,,
83,rEgardez,Garçon,Rendez,egayer,Regardez,garde-robel,gardes-du-corps,,,,
84,tetes,tete,Tes,,,,,,,,
85,meLEsS,a6,pele-mele,melopee,celebres,,,,,,
86,du Nord,Conseillez,reveillee,serre-fille,vicille fee,Marseille,Camillel,petille,,,
87,P,Quartier Latin,Moustier,Cachotier,Quartier-Latin,quartier,Quartier,,,,
88,Genies,Daniel,merl Le ciel,Danielo,Danielln,,,,,,
89,S,Desir-de-plaire,eclairee,Pecairel,Beaucaire,sire-de-plaire,secrdtaire dejeune,,,,
90,Cevennes,Cevenole,Cevenol,,,,,,,,
91,Caveau,avenue,vecu,4,bravel,,,,,,
92,"Wsa
-",manecanterie,Angleterre,Nanterre,equerres,rue Lanterne,,,,,
93,Alsacien,continua1'Alsacien,Alsace,,,,,,,,
94,niais,voyais,croirais-tu poete,mAIs,MIais,aimais,"J

-'
1
x
1",t-=,sais,,
95,dore,Marsala,Kalatala,,,,,,,,
96,mefie-toil,toi.n,toitl,mastoides,,,,,,,
97,Saint-Pierre a Montmartre,Saint-Pierre,eglise Saint-Pierre,,,,,,,,
98,iles Marquises,joufflus de douze,asphyxie les etrangle,les Debuts,M. de,,,,,,
99,Neuf-des-Après,hate,N,Chateau-,"Chateau-
Neuf-des-Après",par-dessus,,,,,
100,Rana-Valo,val,,,,,,,,,
101,rang.- Presentez,Apres,noms.r6z,representee,Pentecote,3C-,,,,,
102,Perrache,Pachecon,Bach',tete empanachee,Pacheco,gachisl,,,,,
103,Foin,val Quelquefois,paRfois,Nice,Quelquefois,Quels,Quelque,,,,
104,veloursl,jE,aTout,Retourne,Touraine,,,,,,
105,connaft,ceda,Consterna-,consternes,,,,,,,
106,Religion,Revolutionl,Expansion,,,,,,,,
107,Pourvu,poussde,Pousse,,,,,,,,
108,le Midi,Midi,MIdi-Opinion,,,,,,,,
109,oUi,luil,Ebloui,Ouil,,,,,,,
110,r6cI,tais5o,etais,ecoutais,,,,,,,
111,estimez,ESt-ce,Est,"sous-prefectureln
Est",,,,,,,
112,Somme,dejeuna,Deja,,,,,,,,
113,Chauve-Souris,a'-a,Souwaroff,Soudain,Peyrol,Soubeyrol,,,,,
114,abbe ruisselle,aplatisse,Turc,buis,e,Laisse,suisse,Puis,,,
115,"Vieille
bete de Pierrotte","Pierrotte
Pierrotte",Pierrotte -,"PIERROTTE
I43
Cevenole",Pierrotte,Pierrotte.n,palotte,,,,
116,pyramide d'Egypte,Lamartine d'Elvire,IMes,place d'Armes,,,,,,,
117,bouteille debouchee,Bouzanquet,Boucoyran,Boulons,Tribou,,,,,,
118,Port-au-Prince,Emporte,Porte S,La Porte S,La Porte,,,,,,
119,deplaft,deplume,l1'Epitome,precipite,depit,,,,,,
120,Ohel,Luxembourg,amisln,Bourgeoisln,,,,,,,
121,.L,"hotel Piloisl...
Du",hotel,Pilouittl,Or,hotel Pilois,Pilois,hote,Loin,,
122,Cunocepa,I59,paraft,Parfaitl,caraibe,.`2,separa,,,,
123,madameln,Dames,Dame,,,,,,,,
124,Plantes,ardin des Plantes,Iardin,,,,,,,,
125,boue de Paris,Parisien,Parisiens,Parisl,PAris,Paris,,,,,
126,Hospitalier,Fanfan-la-Italie,flte,d'Italie,Italiens,Italien,l'italie,italie,l'Italie,Italie,
127,Parthenon,depart,dpart,F-=,,,,,,,
128,la-bas,l-bas,Bas,ld-bas,,,,,,,
129,Vatel,IMt,Cristaux,tristel...,,,,,,,
130,victoria de la dame,saluerentIIIRIAR,dictce,victoria,,,,,,,
131,Guigne,eteignez,Notre-Seigneur,europe,neud,Seigneur,,,,,
132,Amour,Mot,voirl,iNN,Limoux,soiree,emouvoir,,,,
133,Chinois,Colombine,"CHIOSE
A",Polichinelle.n,Chine,,,,,,
134,trompe-la-mort,tueras lha-haut,LA--3,I54,La-haut,,,,,,
135,La Bete,"Es-tu betel
Si la tete te tourne",BeteI74,betes,bete,,,,,,
136,MI,Barbette,Attends,Barbetten,Barbettel,,,,,,
137,peut6ot,reponse,Non',tenonslo,,,,,,,
138,Egypte,Vois,- Oh,voila,Voilh,,,,,,
139,"plus54
LE PETIT","2or
LE PETIT CHOSE","mien.2o
LE PETIT CHOSE","les86
LE PETIT CHOSE","BeteI74
LE PETIT CHOSE","r6o
LE PETIT",Petite-Cercle,-.s,Petit Chose,"porte du collegel88
LE PETIT CHOSE","a6
LE PETIT CHOSE"
140,malheureusel,Malheu-,"L-N

A
f",Malheureu-,Malheureuse-,,,,,,
