cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12
34,Mill,M. Ville-,dishabille,Ill,Mn,Mlle,Seville,Nile,Villebeeque,Ville,"Salt
Hill",Brazils,Willesden
35,Penelope,Western Europe,Europe,Eu,,,,,,,,,
36,Helingsley,Walingers,Hel,Wellington,Hellingsby,Hellingsley,Iellingsley,,,,,,
37,Thou,Monmouth,South,Southern Italy,,,,,,,,,
38,Spain,Si,Sinai,China,,,,,,,,,
39,Milan,Milbanks,Miln,MILLBANK,Milbank,Albany,Millbank,,,,,,
40,field11,firiends,Oswld,Belgium,Field,Oriel,,,,,,,
41,Varter,Carthage,Hansard,Charta,Nebuchadnezzar,CcHAPTER XIV,Sparta,Christchurch,,,,,
42,Athens,Peninsula,the Spanish Peninsula,,,,,,,,,,
43,Ravenna,Frenchwomen,Friendship,Frenchmen,absent2,Regent,,,,,,,
44,Nuneham,Palmerston,Dame,Tamerlane,Thames,Amersham,Durham,,,,,,
45,Uwins,Earwig,Sedgwick,Wilkie,wi,WiIl Vanity,,,,,,,
46,woodland,Highland,midland,Monkey Island,Neapolitan,Scotland,Ireland,the Holy Land,Poland,,,,
47,Brennus,Isthmus,Sussex,Jerusalem,Austria,us,Academus,HIouse,,,,,
48,"the Ruo
Rivoli",Nuovos,Rivoli,Liverpool,,,,,,,,,
49,Lyndhurst,France,Trautsmandorff,Grand Cairo,Astrachan,Strand Coffee-,Hindostan,Ministry,Strand,,,,
50,snuf,Baltic,tin2,Palestine,tinualy,Aquatics,,,,,,,
51,MR,,,,,,,,,,,,
52,BOoK VIII,Troy,Tokay,Pembroke,Brocas,fabri,brook,Rome,,,,,
53,St. Paul,St. Mary's,St.,St. John,St. John's,oL. J.,,,,,,,
54,England l'',Rossendale,England,Lngland,,,,,,,,,
55,Moffatt,Gazette,Waterloo,Watteau,,,,,,,,,
56,cloul,Louis Qua-,Borough,Slough,,,,,,,,,
57,here3,Hebrews,Sovereigns,Heroes,here2,adore2,Jeremiads,,,,,,
58,Hanover,Spinoza,Ferdinand,Inferno,,,,,,,,,
59,Phillippics,Politil,Ladyship,Philip,,,,,,,,,
60,Northamptonshire,Frankfort,Tamworth,Althorp,the Nortlern Sea,earth,North,,,,,,
61,the Prince Colonna,De Lolme,Madame B. de R-d,Colonna,Torquamada,Madame Colonna,,,,,,,
62,Byron,Barnes,Lazaroni,Throne,Arragon,Barcelona,Barony,,,,,,
63,the green district,graecful,Greeks,the green mountains,Greece,,,,,,,,
64,the Lock Pool,the Eil de Beuf,Hyde Park Place,the New Poor Lsw,the Upper Park,the Lower Park,,,,,,,
65,Berlin,Arlington Street,Parliamnent,Parliamentasy,Carlist,Pavia,Parlia,Arabia,,,,,
66,Moorish kingdom,The Kingdom of France,King,modemn kingdoms,Downing Street,Kingdom,,,,,,,
67,St. James,St. James's,St. James',,,,,,,,,,
68,NEW GENERAII0N.,Scienee,St. Gene-,St. Genevievel,"St. Genevievel
coNINGSBY",Vienna,Geneva,St. Genevieve,,,,,
