cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11
48,Athens,Thebes,Rebello,,,,,,,,,
49,Jamaica,Pagan,Nilotic Africa,Richmond,Africa,America,,,,,,
50,Augsburg,St. Petersburg,Edinburgh,,,,,,,,,
51,the Nortlern Sea,Tamworth,North,,,,,,,,,
52,Kingdom,King,modemn kingdoms,The Kingdom of France,Moorish kingdom,,,,,,,
53,Throne,Lazaroni,Byron,Barony,,,,,,,,
54,Hyde Park Place,De Lolme,the Lower Park,the Lock Pool,Park,"L 2
22",the Upper Park,,,,,
55,the United Provinces,the United States,the United Kingdom,,,,,,,,,
56,St. Gene-,Watteau,"St. Genevievel
coNINGSBY",St. Genevieve,Mn,St. Genevievel,Geneva,NEW GENERAII0N.,,,,
57,Windsor rang,Windsor,"Windsor
Park",Uwins,,,,,,,,
58,Althorp,Ecelesiastical,Baltic,Wilkie,Aquatics,,,,,,,
59,Willesden,Villebeeque,dishabille,M. Ville-,Seville,Lyndhurst,Ville,,,,,
60,Walpole,Politil,Rivoli,Neapolitan,,,,,,,,
61,Torquamada,Madame B. de R-d,the Prince Colonna,Madame Colonna,Colonna,Dame,,,,,,
62,Ferdinand,China,Sinai,us,Saxony,,,,,,,
63,Field,Oriel,field11,,,,,,,,,
64,Slough,Louis Qua-,cloul,,,,,,,,,
65,St. Paul,oL. J.,St. John's,St. John,St. Mary's,St.,,,,,,
66,the Eil de Beuf,the Republic of Paris,the Rue Tronchet,the New Poor Lsw,"the Ruo
Rivoli",,,,,,,
67,Barcelona,London,Babylon,Lon-,,,,,,,,
68,Benumanoir,Germany,Manhood,Trautsmandorff,,,,,,,,
69,Everingham,Birmingham,Nottingham,,,,,,,,,
70,HIouse,,,,,,,,,,,
71,Naples,Sevres,Temple,,,,,,,,,
72,West,Borough,West India,Weston,,,,,,,,
73,Ermengarde,Aldermen,,,,,,,,,,
74,Studcaster,East,Castle,Lancaster,Newcastle,,,,,,,
75,Nile,midland county,the County of -,the County Chronicle,,,,,,,,
76,Ministry,Isthmus,Christchurch,,,,,,,,,
77,Lucca,Lucullus,,,,,,,,,,
78,Alps,Paradise,Kildare,Arabia,Valparaiso,Paris,,,,,,
79,this Cuabinet of Medio-,Mauritania,Medioerity,Mediterranean,,,,,,,,
80,France,Frankfort,,,,,,,,,,
81,Europe,Israel,Manchester,Westminster,Inferno,Western Europe,,,,,,
82,Brennus,Ravenna,Vienna,,,,,,,,,
83,Cottage,Benito,WiIl Vanity,San Benito,,,,,,,,
84,Study,Grand Cairo,Strand,Strand Coffee-,,,,,,,,
85,Duchess,Infirmary,Marquess,,,,,,,,,
86,Floa,Melbourne,Luxembourg,Boursc,,,,,,,,
87,Frenchmen,Frenchwomen,,,,,,,,,,
88,Lepanto,Spain,Peninsula,the Spanish Peninsula,the British Isles,,,,,,,
