cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17
93,Pobre Cecilia,Civilisa-te,Especie,"Pois
Cecilia",antecedencias,City,Lucrecia,Santa Cecilia,"d'ellas,--era Cecilia",Biblia,vigilia,Grecia,Cecilia,"Ó
Cecilia",Cecíiia,auxiliaste,Ilion,
94,Aquila Chrysaetos,Obsequio,tranquillisar,Aquillo,áquillo,adquiri,,,,,,,,,,,,
95,Guichard,Cecilia;--disse Mr. Richard,Mr. Richard:--Bons,Mr.,,,,,,,,,,,,,,
96,Hespanha,Tres bastam-me,Amel,Pozeram-me,Tinham-me,Estranham-me,constranger,Encommendaram-m,,,,,,,,,,
97,Fumar,Mau,Humh,Fuma,,,,,,,,,,,,,,
98,Xerez,Thus,"work
with the phrase",theatro lyrico,Berenice,There,Erectheum,Thebaida,,,,,,,,,,
99,Appellava,N'ella,lagrimas,n'ella,cancella,Valle de lagrimas_,"jardim das
bellezas matutinas",ornato n'ella,Cosme Villas-boas,Abeillard,Blackfield,Ellas,Helas,téla,Atilas,baixo da janella,,
100,Bass,Assignado,Rossi-Cassi,Vassif-Pachá,Vassif,luvas,veigas fertilissimas,,,,,,,,,,,
101,ámago,Mancha,Allemanha,Ámanhã,Maranhão,Campanhã,ámanhã,,,,,,,,,,,
102,Pó,Póde,,,,,,,,,,,,,,,,
103,Yorkshire,Depressa,resonar,Affligir,luzir,Simphirepol,Prefiro-as,respiraste,Tytire,Pires,Repito-o,,,,,,,
104,Donations,"vale nada,--acudiu",Title,Additional,Biblioteca Nacional Digital,addicionava,Trapalhona,Albyon,,,,,,,,,,
105,dóminó,Espinho,Coitadinhos,Areinho,absintho,Supponho,Minho,Adivinho-o,Carvalhinho,illuminára,,,,,,,,
106,Hontem,horizonte.--São,hontem,Traz-os-Montes,,,,,,,,,,,,,,
107,V. exc.ª,»--«E,S. João,--V. s.ª,U.S.,,,,,,,,,,,,,
108,Vá,Vae...,Queijo...,...,,,,,,,,,,,,,,
109,aggravou,Varreram-se,AGGRAVAM-SE,Aggravam-se,,,,,,,,,,,,,,
110,cêdo,Cêdo,,,,,,,,,,,,,,,,
111,Troya,Peel,Europa,tropel,,,,,,,,,,,,,,
112,Riremos,Tremi,ceremonia,Vêem,Gabarem,Tremo,,,,,,,,,,,,
113,Delgado,Vouga,Voltava,Folgarei,Diga,Volga,,,,,,,,,,,,
114,Valbom,Bom Jesus,bom rir,bom,,,,,,,,,,,,,,
115,S. Pedro,prosodia,Pedroso,Peso,,,,,,,,,,,,,,
116,Sebastopol,Costumo,Australias,"cost and with
almost",Vistula,Estás,boston,St,,,,,,,,,,
117,d'este senhor,Nossa Senhora,minha senhora,Tenho,Senhora,penhore,Senhor,,,,,,,,,,,
118,Inglaterra,Serra do Pilar,Verduras,lateraes,terra,nova terra,Interpretaram,,,,,,,,,,,
119,examino,chamma,chapéo,És,Chaminés,Park Benjamin,,,,,,,,,,,,
120,Giorno,penna,quê?--pensava,peior,Campo Pequeno,Pennor,,,,,,,,,,,,
121,Contas de Jenny,La Fontaine,Conduzamol-as,syntaxe,Confiaste,commentava,Contrastava,"tambem.--As tuas palavras
rehabilitariam",Contas,,,,,,,,,
122,Crimeia,beijos,passeiar,Creia,Passeiava,Creiam-me,Cheguei,Ia,eia,Dorotheia,Leio-o,,,,,,,
123,victima,impavidez,Emfim,Kimbri,Vivia,Vim,,,,,,,,,,,,
124,permitte,Smithfield,Jupiter,porta do cemiterio,appetecer,cemiterio contiguo,mysterioso,cemiterio,,,,,,,,,,
125,rua dos Inglezes,INGLEZA,Inglezes,,,,,,,,,,,,,,,
126,Ouvem-o,même,Larguem-me,Lembra-me,Teem-me,Dá-m,,,,,,,,,,,,
127,parochia,nebrinas,chins,campinas,Cachimbo,China,,,,,,,,,,,,
128,posponto,Continue,Poetico,Ponti?,Ponsard,Ponti,continuacão,,,,,,,,,,,
129,"Vinha
amarello",Avintes,Fonte da Vinha,Adivinhas,Vinha,,,,,,,,,,,,,
130,taes momentos,perenne contentamento,desvairamentos,acrescentou:--Vens,Presentimentos,,,,,,,,,,,,,
