cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15
36,Observava,Servi,Servida,Paulo,,,,,,,,,,,,
37,n'elle,Appellava,N'ella,n'ella,cancella,ornato n'ella,Ellas,,,,,,,,,
38,elle,d'elle,elle cobria,elle.--Faz-me,Subia elle,marmellos,Mademoiselle,"jardim das
bellezas matutinas",ceia d'elles,bella de belleza nacional,casa d'elle,um.--«_Elle,,,,
39,Julga-me,Ouça-me,Lembra-me,Falla-me,lão,Basta-me,Cheira-me,Impacienta-me,,,,,,,,
40,quasi,Quasi,Quan,"quasi
impraticavel",UT,,,,,,,,,,,
41,luctou,lucta,architectonica,,,,,,,,,,,,,
42,Venha,Tenha,Venham,,,,,,,,,,,,,
43,Poetico,amico~,Nicot,,,,,,,,,,,,,
44,Dize-me,Vae-me,Dizes-me,Cumpre-me,,,,,,,,,,,,
45,Assumpto,SYMPTOMAS,assumpto,"Assumpto
escossez",assumptos,Luiza,,,,,,,,,,
46,lagrimas,City,damasco,Valle de lagrimas_,prima-donna,veigas fertilissimas,,,,,,,,,,
47,Principie,Principiava,principie,,,,,,,,,,,,,
48,Perdôa-lhe,Perdôa,Perdôe-me,Perdia,,,,,,,,,,,,
49,Desato-me,Recolho-me,Concordo,Recordo-me,lua,,,,,,,,,,,
50,André,Andral,Alexandria,,,,,,,,,,,,,
51,valle,Valle,allemães,Allemanha,"vale nada,--acudiu",,,,,,,,,,,
52,Espinho,Carlinhos,Coitadinhos,comesinhos,Areinho,sonhos dourados,Minho,Carvalhinho,,,,,,,,
53,N'aquelle cemiterio,Falle-lhe n'aquelle,n'aquelle,"saír
d'aquelle sobresalto",Ha n'aquelle,N'aquellas,saír d'aquelle,Aquelle,N'aquella côrte,"Praça
aquelle",theatro n'aquelle,N'aquelle,apreciar n'aquella,aquelle,"elle n'aquella
manhã",áquelles
54,sorrisos,sorri,Morris,Houris,,,,,,,,,,,,
55,Praça,PRAÇA,defeza da praça,"Praça

IX",Praça de,Praça?,,,,,,,,,,
56,Peço-lhes,Dê-lhe,Deem-lhe,Acho-lhe,Peco-lhe,Peço-lhe,Pergunta-lhe,Perguntei-lhe,,,,,,,,
57,Trauteando,"Trai la rai...

trauteava",trauteava,la rai,Trai la rai,,,,,,,,,,,
58,Liverpool,Viverás,--Verá,V. exc.ª,Terás,However,--V. s.ª,,,,,,,,,
59,"Aguia
d'Ouro",aguia,Europa,Douro,Aguia d'Ouro,Guiné,Aguia,,,,,,,,,
60,causar-se-lhes-hia,Voltava,Notava-se-lhe,Preparava-se-lhe,,,,,,,,,,,,
61,Fallou-me,falle,Vá,Woodfall Hope,fallo,Fallam,Falle,,,,,,,,,
62,Quererias,vozeria,Poderia,,,,,,,,,,,,,
63,somno,somma,somma avultada,,,,,,,,,,,,,
64,comprehendia,comprehendo,beheu,computer virus,Comprehendeu,,,,,,,,,,,
65,Hontem,horizonte.--São,hontem,Ia,Traz-os-Montes,,,,,,,,,,,
66,Scenas,scenas,acrescentou:--Vens,Ascende,,,,,,,,,,,,
67,Occidente,impavidez,Cuidei,,,,,,,,,,,,,
68,Cinza,Cinque,Racine,,,,,,,,,,,,,
69,Lucrecia,Crescia,Grecia,http://bnd.bn.pt,,,,,,,,,,,,
70,joven padre,Padrão,Padre,Snr,Padre-nosso,,,,,,,,,,,
71,Vistula,tristeza,tristezas basto,Justeza,Triste,,,,,,,,,,,
72,hypocrisia,Asia,phantasia popular,malvasia,,,,,,,,,,,,
73,Vomitam,permitte,Smithfield,acrolitho,,,,,,,,,,,,
74,Civilisa-te,Fiz-te,Fazer-te,Saíste-te,Sume-te,,,,,,,,,,,
75,Fumar,Praticaria,culinaria,"critica
atrabiliaria",Marianna,Ha,"tambem.--As tuas palavras
rehabilitariam",,,,,,,,,
76,succedeu,Succeder-lhe-hia,Successos,,,,,,,,,,,,,
77,Acredita-me,Eh,Acreditará,Acredite-me,,,,,,,,,,,,
78,Cerco,"azafama do
commercio",commerciaes,collegas commerciaes,Merci,sociaes,commerciaes de Londres,Praça Commercial,"Praça
commercial do",,,,,,,
79,Antonia,Santo Antonio,Cantos,Comquanto,rua de Santo Antonio,Antoninha,,,,,,,,,,
80,victoria,victima,réo,Victoria,victoria da primeira,Feitoria,,,,,,,,,,
81,Narrativas,Effectivamente,affectuosa,Effectivamente Carlos,,,,,,,,,,,,
82,Guarda-a,Covent-Garden,joven,,,,,,,,,,,,,
83,Rompia,Interrogue-a,Avintes,interrompia,interrogadoramente,prosapia_»--interpretava,Interpretaram,,,,,,,,,
84,Posso,Porisso,prova d'isso,d'isso,Confissões,,,,,,,,,,,
85,Depressa,Incessu,saiba,Yess,,,,,,,,,,,,
86,d'ahi,ahi,Ahi,ahi jazem,subtrahia,D'ahi,,,,,,,,,,
87,Creança,similhança,Doença,França,Gonçalo,És,,,,,,,,,,
88,salvador,Rialva,cêdo,Clementina Rialva,,,,,,,,,,,,
89,Estações,West of England,Estás,molestia,West-End,Estiveste,Protegeste,,,,,,,,,
90,Julgára,Julgo,m'o,Julgamos,Tomára,,,,,,,,,,,
91,Tira,Admira,Partira,,,,,,,,,,,,,
92,Exquisita,exquisito,Obsequio,adquiri,,,,,,,,,,,,
93,prometto,Promettia,prometter,Mettia,,,,,,,,,,,,
94,"Corporal
Trim",eleitoraes,coraes,Coragem,lateraes,,,,,,,,,,,
95,vigilia da vespera,fim?--bradava,Foz,estrada da Foz,estrada de cima,,,,,,,,,,,
96,Norte,cortezias,do Norte,America do Norte,Some states do not allow disclaimers of certain,,,,,,,,,,,
97,Rego Lameiro,Esteiro,cóveiro,poleiro,Prefiro-as,Curvei,pinheiros,,,,,,,,,
98,brazas,Abrahão,Coimbra,Brains,Quebrantões,Kimbri,Cachimbo,,,,,,,,,
99,Conheceu-a,Reconheceu-os,Reconhecera,Desconheço-te,,,,,,,,,,,,
100,Hollanda,Branda,Anda,Manda-os,andar de cima,,,,,,,,,,,
101,Souto,n'outro,doutor,,,,,,,,,,,,,
102,Vão com Deus,"Valha-nos
Deus",Falta-nos,"Valha-nos
Deus!",Meus,,,,,,,,,,,
103,occaso,soccorro,soccorro da begonia,Cêdo,,,,,,,,,,,,
104,bretanha,Grã-Bretanha,Tudo,Bretanha,téla,,,,,,,,,,,
105,lettras,Verduras,"work
with the phrase",Raspail,Rasgue-a,,,,,,,,,,,
106,douda,"aguas dos
rios caudalosos",Cruda,Audaces,,,,,,,,,,,,
107,Pausa,Accusar-me-hão,accusacão,anticipacão,accusou,Póde,Syracusa,,,,,,,,,
108,pallido,alli,Trapalhona,,,,,,,,,,,,,
109,escripturacão,Escriptura,brochura,,,,,,,,,,,,,
110,resonar,Leeson,Peso,,,,,,,,,,,,,
111,"Lord
Mayor",Oxford,Oxford Street,,,,,,,,,,,,,
112,preponderancia,antecedencias,impaciencia,inlelligencia,Anciada,Title,Imminencia,Providencia,IMMINENCIAS,,,,,,,
113,absintho,Sinto,,,,,,,,,,,,,,
114,Felice Romani,Mancha,Manzoni,Many,Manrique,,,,,,,,,,,
115,prosodia,plano!--acudia,podérdes,Codigo,Podia,,,,,,,,,,,
116,N'este intervallo,N'este sitio,N'este genero de occupações,,,,,,,,,,,,,
117,porta de fortaleza,Vouga,Porto,Fortunato,Portugal,em Portugal,,,,,,,,,,
118,de Lisboa,taboa,Lisboa,,,,,,,,,,,,,
119,analyso,analoga,Susana,quéda,,,,,,,,,,,,
120,Vae,Vae...,Queijo...,...,,,,,,,,,,,,
121,Russia,Rossi,Escossia,Mattos,Tossia,,,,,,,,,,,
122,portão do jardim,rua do,Peel,jardim de S. Lazaro,rua das Flores,rua do jardim,balsamica do logar,,,,,,,,,
123,taes momentos,perenne contentamento,desvairamentos,Presentimentos,,,,,,,,,,,,
124,posponto,Ponti?,Supponho,Ponti,,,,,,,,,,,,
125,Santa Catharina,Santa Casa,cantaro,,,,,,,,,,,,,
126,Forno Velho,esforço do velho,palácio do Freixo,,,,,,,,,,,,,
127,Parece-me,Amel,appetecer,Pareceu-me,Desapparece Amel,,,,,,,,,,,
128,»--«E,Biblia,fogo»--lia,,,,,,,,,,,,,
129,proprio Falstaff,proprio Sterne,Sterne,,,,,,,,,,,,,
130,Londres,Educação,corporação de Londres,,,,,,,,,,,,,
131,Vêem,Milton,familia--,familia,vigilia,,,,,,,,,,,
132,bom retiro,Valbom,Bom Jesus,bom rir,bom,,,,,,,,,,,
133,Trazida,Agradecida,aguas limpidas,Cuidas,,,,,,,,,,,,
134,Sevilha,Ralhavas-me,Batalha,Blackfield,Talhados,batalha»--e,,,,,,,,,,
135,Viegas,loura lady,desviei,Laura Viegas,Boa Vista,,,,,,,,,,,
136,patriarchaes,cereaes,locaes,quaes,caes,virginaes,,,,,,,,,,
137,Consagral-o-hão,Conduzamol-as,Consola,constranger,Ponsard,,,,,,,,,,,
138,Leonora,physionomia,Impressionou-nos,Ilion,,,,,,,,,,,,
139,Hespanha,Esteiro de Campanhã,Campanhã,campinas,Campo Pequeno,,,,,,,,,,,
140,bairro de Cedofeita aquelle,Cedofeita,Cedofeita aquelle,,,,,,,,,,,,,
141,Long,Pamplona?--ouviu,Longe,,,,,,,,,,,,,
142,Aquila Chrysaetos,tranquillisar,Aquillo,áquillo,,,,,,,,,,,,
143,Erhard,Guichard,Mr. Richard:--Bons,Mr.,,,,,,,,,,,,
144,cordiaes,Humh,America,misericordia,Fuma,,,,,,,,,,,
145,commover,Commigo,commentava,commetter,Comtudo,communs,Encommendaram-m,Commoveu-a,commigo,,,,,,,
146,passeiar,Passeiava,Passos,,,,,,,,,,,,,
147,Xerez,Pantheon,There,Erectheum,Thebaida,,,,,,,,,,,
148,plausibilidades,embecilidade,Ociosidade,velleidades,piedade,puerilidades,Universidade,,,,,,,,,
149,Bass,Vasado,Assignado,Rossi-Cassi,Vassif-Pachá,Vassif,luvas,,,,,,,,,
150,ámago,Ámanhã,Maranhão,ámanhã,,,,,,,,,,,,
151,chavena,chamma,chapéo,,,,,,,,,,,,,
152,Donations,Redistribution,Additional,Biblioteca Nacional Digital,addicionava,,,,,,,,,,,
153,ramada,Rara,Amaryllida,placa da camara escura,camarim,camara,,,,,,,,,,
154,Pobre Cecilia,"Pois
Cecilia",Santa Cecilia,"d'ellas,--era Cecilia",Cecilia;--disse Mr. Richard,Cecilia,"Ó
Cecilia",Cecíiia,,,,,,,,
155,Chegaram,Seguimol-a,Cheguei,do conchego,,,,,,,,,,,,
156,Olha,Olhem,Olhe,,,,,,,,,,,,,
157,occupação barbara,Desbarretem-se,Gabarem,Barba,,,,,,,,,,,,
158,Jenny:--Exigir!--E,Jennys,Jenny,Jenny.--Pois,,,,,,,,,,,,
159,Tibre,Paiz,lugubre,,,,,,,,,,,,,
160,aggravou,Varreram-se,AGGRAVAM-SE,Ai,Aggravam-se,,,,,,,,,,,
161,Riremos,Tremi,Polyphemo,Tremo,,,,,,,,,,,,
162,Delgado,Folgarei,Volga,,,,,,,,,,,,,
163,Sena,Berenice,serena,,,,,,,,,,,,,
164,Tejo,Carlos,Foz o Carlitos,Carlos.--Dorme,Carlos.--,,,,,,,,,,,
165,Kate,Affligir,Chateau-Laffite,,,,,,,,,,,,,
166,agatha,Demais,Anathema,,,,,,,,,,,,,
167,caracterisava,Foscaris,caricias,buscar-m'a,Carriça,Carmo,,,,,,,,,,
168,Helas,Atilas,,,,,,,,,,,,,,
169,nossa casa,Vamos,nossa atmosphera,,,,,,,,,,,,,
170,d'este senhor,Nossa Senhora,minha senhora,Tenho,Senhora,penhore,Senhor,,,,,,,,,
171,Laponia,ceremonia,begonia,acrimonia,calumnia,Anlonia,Virginia,,,,,,,,,
172,Inglaterra,Serra do Pilar,Feuchtersleben,Butterfly,terra,nova terra,,,,,,,,,,
173,"Vinha
amarello",Divina Comedia,Fonte da Vinha,Adivinho-o,Adivinhas,Vinha,,,,,,,,,,
174,Especie,Bispo,Respondam,,,,,,,,,,,,,
175,hymno da Carta,rio da Villa,alto da folha,Chico da Lousã,baixo da janella,"somno da
noite",,,,,,,,,,
176,Repouso,alameda lateral,calçada do Terreiro,Salame,alameda do Repouso,,,,,,,,,,,
177,larão lão,XI,lari,Serrão,larão,,,,,,,,,,,
178,Sebastopol,Australias,Confiaste,respiraste,auxiliaste,,,,,,,,,,,
179,Contas de Jenny,La Fontaine,syntaxe,Mau,Contas de Carlos,Contrastava,Contas,,,,,,,,,
180,Crimeia,Creia,eia,Dorotheia,,,,,,,,,,,,
181,bonito,Emfim,Repara,Brito,Repito-o,Leio-o,,,,,,,,,,
182,molles,collete do subordinado,molle,collo,collegio,,,,,,,,,,,
183,Jupiter,porta do cemiterio,cemiterio contiguo,mysterioso,cemiterio,,,,,,,,,,,
184,rua dos Inglezes,INGLEZA,Fazes,Inglezes,,,,,,,,,,,,
185,Tres bastam-me,Ouvem-o,Larguem-me,Expliquem-as,Pozeram-me,Tinham-me,Estranham-me,Creiam-me,Teem-me,,,,,,,
186,parochia,nebrinas,Achilles,chins,China,,,,,,,,,,,
187,Albyon,,,,,,,,,,,,,,,
188,Salt Lake City,Salta,Maltez,,,,,,,,,,,,,
