cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14
83,Audaces,douda,sonhos dourados,Cruda,Douro,,,,,,,,,,
84,fogo»--lia,familia,familia--,,,,,,,,,,,,
85,preoccupacão anterior,accusou,Syracusa,Accusar-me-hão,accusacão,anticipacão,Isaac,,,,,,,,
86,Ascende,scenas,Scenas,acrescentou:--Vens,Enganas-te,,,,,,,,,,
87,"tambem.--As tuas palavras
rehabilitariam",Tambem,Vomitam,Tamisa,,,,,,,,,,,
88,Sena,serena,Berenice,,,,,,,,,,,,
89,Protegeste,Estende,Esteiro,Esteiro de Campanhã,poleiro,N'este genero de occupações,pinheiros,Estiveste,N'este sitio,Prefiro-as,cóveiro,,,,
90,comprehendo,comprehendia,Comprehendeu,beheu,Eh,,,,,,,,,,
91,Porto,Fortunato,Portugal,porta de fortaleza,Vouga,em Portugal,,,,,,,,,
92,porta do cemiterio,mysterioso,cemiterio contiguo,cemiterio,permitte,N'aquelle cemiterio,Jupiter,,,,,,,,
93,Encommendaram-m,collegas commerciaes,commetter,commentava,commerciaes,Praça Commercial,sociaes,"azafama do
commercio",commerciaes de Londres,Merci,Cerco,"Praça
commercial do",,,
94,absintho,Sinto,,,,,,,,,,,,,
95,Fonte da Vinha,"Josefinha da
Agua-benta",Vinha,Adivinho-o,Adivinhas,"Vinha
amarello",,,,,,,,,
96,Seguimol-a,segural-o.--Lê,Conduzamol-as,,,,,,,,,,,,
97,Terás,Liverpool,However,Viverás,--Verá,,,,,,,,,,
98,Cosme Villas-boas,villania,Gran-ville,rio da Villa,Abeillard,,,,,,,,,,
99,Perdôe-me,Perdôa,Perdôa-lhe,Verduras,Perdia,,,,,,,,,,
100,Peel,tropel,Europa,Troya,,,,,,,,,,,
101,vigilia da vespera,estrada de cima,estrada da Foz,alto da folha,Foz,fim?--bradava,,,,,,,,,
102,Podia,vozeria,podérdes,Poderia,,,,,,,,,,,
103,Santa Catharina,nossa casa,cantaro,Santa Casa,occaso,,,,,,,,,,
104,Olha,Olhem,Olhe,,,,,,,,,,,,
105,m'o,trouxe-m'os,,,,,,,,,,,,,
106,desformam,Morlays,formúla,Formosam,nossa atmosphera,,,,,,,,,,
107,by U.S. federal laws,U.S.,,,,,,,,,,,,,
108,defeza da praça,"Praça

IX",Praça?,Praça de,PRAÇA,Praça,,,,,,,,,
109,loura lady,Viegas,Laura Viegas,,,,,,,,,,,,
110,Dizia,--Dize,Jenny!--dizia,Charles!--disse Jennv,são horas!--dizia,salve!--dizia,,,,,,,,,
111,Exquisita,Brito,exquisito,,,,,,,,,,,,
112,surprendia,aprender?--mas,Aonde,Surprende,,,,,,,,,,,
113,Mr.,Erhard,Guichard,Mr. Richard:--Bons,Cecilia;--disse Mr. Richard,,,,,,,,,,
114,brochura,escripturacão,Escriptura,Saturno,,,,,,,,,,,
115,Gabarem,occupação barbara,Barba,Desbarretem-se,,,,,,,,,,,
116,comesinhos,Supponho,Areinho,Carvalhinho,Minho,Coitadinhos,dóminó,illuminára,Espinho,,,,,,
117,sorrisos,Carriça,sorri,Morris,,,,,,,,,,,
118,Xerez,"work
with the phrase",Anathema,Thebaida,There,Erectheum,Thus,,,,,,,,
119,preponderancia,alameda do Repouso,Simphirepol,Repito-o,Repouso,,,,,,,,,,
120,Queijo...,Cujos,beijos,,,,,,,,,,,,
121,do conchego,Cheguei,Rasgue-a,Chegaram,,,,,,,,,,,
122,Principiava,principie,Principie,,,,,,,,,,,,
123,joven padre,Padre-nosso,Padrão,Padre,,,,,,,,,,,
124,Imagine,prima-donna,veigas fertilissimas,lagrimas,Valle de lagrimas_,,,,,,,,,,
125,esforço do velho,Giorno,Forno Velho,,,,,,,,,,,,
126,Gonçalo,Longe,Pamplona?--ouviu,Long,,,,,,,,,,,
127,Saíndo,saír,Safa,,,,,,,,,,,,
128,Cumpre-me,Vae-me,Parece-me,Desapparece Amel,Pareceu-me,,,,,,,,,,
129,lucta,lua,luctou,,,,,,,,,,,,
130,andar unido áquella,aquella,Helas,aquella bonita,N'aquellas,Ellas,aquellas,Aquella,Aquellas,aquella creança franzina,Atilas,,,,
131,Andral,Alexandria,André,réo,,,,,,,,,,,
132,Produced,Succeder-lhe-hia,succedeu,Successos,,,,,,,,,,,
133,Admira,Tytire,Partira,Tira,luzir,,,,,,,,,,
134,tojeiras,Cheira-me,Ribeira,"Eva,--primeira","Cruz da
Regateira",Madeira,Madureira,japoneira,Rua Ferreira Borges,,,,,,
135,quaes,cereaes,experimentaes,portaes,taes auspicios,taes,taes estados,taes momentos,caes,patriarchaes,Taes,Estações,locaes,,
136,Servida,Observava,Servi,,,,,,,,,,,,
137,Imminencia,antecedencias,IMMINENCIAS,inlelligencia,,,,,,,,,,,
138,Ouça-me,Acredite-me,Acredita-me,acrolitho,Basta-me,Acreditará,,,,,,,,,
139,jardim de S. Lazaro,Guarda-a,rua do jardim,rua das Flores,rua do,collete do subordinado,palácio do Freixo,portão do jardim,,,,,,,
140,Donations,Redistribution,addicionava,Additional,Albyon,Biblioteca Nacional Digital,,,,,,,,,
141,Anlonia,Milton,Antoninha,calumnia,Cantos,architectonica,Laponia,bonito,Santo Antonio,Manzoni,Antonia,Comquanto,acrimonia,Pantheon,rua de Santo Antonio
142,Smithfield,Mackay,Blackfield,,,,,,,,,,,,
143,"Trai la rai...

trauteava",trauteava,Trauteando,,,,,,,,,,,,
144,damasco,Rara,camarim,placa da camara escura,ramada,camara,Amaryllida,,,,,,,,
145,"Diario,
Razão e Caixa",incendiarios_--_Os,Diario,,,,,,,,,,,,
146,Vim,desviei,movia,Antevia,Civilisa-te,Vivia,,,,,,,,,
147,virginaes,Affligir,Virginia,,,,,,,,,,,,
148,»--«E,V. exc.ª,--V. s.ª,S. João,,,,,,,,,,,
149,Dizes-te,Dizes-me,Dize-me,,,,,,,,,,,,
150,proprio Falstaff,Sterne,proprio Sterne,,,,,,,,,,,,
151,Coragem,lateraes,eleitoraes,cordiaes,coraes,Leonora,,,,,,,,,
152,Bispo,hypocrisia,Foscaris,lari,Raparigas,parochia,Houris,Paris,Parva,,,,,,
153,Lembra-me,Abrahão,brazas,Kimbri,Coimbra,,,,,,,,,,
154,Quebrantões,Quererias,Queres,Expliquem-as,Cinque,perola,Campo Pequeno,reacção.--Quero,Manrique,Quero,,,,,
155,Pedra Salgada,prosodia,S. Pedro,Pedroso,Raposo,,,,,,,,,,
156,"Corporal
Trim",Londres,torre de S. Francisco,corporação de Londres,Educação,,,,,,,,,,
157,malvasia,Rialva,Clementina Rialva,salvador,,,,,,,,,,,
158,oceano arrojam,Mancha,"Manoel
Quentino",Many,Manoel,Manoel Galveias,,,,,,,,,
159,Yess,escossez,Russia,Rossi,Tossia,Escossia,,,,,,,,,
160,Tenha,Vejam,Venham,Ha,Covent-Garden,Venha,chavena,joven,,,,,,,
161,bretanha,Grã-Bretanha,lugubre,Hespanha,Tibre,Bretanha,,,,,,,,,
162,Doença,Braga,Bragança...,Creança,agatha,Gargantua,Bragança,similhança,França,,,,,,
163,Quasi,Asia,Quan,quasi,,,,,,,,,,,
164,God,Codigo,Diga,,,,,,,,,,,,
165,Aguia d'Ouro,"Aguia
d'Ouro",Luiza,Guiné,Aguia,aguia,,,,,,,,,
166,amico~,theatro lyrico,Poetico,Nicot,,,,,,,,,,,
167,Desato-me,Concordo,Recolho-me,misericordia,Recordo-me,,,,,,,,,,
168,Julgo,Julgára,Julga-me,Vamos,Julgamos,,,,,,,,,,
169,Inefficaz,Emfim,beatifica idiotia,bilhetes de beneficio,Africa,Ficando,"Fica
ahi",justificará,Fica,,,,,,
