text,cluster
il:.:s-,46
IL S,46
Pilma,46
IL L,46
ILA BELLI RIYILRE,46
"ŒIl
I",46
Iils,46
il’,46
"E


IL

d
e",46
ILA,46
lil,46
"IL,1",46
"I'
IL",46
ŒIl,46
Iusil,46
ILs,46
tompei,47
MP,47
trompei,47
"I


E",48
"EH

E

II",48
"E


E",48
"E

e


3L
x",48
"S



E",48
"JE

E",48
"E
 

E",48
"N

E",48
5E E,48
"E

E",48
Fran-,49
Frunce,49
Francef,49
France,49
Franoe,49
brancad,49
roi de France,49
"Francef
- Non",49
fray6,49
la France,49
Fance,49
Conaltre,50
Montreal,50
samaltresse,50
vouS Conaltre,50
reconnalte,50
alttira,50
Marigots,51
Arive,51
Arrives,51
arrives7,51
Vive,51
arrivonsl,51
IV,51
RIV1,51
arive,51
ariver,51
- Ariverons,51
Paris,52
Harison,52
Mississipi,52
maquise,52
Is,52
eflechissant,52
Agis,52
IL L0puis,52
mavkawis,52
- Suis,52
Mnis,52
.Puis,52
crois,52
pise,52
visge,52
PaPa,53
Irappa,53
Pa-,53
paratt,53
parviut,53
aparte,53
appaence,53
x.L,54
P,54
.L-L,54
.l,54
c-.L,54
.L,54
L.L,54
Rameau-d'Or,55
Rameau-,55
lameau d',55
Rameau-d,55
Rameau-d'O,55
Rameau-d',55
Ramneau-d'Or,55
IRameau-d'O,55
Rameau-d'O.,55
Océan,56
Ocean,56
celasans,56
lOcean,56
Grigny,57
Gigny,57
Griguy,57
baron de Grigny,57
BAron1,57
buron de Grigny,57
baron do Grigny,57
M. de Grigny,57
copaguie de rigny m'eel arive,57
baron.etRs%,57
Bois-irai,58
Bois-Brles,58
Bois-Être7,58
HBois-,58
Bois-,58
Bois-Arbres,58
Bois-l'racy,58
Tais-toil,58
Bois-Ombre,58
Bois-Irai,58
brave Bois-Elle,58
D,58
Pſ,58
du bois-le,58
bois-il6s,58
Vois-tu,58
chitaignie,59
italie,59
Italie,59
tauie,59
hospitalit6,59
Aise-aux-Marigots,60
Même-aux-,60
I2,60
E-,60
Même,60
1(0,61
mademoiselle,61
lulL rapidemonl,61
mademoiselle 2,61
Demohl,61
XIY,62
"m

A",62
ILes Indiens auxiliaires des Anglais,62
sentihelles anglaises placees,62
Lhches banditsl,62
r7-,62
etais apelcu,62
"S

D",62
- Tres bienl,62
.r-3-r-,63
r-,63
LLr- AH,63
.-eer-,63
r-N,63
forlune,64
lUne,64
NE,64
Boune,64
lune,64
A,64
touner,64
"II

tu",65
"I

III",65
"II

II",65
"II

E",65
"I

ii",65
"11

Ii",65
"LIAE

II

IIZ
x
E",65
"A---
 
III",65
"LIAE

II

IIZ",65
"grIS

II",65
"II'
1I


M",65
"I

IIh",65
"III 

I",65
"III 

I&",65
e:-r- es-Ziiciiiaii i,65
"II

I",65
Tacy,66
Etats-Unis,66
taquenatd,66
etat,66
EX2ET,66
tad,66
"etat de
defense",66
stupetaclion,66
zeeta,66
Visages-Les,67
Visages-Alors,67
nuaages,67
Visages-Ples,67
Algonquins,68
Usine,68
MIn,68
IN,68
ENfIN0Y,68
hein,68
Inerci,68
A minuit,68
Iin,68
LIN,68
Spndassin,68
Oui-Fine,68
amoins,68
euxs,69
yeux7,69
Veux-tu,69
alfreux,69
Eu,69
auixyeux,69
MRS,70
mrs,70
etranges,71
Ange,71
banchages,71
Angele,71
sanglols,71
elrange,71
Bas,72
Pas,72
pas7,72
aS,72
- Pas,72
As,72
passee,72
"EEl

 ET",73
".l

E",73
"L

E",73
avol ehtedus,73
"ſl

Eau",73
baie d'Hudson,74
place de nolre daim,74
"II
vOYAGIE DE NU1I",74
laville de Pittsbourg,74
1'epoque de nolre recit,74
mne rappellerent i la desolante realit6,74
toldos renfemenl we tentaine de gueiers,74
pyramides de Cholula,74
ce',75
E',75
O,75
".E',1",75
A%lIItl,76
soitl,76
193,76
Soitl,76
peparee,77
epee,77
prepara,77
depart,77
pepare,77
epars,77
amaree,77
amarree,77
eparee,77
.-L.,78
l.,78
L.oR,78
z-L.,78
L.a,78
.et;L.,78
".est;:,i",79
Est,79
estici,79
coStume,79
IEst,79
ouEst,79
tistesse,79
- Est,79
Pestel,79
est',79
ESt-ce,79
.g-c,80
.G,80
LÀ,80
i Rollon,81
Leona,81
Longtemnps,81
colons.-,81
Lona,81
Iayelon,81
Osna,81
Coulon,81
Lo,81
- Allonsl,81
cetle,82
etles,82
"de
 castle",82
atlend,82
etle,82
outle,82
Europe,83
Europeens,83
Ln,83
lEuropeens,83
delicatesse des Europeens,83
pesence,84
echappe,84
apes-midi,84
cap des Monts-Peles,84
Apes ue,84
appuyees,84
Apes,84
pese,84
aupes,84
A60,85
A6,85
Dej midi,86
Dej,86
deji,86
Deja,86
Deji,86
Wnldecl,86
r1l,87
R1,87
e’,88
a-.-,88
L.--,88
.-2,88
".-:---,C-",88
"--g,.s-I.-r rrr",88
.--,88
a.-,88
"t:.---
L",88
-7-.--,88
C.L:.-'---elle,88
"t-.----:sxereeEesaa-e
-
--s-.-`.-
'
l",88
jura,89
fourrue,89
PoUvez,89
fourr6s,89
pouR,89
poude,89
amour-popre,89
epouvnte,89
Poitou,89
Wurd,89
parcouri,89
point dujour,89
pourvU,89
N,90
.A2,90
.A1,90
a1,90
plaga,91
Plt,91
seplt,91
plts,91
Acceptez,92
palce,92
taces,92
Enlaces,92
grace,92
Espace,92
ParcE,92
Pace,92
Lovelace,92
- Grce,92
Iace,92
zxzcE-,92
Mattre,93
au Havre,93
- trèS,93
Autre,93
extreme,93
aUtre-,93
Enviion,94
Seduction,94
Jumon-,94
Ion-,94
opinion2,94
N-,94
Albion,94
Ohio,94
L6on,94
"G'

AH

I

Z",95
"E

 N
 
I
 
r",95
"I

'N",95
L,95
"F

I

2
ELLe


i
P",95
"I

I
I

Ii 1",95
"N

I

i
5
R",95
"I


I",95
"6

II
 
 I

I",95
"g2
 
I",95
"I


-",95
"I'

I",95
"pei

I",95
"2Z
F

I

2
ELLe


i
P",95
"LÀ

I
 M7",95
"I
 P",95
"I

I",95
"M
 
I",95
"Ci

I",95
".L

I
z
2.-",96
"E

R

I
Z",96
"E
E

R

I
Z",96
J,97
degout,97
écoutez,97
Eeoutez,97
Ajoutez,97
- Ajoutant,97
ajouta-t-il,97
capitaineJames Maclay,98
capitaihe,98
oapitaine,98
capitaiue,98
capiltaine Palamede,98
5I,98
cpitaine,98
Autel,99
vautou,99
fauTe,99
Faut,99
loyaut6,99
Iaut,99
suivaut,99
Mexique,100
l'Amerique,100
Americains,100
Amerique septentrionale,100
briquet,100
Atlantique,100
Amerique,100
lJistorique,100
guerisse,100
Ameique,100
Caudebec,101
Qubec,101
Quebec,101
Ouebec,101
affoles,102
maindes raquettes,102
ES,102
Achives,102
Marches armoricaines,102
CGes,102
"A' 
t

ES",102
htes,102
Es,102
Les brunches,102
faroces advesaires,102
Ves,102
Ilavgese,102
Circes,102
plaes,102
bagaes,102
cyes,102
Tes,102
Paisienl,103
sais,103
Mnais,103
Laisse,103
Mlais,103
Aiglais,103
aisaiaraar,103
L'Aigle,103
Anglais,103
Laissons,103
ignorais,103
Iais,103
GLFK0Y,103
Jamais,103
L'Aigle-Avait,103
y-,104
Y-:s,104
soldatd',105
soldut,105
Pdldu,105
toldos,105
"IBois-
Ble maudit1",106
Ble maudit1,106
t1,106
Contrecoeu,107
Contreceur,107
Contrecur,107
coeu,107
coeu gonfl,107
Contrecoeur,107
Gascon,107
CONTRECEUR,107
Contre-,107
conslruire,107
la lecon,107
Wacondah,107
concentree,107
eNcre,108
ciencel N',108
vincre,108
Ancre,108
Creole,108
Pean-Rouge,109
Peaux-lRouges,109
Peaux-louges qul,109
Peaux-Rouges epa-,109
Peaux-Rouges,109
Peau-lRouge,109
Peaux-Rouges2,109
Peau-Rouge,109
Peaux-ouest,109
Peaux-louges,109
Rouges,109
faireune,110
E7,110
faire7,110
affairel,110
faix,110
flt Ward,111
Ward,111
Benardo,111
pardon,111
Pardon,111
- Partons,111
gargon,111
- Pardonne,111
S',112
s''1,112
Washiington,113
Washington,113
qualre-vingts,113
1'elle,114
IELLE,114
BIELLE,114
paallele,114
",elle",114
I3ELLE,114
Telles,114
Osna-Elle-Lucie,114
Celles-ei,114
lExcellenll,114
l3elle,114
boutellle,114
HELLlE,114
drolel,114
ELLE,114
cuelle,114
fidele,114
ELLe,114
ELLE2,114
ollert,114
Quelles,114
BBLLE R1ELLE,114
"II

ELLE",114
LA HELLlE,114
senlinelles,114
eLLE,114
crnelle,114
ellE,114
selle,114
BBLLE,114
Lhidalgo,115
Malge,115
gre,115
malgre,115
Malgre,115
le Caadien,116
metropole canadienne,116
Canudienne,116
Wad,116
Canadien loes,116
Cana-,116
Cunadien,116
Canadienne,116
Cauadien,116
Canadiens,116
Canadieon,116
Le Canadienjelta,116
Canadien,116
Canudien,116
chasseu canadien,116
ILe Canadien,116
Cnadien,116
Canada,116
Canadions,116
1'Il-de-benf,117
1'Il-de-Buf,117
Vil-,117
IL-,117
Petil-Fort,117
L-,117
Il-,117
charpentee,118
conteni,118
pintemps,118
"consentezl
- Pardieu",118
contentez,118
plant6 le Ioten,118
Accidente,118
- Completement,118
tentee,118
Consentez-,118
Consentez,118
.'ardente,118
Puuvre,119
la Couleuvre,119
La Couleuvre demasqua,119
Couleure,119
Couleuvre,119
Corbleul,119
Couleuwre,119
La Couleuvre,119
Couleuve,119
Couleuure,119
"de
Couleuvre",119
.::A,120
.:a-,120
.:,120
.:Z,120
avie,121
Inliens,121
Idiens,121
Vienne,121
Viens,121
Viens-tu?,121
Tiens,121
miens,121
revienlt,121
aceomplir,122
plius,122
obeir,122
plir,122
atlire,122
la Riviere,123
ct de la riviere,123
IVIERNE,123
"RIVIEnE
La",123
Riviere,123
IBBLLB HRIVIERE,123
- Arriere,123
"RIVIlEnE
A",123
L2,123
atepelt,124
porte patr,124
batte,124
Ponce-Pilate,124
hate,124
chatean,124
cap du Chat,124
F,125
Z0,125
A7,126
PensA7,126
Pensa,126
accompague,127
nombe,127
compugnie,127
Iagon,127
ompagnons,127
cotpagnon,127
Iaiblesse,128
lese,128
I4,128
adesse avee luuelle,128
oppessee,128
blessee,128
bleme,128
Semblables,128
oblesse,128
E,128
SIRE,129
Vire,129
gueirre,129
mediocre,129
Sire,129
dire7,129
Dire,129
merisier,130
perdula,130
Ferney,130
verai,130
Er,130
egayer,130
ER,130
vers6s,130
l3erger,130
ler,130
Ioten,131
.en,131
vrenoontra,131
penetrer,131
teni,131
pendunt,131
Ben,131
Va-t'en,131
entreteni,131
reteni,131
penetra,131
tristemenl,131
Eveille,132
trvaille,132
Eparpille,132
"II
filLe'
 D",132
Lile,132
Menneville,132
Ailez,132
Veuillez,132
Sicile,132
mollet,132
batnillel,132
RIYILEnRE,132
ille,132
sterile,132
iille,132
Suveille,132
lille,132
feuillee,132
Villlers,132
tamille,132
Jumonville,132
tibus,133
C'6tiit,133
timbe,133
Anticosti,133
svit,133
TIT,133
"2-,-AgIT-G",133
Itt,133
aniti6,133
R,134
"El

l
E",134
"HEl
I",134
Tels,134
ELD,134
celaf,134
"S
el
 
 1",134
Pelage,134
jela,134
Celte,134
EEl,134
elau,134
el,134
"El
E",134
Amel,134
guisel,134
El,134
Bastel,134
HEl,134
lourdeset,135
desert na cela,135
desert,135
deserl,135
deserte,135
Point de diffrence,136
Monlmorency,136
"...
- Pas de mots malsonnantsl",136
Saut de Montmorency,136
MIontmorency,136
endre temoin de .son bonheue,136
anne,137
Guyenne,137
pexsonne annoncee,137
prisonnie,137
Tonne,137
- Abandonne-les,137
seuil de la maisonnette,137
tone,137
mone,137
Sonne,137
mnaisonnette,137
L'inconnu'arrêta,137
claiiere,138
clairiere,138
eclai,138
lac lEri,138
piece eclairee,138
declarer,138
clairiee,138
comle,139
"Eh
UI",139
lEh,139
Ehl,139
Iin limier,140
LIY,140
ecoliers,140
LIE IIECI1,140
pilosoplie%,140
bandouliere,140
lIe,140
litieie,140
LIv,140
cavalie,140
melancolie,140
ZIE,140
Ilibustier,140
oula,141
jou pecedent,141
jou,141
Boucle,141
jours;.,141
Anjou,141
Bonjou,141
1'Aigle-Volant,142
L'Aigle-Volnt,142
lAigle-NYolant,142
Aigle-Volant,142
1'igle-Volant,142
Jan-Pol,142
Aigle-Volant roula,142
Aigle-Vous,142
Aigle-,142
MI,143
Ami,143
wampums,143
"E
I

amI1",143
"heIN
aIME

t",144
souterain,144
bienl Demain,144
Demain-,144
cpilaine,144
ain,144
Inuimurai,144
Inais,144
mnains,144
AI,144
Soudain,144
failliai,144
GEIFROY,145
GEFFIOY,145
GEIFFR0OH,145
.EFFROI,145
GEFROY,145
GEFFROY,145
BrEF3r;(Frc,145
CGEFIFROY,145
Renard-,146
Le Renard-Bleu,146
Renard-Blou,146
Renard-Elle,146
rien-Bleu,146
lRenard-Bleu,146
Renard-Bleu,146
Renard-Le,146
Roproluction,147
by God,147
- Reproduclion,147
Keproduelion,147
larmee,148
Iermee,148
Ierme,148
meritee,148
J1,148
Losque,149
Lh,149
-L,149
Risque-loup,149
Risque-Tout,149
lLorsque,149
jUsque-la,149
jusque-lh,149
mousquet,149
-Z-G,150
z-,150
.-Z-,150
z-7,150
enTourait,151
Vraiment,151
Bien-Aime,151
vraimentl,151
"E1

I
N
La",152
E1,152
"rnn
L",152
ILes,153
Doussailles,153
Aives,153
Vesailles,153
Versailles,153
elevees,153
de Versailles,153
alliees,154
Villiets,154
Villiersl,154
ilnie vix,154
vieillacd,154
Yillies,154
Villies,154
taillis,154
m-,155
Pesque,155
Doue,155
Chuque,155
Chichimeques,155
drue,155
Ouelques,155
ehaque,155
gre de quelques-un,155
Qnelques,155
echoue,155
l'Amerique du Nord,156
"Amerique du
Nord",156
du Nord,156
golfe du Mexique,156
Amerique du Nord,156
Iorte,157
apport6e,157
Iort,157
Ioret,157
"fort
Rupert",157
Iortement,157
fIort,157
C1.-,158
c1,158
N1,159
n1,159
baie des Marmousets,160
comtne,160
amiti6 de cbte,160
Mee la comtesse,160
comtesse de Maleval,160
comtesse de MIa-,160
comntesse de,160
parc de la comtesse,160
"E
N

- 
il
- A demain",161
"¬- 
 -
.s",161
"WZ
-
A",161
"I
- 
 
 
-,",161
- M',161
"E
E
t",162
"Z
e.
E",162
"E
E
ELLE",162
"E
I",162
"2E
E",162
"E
N",162
"E
E
 

II",162
"I
E
L",162
"P
E
I
T

I


tu
E",162
"I
E
t",162
"E
E",162
"S

E
E",162
"E
A

I",162
"OR

I:E
E
L

a

g",162
l,163
rivieres Alleghany,163
Allehany,163
monts Alleghanys,163
Alleghany,163
Alleghanys,163
tereu,164
deierre,164
Iontiere,164
A terre,164
irentrer,164
querrezla,164
legeret6,164
jespere,164
cimetieres,164
fere,164
jurerais,164
Erreu,164
frontiere,164
exageree,164
Veuiueree,164
rer,164
bruyeres,164
tomberent,164
resister,164
Manongohela,165
Manangahela,165
Mlanonghahela,165
Manongahela,165
reunion de Manongohela,165
Sevres,166
.%,166
miseres,166
taversee,166
grnd lrve,166
serviteuen,166
severe,166
Observez,166
reserve,166
foteresse,166
Menne-,167
penez,167
meprenez,167
Savez,167
venezl,167
Joignez,167
fene,167
- Tenez,167
Venez,167
"I
I
-
1

I",168
"I
I
II
2I
t

'",168
"P
I",168
"I
I
I",168
"1I
I.I",168
"I
I
I
I
I",168
"IVſ
i",168
"I
I",168
"I
I
A",168
"E
I'

 ET
E
II

T
L
I
IL",168
"M
I",168
"asIE

I

T
I
I
IL
 SI",168
"I
I
I
.I",168
"I
I
t",168
"I'
t.
I
I
I
I
I
I",168
"I
I
Ma
 AH",168
".:F'

r
I
I",168
"N
I",168
"II
I
I
I.
I.",168
"I
I
t'",168
"E

I
I
I
I1",168
"I
I
I
I
IL",168
".:AI
i
I",168
"1I
II
I

1
I",168
"I
I
I
I",168
"I

I
I.
I
I",168
Enveloppe,169
souveni,169
preveni,169
IR1AVENIR,169
Mve,169
soulenir,169
Pavenu,169
interveni,169
centve,169
vengel,169
Revenons,169
reveni,169
"veni
- A",169
Venise,169
veni,169
oment de veni enaide,169
sauvagesl A bientt,170
lBien,170
Bientot,170
C'0étaient,170
Fort bienl,170
Ients,170
convenul A bienlot,170
bientot,170
Combien,170
toldos indiens,171
Dinwidie,171
Lesindividus,171
L'Indien,171
L'Indien sourit,171
L'indifferenee,171
Indiens,171
Indies,171
Indien,171
cinIndiens,171
Dieppe,171
Providenee,172
Providence,172
Relevez,173
Anglelterre,173
Angleterre,173
Anglelerre,173
Angle,173
saclem,174
tfaconla,174
Mluclay,174
Maclay,174
Luy,175
pluie glacee,175
celui-ei,175
"9

UI",175
luii,175
LUi,175
Ennui-a,175
quif,175
A'L,176
Voyel,176
moyen8,176
noyens,176
Soyez,176
Fuyez,176
Voyez,176
Voyons,176
croyez-le bien,176
Bege,177
appiopiees,177
piege,177
piece,177
siege,177
".2-
-
 
2


E",178
E2-,178
GG,178
.2-,178
Fangais,179
Franeais,179
Franais,179
Fugais,179
Iragais,179
Frangais,179
lesFrangais,179
"II

II
t",180
"IIIIIl
II",180
"II
E

I
III 

jE

jE

R

JE",180
"ii'

I
E",180
"III

R
II

-'


1 L.
1",180
"G

III


S
f
IL",180
"III

I
CI",180
".III
II",180
"II
I

HIII",180
"E
II

E",180
"AH


Il
R
II

II
nII",180
"II
III 

II

I.",180
IIIIIIIIIIIIIII,180
GIIFIROY,180
"II
I

II

1N
.:G",180
JE-riisiiaa,180
"IL


II
l",180
"WIIIIII
III 
L",180
"N
grIS

II
ILII
e
III 
G",180
Ii-,180
II,180
IIy,180
"II
I



II",180
"II
III 
ZZ",180
"I

M
III",180
"JE
III 

IL
t",180
"II
III",180
"II'
II
II

I",180
"II
III 
Ii",180
"I
III 
I
III

l
 J",180
EII,180
symetrie,181
curieuxi,181
Forie,181
madries,181
Rien N,181
RIYIhE,181
RIYIEE,181
rie,181
Prie,181
- Signe,182
d'Espagne,182
Espagnol,182
"com-
espagne",182
capagne,182
espagne,182
besogne,182
cmpagne,182
ecria,183
Qu'6cria,183
l1 cria,183
Cria-,183
la somme,184
hommesrea,184
Sommes-,184
comment7,184
Commercy,184
Sommes,184
Hommes,184
hommE-,184
Iemmes,184
pemier,185
premiere,185
avrche dupemier hoe,185
Remerciez,185
pemiere,185
gaieto,186
gaiet6,186
Et6,186
fot Duquesne,187
Iort Duquesne,187
Duquesne,187
"fort
Duquesne",187
fort Duquesnel,187
FORT DUQUESNE,187
fort Duquesne,187
Duquese,187
s6,188
verrasl,188
Rassure,188
terrass6,188
retaitel,189
- Faites,189
maitesse,189
vitel,189
Parfait,189
faitel,189
gibier1,190
fievre,190
oflficiers,190
profitera-t-il7,190
fier,190
cap Rosier,190
dernie,190
Aae,191
Cc,191
hG,191
Aewerccr-,191
chaussues,192
chasseui,192
Chaussée,192
chassel,192
chasseu,192
r2,193
air2,193
Prosorit,194
lProscrit,194
Pyoscrilten,194
Proscrit-,194
lProserit,194
Prosoit,194
Proserit,194
Procrit,194
Pros-,194
Prossrit,194
Proscrit.-,194
Poscrit,194
Le Proscrit,194
proscritl A,194
Proscrit,194
Vois,195
savoir7,195
Oi voulez-vovs,195
voila,195
Voili,195
voi,195
Voil,195
Voilh,195
moil,195
vousf,196
us,196
vOuS.,196
savez-vous7,196
vousl,196
Yous,196
Avouea,196
gare a vousl,196
voUS,196
