cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15
25,ÇA N0VELLE ESPERANCE,wo  boi.28 ÇA N0UVEILLE ESPfEnRANCE,de1 IL N0UYELLE ESPERANCE,NOYELLE ESEnRANCB,N0UYELLE ESPERANCE,N0UYELLE ESPERANCE 11,N0UYELLE ESPERANcCE,L'esperance,N0UYELLE EsPRANCE 57,N0UVELLE EsPERANCE,N0UYELLE ESPRANCB,orgueil18 ÇA N0UBLLE ESPERANCE,Berlin,piece,YELLE ESPfiRANCL,VELL ESPRANC1
26,ecoliers,Moliere,Singulierement,LÀ2,,,,,,,,,,,,
27,N0UYELLB,N0UYEILILE,N0UYELLE,N0UELLB,LA N0OUYELL,,,,,,,,,,,
28,loranger,ouest-de-ange,ESPRANG,ca,vecu,Flore,le dranger,,,,,,,,,
29,Rozee,veux-tu,Agonie,lagonie,amnie,wagon,reponse,gargon,,,,,,,,
30,Aow,lItalie,au-,.LE,d'Italie,Italie,,,,,,,,,,
31,souenir,Cordoue,Rouen,Mossoul,,,,,,,,,,,,
32,S,apre,G-.--,precis,A1,Apre,Apres,,,,,,,,,
33,devolr,tais,aimais,jais,etais,ÇA,,,,,,,,,,
34,comedienne,rue de l'Ancienne-Comedie,mediocre,Vienne,,,,,,,,,,,,
35,luhne,,,,,,,,,,,,,,,
36,desarroi,jardin des Vosges,"chambre
deshabituee",Indes,,,,,,,,,,,,
37,adame de Fontenay,tenay,Ialemoiselle de Fontenay,"A madame
de Fontenay",Fonteray,deFontenay,Fontenay,Grenade,Fon,bonte,A,,,,,
38,"desir
opulaire",eclairee,soiree,serree,sreeor,dlire,,,,,,,,,,
39,Ierbme,Forbier,Pierre,,,,,,,,,,,,,
40,Tabieh Mauri,"rue madame
Forbier",port6,hafr,madare,,,,,,,,,,,
41,"massif de myosotis etoufle
de feuilles",Et6 traquille,tranquille,Versailles,caillox,Oreille,,,,,,,,,,
42,Vosges,lunes bleues,Grece,lune,ble,,,,,,,,,,,
43,chateau des Bruyeres,Bruyeres,bruni,,,,,,,,,,,,,
44,gtait,C'6tait,avaitvecu,tourmentait170 ÇA N0ivLLLE,,,,,,,,,,,,
45,endure,Heure-,Europe,,,,,,,,,,,,,
46,Existence,attrist6e,Sincere,Florence,,,,,,,,,,,,
47,N0UVELLI,ÇA N0UVELLE,N0UVELLE ESPiRANCE 87,N0UVELLE,N0UVEILLE,ÇA N0UVELLE ESPfRANCE,N0UVELLE BSPEnANCE,ceLA N0UvELLE,J6-,N0UVELLB,,,,,,
48,N0UVLLE,NoUvBLLE,N0UVBLLE,IUn,forceLA N0UVBLL,N0UYBLLE,,,,,,,,,,
49,clematites,Nationsle,Latin,IL,,,,,,,,,,,,
50,Ferney,morne,du morne,acharnee,,,,,,,,,,,,
51,Rbus,glle,LA N0UYLLE,liitlle seit,.Rlle,Allemagne,Blle,Nulle,Rlle,tulle,allegee,,,,,
52,Lucile,Egypte,Lgypte,eorps,volupte,a7,,,,,,,,,,
53,A Henri,lenri,,,,,,,,,,,,,,
54,Phiiippe,Dauphine,Philosopige,II,Iyrol,telegruphie,,,,,,,,,,
55,Bovary,Cest,Est,G:;auan,,,,,,,,,,,,
56,rEgardez,I,,,,,,,,,,,,,,
57,Alsace,grace,glacee,CI.LA,,,,,,,,,,,,
58,musie,Clichy,Elseneur,Asie Mineure,Asie Mineure  Rien,,,,,,,,,,,
59,aequies-,Jaeques,Bibliotheque,tle de Jean-Jaeques,,,,,,,,,,,,
60,ceLA,cela',elan,,,,,,,,,,,,,
61,A38,TOut,beatoup,detour,Tournon,,,,,,,,,,,
62,nettete,tete,saintete,tete courbee,bete,hebetee,,,,,,,,,,
63,essouffles,meles,la252,Flles,lese,Naples,Sales,blessee,,,,,,,,
64,colombes,colere,soleil,fleole,lerencpntre,,,,,,,,,,,
65,Certes-,cerTes-,Alhert Drer,Ioutes,Wurtemberg,,,,,,,,,,,
66,Assise,Il Pas,Passy,,,,,,,,,,,,,
67,fbine,Subine,Sabine,,,,,,,,,,,,,
68,Joubliais,troublejusqu',oubli6,A9,,,,,,,,,,,,
69,chemnins,cheminee,cheminee chaude,sutr,Boheme,,,,,,,,,,,
70,- tu vois,vieI Voyez,Voyez,,,,,,,,,,,,,
71,barcarolle,tete collee,collee,allee,,,,,,,,,,,,
72,Dominique,Quelquefois,A07,Quelque,,,,,,,,,,,,
73,treizieme annee,Autre,vde,tibede,meltre,entrE nouS',,,,,,,,,,
74,rohe,soif1,"Soir-




ples gaietes",soil,nfgrmit asoinoNee,Soie,Sois,,,,,,,,,
75,Ous,Anzin,reuni,,,,,,,,,,,,,
76,NoUvILLB,I.A NOUvELLE,retrouvee,ILA NOELLIE,LA NoUVELLE ESPERANCIE,leLA NOUVELLE EsPfERANCE,",- Nou",NoUVELLE,luiILA NOUyELLE,LA NOUvELLE,",,",,,,,
77,htel,"la
Seine bleue",la Seine,Seine,,,,,,,,,,,,
78,Hollande,Iandis,uand,,,,,,,,,,,,,
79,J0me,T3,J6r0me,A30,A335,,,,,,,,,,,
80,"II
I
LA N0ELLE",suelle,malemoiselle,viellles,Celle-l,Elle ajauta,IL N0IVELLE,Je0me Hrelle,"pas,,.elle",N0UELLE,ellE,vis-a-vis d'elle,IL N0ELLE,Je0me Herelle,elLE,
81,c0,Curieuse,Lambur,A92,Narie,eesie triete,,,,,,,,,,
82,BSPfEnRANCE,ESPfiRANCL,N0UYILLE BSPfnRANC 69,BSPfnRANC,,,,,,,,,,,,
83,Parme,sondepart,Partez,partce,Paris,,,,,,,,,,,
84,remportee,accabl6e,ampe,extreme,empoisonnee,fremir,trempee,,,,,,,,,
85,comMe l. A,agitee,Comite,,,,,,,,,,,,,
86,Attentive,Comment,Bengale,sentimentale,graduellementa,ntit,,,,,,,,,,
87,Michelet,fratche,molistache,empecher,vanit6 seche,lche,gptt,,,,,,,,,
88,gne,z.,Pologne,feuillage du Luxembourg,Luxembourg,Bourgogne,,,,,,,,,,
