cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28
24,J6r0me,J6-,J0me,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Vienne,comMe l. A,comedienne,mediocre,rue de l'Ancienne-Comedie,Comment,,,,,,,,,,,,,,,,,,,,,,,
26,1-- Jerme,Jerome,Rome,LÀ2,Jerbome,Ierome,,,,,,,,,,,,,,,,,,,,,,,
27,suis,Puis-,puIs',E,hui',dEpuis,aequies-,,,,,,,,,,,,,,,,,,,,,,
28,Phiiippe,"II
I","E
I",II,"II
I
LA N0ELLE",,,,,,,,,,,,,,,,,,,,,,,,
29,dlire,molistache,colere,Pierre,Moliere,Berlin,Singulierement,ecoliers,,,,,,,,,,,,,,,,,,,,,
30,entrE nouS',eperdus,musie,Ous,troublejusqu',t- Oui,N6us,ous,Rbus,,,,,,,,,,,,,,,,,,,,
31,Laisse,Suisse,perse,Assise,Apaisee,laissel,etais,"Aise
- Et",tais,Aise,aimais,Marseillaise,Anglais,jais,Joubliais,,,,,,,,,,,,,,
32,"massif de myosotis etoufle
de feuilles",Bovary,Bois de Boulogne,Pologne,bois dechire,Bourgogne,bois de hoyer,,,,,,,,,,,,,,,,,,,,,,
33,lenri,A Henri,Mont-Valerien,,,,,,,,,,,,,,,,,,,,,,,,,,
34,le dranger,loranger,c0,tle de Jean-Jaeques,Alhert Drer,ouest-de-ange,,,,,,,,,,,,,,,,,,,,,,,
35,Ierbme,Forbier,"rue madame
Forbier",",,",,,,,,,,,,,,,,,,,,,,,,,,,
36,BSPfnRANC,Franec,BSPfEnRANCE,Ia France,de France,France,fratche,ESPfiRANCL,ESPIiRANCE,,,,,,,,,,,,,,,,,,,,
37,feuillage du Luxembourg,Wurtemberg,Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,
38,wagon,gargon,lagonie,Agonie,amnie,,,,,,,,,,,,,,,,,,,,,,,,
39,ÇA,Va2 ÇA,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,TOut,beatoup,Tournon,rue de ournon,detour,T3,,,,,,,,,,,,,,,,,,,,,,,
41,l'Espagne,espagne,Espagne,gne,,,,,,,,,,,,,,,,,,,,,,,,,
42,Elseneur,Geneve,penetra,Genes,Rgent,Vosges,,,,,,,,,,,,,,,,,,,,,,,
43,N0UYELLE ESPRANCB,N0UVELLE ESPiRANCE 87,VELL ESPRANC1,N0UYELLE ESPERANcCE,N0UVELLE EsPERANCE,ÇA N0VELLE ESPERANCE,ÇA N0UVELLE ESPfRANCE,orgueil18 ÇA N0UBLLE ESPERANCE,YELLE ESPfiRANCL,wo  boi.28 ÇA N0UVEILLE ESPfEnRANCE,N0UVELLE BSPEnANCE,N0UYELLE EsPRANCE 57,N0UYELLE ESPERANCE,N0UYILLE BSPfnRANC 69,de1 IL N0UYELLE ESPERANCE,NOYELLE ESEnRANCB,L'esperance,N0UYELLE ESPERANCE 11,,,,,,,,,,,
44,bruni,Heure-,IUn,beuf,reuni,,,,,,,,,,,,,,,,,,,,,,,,
45,Dauphine,inegal,Seine,maine,Touraine,la Seine,Messine,Anzin,Sabine,luhne,Sahine,Subine,Ine,Latin,lune,fbine,,,,,,,,,,,,,
46,- Montez,bonte,Amont,monta,montee,inventee,,,,,,,,,,,,,,,,,,,,,,,
47,nfgrmit asoinoNee,acharnee,cheminee chaude,chemnins,cheminee,Corinthe,,,,,,,,,,,,,,,,,,,,,,,
48,Ferney,du morne,A6,morne,Pomone,eorps,port6,,,,,,,,,,,,,,,,,,,,,,
49,delicieuses.7,decouragee,- D6cide,devolr,vde,rosee tiede,de Saxe,tibede,decidee,dechiffres,,,,,,,,,,,,,,,,,,,
50,attrist6e,gptt,stt,,,,,,,,,,,,,,,,,,,,,,,,,,
51,A38,A335,A3,A30,,,,,,,,,,,,,,,,,,,,,,,,,
52,Clichy,liitlle seit,Italie,d'Italie,lItalie,,,,,,,,,,,,,,,,,,,,,,,,
53,piece,eclairee,grace,Grenade,Grece,,,,,,,,,,,,,,,,,,,,,,,,
54,A9,A92,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Comite,nettete,chteau,agitee,htel,tete courbee,hebetee,tete collee,bete,saintete,tete,,,,,,,,,,,,,,,,,,
56,sutr,meltre,au-,Autre,,,,,,,,,,,,,,,,,,,,,,,,,
57,N0UYELLE,N0UYELLB,ÇA N0UVELLE,N0UELLB,S,N0UVBLLE,N0UYBLLE,N0UVLLE,N0UVELLI,ceLA N0UvELLE,IL N0IVELLE,N0UELLE,N0UVEILLE,N0UVELLB,A,N0UVELLE,,,,,,,,,,,,,
58,Egypte,volupte,Lgypte,,,,,,,,,,,,,,,,,,,,,,,,,,
59,avaitvecu,veux-tu,vecu,,,,,,,,,,,,,,,,,,,,,,,,,,
60,canape,accabl6e,ca,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Ialemoiselle de Fontenay,deFontenay,Fon,ayaht,Agrigente,adame de Fontenay,Fonteray,"A madame
de Fontenay",Etonnante,Nationsle,tenay,Fontenay,,,,,,,,,,,,,,,,,
62,fremir,sreeor,extreme,ampe,treizieme annee,empecher,remportee,trempee,,,,,,,,,,,,,,,,,,,,,
63,amiti6,Attentive,moitie,sentimentale,clematites,ntit,,,,,,,,,,,,,,,,,,,,,,,
64,CI.LA,Ici,cI',CI,,,,,,,,,,,,,,,,,,,,,,,,,
65,Noel,NoUvILLB,LA N0UYLLE,",- Nou",LA NoUVELLE ESPERANCIE,forceLA N0UVBLL,leLA NOUVELLE EsPfERANCE,tourmentait170 ÇA N0ivLLLE,LA N0OUYELL,ILA NOELLIE,I.A NOUvELLE,LA NOUvELLE,luiILA NOUyELLE,NoUvBLLE,NoUVELLE,,,,,,,,,,,,,,
66,cela',elan,i-.LA,la252,Alsace,glacee,ceLA,,,,,,,,,,,,,,,,,,,,,,
67,posees,Gravures,"desir
opulaire",Est,ESPRANG,essouffles,resumee,lese,Naples,Indes,jardin des Vosges,Ioutes,Suresnes,colombes,chateau des Bruyeres,-,lunes bleues,"Soir-




ples gaietes",Cest,eS,,,,,,,,,
