text,cluster
ÇA N0UVELLE,17
N0UVELLB,17
N0UYELLE,17
N0UELLB,17
N0UVELLE,17
N0UVBLLE,17
IL N0IVELLE,17
N0UVEILLE,17
N0UYELLB,17
N0UVLLE,17
ceLA N0UvELLE,17
N0UYBLLE,17
N0UVELLI,17
moitie,18
sentimentale,18
ntit,18
Attentive,18
clematites,18
amiti6,18
Ierbme,19
Forbier,19
"rue madame
Forbier",19
gne,20
Espagne,20
espagne,20
m-,20
l'Espagne,20
reseda,21
fievre,21
reponse,21
Sevres,21
serree,21
Adresse-,21
ocuiivre,21
de Saxe,22
- D6cide,22
rosee tiede,22
decidee,22
decouragee,22
devolr,22
tibede,22
dechiffres,22
vde,22
empecher,23
sreeor,23
remportee,23
extreme,23
A6,23
trempee,23
fremir,23
ampe,23
treizieme annee,23
elan,24
glacee,24
ceLA,24
Alsace,24
i-.LA,24
cela',24
la252,24
G-.--,25
L---,25
Ferney,26
du morne,26
morne,26
Pomone,26
eorps,26
port6,26
detour,27
LÀ2,27
Tournon,27
TOut,27
beatoup,27
rue de ournon,27
accabl6e,28
ca,28
caillox,28
canape,28
a7,29
ÇA,29
Va2 ÇA,29
precis,30
T3,30
Apres,30
apre,30
Apre,30
fleole,31
troublejusqu',31
blessee,31
Blle,31
ble,31
le230,31
c0,31
.LE,31
J6-,32
J6r0me,32
J0me,32
lesarbres,33
Bruyeres,33
arbRes-,33
Sales,33
Brtles de s6if,33
desarroi,33
Versailles,33
tais,34
aimais,34
etais,34
Marseillaise,34
jais,34
Joubliais,34
Assise,34
Anglais,34
Aise,34
laissel,34
Laisse,34
"Aise
- Et",34
Suisse,34
perse,34
Apaisee,34
Existence,35
lerencpntre,35
Florence,35
endure,35
",,",35
Sincere,35
Flore,35
z.,36
"Eh oui, j'ai beaucoup d'amitie",36
Pour-,36
emouvoir,36
amouR,36
Mossoul,36
Lambur,36
Corinthe,37
S,37
cheminee chaude,37
cheminee,37
acharnee,37
nfgrmit asoinoNee,37
chemnins,37
Chaoun,38
"chambre
deshabituee",38
Aow,38
souenir,39
Rouen,39
Cordoue,39
Eugene Marsan,40
Marsan,40
Lausanne,40
madare,40
Alhert Drer,41
tle de Jean-Jaeques,41
loranger,41
ESPRANG,41
A1,41
le dranger,41
ouest-de-ange,41
cerTes-,42
Certes-,42
ecourtees,42
A38,43
A335,43
A30,43
A3,43
Soie,44
soiree,44
oi,44
empoisonnee,44
Sois,44
Bois,44
Heloise,44
soil,44
- tu vois,44
soif1,44
.Rlle,45
IL N0ELLE,45
elLE,45
Et6 traquille,45
barcarolle,45
Celle-l,45
Oreille,45
"pas,,.elle",45
Flles,45
tulle,45
Elle ajauta,45
Rlle,45
vis-a-vis d'elle,45
Je0me Hrelle,45
Nulle,45
ellE,45
telegruphie,45
graduellementa,45
poele,45
Michelet,45
tranquille,45
Je0me Herelle,45
glle,45
elliptiquie,45
suelle,45
malemoiselle,45
viellles,45
meles,45
retrouvee,46
du Louvre,46
Louvre,46
SAint-Cloud,46
avaitvecu,47
J',47
veux-tu,47
vecu,47
Agrigente,48
tenay,48
ayaht,48
Fon,48
Nationsle,48
Ialemoiselle de Fontenay,48
deFontenay,48
Fonteray,48
adame de Fontenay,48
Fontenay,48
Etonnante,48
"A madame
de Fontenay",48
Ici,49
CI,49
CI.LA,49
cI',49
attrist6e,50
gptt,50
stt,50
feuillage du Luxembourg,51
Wurtemberg,51
Luxembourg,51
eesie triete,52
Curieuse,52
Tabieh Mauri,52
Narie,52
Asie Mineure  Rien,52
Asie Mineure,52
Phiiippe,53
II,53
"E
I",53
"II
I
LA N0ELLE",53
"II
I",53
inventee,54
- Montez,54
bonte,54
monta,54
Amont,54
agitee,54
montee,54
Paris,55
rEgardez,55
partce,55
Parme,55
Partez,55
sondepart,55
Passy,55
Etat,56
gtait,56
quittat,56
tqui,56
Quittez,56
C'6tait,56
QU,57
Jaeques,57
Bibliotheque,57
Dominique,57
Quelque,57
Quelquefois,57
IILA,58
OhIl,58
Il Pas,58
soleil,58
Il1,58
Philosopige,58
N0UYEILILE,58
Lucile,58
IL,58
Elseneur,59
Geneve,59
penetra,59
Rgent,59
Genes,59
BSPfnRANC,60
de France,60
hafr,60
BSPfEnRANCE,60
ESPfiRANCL,60
ESPIiRANCE,60
Franec,60
Ia France,60
France,60
Egypte,61
volupte,61
Lgypte,61
Voyez,62
vieI Voyez,62
au-,63
Autre,63
meltre,63
sutr,63
Rozee,64
Europe,64
Boheme,64
rohe,64
Iyrol,64
NoUVELLE,65
LA N0UYLLE,65
NoUvILLB,65
leLA NOUVELLE EsPfERANCE,65
LA NoUVELLE ESPERANCIE,65
luiILA NOUyELLE,65
I,65
LA N0OUYELL,65
forceLA N0UVBLL,65
LA NOUvELLE,65
I.A NOUvELLE,65
NoUvBLLE,65
ILA NOELLIE,65
Noel,65
",- Nou",65
tourmentait170 ÇA N0ivLLLE,65
essouffles,66
"desir
opulaire",66
Cest,66
colombes,66
lese,66
Vosges,66
Indes,66
"Soir-




ples gaietes",66
Ioutes,66
chateau des Bruyeres,66
Suresnes,66
jardin des Vosges,66
Est,66
posees,66
lunes bleues,66
Naples,66
eS,66
resumee,66
fbine,67
"la
Seine bleue",67
Dauphine,67
Anzin,67
maine,67
luhne,67
Touraine,67
inegal,67
la Seine,67
Messine,67
Sahine,67
Sabine,67
Subine,67
Latin,67
lune,67
Seine,67
Ine,67
