cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17
39,m'’assit,m'’appelait,m'’invitait,m'’allait,m'’appelais,,,,,,,,,,,,,
40,"CHOSE

RSS RER E SR R",rs,RSR R RER,dr rs,SRE,,,,,,,,,,,,,
41,Pardonnez,Lyon,Pardon,Un Garçon,Parthénon,Odéon,dOnc,Chardon,,,,,,,,,,
42,Jugez,Pérou,Souwaroff,Inouï,Fougeroux,Limoux,Soubeyrol,soufHe,,,,,,,,,,
43,Annou,Coucou-Blanc!.,Blanc,recopiât,"Coucou-
Blanc",Micou,Écoutez,Courage,Coucou,Boucoyran,COUCI-BLANC,Coucou-Blanc,Coucou-,Ebloui,Couru-Blanc,Mile Coucou-Blanc,,
44,Mont-,honte!.,Montez,Montmartre,Attention,Montélimart,Confusément,,,,,,,,,,,
45,Désir-de-plaire,"IX

L’AFFAIRE",Beaucaire,sire-de-plaire,DIRE,Sire,,,,,,,,,,,,
46,Cunocépa,Cévenol,Cévennes,Cévenole,Cévenol l’,,,,,,,,,,,,,
47,"PAPILLON

Je crois bien!","PAPILLON S
Ah!",Grillon,Papillon,cimetière des Papillons,PAPILLON,Cap,"PAPILLON

C’","PAPILLON

Est",,,,,,,,,
48,Place!,Lovelaces,Alsace,Alsacien,,,,,,,,,,,,,,
49,Rime,DAME,Dame,Bohême,,,,,,,,,,,,,,
50,Combien,Algérien,Vienne,Bien,Tiens,As-tu bien travaillé,,,,,,,,,,,,
51,Comédie,Théâtre-Français,Comédie-Française,,,,,,,,,,,,,,,
52,bte,Château-,Egypte,Vatel,Dsnemeete-,Amalécites,TE,"FETE

JE",Attends,Emporte,Prêtez,Tes,,,,,,
53,Barbette!.,cette Bastille,Barbette,Barbette… Allons!,,,,,,,,,,,,,,
54,Bravo,Çudra,Voudrait-,Touraine,,,,,,,,,,,,,,
55,fier,Moustier,Pier-,Nizier,hIer,Cahier,Grossiers,Hier-,,,,,,,,,,
56,80 LE,"PER

T

72 LE PETIT",160 LE PETIT,Ma Petite-Cercle,titis de l’,,,,,,,,,,,,,
57,Amour,—- Bonjour,Boulons,beurrées,bourrée,Luxembourg,Tribou,,,,,,,,,,,
58,l’,A l’aube,L’,,,,,,,,,,,,,,,
59,S«C’,C’,,,,,,,,,,,,,,,,
60,Réfléchissez,"CHOSE

TU",Chose,Holà,"CHOSE

LÀ",Rose,Petit Chose,,,,,,,,,,,
61,veux-tu,Eu,"Limoux
Seulement",Eux,,,,,,,,,,,,,,
62,Midi-Opinion,À,pyramide d'Egypte,le Midi,Midi,,,,,,,,,,,,,
63,Géniès,Daniel,Rana-Valo,Danielo,,,,,,,,,,,,,,
64,du Nord,Pruneaux,bordeaux,Or,Sceaux,,,,,,,,,,,,,
65,estimez,vages,Sèvres,ST St,Est,Faust,mastoïdes,,,,,,,,,,,
66,crois,Trouves-tu,"Es-tu
retourné",Vois-tu!,croisée,Palais-Royal,TU,Sais-tu qu’,Crois-tu,Nécro-,,,,,,,,
67,Pierrotte s’,"Pierrotte!

Pierrotte","Pierrotte…
Est",Roberte,Pie,Pierrotte,Mile Pierrotte,Mie Pierrotte,,,,,,,,,,
68,pAs eNcore,PAS,Anastasie,Pas,Raspail,,,,,,,,,,,,,
69,Malheu-,Malheureu-,Malheureuse-,,,,,,,,,,,,,,,
70,Nous vivions,Vive,VI,victoria,Providence,,,,,,,,,,,,,
71,Conseillez,Anastagille,Travaille,MIle,Marseille,Mlle Pier-,ailleurS,Hacqueville,Vieille,soleil,,,,,,,,
72,"collège de
Sarlande",Vieux-Collège,collège de Lyon,"collège de

 

 
 i

240 LE PETIT",collège cèlèbre,collège de,"collège de

 

 
 i",collège n’,,,,,,,,,,
73,gros Serrières,D TER,Serrières,Angleterre,Nanterre,Autre,"place des
Terreaux",terre,serrure,,,,,,,,,
74,jACques,jusqu’,Jacques,Bouzanquet,qu’,Perroquet,Ménalque,Quelquefois,Quels,Quelque,Bibliothèque,,,,,,,
75,Université,Aer,AmUser,t’,RER,Ser-,Observatoire,DER,Palerme,ER,Bernerette,,,,,,,
76,P,mois!.,kss!.,Voilà,Pilouitt!.,Pilois,Pilois!.,Loin,,,,,,,,,,
77,lit n’,Hospitalier,Fanfan-la-Italie,Italiens,Italien,Sitôt,l'Italie,salie!.,Italie,,,,,,,,,
78,Rà,lui!.,buis,guipure,suisse,Puis,,,,,,,,,,,,
79,Pod,poète!.,Pouah,d’hippopotames,Po,Poussé,,,,,,,,,,,,
80,Sd,IL S,SL  Sd,LL LL Sd,,,,,,,,,,,,,,
81,Guigne,Signez,N,Notre-Seigneur,Seigneur,,,,,,,,,,,,,
82,Polichinelle,Coquine,Chinois,Philistine,Chili,Colombine,Mathurine,Infortunes,Chine,,,,,,,,,
83,Charivaris,théâtre de Paris Quant,Palais-Mazarin,Cristaux,Parisien,théâtre de Paris,critérium!.,Écris,Parisiens,Rio,PAris,Paris,,,,,,
84,niais,voyais,J'ai,aimais,sais,J',J'aimais,,,,,,,,,,,
85,le Rhône,Rhône,Le Rhône,,,,,,,,,,,,,,,
86,entr’,Agen,Enr,BE,ben,,,,,,,,,,,,,
87,Is,Bonsoir,Chauve-Souris,"RÊVE233

 

Moi, j'étais d’avis",Vois,SOit,Crusoé,Champenoise,Sois,,,,,,,,,
