cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14
47,Rhône,le Rhône,Le Rhône,,,,,,,,,,,,
48,Scarabées,Araignée,Escargots,,,,,,,,,,,,
49,Barbette… Allons!,Barbette,cette Bastille,Barbette!.,,,,,,,,,,,
50,Pardonnez,D,Chardon,Parthénon,Pardon,dOnc,Lyon,È,,,,,,,
51,Courage,Agen,wagon,vages,,,,,,,,,,,
52,aimais,J',J'aimais,J'ai,,,,,,,,,,,
53,"CRISTAUX
Ancienne Maison Lalouette

|
|
|",Ebloui,Fouette,Lalouette,Rana-Valo,"vieux
Lalouette",,,,,,,,,
54,Petit Chose,Rose,Chose,"CHOSE

TU","CHOSE

LÀ",Holà,,,,,,,,,
55,Pilois,kss!.,Pilois!.,Loin,Pilouitt!.,mois!.,,,,,,,,,
56,m'’invitait,m'’introduire,m'’inspiraient,n'’irai,A,,,,,,,,,,
57,rEgardez,Regardez,Un Garçon,gardes-du-corps,Rendez,,,,,,,,,,
58,Ménalque,Quels,Bouzanquet,Quelque,Quelquefois,,,,,,,,,,
59,Or,victoria,victoria de la dame,,,,,,,,,,,,
60,S’,s’,,,,,,,,,,,,,
61,Enr,alençon,ben,BE,,,,,,,,,,,
62,Quartier-Latin,Quartier Latin,Lamartine d’Elvire,"Quartier
Latin",Quartier-,I,"Quartier
Latin!",Latin,,,,,,,
63,"Bati-
gnolles",Batignolles,,,,,,,,,,,,,
64,Madagas-,Magasins,,,,,,,,,,,,,
65,Comédie-Française,Comédie,Théâtre-Français,,,,,,,,,,,,
66,clocher de Saint-Germain,Saint-Germain-des-,Saint-Germain,Maintenant,faubourg Saint-Germain,Saint-Germain—,Saint-Germain-des-Prés,Prés-Saint-Gervais,,,,,,,
67,Faust,mastoïdes,estimez,Est,ST St,,,,,,,,,,
68,Charivaris,Paris,PAris,Parisien,Chauve-Souris,Parisiens,,,,,,,,,
69,soufHe,Soubeyrol,Souwaroff,S,,,,,,,,,,,
70,Beaucaire,Désir-de-plaire,Sire,DIRE,"IX

L’AFFAIRE",sire-de-plaire,,,,,,,,,
71,Demain-,Touraine,Porcelaines,Mathurine,Colombine,Maine,uma,,,,,,,,
72,Bibliothèque,Religion,Bibliothèque nationale de France,,,,,,,,,,,,
73,LES,Chenilles,MIle,Les Chenilles,îles Marquises,fillesen,,,,,,,,,
74,"Coucou-
Blanc",Couru-Blanc,Micou,Mile Coucou-Blanc,Coucou-,Blanc,Coucou,Coucou-Blanc,Coucou-Blanc!.,COUCI-BLANC,Boucoyran,,,,
75,Infortunes,Turc,TU,,,,,,,,,,,,
76,Écoutez,rue Lanterne,"FETE

JE",Consterna-,Dsnemeete-,Carmélites,Roberte,bte,Vatel,goutte,Tes,TE,Château-,Amalécites,Prêtez
77,jusqu’,qu’,Vénus,,,,,,,,,,,,
78,Inde,Sarlandais,Sarlande,Jardin des Plantes,Sar-,,,,,,,,,,
79,gros Serrières,Sèvres,serrure,Serrières,,,,,,,,,,,
80,Eu,veux-tu,Eux,,,,,,,,,,,,
81,Çudra,Voudrait-,,,,,,,,,,,,,
82,Nécro-,croisée,crois,Crois-tu,Crusoé,,,,,,,,,,
83,Fougeroux,Amour,Limoux,"Limoux
Seulement",,,,,,,,,,,
84,Bandit,Lombards,Bach’,Cuba,Bamban,Bamban!.,bah,,,,,,,,
85,Champenoise,pagna,sur-le-champ,champagne,,,,,,,,,,,
86,Cévenol l’,Cévenole,Cévennes,Cévenol,,,,,,,,,,,
87,S«C’,C’,,,,,,,,,,,,,
88,théâtre de Paris Quant,titis de l’,Autre,théâtre de Paris,,,,,,,,,,,
89,Nous vivions,Providence,VI,Vive,,,,,,,,,,,
90,du Nord,m’,Annou,Inouï,,,,,,,,,,,
91,-je,JE,,,,,,,,,,,,,
92,Jugez,Caveau,Levez-,Avez,Savez,,,,,,,,,,
93,Alsace,Alsacien,Lovelaces,Place!,,,,,,,,,,,
94,m'’effraya,Sitôt,m'’asseoir,m'’assit,,,,,,,,,,,
95,voyais,sabré,Sais-tu qu’,initiais,sais,continuais,niais,,,,,,,,
96,Cassagne,d’Espagne,Bretagne,sagne,la Bretagne,,,,,,,,,,
97,160 LE PETIT,"PER

T

72 LE PETIT",80 LE,,,,,,,,,,,,
98,Pie,Ser-,Pier-,Mlle Pier-,,,,,,,,,,,
99,Chers,chut!.,la manche,Evêché,Pacheco,du cher,Mon cher,Cher,Perrache,,,,,,
100,Conseillez,Marsala,Vieille,rs,Marseille,soleil,,,,,,,,,
101,Boulons,SOit,Robinson,Bonsoir,,,,,,,,,,,
102,Chili,Polichinelle,Coquine,Chinois,Chine,Philistine,,,,,,,,,
103,m'’allait,m'’appelait,m'’appelais,,,,,,,,,,,,
104,DER,RER,Bernerette,Aer,Palerme,D TER,Université,ER,Observatoire,,,,,,
105,"collège de

 

 
 i

240 LE PETIT",collège n’,collège cèlèbre,collège de Lyon,Vieux-Collège,"collège de
Sarlande",Récollets,collège de,"collège de

 

 
 i",,,,,,
106,Éliacin,Cécilia,,,,,,,,,,,,,
107,SAUMON,Saumon,,,,,,,,,,,,,
108,Puis,Réfléchissez,lui!.,aplatisse,buis,suisse,PA fesse RD,,,,,,,,
109,Raspail,N,Pas,lilas,Cunocépa,pAs eNcore,PAS,,,,,,,,
110,Figurez,Malheureuse-,Malheu-,guipure,Malheureu-,,,,,,,,,,
111,Eyssette,Odette,Cadet,AmUser,Musette,songeuse,Mne Evyssette,,,,,,,,
112,amérique,l'Afrique,Afrique,,,,,,,,,,,,
113,irons /à-bas,Bas,Ià-bas,,,,,,,,,,,,
114,s'’entraînant,Entrerai-je,Confusément,entr’,,,,,,,,,,,
115,Guigne,Neuf-des-Après,Notre-Seigneur,Signez,Seigneur,,,,,,,,,,
116,le Midi,Midi-Opinion,Midi,,,,,,,,,,,,
117,"place des
Terreaux",Angleterre,Nanterre,terre,,,,,,,,,,,
