cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10
61.0,la Bretagne,Bretagne,,,,,,,,,
62.0,Micou,goutte,Prêtez,Écoutez,,,,,,,
63.0,Mole,soleil,,,,,,,,,
64.0,LL LL Sd,IL S,SL  Sd,IL L,,,,,,,
65.0,Lombards,Colombine,,,,,,,,,
66.0,"CRISTAUX
Ancienne Maison Lalouette

|
|
|",Fouette,Lalouette,"vieux
Lalouette",,,,,,,
67.0,Magasins,Madagas-,,,,,,,,,
68.0,Bernerette,Odette,cette Bastille,Cadet,,,,,,,
69.0,Lamartine d’Elvire,Marsala,Mont-,Montmartre,Autre,Montélimart,,,,,
70.0,ronfla,porte Zéperons,Zéperons,Emporte,,,,,,,
71.0,s'’entraînant,-je,Entrerai-je,RER,entr’,,,,,,
72.0,Sarlandais,Sar-,Sarlande,Inde,,,,,,,
73.0,du cher,Cher,Mon cher,Chers,,,,,,,
74.0,Danielo,Daniel,,,,,,,,,
75.0,Pas,PAS,pAs eNcore,,,,,,,,
76.0,principal n’,principal,Port-au-Prince,,,,,,,,
77.0,RCE S ON,RCE,,,,,,,,,
78.0,Chili,Cécilia,Philistine,,,,,,,,
79.0,poète!.,honte!.,Montez,,,,,,,,
80.0,Chenilles,fillesen,Les Chenilles,LES,,,,,,,
81.0,Dame,d’hippopotames,DAME,,,,,,,,
82.0,Anastagille,mastoïdes,Anastasie,Gymnase,,,,,,,
83.0,Luxembourg,beurrées,bourrée,,,,,,,,
84.0,Avez,Savez,Levez-,,,,,,,,
85.0,LT LS,fort Loyasse,Loyasse,Infortunes,,,,,,,
86.0,Ma Petite-Cercle,160 LE PETIT,"PER

T

72 LE PETIT",80 LE,,,,,,,
87.0,PA fesse RD,suisse,aplatisse,Réfléchissez,,,,,,,
88.0,d’Espagne,Champenoise,sur-le-champ,champagne,pagna,,,,,,
89.0,Neuf-des-Après,Seigneur,Notre-Seigneur,Guigne,Signez,,,,,,
90.0,Polichinelle,Chinois,Chine,Mathurine,,,,,,,
91.0,Grand-Cercle,Grand-Orient,Algérien,,,,,,,,
92.0,Touraine,Coquine,Demain-,Maintenant,Maine,Porcelaines,,,,,
93.0,Midi,noble n’,Midi-Opinion,fe me cn -,le Midi,,,,,,
94.0,trouverez là-bas des amis,Bas,irons /à-bas,Ià-bas,,,,,,,
95.0,Eux,veux-tu,,,,,,,,,
96.0,Loin,Foin,,,,,,,,,
97.0,Tes,Amalécites,Carmélites,lit n’,Éliacin,,,,,,
98.0,Fer,"FER 97

Sd",,,,,,,,,
99.0,ben,baie de Naples,Naples,,,,,,,,
100.0,crois,Crois-tu,croisée,miséra-a-le!,,,,,,,
101.0,Lakçamana,la manche,mans,,,,,,,,
102.0,Musette,Eyssette,Mne Evyssette,,,,,,,,
103.0,Bibliothèque,Bibliothèque nationale de France,,,,,,,,,
104.0,sais,niais,initiais,,,,,,,,
105.0,Lovelaces,Place!,,,,,,,,,
106.0,Nous vivions,Inouï,Annou,,,,,,,,
107.0,gardes-du-corps,rEgardez,Regardez,,,,,,,,
108.0,Bouzanquet,Boulons,Boucoyran,Tribou,,,,,,,
109.0,"PAPILLON

Je crois bien!",cimetière des Papillons,Papillon,"PAPILLON

Est","PAPILLON S
Ah!",Grillon,PAPILLON,"PAPILLON

C’",,,
110.0,"FETE

JE",Dsnemeete-,,,,,,,,,
111.0,Est,Rime,estimez,,,,,,,,
112.0,Palais-Mazarin,Kalatçala,Palais-Royal,,,,,,,,
113.0,Languedoc,Langlumeau,,,,,,,,,
114.0,guipure,bésigue,Figurez,,,,,,,,
115.0,Batignolles,"Bati-
gnolles",Récollets,,,,,,,,
116.0,mois!.,Pilois,Pilois!.,kss!.,,,,,,,
117.0,Vallée,Rana-Valo,,,,,,,,,
118.0,Comprends-tu cela,Venez,Comprenez,,,,,,,,
119.0,jACques,Hacqueville,Jacques,,,,,,,,
120.0,Brave,Bravo,,,,,,,,,
121.0,Vive,Sitôt,critérium!.,Université,,,,,,,
122.0,SAUMON,Saumon,,,,,,,,,
123.0,"RÊVE233

 

Moi, j'étais d’avis",Moi,"-

Moi",,,,,,,,
124.0,Faust,Amour,Moustier,,,,,,,,
125.0,vages,Courage,Agen,,,,,,,,
126.0,kakatoès,Vatel,AmUser,Observatoire,,,,,,,
127.0,Malheureuse-,Lyon,Malheu-,Malheureu-,,,,,,,
128.0,le Rhône,Rhône,Le Rhône,,,,,,,,
129.0,"CHOSE

LÀ",Chose,Petit Chose,Se dd,"CHOSE

TU","CHOSE

RSS RER E SR R",,,,,
130.0,Marseille,Allez,Vieille,Consterna-,Conseillez,,,,,,
131.0,Trouves-tu mon Muguet,"Es-tu
retourné",Trouves-tu,,,,,,,,
132.0,Un Garçon,Palerme,alençon,,,,,,,,
133.0,Sire,Désir-de-plaire,DIRE,sire-de-plaire,,,,,,,
134.0,LS L,Raspail,tueras là-haut,,,,,,,,
135.0,LA BÊTE À BON DIEU,"LA BÊTE A BON DIEU

Quoi donc ?

LE PAPILLON",—- Bonjour,LA BÊTE A BON,LA BÊTE A BON DIEU,,,,,,
136.0,Quartier-,Quartier Latin,"Quartier
Latin",Latin,"Quartier
Latin!",Quartier-Latin,,,,,
137.0,Cristaux,Nécro-,Écris,,,,,,,,
