cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23
145,Aosanoe,Sanson,San,san,pysan,Ln,Sane-et-,,,,,,,,,,,,,,,,,
146,ux Tuileries,dome des Tuileries,bal des Tuileries,Tuileries,jardin des Tuileries,,,,,,,,,,,,,,,,,,,
147,Senc-,Sen6cal,Sens,sEN,hse,Sene--,"Senc-
cal",Senecal,,,,,,,,,,,,,,,,
148,rue le Fleurus,march aux Fleurs,Fleurus,rue de Fleurus,,,,,,,,,,,,,,,,,,,,
149,bour de basque,-  Bah,currefour de 1Htel-,,,,,,,,,,,,,,,,,,,,,
150,I.'i,bitns,tte,httel,tter,Cctte,,,,,,,,,,,,,,,,,,
151,ARTIELe,Siele,geometriel,siege,A-aA,poele,,,,,,,,,,,,,,,,,,
152,clerche,maltre-clerc,Clerc,bibicle,ler,clerg,Clerc abusaitle,Cercle,,,,,,,,,,,,,,,,
153,mont lescalicr,lescalicr,Californie,Tlicrs,,,,,,,,,,,,,,,,,,,,
154,IIL,IIl,,,,,,,,,,,,,,,,,,,,,,
155,Anda-,Irlandais,Andalouse,Balandard,,,,,,,,,,,,,,,,,,,,
156,-  Trente-sept,trentel,laltirerent,"Ar-i
noux  trente mille francs",,,,,,,,,,,,,,,,,,,,
157,vrole,proletariat,P,proletaire,Lovarias,,,,,,,,,,,,,,,,,,,
158,Berlin,nudl,Enlin,Inlin,,,,,,,,,,,,,,,,,,,,
159,Commecnt,commenccr,Commerce,Almanach du Commerce,,,,,,,,,,,,,,,,,,,,
160,Churlotte,Marlotte,Parlotte,aott,-  Ahl saprelotte,,,,,,,,,,,,,,,,,,,
161,Cependnt,precise,Precepleur,Precep,recemmenf,,,,,,,,,,,,,,,,,,,
162,po,Frd6ric,Fred6ric,Fred6ric d'ecrire,,,,,,,,,,,,,,,,,,,,
163,outle,nu-tle,Etle,ttle,tle,d6-,,,,,,,,,,,,,,,,,,
164,Voulez,voulitle,- Voulez,usl,vOulez-Vus,circulezl,Iouleuses,couleuu,,,,,,,,,,,,,,,,
165,Comaing,maine,"se-
maine","sc-
maine",ain,Lorraine,Fontainebleau,,,,,,,,,,,,,,,,,
166,depute,so,Chambres devraicnt,Chambre des deputes,Chambre des depules,accreditee depui,,,,,,,,,,,,,,,,,,
167,disunt,MI arrondissement,aec,NIl arrondissement,Givondis,,,,,,,,,,,,,,,,,,,
168,musee de Versailles,Versailles,sailles,transfrer  Versailles,,,,,,,,,,,,,,,,,,,,
169,lEurope,inonle,senleur,monleln,Onleur,voleurslon,,,,,,,,,,,,,,,,,,
170,courbe cn,Hlurons,Couronne,duro,couronnaicnt,,,,,,,,,,,,,,,,,,,
171,"wurt
tandems",ande,Iarchander,candelabres,Normandes,,,,,,,,,,,,,,,,,,,
172,k--,meu--,emeute,Meudon,meurs?n,,,,,,,,,,,,,,,,,,,
173,Jouflroy,Jouffroy,passage Jouflroy,Z.,.;;te,,,,,,,,,,,,,,,,,,,
174,z:::c,z:::::cc-,Ec::::':-,c::ccc,t:::---,t3,,,,,,,,,,,,,,,,,,
175,"au-
res",Ilne,Gorge-au-Loup,Au-,au-,,,,,,,,,,,,,,,,,,,
176,t Seine,La Seine,la Seine,Seine,,,,,,,,,,,,,,,,,,,,
177,Psyche,crbche,tche,Richelicu,lacloche,lche,,,,,,,,,,,,,,,,,,
178,tuen,piqtue,,,,,,,,,,,,,,,,,,,,,,
179,Iysteres de Paris,c0te de Sourlun,c0te de Paris,c0te de Chailly,cte de Paris,,,,,,,,,,,,,,,,,,,
180,Dagneaux,Bugneaux,,,,,,,,,,,,,,,,,,,,,,
181,oulr,oulrageante,.L,toul,roulte,,,,,,,,,,,,,,,,,,,
182,Morelly,Fu-,Chantilly,Billy,Filly,Andilly,Chailly,Neuilly,,,,,,,,,,,,,,,,
183,piquees,"damas rouge
Quatre domestiques",Esthtique,Annales roantiques,polytcchnique,domestiqucs,Belgique,,,,,,,,,,,,,,,,,
184,martre,boulevard Montmartre,Montmartre,Chartres,rue Montmartre,,,,,,,,,,,,,,,,,,,
185,lumides,-  Ohl,lumikre,lumire,Fumichon,-,,,,,,,,,,,,,,,,,,
186,le France,Irancs,esperance,Franck,Franc,sance,Francois I,France,Frangcuais,Empire cree pair de lFrance,Franks,Collige de France,ressemblancel A,La France,de France,la France,lip-fraoli,,,,,,,
187,Romeo,Hippodrome,Ilippodrome,,,,,,,,,,,,,,,,,,,,,
188,Iou-,Ilecou-,Lecornu,,,,,,,,,,,,,,,,,,,,,
189,Angelmarre,Delmar,Deloin,Delm,,,,,,,,,,,,,,,,,,,,
190,accouds,coucou,accoudes,bicoue,,,,,,,,,,,,,,,,,,,,
191,Nogentais,Nogent-sur-Seine,Nogcnltais,NTAI.E,Nogent,,,,,,,,,,,,,,,,,,,
192,Ilyde,t0t,Ily,,,,,,,,,,,,,,,,,,,,,
193,nice,Injustice,Clubstick,,,,,,,,,,,,,,,,,,,,,
194,Heudras,madras,Madrid,,,,,,,,,,,,,,,,,,,,,
195,Pere-Lachaise,la Renaissance,Bourbonnais,aisers,Polonaise,Irangaise,Al0naise,Barnais,Taisez,Polonais,Lamennais,Iavseillaise,,,,,,,,,,,,
196,emouvoir,Pouvoir,louvoir,,,,,,,,,,,,,,,,,,,,,
197,Napolon,"Napo
leon",patre sa capole,Iiciance de Napolon,Monopole,Napoleon,Napolion,"quai Napo-
leon",,,,,,,,,,,,,,,,
198,licole,nole,Colot,l1'Icole,Icoles,,,,,,,,,,,,,,,,,,,
199,Celutal,plutt,-  Salut,,,,,,,,,,,,,,,,,,,,,
200,rue Tronchet,Rentrons,Trone,troncons lde statuc,Trocadro,Boutron,,,,,,,,,,,,,,,,,,
201,Fr6lic,Vicns,Mlichiel-Angge,trs,licn,Frlic,lticn,bicn,,,,,,,,,,,,,,,,
202,ige,A59,gorge-de-pigeon,sige,,,,,,,,,,,,,,,,,,,,
203,Iort,Iutrcsecore,cortge,-  Sortons,Corbeil,corset,,,,,,,,,,,,,,,,,,
204,Tond,vagabondge,bonds,Bonsoir,carbonaro,,,,,,,,,,,,,,,,,,,
205,el l,el des galas,Las,terrompu des grenouilles r6pond,,,,,,,,,,,,,,,,,,,,
206,cte-l,bcte,Ctes,Tes,htes,,,,,,,,,,,,,,,,,,,
207,La Democratie,Democratie,aristocratel,,,,,,,,,,,,,,,,,,,,,
208,Tache,lachete,Iln',as achete,,,,,,,,,,,,,,,,,,,,
209,LinUCCATIN,mutineriec,tinu,Bertinaux,latinl,Enfantin,tine,,,,,,,,,,,,,,,,,
210,dit2,Dittmer,mero pueblo del mundo,Dittmer-lal,,,,,,,,,,,,,,,,,,,,
211,Marechal,Murechale,Mareclale,Il1,la Mlarechale,Marechle,chdne,Marechale,Mlarechale,,,,,,,,,,,,,,,
212,b6-,Ecoutez,Ecoutez-,,,,,,,,,,,,,,,,,,,,,
213,"Palais-
Royal",Palais,Palais-Royal,".,'.-",,,,,,,,,,,,,,,,,,,,
214,Marthene,Mlle Marthc,Cuthe-,MP Berthelmot,Barthlemy,Marthe,Ile Marthe,Parthenon,Mrthe,,,,,,,,,,,,,,,
215,terrsse,glcterre,Oter,La terre,Angleterre,,,,,,,,,,,,,,,,,,,
216,-  Cest,etune,Cestune,,,,,,,,,,,,,,,,,,,,,
217,ligne du Nord,Nord,du Nord,Puys,,,,,,,,,,,,,,,,,,,,
218,equel,quell,fabriquelo,Quels,uuquel,,,,,,,,,,,,,,,,,,,
219,c0,Carousel,Carrousel,"place du
Carrousel",,,,,,,,,,,,,,,,,,,,
220,"barribre du236
L'",cuyde,barribre d'Italie,barribre du236,barribre,,,,,,,,,,,,,,,,,,,
221,Larsillois,Gauloises,Vulois,Gaulois,Bouloi,,,,,,,,,,,,,,,,,,,
222,lisire,tapissires,liiIrencc,ILaromiguire,thiire,bire,hire,Le Vicaire,Iaire,prcmire,,,,,,,,,,,,,,
223,dunger,Dunod,Sourdun,,,,,,,,,,,,,,,,,,,,,
224,choseln,chosc,losc,s6,,,,,,,,,,,,,,,,,,,,
225,langge,Languedoc,orang-outang,languir,,,,,,,,,,,,,,,,,,,,
226,Allard,bouillard,Drouillard,,,,,,,,,,,,,,,,,,,,,
227,Saint-Valery,Saint-Franois,Saint-Pre,Saint-Cloud,lebarquait  Saint-Cloud,Saint-Antoine,quai Saint-Bernard,Saint-Honor6,Saint-Louis,"Saint-Satur-
nin",Saintonge,"Sainte-
Chapelle",scne,Suaint-Barthelemy,Saint-,chapelle Saint-Satur-,Saint-Paul,Saint-Mlarceau,Saint-Thomas,Saint-Cloul,Saint-Germain,Saint-Nicolas,Francs-Bourgeois-Saint-,Mont-Saint-Michel
228,glee,Masselin,l'Assem0lee,,,,,,,,,,,,,,,,,,,,,
229,pauvrejeune,nuvre,Huvre,zhef-d'euvre,euvre,,,,,,,,,,,,,,,,,,,
230,aris,Paris  Nogent,Charivari,Parisien,Paris,la142,vee h Paris,l2aris,,,,,,,,,,,,,,,,
231,lForcc,Forchambeaux,Ft Forchambeaux,,,,,,,,,,,,,,,,,,,,,
232,-  Moi,- Rendez-moi,moil,Imoi,,,,,,,,,,,,,,,,,,,,
233,Notre-Dame,Notre-Dume,Notre-,notre Senecal,notre7,,,,,,,,,,,,,,,,,,,
234,Frcleric,Frelric,At,Freleric.d,Freleric,Fr6leric,,,,,,,,,,,,,,,,,,
235,Belleville,llI0tel-de-Ville,"rue
Iauteville","ruo
Iauteville",Grmonville,Fouquier-Tinville,Surville,Seville,Bouttevilain,Villeneuve-l'Archevque,Vaudeville,Villenauxe,Gremonville,,,,,,,,,,,
236,Mlle Ioque,lidolatrie imbecile del',le bulfet,le soleil,ceudie e Ioe,le Iyve,,,,,,,,,,,,,,,,,,
237,l'alc0ve,alc0ve,ulc0ve,,,,,,,,,,,,,,,,,,,,,
238,s':'.t,Le Gouvernement,Fouvens,Irtement,Gouvernement,Gouvernemenl,Alrs,gouvernementl,Doucement,Gouvernemer,,,,,,,,,,,,,,
239,J'ai ete,bete-lh,nete,bete,,,,,,,,,,,,,,,,,,,,
240,"IL DUCAT10N SENTIMENTA LE
-  Moi?",T10N,EDUCAT10N sENTIMENTALE,LipUCAT10N SENTIMENTALE,nUCAT10N,EnUcAT10N sENTIMENTALE,"cafe170
L EDUCAT10N SENTIMENTALE
Dagneaux",,,,,,,,,,,,,,,,,
241,se260,l va-t',A-t-On,,,,,,,,,,,,,,,,,,,,,
242,Ambrecicourt,Nonancourt,Flacourt,fer n. Nonancourt,,,,,,,,,,,,,,,,,,,,
243,Notre-Dame-des-Victoires,"rue Notre-
Dame-des-Victoires",Dame-des-Victoires,,,,,,,,,,,,,,,,,,,,,
244,Aprbs,aprbs-midi,aprs-midi,,,,,,,,,,,,,,,,,,,,,
245,devouez-vouslo,lousie,ous,E,YOuS,vOus,,,,,,,,,,,,,,,,,,
246,moucloirs,relectoire,geries Leloir,Loire,rotloir,soiree,,,,,,,,,,,,,,,,,,
247,l1l',chagrin?n,Chambord,Champ-de-Mars,"Cham-
pgile",Alham-,Chambrion,Cham,Champagne,Mr6chaux,sujcet,,,,,,,,,,,,,
248,repondre,Londres,epndre,rpondre,Flandres,prepondrance,,,,,,,,,,,,,,,,,,
249,Saint-Jacques,rue Saint-Jacques,tSaint-Jacques,Jacques,lc,,,,,,,,,,,,,,,,,,,
250,Rosa-,Rosanetlte,llosanetle,osanette,kRosannette,Rosanctte,Iosanette,osanette s'arrtta,Rosanette,Rosannette,llosanette,Ilosanette,Rosanetle,Hosanette,,,,,,,,,,
251,laule,pau,paule,,,,,,,,,,,,,,,,,,,,,
252,rez-de-chaussee,Aussit0,Caussidiere,hauss6e,haussantles,,,,,,,,,,,,,,,,,,,
253,aMIais,Miais,MIais,Iaisant,,,,,,,,,,,,,,,,,,,,
254,Francais,Comedie-Francaise,Francaise,Buzancais,caises,Irangcaise,,,,,,,,,,,,,,,,,,
255,Cmu,moiselle,mademoisoelle,Ca,mademoiselle,Malemoiselle,,,,,,,,,,,,,,,,,,
256,IL,naiyes,Troyes,ployes,noyees,,,,,,,,,,,,,,,,,,,
257,Autre-,Lautre,autrcs,,,,,,,,,,,,,,,,,,,,,
258,Pont-Neuf,pont d'Arcole,pont Royal,Dupont,Ponts,faenza,Japon,le Pont-Neuf,,,,,,,,,,,,,,,,
259,serpillire,Molire,Grange-Batelire,dlire,,,,,,,,,,,,,,,,,,,,
