cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22
76.0,Onse,Causons,-  Conservons-les,Monsei-,Bonsoir,,,,,,,,,,,,,,,,,,
77.0,neme,mneme,Certainementl,Mostaganem,,,,,,,,,,,,,,,,,,,
78.0,Fr6dic,silencicuse,musee,odicuse,Dbardcuse,M. Dumbrcuse,sricuse,adicu,-  Excuse,,,,,,,,,,,,,,
79.0,"porl
Maillot",Maillot,porlail,,,,,,,,,,,,,,,,,,,,
80.0,Iierte,I6serte,Liberte,desert,,,,,,,,,,,,,,,,,,,
81.0,revolta,Revo-,quai Voltaire,,,,,,,,,,,,,,,,,,,,
82.0,Persan,perse,Dumersan,,,,,,,,,,,,,,,,,,,,
83.0,meltre,"maltresse1 Il
e la nie",pltre,abaltre,,,,,,,,,,,,,,,,,,,
84.0,CA TI0N,L'EDUCA TI0N,L'EDUCA,EDUCA,,,,,,,,,,,,,,,,,,,
85.0,ligne du Nord,Nord,du Nord,gne du menage,,,,,,,,,,,,,,,,,,,
86.0,pnrtit,Pnr,jctit,,,,,,,,,,,,,,,,,,,,
87.0,Luxembourg,Luxembour,,,,,,,,,,,,,,,,,,,,,
88.0,Barbs,Barbbs,carbonaro,,,,,,,,,,,,,,,,,,,,
89.0,-  Ouil,-  Ohl,Ouil,Oui,,,,,,,,,,,,,,,,,,,
90.0,Allemagne,Halles,lez,Allez,Allemand,allees,,,,,,,,,,,,,,,,,
91.0,Sphinx,la chine,Chine,chicards,chine,Chine ct,Chinec,,,,,,,,,,,,,,,,
92.0,Ormes,Ilammes,"Armes,1",Mormans,,,,,,,,,,,,,,,,,,,
93.0,Aube,Rubens,l'Aube,,,,,,,,,,,,,,,,,,,,
94.0,quai d'Orsay,Orsay,,,,,,,,,,,,,,,,,,,,,
95.0,ypes,Alpes,,,,,,,,,,,,,,,,,,,,,
96.0,Debardeuse,Debar-,la Debardeuse,l Dehardeuse,Dbardeuse,,,,,,,,,,,,,,,,,,
97.0,lanternes prbs des lanternes,Jardin des Plantes.ed,Jardin des Plantes,"Jardin des Plantes.ed
L' E","lanternes vnitiennes accrochees 
des poteaux iormaicnt",Jardin des llautes,Jrdin,,,,,,,,,,,,,,,,
98.0,Aosanoe,Sanson,San,san,pysan,Sane-et-,,,,,,,,,,,,,,,,,
99.0,compgnie,pagnie,pagnon,coipagnie,,,,,,,,,,,,,,,,,,,
100.0,Boulogne,bois de Boulogne,Bouloi,dCcbarque  Boulogne,,,,,,,,,,,,,,,,,,,
101.0,sentan,SEN T IMENTALE,SE NT1MENTALE,SENTIME NTA,SENTIMENTALE,ENTALE,SENTI,puncl inleliniment,sSENTIMENTALE,sENTI E NIALE,Vraimentl,SENTIMENTA IL E,SENTIMTENTAILE,sENTIMENTALE,SENTIMENTAILLE,comnplimenter,,,,,,,
102.0,ourquoi,Pourquoi t'acharnes,Quoi?n,,,,,,,,,,,,,,,,,,,,
103.0,bete-lh,cte-l,bete,,,,,,,,,,,,,,,,,,,,
104.0,arrivel,barrirc,Arriv,Vive,enveloppee,,,,,,,,,,,,,,,,,,
105.0,p1es-,Es-tu,Oi es-tu,Attendrais-tu ton lidalgo,,,,,,,,,,,,,,,,,,,
106.0,Vlour,lourdes,veloursl,Loure,lout,Loulou,,,,,,,,,,,,,,,,,
107.0,carre-,carreaix,,,,,,,,,,,,,,,,,,,,,
108.0,dressce,messc,lissc,,,,,,,,,,,,,,,,,,,,
109.0,Salon,Salons,-  Salut,,,,,,,,,,,,,,,,,,,,
110.0,ourgogne,Bourgogne,,,,,,,,,,,,,,,,,,,,,
111.0,Vanneroy,neroy,,,,,,,,,,,,,,,,,,,,,
112.0,Flanque-la dehorslon,Salamanque,Flanque,Blanqui,Banque,,,,,,,,,,,,,,,,,,
113.0,eligibles,Religion,,,,,,,,,,,,,,,,,,,,,
114.0,choseln,chosc,,,,,,,,,,,,,,,,,,,,,
115.0,Somme,sommc,Sombaz,Commcntl,hommcs,,,,,,,,,,,,,,,,,,
116.0,Pouce,appouva,Pou,Pour-,pouIr,,,,,,,,,,,,,,,,,,
117.0,cccccc.26,c::ccc,,,,,,,,,,,,,,,,,,,,,
118.0,Iutrcsecore,Lecornu,autrcs,,,,,,,,,,,,,,,,,,,,
119.0,comprilt,prilt,,,,,,,,,,,,,,,,,,,,,
120.0,Vicomte,vic,Appelle-moi Vicomte,vicomles,,,,,,,,,,,,,,,,,,,
121.0,"vis-i-vis de
lui-meme",vis-a-vis,".,s-i",visagc,,,,,,,,,,,,,,,,,,,
122.0,fiamille,Lille,"lille Com-
ain",Milles,Iille,lille,Lillec,nille,billee,Vazeille,iille,,,,,,,,,,,,
123.0,usqulau Louvre,Au Louvre,d0me du Louvre,,,,,,,,,,,,,,,,,,,,
124.0,qand,uand,gand,Andalouse,Grand,brigand,,,,,,,,,,,,,,,,,
125.0,poudrc,Oudry,pre Oudry,Odry,,,,,,,,,,,,,,,,,,,
126.0,Opera,operer,perail,,,,,,,,,,,,,,,,,,,,
127.0,devouez-vouslo,usl,,,,,,,,,,,,,,,,,,,,,
128.0,Arrtte,mur arrtta,aerrtri,,,,,,,,,,,,,,,,,,,,
129.0,Ilpublique,Pourquoi ma lpublique,Rpublique,Repnblique,lRepublique,Republiquel,crpu,Republique,,,,,,,,,,,,,,,
130.0,Essniens,Patience,Tiens,mens,Autrichiens,Amiens,Iense,vienslo,Deviens,,,,,,,,,,,,,,
131.0,femmle,lemmcna,Iemmecs,,,,,,,,,,,,,,,,,,,,
132.0,llosnette,Hosnette,con nette,Hosnelte,,,,,,,,,,,,,,,,,,,
133.0,tais-toil,toil,Toi,toilon,,,,,,,,,,,,,,,,,,,
134.0,t Seine,La Seine,la Seine,Seine,,,,,,,,,,,,,,,,,,,
135.0,reveni,Venise,do Venise,Wenise,venit,,,,,,,,,,,,,,,,,,
136.0,Unlustre,Gare ai lustrel,,,,,,,,,,,,,,,,,,,,,
137.0,ex-pre-,Presi-,apres la bire,lesiusils,Presles,Pressel,Vepres,Presilent,,,,,,,,,,,,,,,
138.0,aisserie,serieux,Ptisserie,Ilbaissa,baissee,connaissez?n,,,,,,,,,,,,,,,,,
139.0,thbeses,Ibes,,,,,,,,,,,,,,,,,,,,,
140.0,cblouie,llisbeth-Olympe-Louise HRoque,Louisefut,Louisel,,,,,,,,,,,,,,,,,,,
141.0,Desde,par-dessus des,par-dessus lahaie,,,,,,,,,,,,,,,,,,,,
142.0,mimi?n,Imince,MIme,,,,,,,,,,,,,,,,,,,,
143.0,cntendez,- Rendez-moi,Prends,,,,,,,,,,,,,,,,,,,,
144.0,Considerant,considera,,,,,,,,,,,,,,,,,,,,,
145.0,Percepteur,Prcepteur,bDocteur,,,,,,,,,,,,,,,,,,,,
146.0,rue Sint-Anne,rue Saint-Hyacinthe,rue Saint-Denis,porte Saint-Denis,rue Saint-Victor,rue Sainte-Anne,de Saint-Denis,,,,,,,,,,,,,,,,
147.0,Empire cree pair de,Empire cree pair de lFrance,,,,,,,,,,,,,,,,,,,,,
148.0,"damas rouge
Quatre domestiques",Annales roantiques,damas,domestiqucs,,,,,,,,,,,,,,,,,,,
149.0,Borlelais,Orleans,La Borlelaise,,,,,,,,,,,,,,,,,,,,
150.0,vilure,Privilge,Vil,,,,,,,,,,,,,,,,,,,,
151.0,fier,Pradier,Adieuln,Prado,,,,,,,,,,,,,,,,,,,
152.0,ux Tuileries,dome des Tuileries,bal des Tuileries,Tuileries,jardin des Tuileries,,,,,,,,,,,,,,,,,,
153.0,Senc-,Sen6cal,Sens,sEN,Sene--,"Senc-
cal",Senecal,,,,,,,,,,,,,,,,
154.0,rue le Fleurus,Fleurus,rue de Fleurus,,,,,,,,,,,,,,,,,,,,
155.0,Femnme-Sauvage,eme-Sauvage,,,,,,,,,,,,,,,,,,,,,
156.0,ttetc,tte,tter,Cctte,,,,,,,,,,,,,,,,,,,
157.0,Sicelui-l,Celutal,plutt,,,,,,,,,,,,,,,,,,,,
158.0,lavie,Savigny,lIIerbigny,,,,,,,,,,,,,,,,,,,,
159.0,h0tel de Nantes,vtue de nankin,Iiciance de Napolon,nankin,,,,,,,,,,,,,,,,,,,
160.0,clerche,maltre-clerc,Clerc,ler,clerg,Clerc abusaitle,,,,,,,,,,,,,,,,,
161.0,mont lescalicr,lescalicr,Californie,Tlicrs,,,,,,,,,,,,,,,,,,,
162.0,IIL,IIl,,,,,,,,,,,,,,,,,,,,,
163.0,bibicle,Miclel,bicoue,,,,,,,,,,,,,,,,,,,,
164.0,d6bordes  o,Bordelaise,Borde-,Frde-,Bordelais,Bordeaux,,,,,,,,,,,,,,,,,
165.0,Larsillois,Gaillon,Chitillon,Postillon russe,chillonnires,tillon,Postillon,place Gaillon,postillon,,,,,,,,,,,,,,
166.0,moyenl,Chevalier noyen age,Moyens,,,,,,,,,,,,,,,,,,,,
167.0,troisime,croisales,Trois-Marics,troisiime,Troisibme,Cvroiz,Trois-,,,,,,,,,,,,,,,,
168.0,Berlin,Enlin,Inlin,,,,,,,,,,,,,,,,,,,,
169.0,EDUcATI0N sENTIMENTALE,incATI0N SENTIMENTALE,L'EDUCATI0N SENTIMENTA,"IL DUCAT10N SENTIMENTA LE
-  Moi?",EDUCATI0N sSENTIMENTA ILE,L'EDUcATI0N sENTIMENTALE,EDUcATI0N SENTIMENTALE,.eL' iEnUCATI0N SENTIMENALE,EDUcATI0N sENTIIENTALE,EncATI0N sSENTIMENTALE 501,UcATI0N SENTIMENTA ILE,E nucATI0N SENTIMIENTAILE,EDUCAT10N sENTIMENTALE,LipUCAT10N SENTIMENTALE,pas-L'fncATI0N SENTIIENTALE,TI0N SENT1MIENTALE,L'EpUCATI0N SENTIMENTALE,EnUcAT10N sENTIMENTALE,L'EDUCATI0N sSENTIMENTALE,"cafe170
L EDUCAT10N SENTIMENTALE
Dagneaux",,,
170.0,Commecnt,commenccr,Commerce,Almanach du Commerce,,,,,,,,,,,,,,,,,,,
171.0,Cependnt,precise,le Precepteur,Precepleur,Precep,recemmenf,,,,,,,,,,,,,,,,,
172.0,Frd6ric,Fred6ric,Fred6ric d'ecrire,,,,,,,,,,,,,,,,,,,,
173.0,-  Tenezl,lrenez,Comprenez,Prenez gardel,,,,,,,,,,,,,,,,,,,
174.0,Comaing,maine,"se-
maine","sc-
maine",ain,Lorraine,Fontainebleau,,,,,,,,,,,,,,,,
175.0,depute,Chambres devraicnt,Chambre des deputes,Chambre des depules,accreditee depui,,,,,,,,,,,,,,,,,,
176.0,harem,Charivari,Mlarie,Lovarias,familiarite,,,,,,,,,,,,,,,,,,
177.0,disunt,MI arrondissement,NIl arrondissement,Givondis,,,,,,,,,,,,,,,,,,,
178.0,musee de Versailles,Versailles,sailles,transfrer  Versailles,,,,,,,,,,,,,,,,,,,
179.0,lEurope,inonle,senleur,monleln,Onleur,voleurslon,,,,,,,,,,,,,,,,,
180.0,courbe cn,Hlurons,Couronne,duro,couronnaicnt,,,,,,,,,,,,,,,,,,
181.0,anca,avanca,Van-,mlavancer,,,,,,,,,,,,,,,,,,,
182.0,"wurt
tandems",ande,Iarchander,candelabres,Normandes,,,,,,,,,,,,,,,,,,
183.0,collres-forts,pllre,fenclre,colre,Colot,Colui,,,,,,,,,,,,,,,,,
184.0,meu--,emeute,meurs?n,,,,,,,,,,,,,,,,,,,,
185.0,z:::c,z:::::cc-,Ec::::':-,,,,,,,,,,,,,,,,,,,,
186.0,rue Paradis-Poissonnibre,Poissonniere,Poisson-,Poissonnibre,Canonniers,,,,,,,,,,,,,,,,,,
187.0,Suriret,rir,,,,,,,,,,,,,,,,,,,,,
188.0,emouvoir,Pouvoir,louvoir,,,,,,,,,,,,,,,,,,,,
189.0,lLe,Nlle,mnolle,llle,Mlle,,,,,,,,,,,,,,,,,,
190.0,tuen,frequen,piqtue,,,,,,,,,,,,,,,,,,,,
191.0,Iysteres de Paris,c0te de Sourlun,c0te de Paris,cruinte de deplaire,c0te de Chailly,cte de Paris,,,,,,,,,,,,,,,,,
192.0,Vesuve,Ineuves,Villeneuve-l'Archevque,,,,,,,,,,,,,,,,,,,,
193.0,Eugne,Dagneaux,Bugneaux,,,,,,,,,,,,,,,,,,,,
194.0,Voil,Voilh,Voila,Voili,Ili,,,,,,,,,,,,,,,,,,
195.0,oulr,oulrageante,toul,roulte,,,,,,,,,,,,,,,,,,,
196.0,got,gote,degot,,,,,,,,,,,,,,,,,,,,
197.0,martre,boulevard Montmartre,Montmartre,Chartres,rue Montmartre,,,,,,,,,,,,,,,,,,
198.0,lumides,lumikre,lumire,Fumichon,alluma,,,,,,,,,,,,,,,,,,
199.0,le France,Irancs,Collge de France,esperance,Franck,Franc,sance,Francois I,France,ecrans,Franks,Collige de France,La France,de France,la France,,,,,,,,
200.0,Romeo,Hippodrome,Ilippodrome,,,,,,,,,,,,,,,,,,,,
201.0,Angelmarre,Delmar,Delm,,,,,,,,,,,,,,,,,,,,
202.0,accouds,coucou,accoudes,,,,,,,,,,,,,,,,,,,,
203.0,vagabondge,bonds,Lextravagance,,,,,,,,,,,,,,,,,,,,
204.0,geniel,Genie,genie,,,,,,,,,,,,,,,,,,,,
205.0,cuyde,Ilyde,Ily,,,,,,,,,,,,,,,,,,,,
206.0,bitns,Albion,lbitit,,,,,,,,,,,,,,,,,,,,
207.0,Conference,Regence,vengence;-,Intelligence,faience,,,,,,,,,,,,,,,,,,
208.0,rideuux,Ilesperides,,,,,,,,,,,,,,,,,,,,,
209.0,nice,Injustice,Clubstick,,,,,,,,,,,,,,,,,,,,
210.0,Heudras,madras,Madrid,,,,,,,,,,,,,,,,,,,,
211.0,Pere-Lachaise,la Renaissance,Bourbonnais,aisers,Polonaise,Al0naise,Barnais,Taisez,Polonais,Lamennais,Iavseillaise,,,,,,,,,,,,
212.0,Saumon,bDaumont,aumone,,,,,,,,,,,,,,,,,,,,
213.0,Napolon,"Napo
leon",patre sa capole,Monopole,Napoleon,Napolion,"quai Napo-
leon",,,,,,,,,,,,,,,,
214.0,rue Transnonain,mnains,Amcricains,Pomnadre,Gymnase,cerains,,,,,,,,,,,,,,,,,
215.0,licole,nole,l1'Icole,Icoles,,,,,,,,,,,,,,,,,,,
216.0,rue Tronchet,Rentrons,Trone,troncons lde statuc,Trocadro,Boutron,,,,,,,,,,,,,,,,,
217.0,gne,Cygne de la Cvroiz,cygne,Cygne,,,,,,,,,,,,,,,,,,,
218.0,"amateursl o
-  Eh",Maternite,mateclot,Iratevnite,,,,,,,,,,,,,,,,,,,
219.0,Fr6lic,Vicns,Mlichiel-Angge,licn,Frlic,lticn,bicn,,,,,,,,,,,,,,,,
220.0,Ohe l,lBoheme,boheme,Boheme,,,,,,,,,,,,,,,,,,,
221.0,r6diger,ige,gorge-de-pigeon,sige,,,,,,,,,,,,,,,,,,,
222.0,Iort,cortge,corset,,,,,,,,,,,,,,,,,,,,
223.0,el des galas,Las,mero pueblo del mundo,terrompu des grenouilles r6pond,,,,,,,,,,,,,,,,,,,
224.0,Morelly,Billy,Filly,Andilly,Chailly,Neuilly,,,,,,,,,,,,,,,,,
225.0,La Democratie,Democratie,,,,,,,,,,,,,,,,,,,,,
226.0,-  A,-  Ah,-  Ahl saprelotte,,,,,,,,,,,,,,,,,,,,
227.0,Tache,lachete,as achete,,,,,,,,,,,,,,,,,,,,
228.0,-  Bah,ebahi,,,,,,,,,,,,,,,,,,,,,
229.0,el l,v0tre,v0trel o,,,,,,,,,,,,,,,,,,,,
230.0,dit2,Dittmer,Dittmer-lal,,,,,,,,,,,,,,,,,,,,
231.0,Quelqtutes,Quelqt,Quelqucfois,uelquefois,Quelqu,Quelquefois,Quelquelois,Quelque,Quelquun,,,,,,,,,,,,,,
232.0,nu-tle,Etle,ttle,tle,,,,,,,,,,,,,,,,,,,
233.0,Marechal,Murechale,Mareclale,la Mlarechale,Marechle,Marechale,Mlarechale,,,,,,,,,,,,,,,,
234.0,lonc,lonc?n,donc?n,,,,,,,,,,,,,,,,,,,,
235.0,Cite,Benedicite,Bengale,,,,,,,,,,,,,,,,,,,,
236.0,punch,Unc,unc,,,,,,,,,,,,,,,,,,,,
237.0,Ecoutez,Ecoutez-,,,,,,,,,,,,,,,,,,,,,
238.0,"Palais-
Royal",Palais,Palais-Royal,,,,,,,,,,,,,,,,,,,,
239.0,Marthene,Mlle Marthc,Cuthe-,MP Berthelmot,Barthlemy,Marthe,Ile Marthe,Parthenon,Mrthe,,,,,,,,,,,,,,
240.0,terrsse,bcte,glcterre,Oter,La terre,Angleterre,,,,,,,,,,,,,,,,,
241.0,-  Cest,etune,Cestune,,,,,,,,,,,,,,,,,,,,
242.0,equel,lquelle,quell,fabriquelo,Quels,uuquel,,,,,,,,,,,,,,,,,
243.0,Carousel,Carrousel,"place du
Carrousel",Barrot,,,,,,,,,,,,,,,,,,,
244.0,Autorile,Autorit,,,,,,,,,,,,,,,,,,,,,
245.0,k--,".,:ak---",t:::---,,,,,,,,,,,,,,,,,,,,
246.0,Vatnazl,Mlle Vatnaz,Vatnaz,Vntnaz,Vutnaz,,,,,,,,,,,,,,,,,,
247.0,T10N,nUCAT10N,,,,,,,,,,,,,,,,,,,,,
248.0,"barribre du236
L'",barribre d'Italie,barribre du236,barribre,,,,,,,,,,,,,,,,,,,
249.0,Allard,bouillard,Drouillard,,,,,,,,,,,,,,,,,,,,
250.0,Ilne,Iln',,,,,,,,,,,,,,,,,,,,,
251.0,Saint-Valery,Saint-Franois,Saint-Pre,Saint-Cloud,lebarquait  Saint-Cloud,Saint-Antoine,quai Saint-Bernard,Saint-Honor6,Saint-Louis,"Saint-Satur-
nin",Saintonge,"Sainte-
Chapelle",Suaint-Barthelemy,Saint-,chapelle Saint-Satur-,Saint-Paul,Saint-Mlarceau,Saint-Thomas,Saint-Cloul,Saint-Germain,Saint-Nicolas,Francs-Bourgeois-Saint-,Mont-Saint-Michel
252.0,glee,Masselin,l'Assem0lee,,,,,,,,,,,,,,,,,,,,
253.0,"au-
res",Gorge-au-Loup,Au-,au-,,,,,,,,,,,,,,,,,,,
254.0,Psyche,crbche,tche,Richelicu,lacloche,lche,,,,,,,,,,,,,,,,,
255.0,-  Pas,"doute?n
-  Pas du tout l elle est honnete","chapeletsln
-  Pas",,,,,,,,,,,,,,,,,,,,
256.0,aris,reparul,Appar,Parisien,Paris,aristocratel,vee h Paris,l2aris,,,,,,,,,,,,,,,
257.0,lForcc,Forchambeaux,Ft Forchambeaux,,,,,,,,,,,,,,,,,,,,
258.0,-  Moi,moil,Imoi,,,,,,,,,,,,,,,,,,,,
259.0,Notre-Dame,Autre-,Notre-Dume,Notre-,notre Senecal,notre7,,,,,,,,,,,,,,,,,
260.0,Frcleric,Frelric,Freleric.d,Freleric,Fr6leric,,,,,,,,,,,,,,,,,,
261.0,prolites-cn,Progrs,eprouva,prolilt,,,,,,,,,,,,,,,,,,,
262.0,Belleville,llI0tel-de-Ville,"rue
Iauteville","ruo
Iauteville",Grmonville,Fouquier-Tinville,Surville,Seville,Bouttevilain,Vaudeville,Villenauxe,Gremonville,,,,,,,,,,,
263.0,kaolin de Bretagne,lip-fraoli,Bretagne,,,,,,,,,,,,,,,,,,,,
264.0,pluic,appuicnt,accusuicnt,Oricnt,,,,,,,,,,,,,,,,,,,
265.0,l'alc0ve,alc0ve,ulc0ve,,,,,,,,,,,,,,,,,,,,
266.0,Le Gouvernement,Irtement,Gouvernement,Gouvernemenl,gouvernementl,Doucement,Gouvernemer,,,,,,,,,,,,,,,,
267.0,Derrire,liiIrencc,thiire,derriire,,,,,,,,,,,,,,,,,,,
268.0,l va-t',A-t-On,,,,,,,,,,,,,,,,,,,,,
269.0,Comimnent,lisire,tapissires,Le comimnissire,,,,,,,,,,,,,,,,,,,
270.0,Nonancourt,Flacourt,fer n. Nonancourt,,,,,,,,,,,,,,,,,,,,
271.0,0uX.,Arn0ux,Arntu,,,,,,,,,,,,,,,,,,,,
272.0,Notre-Dame-des-Victoires,"rue Notre-
Dame-des-Victoires",Dame-des-Victoires,,,,,,,,,,,,,,,,,,,,
273.0,Aprbs,aprbs-midi,aprs-midi,,,,,,,,,,,,,,,,,,,,
