cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21
112,Buins-Chinois,Sphinx,la chine,Chine,chine,chdne,Chine ct,Chinec,Chinois,,,,,,,,,,,,,
113,l'Empire,Empire,Empire cree pair de,Empire cree pair de lFrance,insree dns,,,,,,,,,,,,,,,,,
114,Pradier,Adieuln,Prado,,,,,,,,,,,,,,,,,,,
115,I',Limpu-,Limportance,Fortelle,importel,portunt,IM,Impossiblel,curtel,,,,,,,,,,,,,
116,ux Tuileries,dome des Tuileries,bal des Tuileries,Tuileries,Ilesperides,el des galas,jardin des Tuileries,terrompu des grenouilles r6pond,,,,,,,,,,,,,,
117,Devant,Mlontreuil-Nantua,h0tel de Nantes,regagnantsa,gantee,Irayante,Nantes,oulrageante,snte,lhunanit,Dantc,Annales roantiques,Bacchante,lentendant chanterl,Ievue Indeeudante,dinant,Barante,Quarante,,,,
118,pyse,Senc-,Sen6cal,se260,Sens,sEN,hse,tuen,Sene--,faenza,"Senc-
cal",Senecal,,,,,,,,,,
119,ttetc,"detteln
-  lurbleu",laigrette,intertts,casqtette,Arrtte,tte,httel,tter,Bouttevilain,Cctte,lettel,,,,,,,,,,
120,sV,svit,,,,,,,,,,,,,,,,,,,,
121,clerche,maltre-clerc,Clerc,ler,clerg,Clerc abusaitle,lons i cercle dor,Cercle,,,,,,,,,,,,,,
122,mont lescalicr,lescalicr,Californie,Tlicrs,,,,,,,,,,,,,,,,,,
123,I72,"cafe170
L",Cate,Ca,ca,tablcaux,Catau,batcau,cafds,Lavocat,,,,,,,,,,,,
124,Rosanetlte,llosanetle,osanette,kRosannette,Rosanctte,Iosanette,osanette s'arrtta,Rosanette,Rosannette,llosanette,Ilosanette,kosanelte,Rosanetle,con nette,llosaneltte,Hosanette,Osage,,,,,
125,biographics,bibicle,Miclel,Tibi,bicoue,,,,,,,,,,,,,,,,,
126,Larsillois,Gaillon,"porl
Maillot",Chitillon,Postillon russe,chillonnires,tillon,Maillot,Postillon,place Gaillon,Fllo,postillon,,,,,,,,,,
127,Mladame,Madamel,damas,,,,,,,,,,,,,,,,,,,
128,ainirenl ie dnlagc,Enlin,Inlin,enlra,enlfin,,,,,,,,,,,,,,,,,
129,Cependnt,precise,Precepleur,Precep,recemmenf,,,,,,,,,,,,,,,,,
130,Frd6ric,Fred6ric,Fred6ric d'ecrire,,,,,,,,,,,,,,,,,,,
131,Il1,Ilne,Vil,IIL,IL,Ilammes,Ilyde,IIl,Iln',Ili,Corbeil,Ily,,,,,,,,,,
132,pllre,-  Tenezl,fenclre,lrenez,Comprenez,Prenez gardel,,,,,,,,,,,,,,,,
133,Comaing,Mai-,maine,"se-
maine","sc-
maine",Lorraine,Fontainebleau,,,,,,,,,,,,,,,
134,depute,Chambres devraicnt,Chambre des deputes,Chambre des depules,accreditee depui,,,,,,,,,,,,,,,,,
135,0uX.,vicux,Dcux,Burricu,vic,Desgricux,,,,,,,,,,,,,,,,
136,disunt,MI arrondissement,NIl arrondissement,Givondis,,,,,,,,,,,,,,,,,,
137,lEurope,inonle,senleur,monleln,Onleur,Q',voleurslon,,,,,,,,,,,,,,,
138,cntendez,qand,- Rendez-moi,"wurt
tandems",Anda-,ande,Iarchander,uand,candelabres,candideslo,gand,Grand,Normandes,brigand,,,,,,,,
139,Polonaise,Al0naise,Barnais,Taisez,Polonais,,,,,,,,,,,,,,,,,
140,Jouflroy,Jouffroy,passage Jouflroy,,,,,,,,,,,,,,,,,,,
141,z:::c,z:::::cc-,Ec::::':-,c::ccc,t:::---,.::,,,,,,,,,,,,,,,,
142,Fu-,"au-
res",Gorge-au-Loup,meu--,Au-,au-,Decslau-,Vu-,,,,,,,,,,,,,,
143,atalogue,Atala,Mlorgue,,,,,,,,,,,,,,,,,,,
144,Irancs,esperance,Franck,Franc,Francois I,France,Frangcuais,ecrans,Franks,affranchiront,,,,,,,,,,,,
145,Champs-Elysees,Champs-lilysees,Champs-llyses,,,,,,,,,,,,,,,,,,,
146,t Seine,La Seine,la Seine,Seine,,,,,,,,,,,,,,,,,,
147,Iysteres de Paris,c0te de Sourlun,c0te de Paris,rue Paradis,propricte do lh0tel,cruinte de deplaire,-,c0te de Chailly,cte de Paris,,,,,,,,,,,,,
148,Praslin,Baslin,,,,,,,,,,,,,,,,,,,,
149,bitns,Ln,lns,,,,,,,,,,,,,,,,,,,
150,Chantilly,Billy,Filly,Andilly,Chailly,billee,Neuilly,,,,,,,,,,,,,,,
151,got,gote,degot,,,,,,,,,,,,,,,,,,,
152,martre,boulevard Montmartre,Montmartre,Chartres,rue Montmartre,,,,,,,,,,,,,,,,,
153,Romeo,Hippodrome,Ilippodrome,,,,,,,,,,,,,,,,,,,
154,Angelmarre,W,Delmar,Delm,,,,,,,,,,,,,,,,,,
155,v0tre,v0trel o,avaitrecu,v0-,Iichtre,,,,,,,,,,,,,,,,,
156,Iutrcsecore,Autre-,Lautre,autrcs,Iare-aux-Fces,,,,,,,,,,,,,,,,,
157,geniel,linie,Genie,genie,,,,,,,,,,,,,,,,,,
158,Conference,Regence,vengence;-,Intelligence,faience,lexislence,,,,,,,,,,,,,,,,
159,"v-
peuI",J',peun,v-,,,,,,,,,,,,,,,,,,
160,Heudras,madras,Madrid,Mazas,aad,,,,,,,,,,,,,,,,,
161,emouvoir,Pouvoir,eprouva,louvoir,,,,,,,,,,,,,,,,,,
162,Saumon,bDaumont,aumone,,,,,,,,,,,,,,,,,,,
163,Napolon,"Napo
leon",patre sa capole,Iiciance de Napolon,Monopole,Napoleon,Napolion,Japon,"quai Napo-
leon",,,,,,,,,,,,,
164,rue Transnonain,mnains,Amcricains,Gymnase,cerains,,,,,,,,,,,,,,,,,
165,Troplong,Rentrons,Ro-,Trone,troncons lde statuc,Trocadro,Boutron,,,,,,,,,,,,,,,
166,Puisquon,Louisefut,Louisel,uis,Inquisition,.Puis,buis,econduisailt,,,,,,,,,,,,,,
167,Fr6lic,Vicns,cn,Mlichiel-Angge,licn,Richelicu,Frlic,lticn,bicn,,,,,,,,,,,,,
168,Sicelui-l,Colui,plutt,pluic,,,,,,,,,,,,,,,,,,
169,r6diger,ige,gorge-de-pigeon,sige,,,,,,,,,,,,,,,,,,
170,EDUCATION,Rvolution,iDUCATION,LinUCCATIN,Pvescrition,EDUCATIoN,Dsualtevnisation,nUCATION,"musique20
L' i:nUCATIoN",nUCAT10N,Irequcntation,garles nationaux,xt'L' D UCATIoN,,,,,,,,,
171,n,La Democratie,Democratie,,,,,,,,,,,,,,,,,,,
172,mimi?n,misre,Imince,MI,MIme,Fumichon,ami.n,,,,,,,,,,,,,,,
173,-  A,-  Ohl,-  Bah,-  Ah,-  Ahl saprelotte,,,,,,,,,,,,,,,,,
174,lumides,lumikre,lumire,alluma,prcmire,,,,,,,,,,,,,,,,,
175,Pere-Lachaise,Tache,lachete,chette,as achete,,,,,,,,,,,,,,,,,
176,dit2,Dittmer,Dittmer-lal,,,,,,,,,,,,,,,,,,,
177,Marechal,Murechale,Mareclale,la Mlarechale,Marechle,Marechale,Mlarechale,,,,,,,,,,,,,,,
178,Travaillezl,ravailleurs,volaille,musee de Versailles,Versailles,sailles,Milles,defaillir,broussuilles,vtillesl A,Canaille,transfrer  Versailles,,,,,,,,,,
179,aeo,ecria,aec,,,,,,,,,,,,,,,,,,,
180,punch,Unc,Dunod,unc,,,,,,,,,,,,,,,,,,
181,-  Tapecz,Chapeau,Peaux-Rouges,ganse du chapeau,"chapeletsln
-  Pas",,,,,,,,,,,,,,,,,
182,coucou,Ecoutez,Lecornu,Ecoutez-,,,,,,,,,,,,,,,,,,
183,"Palais-
Royal",Palais,Palais-Royal,pont Royal,,,,,,,,,,,,,,,,,,
184,Marthene,Mlle Marthc,Cuthe-,MP Berthelmot,Suaint-Barthelemy,Marthe,Ile Marthe,Parthenon,Mrthe,,,,,,,,,,,,,
185,terrsse,glcterre,Oter,La terre,Angleterre,,,,,,,,,,,,,,,,,
186,ligne du Nord,Nord,du Nord,,,,,,,,,,,,,,,,,,,
187,carre-,Carousel,Carrousel,"place du
Carrousel",Barrot,carreaix,,,,,,,,,,,,,,,,
188,k--,".,:ak---",,,,,,,,,,,,,,,,,,,,
189,Vatnazl,Mlle Vatnaz,Vatnaz,Vntnaz,Vutnaz,,,,,,,,,,,,,,,,,
190,"barribre du236
L'",barribre d'Italie,barribre du236,barribre,,,,,,,,,,,,,,,,,,
191,sentan,sentaicnt,appuicnt,secouaicnt,ctaicnt,manquaicnt,NTAI.E,accusuicnt,Oricnt,,,,,,,,,,,,,
192,choseln,chosc,,,,,,,,,,,,,,,,,,,,
193,Saint-Valery,Saint-Franois,Saint-Pre,Saint-Cloud,lebarquait  Saint-Cloud,Saint-Antoine,quai Saint-Bernard,Saint-Honor6,Saint-Louis,"Saint-Satur-
nin",Saintonge,"Sainte-
Chapelle",Saint-,chapelle Saint-Satur-,Saint-Paul,Saint-Mlarceau,Saint-Thomas,Saint-Cloul,Saint-Germain,Saint-Nicolas,Francs-Bourgeois-Saint-,Mont-Saint-Michel
194,Notre-Dame,Notre-Dume,Notre-,notre Senecal,notre7,,,,,,,,,,,,,,,,,
195,l'alc0ve,c0,alc0ve,ulc0ve,,,,,,,,,,,,,,,,,,
196,Misericorde,Frde-,Frderic,Fderic,attraper Frderic,Fr6deric,Fr4deric,,,,,,,,,,,,,,,
197,raudes,cccccc.26,accouds,accoudes,,,,,,,,,,,,,,,,,,
198,reprenaicnt,tenailt,amenaicnt,examinaicnt,couronnaicnt,Lamennais,,,,,,,,,,,,,,,,
199,Le Gouvernement,Fouvens,Irtement,Gouvernement,attroupemenlts,Gouvernemenl,gouvernementl,Doucement,Gouvernemer,,,,,,,,,,,,,
200,Pharamond,Albion,Tond,Religion,vagabondge,illusionsl,bonds,Mondor,Iond,mondt,ionde,,,,,,,,,,,
201,Monsieurl,monsicur,monsieti,Monsicur,Mlonsieur,Monsiecur,,,,,,,,,,,,,,,,
202,Comimnent,tapissires,Le comimnissire,,,,,,,,,,,,,,,,,,,
203,courbe cn,Nonancourt,Flacourt,fer n. Nonancourt,,,,,,,,,,,,,,,,,,
204,Notre-Dame-des-Victoires,"rue Notre-
Dame-des-Victoires",Dame-des-Victoires,Notrc-Dame,,,,,,,,,,,,,,,,,,
205,Aprbs,aprbs-midi,aprs-midi,,,,,,,,,,,,,,,,,,,
206,Croix-Hlousse,OuY.rd,debout li-bus,Iou-,devouez-vouslo,lousie,ous,coussins,Andalouse,Cousin,YOuS,vOus,,,,,,,,,,
207,moucloirs,relectoire,geries Leloir,Loire,rotloir,soiree,,,,,,,,,,,,,,,,
208,Chambord,Champ-de-Mars,"Cham-
pgile",Alham-,Chambrion,Cham,Champagne,Mr6chaux,Champs-,,,,,,,,,,,,,
209,Cancane,Vatican,anca,canape,Toscane,cancan,renoncant,Canonniers,,,,,,,,,,,,,,
210,teuil,auteuil,Auteuil,,,,,,,,,,,,,,,,,,,
211,lavie,IEt,fier,Pierrot,Brie,gie,ceudie e Ioe,geometriel,iE,siege,lIIerbigny,,,,,,,,,,,
212,laule,pau,Maul-,paule,,,,,,,,,,,,,,,,,,
213,rez-de-chaussee,hauss6e,s6,haussantles,,,,,,,,,,,,,,,,,,
214,aMIais,ia,Miais,MIais,Iaisant,,,,,,,,,,,,,,,,,
215,Vlour,lourdes,veloursl,Loure,currefour de 1Htel-,,,,,,,,,,,,,,,,,
216,Francais,Irangaise,Comedie-Francaise,Francaise,Buzancais,caises,Irangcaise,,,,,,,,,,,,,,,
217,moiselle,mademoisoelle,mademoiselle,Ellemontadedans,Malemoiselle,,,,,,,,,,,,,,,,,
218,lgre,Malgre,LG,La Fougre,gre,,,,,,,,,,,,,,,,,
219,thbeses,lrges cuvettes,prolites-cn,Jesuites du Paraguay,ypes,gnrosites,Alpes,Ctes,Tes,htes,ixes,,,,,,,,,,,
220,Troyes,Voyez,ployes,deplorer,noyees,,,,,,,,,,,,,,,,,
221,matu,mateclot,mathmaticicn,natuie,Mattre,,,,,,,,,,,,,,,,,
222,Cerfs,avanca,Lextravagance,mlavancer,Laval,,,,,,,,,,,,,,,,,
223,lappartemcnt,gravemcnt,dcouragemcnt,"brav
garcon lcha immdiatemcnt","recensemcnt lIu-
t mann",confusemcnt,ncnt,lemmcna,semcnt,rayonnemcnt,remcnt,economiquemcnt,,,,,,,,,,
224,I17,T10N,17T1,,,,,,,,,,,,,,,,,,,
225,kRhin,frontire du kRhin,le Rhin,,,,,,,,,,,,,,,,,,,
226,lisire,thiire,bire,hire,laltirerent,lchira,bannire,,,,,,,,,,,,,,,
227,"rue
Coq-Heron",rue Coq-Ileron,Coq-Ileron,,,,,,,,,,,,,,,,,,,
228,d'York,Voyons,A YOS,yoix,Yoyonst,Lyon,,,,,,,,,,,,,,,,
229,Arc de triomphe,Arc de triomphe un cheval mort,,,,,,,,,,,,,,,,,,,,
230,Gauloises,Vulois,Gaulois,,,,,,,,,,,,,,,,,,,
231,s':'.t,".,s-i",".,'.-",a.-,"T,'",,,,,,,,,,,,,,,,,
232,Concoit,Constantinople,congediee,macons,deu garcons iatigues,conita,Con,Conslitulion,on276,feconde,,,,,,,,,,,,
233,marquede,Turque,Lesurques,Rque,Parquet,,,,,,,,,,,,,,,,,
234,aggravee,Vesuve,Avt,AVez,pave,,,,,,,,,,,,,,,,,
235,Conservatoire,oratoir du Pape,onservatoire,,,,,,,,,,,,,,,,,,,
236,f-,camelias,camlias,Plilias,,,,,,,,,,,,,,,,,,
237,Ecosse,Colosse,grosse,Gros l,,,,,,,,,,,,,,,,,,
238,Frcleric,Frelric,Freleric.d,Fr4lerie,Freleric,Fr6leric,,,,,,,,,,,,,,,,
239,Flabart,Lartiste,beux-rts,ARTIELe,mur arrtta,Barthlemy,ecarta,mbes ecartees,Art,IArt,Partout,,,,,,,,,,,
240,Churlotte,Marlotte,Parly,I,Parlotte,aott,,,,,,,,,,,,,,,,
241,faisaicnt,cossais,jaais,amusaitl,Ilbaissa,Sait-tGervais,Maisje,sais,Jamais,Nogcnltais,,,,,,,,,,,,
242,Psyche,crbche,cheres,urracher,tche,cheri,"Pe-
cherie",Cher,Boucher,"mor
cher",Long-llocher,lche,,,,,,,,,,
243,Lembarras,passee,Masselin,Brasseur,l'Assem0lee,barrassee,,,,,,,,,,,,,,,,
244,iaon cte  c0te,"au-
Tes","au-
tre c0te","au-
tre c0te de la table",,,,,,,,,,,,,,,,,,
245,I.'i,I.f,i.,,,,,,,,,,,,,,,,,,,
246,rcelle,Celles,bete-lh,Celle-lh,Celles-lh,celle-lh,,,,,,,,,,,,,,,,
247,cheminde,cachemire,cheminee,Comines,,,,,,,,,,,,,,,,,,
