cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23
17,Casteicicala,"Castel
Gicala",Custeleicala,Escalate,Eustelicala,"Castaic-
cala",Casteleicala,Castelelcala,Castelricala,in'a,Castcleicala,Casteletcala,Castelicicala,,,,,,,,,,,
18,spain,Spain,Esparto,Zn,Plain,,,,,,,,,,,,,,,,,,,
19,AI,Cambridge,Cambridgeshire,Camberwell,Knightsbridge,,,,,,,,,,,,,,,,,,,
20,fort,Beaufort,Effort,Mra,Misfortunes,Tilbury Fort,Fort,Frankfort,fortin,,,,,,,,,,,,,,,
21,"the Holy Land,§","the Holy
Land",the Holy Land,L.S.,,,,,,,,,,,,,,,,,,,,
22,the Victoria Park,Victoria,IU,the Green Park,,,,,,,,,,,,,,,,,,,,
23,Israel,ks,loaf:—it,,,,,,,,,,,,,,,,,,,,,
24,St. James’s Park,St. James's,Saint James’s Park,,,,,,,,,,,,,,,,,,,,,
25,japonica,weapons:—of,Mica,,,,,,,,,,,,,,,,,,,,,
26,Labrador,Gradus,Brazil,SxLP,,,,,,,,,,,,,,,,,,,,
27,"Louis
XIV",Louse,Louisa,Louis,wi,,,,,,,,,,,,,,,,,,,
28,"Rio
Janeiro",tn,Rio,Janeiro,Geir,Janus,Biihe,,,,,,,,,,,,,,,,,
29,Harborough,Marlborough,Scarborough,Borough,Harborough to-day,Harborongh,,,,,,,,,,,,,,,,,,
30,France,Vengeance,france,FRANCE,"quaint-
ance",CLXIII,Li,,,,,,,,,,,,,,,,,
31,Brick Lane,UU,Nh,Brick-lane,Drury Lane,"Chick Lane,§",,,,,,,,,,,,,,,,,,
32,Hare,Harpy,Sahara,Charlotte,,,,,,,,,,,,,,,,,,,,
33,MM,norway,Minories,Medway,Bir,,,,,,,,,,,,,,,,,,,
34,"curses,—their","inmates,—a",curLy,"jests,—their blasphemous jokes",Elmhurst,,,,,,,,,,,,,,,,,,,
35,Westminster,mo,Westminster Abbey,Kidderminster,,,,,,,,,,,,,,,,,,,,
36,Woolwich,Toole,Wooloomooloo,Ohio,Liverpool,Solera,Holes,,,,,,,,,,,,,,,,,
37,"Kentish
Town",Leipzig,Kentish,Kentish Town,Kent,"Kentish

'",Penitentiary,Argentina,,,,,,,,,,,,,,,,
38,Stockholm,Holmesiord,the Marquis of Holmesford,,,,,,,,,,,,,,,,,,,,,
39,Dover,Ver~,verde,Hanover,Sovereigns,Govern-,Uncovered,,,,,,,,,,,,,,,,,
40,Montecuculi,Montague,Beaumont,us,@Montecueuli,,,,,,,,,,,,,,,,,,,
41,bees’-win,does’t,wino,Soho,,,,,,,,,,,,,,,,,,,,
42,Bt,Birmingham,Bingham,"the Ball Room of Buckingham
Palace",Nottingham,Xe,I|,Bohemia,,,,,,,,,,,,,,,,
43,Chatham,Gotha,dothan,Tooth,,,,,,,,,,,,,,,,,,,,
44,New Caledonia,New,New York,NEW EPOCH,York,New Toad,,,,,,,,,,,,,,,,,,
45,Waterloo,the Waterloo Road,Terlizzi,pater=,Bayswater,,,,,,,,,,,,,,,,,,,
46,huge;piece,Receiving Ward,XXII,Greece,,,,,,,,,,,,,,,,,,,,
47,Boulogne-sur-Mer,Toulon,Boulogne,Sawboues,,,,,,,,,,,,,,,,,,,,
48,Lean,orleans,Leary,,,,,,,,,,,,,,,,,,,,,
49,Joeding,Keeping,beijing,Wapping,Tinge,,,,,,,,,,,,,,,,,,,
50,Paris,"the paris-|
tracy",Baris,paris,,,,,,,,,,,,,,,,,,,,
51,Pocket,Knicker,Packet,Jock,,,,,,,,,,,,,,,,,,,,
52,Field Mar,Titchfield,Spitalfields,Fields,Field,Sheffield,,,,,,,,,,,,,,,,,,
53,Vernon la,Vernon,VERNON,,,,,,,,,,,,,,,,,,,,,
54,bhutan,Gaétano,Satan,Titan,Sultan,,,,,,,,,,,,,,,,,,,
55,Katherine east,Mr,Katherine,Kathorin,CATHERINE STREET,Katucriue,Prine,,,,,,,,,,,,,,,,,
56,SUBTERRANEAN,Subterranean,"the Mediterranean

Sea",Serrano,,,,,,,,,,,,,,,,,,,,
57,United Kingdom,the united kingdom,Kingdom,I'Do,the United Kingdom,,,,,,,,,,,,,,,,,,,
58,Switzerland,Oberland,Cumberland,Borland,,,,,,,,,,,,,,,,,,,,
59,"sir,—I","Diana,—I","world,—if","you,—if","Pacific,—I","low,—I","work,—it",,,,,,,,,,,,,,,,,
60,Bethnal,Bethlem,Lambeth,Elizabethan,,,,,,,,,,,,,,,,,,,,
61,Isnhelia,Julia,Alia,Friuli,Tulia,,,,,,,,,,,,,,,,,,,
62,norfolk Island,ting Norfolk Island,Norfolk,Norfolk Island,,,,,,,,,,,,,,,,,,,,
63,Banks,flank,Millbank,nisatbanar San,Husband,,,,,,,,,,,,,,,,,,,
64,Amelia,Septa,Thames,@game,Neame,cameroon,Society,Mameluke,,,,,,,,,,,,,,,,
65,po,RI,undo1,LONDON,CONDON,THE MY6SERIES OF LONDON,"Lon
don",gulf,XX,london,London,OF¥ LONDON,,,,,,,,,,,,
66,Aus,daro,Australia,Illustrious,Austria,Sesostris,,,,,,,,,,,,,,,,,,
67,Georgia,Georgian,,,,,,,,,,,,,,,,,,,,,,
68,yonder grove,Yonder,Lyons,yonder corner,,,,,,,,,,,,,,,,,,,,
69,swan,Swallowing,Cornwall,,,,,,,,,,,,,,,,,,,,,
70,St. Leger,St. Patrick,St. Luke's,St.,St. Pancras,,,,,,,,,,,,,,,,,,,
71,Tn,Chick,thick-,MeI Bolt,the thick grove,Tus,Garlick,,,,,,,,,,,,,,,,,
72,Clerkenwell,berkeley,Berkeley,,,,,,,,,,,,,,,,,,,,,
73,sonoran,Dawson,Prisons,Parsonage,sonoma,boca,sont,,,,,,,,,,,,,,,,,
74,Gravesend,Traveller,"Cavendish
Square",Craven,Venus,"Belgrave
Square",Braver,,,,,,,,,,,,,,,,,
75,ste,Ste,Benstead,,,,,,,,,,,,,,,,,,,,,
76,Turkey,Turin,turkey,Picture,decatur,TuRN,,,,,,,,,,,,,,,,,,
77,Snow Hill,dunghills,Cornhill,Ludgato Hill,Smaller Hill,Saffron Hill,,,,,,,,,,,,,,,,,,
78,automaton,Maikbatou,Malklatoun,Stour,Kato-|,,,,,,,,,,,,,,,,,,,
79,Finsbury Pavement,Finsbury,Finsbarj,yemen,Bloomsbury,"Finsbury
Pavement",Simcox,Malmesbury,"Bt,",,,,,,,,,,,,,,,
80,Griffin,Coffin,kuec,,,,,,,,,,,,,,,,,,,,,
81,Séilligalee,Skilligalee,Ne,Leeds,,,,,,,,,,,,,,,,,,,,
82,Mac Chile,Yee,chile,Chile,Much Chile,,,,,,,,,,,,,,,,,,,
83,Duvernay,Fever,The Lobster Tavern,Nevernave,ia,Everard Home,,,,,,,,,,,,,,,,,,
84,Stephen,phenix,Stephens,queens,,,,,,,,,,,,,,,,,,,,
85,dri,Wigginton,Manton,Edmonton,’s,toronto,Montoni,Montreal,,,,,,,,,,,,,,,,
86,District,Jur district,,,,,,,,,,,,,,,,,,,,,,
87,+L wil,Wilmot,"Dr, Wilmot","wildly,—at",,,,,,,,,,,,,,,,,,,,
88,Hamburg,hamburg,"St.
Petersburg",mn,Edinburgh,Buren,,,,,,,,,,,,,,,,,,
89,Ellen,Ellis,TELL,Tell mo,,,,,,,,,,,,,,,,,,,,
90,Madras,Madrid,Madeira,putrid,,,,,,,,,,,,,,,,,,,,
91,Hoxton,Club,Hoxton Old,Hoxton Old Town,"TI

 

OLY",Brixton,cei va,,,,,,,,,,,,,,,,,
92,Contarini,Continent,Cont,contemptuoualy,Cem=,Content,Silicon,,,,,,,,,,,,,,,,,
93,Aldgate,Newgate,Ramsgate,Margate,,,,,,,,,,,,,,,,,,,,
94,mansion,Albion,DECISION,Talbot,Tagliont,,,,,,,,,,,,,,,,,,,
95,Meriag,merced,Algeria,Syria,Meitnerium,Redeemer,,,,,,,,,,,,,,,,,,
96,Hants,Transylvania,Levant,Vanity,Vandclenr,,,,,,,,,,,,,,,,,,,
97,Birchin,tina,China,CHINA,china,,,,,,,,,,,,,,,,,,,
98,mo seo,Lethean sea,Lethean,the Dead Sea,,,,,,,,,,,,,,,,,,,,
99,the Happy Valley,calle,Valley,Tuvalu,Talleyrand,,,,,,,,,,,,,,,,,,,
100,Great Britain,Britain,Tainps,britain,,,,,,,,,,,,,,,,,,,,
101,Suez,Budge Row,Judges,,,,,,,,,,,,,,,,,,,,,
102,Yes:—in,also!—Yes,"pursuits,—yes",Mo,,,,,,,,,,,,,,,,,,,,
103,it'worth,Ravensworth Park,Farnsworth Park,Ravensworth Hatt,Leavenworth Park,Ravensworth Hall,Leavenworth,Ravensworth,"Ravensworth
lal",Rickmansworth,,,,,,,,,,,,,,
104,SMITHFIELD,Smithfield Market,Smithfield,il nw,,,,,,,,,,,,,,,,,,,,
105,Macquarie,"acquaintances,—to",Macquarie Harbour,Port Macquarie,,,,,,,,,,,,,,,,,,,,
106,agruff,"St, Giles",St. Giles,St. Giles's,St. Giles’s,,,,,,,,,,,,,,,,,,,
107,M.P.,Santa Croce,Santa-Croce,SANTA CRUZ,,,,,,,,,,,,,,,,,,,,
108,"the United
States",the United States,Ab!—the United States,the united races,,,,,,,,,,,,,,,,,,,,
109,Glasgow,las,Glacier,Sucre,,,,,,,,,,,,,,,,,,,,
110,ain’t,ithn’t,n’t,don’t,in’t,MR,,,,,,,,,,,,,,,,,,
111,Diab,India,Lydia,Diana,Esq,,,,,,,,,,,,,,,,,,,
112,Id.,Honour,Holborn,Melbourne,melt-,,,,,,,,,,,,,,,,,,,
113,Capital,italy,Italy,crystal,Journey Nereuerm Italy,,,,,,,,,,,,,,,,,,,
114,West-End,Majesty,Lewes,West,west.,Nest,Select Vestry,,,,,,,,,,,,,,,,,
115,Whiteoross Street,St. John-street,Friar Street,Curzon Street Chapel,Street,Bow Street,King Street,"Jermyn
Street",Regent Street,Ada Street,Stratton Street,Essex Street,Jermyn Street,Flower Street,Gracechurch Street,Gerrard Street,"Piumptre
Street",Calthorpe Street,Whitecross Street,Smart Street,West Street,High Street,Pitfield Street,Oxford Street
116,Walmer,Church,Palmerston,Walmer Churchyard,,,,,,,,,,,,,,,,,,,,
117,Castle,"Castle
Ghichor",Cast,Bustle,,,,,,,,,,,,,,,,,,,,
118,Break,Belfast,BREAKFAST,Breakfast,Speak,Preach,,,,,,,,,,,,,,,,,,
119,the Roman States,Roman,Roman States,wasa,oman,‘Roman States,,,,,,,,,,,,,,,,,,
120,the Herne Bay,Bombay,Herne Bay,,,,,,,,,,,,,,,,,,,,,
121,AR Grand Duchy,Grand Duchy,Duchy,Grand,the Grand Duchy,,,,,,,,,,,,,,,,,,,
122,Cairo,éairé,naira,Havre,Fairer,,,,,,,,,,,,,,,,,,,
123,England,england,England for America,ENGLAND,Old England,Tn England,Eng,lyre,,,,,,,,,,,,,,,,
124,Kinds,indus,"kind,—a",Windsor,Mind,Windham,,,,,,,,,,,,,,,,,,
125,Largo,largo,,,,,,,,,,,,,,,,,,,,,,
126,Miss.,promiseé,,,,,,,,,,,,,,,,,,,,,,
127,Ny,Gloucester,chester,Manchester,Rochester,Chichester,,,,,,,,,,,,,,,,,,
128,Giltspur,Urox,puro,futuro,,,,,,,,,,,,,,,,,,,,
129,Petrarca,ma’‘sm,Strand,Strasburg,Strat-,MT,"ma
Bistrates’",strack mo,,,,,,,,,,,,,,,,
130,Carté,Garter,Bart,écarté,Hobart Town,Hobart,mart,,,,,,,,,,,,,,,,,
131,maine,Tremain,Treviso,,,,,,,,,,,,,,,,,,,,,
132,Bishops-,kenosha,Aisha,po-shay,,,,,,,,,,,,,,,,,,,,
133,Cape Horn,Cape,"Cape
Horn",,,,,,,,,,,,,,,,,,,,,
134,Adeline,Adelino,Delaware,nino,Adelaide,,,,,,,,,,,,,,,,,,,
135,Guinea,Guixry,Guildhall,,,,,,,,,,,,,,,,,,,,,
136,Squids,Exquires,quito,Quillotines,,,,,,,,,,,,,,,,,,,,
137,Jostling,Berlin,Holiness,Messalina,Dublin,,,,,,,,,,,,,,,,,,,
138,the County of,the City Road,the Counts Horn,the City of London,"the

  

 

 

   

City",the City,NEED,the Island of the City,the Casualty Ward,The City,,,,,,,,,,,,,,
139,narnia-,Crossbar,Kilbarn,WV,Barracks,,,,,,,,,,,,,,,,,,,
140,"the New
Road",the North Pole,the New Cut,Us,,,,,,,,,,,,,,,,,,,,
141,Ossoro,Jessop,Namibia,Mossop,by'a posse,,,,,,,,,,,,,,,,,,,
142,Cingani,King Zingary,Zingarces,Zingary,Hungary,Zingarees,,,,,,,,,,,,,,,,,,
143,"it,—when","danger,—when","disease,—which","seat,—“it",,,,,,,,,,,,,,,,,,,,
144,Mint,Saint,"Saint
Nepomecenus",Saint Giles's,Saint John's,Saint Sepulebre's,Saint James's,Saint David's,Saint Joana,Saint Giles’s,,,,,,,,,,,,,,
145,Kasich,asia,Asia,Asia Minor,,,,,,,,,,,,,,,,,,,,
146,bering,Superintendent,supp.y,Superin,Perigord,,,,,,,,,,,,,,,,,,,
147,"the

 

 

  

 

 

 

Cecilia",Cecilia,"Lady
Cecilia",,,,,,,,,,,,,,,,,,,,,
148,Northampton,Brompton,Stilton,Clapton,Upper Clapton,,,,,,,,,,,,,,,,,,,
149,Noone,Jonettes,One'of,Maidstone,"throne,—a",,,,,,,,,,,,,,,,,,,
150,Twickenham,Tokenhonse,Pakenham,Tottenham,,,,,,,,,,,,,,,,,,,,
151,Y'doa,St. David’s,"St, David’s",St. David's,,,,,,,,,,,,,,,,,,,,
152,Old Bailey,Mufiles,Ile,Taz,nile,,,,,,,,,,,,,,,,,,,
153,his’n,Brummagem,agen,Hercules Passage,Geneva,,,,,,,,,,,,,,,,,,,
154,cincinnati,inn,Inn,,,,,,,,,,,,,,,,,,,,,
155,au rome,know-,Rome,rome,,,,,,,,,,,,,,,,,,,,
156,sa0et,Texas,Portsmouth,expel!ed,"mouth,—oh",Port,,,,,,,,,,,,,,,,,,
157,voloe,Babylon,Colonies,Ladies,Fieschi,,,,,,,,,,,,,,,,,,,
158,Somers Town,Somersetshiro,Someot,folsom,Berkshire,Somersetshire,Lancashire,Soap,Ladyship,,,,,,,,,,,,,,,
159,mT,milan,Tommy,Milan,Ilala,,,,,,,,,,,,,,,,,,,
160,Black,Blackheath,Clackamas,Black Veil,the Black Eagle,the Black Tower,Black Chamber,,,,,,,,,,,,,,,,,
161,Villabella,Villa,Libya,Villabeila,"Wy
vil",VILLA,,,,,,,,,,,,,,,,,,
162,Casielcicala,Jastelcicala,the State of Castelcicala,the Grand Duchy of Castelcicala,uso,Castolcicalan,Castelcicala,Castolcicala,Custelcicala,,,,,,,,,,,,,,,
163,ne,Liege,Pemberton,Egerton,COOL.—Egerton,,,,,,,,,,,,,,,,,,,
164,Throne,Saffron,hebron,Byron,Mrs,,,,,,,,,,,,,,,,,,,
165,Button,Scuttle,Calcutta,Calumny,Butts,,,,,,,,,,,,,,,,,,,
166,SSSsSSSeSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS,Essex,Brussels,Sussex,,,,,,,,,,,,,,,,,,,,
167,harriman thon,harriman,Harriet,Harries,,,,,,,,,,,,,,,,,,,,
168,MYSTERIES,Kerala,steraly,Amsterdam,,,,,,,,,,,,,,,,,,,,
169,Belvidere,orient,Derby,Derwent,Centaur,,,,,,,,,,,,,,,,,,,
170,Americas,"North
America",Africa,America,,,,,,,,,,,,,,,,,,,,
171,Arkansas,Pardon,"Hyde
Park",Hyde Park,Park,Dark,,,,,,,,,,,,,,,,,,
172,Bentonville,Piccadilly,Bastille,jilley,Rossville,Lille,,,,,,,,,,,,,,,,,,
173,S01,Whittinghs,Rechabites,Whitechapel,White,whirls,Whitefriars,Nephite,,,,,,,,,,,,,,,,
174,lodgings,brookings,King,Kingsdown,Hastings,Lambkin,Vikings,Marking,,,,,,,,,,,,,,,,
175,Clara Maberly,Clare Market,Leadenhall Market,Clarke,,,,,,,,,,,,,,,,,,,,
176,Sweden,SWEDEN,Camden,denver,Wooden,Sugden,guelph,,,,,,,,,,,,,,,,,
177,lemaly,lesaly,unsucceafaly,aly,Healy,,,,,,,,,,,,,,,,,,,
178,"Prince Albert,—thrilling",Prince Albert,"Prince Alberto lester-
day",Prince Alberto,,,,,,,,,,,,,,,,,,,,
179,nh,red morocco,Morocco,morocco,Morocco Railway,MOROCCO,,,,,,,,,,,,,,,,,,
180,Golden,Lane,Bolder,"Golden
Lane",Golden Lane,,,,,,,,,,,,,,,,,,,
181,Globo Town,Globe,Globe Towa,"Surgeon Hill,—Globe Town",Glove Town,Camden Town,Globe Town,Globo,,,,,,,,,,,,,,,,
182,MARIAN,los,invari,Paria,Maria,mars,Marian,,,,,,,,,,,,,,,,,
183,Plaza Sydney,Sydney,Putney,Eliza Sydney,ELIZA SYDNEY,,,,,,,,,,,,,,,,,,,
184,Havannah,Madonnas,Hannah,Vienna,,,,,,,,,,,,,,,,,,,,
185,Bonn,Liquor,,,,,,,,,,,,,,,,,,,,,,
186,"san

Tf",Imprisonment,Oregon,Mentor,san regiment,Regent,XXX.—Mental Struggles,,,,,,,,,,,,,,,,,
187,"the Resurrection
Man",Surrey,"reflections,—or",Vesuvius,"the Resurrection
Map",Aléum,,,,,,,,,,,,,,,,,,
188,Myeloid,the Yellow Drawing Room,Yellow,the Yellow Drawing-room,room/—I,the Yellow Drawing-Room,,,,,,,,,,,,,,,,,,
189,ARLINGTON,Warrington,Newington,Wellington,Arlington,Islington,Kensington,Mount Wellington,,,,,,,,,,,,,,,,
190,Pitt,\little,,,,,,,,,,,,,,,,,,,,,,
191,croatia,CasrEzcroaza,,,,,,,,,,,,,,,,,,,,,,
192,voice.—'I,arctic,"presence,—I","justice,—I","nature,—if",,,,,,,,,,,,,,,,,,,
193,the aforesaid province,Prove-,provo,Providence,,,,,,,,,,,,,,,,,,,,
194,life:—he,"bed,—not","protfered,—a","treasure,—he","devised,—he","penitence,—he",,,,,,,,,,,,,,,,,,
195,the Emerald Isle,the Old Jewry,the Duke of York,the Isle of Man,,,,,,,,,,,,,,,,,,,,
196,Middlesex,Sheriffs,Sheridan,Middlesex Sheriffs,,,,,,,,,,,,,,,,,,,,
197,Normandy,Germany,Unstable Manor,Manor,plano,Bazzano,cayman,,,,,,,,,,,,,,,,,
198,Rottenborpugh,Rottenborough Article-,Rotteuborough,Rottenbordugh,Rotterdam,Rottenborough Union,Iwroteto,Rottenborough,Gazette,,,,,,,,,,,,,,,
199,Ireland,finland,Poland,Scold,poland,thailand,Holland,highland,"New
Zealand",Moscow,Scotland,New Zealand,,,,,,,,,,,,
200,Canterbury,Barbican,canAda,can’I,Tuscany,,,,,,,,,,,,,,,,,,,
201,West End,the West End of London,the West End,the West Strand,the West Indies,The West End,,,,,,,,,,,,,,,,,,
202,South Pole,Southsea Common,Glowiouth,sou,Southampton,South-sea,,,,,,,,,,,,,,,,,,
203,the East Indies,the East a few weeks ago,West Indian,the East Indians,,,,,,,,,,,,,,,,,,,,
204,Europa,Western Europe,Northern Europe,Penelope,Europe,,,,,,,,,,,,,,,,,,,
205,Panctual,Anadolu,Panama,Pandora,,,,,,,,,,,,,,,,,,,,
206,trois,pei,polis,Metropolitan,Neapolitan,,,,,,,,,,,,,,,,,,,
207,"Shorediteh,—then",Shore,Shoreditch,,,,,,,,,,,,,,,,,,,,,
208,the Caribbean Islands,Gibbs,scribabie,Caribbean Islands,Gibbet,,,,,,,,,,,,,,,,,,,
209,notre,Nota,"you,—not",,,,,,,,,,,,,,,,,,,,,
210,Mule,Snoggles,Vinciblo,Inaccessible,Bibles,,,,,,,,,,,,,,,,,,,
211,New South,New South Wales,"New South
Wales",,,,,,,,,,,,,,,,,,,,,
212,City Aegean,"s0-
city",BB,City-,mighty city,,,,,,,,,,,,,,,,,,,
213,the British Islands,haiti,British Isles,,,,,,,,,,,,,,,,,,,,,
214,Jersey,Persona,Wrsed,Persia,perseroro,,,,,,,,,,,,,,,,,,,
215,angola,Surah,Surango,,,,,,,,,,,,,,,,,,,,,
216,Spring Gardens,Spring-Gardens,"the Zoological
Gardens","Spring
Gardens",Spring Gardena,,,,,,,,,,,,,,,,,,,
217,house’—Thereupon,they’reno,the Lombardy Arms,ms’am,the Great Desert,brook:—then,in'theé,"the
moon",ny,repeated.—Then,Thebes,,,,,,,,,,,,,
218,"Philip
Island",Philip Island,Slavéy,the South Sea Islands,Leeward Island,Island,,,,,,,,,,,,,,,,,,
219,herg,Rochefoucauld,sherry.,"Cherry
Park",Cherry,,,,,,,,,,,,,,,,,,,
220,Death,Weare,Dearest Reginald,Dearest,,,,,,,,,,,,,,,,,,,,
221,Lower,Lower Union,Holloway,Hounslow,the Tower Hamlets,Lower Holloway,,,,,,,,,,,,,,,,,,
222,Circassia,Aim,Russia,cassia,quassia,,,,,,,,,,,,,,,,,,,
223,Temple,naples,NAPLES,Naples,israel,,,,,,,,,,,,,,,,,,,
224,"her,—she","daughter,—to",Monster,"monster,—I",,,,,,,,,,,,,,,,,,,,
225,Richmond,monaco,Moncton,Dr,Salmon,Monroe,Armonia,,,,,,,,,,,,,,,,,
226,methodist,thou,Thon,Tho,,,,,,,,,,,,,,,,,,,,
227,M.P,Quakers,Quad-,quad-,,,,,,,,,,,,,,,,,,,,
228,Const-,Gutity,Constitution Hill,Constitution-,,,,,,,,,,,,,,,,,,,,
229,may’t,Saint Theo-,Saint Theodosla,St. Theodosia,Saint Theodosia,,,,,,,,,,,,,,,,,,,
230,thun,Oran,tehran,St,Mira,Iran,iran,,,,,,,,,,,,,,,,,
231,"wear,—and","her,—and","theatre,—an","in,—a","writing,—and","behind,—and","joy,—and","fault,—an","him,—and",,,,,,,,,,,,,,,
232,Holford,Guilford,Stamford Stroot,Bordeaux,Staffordshire,’—'For,Waterford,Holuesford,Stamford,Ashford,Stafford,Guildford,Oxford,,,,,,,,,,,
233,Wales,Bird-Cage Walk,the Prince of Wales,deep wales,,,,,,,,,,,,,,,,,,,,
234,Alberto,Albeit,Herbertstcin,Alberta,,,,,,,,,,,,,,,,,,,,
235,Greéwood,GREENWOOD,Greenwich,Greenwood,,,,,,,,,,,,,,,,,,,,
236,appoint~,"Dapper to-
wards",Dapper,,,,,,,,,,,,,,,,,,,,,
237,Old Drury,Armoury,Lothbury,Injury,,,,,,,,,,,,,,,,,,,,
