cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28
72,Quelqu,bosquet,Quels,socques,vesque,Quelquefois,Bouquet-,Quelques-,Quoique,Queltasde,Parquet,Banque,"damas rouge
Quatre domestiques",Archevêque,Esthétique,Turque,Belgique,,,,,,,,,,,,
73,quai d'Orsay,Corse,Orsay,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Monseï,Jonc,Jons,Ons’,Dijon,Girondins,Bonsoir,,,,,,,,,,,,,,,,,,,,,,
75,Empoigne,Orbigny,Savigny,empoignè==,,,,,,,,,,,,,,,,,,,,,,,,,
76,bourgesï,Luxembourg,Bourse,Bourges,Peaux-Rouges,Bourbonnais,de Bourges,Moulin-Rouge,,,,,,,,,,,,,,,,,,,,,
77,vésuliennes,Vincennes,VI,Vive,rue Vivienne,Vivienne,Vienne,,,,,,,,,,,,,,,,,,,,,,
78,s’endormant,Mdivertissante,Marmotte,Jante,Mante,hôtel de Nantes,F,rue Fromanteau,Jant,soulevant@æ,Bacchante,Fromanteau,,,,,,,,,,,,,,,,,
79,Dunod,mune,UN,punch,Unité,Jaune,brune,"di

Un",un@,,,,,,,,,,,,,,,,,,,,
80,Connais,La Polonaise,Napoléon,Prolong,Polonais,Apollonie,Maison,Polonaise,Béarnais,,,,,,,,,,,,,,,,,,,,
81,la Pologne,Bourgogne,Boulogne,bois de Boulogne,Loulou,bourgogne,Pologne,Boulot,,,,,,,,,,,,,,,,,,,,,
82,"Champ
de Mars",Champ-de-Mars,Champ de Mars,"Champ de
Mars",,,,,,,,,,,,,,,,,,,,,,,,,
83,Sphinx,Singe-,sinthe,Bains-Chinois,In,nankin,IN,O,hein,Bovins,D,Inde,le Rhin,ain,Bobino,Loin,Minuit,Minins,Rhin,,,,,,,,,,
84,causér,gènée,porte Sénécal,Cacau,Sénécal,Mnamnés,notre Sénécal !,Sénégal,Iéna,Séné-,,,,,,,,,,,,,,,,,,,
85,place de la Bourse,Fables de Lacham-,place de la Conæ,place du Marché,"tic-tac de la
pendule",place Gaillon,pont de la Concorde,place de la Concorde,,,,,,,,,,,,,,,,,,,,,
86,Russes,Russe,Russie,Prusse,,,,,,,,,,,,,,,,,,,,,,,,,
87,Elysées,L'Olympe,"Champs-
Elysées",Champs-,"Croix-
des-Petits-Champs et du Boulot",Champs-Élysées,,,,,,,,,,,,,,,,,,,,,,,
88,Paraguay,Lys,Pa-,Pays,le Pays,,,,,,,,,,,,,,,,,,,,,,,,
89,cœr,Hébés,"abbé
Cœur",,,,,,,,,,,,,,,,,,,,,,,,,,
90,Muant,quan,Quarante,Miquand,,,,,,,,,,,,,,,,,,,,,,,,,
91,servoirs,Portier,perse,Tiers,quartier Breda,Tibi,Canonniers,Poitiers,lesofficiers,Thiers,,,,,,,,,,,,,,,,,,,
92,l'Heure,Ture,Turcs,Ur,"Mais-
Mature",Heures,Dulaure,Bureaux,turbotière,Le Ture,,,,,,,,,,,,,,,,,,,
93,Arrêtez,Art,Parlotte,Sortez,Partez,partez,Charte,Parthénon,HeBortez,Partout,,,,,,,,,,,,,,,,,,,
94,Italienne,d'Italie,Californie,Egalité,Italie,Italiens,Lim,Lita,italie,l'Italie,,,,,,,,,,,,,,,,,,,
95,collections du Louvre,dôme du Louvre,Au Louvre,Louvre,au Louvre,I,,,,,,,,,,,,,,,,,,,,,,,
96,l’'éduca-,L’,l’,,,,,,,,,,,,,,,,,,,,,,,,,,
97,nonne,Hussonnet-,Yonne,Sorbonne,Frisonne,Lyon,baïonnettes,"Cou-

| ronne",Hussonnet,,,,,,,,,,,,,,,,,,,,
98,Aquin,jusqu’,Quitter,qu’,Blanqui,Qui,Oui,,,,,,,,,,,,,,,,,,,,,,
99,Barcelone,Cong-Héron,Baron,Boutron,Barbès,Barom,carbonaro,,,,,,,,,,,,,,,,,,,,,,
100,Autrichiens,Philosophie,Autorité,Richelieu,Autrichien,tricorne,,,,,,,,,,,,,,,,,,,,,,,
101,A Elbœuf,Bœuf,Marbœuf,,,,,,,,,,,,,,,,,,,,,,,,,,
102,fensive,Wien,Amiens,Vénitienne,Institut,Maliens,Sens,Tiens,égyptiens,Esséniens,Deviens,,,,,,,,,,,,,,,,,,
103,Ivry,Oudry,Cléry,RY,,,,,,,,,,,,,,,,,,,,,,,,,
104,Andalouse,L'Andalouse,Anda-,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Régence,Provençaux,Providence,"rue
de Provence","LA
Providence",,,,,,,,,,,,,,,,,,,,,,,,
106,d’,York,d’York,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Benedicite,E£,Voyez,Cité,Citoyen s’,Moyens,Le Citoyen,Citoyen,le Citoyen,Citoyens,,,,,,,,,,,,,,,,,,,
108,s’étreindre,Chartres,théätre,Notre-,Mitre,théâtre Bobino,môtres,tre,Autre,rue Notre-,Gare aù lustre!,théâtre du,Trône,Ministre,,,,,,,,,,,,,,,
109,Pidoux,Jouffroy,Luoux,Anjou,passage Jouffroy,Joux,Arnoux,Ledoux,Hnoux,,,,,,,,,,,,,,,,,,,,
110,Flocons,Châlons,Salon,san bond,Salons,Grand Salon,haïallons.r,Ablon,Désubalternisation,,,,,,,,,,,,,,,,,,,,
111,jura,Vibrant,Opéra,Bravade,Bravo,P,Bréa,A Bray,Bray,,,,,,,,,,,,,,,,,,,,
112,Marthe,Barthélemy,Mile Marthe,Mlle Marthe,m’,,,,,,,,,,,,,,,,,,,,,,,,
113,Havrais,Saint-François,Busançais,Française,Comédie-Française,François,Miyança,Œrais,Français,Théâtre-Français,curaçao,,,,,,,,,,,,,,,,,,
114,B,Montataire,État,Etat,At,Éetretat,Atala,,,,,,,,,,,,,,,,,,,,,,
115,suischagrin,Chiffres,Chine,chine,J,"la-
chine",Chinois,Chérubin,géne,Hiérarchie,,,,,,,,,,,,,,,,,,,
116,rue Saint-Anne,rue Saint-Jacques,rue Saint-Victor,rue Saint-Honoré,rue Saint-Denis,boulevard Saint-Denis,porte Saint-Denis,rue Sainte-Anne,de Saint-Denis,rue Saint-Dominique,,,,,,,,,,,,,,,,,,,
117,Wwalentissait,bp,la Renaissance,Javanais,Renaissance,Conférence,,,,,,,,,,,,,,,,,,,,,,,
118,Trois-Rois,Trois,Trois-Frères-Provençaux,Trois-,Trottoirs,Trois-Maries,Quatre-trois,S-,,,,,,,,,,,,,,,,,,,,,
119,le Havre,BH HG,au Havre,du Havre,gare du Havre,Hâvre,,,,,,,,,,,,,,,,,,,,,,,
120,mœopathie,Avocat,mocratie,Démocratie,,,,,,,,,,,,,,,,,,,,,,,,,
121,rez-VOus,Vénus,Cousin,Vous,vo,Pouvoir,us,,,,,,,,,,,,,,,,,,,,,,
122,Porte-Saint-Martin,théâtre de la Porte-Saint-Martin,Hortense Bassin,rue Saint-Martin,Cinq-Mars,rue Caumartin,faubourg Saint-Martin,porte Saint-Martin,Martinon,,,,,,,,,,,,,,,,,,,,
123,st,Bastille jusqu’,Pastilles,la Bastille,place de la Bastille,- Bastille,,,,,,,,,,,,,,,,,,,,,,,
124,la Tournelle,Tournez,Tournelle,Letourneur,Toutle,,,,,,,,,,,,,,,,,,,,,,,,
125,s’embras-,l’'embrassàät,Brasseur,l’'embrasser,s’'embrassent,,,,,,,,,,,,,,,,,,,,,,,,
126,Regis-,Olympe Regimbart,b----,Regimbart,Flambart,Regis=,Regimbertx,,,,,,,,,,,,,,,,,,,,,,
127,Allard,"ha-
ward",Gardes,Pardon,Regardez,Mouffetard,Garde-Meuble,Niagara,Garde-Meubles,Ar-,gard,Gare,Savoyard,,,,,,,,,,,,,,,,
128,La Maréchale,"Maréchale de l’ais
mer",Maréchale décroch,"la Maré-
chale",la Maréchale,Magdalena,Maréchale n’,Béchatel,Maréchale,Maréchaux,Marécharles,,,,,,,,,,,,,,,,,,
129,Fouquier-Tinville,ux Tuileries,Tuile-,jardin des Tuileries,galerie d'Orléans,dôme des Tuileries,bal des Tuileries,Tuileries,"Tui-
lerins",,,,,,,,,,,,,,,,,,,,
130,Paris,Variétés,Appar,paris,Æarrivant,N,Charivari,Parisien,Parly,,,,,,,,,,,,,,,,,,,,
131,Apport,le japon,"quai Hapo-
léon",Japon,ap-=,,,,,,,,,,,,,,,,,,,,,,,,
132,Larsillois,Châtillon,Gaillon,Postillon russe,Postillom,Ï,tillon,,,,,,,,,,,,,,,,,,,,,,
133,Clerg,Clerc,ler,Palerme,gris-perle,Cercle,ler L,,,,,,,,,,,,,,,,,,,,,,
134,bois de Crancé,"rue de

Choiseul",Choiseul,M. de Cisy,"rue de
Choiseul",rue de Choiseul,,,,,,,,,,,,,,,,,,,,,,,
135,auteuil,Bouttevilain,Auteuil,Hauteville,seuil du boudoir,,,,,,,,,,,,,,,,,,,,,,,,
136,Direction,Révélation,défection=-,Lection,Fraction,,,,,,,,,,,,,,,,,,,,,,,,
137,Line,l Seine,seine,La Seine,cines,Seine,la Seine,Nogent-sur-Seine,,,,,,,,,,,,,,,,,,,,,
138,Mai-,aimais,Comédie humaine !,maine,Lorraine,"se-
maine",Fontainebleau,,,,,,,,,,,,,,,,,,,,,,
139,rue Descartes,rue de Laval,collège de Sens,"Don Juan

de Molière",Vénus de Milo,rue de Chabrol,rue de Marbœuf,rue de l'Empereur,Mn DE dé,rue Dauphine,rue d',vêque de Paris,rue Drouot,x delhi,rue de Bréda,rue de Richelieu,rue de Fleurus,rue d'Anjou,rue Duphot,mero pueblo del mundo,rue de Rivoli,rue de l’Arcade,bour de basque,rue Jacob,rue de,rue des Martyrs,rue de Valois,rue Soufflot,rue du Bac
140,l'Amérique du Sud,Amérique,Américains,l'Amérique,,,,,,,,,,,,,,,,,,,,,,,,,
141,Morgue,brume,rue Royale,Rumfort,Moruit,rue Joubert,rue Rumfort,,,,,,,,,,,,,,,,,,,,,,
142,Mare-aux-Fées,Beaux-Arts,rue du Marché-aux-,Marché,Marché-aux-,,,,,,,,,,,,,,,,,,,,,,,,
143,Suède,Desde,"des-
sin",Dess,Dessau-,vessie,,,,,,,,,,,,,,,,,,,,,,,
144,Fu-,Fumichon,fum,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Andilly,Chaïlily,Chantilly,Billy,Neuilly,Filly,,,,,,,,,,,,,,,,,,,,,,,
146,martre,rue Montmartre,boulevard Montmartre,Montmartre,,,,,,,,,,,,,,,,,,,,,,,,,
147,kaolin de Bretagne,la Bretagne,Mostaganem,Bretagne,,,,,,,,,,,,,,,,,,,,,,,,,
148,créances,Collège de France,rangè-#e,Franks,Franchir,affranchiront,Grands,La France,de France,Sois france,la France,France,Crancé,,,,,,,,,,,,,,,,
149,Mrodigieusement,III arrondissement,XI° arrondissement,XII° arrondissement,,,,,,,,,,,,,,,,,,,,,,,,,
150,d'Espagne,champagne,Champagne,pagne,l'Espagne,Espagnole,Espagnol,Espagne,Agneaux,,,,,,,,,,,,,,,,,,,,
151,samovars,val #,\ivan,Va,Novartis,Laval,,,,,,,,,,,,,,,,,,,,,,,
152,Edo - ER RÉ,ger,Gitimer,Cerfs,Per=,fier,bercé,Berlin,Liberté,Auger,ER,,,,,,,,,,,,,,,,,,
153,Made-,& Madeleine,Adjugé,Madeleine,,,,,,,,,,,,,,,,,,,,,,,,,
154,vila,teil,vie?Il,Creil,Corbeil,rueil,Vieil,,,,,,,,,,,,,,,,,,,,,,
155,laïr,léclara,Laromiguière,Varaud,Dar,Lara,Balaruc,Jn,,,,,,,,,,,,,,,,,,,,,
156,Deslauri,"Dessau-

triers",mer M. des Aulnay,Deslauriers,,,,,,,,,,,,,,,,,,,,,,,,,
157,appendus,Art éindustriel,Industrielle,arTificiel,Injustice,Artindustriel,Art industriel,,,,,,,,,,,,,,,,,,,,,,
158,fosse de M. Dambreuse,hôtel Dambreuse,Refusaël,Dambreuses,breuse,Ambreuse,,,,,,,,,,,,,,,,,,,,,,,
159,Menait,Jaillissait,Métait,I'Oit,Merait,croyait}.,quai Voltaire,Lait,Paraissait,Présentait,Coutait,Ait,,,,,,,,,,,,,,,,,
160,Frédé-,Frédéricæ,Frédérie,-Ærédéric,Frédéric,,,,,,,,,,,,,,,,,,,,,,,,
161,cambrai,Forchambeaux,Cham,Chambord,Chambre des députés,Ambigu,seuil de l’antichambre,Antichambre,antichambre,chamoisïs,Chambres,Chambre,,,,,,,,,,,,,,,,,
