cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28,elem_29
18,Temerario i Carlos,Temerario,av de carlos,rio i inunarcehia,,,,,,,,,,,,,,,,,,,,,,,,,,
19,santa Direita,torre le Santa Direita,Direita,Direita-,Santa Direita Iielmente,Santu Direita,Santa-Direita,"Santa
Direita",Torre de anta Direita,Tallan Honra de anta Direita,"santa
Direita",Cavalleiros de Santa Direita,Santa Direita,dc sAnta Direita,,,,,,,,,,,,,,,,
20,hE,omhebid,Ihe,zeviche,Hem,HE,Thereza,hehendu,cahe,,,,,,,,,,,,,,,,,,,,,
21,Collocar,collo,Collares,collo da mae,collina,,,,,,,,,,,,,,,,,,,,,,,,,
22,lachequc,Mlacheque,Rachel,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,quando0,Quan-,rolando0,iarejando,atacando0,todo0,csfurucando,,,,,,,,,,,,,,,,,,,,,,,
24,bonito rapaz,Bonito,Grito,Bonita,Synonieo,,,,,,,,,,,,,,,,,,,,,,,,,
25,Troia,Joia,Troixedo,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,eSta,estupidissmn0 Estantes,"est
de d",lamina d'estanho,n'esta frei-,Pestana,n'um gesto d,ta esta-,festa de,Festa...,restauradu,d'estanho,Est,estado,,,,,,,,,,,,,,,,
27,Caramba,earamba,carambal,Caramnba,Caramha,,,,,,,,,,,,,,,,,,,,,,,,,
28,sinha,"nio podia p
amor le rainha",Pintainhan,Yendinha,rainha2,v,lgrejinha,Minha,cstantosinha,1Minha,Iranguinha,"Pinhal
de Estoevinha",gallinha cosida,Andorinha,azinhal,lherzinha,cosinha,Venha,,,,,,,,,,,,
29,Nagarosas,Inagarefes,Vagarsalnclie,Nagarosamontc,"Torre
Vagarosalntt",Iodosas,vagaroso0,,,,,,,,,,,,,,,,,,,,,,,
30,Parada,plcparadu,Par;ira,dua Parada,Iaradiula,Parahcens,lacradu,l.dourada,paro,,,,,,,,,,,,,,,,,,,,,
31,sellim,d'Aellim,imellia,sel,repellia,Elim,selts,,,,,,,,,,,,,,,,,,,,,,,
32,Ins,rins,us confins,Uns,Ns,insignia,sao insensieis,,,,,,,,,,,,,,,,,,,,,,,
33,Caso Verde,Valverde,Verde,"ver-
gad0s",portinha verde,chi verde,Valrerde,Yillaverde,Severim,damasco verde,Valverde-,elo Verde,Vede,Yalverdc,vergel,Valerde,,,,,,,,,,,,,,
34,Imin,Crimine,min,g)aa,Inimigo,,,,,,,,,,,,,,,,,,,,,,,,,
35,Pelestina,Palestina,Cheles,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Netos,aspeto,Iutos,Ioreto,Lazareto'-,Poemneto,phaeton,,,,,,,,,,,,,,,,,,,,,,,
37,tntcndra,Canta-Pedra,Cantapedra,"valle
le Canta-Pedra",Canta-pedra,Y0,Cala-Pedra,"valle estreito dc Canta-Pedra: Lo con
Im",estreito dc Canta-Pedra,,,,,,,,,,,,,,,,,,,,,
38,Io,SC Io,io,iruio,Iovrhgec,Bayaiot,Irmio,Iogar,io passeio,Bayio,Paio,Coio,Ioio,uuio,I8,,,,,,,,,,,,,,,
39,ria da Tarde,olha Tarde,"Santa MIa-
ria da Tarde",lamina clara da adega,msyo,visiahanca da llosa,MAria da Gra,"Se-
or ate i borda da agua lodosa",orla t.,chamma alta da vela,U.AA I,ponta da sobrinha,,,,,,,,,,,,,,,,,,
40,naui,Nau,Nlirauie,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Presa,Pre,Pretas,Precis-,"k
pre","recahiu so-
pre",pre,Iepreheusio,schnpre,pre rijo,pre affavel,presen,s pr,,,,,,,,,,,,,,,,,
42,Manches lUcena,Sanches LUcena,Manches Lucena,Sanehes lUcena,Lucena,,,,,,,,,,,,,,,,,,,,,,,,,
43,"ribeira de
Crede",Teixeira de Carredes,"Teixeira de
Carredes",deixal,,,,,,,,,,,,,,,,,,,,,,,,,,
44,lArgo,Iargu,Largo,"Largo d`Fl-
ei",Largo d'El-el,largueza dos campos,l.arg,bru larga,Largo do Chalariz,largu,Largo d'El-Rei,LArgo,,,,,,,,,,,,,,,,,,
45,Nacional,Bibliotheca nacional,Tencionamos,Nacionaes,Proprios Nacionaes,Monacal,Lionala,,,,,,,,,,,,,,,,,,,,,,,
46,AI,Sair,VAi-,Ai,AIIl,,,,,,,,,,,,,,,,,,,,,,,,,
47,dOutor,r. doutor,r. dOutor,Doutor,DOutor,doutor,a3,,,,,,,,,,,,,,,,,,,,,,,
48,Novellal Co-,Novella,Nwvella,"Nove-
la",Novclla,Novellasinh,Cotovelo,Nove-,Novellal,Novellas,Novellia,,,,,,,,,,,,,,,,,,,
49,suor,cuo,Suor,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Iendera,Tende,TEndes,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,coa,Co0,pouco0,banco0,O0,,,,,,,,,,,,,,,,,,,,,,,,,
52,Nua,Nu,Nunen,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,metteu,prometteu,commette,mettc,prometteu decoralr,,,,,,,,,,,,,,,,,,,,,,,,,
54,Snr,--Oh Snr,snras,n Snr,,,,,,,,,,,,,,,,,,,,,,,,,,
55,rua das portas,boa velha,"rua das leccdairas
MIss","pa-
velha do",rua das Velhas,rua das Ptgas,"rua das so-
brancelhas",rua das Vendas,"rua das
Teeedeiras","Tua d'r-
l",Peso das Velhas,rua Velha,rua d rinceza l. nela ati,rua das Velhas de um Policia,,,,,,,,,,,,,,,,
56,Iria,Furia,iria.-,U SIM1ClhS  cRian,Sangria,,,,,,,,,,,,,,,,,,,,,,,,,
57,"ci impaciente-
ia",ci,stci,Cilude,Balbuciou,"L-
ci",Ci,Tecidos,,,,,,,,,,,,,,,,,,,,,,
58,Capital,Capilulos,Capitulo,Capitanea,Titulo,,,,,,,,,,,,,,,,,,,,,,,,,
59,Iaee,Iaeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Sonhorio de sAnta energia,Santa energia,Santa Energia,Andar de Santa Energia,Santa-energia,surgiain,,,,,,,,,,,,,,,,,,,,,,,,
61,Christo,Christais,Principes da Christandade,"de-
cristo",Christaos,,,,,,,,,,,,,,,,,,,,,,,,,
62,cabo d'osso do guarda-sol,cabo d,"sc
captivo d",cabo d'aclarar da sombrinha,cabo de rosas,cabo do renque d'alamos,cabo d'ouro la letras d'ouro,,,,,,,,,,,,,,,,,,,,,,,
63,pOrto,"Portolla ai
TOrre",porto,Portolla,porteira,Porto,i Portolla,Perto,Conforto,porta l1 sta,Torto,T,,,,,,,,,,,,,,,,,,
64,eUropa,Futuro,N1,dUro,Europa,,,,,,,,,,,,,,,,,,,,,,,,,
65,Des,tardes,IDES,desse-1,Desejo,deseubrulhes,p6de,Deves,Mathildes,desenrolira,descan,"U
desar0l","tE-
des",E2P2DE2,desolado:-,deseuferrujar,Reodades,Guedes,,,,,,,,,,,,
66,OS6,s6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,pallido,d'alliana,alllicto,Hoi  allivio,at alli1,valIdo,,,,,,,,,,,,,,,,,,,,,,,,
68,cnvallnrica,valle,valle de Oriente,allectuaoso,valla,"valle
de Crauede",valle co,Valle de Josaphat,Mlelieval,F,fresco valle,valle surde,valle muito fundo,"valle
da lisa",,,,,,,,,,,,,,,,
69,Gago,aggolrd,go,alagoVa,l'ego,Go-,scgo,Pego,,,,,,,,,,,,,,,,,,,,,,
70,Murtosa,MIurtosa,oiYCrsatos,mur,Mlurtosa,,,,,,,,,,,,,,,,,,,,,,,,,
71,Juizo,sil juizo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Figura,Cura,Clerigo da Cura,Cu,urze,Cura-as,Curhaes,Moura,,,,,,,,,,,,,,,,,,,,,,
73,5I,vosste,voss,voss2,Vosste,,,,,,,,,,,,,,,,,,,,,,,,,
74,Assembl,Assembl da Villa,Assem-,Assembleia,Assembleia da cm-,salpicassem,,,,,,,,,,,,,,,,,,,,,,,,
75,Santa Ireneial,Santa,Santa Inteira,Santa lIvre-,Santa reunida,adeanta,c-Santa,Santa-correia,Santa thereza,Jantar,"Santa lIvre-
ncia",Santa-repetiu,Santa Repetiu,plantatla,"Santa Irm-
eia","a-
santa","Santa Ela-
fia",phantasia,Santa Revela,Santa Ieneia,,,,,,,,,,
76,Ladeado,Pccecador,cuealtnado,ado,Delicado,Louvado,Batalhas de Apoiado,Esgaseado,ripiado,algcmado,embrulhado,Itocados,lado0,meads,Ajudado,Ado,Chupado om vila,apeggado,Criados,Iepnuiado,Salvador,Prados,,,,,,,,
77,Rosa,pavorosa,Temerosa,Ilosa,Pedrosa,a4,ascorosa aventesma,IUosa,llosa,Livros,Foros,puderosalt,Inerosos,Scvcrosa,,,,,,,,,,,,,,,,
78,Tres,Lebres,Trez,resqu,ay Resto-,estrebuchaudo,atrever1,resoou,trespassado,,,,,,,,,,,,,,,,,,,,,
79,MIss,hlss,MIS,fugisso,submiss,,,,,,,,,,,,,,,,,,,,,,,,,
80,Magistratura,littwratura,Aturar,Litteratura,Formatura,Littcratura,,,,,,,,,,,,,,,,,,,,,,,,
81,ANNOS,annos0,Annos,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,CO,aco,pac,acol,Nacojas,Saco,,,,,,,,,,,,,,,,,,,,,,,,
83,Alferes f-,Alferes,Alferes-MI6r,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Aquellas,Aquella,quela,aquella noite de,aquella rutmorsa,aquella linda,Aquillo,Quela,aquella,,,,,,,,,,,,,,,,,,,,,
85,d'as-,Ias-,pas-,As-,Pas-,as-,,,,,,,,,,,,,,,,,,,,,,,,
86,ILLIIH LAS1 ID IIAMIIIE,CUlII,ii,Ii,Iii,IILLSTIIE,II.LLSIIIE,"ILLITIII A1 II AMIIINS
genebra","IAIIIH
-Sio Reis",HWIIIE,III,ILAWIIIINS,IILLISII,iiI,Iicl,II.III CASA,IIMIIIH,C.A1 I. III,Iitol,II.III,iI:-,CiVIL.III A D III,,,,,,,,
87,Corin-,coraci nio,Imoral,Coral,palradora con-,Coragem,Coraon,Moral,cora0 azul,Corda,,,,,,,,,,,,,,,,,,,,
88,InrUnCuS,incans,Inc,Incerto,IncSI10,Incr-,Incr,Principe,,,,,,,,,,,,,,,,,,,,,,
89,Tens,pens0,Bens,"T tens ci
agua",,,,,,,,,,,,,,,,,,,,,,,,,,
90,i Torno,an Torno,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,d'Historia,Historia,Ilistoric,"Historia
l'Herculano",ava a velhissima historia da castello,Historia de Franca,"Historia da
ttminisreo 1'feliz e",,,,,,,,,,,,,,,,,,,,,,,
92,Feliz,feljoal,elizmcnt,FE,,,,,,,,,,,,,,,,,,,,,,,,,,
93,"Paes-
tina",Paes,Paes-,d'alpaea,Cnhaes,Pae,pa,Quaes,,,,,,,,,,,,,,,,,,,,,,
94,Loleria,ut vozeria,du Loleria,Galeria,Clerigo,,,,,,,,,,,,,,,,,,,,,,,,,
95,Tumulo,UM,cautclla dum,um1,D)'um,lumbeetm,,,,,,,,,,,,,,,,,,,,,,,,
96,"rcimeira dos
mnorrioes",vieira do casc,chamin do candieiro,vieira da barbeita,Casa do Comercio,vieira granada,Hlihecira do Coice,ribeira do Doce,"horda da beira
do Coiee",carvalheiras do Casal No-,,,,,,,,,,,,,,,,,,,,
97,g0,-Ag0r,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Iolgadamente,pessiuamentel,divinamentel,Immediatamente,"bru de
galhofeiramente",Effectivamente o Custo,"assohiando va-
gamente",Fugidiamente,DIVIS,Divino,3I,Precisamente,Positivamente,,,,,,,,,,,,,,,,,
99,Folhetim,Encolheu,LHe,Recolheu,"eagoar om V. LHe,1 gRupos-",I'olhe,Vilhena,Conselheiro,Lhe,,,,,,,,,,,,,,,,,,,,,
100,MIL.I.TE,Y J.I.T,"MIL.I.ISTO CA HE AMIGOS
5",,,,,,,,,,,,,,,,,,,,,,,,,,,
101,oxal,Froalengo,Alea-,ale,lE,valenlias,Aleagova,Cale-,Alertal,Aleava,cale,Alecmtcjshla,v-,le1,,,,,,,,,,,,,,,,
102,Iicgcne-,A2s,Vcneza,"Iicgcne-
adores",,,,,,,,,,,,,,,,,,,,,,,,,,
103,Irris,Sorriso,"IRRIS
E",horrifurcmn i,Crispa,s0riso-em,"IRRIS
po",,,,,,,,,,,,,,,,,,,,,,,
104,decad das Infantas,Adas,Fiada,almofada,Inurmuradas,Lousadas,"botoes das
caldas",I.cruzadas,nAda,Caiadas,Louzadasl,,,,,,,,,,,,,,,,,,,
105,Zamhczia,Tamhe,tamhem,amhus,"tamhem
mendo",Tamhcm,tamhen,,,,,,,,,,,,,,,,,,,,,,,
106,"pedra do jardim
debaixo","fund
do jardim...",ore do jardim,terraco do jardim,Jardim,u marmore do lavatrio,,,,,,,,,,,,,,,,,,,,,,,,
107,Atalhou,Agasalho,"Agasalho hem
pequena",c1,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"Quinta
feira",Entao,Intao,tao,"in-
Quinta","Pintar-
nho enfiado",Nntao,Imnedintaienlle,Fntao,Pintainho,kntao,,,,,,,,,,,,,,,,,,,
109,Nol,magnolia,lenol,nodoa,clno,,,,,,,,,,,,,,,,,,,,,,,,,
110,ti-,Vi-,Foi-,Ri-,Si-,Uni-,vi-,,,,,,,,,,,,,,,,,,,,,,,
111,Margem,"Bara
las Margem",rio das Margens,Diario das Margens,riacho das boas,Margens,Llil Virgens,Brio das Margens,"Baroneza
das Margens",,,,,,,,,,,,,,,,,,,,,
112,Gazeta,Gazeta do Outro,lomba do outeiro,luneta d'ouro,n'outro,l)outro,,,,,,,,,,,,,,,,,,,,,,,,
113,lu Vileirinha,l,0O Yidoirinha.l-Correu alsrocadamente i,Yieirinha,Vitcirinha,Videirinha,Yideirinha adeantou,Bandeirinha,Videirinln,Videira,Wideirinha,Torre Vidveirinha,boeirinha,"I
Yideirinha",Videiral Toca,Yleirinha,"Videirinha
s6 poz",Yideirinha,Vidceirinha,"Videirinha
s6",Yiduilrinha,Vidcirinha,Vileirinha,Videirinlia,Videirinh,,,,,
114,Hnmi-,"Hnmi-
res",,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,S. Fulgeneio,Fnlgeneiao,S. Fulgcncio,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"Seira
I168",ria Sei,seI,Fl-Sei,dom Sei,,,,,,,,,,,,,,,,,,,,,,,,,
117,Iecesvinto,Sinto,0O,Iiccesvinto,,,,,,,,,,,,,,,,,,,,,,,,,,
118,bahu,Mloahitas,AhI,I,"1F
d'ahi n'uma ba",ra ahi,Ah,Ahi,ahi,mis ahi,"RE
ahi",,,,,,,,,,,,,,,,,,,
119,egedor,"ro-
dedo","Snr
Ilegedor",,,,,,,,,,,,,,,,,,,,,,,,,,,
120,lEmbra,Bispo de Coimbra,Coimbra,D,Sombra,coimbra,,,,,,,,,,,,,,,,,,,,,,,,
121,c-,C-,Fic-,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,colches,"anches
medicos",Manchas,Manches,W'inchester,sanches,manch0es,,,,,,,,,,,,,,,,,,,,,,,
123,Autoridade m'empurra,Autoridade do Districto,Districto,Auctoridade,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Pois,Ilopois,dEpois,"Id
Bitos  Depois",V,DEpois,,,,,,,,,,,,,,,,,,,,,,,,
125,Iussia,Catharina da Russia,Hussia,lussia,lusidia,,,,,,,,,,,,,,,,,,,,,,,,,
126,Tructesino,Tructesindo,Iructczindo Iamircs,"Tructesintol
Confiae",Tretesinio,Truetcsindo,Iructasindo,Tructezindu,Torre o velho Truclesindo,Tructezindo,Tructesindu,Tructcsindo,Iructesindo,Antigo Tructesindo,Tructesiutdo,Trctesindo,Tructesinudo,Lindo,,,,,,,,,,,,
127,Honra de Parede,la Honra,Honra,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Ouvia,ouvia7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Hospital,d italia,italia,Italia,Taholliao,Italianos,Ali-,,,,,,,,,,,,,,,,,,,,,,,
130,Alem-,lEm-,seM-,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,"OU Go-
vCn0",N0,n0,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,l'ara,"tel
tant0 pertdoara","bai
ara",Jaranlin,uarmaraln,ara,Jaraudiu,Ar,Cumaras,caracolando,rabear,Cara-,d'Para,teaduearam,formara,,,,,,,,,,,,,,,
133,Pessoa,Sucesso,Pessoalmente,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,marroquim,uuirroquim,quietaeao,IutIuUira,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Chcete,Palacete,Palacio,Palacete dos fidalguissimos HBarrlos,Palacete inaccessivel,,,,,,,,,,,,,,,,,,,,,,,,,
136,Eleiciol Pois,Eleiciol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Scena,rescendia,accrescentava,comprehendia,crescendo0,Prendia,,,,,,,,,,,,,,,,,,,,,,,,
138,Aiionsinos,Sino,Fino,Aflnsinos,Cmuolino,Titosinlo,Sino de anlua,Ensino,SIN,,,,,,,,,,,,,,,,,,,,,
139,Natal o Cavalleiro,"Ca-
cavalleiro",Cavalleiro-Caminhava,Cavalleiro,Cavalleiros,Cavalleiro de Malta,cavalleiro,Cuvalleirista,Cavalleiro-,U Cavalleiro,nalleiru,"Ca-
vlleiro",casa de Cavalleiro,O Cavalleiro,Cavalleiro-quo,"Cu-
cavalleiro",v cavalleiro,Calleiro,"An-
de Cavalleiro","Ca
cavalleiro",io do Cavalleiro,,,,,,,,,
140,Concha,Concelho affirmo,Concelho,Aministrador do Concelho,Sr. dminislradur do Concelho affirmo,Conecelho,,,,,,,,,,,,,,,,,,,,,,,,
141,"alto cu-
heeit",Hgypto,Alto,salto i,jejltt,alteulnd,Walter,Waltor,ceu alto,chapeo alto,,,,,,,,,,,,,,,,,,,,
142,contribioes,Con-,cont,Cont,i cons0-,Constantinopla,Contudo Porta-,Contrasta,Contiuu,Conto,contendo:-,Contraria,consontia,conheeel,,,,,,,,,,,,,,,,
143,Povo de S. Domingas,Domingo,S. domingos,Torre aos Domingos,convento de S. Domingos,,,,,,,,,,,,,,,,,,,,,,,,,
144,Garcia,lorcia,l. Garcia,"Entro Garcia
Viegas",,,,,,,,,,,,,,,,,,,,,,,,,,
145,escadaria redonda,Escada,ste escadaria,tanque redondo,,,,,,,,,,,,,,,,,,,,,,,,,,
146,luzia,luzia ut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Relogio,relogio da Camara,relogio-de-Sol,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Mlultidio,lrotaya,Idiota,Idiotia,,,,,,,,,,,,,,,,,,,,,,,,,,
149,l'o-,l'o,l'ois,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Ti16,I19,I1ou,I1.1 TI,I10,I13,,,,,,,,,,,,,,,,,,,,,,,,
151,ESTiVE,Estive,Tive-frias,ESTIVE,Estimava,,,,,,,,,,,,,,,,,,,,,,,,,
152,Caladinha,rccadinhos,"da
Caladinha",,,,,,,,,,,,,,,,,,,,,,,,,,,
153,br,bra0s,Crassa,Bras,Vibra,brasil,Sobras,,,,,,,,,,,,,,,,,,,,,,,
154,franc,S. Francisco,Arrancou,"dc
Franca",Rei de fRanceza,Francezas,Franziu,Franja,Franga,Franca,tos francos,,,,,,,,,,,,,,,,,,,
155,Rio Gouvela,"J0ao
Gouveia",lio Gouveia,Oiro Gouveia,Rio Goueia,Gouveia,Jogo Gouveia,"MIas o
Joao Gouveia",Joaio Gouveia,,,,,,,,,,,,,,,,,,,,,
156,Russa,Us-,Museu,NUs,us,Us,Justiga,Ceo accusa,Yuss,lusco fusco,,,,,,,,,,,,,,,,,,,,
157,"varanda nem-
ravel",ba varanda,i varanda,varanda po ora nio est,,,,,,,,,,,,,,,,,,,,,,,,,,
158,catape,u Cata,Apezar,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,nia,ceremonia,F Agonia,1N,Agonia,Thiago,Colonia,agonisava,,,,,,,,,,,,,,,,,,,,,,
160,atarefad,Matar,linda mata,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,ilha da Camisola,Camisola,Crisola,Pola,Mes Amis,Camisola-a,,,,,,,,,,,,,,,,,,,,,,,,
162,alastrira,F6ra,noutra,transvira,tra,attrahem,tRago,tradici,"tratira or  me-
nlino",lEtras-mar,lettras,tratira,,,,,,,,,,,,,,,,,,
163,"grande
belleza",Grande Ainda,Grande,Ande,Tanque-Grande,--Vi DEus Grande d,Grande Caval-,,,,,,,,,,,,,,,,,,,,,,,
164,Joao Gouvcia,Joao Gou-,Gouvcia,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Familiar,emilia,familia,familia Noronhal,llamildel,Milicias,,,,,,,,,,,,,,,,,,,,,,,,
166,A0,la0a,rega0,A0r,,,,,,,,,,,,,,,,,,,,,,,,,,
167,annaes da l,Annaes,cannaviaes,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,"alvoroto da bra-
ga curta",tas da calva,sujcit calvo,Archivo da Casa,calv0,len da cadeia,,,,,,,,,,,,,,,,,,,,,,,,
169,"ra-
pina",Fina,Inasstdos,Minas,Final-,Meninas,In'ensinava,Inanchava,Oficina,Inadava simp,Ina,N3,Inalo  in percebo,China,elupinand,Final,Rosina,Ina V0tudo,Inais,Cortina,Inagnilicos,Ir de Pina,comezaina,,,,,,,
170,IAMIILS,AMIIILS,"HAMIIIE
de Humilde",IAIIILS,IAMIIYS,IAMIIHS,IILILETIE CASA D IIAMIIIS,"IL.I.ATI CA  IIIILS
51",,,,,,,,,,,,,,,,,,,,,,
171,Leio,lEis,Enleio,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Amanh,Manh,manh4,Una manh,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Paulitieal,Politica,Policia,luliticu,Politicos,polnar,a;baixa politica1 de lPortuggab,conversar de l'politica,,,,,,,,,,,,,,,,,,,,,,
174,Hespanha,Apanhasse,espanha,"Espa-
nha n'uma pandega",d'espcranga,dIIospanha,Espa-,Espanha,espanto0,,,,,,,,,,,,,,,,,,,,,
175,quelle,affronta daquelle cnjado,n'aquelle,naquelle,Aquelle,"Goncale reino
aquelle intoleravel escandalo","S. eX.
Aquelle",esialludo daquelle,N'aquelle,-Aquelle Ande,aquelle,"S.
ulgenciol ue aquelle careea obeso",,,,,,,,,,,,,,,,,,
176,Malta,Alta,Pilta,ultajaa,ksfaltato,,,,,,,,,,,,,,,,,,,,,,,,,
177,Leves,Es-,es,ES,alpes,pcoes,mesa0,Gomes,Leoneses,Simples,eseulhida,"IYIIHES
y0",C0es,,,,,,,,,,,,,,,,,
178,Currepolencias,cnveniencia,Urgencia,Intelligencia,Santa urgencia,crge n,maledicencias,,,,,,,,,,,,,,,,,,,,,,,
179,ladeira de S. vento,Madeira,Salgadeira,bigodeira,Tecedeiras,Iadeircnta,caldeira,higodeira negra,cnsageira,,,,,,,,,,,,,,,,,,,,,
180,Jornal,Jornaes,jornaes,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Julho,Orgulho,vorga,remergulhou,irubulho,Borguinhio,,,,,,,,,,,,,,,,,,,,,,,,
182,bom Jogo da,bom it,bom narr)lo,bom rcndeiro,Bom Ieus.l,,,,,,,,,,,,,,,,,,,,,,,,,
183,Longa-,Longas,LOnge,Gongealo,Monge,Longo,Ionge,,,,,,,,,,,,,,,,,,,,,,,
184,Alcova,Alc,Fllc,AlC,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Pregados,belegado,telegapho,Delegado,Fgadelos,,,,,,,,,,,,,,,,,,,,,,,,,
186,Estado,Affrontado,"dep- 
tadon",Tado,merc do Estado,Coitado,dEputado,,,,,,,,,,,,,,,,,,,,,,,
187,Signal,Assigna,Cognae,Gnalo,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Secretario Geral,Secretaria,Seeretario Geral,Vigario Geral,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Agua,legua de poss,segun,egua,Freguezia,Guadiana,Igual,gua a0,legua,lua,,,,,,,,,,,,,,,,,,,,
190,s V0s0s,V0s0s,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Chronica,"Bica
St",Bica,Bica-Sua,Bica-Velha,Bica-junta,,,,,,,,,,,,,,,,,,,,,,,,
192,l'silencio-,Silencioso,ancioso,"si-
lencio",,,,,,,,,,,,,,,,,,,,,,,,,,
193,Praia,pRata,Grata,ILouatasl,Prata,,,,,,,,,,,,,,,,,,,,,,,,,
