cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27
23.0,Aquelle,"S.
ulgenciol ue aquelle careea obeso",n'aquelle,ferido-iCSsuleluellle,affronta daquelle cnjado,-Aquelle Ande,esialludo daquelle,"S. eX.
Aquelle",aquelle,N'aquelle,"Goncale reino
aquelle intoleravel escandalo",quelle,naquelle,,,,,,,,,,,,,,,
24.0,Castello,"Linho
mantinhamn castello",Castelhano,castello bens-,Castella,Castellos,aquella noite de Castello,,,,,,,,,,,,,,,,,,,,,
25.0,leonor,Leoneses,formoso Leonel,i Saia leonor,,,,,,,,,,,,,,,,,,,,,,,,
26.0,Santa Maria de Duraque,Santa Maria de Craquede,Santa maria,Santa Maria de Crauede,Santa Maria de Craquedel,Santa Maria de Craqutde,santa Maria de Craquede,sAnta maria de Duraque,Santa Maria de aquelle,Santa MAria,Santa maria de Craquede:-aS6,Santa maria de Cra-,,,,,,,,,,,,,,,,
27.0,homctzarrio,Barriolo,homcn1,Arribada,,,,,,,,,,,,,,,,,,,,,,,,
28.0,IILItSI,Itsa,IILILSII,IILILITIE,,,,,,,,,,,,,,,,,,,,,,,,
29.0,india,suspendia,lusidia,Vendia,India,InDigna,vindima,Prendia,fundia,,,,,,,,,,,,,,,,,,,
30.0,lArgo,"Largo d`Fl-
ei",largu,LArgo,Iargu,Largo do Chalariz,l.arg,bru larga,Largo,,,,,,,,,,,,,,,,,,,
31.0,Incerto,Perto,"tel
tant0 pertdoara",Mlertola,,,,,,,,,,,,,,,,,,,,,,,,
32.0,dEpois,Pois,"Id
Bitos  Depois",DEpois,,,,,,,,,,,,,,,,,,,,,,,,
33.0,goa,tegoa,legoas,ogoa,Iagoas,,,,,,,,,,,,,,,,,,,,,,,
34.0,Gra-,Gra,l3ra-,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,Eleiciol Pois,Eleiciol,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,hordu,horrifurcmn i,Corda,grduch,,,,,,,,,,,,,,,,,,,,,,,,
37.0,herva,hervaeal,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,Iiccesvinto,Iecesvinto,Sinto,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,appareci,nio appareceu,apparecia,lieapparecend0,rio appareceu,desappareceu,,,,,,,,,,,,,,,,,,,,,,
40.0,luzia,Zamhczia,luzia ut,,,,,,,,,,,,,,,,,,,,,,,,,
41.0,Triste,tristeza,Triunfo,stci,Cister,TRiste Filha,,,,,,,,,,,,,,,,,,,,,,
42.0,santos,Santos,Antonia,"Santo-
inho loreuo",Santo,Hspantos,santo,,,,,,,,,,,,,,,,,,,,,
43.0,d'Para,plcparadu,Feitio-para,Parahcens,dua Parada,paro,Parada,Par;ira,,,,,,,,,,,,,,,,,,,,
44.0,Casimiras,ADMIRAS,lamiras,Casimira,,,,,,,,,,,,,,,,,,,,,,,,
45.0,ara,Jaraudiu,Cara-,"bai
ara",Jaranlin,teaduearam,l'ara,,,,,,,,,,,,,,,,,,,,,
46.0,ria da Tarde,olha Tarde,tardes,"Santa MIa-
ria da Tarde",,,,,,,,,,,,,,,,,,,,,,,,
47.0,nia,Agonia,agonisava,Hiscnia,F Agonia,ceremonia,,,,,,,,,,,,,,,,,,,,,,
48.0,Villa-Clara,HOspital de Villa Clara,Yill-Clara,Villa Clara,Vill-Clara,"Villa-
Clara","Villa-Clara
de noite",Villa-Clara 1 Torre,la-Clara,VilLa-Clara,,,,,,,,,,,,,,,,,,
49.0,"Ir-
cha","bot-
ca c1","L-
ci",Ir-,,,,,,,,,,,,,,,,,,,,,,,,
50.0,lachequc,Rachel,Mlacheque,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,claustro,claustro0,Claustro,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,Olha,tSolha,Olhado,Folhas,olhava1,ma folha,folhcanlo,"a-
tulhava",bulha co,,,,,,,,,,,,,,,,,,,
53.0,Mato das MAiores,Maior,Maio,Maior-,,,,,,,,,,,,,,,,,,,,,,,,
54.0,brotquel,brotuvn,Quela,quela,,,,,,,,,,,,,,,,,,,,,,,,
55.0,Pas-,As-,d'as-,Ias-,as-,pas-,,,,,,,,,,,,,,,,,,,,,,
56.0,U Cavalleiro,Cuvalleirista,nalleiru,Cavalleiro,cavalleiro,Cavalleiro-Caminhava,"An-
de Cavalleiro",Cavalleiro de Malta,"Ca
cavalleiro",Natal o Cavalleiro,"Cu-
cavalleiro",Cavalleiros,Calleiro,casa de Cavalleiro,io do Cavalleiro,Cavalleiro-,"Ca-
vlleiro",Cavalleiro-quo,O Cavalleiro,"Ca-
cavalleiro",v cavalleiro,,,,,,,
57.0,Pereira,I'pereira,"t
pereira",Pereira...,Pereira Mas,i barreira,Carreira,pereira,Pereira Ii,Pereira da Rosa,Uni-,0O Pereira,PEreira,,,,,,,,,,,,,,,
58.0,"LILLI
moniz",ILl,Aquillo,IILLSTIIE,ILlremcnle,ILLILSTIE,IILLISII,,,,,,,,,,,,,,,,,,,,,
59.0,fortaleza,Civil de Monforte,Forte,Fortes,Corte,Norte,Morte,porteira,Sorte,Mlunforte,,,,,,,,,,,,,,,,,,
60.0,"banco de
pedra",banco de pedra,banco0,banco i lesa-onde,,,,,,,,,,,,,,,,,,,,,,,,
61.0,convento de Santa thereza,Convento de Santa,Convento de anta-dIrigida do Oliveira,Convento de Santa Bra-,Tor de Santa,convento de Santa,Convento de anta-dIrigida,convento de S.,lnveneao,,,,,,,,,,,,,,,,,,,
62.0,tosca1,Mloscatel,toscas0s,,,,,,,,,,,,,,,,,,,,,,,,,
63.0,Iharmacia,macisso,Phuarmacia,inspirado0 Pharmaceutico,la Pharmacia,,,,,,,,,,,,,,,,,,,,,,,
64.0,Bayaiot,lrotaya,Paio,Bayio,,,,,,,,,,,,,,,,,,,,,,,,
65.0,illlela carta,cllel,dc carta,,,,,,,,,,,,,,,,,,,,,,,,,
66.0,U ne Tico,Ntico,I1.1 TI,,,,,,,,,,,,,,,,,,,,,,,,,
67.0,"in-
Quinta","Quinta
feira","ca
Feita",,,,,,,,,,,,,,,,,,,,,,,,,
68.0,TiCA,Tica,botica,"dan-
tica","loi 
tica","l'ali-
tica",,,,,,,,,,,,,,,,,,,,,,
69.0,Saia Senhor,Senhoria,Tenho,tr senhor,Senhores,Sonhorio,nio senhor,senhora da ostrad,da senhora l,Senhora,casa da senhora sua mana,,,,,,,,,,,,,,,,,
70.0,Fidalgo,Fidalgo Vez,Fidalgo meu Fidalgo,Fidalga,"Fi-
dalgo",Fidalguia,fIdalgo-,iaees do Fidalgo,,,,,,,,,,,,,,,,,,,,
71.0,Porto,Torto,Portolla,porto,i Portolla,Conforto,porta l1 sta,pOrto,"Portolla ai
TOrre",,,,,,,,,,,,,,,,,,,
72.0,Inf,INFAME3,InfInd,u Inf,,,,,,,,,,,,,,,,,,,,,,,,
73.0,I10,IncSI10,,,,,,,,,,,,,,,,,,,,,,,,,,
74.0,Martim,PArtido-,mart,Sito Partidas,,,,,,,,,,,,,,,,,,,,,,,,
75.0,i Torno,an Torno,,,,,,,,,,,,,,,,,,,,,,,,,,
76.0,Hussia,lussia,Yuss,Catharina da Russia,Russa,Iussia,,,,,,,,,,,,,,,,,,,,,,
77.0,Manchas,Inanchava,Concha,Funchal,Achas,manch0es,,,,,,,,,,,,,,,,,,,,,,
78.0,ILI.II,Ili,Inagnilicos,ILI.LYTI,ILI,ILI.STIA,ILILISTIE,lILishoa,,,,,,,,,,,,,,,,,,,,
79.0,novecentoste,"novecentoste
cincoenta",Novecenios,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,legua,legua de poss,egua,,,,,,,,,,,,,,,,,,,,,,,,,
81.0,s V0s0s,V0s0s,,,,,,,,,,,,,,,,,,,,,,,,,,
82.0,Arcos,Arco-,,,,,,,,,,,,,,,,,,,,,,,,,,
83.0,Mes Amis,ilha da Camisola,Camisola,Camisola-a,Crisola,,,,,,,,,,,,,,,,,,,,,,,
84.0,aguiar,Iidulguia,Aguiar,Guia,scanario l Guiaraios,,,,,,,,,,,,,,,,,,,,,,,
85.0,Obriga-,Wriga,Obrigada,brigada0,Obrigado,Diga,,,,,,,,,,,,,,,,,,,,,,
86.0,Ioio,Coio,Coice,,,,,,,,,,,,,,,,,,,,,,,,,
87.0,Iastardo,"m
basto","Los
ra bustardo",Bastardo,lBastardo,"Hastardo b-
I1aa",,,,,,,,,,,,,,,,,,,,,,
88.0,meads,bua semeadura,,,,,,,,,,,,,,,,,,,,,,,,,,
89.0,hehendu,surprchendcssecm,comprehendia,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,Bravissimo,sos  sim;os eslimabilissimos,bravio,Iravissimo,preciusissimo,Iaiorissimo,,,,,,,,,,,,,,,,,,,,,,
91.0,"OU Go-
vCn0",Vcneza,Go-,,,,,,,,,,,,,,,,,,,,,,,,,
92.0,ultajaa,Alta,Malta,Pilta,ksfaltato,chamma alta da vela,,,,,,,,,,,,,,,,,,,,,,
93.0,cnveniencia,maledicencias,Currepolencias,Santa urgencia,Urgencia,Correspondencia,Intelligencia,,,,,,,,,,,,,,,,,,,,,
94.0,Mtandarim,anda,Iracejandao,vianda,esponda,Al Ainda,mand,,,,,,,,,,,,,,,,,,,,,
95.0,IAMIIHS,IAMIIYS,IAMIILS,ILLIIH LAS1 ID IIAMIIIE,IILILETIE CASA D IIAMIIIS,,,,,,,,,,,,,,,,,,,,,,,
96.0,MIL.I.TE,Y J.I.T,IL.1,"MIL.I.ISTO CA HE AMIGOS
5",,,,,,,,,,,,,,,,,,,,,,,,
97.0,rescendia,crescendo0,Scena,accrescentava,,,,,,,,,,,,,,,,,,,,,,,,
98.0,Alento,Iuento,Bento,Lento,S. lento,Vento,sarmento,alentel,mnhento,,,,,,,,,,,,,,,,,,,
99.0,elvira,transvira,"pa-
elvira",Etelvina,Tavira,,,,,,,,,,,,,,,,,,,,,,,
100.0,Familiar,familia,emilia,IRYMIlIEi,,,,,,,,,,,,,,,,,,,,,,,,
101.0,Ouvia,canvivia,ouvia7,,,,,,,,,,,,,,,,,,,,,,,,,
102.0,Sr.,"IIistoricos 
Iegeneradores","Ie-
generadores","Ie-
generadores realisassem",Rogonerador,Ilegeneradores,"Ie-
gcucradores",,,,,,,,,,,,,,,,,,,,,
103.0,cehi,MAnoel,"MAnoel
Duarte",MAnoel Justi,"MAnoel
lomingucs","quasi consenti-
manoel",Mlanoelzinho,Manoel duarte,Manoel,Manoelsinho,,,,,,,,,,,,,,,,,,
104.0,d'onde,d'omle,"d'onde
surda",d'onde pendia,lisboa d'onde,,,,,,,,,,,,,,,,,,,,,,,
105.0,Pola,polnar,,,,,,,,,,,,,,,,,,,,,,,,,,
106.0,Chiche,chi,zeviche,,,,,,,,,,,,,,,,,,,,,,,,,
107.0,barbara,Sohre,rbaro,cmbaraeado,barbacena,barbuda,Bar-,,,,,,,,,,,,,,,,,,,,,
108.0,Freguezia,rega0,Pregados,Carregada,Pegas,,,,,,,,,,,,,,,,,,,,,,,
109.0,"IRRIS
E",Irris,Sorriso,"IRRIS
po",Irrc,,,,,,,,,,,,,,,,,,,,,,,
110.0,Ministerio da Fazenda,Ministro,Nis,Ministros,Ministerio,MInistro-aeeeitando co,mInistro aeceiltz,,,,,,,,,,,,,,,,,,,,,
111.0,"grog
Rio",Rio,serio,rio l,rio so dsmandsscm,Delirio,"rio
Lado",,,,,,,,,,,,,,,,,,,,,
112.0,rela,Gela,Cela o Oiro,revelacbcs,Goela,A Reliquia,,,,,,,,,,,,,,,,,,,,,,
113.0,Hotel MOndego,Hotel Mondego,Hotel,"es
eutel m",,,,,,,,,,,,,,,,,,,,,,,,
114.0,HAMIES,RAMIES,Cachamita,,,,,,,,,,,,,,,,,,,,,,,,,
115.0,Quasi,extasi,qUasi,quasi,Quamlo Is,,,,,,,,,,,,,,,,,,,,,,,
116.0,Comendador,Lenda,Comendador Rocio RBaros,,,,,,,,,,,,,,,,,,,,,,,,,
117.0,"riacho das
lonas",riacho das boas,"botoes das
caldas",,,,,,,,,,,,,,,,,,,,,,,,,
118.0,elle nilo,elle,"cancelle
do",ponta elle da orelha,pa elle,vae elle,Belleza,"IAIES
elle",d'elle,n'elle,lle,,,,,,,,,,,,,,,,,
119.0,Rios,Imperioso,Iahoriosanwnte,Ariosa,Notarios,,,,,,,,,,,,,,,,,,,,,,,
120.0,Caladinha,"ma
ca","da
Caladinha",,,,,,,,,,,,,,,,,,,,,,,,,
121.0,atravez d matto,AVES,Atraves,atravez da noile,Atravez,atravez das en-,"m pas-
sadico dc traves",Atravcs,dc traves,passageiro de traves,atravez d jardim,,,,,,,,,,,,,,,,,
122.0,Clamores,"sIl
Clamores",,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,Incr-,Incr,incans,Inc,,,,,,,,,,,,,,,,,,,,,,,,
124.0,Freixos,Freitas,Freixomil,,,,,,,,,,,,,,,,,,,,,,,,,
125.0,plantatla,Santa,"Santa lIvre-
ncia",Santa Revela,Santa-repetiu,Santa reunida,Santu,"a-
santa",Santa thereza,Santa Ireneial,Santa Ieneia,"Santa Irm-
eia",Jantar,"Santa Ela-
fia",Santa lIvre-,Santa Repetiu,phantasia,decad das Infantas,Santa Inteira,adeanta,c-Santa,,,,,,,
126.0,Inerosos,Numero,berou,rouba,Quero,,,,,,,,,,,,,,,,,,,,,,,
127.0,Mlontemor,tdesmontar,Monte,monte c valle,Montes recordava,Monte-incr,Montemor,hntea,Montes,,,,,,,,,,,,,,,,,,,
128.0,sil juizo,Juizo,,,,,,,,,,,,,,,,,,,,,,,,,,
129.0,Mares,Collares,Malares-,"ti-
mares",,,,,,,,,,,,,,,,,,,,,,,,
130.0,dOutor,r. doutor,doutor,DOutor,Doutor,r. dOutor,,,,,,,,,,,,,,,,,,,,,,
131.0,baix,bAixo,Baixo,"Lopo de
bAixo",BAixa,,,,,,,,,,,,,,,,,,,,,,,
132.0,lenol,Nerenos,len,Nol,,,,,,,,,,,,,,,,,,,,,,,,
133.0,cahe,Acaha,,,,,,,,,,,,,,,,,,,,,,,,,,
134.0,soph,r0Sa Sopa,Sopa,,,,,,,,,,,,,,,,,,,,,,,,,
135.0,rio i inunarcehia,Temerario i Carlos,Temerario,av de carlos,,,,,,,,,,,,,,,,,,,,,,,,
136.0,Cinto,Cintra,sintra,"Cintra
Il",,,,,,,,,,,,,,,,,,,,,,,,
137.0,"Entro Garcia
Viegas",l. Garcia,Garcia,lorcia,,,,,,,,,,,,,,,,,,,,,,,,
138.0,Inais,Inasstdos,China,Ir de Pina,Ina,Cortina,comezaina,Minas,Rosina,Meninas,Seminario,"ra-
pina",elupinand,Inadava simp,Oficina,Ina V0tudo,,,,,,,,,,,,
139.0,Meninos,almenira,almcjira,almenira luziram,Almeida,,,,,,,,,,,,,,,,,,,,,,,
140.0,Precis-,Pre,Presa,pre rijo,pre,"recahiu so-
pre",pre affavel,"k
pre",presen,Iepreheusio,schnpre,Pretas,,,,,,,,,,,,,,,,
141.0,valiaosa,italia,Italia,d italia,Italianos,,,,,,,,,,,,,,,,,,,,,,,
142.0,casal lE,Casal Novo,carvalheiras do Casal No-,sulrecasac nova,,,,,,,,,,,,,,,,,,,,,,,,
143.0,Bonito,Bonita,bonito rapaz,Synonieo,,,,,,,,,,,,,,,,,,,,,,,,
144.0,Ieonel,Coronel,Coronel Tiranos,,,,,,,,,,,,,,,,,,,,,,,,,
145.0,"Oliven-
ra",d'Oliveira,Oliveira...,"Li por Oliveira
1I0",l'Oliveira,Oliveira-,Oliveira,Oliveira tnmhem veu,oliveira,"en
Oliveira",Oliveira-no,Im Oliveira,"Oliveira
Goncalo",,,,,,,,,,,,,,,
146.0,mascula,scut,Iiscutal,rascuthar,Escurid,,,,,,,,,,,,,,,,,,,,,,,
147.0,requehro,pequerrueha tao,pequchiha,pequen0s,ste au pequena ahi est,,,,,,,,,,,,,,,,,,,,,,,
148.0,Dentro,Centro da Coragem,Entro,Centro,Cent0-,Vicente,,,,,,,,,,,,,,,,,,,,,,
149.0,i varanda,"varanda nem-
ravel",varanda po ora nio est,ba varanda,,,,,,,,,,,,,,,,,,,,,,,,
150.0,"ABen-
to","Vo-
tos","i
Toc",Vo-,,,,,,,,,,,,,,,,,,,,,,,,
151.0,Avantesmas,fcrvuru picante,antes-0,dentes;-e,Violante,,,,,,,,,,,,,,,,,,,,,,,
152.0,alargne,"alargne
form",Falar,,,,,,,,,,,,,,,,,,,,,,,,,
153.0,resqu,esque,QUe,Esquadrinhou,,,,,,,,,,,,,,,,,,,,,,,,
154.0,Menezes,Vezes,,,,,,,,,,,,,,,,,,,,,,,,,,
155.0,Guelos,Fgadelos,SUelor,S. Miguel,,,,,,,,,,,,,,,,,,,,,,,,
156.0,desolado:-,desolagio,,,,,,,,,,,,,,,,,,,,,,,,,,
157.0,Mionsieur,AfIonso,Monsieur,,,,,,,,,,,,,,,,,,,,,,,,,
158.0,"ver-
gad0s","Espi-
gal...",...,,,,,,,,,,,,,,,,,,,,,,,,,
159.0,bebedo,"ro-
dedo","Raro-
N'-que","tE-
des",,,,,,,,,,,,,,,,,,,,,,,,
160.0,Libertava,labutava,"ce
empletava",Montava,,,,,,,,,,,,,,,,,,,,,,,,
161.0,sangue,Sangria,sangue.- Entro,,,,,,,,,,,,,,,,,,,,,,,,,
162.0,larica,i Africa,Africa,"Se-
ricas",ma Africa,Africa-,d'Africa,Rhetorica,Africa degredadol Jesus,MIrica,,,,,,,,,,,,,,,,,,
163.0,Jornal,jornaes,Jornaes,,,,,,,,,,,,,,,,,,,,,,,,,
164.0,Porque,porque2,Affns de Albuquerque,,,,,,,,,,,,,,,,,,,,,,,,,
165.0,Rei popular,Popula,,,,,,,,,,,,,,,,,,,,,,,,,,
166.0,Mlaseate,Ate,fratel,paterna,catedral i,Iieatei,latejado,Embate,,,,,,,,,,,,,,,,,,,,
167.0,rua das Velhas de um Policia,rua Velha,Vermelha,"rua das so-
brancelhas",rua das Velhas,boa velha,rua das Vendas,"pa-
velha do",Peso das Velhas,,,,,,,,,,,,,,,,,,,
168.0,Prados,Esgaseado,Ajudado,Salvador,ado,Ladeado,Chupado om vila,algcmado,Ado,Louvado,apeggado,lado0,Delicado,Pccecador,cuealtnado,Itocados,,,,,,,,,,,,
169.0,Goncale,Guncalo,Goncalol,Entao Goncalo,Goncalo,Goncalinho,Concalo,"Goncalo Ia-
ires",Goncalinhol,Goncnlo,El-Rei - Goncale,Goncalio,rio dc Goncalo,Gongcalo,,,,,,,,,,,,,,
170.0,"se-
girand","Casal do
Miranda",Miranda,diran,Miranda  j,girand,,,,,,,,,,,,,,,,,,,,,,
171.0,Pessoalmente,Pessoa,alpes,Sucesso,,,,,,,,,,,,,,,,,,,,,,,,
172.0,MIurtosa,Murtosa,Mlurtosa,mur,,,,,,,,,,,,,,,,,,,,,,,,
173.0,"hom-
ro","murm-
rou","im-
I","com-
ro vernelh",,,,,,,,,,,,,,,,,,,,,,,,
174.0,guardasoes,"hrda
da",Guarda,pcoes,guardasolinho,,,,,,,,,,,,,,,,,,,,,,,
175.0,Mlendouea,Mendo de SObreiros,recebendo0,u Mendonca,Tremendo,Mendo,"tamhem
mendo",Mendon,Jose Mendonca,Mendigo,Mendonca,Moendo aes,Torcendo,Mlendongcas,,,,,,,,,,,,,,
176.0,Hotel Central,hotel Central,Central,,,,,,,,,,,,,,,,,,,,,,,,,
177.0,Franga,d'espcranga,orangal,,,,,,,,,,,,,,,,,,,,,,,,,
178.0,Assembleia da cm-,Assembl,Assembleia,salpicassem,Assembl da Villa,Vingasse,Assem-,,,,,,,,,,,,,,,,,,,,,
179.0,Quc,quc,,,,,,,,,,,,,,,,,,,,,,,,,,
180.0,Almodovr,todo0,nodoa,Iovrhgec,almofada,Almocei,,,,,,,,,,,,,,,,,,,,,,
181.0,Atalhou,"Agasalho hem
pequena",Agasalho,Vigas,,,,,,,,,,,,,,,,,,,,,,,,
182.0,Ilamnejou,rasgadamuente,Ilamueente,,,,,,,,,,,,,,,,,,,,,,,,,
183.0,Palestina,Pelestina,Cheles,,,,,,,,,,,,,,,,,,,,,,,,,
184.0,socegae1 Velho,Socega,sc socego,Doce,,,,,,,,,,,,,,,,,,,,,,,,
185.0,I0ss,II0s,,,,,,,,,,,,,,,,,,,,,,,,,,
186.0,Nimes,mesa0,Gomes,,,,,,,,,,,,,,,,,,,,,,,,,
187.0,tradieiol de desatulhar,Torre de l. Hamiresns,Torre de l. Imies,Torre de 1,torre do S. Matheus,Torre de ID,Torre ma fallada maravilha de cora,Torre de I. Rtires,torre dos murmurio,"Torre de 1D. Filha-
est",Torre de I. Hamires,torre da Cara,,,,,,,,,,,,,,,,
188.0,"estrada
General",Entao General,"Meninos
General",General,General verg0u,"IAMIIIES
General Mendes lamires",General largu,Amor- gEneral,k coto General,General nio,FE General,"MIas
General",General-,,,,,,,,,,,,,,,
189.0,Burro,cerro,aierro,lomba d cerro,,,,,,,,,,,,,,,,,,,,,,,,
190.0,Lionala,Nacional,Proprios Nacionaes,Monacal,Nacionaes,Tencionamos,Bibliotheca nacional,,,,,,,,,,,,,,,,,,,,,
191.0,elizmcnt,Feliz,Ilncntld,Elim,Mlelieval,,,,,,,,,,,,,,,,,,,,,,,
192.0,Balbuciou,C0es,balburdia,Ir I-,,,,,,,,,,,,,,,,,,,,,,,,
193.0,nAda,Abandonada,Dona-em,BAnD0,,,,,,,,,,,,,,,,,,,,,,,,
194.0,Mundo,n0 fundo,valle muito fundo,Funda,paix profundo,,,,,,,,,,,,,,,,,,,,,,,
195.0,madre Hstevani-,Padre,bom Padre Sueiro,colpadre,Madre,padre Subir,padre,,,,,,,,,,,,,,,,,,,,,
196.0,Ilanella,Mlanelsinho,janellinha,llanella azul,lanear,i janella,,,,,,,,,,,,,,,,,,,,,,
197.0,ria Sei,Sentia,Sentia sEn-,optia er ar-,,,,,,,,,,,,,,,,,,,,,,,,
198.0,Idiotia,Idiota,Mlultidio,,,,,,,,,,,,,,,,,,,,,,,,,
199.0,Cadeia,Ideia,len da cadeia,,,,,,,,,,,,,,,,,,,,,,,,,
200.0,Eleito,"crean-I
do u leito de pau preto",Feitos,Leit,,,,,,,,,,,,,,,,,,,,,,,,
201.0,Victoria,bBraz Victoria,raz Victoria,,,,,,,,,,,,,,,,,,,,,,,,,
202.0,magnolia,melaneholia,melania,Taholliao,,,,,,,,,,,,,,,,,,,,,,,,
203.0,lomba do outeiro,Gazeta,Gazeta do Outro,,,,,,,,,,,,,,,,,,,,,,,,,
204.0,Figura,Cura,Cura-as,,,,,,,,,,,,,,,,,,,,,,,,,
205.0,perc,merc,Merc,,,,,,,,,,,,,,,,,,,,,,,,,
206.0,Barrolo,Barroso,Barro despegou,santa mae do Barrolo,"cigarros,-aa",Barro,barrocaes,barranto,Barrole,"Jos
lBarrulo",Barrilo,Ilarrolo,"Barro-
lo",Agarrou,Barro belgica,Conselheiro Costa Barroso,Carro,barrigrudo,,,,,,,,,,
207.0,Rapazes,Fazes,Fazendas,,,,,,,,,,,,,,,,,,,,,,,,,
208.0,ILLISTI CASA,II.III CASA,II.III,"Cara-
A ILLLII CASA",,,,,,,,,,,,,,,,,,,,,,,,
209.0,S. l,"S. lo-
mo",,,,,,,,,,,,,,,,,,,,,,,,,,
210.0,aco,Saco,Nacojas,acol,,,,,,,,,,,,,,,,,,,,,,,,
211.0,eIn,vein,veis0,,,,,,,,,,,,,,,,,,,,,,,,,
212.0,aquella,aquella rutmorsa,Aquella,Aquellas,aquella linda,aquella noite de,,,,,,,,,,,,,,,,,,,,,,
213.0,"us dtns manas
parlas",orla t.,cearla,,,,,,,,,,,,,,,,,,,,,,,,,
214.0,dynastia d'Aviz,a10 StIA;,Dynastias,lle recsistia,,,,,,,,,,,,,,,,,,,,,,,,
215.0,branduras,brandura,Brando,,,,,,,,,,,,,,,,,,,,,,,,,
216.0,um1,Ridiculo,Secular,CUlII,Seculo,veraculo,seculo xII,,,,,,,,,,,,,,,,,,,,,
217.0,lucta,Terreiro l LUcta,Terreiro l LUcta l,,,,,,,,,,,,,,,,,,,,,,,,,
