cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21
30.0,asrescendo,Ascende,Crescia,trescessem,erescentau:-,,,,,,,,,,,,,,,,,
31.0,Aquelle,Naquelle,n'aquelle,iquelle,aquelle,quelle,bairro de Cedofeita aquelle,siguilicagio d aquelle sorriso,,,,,,,,,,,,,,
32.0,miin,iini,iiniiie,Iini 'iin uie,iiiniiua,inn ini nergioe,Laiin,Inis,"prees
iini sniien","siye
inii ii- uilr",,,,,,,,,,,,
33.0,relogio das maos do pae,relogio,cart das maos,tar das maos a victima,,,,,,,,,,,,,,,,,,
34.0,sectand0-se-lhe,furtand0,D0-lhe,bDa-se-lhe,,,,,,,,,,,,,,,,,,
35.0,"eeyg-
mnin",Jehny,Quehninlo,tinl,Inlas,,,,,,,,,,,,,,,,,
36.0,Informaces,inforn,Iaces,careco de informaces,conformle,,,,,,,,,,,,,,,,,
37.0,jusuilcas,jusuilcas s,,,,,,,,,,,,,,,,,,,,
38.0,Tableu,bleca,taboa,tabe,,,,,,,,,,,,,,,,,,
39.0,tographica,philosophicas,logr,hica,,,,,,,,,,,,,,,,,,
40.0,Queres,Querem,lheres,Quero,,,,,,,,,,,,,,,,,,
41.0,necudia,illudia,faeil de illudir,,,,,,,,,,,,,,,,,,,
42.0,Fumarl,Fum,,,,,,,,,,,,,,,,,,,,
43.0,i loja do ourives,chamma do fogio,pa  do irmio,loj,,,,,,,,,,,,,,,,,,
44.0,larai,Lara-A,Mlularam,alaras,la rai,,,,,,,,,,,,,,,,,
45.0,b0ca de um eslranho,b0ca,,,,,,,,,,,,,,,,,,,,
46.0,Transpunha,impunhi,transerinen,transperts brulans,supunhna,transnccles,,,,,,,,,,,,,,,,
47.0,esuio,Iau,suiul,,,,,,,,,,,,,,,,,,,
48.0,"Gi,,g","hGGi,,;,::E",,,,,,,,,,,,,,,,,,,,
49.0,us us,py us,,,,,,,,,,,,,,,,,,,,
50.0,iee,"Gnieee,,gg",qie niee,iee;gjggg,,,,,,,,,,,,,,,,,,
51.0,mesna direcgao,direccao,Shna d,,,,,,,,,,,,,,,,,,,
52.0,Triste,tristeza,Iste,,,,,,,,,,,,,,,,,,,
53.0,ispirages,"t-
ragemn",Inspiradota,respiragao,operages gaslronomicas,viragio,Pira,gages,,,,,,,,,,,,,,
54.0,pdia,Podia,i pdie  pe,,,,,,,,,,,,,,,,,,,
55.0,Cusava,accusaio,Pousava,Escusava,fisava,,,,,,,,,,,,,,,,,
56.0,Persians,sia,hyoerisia,siabe,noesia pastoril,semhesia,havsia,Asia,phanlsia,,,,,,,,,,,,,
57.0,Encommendaram-m,Praa Commercial,Praca Commiercial,"mercdo dt
peixe",azafama do commercio,Merci,"re-
commenlago",,,,,,,,,,,,,,,
58.0,"Ceilia
-- E",Ceilia,Ceili,,,,,,,,,,,,,,,,,,,
59.0,Pedir,pedirt,,,,,,,,,,,,,,,,,,,,
60.0,uiis,Iiscss,uII,Iisboa,is-iise,Iis,s0rITIis0,,,,,,,,,,,,,,,
61.0,Santa Catharina,Yirgem Santal,Santa Cathrina,"Santa Ca
tharina",Sinta Catharina,Santa Casa,,,,,,,,,,,,,,,,
62.0,N'ella,n'ella,fallasle n'ella,encurreg-me d'ella,depositara n'ella,,,,,,,,,,,,,,,,,
63.0,prop0z-me,Ent0 Iaz-me,P0z,,,,,,,,,,,,,,,,,,,
64.0,Veom-se,eom,Aggravyam-se,,,,,,,,,,,,,,,,,,,
65.0,Iihe,tiihm,sej da tiiha,Ihe,,,,,,,,,,,,,,,,,,
66.0,catrl,trl,natrlsene,,,,,,,,,,,,,,,,,,,
67.0,Ouame,Cames,Amel,,,,,,,,,,,,,,,,,,,
68.0,"mar
iamhem ii nio",pi n,uem in,i'ii nionii,"mar
iamhem ii",,,,,,,,,,,,,,,,,
69.0,Exquisita,a(qui,hoquiaberto,equivoco,,,,,,,,,,,,,,,,,,
70.0,MA FAMILIA INLEZA,INLEZA,MA FAMILI,"t8
UIA FAIILI INLEZA",FAIILIA INLEA,"MA AMILI1 INLEZIA
E6",Y MILIA INLEZIA,MA WILIA INLEA,ILMA FAMILIA INELEZA,"UxA FAMILI ILEZIA
Aceusar-ne-hao",MA FAMILILA IRGLEZA,LMA FAMILIA INGLEZA,,,,,,,,,,
71.0,"instn.-
tes","ol-
tro",instrucgo,,,,,,,,,,,,,,,,,,,
72.0,Seguirn,conseguiri,proseguin Mr.,,,,,,,,,,,,,,,,,,,
73.0,Ilado,Do Iado,Calado,lad,Y0nado,,,,,,,,,,,,,,,,,
74.0,"cas-
tanho esteuro",kEste,repesteiro d,digestes,Protegeste,Esteiro,cste,oi m'este,teclts co preste,Myste-,Esteve,acrestentando,chester,Estiveste,Iestejando,,,,,,,
75.0,scienci soeial,yi  impaciencia,impaciencia,Impacienta-me,impacieneia,,,,,,,,,,,,,,,,,
76.0,lude,juvenlude,saude,,,,,,,,,,,,,,,,,,,
77.0,Lnmes,sermes,mesurs,Gs.ni,mesm0,Imes,"dt
mesa",,,,,,,,,,,,,,,
78.0,"XXYVII

Cowo s CA","eegnr s
enii co",i  ii caid,fasz co,XXXYII-,,,,,,,,,,,,,,,,,
79.0,solucao,solugos,arrauca,resoluc6es,lulo di asoluco,solueo,,,,,,,,,,,,,,,,
80.0,tssr,"ptssY40
hre",Tibhre,"g
hre",,,,,,,,,,,,,,,,,,
81.0,cahega,chegavm,caheca,cahegal,,,,,,,,,,,,,,,,,,
82.0,cidude,verdudeira,disnanibilidude,YI0s,preciosidude,severidude,lidelidude,,,,,,,,,,,,,,,
83.0,poderoia,oderosa,,,,,,,,,,,,,,,,,,,,
84.0,po n'este repaesta,n'este cso,N'este lialogo inler poeula,N'este momiento,n'este cnso,n'est,N'este sitio,,,,,,,,,,,,,,,
85.0,bretiics,bics,phsics,,,,,,,,,,,,,,,,,,,
86.0,"elevanda
IIis",andaanm,Anda,Manda-os,"visao da
varanda",Andral,levand loage,"va-
randa do occidente",andar de cima,,,,,,,,,,,,,
87.0,Daria,Iariam,haspedaria,bradari,Carialhiho,Praticaria,zomharia,deixariaal,invariavol,culinaria,,,,,,,,,,,,
88.0,conlar,conlrmr,nlar,Anonla,,,,,,,,,,,,,,,,,,
89.0,aguas limpidas,poruas his,limpide,"aguas dos
rios caudalosos",,,,,,,,,,,,,,,,,,
90.0,ande l,"Poi
ande la",Ande,Lueia de Lamunermoor,ctnl grande surnreza,,,,,,,,,,,,,,,,,
91.0,meninal,ontendimenito,menin,nenina,ienine,"senti-
menio",meninu,enina,Meni,Nin,,,,,,,,,,,,
92.0,chicole,Chico da Lonsi,NicotI,,,,,,,,,,,,,,,,,,,
93.0,beljos,belse,Cujos,,,,,,,,,,,,,,,,,,,
94.0,Eate,Ate,Eatd,Iate,,,,,,,,,,,,,,,,,,
95.0,Porto-,Porto,iei importnia preeelcn,,,,,,,,,,,,,,,,,,,
96.0,Jonny,Jonny-,,,,,,,,,,,,,,,,,,,,
97.0,gragas,Braga,Gragas,Praga,"emha-
raga",lagas,,,,,,,,,,,,,,,,
98.0,ee eau,"eee es-
rncin  aidaeis",eau,,,,,,,,,,,,,,,,,,,
99.0,MIs d'onde viri,sunerintonder,Aonde,Londes,donde eu venhol,Forte con csta dul preponderancia,d'onde noi,,,,,,,,,,,,,,,
100.0,hl ehl eh....,gnira....,Ehl,,,,,,,,,,,,,,,,,,,
101.0,anoel OQuentino,Quentino.-,Quentiuno,Quentino;t,Quentlino,Quentino...,Qnentino,Qtentino,Manol Quentino,Quentinol,"Manae
Quentino",Quentino,Entin,Quenltino,Quentino.--upel,Quentine,Quentina,intino,io tens centinca,Quentinod,Qucntino,Qentino
102.0,Paulo,carta Paulo,tcarta,,,,,,,,,,,,,,,,,,,
103.0,Crlos,Ctrlos,Casrlos,ie Crlos,Crlosl,Cirlos,,,,,,,,,,,,,,,,
104.0,IlIdJ,Ilio,Ili,Ilisque,Tanilii,OPINI0 PUILICA,PILI,Alto Ili,io n ienps en ea ciyilissie eiei,atealilis,ili,,,,,,,,,,,
105.0,dillerenga,indiferenga,"di
recao indicnda",indilorenga,,,,,,,,,,,,,,,,,,
106.0,Fortunato,Foriunato,Fartunato,Iato,Fortunii,los Fortunato,Frtunato,Tortunatol,Fortunto,,,,,,,,,,,,,
107.0,heijar,heijos,Hein,,,,,,,,,,,,,,,,,,,
108.0,sympathiso,0R SYMPOAAS,Iso,,,,,,,,,,,,,,,,,,,
109.0,tcns,cns,,,,,,,,,,,,,,,,,,,,
110.0,mIais,MIais,umIa,Iais,Gansiais,Xivier de MIaiswre,,,,,,,,,,,,,,,,
111.0,ordeni,desorden,perden,,,,,,,,,,,,,,,,,,,
112.0,pssci,Cscili,Cscilis,Cscilia,,,,,,,,,,,,,,,,,,
113.0,governo7,dover,"in-
Yerno",Tove,hver,,,,,,,,,,,,,,,,,
114.0,Emqianto,"Antoieps
G",toIh,cantor.-aDiz,noie,,,,,,,,,,,,,,,,,
115.0,IGLEZA,GLEg,"IGLEZA1
nyl",IMGLEZA,FAILI IGLEZA,AILIA IGLEZA,"INCLEZA
tlistas",,,,,,,,,,,,,,,
116.0,oircumstancia,puc,puc distancia,inlancia,,,,,,,,,,,,,,,,,,
117.0,Almas,Lma,palmas,,,,,,,,,,,,,,,,,,,
118.0,p6de,,,,,,,,,,,,,,,,,,,,,
119.0,Autonia,tonia,Laponia,Anonia,Atonia,Auonia,Anlonia,boslton,Anionia,begonia,,,,,,,,,,,,
120.0,Crineia,nai yisrtuds medicinees,Ine,i.i aG  inee,Coineidia,Sineho,Inmartine,inexatctaa,hoinen,iinee,,,,,,,,,,,,
121.0,"sss
36",joeosss,eseossez,,,,,,,,,,,,,,,,,,,
122.0,suspirr,Respiroul,Susn,spirituose.-,Dairro,,,,,,,,,,,,,,,,,
123.0,Bem,Sabem,s6 saben,sabere,Imbem,,,,,,,,,,,,,,,,,
124.0,veigas,anigas,mninhas anigs,nig,,,,,,,,,,,,,,,,,,
125.0,historla,"Ii dantes er
uma santa historia",istol,Morlays,"sa histo
rias",,,,,,,,,,,,,,,,,
126.0,vn ma crimein,Crimeia,,,,,,,,,,,,,,,,,,,,
127.0,express5es,i pressa,expressiva,expans5es,,,,,,,,,,,,,,,,,,
128.0,iorca,Iorca,forca,orco,iorcesnsens,,,,,,,,,,,,,,,,,
129.0,prgas,Gargahntua,Prgn,,,,,,,,,,,,,,,,,,,
130.0,Es-,Chrles-,Chrles,Chrles- coninuou lenny,,,,,,,,,,,,,,,,,,
131.0,Iiui,cniiurni seside,IIumhi,UMHA,IUm,,,,,,,,,,,,,,,,,
132.0,"sa-
bia",Sabia-o,IHla-os,,,,,,,,,,,,,,,,,,,
133.0,mscaras,mescarads,Ilscaras,Raras,caracler,,,,,,,,,,,,,,,,,
134.0,Alm d'isso,d'isso ieve,d'isso,issol-A,"d'isso
ciii iaion",lsso,Porisso,,,,,,,,,,,,,,,
135.0,ximou,ji proximo,arralaldes proximos,sofa proximo da janella,t pr,,,,,,,,,,,,,,,,,
136.0,capitaes,taes,taes casas esecuras,Taes,immortaes,,,,,,,,,,,,,,,,,
137.0,vitaes do corpo corram livremenle,tos do coracao,I0s segred0s do coracao,coracao2l,bom coracio,"estomagot
do coracao sao anlagouistas",tos da ca,"mui-
tos dos",estado do coracao de Carlos,,,,,,,,,,,,,
138.0,West of England,piwes,Bnl of gland,,,,,,,,,,,,,,,,,,,
139.0,corag6es,coragio,corago,coragao,corago do snr,libag6es,,,,,,,,,,,,,,,,
140.0,otccasioes,ma d'estas occasioes,occasioes,occaso,,,,,,,,,,,,,,,,,,
141.0,cuidudo,Cuid,Cuidei,Cuidns,Cuida,,,,,,,,,,,,,,,,,
142.0,mielancolia,melancolic,polia,,,,,,,,,,,,,,,,,,,
143.0,livertiamn,Liverpool,verpool,VIveris,,,,,,,,,,,,,,,,,,
144.0,tSua amigt,domig,Comio,,,,,,,,,,,,,,,,,,,
145.0,Costumo,costua,costra,ostuva,costuman,,,,,,,,,,,,,,,,,
146.0,io naie,naio,naio ves,aio,Naio,,,,,,,,,,,,,,,,,
147.0,Esti,emrestin,ue esti ahi,Estive,vestidura,desti0,destino das naces,Iestim,,,,,,,,,,,,,,
148.0,esecie de helleza,aqelle,aquoelle,elle,relleo,excellencia,Itou n'velle,olisncia lelle,elle fuma,Mademoiselle,ms promelleu,naqttelle,Aqelle,atuelles,ell,celle,"hon
frmada co elle",,,,,
149.0,Irai larai lal,"x. LA:.It.:1
.I",Irai,Irai Iarai,rai lari,lrai la,unicn laeo,,,,,,,,,,,,,,,
150.0,Curlas,Curvei,Curlos.a,- Curlos,Caurlos,,,,,,,,,,,,,,,,,
151.0,Atraves,atravessr,,,,,,,,,,,,,,,,,,,,
152.0,"lunh
de","mu
dea","pe
deri",,,,,,,,,,,,,,,,,,,
153.0,conheeida,Reconheceu-os,conheceste,preconci,reconhicid,peco,Chceu-al,,,,,,,,,,,,,,,
154.0,Celoleita,Eitao,celo,Rejeitad,leitaia,,,,,,,,,,,,,,,,,
155.0,Deixzem Carlos,Carlos,Ekste Carlos,arloi,Entio?-repetiu Carlos,"Carlos?-erguntou Mr.
Richard",Cnarlos,Isio de Carlos,"dt
Carlos",qliarlo,Carlos-,Carlosl-,Carlos.-,"Cinza passoeu-
Carlos em csa",Carloes,,,,,,,
156.0,norta d,Comportas,Portao,l porta,portaes,"uue iineueso da e
puinha do portal
i",i  ceiiio ue nao pori rne duvsid,"je
proximo dn porta",i port,,,,,,,,,,,,,
157.0,Qusi,Qusi seipre,quse,nlnor iusin,,,,,,,,,,,,,,,,,,
158.0,Iazia,Iazi,"iazia
semre n'estas occasiies critiets",,,,,,,,,,,,,,,,,,,
159.0,IDei,bDeus,IDeus,Valha-te Deus,lh-me Deus,odeur,Deusl,,,,,,,,,,,,,,,
160.0,un aea,Praea,aeaba,Engraeada,Praeurarci,,,,,,,,,,,,,,,,,
161.0,Depeis de Ii,llepois de curta hesitacao,"cono tas de p es 
gne",mir bocjos de fastio,"iei
mn niiimi de iodos is ji esidnas","es ps  iel s
is de vgair",,,,,,,,,,,,,,,,
162.0,puerilidades,"sc
uvida",Iiculdades,cuvidades,Iaridade,dade,minuciosidades deleituosts,naluralidade,us cidades,Ielicidade,cnj vida,"uI
rapa da minha idade",velleidades,,,,,,,,,
163.0,Mae,mae,,,,,,,,,,,,,,,,,,,,
164.0,Quebrantes,chantes chiega,Iragrantes,"setpre bri
lhantes",,,,,,,,,,,,,,,,,,
165.0,IEran,Moliere,Ier,"qus
ier","si-
dopiero",Miericorlia,,,,,,,,,,,,,,,,
166.0,somma avultada,Sultao,Consultei,,,,,,,,,,,,,,,,,,,
167.0,Lsta,Stai,Lsta de,n'sta,,,,,,,,,,,,,,,,,,
168.0,hmanh,manhi,ganhra,Lsta manhi,"manhine
jardim",st mnhi,Annhi,Conpanhia,--N'aquoll manhi,est manhi,ananhi,anhi,Amanha,,,,,,,,,
169.0,Hussia,ossia,pene ossin,Iossini,Hossi-Cassi,Passiay,Escossia,,,,,,,,,,,,,,,
170.0,dizend,faxzenda,Ize,dizend0,Irazendo,Dize-me,,,,,,,,,,,,,,,,
171.0,hymno n Cnrta,meemno oirn,ro oiuni yg,,,,,,,,,,,,,,,,,,,
172.0,nune,nuntl,Nunc MIr,lunehs,,,,,,,,,,,,,,,,,,
173.0,rpariga,apparigio,pari,raarig,Paris,,,,,,,,,,,,,,,,,
174.0,Hem,hem,tarthem,tahem,L-Ulhem,heml,,,,,,,,,,,,,,,,
175.0,Amal-a-hia,Succeder-lhe-hia,ra succedeu,ede,,,,,,,,,,,,,,,,,,
176.0,pregulg0so0,pre,senipre,preges,cmpreza,pree,selim preto,,,,,,,,,,,,,,,
177.0,leqio,GGE.e,Aggge,,,,,,,,,,,,,,,,,,,
178.0,Sena,serena,Berenice,ii  sere,erenidia,,,,,,,,,,,,,,,,,
179.0,creanga,una creanga,creaneas,,,,,,,,,,,,,,,,,,,
180.0,Aheilard,Ilaja,Vomilam,Ilavia,visila,palpilar,Ilas,,,,,,,,,,,,,,,
181.0,"ap
plaudiu",Claudiol,applaudia,,,,,,,,,,,,,,,,,,,
182.0,fanilia,fumiliar,Imilia,familia,PMILIA,U AILIA,famili,nlion i failia,,,,,,,,,,,,,,
183.0,pedra da alameda qu,Qunes,ima das qunes,"Emhnra das amnphoras
Vasadu",,,,,,,,,,,,,,,,,,
184.0,paixaa,paixao,"compaixsao de
miml",Caixa,,,,,,,,,,,,,,,,,,
185.0,estranhari,Eutranha,estranhad,acanhado,Estranhaya-a,estrada de cima,,,,,,,,,,,,,,,,
186.0,liinon on drccao,liinon,,,,,,,,,,,,,,,,,,,,
187.0,America do Norte,Africa,America,Carrical,,,,,,,,,,,,,,,,,,
188.0,tilissimas,Imas,IMas,Ima,,,,,,,,,,,,,,,,,,
189.0,nesre,Neso,nesso,nesn,,,,,,,,,,,,,,,,,,
190.0,irma.-,irma,"quasi l-
nha irma.-",,,,,,,,,,,,,,,,,,,
191.0,eiioiia,Eiie,ioii,Ceiia,Ioi,,,,,,,,,,,,,,,,,
192.0,Ieiges,siisieit,G.ieie,iei,Ohrigiei-me,Iieilt,pronnei jdieil,iieinpo,nencdmnigeiei,Ieigs,,,,,,,,,,,,
193.0,triga de camarin,camarotle,ul camarote,cnmarote,placi da camara,,,,,,,,,,,,,,,,,
194.0,Acahira,Iraca,Gracas,Praca,veneracao,,,,,,,,,,,,,,,,,
195.0,Quen-,tque,Irequentes,quen,"plene
hosque",Ii:--Que,Quenuino,,,,,,,,,,,,,,,
196.0,Ias,oilo dias,Australias,"Ias
dosenenci",Iias,peuenas veias,,,,,,,,,,,,,,,,
197.0,Olhem,Olhe,Pecolhe,Iolhetim,Main-Olhe,nulher1,,,,,,,,,,,,,,,,
198.0,dissipaya,ni-Cissi,Iss0,Issem,russ0s,,,,,,,,,,,,,,,,,
199.0,sii,Sii,Isii,ocosiio,,,,,,,,,,,,,,,,,,
200.0,indoles,Iingindo,INGIEZ,,,,,,,,,,,,,,,,,,,
201.0,Olha,Iolhas,olhand,Shandy-,,,,,,,,,,,,,,,,,,
202.0,"uri es
E'iiii",iiieii braya,iIign,"yeg
iii",iii,Liiii,Itiiinnn,iiin,iiiiig,"eci di-
niiivv","r 
iiiin- siiii iias","iiiira;,eA",XYIII,Fiii,iii.i,iiiiie,III--,iiiio,iiiieriuer,Liiii it,i'iiiiiis,AG'iaiiii cu
203.0,uito,Huito,Repito-o,Muit,,,,,,,,,,,,,,,,,,
204.0,com-,complela,Com-,comha,comrar,,,,,,,,,,,,,,,,,
205.0,appetile,Appello,Appellava,ello,,,,,,,,,,,,,,,,,,
206.0,corresondeneia,"saccorro d he-
gonia",Correu,corror,CORR,corresnondencia,otccorre,,,,,,,,,,,,,,,
207.0,"assiu nit
ha",Assimn,Sim,assiduas,Assignado,assislir,,,,,,,,,,,,,,,,
208.0,"lal
Fi.eE.",G.EE.2,G.-.EE,,,,,,,,,,,,,,,,,,,
209.0,bibliotheca,Biblia,Fezr,,,,,,,,,,,,,,,,,,,
210.0,"pe
iicipe","pe
jtr",Liici,,,,,,,,,,,,,,,,,,,
211.0,coruejo,coruejo uneral,Uusmeralas,,,,,,,,,,,,,,,,,,,
212.0,Iessa,"forgos0
niessar",d'essa,pessagem,Iiessas,,,,,,,,,,,,,,,,,
213.0,Precisarei,Lucrecia,Grecia,Precisei,Precia,areci,erecia,apreci,precisira,negotcia6es,,,,,,,,,,,,
214.0,lebendo,"Ieu-
htersleben",Iendo,,,,,,,,,,,,,,,,,,,
215.0,ssily,ssin,Iossil,sil,,,,,,,,,,,,,,,,,,
216.0,Surprende,surprehde,surprendida,,,,,,,,,,,,,,,,,,,
217.0,Senlor,cenloe,cen,Trutenlo,"coraeo est sn 
i tenlo",ponlo,Enlao,,,,,,,,,,,,,,,
218.0,ginagao,sesagao,sesd,cnragao,,,,,,,,,,,,,,,,,,
219.0,Viegas,Socega,Yiegas,cheegasst,Ltrieg,,,,,,,,,,,,,,,,,
220.0,Foz o Carlitos,Carla,Carlaos,Carlas,Carlaos  passr,Carls,,,,,,,,,,,,,,,,
221.0,Ironle,Ironleiras,fronle,,,,,,,,,,,,,,,,,,,
222.0,haneo,Alianeo,nalia,,,,,,,,,,,,,,,,,,,
223.0,renerlorio da infncin,renerlorio,perlou-me,"phrenesi
porventur",,,,,,,,,,,,,,,,,,
224.0,nsi,insistiu,irresistivol,Bebamosl-insistiu o cro,,,,,,,,,,,,,,,,,,
225.0,presenga do lillo,presenga do pe,preseng dt,presenga d'elle,presenga,presenga de Cecilia,,,,,,,,,,,,,,,,
226.0,u saco de ar-,ginaco de uni rapz,-Olh qiue unin,l me lemhro de ti,,,,,,,,,,,,,,,,,,
227.0,tnlvez,Rosolveu,Pedroso,volven,resalveu,,,,,,,,,,,,,,,,,
228.0,Iuenos,Ienos,Fiue,OIIUENS,Ihenos,,,,,,,,,,,,,,,,,
229.0,nmas,"ci
masis",unma,,,,,,,,,,,,,,,,,,,
230.0,plse,plse ig,i iGcny,,,,,,,,,,,,,,,,,,,
231.0,seeretairia,Ien Ieusl liria,Imiria,MIr,Irialdade,Ria,,,,,,,,,,,,,,,,
232.0,Volga,volta1,Voltndo,,,,,,,,,,,,,,,,,,,
233.0,Taco iolos,habitaco,faco,itcaco,acordnr,Mraco,,,,,,,,,,,,,,,,
234.0,Alcorao,coraco,coraes,corato d mnlher odquire cerua oirdem,Yoraogo,,,,,,,,,,,,,,,,,
235.0,reeo,Slreet,Eet,polre,,,,,,,,,,,,,,,,,,
236.0,respostes,Ioste,loi noste,N'oste nonto,,,,,,,,,,,,,,,,,,
237.0,esaminar,inai,Yina,aina,illuminair,"China,-um",iina,finad0os,,,,,,,,,,,,,,
238.0,N6s,n6s5,,,,,,,,,,,,,,,,,,,,
239.0,Inglez,IMGLEZIA,inglez,FAIlLI1 INGLEZA,rua dos Inglezes,INGLREA,Inglczes,INGLRIA,olonii ingless,INGLEZA,"rua dos
Inglezes","Ingle-
ts",fro de subdilo inglez,1E inglez,,,,,,,,
240.0,Butterfly,Butterfl,,,,,,,,,,,,,,,,,,,,
241.0,Bata-,Mataml-,Trata-se,patao,,,,,,,,,,,,,,,,,,
242.0,ifronie,Manzoni,Mannel,MAN0EI,,,,,,,,,,,,,,,,,,
243.0,Apparece,Parece-me,Pareceu-me,Parecen-lhe,,,,,,,,,,,,,,,,,,
244.0,lucta for ineitavel,fluciaar,lucta,,,,,,,,,,,,,,,,,,,
245.0,Timne,Mneel,nee,cneelu,examne,,,,,,,,,,,,,,,,,
246.0,Umn,alumnia,calumnia,,,,,,,,,,,,,,,,,,,
247.0,"arrastira all
alli",Partira,retirar-e.e,Tira,Solira,nrriscira,Iravum,letiras,Fugira,,,,,,,,,,,,,
248.0,Cedofeita qtle elle,qtle,qtlc,,,,,,,,,,,,,,,,,,,
249.0,"sa terceira releicao d'aquella na-
nha","N'aquella
ctrte",apreciar naquella,Auellas,"serit
daquella noite",Aquella,"enlaio naquell idade c
n'aquella miseria iota",Aquell,"cirte ua
d'aquells","andar unido
aquella",hellal lla nauelle,uel,aguella manha,aquella noile,,,,,,,,
250.0,levei  mlinha inslruccao,"inha
senhara",Vinhs,escerivaninha,Vinha amarello,vinhar,acnhar,crcaturinha,vinh,,,,,,,,,,,,,
251.0,Carios-,Varios,"enpre
zarios",Diario,,,,,,,,,,,,,,,,,,
252.0,ctsa,cts,,,,,,,,,,,,,,,,,,,,
253.0,Iiaen,iiaes,esgriIa,Iaetlo,immemoriaes,sociaes,Iaees,,,,,,,,,,,,,,,
254.0,Iranquezn,riquez,etliquelt,Manrique,,,,,,,,,,,,,,,,,,
255.0,fogao,mogas,coumogao,,,,,,,,,,,,,,,,,,,
