cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21
23,"eeyg-
mnin",oeeveygg,"Ils
mnuio qie","TT
A.A.11",,,,,,,,,,,,,,,,,,
24,anle,Anl,duranle,instanle,egocianle,a2 yez,melianle,,,,,,,,,,,,,,,
25,asrescendo,Ascende,trescessem,erescentau:-,lu,,,,,,,,,,,,,,,,,
26,om fogo,fogao,lugao,coumogao,Iogao,,,,,,,,,,,,,,,,,
27,Aquelle,Naquelle,n'aquelle,iquelle,anbs,aquelle,Aquell,quelle,bairro de Cedofeita aquelle,siguilicagio d aquelle sorriso,,,,,,,,,,,,
28,miin,iini,iiniiie,dt,Iini 'iin uie,iiiniiua,inn ini nergioe,Laiin,Inis,"prees
iini sniien",,,,,,,,,,,,
29,Persians,Ersm,"Ieu-
htersleben","ce
cers",Yersos,,,,,,,,,,,,,,,,,
30,Jehny,Quehninlo,tinl,Nn,V6o,E33,ponlo,,,,,,,,,,,,,,,
31,Ils,ilsanens,Im,uII,Nvo lcstanent,clsa,,,,,,,,,,,,,,,,
32,Informaces,inforn,Iaces,careco de informaces,conformle,,,,,,,,,,,,,,,,,
33,jusuilcas,jusuilcas s,suiul,,,,,,,,,,,,,,,,,,,
34,tographica,philosophicas,chicole,"dt
suu",hica,,,,,,,,,,,,,,,,,
35,Queres,Querem,lheres,Quero,,,,,,,,,,,,,,,,,,
36,Pedir,pedirt,vordir snt,Ehl,,,,,,,,,,,,,,,,,,
37,Fumarl,3E,LI,Fum,I4,,,,,,,,,,,,,,,,,
38,esuecer,esuio,Ivorecer,isue,Cerco,appetecer,,,,,,,,,,,,,,,,
39,Emfim,larai,Lara-A,Mlularam,alaras,Iem,,,,,,,,,,,,,,,,
40,eeoneeu in,reeo,Mls,honem,Jeon,,,,,,,,,,,,,,,,,
41,Mgora,Ioram janlalr,Chora,torado,Iora,Yoraogo,inplorar,mniorava,,,,,,,,,,,,,,
42,"Gi,,g","Gnieee,,gg","c yg,,g2","yg,,g2",,,,,,,,,,,,,,,,,,
43,plse,plse ig,belse,,,,,,,,,,,,,,,,,,,
44,pa,Alguas sas,aguas limpidas,en,poruas his,Alguas,,,,,,,,,,,,,,,,
45,uinze,Cinza,meuin,,,,,,,,,,,,,,,,,,,
46,Triste,tristeza,Istnc,Honris,I3,Iste,Ci,,,,,,,,,,,,,,,
47,ispirages,Inspiradota,respiragao,operages gaslronomicas,viragio,Pira,Pruth,,,,,,,,,,,,,,,
48,accusou,go,accusaio,us,aiccusudo,Souhe,,,,,,,,,,,,,,,,
49,necudia,illudia,pdia,India,oilo dias,Podia,dialoo,,,,,,,,,,,,,,,
50,Lucrecia,Grecia,GGE.e,fluciaar,lucta,Oh,erecia,Ji,Ag,Uoda,,,,,,,,,,,,
51,Cusava,I6,Pousava,Escusava,fisava,,,,,,,,,,,,,,,,,
52,sia,hyoerisia,siabe,noesia pastoril,semhesia,havsia,Asia,phanlsia,hes desensia s ee,P0z,,,,,,,,,,,,
53,Encommendaram-m,Praa Commercial,Praca Commiercial,azafama do commercio,Merci,"re-
commenlago",Ii,,,,,,,,,,,,,,,
54,"Ceilia
-- E",Ceilia,eeilia,Nns,Ceili,,,,,,,,,,,,,,,,,
55,Santa Catharina,Santa Cathrina,"Santa Ca
tharina",Sinta Catharina,Santa Casa,,,,,,,,,,,,,,,,,
56,N'ella,n'ella,fallasle n'ella,eA,depositara n'ella,n'elle,,,,,,,,,,,,,,,,
57,Iihe,Mnd-a,tiihm,Ihe,Ah,,,,,,,,,,,,,,,,,
58,Inglez,inglez,FAIlLI1 INGLEZA,rua dos Inglezes,INGLREA,htsg,Inglczes,INGLRIA,INGLEZA,"rua dos
Inglezes","Ingle-
ts",fro de subdilo inglez,1E inglez,,,,,,,,,
59,catrl,trl,natrlsene,,,,,,,,,,,,,,,,,,,
60,Olha,Iolhas,olhand,vo,D0Y.,,,,,,,,,,,,,,,,,
61,Exquisita,a(qui,rn,hoquiaberto,equivoco,,,,,,,,,,,,,,,,,
62,MA FAMILIA INLEZA,INLEZA,MA FAMILI,cixt,"t8
UIA FAIILI INLEZA",FAIILIA INLEA,"MA AMILI1 INLEZIA
E6",Y MILIA INLEZIA,MA WILIA INLEA,ILMA FAMILIA INELEZA,ulpis2,"UxA FAMILI ILEZIA
Aceusar-ne-hao",MA FAMILILA IRGLEZA,LMA FAMILIA INGLEZA,1r,,,,,,,
63,yeio,ez,Creio,haj,peior,Leio-o,eio,seiot,,,,,,,,,,,,,,
64,Volga,volta1,ce0,Voltndo,,,,,,,,,,,,,,,,,,
65,Seguirn,conseguiri,proseguin Mr.,,,,,,,,,,,,,,,,,,,
66,Ilado,LNA,Adoplo-a,Calado,lad,Y0nado,,,,,,,,,,,,,,,,
67,"cas-
tanho esteuro",kEste,repesteiro d,digestes,Protegeste,Esteiro,cste,oi m'este,estendend0,teclts co preste,Myste-,Esteve,acrestentando,Estende,chester,Estiveste,Iestejando,,,,,
68,scienci soeial,yi  impaciencia,impaciencia,Impacienta-me,impacieneia,LL',,,,,,,,,,,,,,,,
69,Iranquezn,Quemlhe,tque,"plene
hosque",Ilisque,quet,eque,Ii:--Que,queme,,,,,,,,,,,,,
70,lude,juvenlude,saude,,,,,,,,,,,,,,,,,,,
71,"XXYVII

Cowo s CA","eegnr s
enii co",i  ii caid,fasz co,"r nals
poeurdo nelos capitualisis",,,,,,,,,,,,,,,,,
72,tssr,"ptssY40
hre",Tibhre,er,"g
hre",,,,,,,,,,,,,,,,,
73,Bixou,baixol,Freixo,haixo,,,,,,,,,,,,,,,,,,
74,cahega,chegavm,caheca,cahegal,,,,,,,,,,,,,,,,,,
75,cidude,disnanibilidude,ms,0O,I5,severidude,lidelidude,,,,,,,,,,,,,,,
76,Yal,pedra da alameda qu,Pedra Salgada,Jn,sej da tiiha,sveda,"gy ig-
exstremidde da ru",,,,,,,,,,,,,,,
77,po n'este repaesta,n'este cso,N'este lialogo inler poeula,N'este momiento,n'este cnso,N'este sitio,,,,,,,,,,,,,,,,
78,bics,phsics,,,,,,,,,,,,,,,,,,,,
79,rpariga,apparigio,pari,raarig,Paris,Fm,,,,,,,,,,,,,,,,
80,"elevanda
IIis",andaanm,Anda,Manda-os,"visao da
varanda",di,Shandy-,Andral,mnda,Donda,levand loage,"va-
randa do occidente",andar de cima,,,,,,,,,
81,Daria,Iariam,haspedaria,l,Carialhiho,Praticaria,zomharia,deixariaal,invariavol,culinaria,,,,,,,,,,,,
82,conlar,conlrmr,Inlas,nlar,Anonla,,,,,,,,,,,,,,,,,
83,ITranuillise-se,p6de,Cosme illis-boas,tranquillisar,Snuihleld,Itr,,,,,,,,,,,,,,,,
84,ande l,"Poi
ande la",Ande,,,,,,,,,,,,,,,,,,,
85,meninal,ontendimenito,menin,nenina,ienine,"senti-
menio",Ljja,meninu,enina,Meni,Nin,,,,,,,,,,,
86,Sehasopol,Vt,ambs,Sebastopol,Seliastopol,polre,feeha,,,,,,,,,,,,,,,
87,Jonny,Jonny-,,,,,,,,,,,,,,,,,,,,
88,gragas,Braga,Gragas,Mae,Praga,lagas,,,,,,,,,,,,,,,,
89,ee eau,ce eg ise,"eee es-
rncin  aidaeis",fe,eau,,,,,,,,,,,,,,,,,
90,MIs d'onde viri,sunerintonder,Aonde,Londes,toIh,donde eu venhol,d'onde noi,,,,,,,,,,,,,,,
91,hl ehl eh....,gnira....,,,,,,,,,,,,,,,,,,,,
92,Paulo,carta Paulo,tcarta,,,,,,,,,,,,,,,,,,,
93,Crlos,Ctrlos,Casrlos,ie Crlos,Crlosl,Cirlos,,,,,,,,,,,,,,,,
94,IlIdJ,Ilio,Ili,Tanilii,Prgn,PILI,Alto Ili,Civilisa-te,ili,,,,,,,,,,,,,
95,sectand0-se-lhe,D0-lhe,Succeder-lhe-hia,Peco-lhes,Deem-lhe,bDa-se-lhe,Yos,Msseguro-lhe,Acho-lhe,Ienho-lhe,Peo-lhes,Peeo-lhe,nulher1,,,,,,,,,
96,licis,V0,pratlici,"si-
licioo",,,,,,,,,,,,,,,,,,
97,Fortunato,Foriunato,Fartunato,Iato,Fortunii,los Fortunato,Frtunato,Tortunatol,Fortunto,,,,,,,,,,,,,
98,tcns,s6,cns,,,,,,,,,,,,,,,,,,,
99,Cedofeita qtle elle,esecie de helleza,aqelle,aquoelle,elle,relleo,Itou n'velle,nio l'elle,elle fuma,Mademoiselle,ms promelleu,naqttelle,Aqelle,atuelles,ell,l'elle,celle,"hon
frmada co elle",,,,
100,ordeni,desorden,"Ge:,2",,,,,,,,,,,,,,,,,,,
101,Cscili,Cscilis,Cscilia,,,,,,,,,,,,,,,,,,,
102,Emqianto,"Antoieps
G","L""",cantor.-aDiz,eye,noie,,,,,,,,,,,,,,,,
103,Irada,bradari,Adas,Ces:-hradava,,,,,,,,,,,,,,,,,,
104,IGLEZA,God,IMGLEZIA,pr,"IGLEZA1
nyl",IMGLEZA,FAILI IGLEZA,AILIA IGLEZA,,,,,,,,,,,,,,
105,Hem,hem,tarthem,tahem,L-Ulhem,Eg,heml,Ai.l,,,,,,,,,,,,,,
106,Almas,Lma,palmas,,,,,,,,,,,,,,,,,,,
107,"saccorro d he-
gonia",Autonia,tonia,Laponia,Anonia,Atonia,Auonia,Anlonia,boslton,Anionia,begonia,,,,,,,,,,,
108,Ihula,Singular,lingut,cno popular,Cingue,,,,,,,,,,,,,,,,,
109,Nr,ahsinthio,Pfl,asin,acrolithio,Sinto,,,,,,,,,,,,,,,,
110,nai yisrtuds medicinees,Ine,i.i aG  inee,Coineidia,Sineho,Inmartine,inexatctaa,hoinen,iinee,Es,,,,,,,,,,,,
111,"sss
36",joeosss,Eu,ctsa,,,,,,,,,,,,,,,,,,
112,suspirr,Respiroul,Susn,spirituose.-,Dairro,,,,,,,,,,,,,,,,,
113,Bem,"t
yi",Sabem,Sabia-o,s6 saben,wls,sabere,,,,,,,,,,,,,,,
114,veigas,anigas,nig,,,,,,,,,,,,,,,,,,,
115,historla,"Ii dantes er
uma santa historia",istol,Morlays,"sa histo
rias",,,,,,,,,,,,,,,,,
116,vn ma crimein,Crimeia,P6,,,,,,,,,,,,,,,,,,,
117,express5es,impressi5es,"pro-
gresso",i pressa,expressiva,expans5es,impressionara,,,,,,,,,,,,,,,
118,City,luzir,pcito,,,,,,,,,,,,,,,,,,,
119,Apparece,Pirecen,Parece-me,apprecer,Pareceu-me,parega,Parecen-lhe,Gs.ni,Pareee,,,,,,,,,,,,,
120,Es-,Chrles-,N6s,Chrles,Chrles- coninuou lenny,,,,,,,,,,,,,,,,,
121,Iiui,cniiurni seside,IIumhi,I0,OIIUENS,,,,,,,,,,,,,,,,,
122,ILogo,logr,relogio,Yac,,,,,,,,,,,,,,,,,,
123,governo7,dover,c0ni,tdever d,verao,"vi-exelamou
MIanovel",Tove,hver,Verei,,,,,,,,,,,,,
124,mscaras,mescarads,Ilscaras,Raras,caracler,,,,,,,,,,,,,,,,,
125,Alm d'isso,d'isso ieve,d'isso,"d'isso
ciii iaion",Porisso,,,,,,,,,,,,,,,,,
126,ximou,ji proximo,arralaldes proximos,sofa proximo da janella,,,,,,,,,,,,,,,,,,
127,capitaes,taes,taes casas esecuras,Taes,immortaes,Yem,,,,,,,,,,,,,,,,
128,vitaes do corpo corram livremenle,tos do coracao,I0s segred0s do coracao,coracao2l,bom coracio,"estomagot
do coracao sao anlagouistas",tos da ca,"mui-
tos dos",,,,,,,,,,,,,,
129,bibliotheca,bleca,"di
recao indicnda",,,,,,,,,,,,,,,,,,,
130,corag6es,coragio,Alcorao,corago,coraco,coraes,corato d mnlher odquire cerua oirdem,coragao,corago do snr,,,,,,,,,,,,,
131,otccasioes,ma d'estas occasioes,occasioes,occaso,,,,,,,,,,,,,,,,,,
132,duid,cuidudo,Cuid,UH,Cuidei,Cuida,n6s5,,,,,,,,,,,,,,,
133,mo,licava,Applicads,exemplilicar,OPINI0 PUILICA,justilicaao,,,,,,,,,,,,,,,,
134,mielancolia,melancolic,LL.oH,polia,,,,,,,,,,,,,,,,,,
135,livertiamn,Liverpool,verpool,VIveris,UAA,,,,,,,,,,,,,,,,,
136,crcanga,Un,Nms,cangao,alcanga,,,,,,,,,,,,,,,,,
137,Ic,io naie,naio,naio ves,aio,Naio,,,,,,,,,,,,,,,,
138,Esti,emrestin,ue esti ahi,Estive,vestidura,desti0,destino das naces,Iestim,,,,,,,,,,,,,,
139,Quasi,quasi tao desgradvel,uasi,Uuas,"quasi l-
nha irma.-",,,,,,,,,,,,,,,,,
140,Irai larai lal,"x. LA:.It.:1
.I",Irai Iarai,rai lari,lrai la,Ith,,,,,,,,,,,,,,,,
141,ca,bDeus,IDeus,Valha-te Deus,lh-me Deus,odeur,Meus,Deusl,,,,,,,,,,,,,,
142,Atraves,atravessr,atrazado,,,,,,,,,,,,,,,,,,,
143,Sena,Senlor,Mlr,cenloe,"Fy,9e",Trutenlo,"coraeo est sn 
i tenlo",,,,,,,,,,,,,,,
144,"lunh
de","mu
dea","pe
deri",zcs,,,,,,,,,,,,,,,,,,
145,conheeida,Reconheceu-os,conheceste,reconhicid,IHla-os,peco,dts,Chceu-al,,,,,,,,,,,,,,
146,Deixzem Carlos,Carlos,Ekste Carlos,arloi,Entio?-repetiu Carlos,quarlo,Cnarlos,Isio de Carlos,"dt
Carlos",qliarlo,Carlos-,Carlosl-,Carlos.-,"Cinza passoeu-
Carlos em csa",Carloes,,,,,,,
147,Porto-,norta d,Comportas,Porto,Portao,l porta,YI0s,iei importnia preeelcn,portaes,"uue iineueso da e
puinha do portal
i",i  ceiiio ue nao pori rne duvsid,"je
proximo dn porta",i port,,,,,,,,,
148,Qusi,Qusi seipre,quse,nlnor iusin,cts,,,,,,,,,,,,,,,,,
149,Iazia,Xes,Iazi,Ia,"iazia
semre n'estas occasiies critiets",,,,,,,,,,,,,,,,,
150,un aea,Praea,aeaba,Engraeada,Ae,Prara,cnraelio,Praeurarci,,,,,,,,,,,,,,
151,Depeis de Ii,"cono tas de p es 
gne",mir bocjos de fastio,"iei
mn niiimi de iodos is ji esidnas",estaluelas de louga,"es ps  iel s
is de vgair",faeil de illudir,,,,,,,,,,,,,,,
152,puerilidades,"sc
uvida",Iiculdades,cuvidades,Iaridade,dade,vivacidadt,minuciosidades deleituosts,naluralidade,us cidades,Ielicidade,cnj vida,"uI
rapa da minha idade",velleidades,,,,,,,,
153,Quebrantes,chantes chiega,Iragrantes,"setpre bri
lhantes",,,,,,,,,,,,,,,,,,
154,IEran,Moliere,Ier,"qus
ier",D,"si-
dopiero",,,,,,,,,,,,,,,,
155,Lsta,Lsta de,n'sta,Nem,,,,,,,,,,,,,,,,,,
156,hmanh,manhi,ganhra,Lsta manhi,"manhine
jardim",st mnhi,Annhi,Conpanhia,--N'aquoll manhi,est manhi,ananhi,anhi,Amanha,,,,,,,,,
157,Rohoredo,Credol,crredor,doro,Ni,arredoun,,,,,,,,,,,,,,,,
158,Hussia,ossia,Passiay,Escossia,,,,,,,,,,,,,,,,,,
159,tilissimas,Imas,IMas,Ima,,,,,,,,,,,,,,,,,,
160,dizend,faxzenda,Ize,dizend0,Dize-me,,,,,,,,,,,,,,,,,
161,"urata
Nienlini",Qucnlino,quc,Qunlino,Quelino,,,,,,,,,,,,,,,,,
162,I,,,,,,,,,,,,,,,,,,,,,
163,mdo,ue?-,nune,nuntl,Nunc MIr,lunehs,,,,,,,,,,,,,,,,
164,pregulg0so0,pre,senipre,preges,cmpreza,pree,semipre,selim preto,Mi,,,,,,,,,,,,,
165,llepois de curta hesitacao,"deois de
modesta hesilaio",mods:-Ah,,,,,,,,,,,,,,,,,,,
166,victoria ceri,Victoria,victoria,hiatoria,sye Victovri,Emilid Victorina,L-,Victlor,viclorias,,,,,,,,,,,,,
167,dissipaya,ni-Cissi,Iss0,io n ienps en ea ciyilissie eiei,Issem,,,,,,,,,,,,,,,,,
168,creanga,una creanga,Creacal-,creaneas,cread0s,,,,,,,,,,,,,,,,,
169,Aheilard,Ilaja,Vomilam,Ilavia,visila,palpilar,Ilas,,,,,,,,,,,,,,,
170,"ap
plaudiu",sI,Claudiol,applaudia,,,,,,,,,,,,,,,,,,
171,fumiliar,Imilia,familia,PMILIA,famili,nlion i failia,,,,,,,,,,,,,,,,
172,paixaa,paixao,"compaixsao de
miml",Caixa,,,,,,,,,,,,,,,,,,
173,estranhari,Eutranha,estranhad,acanhado,Estranhaya-a,,,,,,,,,,,,,,,,,
174,Qunes,nesre,Neso,nesso,"phrenesi
porventur",nesn,,,,,,,,,,,,,,,,
175,WV2,coruejo,coruejo uneral,prue7,,,,,,,,,,,,,,,,,,
176,kKate,Eate,Ate,Katel,Iate,atealilis,,,,,,,,,,,,,,,,
177,Ieiges,Ieiuos,desviei,G.ieie,iei,pronnei jdieil,nencdmnigeiei,Ieigs,,,,,,,,,,,,,,
178,triga de camarin,camarotle,ul camarote,cnmarote,placi da camara,,,,,,,,,,,,,,,,,
179,Acahira,Iraca,Gracas,Praca,veneracao,,,,,,,,,,,,,,,,,
180,Quen-,Irequentes,quen,ce,Quenuino,,,,,,,,,,,,,,,,,
181,prgas,Iorgas,forga,Iorga,porgao,esforga,co Iorga,,,,,,,,,,,,,,,
182,campes,pes,Cumpe,Pamplo-,,,,,,,,,,,,,,,,,,
183,Olhem,Olhe,Pecolhe,Iolhetim,3I,Main-Olhe,,,,,,,,,,,,,,,,
184,iorca,Iorca,forca,orco,iorcesnsens,,,,,,,,,,,,,,,,,
185,"estado do
z::t",estado,estdo do discipulo,"mercdo dt
peixe",estad6,estado do coracao de Carlos,,,,,,,,,,,,,,,,
186,Nuda,siisieit,sii,Sii,Isii,ocosiio,ra,,,,,,,,,,,,,,,
187,indoles,Iingindo,mar cingi,INGIEZ,,,,,,,,,,,,,,,,,,
188,lucta for ineitavel,Celoleita,Eitao,lE,II1-Ai,agitago,Rejeitad,ITA,leitaia,,,,,,,,,,,,,
189,Taco iolos,Sonuiol E,S. Joaiol,Iolgo,Iolass,"niolsia en
in",Iola,,,,,,,,,,,,,,,
190,uito,Writo,Huito,ue,Repito-o,hbito,Muit,,,,,,,,,,,,,,,
191,raziia,razo,Dhae,Razao,,,,,,,,,,,,,,,,,,
192,appetile,Appello,E2EE,Appellava,ello,,,,,,,,,,,,,,,,,
193,corresondeneia,Correu,corror,CORR,corresnondencia,otccorre,,,,,,,,,,,,,,,,
194,"assiu nit
ha",Assimn,Timne,Hossi-Cassi,Sim,assiduas,Assignado,assislir,,,,,,,,,,,,,,
195,iiieii braya,puc,Iieilt,iieinpo,Eiie,,,,,,,,,,,,,,,,,
196,Costumo,costua,costra,a-,ostuva,costuman,,,,,,,,,,,,,,,,
197,quaes,virginaes,maes,chaes,caes,aes,"aes
ruaS",mnos matinaes,Elaes-,,,,,,,,,,,,,
198,"lal
Fi.eE.",Mn,G.EE.2,G.-.EE,pee.-,,,,,,,,,,,,,,,,,
199,"pe
iicipe","pe
jtr",Liici,,,,,,,,,,,,,,,,,,,
200,sor grande,Iurandg-se,"formul dos
tres grandes sentimentos",supremo gran,ctnl grande surnreza,,,,,,,,,,,,,,,,,
201,om,Iessa,"forgos0
niessar",pessagem,Iiessas,,,,,,,,,,,,,,,,,
202,RE,lebendo,Iazendo,ieverendo Jaclson,Iendo,ctltsz,tanben,Irazendo,,,,,,,,,,,,,,
203,necessiddte,ssily,sil,,,,,,,,,,,,,,,,,,,
204,Surprende,surprehde,Pretendeu,surprendida,,,,,,,,,,,,,,,,,,
205,"hGGi,,;,::E",GGii,"ie
Gii'si s",GGiGiiieesgEg,Gii,,,,,,,,,,,,,,,,,
206,ginagao,sesagao,sesd,XXII-- Eucagao,cnragao,,,,,,,,,,,,,,,,,
207,Viegas,Yiegas,cheegasst,Ltrieg,,,,,,,,,,,,,,,,,,
208,Foz o Carlitos,Carla,Carlaos,Carlas,Carlaos  passr,Carls,,,,,,,,,,,,,,,,
209,Ironle,Ironleiras,fronle,Pa-,,,,,,,,,,,,,,,,,,
210,renerlorio da infncin,renerlorio,perlou-me,l-,,,,,,,,,,,,,,,,,,
211,nsi,hm,insistiu,Pap,irresistivol,sist r aceitur,Bebamosl-insistiu o cro,,,,,,,,,,,,,,,
212,presenga do lillo,presenga do pe,preseng dt,presenga d'elle,presenga,presenga de Cecilia,,,,,,,,,,,,,,,,
213,u saco de ar-,ginaco de uni rapz,-Olh qiue unin,ro oiuni yg,chua,,,,,,,,,,,,,,,,,
214,Ma,Rosolveu,Pedroso,volven,resolverit,solvagens,,,,,,,,,,,,,,,,
215,nmas,"ci
masis",unma,,,,,,,,,,,,,,,,,,,
216,IALZA,Iereial,Ial,Ialul,,,,,,,,,,,,,,,,,,
217,seeretairia,Ien Ieusl liria,Vj,Imiria,LL0,MIr,Irialdade,,,,,,,,,,,,,,,
218,habitaco,faco,itcaco,Mraco,,,,,,,,,,,,,,,,,,
219,uue,ra succedeu,ede,,,,,,,,,,,,,,,,,,,
220,esaminar,inai,Yina,aina,illuminair,"China,-um",uu-,iina,finad0os,"torminara
leitur",,,,,,,,,,,,
221,Butterfly,"curatter de
cada n",Butterfl,,,,,,,,,,,,,,,,,,,
222,Bata-,Mataml-,patao,,,,,,,,,,,,,,,,,,,
223,Vae,Vae-me,vae,"t
vae",vae;-,,,,,,,,,,,,,,,,,
224,Umn,alumnia,calumnia,alusco,,,,,,,,,,,,,,,,,,
225,qtle,Pantleon,qtlc,,,,,,,,,,,,,,,,,,,
226,mon-,Jon-,,,,,,,,,,,,,,,,,,,,
227,pssci,Crescia,Descansa,Descim,descbrir,descohrir,Ilesciai,haviai recrudescilo,descvolerta,Io,,,,,,,,,,,,
228,"sa terceira releicao d'aquella na-
nha","N'aquella
ctrte",apreciar naquella,Auellas,"serit
daquella noite",Aquella,"enlaio naquell idade c
n'aquella miseria iota","cirte ua
d'aquells","andar unido
aquella",hellal lla nauelle,aguella manha,aquella noile,,,,,,,,,,
229,CnrIos,Carios-,Varios,Crios,"I

360","enpre
zarios",Diario,,,,,,,,,,,,,,,
230,Iiaen,iiaes,Ioo,Iaetlo,immemoriaes,sociaes,Iaees,,,,,,,,,,,,,,,
231,olle,Mldo,GLEg,Lsn,collegio,colletle,,,,,,,,,,,,,,,,
232,Expliquem-as,riquez,etliquelt,Manrique,,,,,,,,,,,,,,,,,,
233,Iivrmo,cucar,Car-,irmo,Carmo,Lk,carnaal,,,,,,,,,,,,,,,
234,solucao,solugos,lulo di asoluco,solueo,,,,,,,,,,,,,,,,,,
235,solidao do gahinete,insinuacao do lilho,mesao do caeie,deseer do carro,debaiso do harrete turco,,,,,,,,,,,,,,,,,
236,Mntonia,Antoninha,Antonia-,Antonit,Antonial,Santo Antonia,Antonia,rua de Santo Antonia,Quanda Antonia,Antonia resmung0u,Antoni,Mntonin,,,,,,,,,,
237,Curvei,docurt,praocuraya,procuremoes,Ja,kicurdo,,,,,,,,,,,,,,,,
238,escondid,E5-Li,pescoo,condiges,coniescondi,"d desconhe
cid do haile",,,,,,,,,,,,,,,,
239,vist,rimeira vista,i vista,Vistula,ci visivel,Boa Vista,"INCLEZA
tlistas",,,,,,,,,,,,,,,
240,Desejava,Sejaem,ehsejo,Yeja,"eja
lr",,,,,,,,,,,,,,,,,
241,eseriplorio,jd,Eseri,serio tam-,L,e9,Mogo deois le eseripls,misericordia,desertara,eserint,seri,Seri,e;o,,,,,,,,,
242,levei  mlinha inslruccao,escerivaninha,Josefinha,Joselinha,g0,Joslinha,mninhas anigs,crcaturinha,Tinham-me,Josefih,IMr,,,,,,,,,,,
243,L'cii,"cii
nho",cii,,,,,,,,,,,,,,,,,,,
244,Whitestonel-,lestone,Whiteslane,Whitestone-,eston,cssa Whitestlone,Whi,Whitesonee,"Crlos
Whitestone","Whitestone acci
tuva",Miss Jenhny Whitestone.l,,,,,,,,,,,
245,Inquie,L- Eutaa i,iietaro,inquietaao,IUm,inquietagao,inquietaco,,,,,,,,,,,,,,,
246,sg,Ilouve,loueuru,suve,,,,,,,,,,,,,,,,,,
247,Ilns,ilns,,,,,,,,,,,,,,,,,,,,
248,Ierreir,harreirt,Ma-,"barreira dos
nostradores",Terreiro,,,,,,,,,,,,,,,,,
249,somno,comn consieriicio,"comn
trenor",comn,recomnpens,comnmentou,,,,,,,,,,,,,,,,
250,Fii,"g
in fii",,,,,,,,,,,,,,,,,,,,
251,pene ossin,ssin,Iossini,azls,Iossil,,,,,,,,,,,,,,,,,
252,prop0z-me,proseygli,provts,PROI.OG0,process6,proeuse,,,,,,,,,,,,,,,,
253,Troya,Royal,"ol-
tro",Detro,,,,,,,,,,,,,,,,,,
254,cubega,cabega,cabeg,cabegt,,,,,,,,,,,,,,,,,,
