cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14
70,m’,longues,Grâces,Cerbères,dese,gesie,Carmélites,Îles,Demandes,"Ai-
y. Les lumières",ES,jardin des Hespérides,chavannes,,
71,adorable Hen.,Adorable Charlotte,,,,,,,,,,,,,
72,Lopison,sou,Louis-le-Grand,lout,Oui,Louison,,,,,,,,,
73,Où,Séulemiënt,J,Où voulez,,,,,,,,,,,
74,Anisy,Anizy,nir,Aniy,,,,,,,,,,,
75,homrie,raccommoda,Comrient,,,,,,,,,,,,
76,château d'Ainsi,ainsi-le-Hôtel,vingtans,Ainsi,,,,,,,,,,,
77,nature.de,noîre,bure,léur,Maures,,,,,,,,,,
78,Cœur-de-Roy,M.CŒur-de-Roy,,,,,,,,,,,,,
79,Acceptez,Écoutez,Partez,Comptez,Jo-,Ajoutez,,,,,,,,,
80,Lejeune,Jui,Le - Une,Aucunes,June,,,,,,,,,,
81,Peur,Nousdemeureronstouteslesdeux,meuré,,,,,,,,,,,,
