cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23
13,VERNON,Nevernave,Noone,Vernon la,Duvernay,Vernon,Vornon,Eugono,Enon,,,,,,,,,,,,,,,
14,"atfected,—I",Jects,"devised,—he","affectation,—in","Pacific,—I","protfered,—a",,,,,,,,,,,,,,,,,,
15,Beforo,Rochefoucauld,beforo,efful-,,,,,,,,,,,,,,,,,,,,
16,Egerton,Egypt,St. Leger,Bgerton,Egertou,Fgerton,Pomberton,Serta,,,,,,,,,,,,,,,,
17,Xe,xe,,,,,,,,,,,,,,,,,,,,,,
18,the East a few weeks ago,West-End,the West End,the West Strand,I|,the West Indies,the East Indies,West End,the West End of London,the West Ind,,,,,,,,,,,,,,
19,wy,Wy,"Wy
vil",,,,,,,,,,,,,,,,,,,,,
20,Las,Laje,Lancashire,las,Glasgow,,,,,,,,,,,,,,,,,,,
21,Quillotines,Ill,CCXVIL,Cornhill,il nw,Lille,Séilligalee,Snow Hill,Saffron Hill,Millbank,dunghills,Piccadilly,Ludgato Hill,Guildhall,jilley,,,,,,,,,
22,Rottenborough,Rottenborough Union,Rottenborpugh,Boyrout,Rotteuborough,Rottenbordugh,,,,,,,,,,,,,,,,,,
23,puton,Tokenhonse,Onton,Buton,& tono,Toulon,Montonk,automaton,Edmonton,Montoni,Bonn,Bosumont,Manton,Dalston,Tong,prevont,Brixton,Beaumont,Wigginton,Latona,Haston,Montont,Pentonville,Abont
24,Theu,Ifthen,Northern Europe,the North Pole,thelr disposi-,"mo
ther",thev,they’reno,Ther ny,"curses,—their",house’—Thereupon,Morpheus,Thebes,"the
moon",,,,,,,,,,
25,Adelino,Adeline,Adeli,Adolino,,,,,,,,,,,,,,,,,,,,
26,ELIZA SYDNEY,Eliza Ssducy,Sydney,Pliza Sydney,Eliza Syduey,Eliza Sydney,,,,,,,,,,,,,,,,,,
27,ia,Julia,Armonia,Yhia,Lydia,Ia,tian,Fiago,Zianl,Ho ia,Iamp,Jiaizon,Diab,,,,,,,,,,,
28,Englishinen,queens,Eng,Iength,Atlength,Jength,Quoen,aleng,tbat rovenge,Brvgeng,Adien,Bvoeng,,,,,,,,,,,,
29,Tho,thou,methodist,King George tho Fourth,Tho river,Thon,Tho province,withont,Saint Bartholomow's Hospital,Soho,Katho-|,,,,,,,,,,,,,
30,Suffolk Strect,Stamford Streot,Stamford Stroot,Oxford Street,Stamford,crystal,,,,,,,,,,,,,,,,,,
31,Morocco,moro,morocco,Morocco Railway,MOROCCO,,,,,,,,,,,,,,,,,,,
32,Unhand mo,Telioved mo,Mo,flamo,timo,MoTunn,sev mo,Wilmot,mado mo,Mounseer,mo,Leave mo,samo,mo seo,mo one,Tell mo,Morcar,,,,,,,
33,Ramsgate,Amsterdam,ms’am,Rotterdam,Teynbam,,,,,,,,,,,,,,,,,,,
34,Vandclenr,England for America,England,ENGLAND,Bogland,Tn England,Hngland,England asa,Old England,,,,,,,,,,,,,,,
35,Ieabelle,Ellen,Clerkenwell,TELL,Semele,Felten,El'en,Traveller,,,,,,,,,,,,,,,,
36,Saint Theo-,Saint Theodosia,Saint Theodosla,St. Theodosia,,,,,,,,,,,,,,,,,,,,
37,"you,—not",Yoted,"you,—if","bed,—not",,,,,,,,,,,,,,,,,,,,
38,THE BLACK VEIL,the thick grove,the Black Eagle,CLXX.—The Black Veil,the Black Tower,,,,,,,,,,,,,,,,,,,
39,MM,Tommy,Butmy,,,,,,,,,,,,,,,,,,,,,
40,Arlington,Warrington,Mount Wellington,Garlick,ARLINGTON,Islington,Fington,Kensington,Newington,Warringtoa,Wellington,Aruington,,,,,,,,,,,,
41,France,Scancezy,FRANCE,france,St. Pancras,Cem=,Brance,Todance,Panctual,,,,,,,,,,,,,,,
42,Saint James’s Park,Saint James’s,St. James's,Saint Giles’s,St. James’s Park,Jaaes,Saint James's,’s,,,,,,,,,,,,,,,,
43,York,"work,—it",workus,New York,,,,,,,,,,,,,,,,,,,,
44,"mouth,—oh",Glowiouth,sou,New South,South-sea,New Cut,New South Wales,"New South
Wales",the New Cut,,,,,,,,,,,,,,,
45,Portsmouth,Frankfort,fort,Misfortunes,Beaufort,"mo
fora",Tilbury Fort,’—'For,Port,fortin,Fort,,,,,,,,,,,,,
46,Gipsie,Si,isin,"sir,—I",DECISION,Simcox,"sin,—a",sirt,,,,,,,,,,,,,,,,
47,Bethlem,Bethnal,Gethnal Green,Lambeth,"Bethnil
Green",Elizabethan,,,,,,,,,,,,,,,,,,
48,the Happy Valley,Valley,calle,Talleyrand,Heppy Valley,,,,,,,,,,,,,,,,,,,
49,Marian,Maria,MARIAN,,,,,,,,,,,,,,,,,,,,,
50,Georgia,Georgian,Gcorgu,,,,,,,,,,,,,,,,,,,,,
51,Harborough,Marlborough,Harborough to-day,Borough,Tiarborough,Harborongh,Hamourgh,Scarborough,,,,,,,,,,,,,,,,
52,Throne,"throne,—a",S01,Zorjone,Byron,No:—through,throe,,,,,,,,,,,,,,,,,
53,Cecilia,Ceciiia,"the

 

 

  

 

 

 

Cecilia","Lady
Cecilia",Cecili,Gecilia,,,,,,,,,,,,,,,,,,
54,gently;—stlil,St,bustlo,stl,Castle,Stour,tl.at,Bustle,Jostling,,,,,,,,,,,,,,,
55,Counell,thecount,Malklatoun,"thelr cave,—Hunt",the County of,"account,’—And",the Counts Horn,thun,,,,,,,,,,,,,,,,
56,"inmates,—a",Tinea,Imagine,maine,Femain,Maidstone,Guinea,Paincr,Maikbatou,Tremain,,,,,,,,,,,,,,
57,Whata,Natare,Taz,atar,Margate,Satan,Tatbot,Taroagh,tara,,,,,,,,,,,,,,,
58,Club,Calumny,mn,Aléum,,,,,,,,,,,,,,,,,,,,
59,XX,XXII,CLXIII,Iimb,,,,,,,,,,,,,,,,,,,,
60,SF,Almoury,Sfalmebury,Bloomebury,,,,,,,,,,,,,,,,,,,,
61,nota,Nota,Sultan,Notan,Anothor,Titan,Talbot,Gaétano,Bazzano,band:—no,"acquaintanees,—no",,,,,,,,,,,,,
62,bora,Oran,Pandora,Labrador,Strand,Transylvania,Normanby,Surango,dranken,SUBTERRANEAN,,,,,,,,,,,,,,
63,earth,Earth,barat,Kilbarn,Garter,Bombay,Hobart,Bart,Barbican,Baris,mart,écarté,n0,Hobart Town,Barracks,ecarté,Aquarter,the Lombardy Arms,,,,,,
64,Pressivnys,ny,Ny,,,,,,,,,,,,,,,,,,,,,
65,herg,Scsphens,Phere,Journey Nereuerm Italy,Yhere,el rere,,,,,,,,,,,,,,,,,,
66,agruff,Regent,Brummagem,agen,Eugeno,Parsonage,Lageur,,,,,,,,,,,,,,,,,
67,Globo Town,Camden Town,Globe Town,Glove Town,Globe Towa,,,,,,,,,,,,,,,,,,,
68,Resur,"the Resurrection
Map",the Resurrection,Thsre,Surrey,thelr marble representa,"reflections,—or",Threc,"the Resurrection
Man",,,,,,,,,,,,,,,
69,Clare Market,Hyde Park,Park,Dark,"Hyde
Park",Paradise,Parlia,Clarke,the Green Park,Parneseus,"Cherry
Park",Paris,Pardon,m2>—pardon mo,,,,,,,,,,
70,oboy,los,Globo,Globe,Yeiglod,,,,,,,,,,,,,,,,,,,
71,Liverpool,polis,Holiness,Lis,Neapolitan,polish’d,Metropolitan,,,,,,,,,,,,,,,,,
72,Pakenham,Twickenham,Tottenham,,,,,,,,,,,,,,,,,,,,,
73,Katherine east,Superin,Katherin,invitation:—then,Kathlecn,Katherine,CATHERINE STREET,Kathorin,,,,,,,,,,,,,,,,
74,Cuonvs,cu,cuculi,Montecuculi,@Montecueuli,,,,,,,,,,,,,,,,,,,
75,Mt,mt,MT,,,,,,,,,,,,,,,,,,,,,
76,MARKHAM,Marrict Markham,Markhar,"Mark
ham",Murkhau,Marklam,Markham Place,sald Markham,Markham,Markhain,BICHARD MARKHAM,Kiehard Markham,Thon Markham,Mark~,Markham Plios,Markham Placo,AMarkbam Place,Wichard Markham,"Markham
Pince",Leadenhall Market,Markharn,Richerd Markham,Eugeno Markham,+ Markham
77,Iame,Mameluke,Amelia,Tsabelia,melt-,Isnhelia,,,,,,,,,,,,,,,,,,
78,SSSsSSSeSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS,Brussels,"fow
cess",Essex,Middlesex,by'a posse,Jessop,Exquires,Sussex,,,,,,,,,,,,,,,
79,Jinagination,Mcssatina,China,miasina,Inn,ina,fina,inn,in'a,Selina,himseli ina,,,,,,,,,,,,,
80,imita-,Mint,Mi,WV,Miza,Bohemia,Limite,Mira,admira,Miss.,,,,,,,,,,,,,,
81,Staffordshi,lordsbip,Stafford,Staffordshire,Ashford,,,,,,,,,,,,,,,,,,,
82,Jand,"Philip
Island",Philip Island,Slavéy,nisatbanar San,Island,Poland,Norfolk Island,Leeward Island,Ireland,Slaek,Scotland,ting Norfolk Island,"Inscoessible
Islands",,,,,,,,,,
83,Mufiles,nile,Leeds,Old Bailey,Rossville,Ile,Skilligalee,Brazil,Lewed,St. Giles's,Leipzig,Spile-,Bastille,"St, Giles",Leg,,,,,,,,,
84,Buffer,Tex Lacifer,jiffey,Gifferent,differont,Incifer,Saffron,,,,,,,,,,,,,,,,,
85,"vame,—and","him,—and",me;’—and,"writing,—and","behind,—and",M3,handkerchiefs,"joy,—and","kind,—a",kind;—and,buzzim!”—and,,,,,,,,,,,,,
86,Lafienr,Elien,Oie'of,Field Oflicer,Fieschi,Fields,Spitalfields,Field,Smithfield,Sheffield,Smithfield Market,Pitfield Streot,Titchfield,Field Mar,SMITHFIELD,,,,,,,,,
87,the Isle of Man,Bee pago,the Carribbee Islands,the British Islands,Carribbee Islands,,,,,,,,,,,,,,,,,,,
88,keop,&c.,sho’d keop,Biackeo,Keop,kecp,,,,,,,,,,,,,,,,,,
89,"her,—she",Griffin,sherry.,Sheriffs,Middlesex Sheriffs,Furnisher,Sheridan,,,,,,,,,,,,,,,,,
90,Panama,xccompany,oman,"man,”—and",Manor,mansion,Imay,ma’‘sm,eompértancé,Cracksman,mag~,Germany,Roman,,,,,,,,,,,
91,Persia,Jersey,personu,elysian bower,Persiat,,,,,,,,,,,,,,,,,,,
92,Aldgate,upat,Jaterior,Waterloo,Compter,pater=,Bolter,Waterford,Bayswater,,,,,,,,,,,,,,,
93,Spain,appoint~,Saint Joana,sequaint mo,"Saint
Nepomecenus",Saint,Saint John's,Plain,Saint Giles's,Sardinia,Saint Sepulebre's,,,,,,,,,,,,,
94,Ver~,Everard Home,Hanover,universo,Fever,Imperative,overa,"the Governor
Generat",Dover,Solera,Sovereigns,Lovens,Braver,Zove,Opera,Govern-,peras,,,,,,,
95,clapsod,Upper Clapton,Clapton,Upper Claptou,"Dapper to-
wards",,,,,,,,,,,,,,,,,,,
96,King Zingary,Hungary,Zinyary,Zingarees,Zingary,Zingaress,Zingarces,,,,,,,,,,,,,,,,,
97,Prince Alberto,Prince Alborto,the aforesaid province,Alberto,"Prince Albert,—tbrilling",Albeit,the Prince of Wales,,,,,,,,,,,,,,,,,
98,Pealment,Medway,Palmerston,Walmer,Walmer Churchyard,,,,,,,,,,,,,,,,,,,
99,Isbour,Louisa,Loujsa,Louis,,,,,,,,,,,,,,,,,,,,
100,Guixry,gulf,Guilford,Guildford,,,,,,,,,,,,,,,,,,,,
101,whoro,horo,howevor,Shoreditch,,,,,,,,,,,,,,,,,,,,
102,Jew,Newyate,Newgute,New Caledonia,NEED,ne,Newgate,New,NEW EPOCH,New Itoad,tune;—bat,,,,,,,,,,,,,
103,Sawboues,Sawbones,Jonettes,,,,,,,,,,,,,,,,,,,,,
104,"monster,—I",Kidderminster,Westminster Abbey,Westminster,West,Majesty,"the Almonry, Westminster",Western Europe,west.,,,,,,,,,,,,,,,
105,Ohio,Rio,Io,io,Usiglio,Braio,Albion,,,,,,,,,,,,,,,,,
106,Algeria,ALGIERS,Algiers,,,,,,,,,,,,,,,,,,,,,
107,Finsbarj,Finsbury Pavement,Finsbury,Old Drury,Canterbury,"Finsbury
Pavement",Edinburgh,Lothbury,,,,,,,,,,,,,,,,
108,Cornwall,Bibles,lesaly,deep wales,Snoggles,Wales,Esq,,,,,,,,,,,,,,,,,
109,"Van
Diernen’s Land",plano,Milan,Drury Lane,"New
Zealand",flank,Brick Lane,Golden Lane,Lane,swan,New Zealand,Brick-lane,"Golden
Lane",,,,,,,,,,,
110,Bt,"Bt,",,,,,,,,,,,,,,,,,,,,,,
111,Banks,Ks,ks,,,,,,,,,,,,,,,,,,,,,
112,Dattle,Tt,Gazette,Intter,Rattlosnake,Committce,Scuttle,Pitt,,,,,,,,,,,,,,,,
113,Kingdom,Boosing,Wapping,Kinds,Tinge,Lambkin,King,kingdem,Keeping,Kingsdown,United Kingdom,Joeding,,,,,,,,,,,,
114,Appendia,Dapper,Petrarca,"Cape
Horn",boca,pei,Cape,japonica,Cape Horn,Penelope,expel!ed,,,,,,,,,,,,,
115,Villa,Jsabella,walla,Villabella,Villabeila,VILLA,Isavella,Isabeila,,,,,,,,,,,,,,,,
116,the Great Desert,ordeath,Death,repeated.—Then,"seat,—“it",S$.,,,,,,,,,,,,,,,,,,
117,belvidere,"Belgrave
Square",Redeemer,Belvidere,,,,,,,,,,,,,,,,,,,,
118,Livee,Libya,Terlizzi,Lieges,n’oubliez,Dublin,Li,Tulia,Slike,Sellis,,,,,,,,,,,,,,
119,L.S.,euch,Frenep,Freuch,,,,,,,,,,,,,,,,,,,,
120,yonder corner,yonder grove,Derby,Yonder,,,,,,,,,,,,,,,,,,,,
121,Ab!—the United States,the Roman States,the united kingdom,Romau States,"the United
States",the United Kingdom,the United States,,,,,,,,,,,,,,,,,
122,tho City,e City,the twe capitals,the City Road,mighty city,"the

  

 

 

   

City",the Island of the City,The City,the Casualty Ward,the City,Vanity,,,,,,,,,,,,,
123,nh,Nh,tanh Jady,,,,,,,,,,,,,,,,,,,,,
124,Santa-Croce,SANTA CRUZ,Centaur,Santa Croce,proceod,Santa-Croco,,,,,,,,,,,,,,,,,,
125,Clara Maberly,Switzerland,Berlin,Oberland,plander,Cumberland,Zn,,,,,,,,,,,,,,,,,
126,St. Luke's,Saint David's,St. David's,"St, David’s",,,,,,,,,,,,,,,,,,,,
127,Moutague,Yague,Tagliont,Montague,,,,,,,,,,,,,,,,,,,,
128,Dunstable;—then turn+,Dunstable,Honourables,Dunstable Manor,Danstable Manor,,,,,,,,,,,,,,,,,,,
129,Tealy,Lorizontally,lyre,steraly,Uarly,oaly,Traly,"TI

 

OLY",Italy,satiicaly,firmaly,palo,lemaly,aly,unsucceafaly,,,,,,,,,
130,Madum,Laduur,Laffeur,UU,Laficur,Ladues,,,,,,,,,,,,,,,,,,
131,seech,Vinciblo,Cingani,Cinganl,kuec,Secing,secing mo,,,,,,,,,,,,,,,,,
132,Stockholm,Hoxton,Scold,Hoxton Old,Hoxton Old Town,,,,,,,,,,,,,,,,,,,
133,M.P.,M.P,,,,,,,,,,,,,,,,,,,,,,
134,mo asa,Hercules Passage,wasa,pasa,sa0et,Sasket,passod,,,,,,,,,,,,,,,,,
135,Tconceire,Continent,Contarini,advico,Napolcon,whonco,Colonies,Cont,contemptuoualy,,,,,,,,,,,,,,,
136,thr Inhabitants,Tainps,Britain,tain Fitshardinge,Great Britain,,,,,,,,,,,,,,,,,,,
137,largo,Largo,Isrgo,,,,,,,,,,,,,,,,,,,,,
138,TuRN,wero pursaing,Giltspur,"pursuits,—yes",futuro,Urox,Europe,puro,,,,,,,,,,,,,,,,
139,Black Chamber,Palace,Blackheath,Black,Placo,isa Black,Toacknowledge,,,,,,,,,,,,,,,,,
140,Schen,Hehest,Gloucester,Gamester,Chichester,Cherry,Herbertstcin,Tesources,Rochester,The Lobster Tavern,MY6TERIES,"jests,—their blasphemous jokes",Manchester,chester,MYSTERIES,Rechabites,,,,,,,,
141,Somersetshiro,Somersetshire,Berkshire,Wrsed,Somers Town,Iretire,,,,,,,,,,,,,,,,,,
142,Holford east,Holmesiord,Oxford,Holmesford Homse,Holuesford,Hordeaux,Holborn,Norfolk,Holford,,,,,,,,,,,,,,,
143,Id.,Baden-baden,Adelaide,Camden,Idemand,Baden,Sweden,Providence,Squids,Golden,Sugden,Iden,iden,,,,,,,,,,,
144,Mossop,Ossore,Morosino,Corpso,Ossoro,ncross,,,,,,,,,,,,,,,,,,
145,"the Holy
Land","the Holy Land,§",the Holy Land to-,Holland,the Holy Land,,,,,,,,,,,,,,,,,,,
146,Madonnas,aspirati,Mascara,Madrid,Madeira,Madras,Dr,,,,,,,,,,,,,,,,,
147,Gibbet,BB,Bsq.,Gibbs,,,,,,,,,,,,,,,,,,,,
148,"wildly,—at",Wicks,"Dr, Wilmot","wi
sult",wictim,+L wil,"wi
dor",Twig Foiiy,wi,wien,,,,,,,,,,,,,,
149,Timplore,Tremordyns,Morear,Preach,Morea,Morean,Dreak,,,,,,,,,,,,,,,,,
150,Africa,Meriag,"North
America",Americas,Camberwell,Americky,America,Mesmerists,,,,,,,,,,,,,,,,
151,Constitution Hill,Gutity,Jution,Stilton,Constitution-,Tunatic,consta-,,,,,,,,,,,,,,,,,
152,Stephens,Scoteh,St.,Steda,Istence,"ma
Bistrates’",Duteh,Ghaste moon,Stepbens,stecl,Ste,Benstead,ste,,,,,,,,,,,
153,"theatre,—an","nature,—if","treasure,—he","pleasure,—nay",Trearurer,,,,,,,,,,,,,,,,,,,
154,Dawson,SoI,Insolvents,prosont,Sooncr,Imprisonment,Prisons,Soap,sont,sonses,,,,,,,,,,,,,,
155,Northampton,Southsea Common,Thames,Brompton,Soethampton,Southampton,,,,,,,,,,,,,,,,,,
156,PanaDisE,Diana,Inudanum,West Indian,India,"Diana,—I",Ferdinand,andat,dinand,,,,,,,,,,,,,,,
157,Austria,Strat-,Central,traco,Trafalgar,Anstralia,Australia,,,,,,,,,,,,,,,,,
158,torrenta,Membor,Mentor,Superintendent,,,,,,,,,,,,,,,,,,,,
159,Spring-Gardens,beautifal gardens,"the Zoological
Gardens",Spring Gardena,"Spring
Gardens",Spring Gagdens,Receiving Ward,Spring Gardens,,,,,,,,,,,,,,,,
160,"daughter,—to",wfay,Aud,Faugh,"fault,—an",,,,,,,,,,,,,,,,,,,
161,know-,Minories,Legino,Windham,bees’-win,nino,Windsor,wino,noi,,,,,,,,,,,,,,,
162,Whea,Ieara,Leary,"heard,—a",Heary,Fobruary,Febraary,,,,,,,,,,,,,,,,,
163,Dundulo,Grand,the Grand Duchy,Grand Duchy,Duchy,AR Grand Duchy,,,,,,,,,,,,,,,,,,
164,the South Sea Islands,Tean,the Dead Sea,Lethean,"the Mediterranean

Sea",Lean,Lethean sea,,,,,,,,,,,,,,,,,
165,LONDOND,Londou,Babylon,NDON,"Lon
don","Lone
don",London,Y'doa,LoXDON,ia London,THE MY6TERIES OF LONDON,Loxpon,"&
ond",Richmond,Ballonné,the City of London,CONDON,LOXDON,splondour,LONDON,,,,
166,voloe,Wooleut,Woolwich,Joosely,Tooth,Wooloomooloo,,,,,,,,,,,,,,,,,,
167,ithn’t,can’I,n’en,musn’t,don’t,ain’t,n’t,,,,,,,,,,,,,,,,,
168,the Yellow Drawing-room,the Yellow Drawing-Room,the Yellow Drawing Room,,,,,,,,,,,,,,,,,,,,,
169,loaf:—it,businers:—if,elso!—Yes,Yes:—in,,,,,,,,,,,,,,,,,,,,
170,Penitentiary,"it,—when",phenix,"presence,—I","penitence,—he","Shorediteh,—then",,,,,,,,,,,,,,,,,,
171,Whittinghs,"Jupiter,—Leda",Whitefriars,Yehiete,Ne ite,whirls,Whitechapel,White,quito,,,,,,,,,,,,,,,
172,repro-,deciero mo,Budge Row,whero,perseroro,provo,ero,wero,daro,,,,,,,,,,,,,,,
173,Boulogne-sur-Mer,Melbourne,Ridioulous,Teould,Boulogne,,,,,,,,,,,,,,,,,,,
174,Monroes,Monroe,Almonry,,,,,,,,,,,,,,,,,,,,,
175,Mr,Mrs,Mra,MR,,,,,,,,,,,,,,,,,,,,
176,Hants,Hannah,Havannah,Vienna,,,,,,,,,,,,,,,,,,,,
177,"Ravensworth
lal",Ravensworth Park,Craven,Ravensworth Hatt,Gravesend,Pegsworth,it'worth,Ravensworth Hall,Ravensworth,Rickmansworth,,,,,,,,,,,,,,
178,Putney,tn,Tn,,,,,,,,,,,,,,,,,,,,,
179,Woodcat,Greeawood,Iwood,Agrood,Greenwich,Greece,Greenwood,,,,,,,,,,,,,,,,,
180,"Rio
Janeiro",Geir,irouy,enunei»-,Janeiro,,,,,,,,,,,,,,,,,,,
181,Sqnar,Chatham,Hare,Charlotte,Harries,Gotha,Havre,Carthage,Harpy,Harriet,Har,,,,,,,,,,,,,
182,Perigord,invari,Aprit,scribabie,KRIES,putrid,Syria,dri,rotrievo,Turin,driv-,RI,,,,,,,,,,,,
183,"epeak,—it",Npeak,Speltin,Speak,respec,,,,,,,,,,,,,,,,,,,
184,"low,—I",Yellow,Holloway,Lower Union,choloe,Lorrowed,Lower,Swallowing,Lower Holloway,Hounslow,,,,,,,,,,,,,,
185,voice.—'I,Church,"disease,—which","documents,—which","Castle
Ghichor","Chick Lane,§",thick-,Hight,Chick,,,,,,,,,,,,,,,
186,Nibsomest,Someot,Ume,room/—I,mo trom,Rome,,,,,,,,,,,,,,,,,,
187,Dearest Reginald,desth,Dear mo,Ideclare,yeu desire,Dearest,Weare,,,,,,,,,,,,,,,,,
188,huge;piece,Piscere,Piacore,Piaccre,Piacere,,,,,,,,,,,,,,,,,,,
189,Sopo,shapo,po-shay,"deepor,—until",po,Popo,,,,,,,,,,,,,,,,,,
190,quassia,Jossica,Asia,cass,Circassia,Asia Minor,CasrEzcroaza,Russia,cassia,,,,,,,,,,,,,,,
191,Yuva,£va,Levant,Geneva,cei va,Eva,,,,,,,,,,,,,,,,,,
192,servait,Adain,Flairer,Aim,hai,wai’a,AI,,,,,,,,,,,,,,,,,
193,Quad-,Macquaria Harbour,Port Macquarie,Macquario,Macquarie,,,,,,,,,,,,,,,,,,,
