cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20
234.0,Bir,handkerchiefs,China,Birchin,,,,,,,,,,,,,,,,,
235.0,Carthage,Ieara,ecarté,earth,Earth,écarté,,,,,,,,,,,,,,,
236.0,flank,Millbank,Banks,,,,,,,,,,,,,,,,,,
237.0,"nature,—if","pleasure,—nay","treasure,—he",Trearurer,,,,,,,,,,,,,,,,,
238.0,Charlotte,Hare,Harpy,Har,,,,,,,,,,,,,,,,,
239.0,Death,ordeath,Hordeaux,,,,,,,,,,,,,,,,,,
240.0,upat,Jaterior,Terlizzi,Bolter,pater=,,,,,,,,,,,,,,,,
241.0,Biackeo,keop,Keop,sho’d keop,,,,,,,,,,,,,,,,,
242.0,Westminster Abbey,"the Almonry, Westminster",Westminster,Kidderminster,,,,,,,,,,,,,,,,,
243.0,"her,—she",Yhere,whero,Herbertstcin,Furnisher,Ther ny,Hercules Passage,herg,Phere,Sheridan,,,,,,,,,,,
244.0,Oxford,Guildhall,Guixry,Holford east,Ashford,Holford,Guilford,Guildford,,,,,,,,,,,,,
245.0,CLXIII,XXII,,,,,,,,,,,,,,,,,,,
246.0,"North
America",England for America,Africa,Americky,America,Americas,,,,,,,,,,,,,,,
247.0,Gethnal Green,Greeawood,the Green Park,Greenwood,Iwood,Greenwich,Woodcat,"Bethnil
Green",,,,,,,,,,,,,
248.0,Lafienr,Laffeur,Laficur,,,,,,,,,,,,,,,,,,
249.0,"bed,—not","you,—not","you,—if",,,,,,,,,,,,,,,,,,
250.0,Kathlecn,Katho-|,Kathorin,,,,,,,,,,,,,,,,,,
251.0,Dear mo,Dearest,Weare,Dearest Reginald,,,,,,,,,,,,,,,,,
252.0,Bird-Cage Walk,"deepor,—until",the Prince of Wales,deep wales,Wales,,,,,,,,,,,,,,,,
253.0,Heppy Valley,the Happy Valley,Talleyrand,calle,Valley,,,,,,,,,,,,,,,,
254.0,Friuli,Tulia,Julia,,,,,,,,,,,,,,,,,,
255.0,AMarkbam Place,Placo,Markham Plios,Markham Place,Markham Placo,,,,,,,,,,,,,,,,
256.0,Port,"mouth,—oh",Portsmouth,,,,,,,,,,,,,,,,,,
257.0,Naples,NAPLES,Temple,,,,,,,,,,,,,,,,,,
258.0,Ramsgate,Aldgate,Newgate,Newgute,Newyate,New,Margate,,,,,,,,,,,,,,
259.0,Majesty,Laje,,,,,,,,,,,,,,,,,,,
260.0,Chick,thick-,the thick grove,,,,,,,,,,,,,,,,,,
261.0,Russia,cass,Circassia,cassia,quassia,,,,,,,,,,,,,,,,
262.0,Almonry,Monroes,Monroe,Armonia,,,,,,,,,,,,,,,,,
263.0,Harries,Yehiete,Harriet,,,,,,,,,,,,,,,,,,
264.0,Calumny,Scuttle,Calcutta,,,,,,,,,,,,,,,,,,
265.0,know-,Toacknowledge,,,,,,,,,,,,,,,,,,,
266.0,driv-,dri,putrid,Madras,Madrid,,,,,,,,,,,,,,,,
267.0,Sussex,Pressivnys,"fow
cess",SSSsSSSeSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS,Essex,,,,,,,,,,,,,,,,
268.0,Brompton,Chatham,Southampton,Iamp,Northampton,Soethampton,Thames,,,,,,,,,,,,,,
269.0,Bombay,The Lobster Tavern,the Lombardy Arms,,,,,,,,,,,,,,,,,,
270.0,Clarke,Ideclare,Clara Maberly,Leadenhall Market,Clare Market,,,,,,,,,,,,,,,,
271.0,"Diana,—I",Zianl,tian,Diana,,,,,,,,,,,,,,,,,
272.0,Baden-baden,Baden,,,,,,,,,,,,,,,,,,,
273.0,Germany,Manor,Normanby,,,,,,,,,,,,,,,,,,
274.0,dranken,Crankey,,,,,,,,,,,,,,,,,,,
275.0,Leeds,NEED,,,,,,,,,,,,,,,,,,,
276.0,invitation:—then,repeated.—Then,Shoreditch,"Shorediteh,—then",,,,,,,,,,,,,,,,,
277.0,Yeiglod,Tagliont,Usiglio,,,,,,,,,,,,,,,,,,
278.0,Spile-,Mufiles,nile,Ile,Old Bailey,,,,,,,,,,,,,,,,
279.0,Timplore,timo,wictim,,,,,,,,,,,,,,,,,,
280.0,ain’t,musn’t,ithn’t,n’t,don’t,,,,,,,,,,,,,,,,
281.0,Lean,Tean,,,,,,,,,,,,,,,,,,,
282.0,"St, Giles",Saint Giles’s,St. Giles's,Saint Giles's,,,,,,,,,,,,,,,,,
283.0,Morocco Railway,Morosino,morocco,Morocco,MOROCCO,moro,,,,,,,,,,,,,,,
284.0,Ladues,Madum,Gradus,Laduur,,,,,,,,,,,,,,,,,
285.0,Europe,Northern Europe,Western Europe,,,,,,,,,,,,,,,,,,
286.0,uso,house’—Thereupon,houso,,,,,,,,,,,,,,,,,,
287.0,Villabella,Villabeila,VILLA,Villa,,,,,,,,,,,,,,,,,
288.0,Pitt,Committce,Tommy,,,,,,,,,,,,,,,,,,
289.0,Slaek,Cuonvs,Slavéy,,,,,,,,,,,,,,,,,,
290.0,"reflections,—or",Surrey,Resur,"the Resurrection
Map",Vesuvius,the Resurrection,"the Resurrection
Man",,,,,,,,,,,,,,
291.0,Paincr,Adain,Plain,Spain,,,,,,,,,,,,,,,,,
292.0,Flairer,Tconceire,yeu desire,Exquires,Iretire,,,,,,,,,,,,,,,,
293.0,Jostling,Regent,gently;—stlil,,,,,,,,,,,,,,,,,,
294.0,expel!ed,Felten,melt-,respec,Speltin,,,,,,,,,,,,,,,,
295.0,Honourables,Snoggles,Bibles,,,,,,,,,,,,,,,,,,
296.0,the Herne Bay,Herne Bay,,,,,,,,,,,,,,,,,,,
297.0,beforo,Beforo,,,,,,,,,,,,,,,,,,,
