cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21
49,Montecuculi,cu,Cuonvs,@Montecueuli,cuculi,,,,,,,,,,,,,,,,,
50,Montague,Moutague,Yague,Tagliont,Lorizontally,,,,,,,,,,,,,,,,,
51,the County of,thecount,the Counts Horn,"account,’—And",,,,,,,,,,,,,,,,,,
52,euch,Church,Freuch,,,,,,,,,,,,,,,,,,,
53,Louisa,Loujsa,Louis,,,,,,,,,,,,,,,,,,,
54,Whiteoross Street,St. John-street,Friar Street,Curzon Street Chapel,Street,Bow Street,Suffolk Strect,Yee,King Street,"Jermyn
Street",Regent Street,Ada Street,Stratton Street,Essex Street,Jermyn Street,Gracechurch Street,Gerrard Street,Whitecross Street,Smart Street,West Street,Pitfield Street,Oxford Street
55,Boulogne-sur-Mer,Toulon,Boulogne,Isbour,Dundulo,Ridioulous,Teould,,,,,,,,,,,,,,,
56,Insolvents,"documents,—which","it,—when",Ume,"disease,—which",,,,,,,,,,,,,,,,,
57,Flairer,Exquires,Iretire,yeu desire,Tconceire,,,,,,,,,,,,,,,,,
58,whoro,whonco,horo,,,,,,,,,,,,,,,,,,,
59,"sir,—I",sirt,Si,"sin,—a",DECISION,Simcox,Gipsie,isin,,,,,,,,,,,,,,
60,Mr,Mra,MR,Mrs,,,,,,,,,,,,,,,,,,
61,sa0et,pasa,wasa,Hercules Passage,passod,mo asa,,,,,,,,,,,,,,,,
62,Rochefoucauld,Beforo,beforo,efful-,,,,,,,,,,,,,,,,,,
63,Gibbs,Bsq.,BB,Gibbet,,,,,,,,,,,,,,,,,,
64,know-,Toacknowledge,,,,,,,,,,,,,,,,,,,,
65,Australia,Austria,Trafalgar,Anstralia,Central,,,,,,,,,,,,,,,,,
66,Pocket,Sasket,Crockey,Jock,,,,,,,,,,,,,,,,,,
67,Vornon,Vernon la,Duvernay,Vernon,Nevernave,Eugono,Enon,VERNON,,,,,,,,,,,,,,
68,Séilligalee,Skilligalee,I|,,,,,,,,,,,,,,,,,,,
69,Katherine east,Katherine,Kathorin,Kathlecn,Ther ny,CATHERINE STREET,Katherin,"mo
ther",,,,,,,,,,,,,,
70,United Kingdom,the united kingdom,the United Kingdom,,,,,,,,,,,,,,,,,,,
71,Stamford Streot,Stamford Stroot,Stamford,crystal,,,,,,,,,,,,,,,,,,
72,Pealment,Walmer,Palmerston,Walmer Churchyard,Medway,Sfalmebury,Redeemer,,,,,,,,,,,,,,,
73,Bethnal,Gethnal Green,Bethlem,"Bethnil
Green",Lambeth,,,,,,,,,,,,,,,,,
74,tune;—bat,New,Noone,mo one,ne,Rennets,NEED,Frenep,enunei»-,Journey Nereuerm Italy,,,,,,,,,,,,
75,ia London,Babylon,"Lone
don",Madonnas,LONDON,CONDON,NDON,Richmond,Ballonné,splondour,Londou,"Lon
don",LONDOND,"&
ond",Colonies,THE MY6TERIES OF LONDON,the West End of London,London,,,,
76,Saffron,Saffron Hill,,,,,,,,,,,,,,,,,,,,
77,MARIAN,invari,Maria,Marian,,,,,,,,,,,,,,,,,,
78,Cape Horn,Cape,"Cape
Horn",pei,boca,expel!ed,,,,,,,,,,,,,,,,
79,kind;—and,Kinds,indus,"kind,—a",Windsor,,,,,,,,,,,,,,,,,
80,"curses,—their","Shorediteh,—then",Shoreditch,repeated.—Then,invitation:—then,,,,,,,,,,,,,,,,,
81,Georgia,Georgian,Gcorgu,King George tho Fourth,,,,,,,,,,,,,,,,,,
82,Israel,his’n,Suez,trois,isu,Miss.,Isubel,,,,,,,,,,,,,,,
83,yonder grove,Yonder,Derby,plander,yonder corner,,,,,,,,,,,,,,,,,
84,Belfast,BREAKFAST,Dreak,Breakfast,wfay,,,,,,,,,,,,,,,,,
85,Hants,Rechabites,thr Inhabitants,Titan,,,,,,,,,,,,,,,,,,
86,Chick,thick-,the thick grove,,,,,,,,,,,,,,,,,,,
87,Joeding,Keeping,kingdem,Kingdom,King,Kingsdown,Lambkin,Boosing,Wapping,Tinge,,,,,,,,,,,,
88,Scold,Golden,Old Drury,"Golden
Lane",Golden Lane,,,,,,,,,,,,,,,,,
89,ste,Ste,stecl,St,Teynbam,Benstead,Amsterdam,Istence,Steda,,,,,,,,,,,,,
90,"Jupiter,—Leda",Hight,"daughter,—to",Faugh,,,,,,,,,,,,,,,,,,
91,phenix,Stephens,Scsphens,queens,Stepbens,,,,,,,,,,,,,,,,,
92,CLXX.—The Black Veil,"jests,—their blasphemous jokes",THE BLACK VEIL,the Black Eagle,the Black Tower,,,,,,,,,,,,,,,,,
93,Jonettes,Tesources,Zorjone,Gazette,,,,,,,,,,,,,,,,,,
94,Tunatic,arctic,wictim,,,,,,,,,,,,,,,,,,,
95,Ny,L.S.,ny,Tuscany,xccompany,,,,,,,,,,,,,,,,,
96,St. Patrick,District,Hurrict,Sesostris,Jur district,putrid,,,,,,,,,,,,,,,,
97,ALGIERS,Algiers,Algeria,,,,,,,,,,,,,,,,,,,
98,Snoggles,Wales,Cornwall,Bibles,walla,the Prince of Wales,deep wales,,,,,,,,,,,,,,,
99,+L wil,Wilmot,"Dr, Wilmot",,,,,,,,,,,,,,,,,,,
100,Old Bailey,Mufiles,Leipzig,Lewed,Ile,Leg,nile,Spile-,Leeds,il nw,,,,,,,,,,,,
101,Traveller,Telioved mo,Ellen,Clerkenwell,TELL,Sellis,Counell,Felten,Tell mo,,,,,,,,,,,,,
102,sonses,Dawson,Prisons,Aprit,Imprisonment,,,,,,,,,,,,,,,,,
103,Hoxton,Hoxton Old,Hoxton Old Town,"TI

 

OLY",Brixton,,,,,,,,,,,,,,,,,
104,Contarini,Continent,Cont,contemptuoualy,advico,Napolcon,,,,,,,,,,,,,,,,
105,Surah,Surango,,,,,,,,,,,,,,,,,,,,
106,Woolwich,Bloomebury,Wooleut,Wooloomooloo,Liverpool,room/—I,,,,,,,,,,,,,,,,
107,Latona,Maikbatou,Malklatoun,,,,,,,,,,,,,,,,,,,
108,Lean,Tean,Lethean sea,"the Mediterranean

Sea",Lethean,the Dead Sea,,,,,,,,,,,,,,,,
109,Heppy Valley,the Happy Valley,calle,Valley,Talleyrand,,,,,,,,,,,,,,,,,
110,imita-,Great Britain,Britain,Tainps,tain Fitshardinge,,,,,,,,,,,,,,,,,
111,Aud,Budge Row,Judges,,,,,,,,,,,,,,,,,,,
112,ain’t,ithn’t,n’en,musn’t,n’t,don’t,can’I,,,,,,,,,,,,,,,
113,SMITHFIELD,Smithfield Market,Smithfield,,,,,,,,,,,,,,,,,,,
114,Receiving Ward,Spring Gardens,Spring-Gardens,"the Zoological
Gardens",Spring Gagdens,"Spring
Gardens",Spring Gardena,beautifal gardens,,,,,,,,,,,,,,
115,Aquarter,Macquario,Macquarie,Quad-,Port Macquarie,Macquaria Harbour,,,,,,,,,,,,,,,,
116,the Roman States,"the United
States",Romau States,"inmates,—a",the United States,Ab!—the United States,,,,,,,,,,,,,,,,
117,mo seo,Hamourgh,MoTunn,Almoury,Mounseer,mado mo,Mo,mo,timo,sev mo,mo trom,Leave mo,samo,flamo,,,,,,,,
118,"the Resurrection
Man",Surrey,"reflections,—or",the Resurrection,Resur,"the Resurrection
Map",,,,,,,,,,,,,,,,
119,Berlin,Switzerland,Oberland,Cumberland,,,,,,,,,,,,,,,,,,
120,Mint,"acquaintanees,—no",Saint,"Saint
Nepomecenus",Saint John's,Plain,Saint Sepulebre's,sequaint mo,Saint Joana,Saint Bartholomow's Hospital,wero pursaing,Intter,,,,,,,,,,
121,West End,West-End,Majesty,Jaaes,West,west.,Esq,desth,Nibsomest,Belect Vestry,,,,,,,,,,,,
122,lordsbip,Staffordshire,Staffordshi,Stafford,,,,,,,,,,,,,,,,,,
123,maine,Femain,Tremain,,,,,,,,,,,,,,,,,,,
124,band:—no,handkerchiefs,swan,Idemand,Unhand mo,Jand,Ausband,andat,Janus,Pandora,Vandclenr,,,,,,,,,,,
125,the Herne Bay,Bombay,Herne Bay,,,,,,,,,,,,,,,,,,,
126,Las,Scrofula,Glasgow,las,WV,Laje,,,,,,,,,,,,,,,,
127,AR Grand Duchy,Grand Duchy,Duchy,Grand,the Grand Duchy,,,,,,,,,,,,,,,,,
128,"affectation,—in","atfected,—I",Jects,"protfered,—a","devised,—he",,,,,,,,,,,,,,,,,
129,Piacere,Piaccre,Piscere,Piacore,,,,,,,,,,,,,,,,,,
130,Western Europe,Northern Europe,Europe,,,,,,,,,,,,,,,,,,,
131,XXII,CLXIII,XX,,,,,,,,,,,,,,,,,,,
132,mansion,ma’‘sm,Normanby,Germany,Roman,oman,Cracksman,,,,,,,,,,,,,,,
133,respec,"epeak,—it",Speltin,Speak,Npeak,,,,,,,,,,,,,,,,,
134,England,England for America,Hngland,ENGLAND,Old England,Bogland,England asa,"Van
Diernen’s Land",Tn England,SxLP,,,,,,,,,,,,
135,Hare,Harpy,Har,Harriet,Sqnar,Charlotte,,,,,,,,,,,,,,,,
136,Isrgo,Largo,largo,,,,,,,,,,,,,,,,,,,
137,the aforesaid province,Tho province,provo,,,,,,,,,,,,,,,,,,,
138,The Lobster Tavern,Gloucester,chester,Manchester,Rochester,Gamester,Hehest,Chichester,,,,,,,,,,,,,,
139,Giltspur,Urox,"pursuits,—yes",puro,futuro,,,,,,,,,,,,,,,,,
140,xe,Xe,,,,,,,,,,,,,,,,,,,,
141,Petrarca,Strand,Strasburg,traco,Strat-,"ma
Bistrates’",,,,,,,,,,,,,,,,
142,barat,Garter,the Lombardy Arms,Bart,Kilbarn,Barracks,Baris,Hobart Town,Barbican,Hobart,mart,,,,,,,,,,,
143,"theatre,—an","treasure,—he",Trearurer,"pleasure,—nay","thelr cave,—Hunt","nature,—if",,,,,,,,,,,,,,,,
144,Adolino,Adeline,Adelino,Adeli,Adelaide,,,,,,,,,,,,,,,,,
145,St. James’s Park,ms’am,Saint James’s,St. James's,’s,Saint James’s Park,Saint James's,,,,,,,,,,,,,,,
146,Morosino,Morocco,morocco,Morocco Railway,MOROCCO,moro,,,,,,,,,,,,,,,,
147,Brick Lane,SUBTERRANEAN,flank,Lane,Milan,Brick-lane,plano,Drury Lane,"Chick Lane,§",,,,,,,,,,,,,
148,wy,Wy,"Wy
vil",,,,,,,,,,,,,,,,,,,
149,the Zin,the twe capitals,the City Road,e City,the Old Jewry,the City of London,Vanity,"the

  

 

 

   

City","the samo
day!",the City,the Great Desert,the Island of the City,the Casualty Ward,The City,mighty city,tho City,,,,,,
150,"St, Giles",Saint Giles's,St. Giles's,Saint Giles’s,,,,,,,,,,,,,,,,,,
151,New Cut,New Caledonia,"the New
Road",the North Pole,the New Cut,,,,,,,,,,,,,,,,,
152,King Zingary,Zingarces,Zingary,Zinyary,Zingaress,Hungary,Zingarees,,,,,,,,,,,,,,,
153,Committce,Pitt,Tt,,,,,,,,,,,,,,,,,,,
154,Dalston,S01,Stour,Hastings,Stilton,Haston,Maidstone,Ghaste moon,,,,,,,,,,,,,,
155,Superintendent,supp.y,Superin,Perigord,,,,,,,,,,,,,,,,,,
156,wien,Jength,Atlength,Iength,Adien,Vienna,,,,,,,,,,,,,,,,
157,"the

 

 

  

 

 

 

Cecilia",Gecilia,Ceciiia,Cecilia,Cecili,"Lady
Cecilia",,,,,,,,,,,,,,,,
158,aspirati,admira,Madeira,Mira,Mi,,,,,,,,,,,,,,,,,
159,Montonk,Onton,Wigginton,Manton,Edmonton,Beaumont,Montont,sont,Abont,Bosumont,prevont,Montoni,prosont,,,,,,,,,
160,Twickenham,Tokenhonse,Pakenham,Tottenham,,,,,,,,,,,,,,,,,,
161,St. Luke's,"St, David’s",St. David's,Saint David's,St. Pancras,,,,,,,,,,,,,,,,,
162,Guinea,Tinea,Quillotines,,,,,,,,,,,,,,,,,,,
163,Aus,Louse,Illustrious,Busby,Gradus,Brussels,uso,Venus,Us,us,Tus,houso,,,,,,,,,,
164,Spain,Paincr,Sooncr,,,,,,,,,,,,,,,,,,,
165,proceod,Santa Croce,Santa-Croce,SANTA CRUZ,Santa-Croco,,,,,,,,,,,,,,,,,
166,agruff,Parsonage,Lageur,Brummagem,agen,Eugeno,Regent,,,,,,,,,,,,,,,
167,inn,Inn,Inudanum,,,,,,,,,,,,,,,,,,,
168,Tex Lacifer,"Pacific,—I",Vinciblo,Incifer,,,,,,,,,,,,,,,,,,
169,torrenta,Mentor,Centaur,,,,,,,,,,,,,,,,,,,
170,Somers Town,Jersey,Somersetshiro,Someot,Berkshire,Somersetshire,Wrsed,Lancashire,,,,,,,,,,,,,,
171,Jostling,tl.at,bustlo,gently;—stlil,Castle,St.,stl,"Castle
Ghichor",Bustle,,,,,,,,,,,,,
172,CCXVIL,Villabella,Rossville,Pentonville,Villa,Villabeila,VILLA,,,,,,,,,,,,,,,
173,Casteicicala,"Castel
Gicala",Custeleicala,Casielcicala,Jastelcicala,the State of Castelcicala,Icast,the Grand Duchy of Castelcicala,Eustelicala,Casteleicala,Castelelcala,Castelricala,telcicala,Castolcicalan,Castcleicala,Castelcicala,Calcutta,Casteletcala,Castelicicala,Castolcicala,Castel,Custelcicala
174,Baden-baden,Baden,,,,,,,,,,,,,,,,,,,,
175,Ladues,UU,Madum,Laduur,,,,,,,,,,,,,,,,,,
176,Egertou,Serta,St. Leger,Bgerton,Fgerton,Pomberton,Egypt,Egerton,,,,,,,,,,,,,,
177,universo,Dover,Fever,Ver~,Hanover,Sovereigns,Govern-,"the Governor
Generat",overa,Zove,Solera,Braver,,,,,,,,,,
178,thelr marble representa,Pressivnys,"presence,—I","justice,—I","penitence,—he",,,,,,,,,,,,,,,,,
179,Wicks,Banks,ks,Ks,,,,,,,,,,,,,,,,,,
180,polish’d,polis,Metropolitan,Lis,Neapolitan,,,,,,,,,,,,,,,,,
181,Ferdinand,miasina,China,dinand,Jinagination,in'a,Mcssatina,fina,ina,Selina,,,,,,,,,,,,
182,Piccadilly,Snow Hill,Bastille,dunghills,jilley,Cornhill,Ill,Brazil,Lille,Millbank,Ludgato Hill,,,,,,,,,,,
183,Americas,"North
America",Mesmerists,Meriag,Africa,Americky,America,,,,,,,,,,,,,,,
184,Paris,Parneseus,"Hyde
Park",Hyde Park,Park,the Green Park,Dark,,,,,,,,,,,,,,,
185,it'worth,Ravensworth Park,Craven,Ravensworth Hatt,Lovens,Ravensworth Hall,Pegsworth,Ravensworth,"Ravensworth
lal",Rickmansworth,,,,,,,,,,,,
186,Diab,Fiago,India,Sardinia,Lydia,Ia,Syria,ia,tian,Zianl,Yhia,Bohemia,Victoria,Iamp,Ho ia,Armonia,Tulia,,,,,
187,workus,New York,York,the Duke of York,"work,—it",,,,,,,,,,,,,,,,,
188,S$.,,,,,,,,,,,,,,,,,,,,,
189,Cingani,Cinganl,secing mo,Secing,,,,,,,,,,,,,,,,,,
190,Ne ite,Whittinghs,Whitechapel,White,whirls,Whitefriars,Yehiete,,,,,,,,,,,,,,,
191,MARKHAM,Kiehard Markham,sald Markham,Thon Markham,+ Markham,Marrict Markham,Eugeno Markham,Markharn,Markhar,Mark~,Markhain,Richerd Markham,BICHARD MARKHAM,"Mark
ham",Marklam,Murkhau,Markham,"Markham
Pince",Wichard Markham,,,
192,Clara Maberly,Clare Market,Leadenhall Market,Ideclare,Clarke,,,,,,,,,,,,,,,,,
193,oaly,lemaly,lesaly,Italy,palo,unsucceafaly,steraly,aly,Tealy,Traly,Aléum,firmaly,satiicaly,lyre,,,,,,,,
194,Prince Alborto,Alberto,Albeit,"Prince Albert,—tbrilling",Prince Alberto,Herbertstcin,,,,,,,,,,,,,,,,
195,Globo Town,Globe,Globe Towa,Glove Town,Camden Town,Globe Town,Globo,Yeiglod,,,,,,,,,,,,,,
196,"Diana,—I",nisatbanar San,Diana,,,,,,,,,,,,,,,,,,,
197,ting Norfolk Island,Norfolk,Norfolk Island,,,,,,,,,,,,,,,,,,,
198,daro,wero,deciero mo,whero,Rome,ero,repro-,perseroro,,,,,,,,,,,,,,
199,Field Mar,Titchfield,Field Oflicer,Spitalfields,Fields,Pitfield Streot,Field,Sheffield,,,,,,,,,,,,,,
200,"Rio
Janeiro",irouy,Janeiro,Geir,,,,,,,,,,,,,,,,,,
201,the Yellow Drawing Room,Yellow,the Yellow Drawing-room,the Yellow Drawing-Room,,,,,,,,,,,,,,,,,,
202,Bolter,Waterloo,Compter,Waterford,upat,Jaterior,pater=,Bayswater,,,,,,,,,,,,,,
203,Gravesend,"Qavendish
Square","Belgrave
Square",,,,,,,,,,,,,,,,,,,
204,Buffer,Gifferent,jiffey,differont,,,,,,,,,,,,,,,,,,
205,Middlesex,Griffin,Sheriffs,Sheridan,Middlesex Sheriffs,,,,,,,,,,,,,,,,,
206,Paradise,PanaDisE,Panama,,,,,,,,,,,,,,,,,,,
207,Rottenborpugh,Rotteuborough,Rottenbordugh,Rotterdam,Rottenborough Union,Boyrout,Rottenborough,,,,,,,,,,,,,,,
208,Sydney,Miza,Eliza Ssducy,Pliza Sydney,Eliza Sydney,Eliza Syduey,ELIZA SYDNEY,Elizabethan,,,,,,,,,,,,,,
209,bees’-win,Legino,wino,nino,wi,Windham,Asia Minor,,,,,,,,,,,,,,,
210,Club,mn,Calumny,,,,,,,,,,,,,,,,,,,
211,personu,elysian bower,Persia,Persiat,,,,,,,,,,,,,,,,,,
212,Bonn,Sawboues,Sawbones,,,,,,,,,,,,,,,,,,,
213,nh,tanh Jady,Nh,,,,,,,,,,,,,,,,,,,
214,"you,—if","bed,—not","you,—not",,,,,,,,,,,,,,,,,,,
215,Quoen,aleng,El'en,tbat rovenge,Bvoeng,Brvgeng,Englishinen,Eng,,,,,,,,,,,,,,
216,rotrievo,MYSTERIES,Jeemetries,Minories,scribabie,KRIES,Fieschi,MY6TERIES,Harries,,,,,,,,,,,,,
217,Bee pago,the Emerald Isle,Carribbee Islands,the Isle of Man,the Carribbee Islands,,,,,,,,,,,,,,,,,
218,seech,huge;piece,Areecss,Greece,,,,,,,,,,,,,,,,,,
219,Vesuvius,IU,Piumptre,,,,,,,,,,,,,,,,,,,
220,herg,"her,—she",house’—Thereupon,Yhere,el rere,Phere,,,,,,,,,,,,,,,,
221,automaton,Tong,Butmy,& tono,puton,Buton,,,,,,,,,,,,,,,,
222,Scuttle,Rattlosnake,Dattle,,,,,,,,,,,,,,,,,,,
223,Livee,Elica,Julia,Limite,Dublin,Usiglio,Terlizzi,Friuli,n’oubliez,Libya,Slike,Lieges,Elien,Li,,,,,,,,
224,me;’—and,"man,”—and","writing,—and",buzzim!”—and,"vame,—and","behind,—and","wildly,—at","joy,—and","fault,—an","him,—and",,,,,,,,,,,,
225,Duteh,Scotland,Yoted,Scoteh,,,,,,,,,,,,,,,,,,
226,Ireland,"Philip
Island",Poland,Slaek,the British Islands,Philip Island,Holland,Slavéy,the South Sea Islands,"Inscoessible
Islands",Leeward Island,Island,,,,,,,,,,
227,Fobruary,Febraary,Whea,Leary,n0,"heard,—a",Heary,,,,,,,,,,,,,,,
228,sherry.,"Cherry
Park",Schen,Cherry,,,,,,,,,,,,,,,,,,
229,Weare,Dearest Reginald,Dearest,Dear mo,,,,,,,,,,,,,,,,,,
230,the East Indies,the West Ind,West Indian,the West End,the West Strand,the West Indies,,,,,,,,,,,,,,,,
231,Lower,Lower Union,Swallowing,"low,—I",Holloway,howevor,Hounslow,the Tower Hamlets,Lorrowed,Lower Holloway,,,,,,,,,,,,
232,Circassia,Russia,Jossica,Asia,CasrEzcroaza,cassia,quassia,cass,,,,,,,,,,,,,,
233,Temple,NAPLES,Naples,,,,,,,,,,,,,,,,,,,
234,"wi
dor",Sultan,"wi
sult",,,,,,,,,,,,,,,,,,,
235,Monroes,Almonry,Monroe,,,,,,,,,,,,,,,,,,,
236,clapsod,Clapton,Upper Claptou,Upper Clapton,,,,,,,,,,,,,,,,,,
237,methodist,thun,Katho-|,Anothor,Tho river,thou,Thon,Thsre,Tooth,withont,Soho,Tho,,,,,,,,,,
238,consta-,Jution,Gutity,Constitution Hill,Constitution-,,,,,,,,,,,,,,,,,
239,Saint Theo-,Saint Theodosla,St. Theodosia,Saint Theodosia,,,,,,,,,,,,,,,,,,
240,Turkey,Melbourne,Turin,Furnisher,TuRN,,,,,,,,,,,,,,,,,
241,Laffeur,Lafienr,Laficur,,,,,,,,,,,,,,,,,,,
242,fort,Beaufort,’—'For,Misfortunes,Tilbury Fort,Fort,Frankfort,fortin,Port,,,,,,,,,,,,,
243,Placo,Markham Plios,AMarkbam Place,Markham Place,Markham Placo,,,,,,,,,,,,,,,,,
244,Birchin,Birmingham,Bird-Cage Walk,Bir,,,,,,,,,,,,,,,,,,
245,Iwood,Woodcat,Greeawood,Agrood,Greenwich,Greenwood,,,,,,,,,,,,,,,,
246,Appendia,"Dapper to-
wards",Dapper,,,,,,,,,,,,,,,,,,,
247,Danstable Manor,Honourables,Dunstable;—then turn+,Dunstable,Manor,Bazzano,Dunstable Manor,,,,,,,,,,,,,,,
248,"New
Zealand",New Zealand,,,,,,,,,,,,,,,,,,,,
249,mt,MT,Mt,,,,,,,,,,,,,,,,,,,
250,Iimb,himseli ina,Joosely,Biihe,Biimself,,,,,,,,,,,,,,,,,
251,Ieabelle,Isavella,Tsabelia,Isabeila,Jsabella,,,,,,,,,,,,,,,,,
