cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15
67,Le soleil,Île s’,le soleil,soleil,,,,,,,,,,,,
68,M. de Brisbane,golfe de Sagone,|,gare de Beuzeville,vicomtesse de Libreville,Beuzeville,terre de Barville,aüt de la chaire des imprécations,,,,,,,,
69,Jambes,Jambe,Be,,,,,,,,,,,,,
70,l’,L’,,,,,,,,,,,,,,
71,Watteville,château de la Villette,Batteviile,Villette,Batte-,Batteville,Libreville,,,,,,,,,
72,Religion,FE,Fection,,,,,,,,,,,,,
73,Lexpertise des Vaud,Le,Lest.partout,riple,P'Angle-,Naples,mariez-les,Îles,Péuples,Les,Île,,,,,
74,surfabeno,fa-,Fa,Fans,,,,,,,,,,,,
75,Mira,près-midi,Midi,Dis,È,,,,,,,,,,,
76,Éetretat,Étre,Életat,Notre-Dame du Gros-Ventre,Étretat,,,,,,,,,,,
77,un',N'ai-je,"É
3 Æ",-.Je',,,,,,,,,,,,
78,Sainte-Hélène,hümains,Saint-Léonard,Soudain,dain,,,,,,,,,,,
79,mignonne,garonne,Mignonne,,,,,,,,,,,,,
80,mon-beau-frère,Madère,rère,,,,,,,,,,,,,
81,2 Li,Milieuème,obséquieux,Jülien,supplie,Lieu,Julien,,,,,,,,,
82,terrifi,Angleterre,s’exalter,terre,serrure,perret,,,,,,,,,,
83,honteuse,émus,dormeuse,us,"Écu-
meuse",b,meuse,Vouset,,,,,,,,
84,la France,sance,Fr,s‘blancs.-,France,franchit,L{ran,,,,,,,,,
85,V'escalier,d'Italie,Italie,,,,,,,,,,,,,
86,iäseté,nsäet,etle,Etle,Jet,,,,,,,,,,,
87,Gao,Sachez,Piana,-de-Ganache,Ganache,,,,,,,,,,,
88,val d'Ota,d’,val d’Ota,,,,,,,,,,,,,
89,Lamentable,s’'augmentent,Sentimentale,"Er
Lentement",Dentu,surgirent.de,Lentement,Ésouvent,,,,,,,,
90,vert-de-gris,aipardonna,pau,Ù,paris,m’,Paris,Arrêtér,,,,,,,,
91,d2,Ç,,,,,,,,,,,,,,
92,crois,Roi-Louis,Voix,Trois-Mares,isra,Autrefois,moi,Quelquefois,bois bruni,Fois,,,,,,
93,Suisse,alaise,Encaissée,Palais-Royal,Laisse-,,,,,,,,,,,
