cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11
33.0,Océan jusqu’,Océan,jusqu’,jusqu,qu’,,,,,,,
34.0,s’exalter,d’alternes,,,,,,,,,,
35.0,rère,Madère,au-,mon-beau-frère,rémonie,,,,,,,
36.0,el hourrue,Rue,choua,,,,,,,,,
37.0,Four,Four-,Dour,Bourse,,,,,,,,
38.0,Tongs,Songe,bäton,,,,,,,,,
39.0,sais-tu,Sais-tu,sais,trouves-tu,Sacré-Cœur,,,,,,,
40.0,Îles,Les,Île,,,,,,,,,
41.0,cher,pôche,Corniche,Sachez,,,,,,,,
42.0,moselle de la Roche-Aubert,ellis,javelle,Éternelle,tonnelle,Elle-s’,Elle,"|

- Elle",fille;Elle,Ellerentrait,Chambre-aux-Demoiselles,Ellé
43.0,Chicorées,Évaporée,,,,,,,,,,
44.0,Yport,apporte-les-moi,Port,| Yport,Torturée,Port ‘,,,,,,
45.0,Val,val,eval,val d'Ota,dévala,"air
du Val",val d’Ota,,,,,
46.0,"pays de
L tout parsemée",pays qu’,pays de Ceux,,,,,,,,,
47.0,Répondez,Réponds,,,,,,,,,,
48.0,Rollebosc,Bassolle,Folle,élle,,,,,,,,
49.0,Religion,Fection,,,,,,,,,,
50.0,Watteville,Varneville,Batteviile,Brisseville,Batteville,Batte-,Libreville,,,,,
51.0,Normande,Normand,Hollande,Normandie,,,,,,,,
52.0,M. de Brisbane,gare de Beuzeville,terre de Barville,pau,Beuzeville,golfe de Sagone,,,,,,
53.0,Lampre,Fécamp,Camp,phare de Fécamp,,,,,,,,
54.0,serrure,perret,Per,,,,,,,,,
55.0,Jambes,Jambe,,,,,,,,,,
56.0,Fourville,Courville,Barville,Tourville,Gourville,Godarville,Goderville,,,,,
57.0,Méditerranée,Jeané,la-Méditerranée,,,,,,,,,
58.0,Cana,Piana,Cany,,,,,,,,,
59.0,d’aiguille,ille,Oreilles,daille,lille,château de la Villette,Villette,"couvent

de Versailles",,,,
60.0,ine,Madeleines,Athènes,rome,Romäines,Chine,,,,,,
61.0,éanne,EtJeannes’,Jéanne,,,,,,,,,
62.0,Le soleil,BÉTE S,le soleil,Île s’,soleil,,,,,,,
63.0,etle,Etle,,,,,,,,,,
64.0,Providence,Florence,Provence,,,,,,,,,
65.0,Rosalie,t Rosalie,,,,,,,,,,
66.0,Allemagne,ler,alle,Coder-,Aller-,alluma,,,,,,
67.0,s’irritaitencore,Était-,Tai,,,,,,,,,
68.0,Voyez,Fuyez,Croyez->ou,Crott,Croyez-,,,,,,,
69.0,s’assoupir,s’as-,,,,,,,,,,
70.0,taillis dépouillés,Lés,Bouillon,LON,s’agenouill-,,,,,,,
71.0,rpré,Brise-,suré,surfabeno,Surprise,,,,,,,
72.0,"el
morne",Mornes,,,,,,,,,,
73.0,Sainte-Hélène,nice,t-luis,Saint-Léonard,,,,,,,,
74.0,anca,L{ran,s’'enfoncer,franchit,la France,sance,France,,,,,
75.0,droïte,crois,Roi-Louis,édroite,,,,,,,,
76.0,marseille,Marseille,cueillie,,,,,,,,,
77.0,bonIëu£,Bonsoir,"Raven-

Soirés",,,,,,,,,
78.0,Éetretat,Étre,Étretat,Életat,,,,,,,,
79.0,hümains,sapins,,,,,,,,,,
80.0,"Rue

Dès","rue
Sauvage",rue du Sauvage,vallon sauvage d'Ota,,,,,,,,
81.0,pides,Lexpertise des Vaud,"facon des
mans",Fans,,,,,,,,
82.0,Évisa,Lise,2 Li,Lisan,,,,,,,,
83.0,quiéter,Côte,chuckôter,,,,,,,,,
84.0,gônflée,mélée,,,,,,,,,,
85.0,Voulez,piéds;. Poulet,Paulet,souleva,Poulet,,,,,,,
86.0,Rouen,Remontée,mont Roudet,,,,,,,,,
87.0,dain,moi,Sou-,Soudain,,,,,,,,
88.0,e Havre,au Havre,du Havre,le Havre,rue du Havre,collège du Havre,1 Havre,,,,,
89.0,Impureté,"ba-
ron",Vouset,iäseté,,,,,,,,
90.0,Faire,l'Empire,Lemaire,Lire,surgirent.de,,,,,,,
91.0,U— Plus,Capitaine,la Seine,La plaine,,,,,,,,
92.0,Cigogne,"col
fl",champagne,ogne,cognac,Cologne,,,,,,
93.0,Corse,t-la Corse,La Corse,,,,,,,,,
94.0,"Co |

Dè rares",Sèvres,Londres,Apôtres,Trois-Mares,ôres,,,,,,
95.0,obséquieux,supplie,Milieuème,Jülien,Julien,Lieu,,,,,,
96.0,Avez,Savez,,,,,,,,,,
97.0,s’'augmentent,"Er
Lentement",Lentement,,,,,,,,,
98.0,ciguëne,près-midi,Midi,,,,,,,,,
99.0,Las,LAS,,,,,,,,,,
100.0,rêver,hameau de Verneuil,Verneuil,,,,,,,,,
101.0,changée,Enchaînée,Adélaïde,semblaïenchanté,,,,,,,,
102.0,jura,"courant d' air
du porche",rs-,Coursil,Ajaccio,rs-accourait,,,,,,
103.0,"| |

Hauts",Là-haut,,,,,,,,,,
104.0,Dentu,Lamentable,Ésouvent,Oriental,Sentimentale,,,,,,,
105.0,rer,bésigne,Gésirer,,,,,,,,,
106.0,aüt de la chaire des imprécations,Laäre de l'Eure,lune,Pas de lune,,,,,,,,
