cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17
48,apporte-les-moi,Yport,Torturée,| Yport,Port,Port ‘,Évaporée,,,,,,,,,,,
49,Godarville,Ilécrivit,Fourville,Gourville,Tourville,Barville,Goderville,Courville,,,,,,,,,,
50,Bonsoir,Lison,s’assoupir,sson,Songe,Sonna,,,,,,,,,,,,
51,Ma-,Madère,rère,Dè,,,,,,,,,,,,,,
52,Mâdame,Mädame,mer invisible,Pyrame,Me,rome,E,éotnme,,,,,,,,,,
53,Toüt,toujoürs,poür,,,,,,,,,,,,,,,
54,Suisse,ÏS,Brise-,Î,suré,Surprise,rpré,,,,,,,,,,,
55,Bastia,Barbes,barôn,BA,cuba,"ba-
ron",,,,,,,,,,,,
56,la-Méditerranée,Méditerranée,Jeané,,,,,,,,,,,,,,,
57,marseille,cueillie,daille,"couvent

de Versailles",s’agenouill-,Varneville,IL,taillis dépouillés,Oreilles,Marseille,lille,d’aiguille,ille,fille;Elle,élle,Allemagne,Libreville,Brisseville
58,M. de Brisbane,phare de Fécamp,I,moselle de la Roche-Aubert,hameau de Verneuil,gare de Beuzeville,vicomtesse de Libreville,Beuzeville,terre de Barville,,,,,,,,,
59,Jambes,Jambe,Be,,,,,,,,,,,,,,,
60,Watteville,château de la Villette,Batteviile,Villette,Quittez-le,Batte-,Batteville,,,,,,,,,,,
61,mon-beau-frère,Là-haut,nu-bras,pau,Ju-,au-,Sou-,,,,,,,,,,,
62,Lexpertise des Vaud,Le,Lest.partout,riple,P'Angle-,Naples,mariez-les,Îles,u%,Péuples,Les,Île,,,,,,
63,surfabeno,fa-,Fa,Fans,,,,,,,,,,,,,,
64,Mira,près-midi,Midi,Dis,,,,,,,,,,,,,,
65,Éetretat,Étre,Életat,Notre-Dame du Gros-Ventre,Étretat,,,,,,,,,,,,,
66,un',N'ai-je,-.Je',,,,,,,,,,,,,,,
67,hümains,Soudain,dain,"É
3 Æ",,,,,,,,,,,,,,
68,Milieuème,obséquieux,Jülien,m-,Tiens,supplie,Lieu,Julien,,,,,,,,,,
69,Afrique,Amérique,L'Amérique,l'Afrique,,,,,,,,,,,,,,
70,crispé,Cri-,aipardonna,paris,Paris,Arrêtér,,,,,,,,,,,,
71,ÿ Xi,Ts,deuxijouts,,,,,,,,,,,,,,,
72,terrifi,Te,Angleterre,s’irritaitencore,s’exalter,quiéter,terre,serrure,perret,,,,,,,,,
73,sais-tu,isra,Encaissée,Lisan,Saint-Léonard,aimais,Évisa,sais,Sais-tu,maison,,,,,,,,
74,honteuse,mer par-dessus,émus,dormeuse,us,"Écu-
meuse",meuse,Vouset,,,,,,,,,,
75,Océan,CE,Grèce,la France,sance,Fr,s‘blancs.-,F7,France,franchit,L{ran,,,,,,,
76,V'escalier,Rosalie,t Rosalie,d'Italie,Oriental,Italie,,,,,,,,,,,,
77,l’,L’,,,,,,,,,,,,,,,,
78,iäseté,nsäet,etle,Etle,Jet,,,,,,,,,,,,,
79,Gao,Sachez,He,Piana,-de-Ganache,c0chér,pôche,Ganache,,,,,,,,,,
80,2 Li,Faire,Religion,Lemaire,Gésirer,l'Empire,Lire,,,,,,,,,,,
81,val d'Ota,d’,val d’Ota,,,,,,,,,,,,,,,
82,Lamentable,s’'augmentent,semblaïenchanté,blaient,Sentimentale,"Er
Lentement",Dentu,Impatienté,A,Lentement,Bientôt,Ésouvent,,,,,,
83,crois,Roi-Louis,Voix,Autrefois,moi,bois bruni,Fois,,,,,,,,,,,
84,Es,.$eS,trouves-tu,Athènes,pides,Larmes,ES,,,,,,,,,,,
