cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11
85,S,Te,ciguëne,Etle,"ba-
ron",,,,,,,
86,Océan,EtJeannes’,éanne,Jéanne,,,,,,,,
87,tricotani,Chicorées,Mascotte,Picot,,,,,,,,
88,la France,sance,France,franchit,L{ran,,,,,,,
89,Lexpertise des Vaud,Fans,"facon des
mans",pides,,,,,,,,
90,calmé,calme-toi,caleçon,,,,,,,,,
91,Sachez,-de-Ganache,Ganache,,,,,,,,,
92,Lamentable,s’'augmentent,Sentimentale,"Er
Lentement",Dentu,BA,Lentement,Ésouvent,,,,
93,blaient,droïte,Tiens,Oriental,Impatienté,Bientôt,,,,,,
94,vert-de-gris,paris,Paris,,,,,,,,,
95,lune,stan,Larmes,,,,,,,,,
96,Provence,s’'enfoncer,neûs,Providence,Florence,,,,,,,
97,Suisse,alaise,Encaissée,Palais-Royal,Évisa,Laisse-,,,,,,
