cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9
45,Léona,au Havre,château de Beauregard,Châteaux-Blancs,château de,Plutôt,,,,
46,Faut,États-Unis,,,,,,,,
47,VI,Occident,Providence veillât,Accidenté,Providence,,,,,
48,Ohio,la feuillée,vallée de l',chaumière de l'Ohio,Eoah,vallée de l'Ohio,L'Ohio,,,
49,J'ai tenu ma promesse,Maleval,comtesse de Maleval,Tes,parc de la comtesse,châtelaine de Maleval,,,,
50,Essayez,Soyez,Voyez,Fuyez,,,,,,
51,Asie,merisier,Parisien,faix,Paris,Louisiane,,,,
52,Hommes,bowie-knives,Sommes,Merci,Comment,Commercy,,,,
53,Angleterre,tu*.,Interrogez,Terre Sainte,terre,,,,,
54,regardez le soleil,Yankées,soleil,Le soleil,Créole,,,,,
55,lune,Aucune,,,,,,,,
56,Bravo,Bois-Brûlés,Bois-Brûlé,brave Bois-Brûlé,Le bois-brûlé,bois-brûlé,,,,
57,Maintenant,Devant,Posant,île Anticosti,,,,,,
58,Luy,Vêtu,Jean-Pol,mawkawis,,,,,,
59,d'Espagne,baie d'Hudson,seuil de la maisonnette,pyramides de Cholula,ligne de Tisona,Joignez,Va,,,
60,Savez,hein,Observez,Relevez,Avez,Çà,,,,
61,baie des Marmousets,Anse-aux-Marigots,anse des Marigots,Marigots,,,,,,
62,Partons,Pas,Washington,Notons,,,,,,
63,Voilà,Sçavoir,,,,,,,,
64,Bisons-Hurons,Remonterons,Fumerons,Hurons,wampums,Loups-Hurons,bah,Huron,,
65,Mississipiens,Assis,Mississipi,,,,,,,
66,Canadiens,Canadienne,whiskey,Canada,Canadien,,,,,
67,Ahan,Armand,Kouha-Handé,,,,,,,
68,Jérusalem,Cordialement,Parfaitement,Fatalement,Vraiment,,,,,
69,Européens,Europe,l'Europe,pic,,,,,,
70,Soudain,méritez,Américains,Cincinnatus américain,,,,,,
71,Embroché,Guyenne,Reviendrez,Vienne,,,,,,
72,Bonsoir,Soit,Sois,,,,,,,
73,New-York,Hermine,Camarades,Royal-Marine,,,,,,
74,Venise,Berger,Apprenez,Venez,,,,,,
75,bivouaquerai,Douterais-tu,Doué,jurerais,Douterais,,,,,
76,Pilma,scapulaire,Vire,,,,,,,
77,Montréal,cap des Monts-Pelés,rivière de Montmorency,Saut de Montmorency,,,,,,
78,Dieppe,Cordieu,Dinwidie,,,,,,,
79,Œil-de-bœuf,I,Corne-bœuf !,Œil-de-Bœuf,,,,,,
80,du Nord,l'Amérique,Nord,Amérique,cap du Chat,Amérique du Nord,l'Amérique du Nord,,,
81,fort Duquesne,Formé,Petit-Fort,fort Rupert,,,,,,
82,Peuh,Saint-Laurent,fleuve Saint-Laurent,Le Saint-Laurent,,,,,,
83,L'Indien sourit,brelandier,IV,toldos indiens,Indien,Indiens,Les Indiens,Virginie,Indien Belaware,L'Indien
84,la Belle-Rivière,Rivière,Belle Rivière,cascabel,Belle-Rivière,,,,,
