cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15
54,pre Roux,-:¬,couvent Brugnon,Sortez,pre Brugnon,s--,,,,,,,,,,
55,verildc,peri,per labia,,,,,,,,,,,,,
56,Pres,Affaires,levres,Ouvrezl,,,,,,,,,,,,
57,ellE,elLE,E,"¬
 ELle",ſelLe,buis,"Il’hEuRe’́ elLE S

2",blmer,ELLe,ELlE,,,,,,
58,"placel -
Courons",accouchce,couseuses,,,,,,,,,,,,,
59,rreendet,mrs,endever,Entendez,enterrement198,,,,,,,,,,,
60,Armandine,Vermand,mitan-c0t,Arman-,,,,,,,,,,,,
61,Vierge,pau,Vieux,el,lReviendront,pauvIe,io,,,,,,,,,
62,Dizy,¬ ¬1,,,,,,,,,,,,,,
63,Est,C0NSCRIPTION-,destination1,,,,,,,,,,,,,
64,-F,piece,I------------,pays.r---,JE,g-----,ca,.p,----cI,fele.as----.a-,,,,,,
65,MO vILLAGE,N1LLAGlE.,MO N VILLAGE,MION VI1LAGE,vILLAGE,Le¬,"Rose
MON VILLAGE",IO yILLAGE,S2,MON ILLAGE,MI0N VILLAGE,plaga,,,,
66,Berenice,enie,mre Denis,beni,,,,,,,,,,,,
67,PETIT1ON,Perpctue,"petiote 
Perpctue",Perpdtue,Perpetue,,,,,,,,,,,
