cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22
41,Mlon,¬¬,Adonc,M01 ON,dragon,Bonsoir,ON,PETIT1ON,.l,C0NSCRIPTION-,t-on Dit-cel,charbon.t6,cctte ceremonie,destination1,,,,,,,,,
42,S S.,bine de Therese,L L,De L,S e de l e,ſ’,L  eomſ¬,,,,,,,,,,,,,,,,
43,Peie,piece,"rie sel
 AH",Lãd,Ie,Epelie,Riez,italie,ieea,Tiens,,,,,,,,,,,,,
44,Les bles,levres,Pres,Est,couseuses,Es,Garde-les,"Ll MiOISS0N
Est l6s",dessusAotyde-,ES,forcdes,,,,,,,,,,,,
45,"placel -
Courons",Arrive h Morlincourt,Morlincourt tot,Morlincoutt,Q,Mlorlincourt,Morlincourt,A32,,,,,,,,,,,,,,,
46,Mlaria,Lamariee,Mlarie,,,,,,,,,,,,,,,,,,,,
47,Maman,Manot,mangcs,,,,,,,,,,,,,,,,,,,,
48,blame,blmer,blme,,,,,,,,,,,,,,,,,,,,
49,"chose.140
 ON N1ELLE",ON N1ELLE,M1ON N1ELLE,,,,,,,,,,,,,,,,,,,,
50,a Agreez,Ouvrezl,Figurez,Agreez,,,,,,,,,,,,,,,,,,,
51,MO N VILLAGE,MI0N VILLAGE,"Rose
MON VILLAGE",MON ILLAGE,IO yILLAGE,MO vILLAGE,vILLAGE,plaga,N1LLAGlE.,,,,,,,,,,,,,,
52,ca,Ca,,,,,,,,,,,,,,,,,,,,,
53,----cI,s--,I------------,fele.as----.a-,g-----,pays.r---,,,,,,,,,,,,,,,,,
54,Clarisse,parigole,Par,Paris,Parisiens,paRfois,Parisien,,,,,,,,,,,,,,,,
55,Venez,Comprenez,"compagnes,-",,,,,,,,,,,,,,,,,,,,
56,montagne blanche,Cachez,accouchce,chutc,Tache,,,,,,,,,,,,,,,,,,
57,Sre eeſespriT’i,E e eeree,S’ree e,"S
ee e eie",rss  ee e e ee eſ,pe ole e e  deiee,jeſe gi e,"de3
 &ee e  reaeoueiſelleſe
e ?",ile idle e eo,Fee e   da  ei ſiciſ,"aae
- 
rss  ee e e ee eſ Je",eE  e i e ee i le re ee g,leie e e eie e,ee e ere e e doe e eſe,Ae e l ie eeelt e eie,Nſei,Epelie ro e ele eles,eSe e e e e,el  e e eni e l e istere ae u eterie,Fee e,leee e e l ep e e lee e e deoe,nat  e e er i oers  d e ie e e ee   e leisi,"a5 i
¬
ea ee ee  e ’ n e epr"
58,S’-,S’,,,,,,,,,,,,,,,,,,,,,
59,pre Roux,I,couvent Brugnon,pre Brugnon,A¬,,,,,,,,,,,,,,,,,,
60,¬2¬,rip’2,per labia,peri,verildc,,,,,,,,,,,,,,,,,,
61,precher,prechez,empeche,empecher,l.,,,,,,,,,,,,,,,,,,
62,mrs,teursl,rs,,,,,,,,,,,,,,,,,,,,
63,Lasl,aA,e.-¬ſ,"e.
L","renom.-
Lasl",,,,,,,,,,,,,,,,,,
64,L2,S2*.,S2,"s2
 A",s2,,,,,,,,,,,,,,,,,,
65,Pas-lh,T'arreteras-tu,S-,m48,bras-le-corps,.as¬,As-,,,,,,,,,,,,,,,,
66,"petiote 
Perpctue",1(3,Perpdtue,Perpctue,Perpetue,,,,,,,,,,,,,,,,,,
67,Faut,pauvIe,pau,,,,,,,,,,,,,,,,,,,,
68,S-e ’e3,S-e ’,S-e,,,,,,,,,,,,,,,,,,,,
69,Le soleil,MO,Mole,,,,,,,,,,,,,,,,,,,,
70,e,,,,,,,,,,,,,,,,,,,,,,
71,picd,maric,ricn,,,,,,,,,,,,,,,,,,,,
72,Frotte,salete,tE,Et¬,ntete,Sortez,tete,,,,,,,,,,,,,,,,
73,Yer-,.p,Alerte,ILe metier,rer,ler,,,,,,,,,,,,,,,,,
74,Roseet,Rose rcntre,Rosel,t6t  la danse,Rose,,,,,,,,,,,,,,,,,,
