cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26
15,P,oUi-ſr,Feuil-,L-1,,,,,,,,,,,,,,,,,,,,,,,
16,prechez,precher,empecher,empeche,rer,,,,,,,,,,,,,,,,,,,,,,
17,e’,E’,le’,je’,E e’e’,te’,,,,,,,,,,,,,,,,,,,,,
18,J3,,,,,,,,,,,,,,,,,,,,,,,,,,
19,le¬,Le¬,"I
E¬",lEtat,Le soleil,J',Mole,e,,,,,,,,,,,,,,,,,,,
20,MO,MO vILLAGE,Q,MION VI1LAGE,"Rose
MON VILLAGE",MI0N VILLAGE,vILLAGE,MO N VILLAGE,MON ILLAGE,IO yILLAGE,plaga,,,,,,,,,,,,,,,,
21,pre Roux,couvent Brugnon,pre Brugnon,,,,,,,,,,,,,,,,,,,,,,,,
22,t13,13I,T1I,,,,,,,,,,,,,,,,,,,,,,,,
23,AuJourd',.p,tournee,Tournez,Tous-,¬5,fourne,,,,,,,,,,,,,,,,,,,,
24,du Nord,ordonnee,Ignore,Mlor-,Nord,Or,,,,,,,,,,,,,,,,,,,,,
25,rs,teursl,mrs,,,,,,,,,,,,,,,,,,,,,,,,
26,lettree,Ee,Eeil,Seeei,sSt  ee,Voee,Eeeeile,"Hz
 S
eee iii ise",S',Nſei,Brlee,Veeree3,Ee  sle,,,,,,,,,,,,,,
27,"T.S
 i a sos 
toi",ees ds ail,toi,S S.,,,,,,,,,,,,,,,,,,,,,,,
28,AVez,Avez,Venez,,,,,,,,,,,,,,,,,,,,,,,,
29,lReviendront,endever,Entendez,rreendet,colonne Vend0me,Comprenez,enterrement198,,,,,,,,,,,,,,,,,,,,
30,ca,Ca,Cassiopeel,,,,,,,,,,,,,,,,,,,,,,,,
31,ntete,Sortez,tE,C0te,tete,salete,Frotte,,,,,,,,,,,,,,,,,,,,
32,S’-,S’,,,,,,,,,,,,,,,,,,,,,,,,,
33,¬1,¬ ¬1,,,,,,,,,,,,,,,,,,,,,,,,,
34,Rose rcntre,Roseet,t6t  la danse,Rosel,Rose,couseuses,,,,,,,,,,,,,,,,,,,,,
35,c0,destination1,sans.0N,C0NSCRIPTION-,io,,,,,,,,,,,,,,,,,,,,,,
36,JEſ,.je,Jeac-,jE T-e,Je-E,JE,Jean-Claude,,,,,,,,,,,,,,,,,,,,
37,-:¬,Perpctue,peri,Perpetue,Perpdtue,"petiote 
Perpctue",PETIT1ON,per labia,,,,,,,,,,,,,,,,,,,
38,A32,"s2
 A",S2*.,S2,s2,,,,,,,,,,,,,,,,,,,,,,
39,J-,A1,,,,,,,,,,,,,,,,,,,,,,,,,
40,N,Manot,Armandine,mitan-c0t,mangcs,Artaban,Arman-,Maman,Vermand,,,,,,,,,,,,,,,,,,
41,E e eeree,eE  e i e ee i le re ee g,pe ole e e  deiee,"Va’,e",eSe e e e e,"S
ee e eie",jeſe gi e,"a5 i
¬
ea ee ee  e ’ n e epr",Sre eeſespriT’i,"aae
- 
rss  ee e e ee eſ Je",S e de l e,Ae e l ie eeelt e eie,leie e e eie e,L  eomſ¬,"de3
 &ee e  reaeoueiſelleſe
e ?",Epelie ro e ele eles,ee e ere e e doe e eſe,rss  ee e e ee eſ,el  e e eni e l e istere ae u eterie,nat  e e er i oers  d e ie e e ee   e leisi,S’ree e,Fee e,leee e e l ep e e lee e e deoe,Fee e   da  ei ſiciſ,L L,ile idle e eo,De L
42,M',ſ’,MI0N,"Ll MiOISS0N
Est l6s",MI,,,,,,,,,,,,,,,,,,,,,,
43,Morlin-,Morlincoutt,Mlorlincourt,Mlorlin-,Morlincourt,Arrive h Morlincourt,Morlincourt tot,,,,,,,,,,,,,,,,,,,,
44,e.-¬ſ,"e.
L",Dizy,,,,,,,,,,,,,,,,,,,,,,,,
45,blmer,E,blme,blame,,,,,,,,,,,,,,,,,,,,,,,
46,- Qu',- Quoil,Voilh,,,,,,,,,,,,,,,,,,,,,,,,
47,S,rip’2,maric,ricn,picd,A,,,,,,,,,,,,,,,,,,,,,
48,decoree,Ouvrezl,Agreez,a Agreez,Figurez,,,,,,,,,,,,,,,,,,,,,,
49,Ceran,Francei Tiens,franciers,Fance,aVance,Fran-,France,Cran,la France,gencral,,,,,,,,,,,,,,,,,
50,i’,S-e ’e3,I,S-e ’,S-e,,,,,,,,,,,,,,,,,,,,,,
51,rIIImne,MN,,,,,,,,,,,,,,,,,,,,,,,,,
52,Savoyard,l.,OY,Voyez,,,,,,,,,,,,,,,,,,,,,,,
53,Jeacquet,afrique,QUE¬,Paques,queussi-qucumi,,,,,,,,,,,,,,,,,,,,,,
54,m-,Non-de-Non,Nom-de-Non,noml,"renom.-
Lasl",,,,,,,,,,,,,,,,,,,,,,
55,ELLe,reille,mele,L2,M0 V1ELLE,ſelLe,"¬
 ELle",ellE,ELlE,el,elLE,"Il’hEuRe’́ elLE S

2",,,,,,,,,,,,,,,
56,Clarisse,parigole,paRfois,Parisiens,Par,Parisien,N¬,Paris,,,,,,,,,,,,,,,,,,,
57,bras-le-corps,Pas-lh,.as¬,T'arreteras-tu,Lasl,S-,As-,,,,,,,,,,,,,,,,,,,,
58,italie,Peie,Tiens,Riez,ILe metier,ieea,"rie sel
 AH",piece,fieux,Epelie,Ie,Vieux,,,,,,,,,,,,,,,
59,Bassette,Assure,Eſss,Et¬,Assis,S-Seet,Basset,,,,,,,,,,,,,,,,,,,,
60,chambre de,Decnis,bine de Therese,Notre medecin,mre h,mre Denis,,,,,,,,,,,,,,,,,,,,,
61,Chanvriers,D,chanvrieres,,,,,,,,,,,,,,,,,,,,,,,,
62,Mlaria,Lãd,Lamariee,Mlarie,,,,,,,,,,,,,,,,,,,,,,,
