cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18
47.0,montagne blanche,prechez,Cachez,Tache,,,,,,,,,,,,,,,
48.0,reille,lille,,,,,,,,,,,,,,,,,
49.0,bine de Therese,De L,S e de l e,L  eomſ¬,,,,,,,,,,,,,,,
50.0,"placel -
Courons",Arrive h Morlincourt,Morlin-,Morlincourt tot,Morlincoutt,Mlorlincourt,Morlincourt,,,,,,,,,,,,
51.0,Nom-de-Non,Non-de-Non,,,,,,,,,,,,,,,,,
52.0,Palais-Royal,Mlais,,,,,,,,,,,,,,,,,
53.0,Ouvrezl,Figurez,Assure,,,,,,,,,,,,,,,,
54.0,ELLe,ſelLe,ellE,elLE,ELlE,"¬
 ELle","Il’hEuRe’́ elLE S

2",,,,,,,,,,,,
55.0,Nord,Ignore,du Nord,,,,,,,,,,,,,,,,
56.0,Wotre,Notre medecin,ILe metier,,,,,,,,,,,,,,,,
57.0,dragon,Venez,Comprenez,"compagnes,-",,,,,,,,,,,,,,,
58.0,Assis,Cassiopeel,,,,,,,,,,,,,,,,,
59.0,Peie,le¬,Le¬,,,,,,,,,,,,,,,,
60.0,male,Alerte,Sortez,ler,,,,,,,,,,,,,,,
61.0,Sre eeſespriT’i,E e eeree,"S
ee e eie",rss  ee e e ee eſ,E e’e’,pe ole e e  deiee,"de3
 &ee e  reaeoueiſelleſe
e ?",ile idle e eo,Fee e   da  ei ſiciſ,"aae
- 
rss  ee e e ee eſ Je",eE  e i e ee i le re ee g,leie e e eie e,ee e ere e e doe e eſe,Ae e l ie eeelt e eie,eSe e e e e,el  e e eni e l e istere ae u eterie,leee e e l ep e e lee e e deoe,nat  e e er i oers  d e ie e e ee   e leisi,"a5 i
¬
ea ee ee  e ’ n e epr"
62.0,gencral,Cran,,,,,,,,,,,,,,,,,
63.0,Maman,Manot,.as¬,mangcs,,,,,,,,,,,,,,,
64.0,pre Roux,couvent Brugnon,pre Brugnon,,,,,,,,,,,,,,,,
65.0,Bonnets,Adonc,ordonnee,colonne Vend0me,,,,,,,,,,,,,,,
66.0,per labia,peri,verildc,,,,,,,,,,,,,,,,
67.0,Desirde,dessusAotyde-,forcdes,,,,,,,,,,,,,,,,
68.0,mele,Epelie,Epelie ro e ele eles,,,,,,,,,,,,,,,,
69.0,Poulains,fontaine Sainte-Radegonde,Sylvain,,,,,,,,,,,,,,,,
70.0,rip’2,C0NSCRIPTION-,destination1,,,,,,,,,,,,,,,,
71.0,precher,empeche,empecher,,,,,,,,,,,,,,,,
72.0,Paris,Parisiens,Parisien,Tiens,,,,,,,,,,,,,,,
73.0,sans.0N,t6t  la danse,,,,,,,,,,,,,,,,,
74.0,noml,Lasl,"renom.-
Lasl",,,,,,,,,,,,,,,,
75.0,Crois-tu,Par,paRfois,,,,,,,,,,,,,,,,
76.0,AVez,Avez,,,,,,,,,,,,,,,,,
77.0,pauvIe,pau,,,,,,,,,,,,,,,,,
78.0,Jeacquet,Jeanneton,Brlee,Jeac-,,,,,,,,,,,,,,,
79.0,Bonsoir,charbon.t6,,,,,,,,,,,,,,,,,
80.0,parigole,Le soleil,Mole,,,,,,,,,,,,,,,,
81.0,ntete,tete,,,,,,,,,,,,,,,,,
