cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18
27.0,Freguezia,burguezia,Urgia,largueza dos campos,Erguera,,,,,,,,,,,,,,
28.0,Philosophos,griphos,philosophar,,,,,,,,,,,,,,,,
29.0,Vicente,Nascente,aviso:--«Licença,Enternecido,accrescentava,"salpicava
scentelhas",S. Vicente,,,,,,,,,,,,
30.0,S. Domingos,Domingo,mingoa,Torre aos Domingos,Dom,Domingues,,,,,,,,,,,,,
31.0,Mandarim,Mandae,vianda,Mande,Arminda,Lenda,Many,,,,,,,,,,,,
32.0,by U.S. federal laws,U.S.,,,,,,,,,,,,,,,,,
33.0,Sorte,Portella,Norte,Monforte,Cortiga,Morte,,,,,,,,,,,,,
34.0,Hotel Central,Hotel,Centro,"Hotel
Universal",Entrudo,Cintra,,,,,,,,,,,,,
35.0,ámanhã,Ámanhã,Amanhã,Vá ámanhã,Manhã,,,,,,,,,,,,,,
36.0,Chronica,Monicas,Annica,Tonifica,Thessalonica,,,,,,,,,,,,,,
37.0,Canta-Pedra,Cantapedra,estreito de Canta-Pedra,valle de Canta-Pedra,,,,,,,,,,,,,,,
38.0,Curiacios,Horacios,Curia,Notarios da Curia,,,,,,,,,,,,,,,
39.0,Gonçalo,Gonçalinho,Gonçalo Mendes,Gonçalo Ramires,"d'onde
Gonçalo",Gonçalão,,,,,,,,,,,,,
40.0,Ajudado,"Céo
accuda",Açodado,,,,,,,,,,,,,,,,
41.0,Governo Civil,"Governo
Civil",Governo,Governo do S. Fulgencio,"Governo Civil de
braços abertos",,,,,,,,,,,,,,
42.0,encommóda,Encolheu,Commovido,commerciaes,,,,,,,,,,,,,,,
43.0,do Japão,Japão,,,,,,,,,,,,,,,,,
44.0,Governador,Governador Civil de Oliveira,Governador Civil,Governador Civil infamias são bagatellas,Governador Civil do Districto,Governador Civil de Monforte,"Governador Civil
d'Oliveira","Governador
Civil","Governador Civil
de Oliveira",Moderna,Governador Civil infamias,"Governador
Civil.--E",Governador detestavel,Governador das Armas d'Entre-Douro e Minho,Governador Civil?...,,,,
45.0,magnolia,melancholia,,,,,,,,,,,,,,,,,
46.0,Molle,ponta molle da orelha,molle,,,,,,,,,,,,,,,,
47.0,d'Historia,Historia de França,Historia,d'Historia*,,,,,,,,,,,,,,,
48.0,Estado,Cortador,Coitado,Affoutado,Tratado,Estação,Instado,,,,,,,,,,,,
49.0,Amadis,Animada,d'uma ramada,enramada d'hera,Honra,"ramada do carvalho de S.
Froalengo",Melodrama,d'hera,,,,,,,,,,,
50.0,Correspondencia,Ascendencia,Correspondencias,,,,,,,,,,,,,,,,
51.0,Ricos-homens,Ricos-Homens d'Hespanha,Ricos-Homens de Portugal,Criticos,Rico Homem,,,,,,,,,,,,,,
52.0,Bruxas,rexas,,,,,,,,,,,,,,,,,
53.0,quasi branca,jaleca,pileca branca,sedinha branca,,,,,,,,,,,,,,,
54.0,Corinde,"valle
de Corinde",Corinde...,,,,,,,,,,,,,,,,
55.0,virotões,Simões,Virotes,,,,,,,,,,,,,,,,
56.0,"barbada,--que",barbacan,esfuracando,eirado da barbacan,portello das barbacans,barbeava,"eirado da
barbacan...",,,,,,,,,,,,
57.0,"Cruz
das Almas",Almas,"«Cruz
das Almas",Cruz das Almas,,,,,,,,,,,,,,,
58.0,Figueira da Foz,Queira,Esgueira,bosque de roseiras,Cerqueira,,,,,,,,,,,,,,
59.0,Secretaria,Gazeta,Secretario Geral,Secretarias,Tartaria,,,,,,,,,,,,,,
60.0,Transvaal,Franziu,Francezes,Francfort,França,Casa de França,,,,,,,,,,,,,
61.0,Academica,Picadeiro,demitto,Academias,Cadeia,,,,,,,,,,,,,,
62.0,Convento de S. Domingos,"graça n'este bello palacio de
S. Domingos",convento de S. Domingos,Poço de S. Domingos,convento de S. Bento,,,,,,,,,,,,,,
63.0,Capital,Capitulo,Capitanea,Titulo,,,,,,,,,,,,,,,
64.0,Alcacer,Alcacer-Kebir,Alcaide,,,,,,,,,,,,,,,,
65.0,sachristão,Christo,tristeza,Christãos,Christovam,,,,,,,,,,,,,,
66.0,Imperatriz,Imperio,d'Imperatriz da Russia,,,,,,,,,,,,,,,,
67.0,Caramba,Caramulo,Tibulo,,,,,,,,,,,,,,,,
68.0,Ministerios,Ministerio,Tunis,Ministerio da Fazenda,Ministerio do S. Fulgencio,Ministerios...,,,,,,,,,,,,,
69.0,Natal,Mata,"Natal o
Relho",,,,,,,,,,,,,,,,
70.0,limpou,Limpa,,,,,,,,,,,,,,,,,
71.0,Bispo,Crispola,Bispos,,,,,,,,,,,,,,,,
72.0,valle estreito,"Valle de
Josaphat",valle,monte e valle,"valle
de",valle surde,valle da Riosa,valla,valle muito fundo,Valle-Murtinho,,,,,,,,,
73.0,Camaras,bacamartes,Camara,relogio da Camara,Amarante,torre da Camara,Diario das Camaras,Camara...,Gamas,,,,,,,,,,
74.0,Abalou,abalára,,,,,,,,,,,,,,,,,
75.0,remoçava,alvoroçava,Moçambique,,,,,,,,,,,,,,,,
76.0,Choupal,upa,,,,,,,,,,,,,,,,,
77.0,Açor negro,Açor,cova negra,,,,,,,,,,,,,,,,
78.0,Villa Real de Santo Antonio,"Santos
Maldonado",santos,Santo,Santos,Ai Santo,,,,,,,,,,,,,
79.0,Chafariz,Chafariz...,Largo do Chafariz,"Largo do
Chafariz",,,,,,,,,,,,,,,
80.0,Mithologia,sequito,Vomito,physionomia,,,,,,,,,,,,,,,
81.0,Jantar,Santa,Santa Rosa de Lima,Santa Barbara,phantasia,Bica Santa,Santa Aldonça,,,,,,,,,,,,
82.0,Levado,Cavado,Beliscava,Riba-Cavado,Trovador,Sacavem,,,,,,,,,,,,,
83.0,Severosa,Prosa,Rosa,tenebrosa,boa Rosa,d'Urros,Pedrosa,,,,,,,,,,,,
84.0,Villas,Villar Mendes,Tordesillas,Villa,Villa-Velhas,Villa Clara,villanagem,villão,Villegas,Villico,,,,,,,,,
85.0,Leonel,Nunes,Leonez,Leoneses,,,,,,,,,,,,,,,
86.0,D. Garcia,Garcia,,,,,,,,,,,,,,,,,
87.0,Marquez do Roncão,"Marqueza de
Louredo",Roncão,Marques Rosendo,Marquezes de Cója,,,,,,,,,,,,,,
88.0,Pêgas,rua das Pêgas,Baroneza das Marges,"rua das
Vendas",rua das Hortas,,,,,,,,,,,,,,
89.0,Costa que S. Ex.^a,V. Ex.^a,Sua Ex.^a,V. Ex.^a...,Assigna V. Ex.^a,,,,,,,,,,,,,,
90.0,Ser,Serio,Serpa,serviçaes,,,,,,,,,,,,,,,
91.0,Opposição,Repartição,afan da Eleição,,,,,,,,,,,,,,,,
92.0,Lugilde,Ramilde,Gramilde,familia,Mathildes,,,,,,,,,,,,,,
93.0,Differença,Alferes,Alferes-Mór,Alferes do Pendão,,,,,,,,,,,,,,,
94.0,Briteiros,Brito,Acceitei,Mendo de Briteiros,,,,,,,,,,,,,,,
95.0,Dr. Julio,Dr.,idyllio,Julios,,,,,,,,,,,,,,,
96.0,"n'aquelle alto
da Villa",N'aquelle,Aquellas,n'aquella nova,Aquella,"Aquella
guedelha de trovador",aquellas,aquella grande fidalga,jaquetão,n'aquelle,aquelle,aquella linda,"aquella
sofrega",aquella rumorosa sympathia esparsa,Aquelle,"aquella
romantica",Ha n'ella,Treze Arruellas,n'aquella beira
97.0,bom Regenerador,Regenerador,genebra,"Centro Regenerador
da Couraça",Centro Regenerador,Regeneradores,,,,,,,,,,,,,
98.0,Craquêde,Santa Maria da Varge,Santa Maria de Craquêde,"Santa
Maria de Craquêde","Santa Maria de
Craquêde","Santa Maria de
Craquêde:--«Só",Santa Maria,Crêde,cabo de Santa Maria,"Santa Maria
de Craquêde",,,,,,,,,
99.0,Snr,--Oh Snr,Paço com o Snr,,,,,,,,,,,,,,,,
100.0,Ordonho,"Ordonho
Mendes",Ordonho Mendes,Mordomo-Mór,,,,,,,,,,,,,,,
101.0,seáras,pagára,Crassa,"work
with the phrase",veras,levára,,,,,,,,,,,,,
102.0,Almocei,Almodovar,Socega,,,,,,,,,,,,,,,,
103.0,d'Alvaralhão,Alvaralhão,Nun'Alvares,alva,,,,,,,,,,,,,,,
104.0,Gracinha,Torre Gracinha,Grainha,,,,,,,,,,,,,,,,
105.0,Poemeto do Tio Duarte,Poemeto,Poema,,,,,,,,,,,,,,,,
106.0,Rocilho,Filho-d'Algo,Rocio,Maltrapilho,,,,,,,,,,,,,,,
107.0,Tructezindo Ramires,divan,"Tructezindo
Ramires",Tructezindo Mendes Ramires,,,,,,,,,,,,,,,
108.0,veigas do Mondêgo,veigas,Racha do Moiro,,,,,,,,,,,,,,,,
109.0,fundia,Fundar,Sacudia,Mundo,rescendia,India,,,,,,,,,,,,,
110.0,Regedores,Regedor,,,,,,,,,,,,,,,,,
111.0,Feitosa_--por,Murtosa,Feitosa,"Feitor-mór das
Alfandegas",feijoal,,,,,,,,,,,,,,
112.0,Camolino,Marcolino do *Independente*--recolheu,Recolheu,Marcolino do Independente,,,,,,,,,,,,,,,
113.0,Languidamente,Precipitadamente,Hirtamente,Immediatamente,,,,,,,,,,,,,,,
114.0,Torre de D. Ramires_--pois,Torre de D. Ramires,"Torre de D.
Ramires",Torre de D.,Torre de Ramires,Torre de S. Matheus,,,,,,,,,,,,,
115.0,Obra,Dobraram,Azurara,,,,,,,,,,,,,,,,
116.0,sahi,Ahi,ahi,póde sahir,recahiu,Cahio,Sahira,,,,,,,,,,,,
117.0,Ponte,Hontem,Monte,Monte-Mór,Ponte...,Montemor,soccorro de Monte-mór,Traz-os-Montes,Monte-Agra,Echo de Traz-os-Montes,Montemór,Estonteado,Defronte,,,,,,
118.0,saphira,Ophir,Sophia,,,,,,,,,,,,,,,,
119.0,Calçadinha,Vendinha,Calçadinha de Villa-Clara,Calçada,Varandinha,,,,,,,,,,,,,,
120.0,surdia,surdiu,Misericordia,d'onde surdia,balburdia,,,,,,,,,,,,,,
121.0,Certesa,Côrtes,Côrte,,,,,,,,,,,,,,,,
122.0,Bom Deus,Mercê de Deus,Dente de Lobo,mercê de Deus,,,,,,,,,,,,,,,
123.0,boa nova,cantiga nova,boa nova de prestes soccorros,,,,,,,,,,,,,,,,
124.0,Pena,Serena,morena,"Serra
Morena",,,,,,,,,,,,,,,
125.0,"digno
Chefe do Districto",Redistribution,Districto,Districto do,Acto,,,,,,,,,,,,,,
126.0,Vim,Vimioso,d'Ulgoso,Gottoso,,,,,,,,,,,,,,,
127.0,Bravaes,aclarava,Vae,José Casco dos Bravaes,bravio,"Egreja dos
Bravaes",,,,,,,,,,,,,
128.0,Bibliotheca...,Bibliotheca,Bibliotheca nacional,,,,,,,,,,,,,,,,
129.0,Zambezia,Tambem,Votam,,,,,,,,,,,,,,,,
130.0,Quartel,Arte,Marte,d'Arte,,,,,,,,,,,,,,,
131.0,Mosteiro de Recadães,"mosteiro de
Craquêde",Mosteiro,Reposteiro-Mór,Fronteiro,mosteiro d'Arouca,mosteiro de Lorvão,Mosteiro de Lorvão,Mosteiro de Craquêde,mosteiro de Recadães,Mosteiro de Ribadaes,,,,,,,,
132.0,Lamego,Tordezello,Corvello,Lamello,Mindello,Rebellos,"Unhello,--e",,,,,,,,,,,,
133.0,Manchester,Arronches,Winchester,,,,,,,,,,,,,,,,
134.0,"Venancia
Rios",Riosa,Ariosa,,,,,,,,,,,,,,,,
135.0,Title,Titó,bom Titó,immenso Titó,,,,,,,,,,,,,,,
136.0,Tavira,Estirado,miradoira,Miradães,miradoiro,Casimiras,,,,,,,,,,,,,
137.0,Sunt Lacrymae Revistarum,Revista,Salt Lake City,,,,,,,,,,,,,,,,
138.0,Outubro,Lembra,Setembro,Dezembro,Novembro,Desembrulha,Septembro,,,,,,,,,,,,
139.0,dynastia d'Aviz,d'Aviz,Dynastias,,,,,,,,,,,,,,,,
140.0,Conselhos do Banco,Conselheiro,"Largo do
Conselheiro Costa Barroso",carvalheiras do,Aconselhava,,,,,,,,,,,,,,
141.0,Ribeirinha,Torre Videirinha,Immediatamente Videirinha,Videirinha,Videirinha...,boeirinha,Videirinha adeantou,,,,,,,,,,,,
142.0,lucta,Auctoridades,Braz Victorino,Auctoridade,Authoridade,Auctoridade do Districto,Auctoridade Superior,,,,,,,,,,,,
143.0,Guimarães,marroquim,Bacoquice,,,,,,,,,,,,,,,,
144.0,"Bom
Samaritano",Bom Samaritano...,Bom Samaritano,,,,,,,,,,,,,,,,
145.0,Serdal,Cerdal,Cerda,Cercal,,,,,,,,,,,,,,,
146.0,d'Aquilat,borda da poltrona,ponte da Portella,Joaquim da Horta,Joaquim da Porta,Joaquim da Copa,,,,,,,,,,,,,
147.0,Lisboa tres,"Lisboa do S.
Fulgencio",Lisboa,"Lisboa:--«Oh
sobrinho!",de Lisboa,Lisboa:--«Oh,,,,,,,,,,,,,
148.0,Alcaçar de Coimbra,Bispo de Coimbra,Coimbra,Coimbra Antoninha Morena,,,,,,,,,,,,,,,
149.0,lapella,Capella das Monicas,Capella,capellos,Capellas da Batalha,Capellão,,,,,,,,,,,,,
150.0,chamma alta da vela,chammas,chamma,Cachamúz,,,,,,,,,,,,,,,
151.0,Concilio de Toledo,souto de azinheiros,Rio de Janeiro,Janeiro,,,,,,,,,,,,,,,
152.0,"Independente
d'Oliveira*",Oliveira...,casas d'Oliveira,comboio d'Oliveira,d'Oliveira,Bispo de Oliveira,Hospital d'Oliveira,"monte das
Oliveiras",Oliveiras,ruas d'Oliveira,"cidade
d'Oliveira","districto
d'Oliveira",Oliveira,Historia da Sé d'Oliveira,escarneos d'Oliveira,Olival,,,
153.0,Paços d'Argelim,Paço,Paço...,Melgaço,Paço manuelino,,,,,,,,,,,,,,
154.0,Instrucção,Tructesindo,Tructesindo:--,,,,,,,,,,,,,,,,
155.0,"Affonso de
Albuquerque",Quero,Quer,Numerou,,,,,,,,,,,,,,,
156.0,Freixos,Reis!,Jurei,Creia,Reino,Treixedo,Rei,,,,,,,,,,,,
157.0,"Bica-Santa
o Adrião Pinto",Bica-Santa...,Bica-Santa,Bica,,,,,,,,,,,,,,,
158.0,"Manoel
Duarte",Manoel,Manoel da Adega,Quarta,Manoel Duarte,Tio Duarte,,,,,,,,,,,,,
159.0,Guião,Borguinhão,beguino,esguio,,,,,,,,,,,,,,,
160.0,Sidonia,ceremonia,zenia,Colonia,agoa de Colonia,,,,,,,,,,,,,,
161.0,Flôr,Brancaflôr,flôr,,,,,,,,,,,,,,,,
162.0,Santa Theresa,Santa Thereza,Therezas,There,,,,,,,,,,,,,,,
163.0,S. Bento,"S.
Bento",Bento,Regimento,,,,,,,,,,,,,,,
164.0,Relho,Evangelho,Poço Velho,Julho,Velho,Baluarte-Velho,velhota,velho Ramiro,,,,,,,,,,,
165.0,"Desembargador
Martinho",Largo,d'Orgaz,sarga,,,,,,,,,,,,,,,
166.0,rabear,Arabes,Parabens,Sabes,,,,,,,,,,,,,,,
167.0,Soledad,Ai Soledad,Toledo,,,,,,,,,,,,,,,,
168.0,Henriques,Ourique,Manrique,Explique,Arronches Manrique,"collaço de Affonso
Henriques",,,,,,,,,,,,,
169.0,derriba,Ribas,Major Ribas,Arribada,Riba-Côa,,,,,,,,,,,,,,
170.0,Telegrammas,telegramma,telegrammas,telegraphar,Telegraphas,,,,,,,,,,,,,,
171.0,Policia,Barrolica,pudicicia,Tripoli,Politica,Polyphemo,,,,,,,,,,,,,
172.0,Bemaventurança,Veneza,Venavente,Avenida,Aventureiros,Ventura da Chiche,,,,,,,,,,,,,
173.0,Some states do not allow disclaimers of certain,Alerta,Libertava,,,,,,,,,,,,,,,,
174.0,Populaça,Praça da Prataria,Couraça,Praça,Praça e,Praça da Liberdade,Graça,,,,,,,,,,,,
175.0,Palacio,Palacete,palacete dos Barrôlos,Deante do Palacete,"Palacete dos fidalguissimos
Barrôlos",Ala,Palacete inaccessivel,,,,,,,,,,,,
176.0,Mãe d'Agua!,d'agoa,Mãe d'Agua,jarrão d'agua,,,,,,,,,,,,,,,
177.0,"collaço do
moço Infante",Bibliotheca do Paço do Bispo,Paço do Bispo,braço do Titó,Paço do Bispo illuminados,braço do,,,,,,,,,,,,,
178.0,Sueiro,bom Padre Sueiro,Amieiro,Suevo,"Sueiro de
Lugilde",Padre Sueiro,,,,,,,,,,,,,
179.0,Bayão!»--descambava,Bayão,"Mendo de
Bayão",,,,,,,,,,,,,,,,
180.0,Estylo,Asylo,Bazar do Asylo Novo,,,,,,,,,,,,,,,,
181.0,ponta fina...,ponta fina,Vontade,,,,,,,,,,,,,,,,
182.0,Sul,do Sul,,,,,,,,,,,,,,,,,
183.0,Adail,Louzadas,Salzedas,Lousadas,,,,,,,,,,,,,,,
184.0,Vocês,Vocabulario,Clarim,,,,,,,,,,,,,,,,
185.0,"arraial
seguro",carrascão,d'Arraz,Gaia,,,,,,,,,,,,,,,
186.0,"André
Cavalleiro",Natal o Cavalleiro,Cavaleiro,d'este Cavalleiro,proprio Cavalleiro,Cavalleiro,Cavalleiros,André Cavalleiro,Silleiro,"cabo
Silleiro",Cavalleirista,cavalleiro,"pranchada de
cavalleiro",,,,,,
187.0,Sua Excellencia,elle soffreria,elle,d'elle,Velleda,,,,,,,,,,,,,,
188.0,Cidadelhe,Meia-idade,Cidade e as Serras,Cidadelhe...,Cidade,Universidade,Realidade,Novidades,Humanidade,,,,,,,,,,
189.0,Appareceria,Appareço,Apparelha,"Nascente reappareceu n'um rolo de
poeira",Appareça,caleche apparatosa,,,,,,,,,,,,,
190.0,somno,Hymno,,,,,,,,,,,,,,,,,
191.0,impaciencia,Intelligencia,diligencia,maledicencias,,,,,,,,,,,,,,,
192.0,Adivinha,Estevinha,Pinhal de Estevinha,pinhal da Estevinha,Esteves,,,,,,,,,,,,,,
193.0,Sombras,sombrinha,cabo d'aljofar da sombrinha,"ponta da
sombrinha",,,,,,,,,,,,,,,
194.0,Brazil,braza,Brazileiro,,,,,,,,,,,,,,,,
195.0,understand,d'estudo,d'estanho,Pestana,"lamina
d'estanho",,,,,,,,,,,,,,
196.0,manuscripto,Post-Scriptum,Eleitores,Productores,Escriptores,,,,,,,,,,,,,,
197.0,"heraldica,--«_o","heraldica,--«_o
Rei",,,,,,,,,,,,,,,,,
198.0,"Santo Deus!
Mortos",Santo Deus!,Santo Deus,,,,,,,,,,,,,,,,
199.0,atravez do casarão,atrazo,Atravez,,,,,,,,,,,,,,,,
200.0,collo da mãe,Leão,Poço da Esquecida,Penedo da Saudade,Deão da Sé,,,,,,,,,,,,,,
201.0,Fidalgo da Torre chegára,Fidalgo da Torre,Fidalgo da Torre!,,,,,,,,,,,,,,,,
202.0,annaes da sua Casa,Annaes*,Annaes,Setiaes,,,,,,,,,,,,,,,
203.0,correia d'um latego,banco de pedra,pedra d'uma,n'uma,pedregulhos d'oiro,pedra da varanda,,,,,,,,,,,,,
204.0,Perola,pharol,perola,,,,,,,,,,,,,,,,
205.0,"National
Library of Portugal",Biblioteca Nacional de Portugal,em Portugal,Condado Portucalense,Historia de Portugal,Fidalgos de Portugal,Portugalsinho,terra formosa de Portugal,El-Rei de Portugal,_Portugal,Revelar Portugal,Portugal,vulgarisar Portugal,,,,,,
206.0,Proprios Nacionaes,"Proprios
Nacionaes",,,,,,,,,,,,,,,,,
207.0,Moguncia,aproveitára,Provincias,Provins,Provincia,Providencia,,,,,,,,,,,,,
208.0,Justiça,Claustro,Ministro,"Ministro do
Reino","Ministro da
Justiça",,,,,,,,,,,,,,
209.0,Ex.^{mo,Ex.^{as,Snr.^{as,,,,,,,,,,,,,,,,
210.0,Palha-Cã,Olhalvo,d'Ilhavo,Olha,Sevilha,têlha,Sôlha,orelha,noite?--Filha,,,,,,,,,,
211.0,Fallam,cavallariça,Cavallaria,,,,,,,,,,,,,,,,
212.0,Mascate,Moscatel,,,,,,,,,,,,,,,,,
213.0,Senhoras Infantas,soccorro,soccorro das Infantas de Portugal,soccorro das senhoras Infantas,das Infantas,,,,,,,,,,,,,,
214.0,"Leia
alto!",banco alto,chapéo do Fidalgo,chapéo alto,ceu alto,chapéo,,,,,,,,,,,,,
215.0,cabo do renque d'alamos,"cabo d'osso do
guarda-sol",cabo d'osso,Vossê,,,,,,,,,,,,,,,
216.0,d'Eleicão,cabo d'elles!,cabo d'elles,,,,,,,,,,,,,,,,
217.0,Rematou,"S.
Miguel",Mariposa,Remarigues,,,,,,,,,,,,,,,
218.0,Ladeado,Esgaseado,asseteado,,,,,,,,,,,,,,,,
219.0,Arremessado,N'outro,arremessaria,n'outro arremesso,,,,,,,,,,,,,,,
220.0,Portugueza...,Portugueza,Portuguezes,,,,,,,,,,,,,,,,
221.0,Debalde,Rebate,trebalha,Trez,,,,,,,,,,,,,,,
222.0,lages do pateo,Pagem,lages,lagedo,lagôa,,,,,,,,,,,,,,
223.0,agarrára,Comprára,Tirára,computer virus,compina,,,,,,,,,,,,,,
224.0,Tens,Project Gutenberg-tm,Bermudo,Prospecto,,,,,,,,,,,,,,,
225.0,comprehender,comprehendia,Empregos,,,,,,,,,,,,,,,,
226.0,Proscratinare,velvetina,Destino,Estimava,Palestina,Estive,,,,,,,,,,,,,
227.0,Cousas,Museu,Musas,Balsas,,,,,,,,,,,,,,,
228.0,Ceuta,Lyceu,,,,,,,,,,,,,,,,,
229.0,Alugaria,Tabacaria,Livraria,gloria,Hungria,Ave-Maria,Syria,Loteria,Cordoaria,,,,,,,,,,
230.0,Lettras,attrahem,Trahes,,,,,,,,,,,,,,,,
231.0,Italianos,d'Italia,Prior do Hospital,Galiléa,Italia,,,,,,,,,,,,,,
232.0,Praga,creança,Bragança,Hotel Bragança,"Hotel
Bragança",Braganças,,,,,,,,,,,,,
233.0,Templosinho do Amor,Templosinho,Templosinho de Amor,Templo,cosinha,,,,,,,,,,,,,,
234.0,Redacções,Verdade,Lealdade,Piedade,Edade,,,,,,,,,,,,,,
235.0,Monge,Congo,delonga,Longe,,,,,,,,,,,,,,,
236.0,palhoça d'onde villão,Visconde,ide vêr,d'onde vieste,,,,,,,,,,,,,,,
237.0,Smyrna,Jornaes,jornaes,,,,,,,,,,,,,,,,
238.0,extasi,Aquitania,Levita,Moabitas,,,,,,,,,,,,,,,
239.0,Abbade de Chandim,Sandim,Landim,candil,,,,,,,,,,,,,,,
240.0,Espigal,bengalão,bengalinha,Ceylão,,,,,,,,,,,,,,,
241.0,Froylas,Novellasinha,bagatellas,Novella,Vellas,"Condessa de
Chellas",Avellans,Novellas,Chellas,Novella...,,,,,,,,,
242.0,Sanches Lucena,Lucena,d'Ancenes,"Sanches
Lucena",Sanches,,,,,,,,,,,,,,
243.0,Arcada,Encharca,Sancharia,,,,,,,,,,,,,,,,
244.0,cornetim,Corôa,Procuradora Geral da Corôa,,,,,,,,,,,,,,,,
245.0,Fidalgo pensava:--«O Rio-Manso,Rio-Manso,Rosinha Rio-Manso,,,,,,,,,,,,,,,,
246.0,Romanceiro d'Amor,Sé de Zamora,Moral,morangal,Çamora,Samoras,,,,,,,,,,,,,
247.0,Recesvinto,Necessito,Sinto,,,,,,,,,,,,,,,,
248.0,Enxarez de Sandornin,Sandornin,Enxarez,,,,,,,,,,,,,,,,
249.0,illuminar,Semanario,Seminario,,,,,,,,,,,,,,,,
250.0,Comedia,Gomes,comezaina,Apezar,,,,,,,,,,,,,,,
251.0,Guadiana,egua,legua,,,,,,,,,,,,,,,,
252.0,Miranda,Casal Novo,"casal do
Miranda",Casal do Miranda,,,,,,,,,,,,,,,
253.0,assumpto,Egypto,,,,,,,,,,,,,,,,,
254.0,Real,"Garça
Real",,,,,,,,,,,,,,,,,
255.0,Alcaçova de,Alcaçova de S.^{ta} Ireneia,Alcaçova,Alcaçova...,,,,,,,,,,,,,,,
256.0,Torre illuminára,"Torre de
mandado do",torres da Honra,Torre!,"Torre...
Ella",Torre...,Torres,Corre,torre d'Almenara,Torre»--que,Torre,Correu,Torre passára,da Torre,,,,,
257.0,Magicas,Imagine,Imaginação,Imagina,Imagens,,,,,,,,,,,,,,
258.0,d'escumilha negra,ascumas,Escusados,Escumar,,,,,,,,,,,,,,,
259.0,n'elle antigo,crystal antigo,Constantinopla,,,,,,,,,,,,,,,,
260.0,Seculo,Herculanos,Circulo,Circulos,,,,,,,,,,,,,,,
261.0,Lanhosello,Dona de Lanhoso,Lanhoso,,,,,,,,,,,,,,,,
262.0,lide.--E n'este,n'este Agosto,Agosto,boston,,,,,,,,,,,,,,,
263.0,Patriotas,Patriotismo,Patriota,,,,,,,,,,,,,,,,
264.0,Toma,Roma,Diplomacia,Mafoma,,,,,,,,,,,,,,,
265.0,brancuras de lapides,Cendufe,Samoras de Cendufe,,,,,,,,,,,,,,,,
266.0,punhaes,cunhal rachado,Cunha,Cunhaes,,,,,,,,,,,,,,,
