cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18
31,Canta-Pedra,Cantapedra,banco de pedra,estreito de Canta-Pedra,valle de Canta-Pedra,,,,,,,,,,,,,,
32,Gonçalo,Gonçalinho,Gonçalo Mendes,"d'onde
Gonçalo",Gonçalão,,,,,,,,,,,,,,
33,Governo Civil,"Governo
Civil",Governo,Governo do S. Fulgencio,"Governo Civil de
braços abertos",,,,,,,,,,,,,,
34,Amadis,Animada,d'uma ramada,enramada d'hera,pedra d'uma,Melodrama,n'uma,,,,,,,,,,,,
35,Setembro,Dezembro,Novembro,Desembrulha,Septembro,asseteado,,,,,,,,,,,,,
36,do Japão,Japão,,,,,,,,,,,,,,,,,
37,Governador,Governador Civil de Oliveira,Governador Civil,Governador Civil infamias são bagatellas,Governador Civil do Districto,Governador Civil de Monforte,"Governador Civil
d'Oliveira","Governador
Civil","Governador Civil
de Oliveira",Moderna,Governador Civil infamias,"Governador
Civil.--E",Governador detestavel,Governador das Armas d'Entre-Douro e Minho,Governador Civil?...,,,,
38,Estado,Cortador,Coitado,Affoutado,Tratado,Deputado,Estação,Instado,,,,,,,,,,,
39,Esposende,Correspondencia,Correspondencias,,,,,,,,,,,,,,,,
40,Ricos-homens,Gomes,Tens,Ricos-Homens d'Hespanha,Ricos-Homens de Portugal,Criticos,Rico Homem,,,,,,,,,,,,
41,quasi branca,jaleca,pileca branca,brancuras de lapides,sedinha branca,,,,,,,,,,,,,,
42,Corinde,"valle
de Corinde",Corinde...,Mindello,Corôa,,,,,,,,,,,,,,
43,Snr,--Oh Snr,Honra,,,,,,,,,,,,,,,,
44,virotões,Simões,Virotes,,,,,,,,,,,,,,,,
45,"barbada,--que",Tabacaria,Machumba,barbacan,esfuracando,eirado da barbacan,portello das barbacans,Santa Barbara,barbeava,"eirado da
barbacan...",Bacoquice,,,,,,,,
46,"Cruz
das Almas",Almas,"«Cruz
das Almas",Cruz das Almas,,,,,,,,,,,,,,,
47,Figueira da Foz,charuteira,Queira,Esgueira,menineira,bosque de roseiras,Cerqueira,,,,,,,,,,,,
48,Secretaria,Gazeta,Secretario Geral,Secretarias,Tartaria,,,,,,,,,,,,,,
49,Academica,Academias,Sacavem,,,,,,,,,,,,,,,,
50,sachristão,Christo,tristeza,Christãos,Christovam,,,,,,,,,,,,,,
51,Imperatriz,Imperio,d'Imperatriz da Russia,Reriz,,,,,,,,,,,,,,,
52,encommóda,Encolheu,Recolheu,,,,,,,,,,,,,,,,
53,Ministerios,Ministerio,Tunis,Ministerio da Fazenda,Ministerio do S. Fulgencio,Ministerios...,,,,,,,,,,,,,
54,Noronhas,Noronha,,,,,,,,,,,,,,,,,
55,Bispo,Crispola,Bispos,Biscaia,,,,,,,,,,,,,,,
56,valle estreito,"Valle de
Josaphat",valle,monte e valle,"valle
de",valle surde,valle da Riosa,luva,valla,valle muito fundo,Valle-Murtinho,,,,,,,,
57,Camaras,bacamartes,Camara,relogio da Camara,Amarante,torre da Camara,Diario das Camaras,Camara...,Gamas,Marche,,,,,,,,,
58,Abalou,abalára,Balsas,,,,,,,,,,,,,,,,
59,Villa Real de Santo Antonio,"Santos
Maldonado",santos,Santo,Santos,Santa,Ai Santo,crystal antigo,"Santissima
Virgem",,,,,,,,,,
60,remoçava,alvoroçava,Moçambique,,,,,,,,,,,,,,,,
61,Choupal,upa,,,,,,,,,,,,,,,,,
62,Chafariz,Chafariz...,Largo do Chafariz,Encharca,"Largo do
Chafariz",,,,,,,,,,,,,,
63,Levado,Cavado,Beliscava,Riba-Cavado,Trovador,,,,,,,,,,,,,,
64,lusidia,Club,relusia,,,,,,,,,,,,,,,,
65,Severosa,agoa limosa,Prosa,Rosa,"botãosinho de
rosa!",Proscratinare,tenebrosa,boa Rosa,d'Urros,Pedrosa,Prospecto,,,,,,,,
66,Villas,Villar Mendes,Tordesillas,Villa,Hospital de Villa Clara,Villa-Velhas,Villa Clara,villanagem,villão,Villegas,Villico,Villa-Clara,"Deputado
de Villa-Clara",,,,,,
67,Tres,Londres,Trez,Sud-Express,,,,,,,,,,,,,,,
68,Marquez do Roncão,"Marqueza de
Louredo",Roncão,Marques Rosendo,Marquezes de Cója,,,,,,,,,,,,,,
69,Pêgas,rua das Pêgas,Baroneza das Marges,"rua das
Vendas",rua das Hortas,,,,,,,,,,,,,,
70,Costa que S. Ex.^a,V. Ex.^a,Sua Ex.^a,V. Ex.^a...,Assigna V. Ex.^a,,,,,,,,,,,,,,
71,Natal,Mata,Rematou,bróta,mattagal,"rua da
Mathematica o Cenaculo",,,,,,,,,,,,,
72,Serena,Ser,Museu,Serio,Misericordia,Bermudo,Serpa,serviçaes,,,,,,,,,,,
73,Romanceiro d'Amor,Toma,Roma,Diplomacia,Mafoma,,,,,,,,,,,,,,
74,Lugilde,Ramilde,Gramilde,familia,Mathildes,,,,,,,,,,,,,,
75,Differença,Alferes,Alferes-Mór,Alferes do Pendão,,,,,,,,,,,,,,,
76,Dr. Julio,Dr.,Julios,,,,,,,,,,,,,,,,
77,"n'aquelle alto
da Villa",N'aquelle,Aquellas,d'Aquilat,n'aquella nova,Aquella,aquellas,aquella grande fidalga,jaquetão,n'aquelle,aquelle,aquella linda,"aquella
sofrega",aquella rumorosa sympathia esparsa,Craquede,Aquelle,"aquella
romantica",n'aquella beira,
78,bom Regenerador,Regenerador,Regedor,genebra,"Centro Regenerador
da Couraça",Centro Regenerador,Procuradora Geral da Corôa,Regeneradores,,,,,,,,,,,
79,Craquêde,Santa Maria da Varge,Santa Maria de Craquêde,"Santa
Maria de Craquêde","Santa Maria de
Craquêde","Santa Maria de
Craquêde:--«Só",Santa Maria,Crêde,Santa Rosa de Lima,cabo de Santa Maria,"Santa Maria
de Craquêde",,,,,,,,
80,Vim,Vimioso,Conviviam,,,,,,,,,,,,,,,,
81,Sensibilisado,bilis,utilisava,,,,,,,,,,,,,,,,
82,"heraldica,--«_o","heraldica,--«_o
Rei",,,,,,,,,,,,,,,,,
83,Vocês,Almocei,Almodovar,Socega,,,,,,,,,,,,,,,
84,d'Alvaralhão,Alvaralhão,Nun'Alvares,alva,,,,,,,,,,,,,,,
85,Gracinha,Maciel,Torre Gracinha,Grainha,Cintra,,,,,,,,,,,,,,
86,Poemeto do Tio Duarte,Poemeto,Poema,,,,,,,,,,,,,,,,
87,Rocilho,Filho-d'Algo,Rocio,,,,,,,,,,,,,,,,
88,Tructezindo Ramires,"Tructezindo
Ramires",Tructesindo,Tructesindo:--,Tructezindo Mendes Ramires,,,,,,,,,,,,,,
89,fundia,Fundar,Mundo,India,,,,,,,,,,,,,,,
90,Feitosa_--por,Murtosa,Feitosa,"Feitor-mór das
Alfandegas",feijoal,,,,,,,,,,,,,,
91,Jesuina,illuminar,Minas,Arminda,Seminario,Athenas,verrinas,Trinas,,,,,,,,,,,
92,d'Historia,gloria,Historia de França,Historia,d'Historia*,,,,,,,,,,,,,,
93,El-rei,Caçadas d'El-Rei,El-rei de Leão,El-Rey,"El-Rei
Marquez de Treixedo",Largo d'El-Rei,Largo de El-Rei,El-Rei,,,,,,,,,,,
94,Chronica,Capella das Monicas,Monicas,Annica,Egreja das Monicas,Tonifica,Thessalonica,,,,,,,,,,,,
95,Smyrna,Jornaes,cornetim,jornaes,,,,,,,,,,,,,,,
96,"Torre de
mandado do",Torre de D. Ramires_--pois,Torre de D. Ramires,"Torre de D.
Ramires",Illustre Casa de Ramires,Torre de D.,Torre de Ramires,Torre de S. Matheus,,,,,,,,,,,
97,Froylas,Novellasinha,bagatellas,Novella,Corvello,Vellas,"Condessa de
Chellas",Avellans,Novellas,Chellas,Ha n'ella,Treze Arruellas,Novella...,,,,,,
98,Caramba,Obra,Caramulo,Fôra,Dobraram,Sobretudo,fóra,Azurara,,,,,,,,,,,
99,sahi,bahu,Ahi,ahi,póde sahir,recahiu,Cahio,Sahira,,,,,,,,,,,
100,Espigal,veigas do Mondêgo,veigas,,,,,,,,,,,,,,,,
101,Ponte,Hontem,Monte,Monte-Mór,Ponte...,Montemor,soccorro de Monte-mór,Traz-os-Montes,Monaco,Monte-Agra,Limonada,Echo de Traz-os-Montes,Montemór,Estonteado,Defronte,,,,
102,Calçadinha,Vendinha,Calçadinha de Villa-Clara,Calçada,Varandinha,,,,,,,,,,,,,,
103,surdia,Sacudia,surdiu,d'onde surdia,Dize,balburdia,,,,,,,,,,,,,
104,Certesa,Côrtes,Côrte,,,,,,,,,,,,,,,,
105,somno,Hymno,,,,,,,,,,,,,,,,,
106,boa nova,cantiga nova,cova negra,boa nova de prestes soccorros,,,,,,,,,,,,,,,
107,Pena,Lucena,morena,"Serra
Morena",,,,,,,,,,,,,,,
108,"digno
Chefe do Districto",Redistribution,Districto,Districto do,Acto,,,,,,,,,,,,,,
109,Outubro,Troia,N'outro,n'outro arremesso,,,,,,,,,,,,,,,
110,extasi,Pittas,Moabitas,Pitta,,,,,,,,,,,,,,,
111,Bravaes,aclarava,Vae,José Casco dos Bravaes,bravio,Bravissimo,"Egreja dos
Bravaes",,,,,,,,,,,,
112,Bibliotheca...,Bibliotheca,Bibliotheca nacional,,,,,,,,,,,,,,,,
113,Zambezia,Tambem,Votam,,,,,,,,,,,,,,,,
114,Quartel,Arte,Quarta,Marte,d'Arte,Repartição,,,,,,,,,,,,,
115,"mosteiro de
Craquêde",Briteiros,Mosteiro,Reposteiro-Mór,Fronteiro,mosteiro d'Arouca,lomba do outeiro,bésteiros,Coudel dos Bésteiros,,,,,,,,,,
116,Comedia,Languidamente,Precipitadamente,Hirtamente,immensissima,Immediatamente Videirinha,Immediatamente,,,,,,,,,,,,
117,Title,Titó,Titósinho,idéa de colher do Titó,Titulo,bom Titó,immenso Titó,,,,,,,,,,,,
118,saphira,Tavira,Estirado,miradoira,Miradães,miradoiro,,,,,,,,,,,,,
119,dynastia d'Aviz,d'Aviz,Dynastias,,,,,,,,,,,,,,,,
120,Conselhos do Banco,Conselheiro,"Largo do
Conselheiro Costa Barroso",carvalheiras do,Aconselhava,,,,,,,,,,,,,,
121,pelludo,pelluda,"Céo
accuda",repellia,,,,,,,,,,,,,,,
122,Ribeirinha,Torre Videirinha,Videirinha,Videira,Videirinha...,boeirinha,Videirinha adeantou,,,,,,,,,,,,
123,lucta,Auctoridades,Auctoridade,Authoridade,Auctoridade do Districto,Auctoridade Superior,,,,,,,,,,,,,
124,sequito,Vomito,bonito,Bonita,,,,,,,,,,,,,,,
125,Olhalvo,Ha,d'Ilhavo,Olha,Sevilha,têlha,Sôlha,noite?--Filha,,,,,,,,,,,
126,"Bom
Samaritano",Bom Samaritano...,Bom Samaritano,,,,,,,,,,,,,,,,
127,Serdal,Cerdal,Cerda,,,,,,,,,,,,,,,,
128,borda da poltrona,ponte da Portella,Joaquim da Horta,Joaquim da Porta,Joaquim da Copa,,,,,,,,,,,,,,
129,Telegrammas,telegramma,telegrammas,telegraphar,Telegraphas,,,,,,,,,,,,,,
130,Lisboa tres,"Lisboa do S.
Fulgencio",Lisboa,"Lisboa:--«Oh
sobrinho!",de Lisboa,Lisboa:--«Oh,,,,,,,,,,,,,
131,Lembra,Alcaçar de Coimbra,Bispo de Coimbra,Coimbra,Coimbra Antoninha Morena,,,,,,,,,,,,,,
132,lapella,Capella,capellos,Capellas da Batalha,Capellão,Apezar,,,,,,,,,,,,,
133,chamma alta da vela,chammas,chamma,Cachamúz,Mamã,,,,,,,,,,,,,,
134,"Independente
d'Oliveira*",Oliveira...,casas d'Oliveira,comboio d'Oliveira,d'Oliveira,Bispo de Oliveira,Hospital d'Oliveira,"monte das
Oliveiras",Oliveiras,ruas d'Oliveira,"cidade
d'Oliveira","districto
d'Oliveira",Oliveira,Historia da Sé d'Oliveira,escarneos d'Oliveira,Olival,,,
135,Paços d'Argelim,Açor negro,Açor,buço,Paço,Paço...,Melgaço,Paço com o Snr,Paço manuelino,,,,,,,,,,
136,UT,dôce,Ceuta,Lyceu,,,,,,,,,,,,,,,
137,Freixos,Reis!,Jurei,Creia,rexas,Reino,Treixedo,Rei,Acceitei,,,,,,,,,,
138,Jantar,"Bica-Santa
o Adrião Pinto",Bica-Santa...,Bica-Santa,phantasia,Bica,Bica Santa,,,,,,,,,,,,
139,"Manoel
Duarte",Manoel,Manoel da Adega,Manoel Duarte,Tio Duarte,,,,,,,,,,,,,,
140,Sidonia,Mithologia,ceremonia,zenia,Colonia,agoa de Colonia,,,,,,,,,,,,,
141,Rua Grande,Tanque-Grande,Grande Catharina,Poço grande,despendurando,"grandes
clinas",Grande Ronda,"Poço
grande",,,,,,,,,,,
142,Flôr,Brancaflôr,flôr,,,,,,,,,,,,,,,,
143,Santa Theresa,Santa Thereza,"work
with the phrase",Therezas,There,Santa Aldonça,,,,,,,,,,,,,
144,Relho,boa velha,Evangelho,Poço Velho,Julho,velvetina,rua Velha,Velho,Bica-Velha,"Natal o
Relho",Baluarte-Velho,velhota,velho Ramiro,Relhos,,,,,
145,"Desembargador
Martinho",Largo,d'Orgaz,sarga,,,,,,,,,,,,,,,
146,rabear,Arabes,Parabens,Sabes,,,,,,,,,,,,,,,
147,Arremessado,arremessaria,Pigarreou,Remarigues,Cordoaria,,,,,,,,,,,,,,
148,Destino,Estimava,Palestina,Estive,Constantinopla,Athaydes,,,,,,,,,,,,,
149,Soledad,Ai Soledad,Toledo,,,,,,,,,,,,,,,,
150,Henriques,Ourique,Manrique,Explique,Arronches Manrique,"collaço de Affonso
Henriques",,,,,,,,,,,,,
151,derriba,Ribas,Major Ribas,Arribada,Riba-Côa,,,,,,,,,,,,,,
152,magnolia,Policia,pudicicia,Tipoia,Tripoli,Politica,Polyphemo,,,,,,,,,,,,
153,Some states do not allow disclaimers of certain,Alerta,Libertava,,,,,,,,,,,,,,,,
154,comprehender,comprehendia,computer virus,compina,,,,,,,,,,,,,,,
155,Populaça,Praça da Prataria,Couraça,Praça,Praça e,Praça da Liberdade,Graça,,,,,,,,,,,,
156,Palacio,Palacete,palacete dos Barrôlos,Deante do Palacete,"Palacete dos fidalguissimos
Barrôlos",Ala,Palacete inaccessivel,,,,,,,,,,,,
157,"collaço do
moço Infante",Paço da Bemposta,Bibliotheca do Paço do Bispo,Paço do Bispo,braço do Titó,Paço do Bispo illuminados,braço do,,,,,,,,,,,,
158,Sueiro,Janeiro,bom Padre Sueiro,Amieiro,Suevo,"Sueiro de
Lugilde",Padre Sueiro,,,,,,,,,,,,
159,Bayão!»--descambava,Bayão,"Mendo de
Bayão",,,,,,,,,,,,,,,,
160,Estylo,Asylo,Bazar do Asylo Novo,,,,,,,,,,,,,,,,
161,ponta fina...,ponta fina,Vontade,,,,,,,,,,,,,,,,
162,"André
Cavalleiro",Natal o Cavalleiro,Cavaleiro,d'este Cavalleiro,proprio Cavalleiro,Cavalleiro,Cavalleiros,André Cavalleiro,Silleiro,"cabo
Silleiro",Cavalleirista,cavalleiro,"pranchada de
cavalleiro",,,,,,
163,Sua Excellencia,elle soffreria,elle,d'elle,n'elle antigo,Velleda,,,,,,,,,,,,,
164,Cidadelhe,Meia-idade,Cidade e as Serras,Cidadelhe...,Cidade,Universidade,Lealdade,Realidade,Novidades,Piedade,Edade,Humanidade,,,,,,,
165,"Affonso de
Albuquerque",Quero,Quer,Pequenina,Erguera,Macheque,,,,,,,,,,,,,
166,Sombras,sombrinha,cabo d'aljofar da sombrinha,"ponta da
sombrinha",,,,,,,,,,,,,,,
167,Brazil,braza,Brazileiro,,,,,,,,,,,,,,,,
168,d'estudo,d'estanho,Pestana,"lamina
d'estanho",,,,,,,,,,,,,,,
169,manuscripto,Post-Scriptum,Eleitores,Productores,Escriptores,Egypto,,,,,,,,,,,,,
170,Sunt Lacrymae Revistarum,Revista,Levita,,,,,,,,,,,,,,,,
171,Sás,zás,,,,,,,,,,,,,,,,,
172,Biscainho,Zésinho,Turtesinho,"Caminho de
Ferro",Manelsinho,Vidainhos,polvarinhos,Pelourinho,Reisinho,guardasolinho,Minho,Tres-Caminhos,Junho,"portinhola da
caleche",Caminho de Ferro,Pintainho,Caminho,Julinho,
173,atravez do casarão,atrazo,Atravez,,,,,,,,,,,,,,,,
174,D. Garcia,Garcia,commerciaes,,,,,,,,,,,,,,,,
175,collo da mãe,Leão,Penedo da Saudade,Sé,Deão da Sé,afan da Eleição,,,,,,,,,,,,,
176,Poço da Esquecida,Fidalgo da Torre chegára,Fidalgo da Torre,Fidalgo da Torre!,,,,,,,,,,,,,,,
177,Mertola,petroleo,Perola,pharol,Numerou,perola,,,,,,,,,,,,,
178,Proprios Nacionaes,"Proprios
Nacionaes",,,,,,,,,,,,,,,,,
179,Moguncia,aproveitára,Provincias,Commovido,Provins,Provincia,Providencia,,,,,,,,,,,,
180,Justiça,Claustro,"Ministro do
Reino","Ministro da
Justiça",,,,,,,,,,,,,,,
181,X.,Ex.^{mo,Ex.^{as,Snr.^{as,,,,,,,,,,,,,,,
182,Curiacios,Hungria,Curia,Syria,Notarios da Curia,,,,,,,,,,,,,,
183,Senhoras Infantas,soccorro,soccorro das Infantas de Portugal,soccorro das senhoras Infantas,das Infantas,,,,,,,,,,,,,,
184,"Leia
alto!",banco alto,chapéo do Fidalgo,chapéo alto,ceu alto,chapéo,Salt Lake City,,,,,,,,,,,,
185,Mosteiro de Recadães,souto de azinheiros,Rio de Janeiro,mosteiro de Lorvão,Mosteiro de Lorvão,Mosteiro de Craquêde,mosteiro de Recadães,Dente de Lobo,Mosteiro de Ribadaes,Mendo de Briteiros,,,,,,,,,
186,cabo do renque d'alamos,"cabo d'osso do
guarda-sol",d'Eleicão,cabo d'elles!,cabo d'osso,cabo d'elles,,,,,,,,,,,,,
187,limpou,Limpa,,,,,,,,,,,,,,,,,
188,Coudel,Advogue,"Aquella
guedelha de trovador","S.
Miguel",guedelha,orelha,Guedes,,,,,,,,,,,,
189,Braz Victorino,Oratorio,lavatorio,Purgatorio,,,,,,,,,,,,,,,
190,marroquim,Barrolica,"arraial
seguro",barro,bezerro,"lomba do
cerro",,,,,,,,,,,,,
191,Ordonho,"Ordonho
Mendes",Ordonho Mendes,Asia Menor,,,,,,,,,,,,,,,
192,Portugueza...,Portugueza,largueza dos campos,Portuguezes,,,,,,,,,,,,,,,
193,Palha-Cã,Debalde,Rebate,trebalha,,,,,,,,,,,,,,,
194,lages do pateo,Pagem,lages,lagedo,lagôa,,,,,,,,,,,,,,
195,annaes da sua Casa,Annaes*,Annaes,Setiaes,,,,,,,,,,,,,,,
196,Convento de S. Domingos,"collegio de S.
Fiel",Concilio de Toledo,Convento de Santa Brigida,"graça n'este bello palacio de
S. Domingos","ramada do carvalho de S.
Froalengo","Convento de
Franciscanos",convento de S. Domingos,"Convento de
Santa-Brigida de Oliveira",Poço de S. Domingos,convento de S. Bento,,,,,,,,
197,Camolino,Marcolino do *Independente*--recolheu,Marcolino do Independente,,,,,,,,,,,,,,,,
198,Lettras,attrahem,Trahes,,,,,,,,,,,,,,,,
199,Italianos,d'Italia,Aquitania,Italia,,,,,,,,,,,,,,,
200,Praga,Bragança,Hotel Bragança,"Hotel
Bragança",Braganças,,,,,,,,,,,,,,
201,Tempos:--«Achei,Templosinho do Amor,Templosinho,Templosinho de Amor,Templo,Tempos,cosinha,,,,,,,,,,,,
202,Monge,Congo,delonga,tanger,Longe,,,,,,,,,,,,,,
203,palhoça d'onde villão,Visconde,ide vêr,d'onde vieste,,,,,,,,,,,,,,,
204,bigodeira,Teixeira de Carredes,Tecedeiras,maceira,caldeira,Picadeiro,Madeira,Cadeia,,,,,,,,,,,
205,divan,Abbade de Chandim,Sandim,Landim,candil,,,,,,,,,,,,,,
206,Adail,Maio,Baixa,Paiz,Ai,comezaina,Gaia,,,,,,,,,,,,
207,agarrára,seáras,pagára,Comprára,Tirára,levára,,,,,,,,,,,,,
208,Fidalgo pensava:--«O Rio-Manso,Rio-Manso,Rosinha Rio-Manso,,,,,,,,,,,,,,,,
209,Enxarez de Sandornin,Sandornin,Enxarez,,,,,,,,,,,,,,,,
210,Transvaal,Bemaventurança,creança,Franziu,Francezes,cançasso,Francfort,França,Casa de França,,,,,,,,,,
211,Molle,collete,ponta molle da orelha,molle,collegio,,,,,,,,,,,,,,
212,Guadiana,beguino,egua,legua,lua,,,,,,,,,,,,,,
213,Biblioteca Nacional de Portugal,em Portugal,Condado Portucalense,Porto,Historia de Portugal,Fidalgos de Portugal,Portugalsinho,terra formosa de Portugal,El-Rei de Portugal,_Portugal,Revelar Portugal,bengalão,Portugal,vulgarisar Portugal,,,,,
214,Real,"Garça
Real",,,,,,,,,,,,,,,,,
215,Alcaçova de,Alcaçova de S.^{ta} Ireneia,Alcaçova,Alcaçova...,,,,,,,,,,,,,,,
216,"Venancia
Rios",Semanario,Riosa,Vocabulario,Mariposa,Ariosa,,,,,,,,,,,,,
217,Cemiterio,cemiterio da Villa,demitto,cemiterio de S. Miguel,cemiterio,Loteria,,,,,,,,,,,,,
218,Torre illuminára,correia d'um latego,torres da Honra,Torre!,"Torre...
Ella",Torre...,Torres,Corre,torre d'Almenara,Torre»--que,Torre,Correu,Torre passára,Torto,da Torre,,,,
219,Imagine,lagrimas,Imaginação,Imagina,Imagens,,,,,,,,,,,,,,
220,d'escumilha negra,Guimarães,ascumas,Escusados,Escumar,,,,,,,,,,,,,,
221,Seculo,Herculanos,Cenaculo,Circulo,Tibulo,Circulos,,,,,,,,,,,,,
222,Lanhosello,Dona de Lanhoso,Lanhoso,,,,,,,,,,,,,,,,
223,Accendeu,impaciencia,Intelligencia,rescendia,diligencia,Cendufe,Ascendencia,Vendeia,maledicencias,Arrendei,,,,,,,,,
224,Patriotas,Patriotismo,Patriota,,,,,,,,,,,,,,,,
225,Cascaes,Escolas,Mascate,lusco fusco,Effectivamente o Casco,carrascão,damasco,Casco,Casco!,,,,,,,,,,
226,Mãe d'Agua!,d'agoa,Mãe d'Agua,jarrão d'agua,,,,,,,,,,,,,,,
227,Nunes,punhaes,cunhal rachado,Cunha,Cunhaes,,,,,,,,,,,,,,
228,Serras,Terras,berrar--«Morra,perra,Terço,aterrado,!,Terra,n'elle terra,,,,,,,,,,
229,Bichas,Pego das Bichas,riacho das Donas,,,,,,,,,,,,,,,,
230,Adivinha,Estevinha,Pinhal de Estevinha,pinhal da Estevinha,visinha da,,,,,,,,,,,,,,
231,"louça da
China",China,chã,chinella,Monarchia,,,,,,,,,,,,,,
232,Appareceria,Appareço,Apparelha,"Nascente reappareceu n'um rolo de
poeira",Appareça,caleche apparatosa,,,,,,,,,,,,,
233,Relogio-de-Sol,Solar,Claro-Sol,solidão,Sol,Volte,,,,,,,,,,,,,
234,Castellão,Castello de Peronne,Tordezello,Castellos,castellã,Lamello,castellão,Castella,castello de prôa,Rebellos,Castello,"Unhello,--e",,,,,,,
235,Duas Mil Virgens,Casal Novo,"casal do
Miranda",Casal do Miranda,,,,,,,,,,,,,,,
236,terraço do jardim,pedra do jardim,Bomjardim,Jardim,,,,,,,,,,,,,,,
237,Philippes,"Philippe
Lourençal",Lourençal,,,,,,,,,,,,,,,,
238,Sr.,Sr. Doutor,Doutor,,,,,,,,,,,,,,,,
239,Senhora da Boa Morte!,casa da senhora sua mana...,Senhora da Boa Morte,pedra da varanda,Ventura da Chiche,,,,,,,,,,,,,,
240,"S.
Bento",Veneza,Bento,Venavente,Avenida,Regimento,Vento,Convento,Entrudo,Inventores,,,,,,,,,
241,"Terreiro do
Paço...",Gutierres,terreiro da Honra,Terreiro aquelle sulco de espanto,"Terreiro da
Louça","Terreiro do
Paço",Project Gutenberg-tm,Terreiro,Terreiro do Paço,Aventureiros,Terreiro da Louça,Terreiro...,,,,,,,
242,Além-Jordão,"Terras
d'Além-Jordão",d'Adão,,,,,,,,,,,,,,,,
243,Toros de castanheiro,Castanheiro Patriotinheiro,Castanheiro!):--«Eis ahi,Castanheiro...,bufarinheiro,Bastardo,Castanheiro,,,,,,,,,,,,
244,Redacções,escadaria redonda,Torre Redonda,tanque redondo,,,,,,,,,,,,,,,
245,Concelho,Cabecelhos,pedregulhos d'oiro,Concelhos,Concelho da Villa,,,,,,,,,,,,,,
246,"Hotel Mondego,--muito",Hotel Central,Hotel,Mondego,"Hotel
Universal",Hotel Mondego,Carnet-Mondain,,,,,,,,,,,,
247,Resposta,Arcos,Costa,"cost and with
almost",Costa Oriental,,,,,,,,,,,,,,
