cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15
38,Gonçalo,Gonçalinho,Gonçalo Mendes,zás,"d'onde
Gonçalo",Gonçalão,,,,,,,,,,
39,Governo Civil,"Governo
Civil",Governo,Governo do S. Fulgencio,"Governo Civil de
braços abertos",,,,,,,,,,,
40,encommóda,Commovido,,,,,,,,,,,,,,
41,Amadis,Animada,d'uma ramada,enramada d'hera,"ramada do carvalho de S.
Froalengo",Melodrama,n'uma,,,,,,,,,
42,Governador,Governador Civil de Oliveira,Governador Civil,Governador Civil infamias são bagatellas,Governador Civil do Districto,Governador Civil de Monforte,"Governador Civil
d'Oliveira","Governador
Civil","Governador Civil
de Oliveira",Moderna,Governador Civil infamias,"Governador
Civil.--E",Governador detestavel,Governador das Armas d'Entre-Douro e Minho,Governador Civil?...,
43,Esposende,Accendeu,Cendufe,Acceitei,,,,,,,,,,,,
44,Toma,Roma,Diplomacia,Mafoma,,,,,,,,,,,,
45,manuscripto,Post-Scriptum,Escriptores,,,,,,,,,,,,,
46,Estado,Cortador,Coitado,Affoutado,Tratado,Deputado,Estação,Instado,,,,,,,,
47,Correspondencia,Ascendencia,Correspondencias,,,,,,,,,,,,,
48,Alemtéjo,Alemtejana,Jerusalem,Alemtejo,,,,,,,,,,,,
49,Ricos-homens,Tens,Ricos-Homens d'Hespanha,Ricos-Homens de Portugal,Criticos,Rico Homem,,,,,,,,,,
50,Clèves,Silves,,,,,,,,,,,,,,
51,quasi branca,jaleca,pileca branca,brancuras de lapides,Brancaflôr,sedinha branca,,,,,,,,,,
52,Corinde,"valle
de Corinde",Corinde...,,,,,,,,,,,,,
53,virotões,Redacções,Simões,Duas Mil Virgens,Virotes,,,,,,,,,,,
54,"barbada,--que",barbacan,eirado da barbacan,portello das barbacans,Baixa,barbeava,"eirado da
barbacan...",Puxou,,,,,,,,
55,"Cruz
das Almas",Almas,"«Cruz
das Almas",Cruz das Almas,,,,,,,,,,,,
56,Figueira da Foz,Queira,Esgueira,bosque de roseiras,Cerqueira,Ribeira,,,,,,,,,,
57,Secretaria,Gazeta,Ruy,Secretario Geral,Secretarias,Tartaria,,,,,,,,,,
58,Academica,Picadeiro,demitto,Academias,Cadeia,,,,,,,,,,,
59,Convento de S. Domingos,"graça n'este bello palacio de
S. Domingos",convento de S. Domingos,Poço de S. Domingos,convento de S. Bento,,,,,,,,,,,
60,sachristão,Christo,tristeza,Christãos,Christovam,,,,,,,,,,,
61,Imperatriz,Imperio,d'Imperatriz da Russia,Ai,,,,,,,,,,,,
62,"National
Library of Portugal",Biblioteca Nacional de Portugal,em Portugal,Condado Portucalense,Historia de Portugal,Fidalgos de Portugal,Portugalsinho,terra formosa de Portugal,El-Rei de Portugal,_Portugal,Revelar Portugal,Portugal,vulgarisar Portugal,,,
63,Ministerios,Ministerio,Tunis,Ministerio da Fazenda,Ministerio do S. Fulgencio,Ministerios...,,,,,,,,,,
64,"Venancia
Rios",Moguncia,impaciencia,Intelligencia,diligencia,maledicencias,,,,,,,,,,
65,Coudel,Cousas,Musas,Balsas,,,,,,,,,,,,
66,limpou,Limpa,,,,,,,,,,,,,,
67,Bispo,Crispola,Bispos,,,,,,,,,,,,,
68,valle estreito,"Valle de
Josaphat",valle,"valle
de",valle surde,valle da Riosa,valla,valle muito fundo,Valle-Murtinho,,,,,,,
69,Camaras,bacamartes,Camara,relogio da Camara,d'Ultramar,Amarante,torre da Camara,Diario das Camaras,Camara...,,,,,,,
70,Villa Real de Santo Antonio,"Santos
Maldonado",santos,Santo,Santos,Ai Santo,,,,,,,,,,
71,Chafariz,Chafariz...,Largo do Chafariz,"Largo do
Chafariz",,,,,,,,,,,,
72,Jantar,Santa,Santa Rosa de Lima,Santa Barbara,phantasia,Bica Santa,Santa Aldonça,,,,,,,,,
73,Levado,Cavado,Beliscava,Riba-Cavado,Trovador,,,,,,,,,,,
74,Prosa,Rosa,tenebrosa,boa Rosa,d'Urros,Pedrosa,,,,,,,,,,
75,Villas,Villar Mendes,Tordesillas,Villa,Villa-Velhas,villanagem,villão,Villegas,Villico,,,,,,,
76,Leonel,Nunes,Leonez,Leoneses,,,,,,,,,,,,
77,Marquez do Roncão,"Marqueza de
Louredo",Roncão,Marques Rosendo,Marquezes de Cója,,,,,,,,,,,
78,rua das Pêgas,braza das lareiras,Baroneza das Marges,"rua das
Vendas","rua da
Mathematica o Cenaculo",rua das Hortas,,,,,,,,,,
79,Costa que S. Ex.^a,V. Ex.^a,Sua Ex.^a,V. Ex.^a...,Assigna V. Ex.^a,,,,,,,,,,,
80,Natal,Mata,Rematou,mattagal,,,,,,,,,,,,
81,Ser,Serio,Serpa,serviçaes,,,,,,,,,,,,
82,Opposição,Repartição,afan da Eleição,,,,,,,,,,,,,
83,Lugilde,Ramilde,Gramilde,familia,Mathildes,,,,,,,,,,,
84,Alferes,Alferes-Mór,Alferes do Pendão,,,,,,,,,,,,,
85,Dr. Julio,Ha,idyllio,Julios,Julinho,,,,,,,,,,,
86,Aquellas,Aquella,"Aquella
guedelha de trovador",aquellas,aquella grande fidalga,jaquetão,aquella linda,"aquella
sofrega",aquella rumorosa sympathia esparsa,"aquella
romantica",,,,,,
87,bom Regenerador,Regenerador,genebra,Sé,"Centro Regenerador
da Couraça",Centro Regenerador,Procuradora Geral da Corôa,Regeneradores,,,,,,,,
88,Craquêde,Santa Maria da Varge,Santa Maria de Craquêde,"Santa
Maria de Craquêde","Santa Maria de
Craquêde","Santa Maria de
Craquêde:--«Só",Santa Maria,Crêde,cabo de Santa Maria,"Santa Maria
de Craquêde",,,,,,
89,Snr,--Oh Snr,Snr.^{as,,,,,,,,,,,,,
90,Ordonho,"Ordonho
Mendes",Ordonho Mendes,Mordomo-Mór,,,,,,,,,,,,
91,Sensibilisado,bilis,utilisava,,,,,,,,,,,,,
92,by U.S. federal laws,"heraldica,--«_o","heraldica,--«_o
Rei",d'hera,,,,,,,,,,,,
93,Certesa,Sr.,Some states do not allow disclaimers of certain,Côrtes,Cercal,,,,,,,,,,,
94,Almocei,Almodovar,,,,,,,,,,,,,,
95,Gracinha,azinhaga,Grajelos,Torre Gracinha,Grainha,,,,,,,,,,,
96,Poemeto do Tio Duarte,Poemeto,Poema,,,,,,,,,,,,,
97,suor,Rocilho,Julho,Filho-d'Algo,Rocio,Maltrapilho,,,,,,,,,,
98,Tructezindo Ramires,"Tructezindo
Ramires",Tructezindo Mendes Ramires,,,,,,,,,,,,,
99,lusidia,fundia,Fundar,Sacudia,Mundo,India,,,,,,,,,,
100,Feitosa_--por,Murtosa,Feitosa,Eleitores,"Feitor-mór das
Alfandegas",feijoal,,,,,,,,,,
101,El-rei,Caçadas d'El-Rei,El-rei de Leão,"Guião
d'El-Rey",El-Rey,"El-Rei
Marquez de Treixedo",Largo d'El-Rei,Largo de El-Rei,El-Rei,,,,,,,
102,Arremessado,arremessaria,n'outro arremesso,,,,,,,,,,,,,
103,Camolino,Encolheu,Marcolino do *Independente*--recolheu,Recolheu,Marcolino do Independente,,,,,,,,,,,
104,Languidamente,Precipitadamente,Hirtamente,Immediatamente,,,,,,,,,,,,
105,Smyrna,Jornaes,jornaes,Volte,,,,,,,,,,,,
106,Torre de D. Ramires_--pois,Torre de D. Ramires,"Torre de D.
Ramires",Torre de D.,Torre de Ramires,Torre de S. Matheus,,,,,,,,,,
107,Froylas,Novellasinha,bagatellas,Novella,Vellas,"Condessa de
Chellas",Avellans,Novellas,Chellas,Ha n'ella,Treze Arruellas,Novella...,,,,
108,Caramba,Obra,Caramulo,Dobraram,Azurara,,,,,,,,,,,
109,Torre illuminára,torres da Honra,Torre!,"Torre...
Ella",Torre...,Torres,torre d'Almenara,Torre»--que,Torre,Torre passára,da Torre,,,,,
110,Pêgas,Espigal,veigas do Mondêgo,veigas,,,,,,,,,,,,
111,Proscratinare,velvetina,Prospecto,,,,,,,,,,,,,
112,Ponte,Hontem,monte e valle,Monte,Monte-Mór,Ponte...,Montemor,soccorro de Monte-mór,Traz-os-Montes,Monte-Agra,Echo de Traz-os-Montes,Montemór,Estonteado,Defronte,,
113,Calçadinha,Vendinha,Calçada,,,,,,,,,,,,,
114,surdia,surdiu,Misericordia,d'onde surdia,balburdia,,,,,,,,,,,
115,boa nova,cantiga nova,boa nova de prestes soccorros,,,,,,,,,,,,,
116,Pena,Serena,morena,"Serra
Morena",,,,,,,,,,,,
117,agarrára,seáras,aproveitára,pagára,Tirára,abalára,levára,,,,,,,,,
118,"digno
Chefe do Districto",Redistribution,Districto,upa,Districto do,Acto,,,,,,,,,,
119,buço,Vimioso,d'Ulgoso,Gottoso,,,,,,,,,,,,
120,extasi,Pittas,Moabitas,Pitta,,,,,,,,,,,,
121,rexas,Bravaes,Vae,José Casco dos Bravaes,"Egreja dos
Bravaes",,,,,,,,,,,
122,Bibliotheca...,Bibliotheca,Bibliotheca nacional,Bibliotheca do Paço do Bispo,,,,,,,,,,,,
123,Tambem,Votam,,,,,,,,,,,,,,
124,Quartel,Arte,Marte,d'Arte,,,,,,,,,,,,
125,Tordezello,Corvello,Lamello,Mindello,Rebellos,Mamã,"Unhello,--e",,,,,,,,,
126,Manchester,Arronches,Winchester,lide.--E n'este,,,,,,,,,,,,
127,Tavira,Estirado,miradoira,Miradães,miradoiro,Casimiras,,,,,,,,,,
128,Lembra,Setembro,Dezembro,Novembro,Desembrulha,Septembro,,,,,,,,,,
129,dynastia d'Aviz,d'Aviz,Dynastias,,,,,,,,,,,,,
130,Conselhos do Banco,Conselheiro,"Largo do
Conselheiro Costa Barroso",Aconselhava,,,,,,,,,,,,
131,pelludo,pelluda,"Céo
accuda",repellia,,,,,,,,,,,,
132,Ribeirinha,Torre Videirinha,Immediatamente Videirinha,Videirinha,Videirinha...,boeirinha,Videirinha adeantou,,,,,,,,,
133,Auctoridades,Braz Victorino,Auctoridade,Productores,Authoridade,Auctoridade do Districto,Auctoridade Superior,,,,,,,,,
134,Bona,sequito,Vomito,bonito,Brito,Bonita,Necessito,,,,,,,,,
135,Aquitania,"Bom
Samaritano",Bom Samaritano...,Bom Samaritano,,,,,,,,,,,,
136,Serdal,Cerdal,Cerda,,,,,,,,,,,,,
137,borda da poltrona,ponte da Portella,Joaquim da Horta,Joaquim da Porta,Joaquim da Copa,,,,,,,,,,,
138,Lisboa tres,"Lisboa do S.
Fulgencio",Lisboa,"Lisboa:--«Oh
sobrinho!",de Lisboa,Lisboa:--«Oh,,,,,,,,,,
139,Alcaçar de Coimbra,Bispo de Coimbra,Coimbra,Coimbra Antoninha Morena,,,,,,,,,,,,
140,lapella,Capella das Monicas,Capella,capellos,Capellas da Batalha,Capellão,,,,,,,,,,
141,chamma alta da vela,chammas,chamma,Cachamúz,,,,,,,,,,,,
142,Concilio de Toledo,souto de azinheiros,Rio de Janeiro,Janeiro,,,,,,,,,,,,
143,"Independente
d'Oliveira*",Oliveira...,casas d'Oliveira,comboio d'Oliveira,d'Oliveira,Bispo de Oliveira,Hospital d'Oliveira,"monte das
Oliveiras",Oliveiras,ruas d'Oliveira,"cidade
d'Oliveira","districto
d'Oliveira",Oliveira,Historia da Sé d'Oliveira,escarneos d'Oliveira,Olival
144,Ahi,ahi,recahiu,Cahio,,,,,,,,,,,,
145,Paços d'Argelim,Açor,Paço,Paço...,Melgaço,Paço com o Snr,Paço manuelino,,,,,,,,,
146,lucta,Instrucção,Tructesindo,Tructesindo:--,,,,,,,,,,,,
147,"n'aquelle alto
da Villa",N'aquelle,d'Aquilat,n'aquella nova,n'aquelle,aquelle,Aquelle,n'aquella beira,,,,,,,,
148,Freixos,Reis!,Jurei,Creia,Reino,Treixedo,Rei,,,,,,,,,
149,"Bica-Santa
o Adrião Pinto",Bica-Santa...,Museu,Bica-Santa,Bica,,,,,,,,,,,
150,"Manoel
Duarte",Manoel,Manoel da Adega,Quarta,Manoel Duarte,Tio Duarte,,,,,,,,,,
151,Sidonia,Mithologia,ceremonia,zenia,Colonia,agoa de Colonia,,,,,,,,,,
152,Santa Theresa,Santa Thereza,"work
with the phrase",Therezas,There,,,,,,,,,,,
153,boa velha,rua Velha,Bica-Velha,,,,,,,,,,,,,
154,S. Bento,"S.
Bento",urze,Bento,Regimento,,,,,,,,,,,
155,Evangelho,Poço Velho,Velho,Baluarte-Velho,velhota,,,,,,,,,,,
156,Largo,d'Orgaz,sarga,,,,,,,,,,,,,
157,rabear,Arabes,Parabens,,,,,,,,,,,,,
158,Destino,Estimava,Palestina,Estive,Athaydes,,,,,,,,,,,
159,Soledad,Ai Soledad,Toledo,,,,,,,,,,,,,
160,Henriques,Ourique,Manrique,Moçambique,Explique,Arronches Manrique,"collaço de Affonso
Henriques",,,,,,,,,
161,derriba,Ribas,Major Ribas,Arribada,Riba-Côa,,,,,,,,,,,
162,Telegrammas,telegramma,telegrammas,telegraphar,Telegraphas,,,,,,,,,,,
163,magnolia,dôce,Policia,pudicicia,Tripoli,Politica,,,,,,,,,,
164,Veneza,Venavente,Avenida,Aventureiros,,,,,,,,,,,,
165,Colera,Alerta,Libertava,,,,,,,,,,,,,
166,Populaça,Praça da Prataria,Couraça,Praça,Praça e,Praça da Liberdade,Graça,,,,,,,,,
167,Palacio,Choupal,Palacete,palacete dos Barrôlos,luva,Deante do Palacete,"Palacete dos fidalguissimos
Barrôlos",Ala,Palacete inaccessivel,,,,,,,
168,Sueiro,bom Padre Sueiro,Amieiro,Suevo,"Sueiro de
Lugilde",Padre Sueiro,,,,,,,,,,
169,Bayão!»--descambava,Bayão,"Mendo de
Bayão",,,,,,,,,,,,,
170,Estylo,Asylo,Bazar do Asylo Novo,,,,,,,,,,,,,
171,ponta fina...,ponta fina,Vontade,,,,,,,,,,,,,
172,Sul,do Japão,do Sul,Lopo,,,,,,,,,,,,
173,Adail,Abalou,Louzadas,Salzedas,Lousadas,,,,,,,,,,,
174,"arraial
seguro",carrascão,d'Arraz,Gaia,,,,,,,,,,,,
175,Club,Mariposa,Tipoia,Ave-Maria,Remarigues,,,,,,,,,,,
176,"André
Cavalleiro",Natal o Cavalleiro,Cavaleiro,d'este Cavalleiro,proprio Cavalleiro,Cavalleiro,Cavalleiros,André Cavalleiro,Silleiro,"cabo
Silleiro",Cavalleirista,cavalleiro,"pranchada de
cavalleiro",,,
177,Sua Excellencia,elle soffreria,elle,d'elle,Velleda,,,,,,,,,,,
178,Cidadelhe,Meia-idade,Cidade e as Serras,Cidadelhe...,Cidade,Universidade,Realidade,Novidades,Humanidade,,,,,,,
179,Appareceria,Appareço,Apparelha,"Nascente reappareceu n'um rolo de
poeira",Appareça,caleche apparatosa,,,,,,,,,,
180,idéa de ferias,Idéa,aldéa,Idéa--«a,idéa,,,,,,,,,,,
181,"Affonso de
Albuquerque",Quero,Quer,,,,,,,,,,,,,
182,Mosteiro de Recadães,"mosteiro de
Craquêde",mosteiro d'Arouca,mosteiro de Lorvão,Mosteiro de Lorvão,Mosteiro de Craquêde,mosteiro de Recadães,Dente de Lobo,Mosteiro de Ribadaes,,,,,,,
183,Adivinha,Estevinha,Pinhal de Estevinha,pinhal da Estevinha,Esteves,,,,,,,,,,,
184,somno,Sombras,sombrinha,cabo d'aljofar da sombrinha,"ponta da
sombrinha",,,,,,,,,,,
185,brazão d'armas,Brazil,braza,Brazileiro,,,,,,,,,,,,
186,understand,d'estudo,d'estanho,Pestana,"lamina
d'estanho",,,,,,,,,,,
187,Sunt Lacrymae Revistarum,Revista,Levita,,,,,,,,,,,,,
188,atravez do casarão,bahu,UT,atrazo,Atravez,chã,Sacavem,,,,,,,,,
189,D. Garcia,Arcos,Garcia,commerciaes,,,,,,,,,,,,
190,collo da mãe,Leão,Poço da Esquecida,Penedo da Saudade,Deão da Sé,,,,,,,,,,,
191,Fidalgo da Torre chegára,Fidalgo da Torre,Fidalgo da Torre!,,,,,,,,,,,,,
192,annaes da sua Casa,Annaes*,Annaes,,,,,,,,,,,,,
193,Proprios Nacionaes,"Proprios
Nacionaes",,,,,,,,,,,,,,
194,Bufava,remoçava,alvoroçava,tufava,,,,,,,,,,,,
195,Provincias,Provins,Provincia,Providencia,,,,,,,,,,,,
196,Açor negro,d'escumilha negra,cova negra,,,,,,,,,,,,,
197,Justiça,Ministro,"Ministro do
Reino","Ministro da
Justiça",,,,,,,,,,,,
198,Ex.^{mo,Ex.^{as,,,,,,,,,,,,,,
199,Fallam,cavallariça,Clarim,Cavallaria,,,,,,,,,,,,
200,Senhoras Infantas,soccorro,soccorro das Infantas de Portugal,soccorro das senhoras Infantas,das Infantas,,,,,,,,,,,
201,"Leia
alto!",banco alto,chapéo do Fidalgo,chapéo alto,ceu alto,chapéo,Salt Lake City,,,,,,,,,
202,cabo do renque d'alamos,"cabo d'osso do
guarda-sol",cabo d'elles!,cabo d'osso,cabo d'elles,pedregulhos d'oiro,Vossê,,,,,,,,,
203,marroquim,Barrolica,barro,bezerro,,,,,,,,,,,,
204,Monaco,Limonada,Bacoquice,Monarchia,,,,,,,,,,,,
205,"Santa
Ireneia",Santa-Ireneia,Honra,Honra de Santa-Ireneia,Honra de Santa Ireneia,,,,,,,,,,,
206,Cêdo,Portugueza...,Portugueza,Portuguezes,,,,,,,,,,,,
207,Palha-Cã,Debalde,Rebate,trebalha,,,,,,,,,,,,
208,lages do pateo,Pagem,Dr.,lages,lagedo,lagôa,,,,,,,,,,
209,"collaço do
moço Infante",idéa de colher do Titó,braço do Titó,bom Titó,braço do,immenso Titó,,,,,,,,,,
210,Romanceiro d'Amor,"Terreiro do
Paço...",Gutierres,terreiro da Honra,Terreiro aquelle sulco de espanto,"Terreiro da
Louça","Terreiro do
Paço",Terreiro,Terreiro do Paço,Terreiro da Louça,"alluvião do
estrangeirismo!»--Como",Terreiro...,,,,
211,comprehender,rescendia,Comprára,comprehendia,computer virus,,,,,,,,,,,
212,Title,Titó,Titulo,Tibulo,,,,,,,,,,,,
213,Ceuta,Lyceu,,,,,,,,,,,,,,
214,Alugaria,Tabacaria,Livraria,gloria,Hungria,Syria,Loteria,Cordoaria,,,,,,,,
215,Transvaal,Lettras,attrahem,Polyphemo,Trahes,ultraje,Cintra,,,,,,,,,
216,Italianos,d'Italia,Italia,,,,,,,,,,,,,
217,Praga,Bragança,Hotel Bragança,"Hotel
Bragança",Braganças,,,,,,,,,,,
218,Templosinho do Amor,Templosinho,Templosinho de Amor,Templo,,,,,,,,,,,,
219,Verdade,Lealdade,Piedade,Edade,,,,,,,,,,,,
220,Olhalvo,d'Ilhavo,Olha,Sevilha,têlha,Sôlha,noite?--Filha,,,,,,,,,
221,Monge,Congo,delonga,tanger,Longe,,,,,,,,,,,
222,palhoça d'onde villão,Visconde,ide vêr,d'onde vieste,,,,,,,,,,,,
223,Project Gutenberg-tm,Bermudo,Sobretudo,Entrudo,,,,,,,,,,,,
224,botica do Pires,Missa do Gallo,Hospedaria do Gago,lomba do outeiro,Racha do Moiro,"lomba do
cerro",Ribeira do Coice,,,,,,,,,
225,d'Alvaralhão,Alvaralhão,Nun'Alvares,alva,,,,,,,,,,,,
226,Galiléa,bengalão,bengalinha,Ceylão,,,,,,,,,,,,
227,Sanches Lucena,Lucena,d'Ancenes,"Sanches
Lucena",melancholia,Sanches,,,,,,,,,,
228,Arcada,Encharca,Sancharia,,,,,,,,,,,,,
229,Fidalgo pensava:--«O Rio-Manso,Rio-Manso,Rosinha Rio-Manso,,,,,,,,,,,,,
230,Sé de Zamora,Moral,morangal,Çamora,Samoras de Cendufe,Samoras,,,,,,,,,,
231,Tres,Trez,Enxarez,,,,,,,,,,,,,
232,Flôr,flôr,,,,,,,,,,,,,,
233,Bemaventurança,creança,Franziu,Francezes,Francfort,França,Casa de França,,,,,,,,,
234,Molle,ponta molle da orelha,molle,,,,,,,,,,,,,
235,Comedia,Gomes,comezaina,Apezar,compina,,,,,,,,,,,
236,Guadiana,egua,legua,,,,,,,,,,,,,
237,Miranda,"casal do
Miranda",Casal do Miranda,,,,,,,,,,,,,
238,Crassa,assumpto,Egypto,,,,,,,,,,,,,
239,Vou,Real,"Garça
Real",,,,,,,,,,,,,
240,Alcaçova de,Alcaçova de S.^{ta} Ireneia,Alcaçova,Alcaçova...,,,,,,,,,,,,
241,Semanario,Riosa,Vocabulario,Seminario,Ariosa,,,,,,,,,,,
242,esfuracando,despendurando,Enxarez de Sandornin,Sandornin,,,,,,,,,,,,
243,Magicas,Imagine,Imaginação,Imagina,Imagens,,,,,,,,,,,
244,ascumas,Escusados,Escumar,,,,,,,,,,,,,
245,n'elle antigo,crystal antigo,Constantinopla,,,,,,,,,,,,,
246,Seculo,Herculanos,Cenaculo,Circulo,Circulos,,,,,,,,,,,
247,Maricas,Fabrica de Vidros,Fabrica,d'Abril,Rica-Dona,Abril,,,,,,,,,,
248,Lanhosello,Dona de Lanhoso,Lanhoso,,,,,,,,,,,,,
249,Vocês,Patriotas,Patriotismo,Patriota,,,,,,,,,,,,
250,Cascaes,Escolas,lusco fusco,Effectivamente o Casco,damasco,Casco,Casco!,,,,,,,,,
251,d'Historia,Historia de França,Historia,d'Historia*,,,,,,,,,,,,
252,Mãe d'Agua!,Mãe d'Agua,sinete d'armas,jarrão d'agua,,,,,,,,,,,,
253,Abbade de Chandim,Sandim,Landim,candil,,,,,,,,,,,,
254,punhaes,cunhal rachado,Cunha,Cunhaes,,,,,,,,,,,,
255,Serras,Terras,berrar--«Morra,perra,Terço,aterrado,Terra,n'elle terra,,,,,,,,
256,Bichas,Pego das Bichas,riacho das Donas,,,,,,,,,,,,,
257,correia d'um latego,cornetim,Corre,Corôa,Correu,,,,,,,,,,,
258,illuminar,Paço do Bispo,Paço do Bispo illuminados,,,,,,,,,,,,,
259,"louça da
China",Jesuina,China,chinella,,,,,,,,,,,,
260,Oratorio,lavatorio,Purgatorio,,,,,,,,,,,,,
261,Relogio-de-Sol,Solar,Claro-Sol,solidão,Sol,,,,,,,,,,,
262,Noronhas,Coronel Trancoso,Noronha,Asia Menor,,,,,,,,,,,,
263,Castellão,Castello de Peronne,Castellos,castellã,castellão,Castella,castello de prôa,Castello,,,,,,,,
264,terraço do jardim,pedra do jardim,Bomjardim,Jardim,,,,,,,,,,,,
265,Mal-casada,Casal Novo,casaes,Japão,Casas,Setiaes,,,,,,,,,,
266,Advogue,"S.
Miguel",Craquede,guedelha,Guedes,,,,,,,,,,,
267,Mertola,morto!--gritou,Porto,Torto,,,,,,,,,,,,
268,Além-Jordão,"Terras
d'Além-Jordão",d'Adão,,,,,,,,,,,,,
269,Toros de castanheiro,Castanheiro Patriotinheiro,Castanheiro!):--«Eis ahi,Castanheiro...,bufarinheiro,Bastardo,Castanheiro,,,,,,,,,
270,escadaria redonda,Torre Redonda,tanque redondo,,,,,,,,,,,,,
271,Concelho,Cabecelhos,Concelhos,Concelho da Villa,,,,,,,,,,,,
272,Paço da Bemposta,Tempos:--«Achei,Tempos,,,,,,,,,,,,,
273,pedra d'uma,varanda veneravel,pedra da varanda,Varandinha,Ventura da Chiche,,,,,,,,,,,
274,"Hotel Mondego,--muito",Hotel Central,Hotel,Mondego,"Hotel
Universal",Hotel Mondego,Carnet-Mondain,,,,,,,,,
275,Resposta,Costa,"cost and with
almost",Costa Oriental,,,,,,,,,,,,
276,Solar de Santa Ireneia,"Senhorio de Santa
Ireneia",Santa Ireneia,Senhor de Santa Ireneia,Paço acastellado de Santa Ireneia,Adail de Santa Ireneia,Paços de Santa Ireneia,Castello de Santa Ireneia,Paço de Santa,Torre de Santa Ireneia,"Paços de
Santa Ireneia",Cavalleiros de Santa Ireneia,Paço de Santa Ireneia,"Paço de Santa
Ireneia",Terras de Santa Ireneia,
277,Lamego,legoas,Empregos,latego,Pego,egoa,,,,,,,,,,
278,Ladeado,Ajudado,Esgaseado,Esfalfado,Açodado,baptisado,Enfiado,Fado,Descabeçado,asseteado,,,,,,
