cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21
30,passionn,Sion,t._Si,division—,Curiosité,Hésilé,Dition,Religion,sion,,,,,,,,,,,,,
31,comtesse de Van—-,piste des intl—,"comtesse de Van—
denesse",comtesse de Granville,comtesse de Vande-,"comtesse de
Granville",comtesse de Mont—,,,,,,,,,,,,,,,
32,long—,bongo—,Onglet,g—,engag—,,,,,,,,,,,,,,,,,
33,mada—,créa—,a—,méca—,déla—,Cha—,écla—,aléa—,colla—,repa—,roya—,ména—,"d’éta—
blair",costa—,crea—,occa—,atta—,ja—,.,occupa—,désagréa—,Na—
34,I‘illet,Vetterille,Juillet,Tillet,"s’ha—
billet",Gentillet,Villa-Diodeti,Tillet s’,Filet,Êstillô‘n,,,,,,,,,,,,
35,gende—,rende—,de—,endor—,Blendet,rendez—,prend—,Vande—,Où prendras-tu,,,,,,,,,,,,,
36,connu—,Colonne,Nucia-,Nu—,conna—,menu—,loi connu—,conqu—,,,,,,,,,,,,,,
37,Doubs,du Doubs,du Japon,auberge du Gy@gne,tié douce,,,,,,,,,,,,,,,,,
38,Temps,Empëtré,stem,empê—,,,,,,,,,,,,,,,,,,
39,giteuql,il_te,tente—,dente—,exacte—,Rente,athlète—,soixante—,titeﬂ,t‘ût,conte—,mainte—,T_1tet,délicate—,Pictète,,,,,,,
40,Vieilles,Ville,Marseille,Vaudille,la Ville,Waüville,Vieille,facile—,Accueille,Vill,Sicile,Granville,Graville,Hôtel—de Ville,neville,Soleil,vi.—,Villa-l)îodal,Salle,l‘Ile,Famille,molle—
41,demon—,Tre Monasteri,moin—,mons,remon—,Mon—,Moniteur,renon—,Monvel,exon—,Beaut‘remont,Piémont,A uoivsrupn îMOnË pu naNçEY,,,,,,,,,
42,eXpirant,Granet,iran,admirable—,arran—,iran—,Girardet,Bègrante,rioairogéuéral,Rangés,brandon,Brabant,bir,,,,,,,,,
43,heureux—,yeux',N0r',Bayeux,m(mla°neux,yeux_de feu,é1=,L’AMBITIEUX,,,,,,,,,,,,,,
44,Voilà,brillàiÎt,"Soulas,_voilà",‘Voici,La voilureï,avoi—,,,,,,,,,,,,,,,,
45,gare de l’écharpe,"Chartreuse des
Bouxey",Grande Chartreuse,Chartreuse,Grande—Chartreuse,Grande-Chartreuse,,,,,,,,,,,,,,,,
46,Rapt,rapi—,expi—,capi—,rape—,mpi—,trahi—,,,,,,,,,,,,,,,
47,prenez—,Apprenez,Venez,rez,Apprenant,appr—,,,,,,,,,,,,,,,,
48,Fi‘anciens,niens,Rubens,amiens,Tiens,,,,,,,,,,,,,,,,,
49,Itàlienne,Quotidienne,médienne,vienne,Revientœ,Vienne,Sicilienne,Ivoirienne,Ila11enne,liennes,vien—,Briinnen,,,,,,,,,,
50,luigièl‘é,Gigogne,Sardaigne,Gigonnet,ignor—,,,,,,,,,,,,,,,,,
51,Ghampfort,Champs,chaud—,Champs-Elysées,Camps,Charme-i.,Champelé,Champagne,Champs—Haüsséæ,cham—,Champmeslé,,,,,,,,,,,
52,Saint-Gothard,Saint-Gotha‘rd,Balthasar,hypothè—,"Saint—
Gothard",,,,,,,,,,,,,,,,,
53,soli—,Àlil,politi—,Beli—,écri—,Li—,Clichy,Félix,empli—,Glisinbre-h’ai—,I,négli—,préliminai—,,,,,,,,,
54,plusle,s—,Ehl,plus—,pluies—,sous—,,,,,,,,,,,,,,,,
55,Boule,Semoule,boule—,souleVer,"BoulaY-

.",Trîvoulez,,,,,,,,,,,,,,,,
56,Neufchâtol,Neufchâtel,hâiiéhs,le Pont-Neuf,,,,,,,,,,,,,,,,,,
57,protocol—,prosp—,p—,t‘ros',produit—,Cimarosa,,,,,,,,,,,,,,,,
58,"château des
Colonna","vieuX château des
Colonna",Colonna de' home,,,,,,,,,,,,,,,,,,,
59,Venir,Souvenirs,Venise,fensive,Venu,,,,,,,,,,,,,,,,,
60,médie—Française,Français,Française,Françaises,Francais,Français-,<,c'_o“anais,Fantaisie,Théâtre—Français,,,,,,,,,,,,
61,Blçnet,lç,,,,,,,,,,,,,,,,,,,,
62,j‘en,plus._violente,m‘en,amen—,s’attendantà,enten—,envo—,entend—,En',cena,dépen—,cmgen,Moyen-,Départemental,emmen—,,,,,,,
63,"lac de
Genève","parisien,,le lac de
Genève",lac de Genève,Genève,,,,,,,,,,,,,,,,,,
64,Nantua,Chantonnay,nonchalant—,Ghantonnit,pantou—,,,,,,,,,,,,,,,,,
65,Avions‘court,courtis—,Sidonie de Chaÿencourt,Çhavonoourt,Chavoucourt,Chavoncourt,Chavoubourt,goncourt,Chalon court,Chavonrourt,Grav‘goncourt,Chavohcourt,Chavoneourt,Couchée,Ghavoncourt,Chavouoburt,,,,,,
66,dix—-,indi—,indiscré—,Prodi—,indien—,indiffé—,,,,,,,,,,,,,,,,
67,lac Majeur,"A BELGICA‘I‘E,— Lac Majeur",Lac Majeur,,,,,,,,,,,,,,,,,,,
68,beau—frère,trio—,BE,Beatrix,Patriote,Béatrix,,,,,,,,,,,,,,,,
69,"com-
merce de Besançon",cathédrale de Besançon,Besançon,de Besançon,expliquerBesançon,,,,,,,,,,,,,,,,,
70,caract—,appara—,para—,appa—,rappe—,,,,,,,,,,,,,,,,,
71,Nevers,Avez,Berne,Vernie‘il,Saverne,Vernon,Gouvernement,Ferney,Neuve,Moderne,Save,gouverne—,Lucerne,,,,,,,,,
72,Q.dand',Hollandais,Hollande,,,,,,,,,,,,,,,,,,,
73,égale—,Tuileries,adler—,lez,Angleterre,ler,Cercle,Bâle',Clermont,Lelmobilier,,,,,,,,,,,,
74,museum de Accueille,l‘aime“ Spéciale de son âm,rue Feydeau,bal de l’Opéra,rue de Ne—,baie de Naples,rue Neuve,canton de Lucerne,,,,,,,,,,,,,,
75,l‘a,j‘ai,l‘ai,aﬁ‘aires,,,,,,,,,,,,,,,,,,
76,Les Saules,éles—,Naples,Les_jeunesima—,Seules,ans._Les,Mesdemoiselles,Les,Dôle,Céciles,leurs‘plis raides,"dans_,lesquellesgdevait",élec—,les esté—,sensles.jam—.,Saintes—Céciles,Dudley,,,,,
77,diplo—,impr—,impatroni,employer—,Simplon,simple—,demploi—,,,,,,,,,,,,,,,
78,m=‘àson’StOpper,l‘on,Lyon,sont—,Songe,Son,thçon,—on,soudan,Bisonlins,Songez,déraison—,Dijon,,,,,,,,,
79,Riceys,supp0ricr“,Rioeys,Eiceys,,,,,,,,,,,,,,,,,,
80,domestiquù_o,Légitimistes,Est,destin—,Qu‘est,l’Est,,,,,,,,,,,,,,,,
81,faut—,Gcrsau,ajoutez,au-,Sautez,saëte,Auteuil,,,,,,,,,,,,,,,
82,atmos—,bios—,Bixiou,Arraiolos,impos—,,,,,,,,,,,,,,,,,
83,roma—,Romy,Etats romains,Romains,Germain,Comédie humaine,Les‘Romains,justicehumaine,,,,,,,,,,,,,,
84,Sa',Ansbach,Balkans,Sans,»Dans,mansardes,Gesanciens,Salins,Juan,,,,,,,,,,,,,
85,P9,s’établir,S’,s’être,s’,Charité s’,,,,,,,,,,,,,,,,
86,Schmu,Schmulce,Mu,,,,,,,,,,,,,,,,,,,
87,j’,J’,,,,,,,,,,,,,,,,,,,,
88,àParis,Parisien,priélé,Parisiens,paris,Paris,Paris.—Impr,Parismonsieur,fripoh,Parisiennes,Paradis,"parisien,,le",,,,,,,,,,
89,Suisse,Suisses,"F1‘au
de cette9'leüto Suisse",ses_puissanceès,,,,,,,,,,,,,,,,,,
90,Montcornet,Bisontins,anti—,conti—,contraste_que,Conti,Visconti,Contrat,Tinti,contre—sens,,,,,,,,,,,,
91,résis—,voyais,T—.:Mais,obéis—,Mail,maison nam,Louis—Phüÿape,dis—-,E,puis—,mais—,Lui?jamais,Sais,Vais,connais—,Marais,hais—,aisne,"maison,-je",lais—,,
92,baron—,éton—,bouton—,répon—,le proton—,proton—,ton—,menton,,,,,,,,,,,,,,
93,Éet,reﬂet,et’,t’,guet—,Etc,Etat,etïl—,,,,,,,,,,,,,,
94,"rue
Cigale",l?eruellentahhé de Gravure,"rue
de Grenelle",Le Grâçe,,,,,,,,,,,,,,,,,,
95,répétâ,puyé,républi—,répu—,dispu—,"can—

diat républicain",résolu—,régu—,,,,,,,,,,,,,,
96,"connais—
sance","circonf—
tance",Besancon,Besan—,besancon,BeSañçpﬁ.,conﬁance,,,,,,,,,,,,,,,
97,"ﬁs,]l’",il’,l’,treiill’sauvæ.-,L’,l’0ppo—,,,,,,,,,,,,,,,,
98,Améde‘e,discrétioft,médi—,Amédis,Amédée,,,,,,,,,,,,,,,,,
99,Basse—du—Rempart,rue Basse—du—Rempart,,,,,,,,,,,,,,,,,,,,
100,D’ALBERT savanes,Albeüdoit,Albertaurailﬁimplé,La Libertad,Alberta,"visi—
u le,.gilbert",,,,,,,,,,,,,,,,
101,Grenoble,uno mobilitéiéb,Obl,Noblesse,Nobles,obligéde,,,,,,,,,,,,,,,,
102,"A BELGICA‘I‘E,—",Quels,Belgique,MariaGeélique,Quo1que,gallique,de Belgique,,,,,,,,,,,,,,,
103,intel—,lanter—,enter—,Berlin,inter—,éter—,Terme,interrog—,mater—,,,,,,,,,,,,,
104,Folie,Cité sauts ton pien hz‘1‘euæ tc,Aumilieude,Saulieu,Chaulieu,,,,,,,,,,,,,,,,,
105,géné—,Méditerranée,NÉE,bieﬂ‘gagnée,,,,,,,,,,,,,,,,,,
106,lac des Quatre—Cantons,"puis—
sance des relations sociales",lac des Quatre—Can—,Quatre—Can—,,,,,,,,,,,,,,,,,,
107,Datum,Gharnathan,naNçEY,Nathan,chat—-,than,ﬁnAthan,,,,,,,,,,,,,,,
108,ﬁe’,ce’,ﬁaüce,ﬁde’,,,,,,,,,,,,,,,,,,
109,Wattevilleimagina,éldgmtt,attel—,Watlevdle,deWatteville,Walteville,Wattenﬂle,Watteville,Wat—,Wàtteville,maison Watteville,Wattevillc,,,,,,,,,,
110,Borromées,alpes,Alpes,sédes,respect—,Jardin des Plantes,Brièresﬁ,espé—,Indes,Es,Vives,Grâces,Essaie,cesablim,nimes,"petit—

 

tes",n‘es,néces—,esca—,Tes,,
111,mysté—,Quint,inté—,litté—,Intérêts,cabine‘mysté,,,,,,,,,,,,,,,,
112,talonne,S,Barcelone,Londres,Lons,Arrêtons,lons,Chalon,Moutonsdans,cloî—,—- Allons,,,,,,,,,,,
113,s_b10n,s_s_en,,,,,,,,,,,,,,,,,,,,
114,LA uncnsssu,la cohési0n,“ Comtesse,la Comtoise,la Comtesse,comtesse,la Comté,,,,,,,,,,,,,,,
115,venant._enﬁn,Enﬁn,enﬁd,Enﬁn‘je,Enﬁd,,,,,,,,,,,,,,,,,
116,justi—,jusqu’,Jusqu‘alors,qu’,,,,,,,,,,,,,,,,,,
117,brasàsa,Fatigué,Rastignac,Rasta{nac,Armagnac,tignac,Rasttgnec,,,,,,,,,,,,,,,
118,Sûr,Sûre,,,,,,,,,,,,,,,,,,,,
119,ambi—,habi—,habita—,haki—2—,,,,,,,,,,,,,,,,,,
120,ﬁèVI‘e,Ève,veît,ÈVE,nève,Eve,,,,,,,,,,,,,,,,
121,veu—,mu—,su—,îneveu—,cru—-,Eu—,déjeu—,,,,,,,,,,,,,,,
122,résul—,Sutton,D‘ièut,Sut,suez,su‘sume,,,,,,,,,,,,,,,,
123,pè1e,m(11'1me,allum111e,.11a,,,,,,,,,,,,,,,,,,
124,de_ﬁnotre’,notre exil—,exil—,,,,,,,,,,,,,,,,,,,
125,hou1ge01s,siégeaît,gage—,dange—,vivace—,ge—,Bugey,,,,,,,,,,,,,,,
126,Cé,Forcée,Cérès,Célébrité,,,,,,,,,,,,,,,,,,
127,Provence,la Provence,Enfonce,Providence,,,,,,,,,,,,,,,,,,
128,Lesjournaux,amours—,jour—,pour01r,journa—,Gur,joursde,pour$sé,Jour,Ursiui,jouis—,,,,,,,,,,,
129,napoléo—,applaudie—,Mort-,Portsmouth,apporte—,certesépou—,Supporte‘s,,,,,,,,,,,,,,,
130,pres—,E_pressé,resse—,Russes,Presse,repr—,,,,,,,,,,,,,,,,
131,serv1r,Servir,observ—,l’observ—,,,,,,,,,,,,,,,,,,
132,assem—,class—,Masse].,maitre‘sse—ﬁlle,Massol,Chasseur étin—,"la‘,base",masson usé,Ramassée,Gymnase,Masse,rassurez—,Assis,Iiasses,ambassa—,,,,,,,
133,aper—,permet—,imper—,Her—,Ger—,exer—,Per—,proﬁperdu,co‘ner—,ader—,éner—,super—,,,,,,,,,,
134,Fl-cle'nÿ Malgré,Fl-cle'nÿ,,,,,,,,,,,,,,,,,,,,
135,Lu-,Brunet,Brune-,"for—
tune",ubélunä,Lune,unînîâdu,pasÿune,Lejeune,Faune,,,,,,,,,,,,
136,Palais,Anglaises,Ang‘aise,Anglais,Anglaise,An-aise,Laisse,,,,,,,,,,,,,,,
137,Granvelle,la Nouvelle,Nouvelle,Nouvelles,,,,,,,,,,,,,,,,,,
138,manège,Yuma,jardin Bergmann,Normandie,déman—,Mamer—,maniﬁques,Marsan,MADAME,demand—,magniﬁ—,Marre,Maman,Madre,Allemand,mani—,marco,,,,,
139,mar—-,"Par—
talus",char—,appar—,mouvemenshar—,r—,Impartial,parti—,car—-,Partez,Par—,parc—,remar—,,,,,,,,,
140,uneonseil,jüry,la Seine,"Fon-
taine",Caroline,Seine,Magdeleine,Sein,,,,,,,,,,,,,,
141,A l’hôpital,parlait‘italien,"italienne,,et",l’Italie,ITALIE,"italienne,,et s’",Italiens,Italien,Italiennes,litalie,italie,Italienne,Italie,italien—,,,,,,,,
142,Lecon—,circonf—,décon—,confrotcrnrté,conﬁer,ordonn—,cé;tteconformiléde,Con—,fécon—,condit—,n—,con—.,,,,,,,,,,
143,grave—,fastueuse—,meuse,Graci-,Acier,faussementaccusè,gracieuse—,Euphrasie,,,,,,,,,,,,,,
144,Vandenesse,Vandènesse,Haüsséæ,nesse,mit1biden;éhausse,vanessa1rement1mpm,Vanden‘sse,Vandenessse,ﬁnesse,,,,,,,,,,,,,
145,Européen,l’Europe,l'Europe,Peuple,Europe,peut—,,,,,,,,,,,,,,,,
146,Àlaér,la Scala,V1(1la1,lady—,laïve,Quaïﬁi,laïf,,,,,,,,,,,,,,,
147,Gerba,Large,ga1erie,Virginie,Vierge,Ar0ier,Modifier,VlMERGATI,,,,,,,,,,,,,,
148,rue du Perron,rue du Croissant,La Roche Hugon,rue du Rocher,p,,,,,,,,,,,,,,,,,
149,vœu.futuresàl,"T'rê—
facture",Souffre-tü,Cour,Magistrature,Couture,Accourus,Préfecture,Laure,,,,,,,,,,,,,
150,Belzébut,Belgirele,Bruel,belvèrc,etdela,Hummel,el,réel—,Elschoet,,,,,,,,,,,,,
151,coq de l‘hôtel,l‘hôtel,ﬁle des de Rupt,hôtel de Root,hôtel de But,vaientà l’hôtel de Rupt,Rupt,hôtel de Rupt,hôtel de,hôtel de Rupt-,hôtel du Marais,,,,,,,,,,,
152,Emilio,Milan1s,Milanais,Mil,milan,Milan,,,,,,,,,,,,,,,,
153,cHouage,agiotagc,"-,—e-",passage Sandraé,"Re,—",Visages,voyageà_et,"sage,—",bagdad,,,,,,,,,,,,,
154,devaitsecou—,extrait—,C‘étaitjouer,vmxlé_gitimitès,ai Ïñt',Vit,"pleurait,4mais",Napolitain,ravis‘sait,Tràhit,quittàt,parfaite—,nevoulaitpas,Ait,situ—,croyait—,its,,,,,
155,poir—,Loire,uouoiuui—,Voussawz,voulusavoir le verlain,Pouvoir,,,,,,,,,,,,,,,,
156,Rooney,jaloux—,les Rouxey,Rouxeyi,lac des Bouxey,Les Rouxey,Bouxey,Rouxey,terre des Rouxey,,,,,,,,,,,,,
157,Frances}a,Renaissance,Grance,Francesca,France$a,Franche—Comté,franchis—,Franche,la France,france,Francesca'“d1cemment,tance,de France,France,,,,,,,,
158,.Florine,Rivarol lisant Florian,trempe de Florine,ga1dsFlorine,que_Florine,Florentine,Influen,Floride,Lorette,Flo—,Florine,point-Florine,Nleorivez,Florence,,,,,,,,
159,excus—,croyez--,Àlcr‘t,exagér,excr,excel—,,,,,,,,,,,,,,,,
160,“ï,décou—,trop—,se'trouver,vou—,cameroun,Pérou,éprou—,trou—,tror_s,,,,,,,,,,,,
161,Cirque espagnol,Espagnols,L’Espagne,Espagne,,,,,,,,,,,,,,,,,,
162,M0—,50—,,,,,,,,,,,,,,,,,,,,
163,pr inca,Nucingen,in’,inci—,"inci—
sinc",,,,,,,,,,,,,,,,,
164,Gersàu,Gersau,convers—,inaperçjours—,persis—,pers—,,,,,,,,,,,,,,,,
165,Belgradeè,d‘adorab‘hfs,"Belgrade,'moﬁ",Gra',Belgrade,,,,,,,,,,,,,,,,,
166,événe—,l’avène—,maine—,Rhône,pardonne—,Ne—,,,,,,,,,,,,,,,,
167,telain,complai—,plai—,plaideé,,,,,,,,,,,,,,,,,,
168,Lampbrani,Jura,Fédéral,amur,Opéra,Rabat,Framäâca,—- JérAme,Gramont,ram,drame—,,,,,,,,,,,
169,verras,jh’,laisser—,Serait,J‘accepterais,éclairerai,Serais,,,,,,,,,,,,,,,
170,Co.peintre,urbain—,attein—,plein—,prin—,pein—,,,,,,,,,,,,,,,,
171,moteur—,arcades sour—,nour—,malheur—,pour—,sour—,Retournez,amour—,autour—,four—,tour—,tourment—,,,,,,,,,,
172,Phi—-,Pilogue,O-,Philo-,,,,,,,,,,,,,,,,,,
173,commandémens,Sommes,Hommes,.comme»chäcun,prome—,omen_t,comme—,,,,,,,,,,,,,,,
174,Autriche,Ht,Utrecht,,,,,,,,,,,,,,,,,,,
175,hell(= allaient(=,"elle,.elle",Naturellement1l,elle—,tell intéressé,Est—elle,ellefeul,m‘ternelle,mademoiselle,—elle,Montemisselle,Telle,,,,,,,,,,
176,héaé—,la cathé—,ca,cathé—,cohé—,,,,,,,,,,,,,,,,,
177,"-

— Sois",Genevois,mois—,Bois,Crois,Vaudois,Croissant,troiSmois,Oimèl,,,,,,,,,,,,,
178,Rodolpheles,Rodol-,broda,col-—,,,,,,,,,,,,,,,,,,
179,.-fæ,"- —
A",au.-,-—- x1n,.-—.,".-_-.,-",- -.-,,,,,,,,,,,,,,,
180,Walter-,Al_—,BALZÀ(L,Idéal,Walt,,,,,,,,,,,,,,,,,
181,Savaron,Savarùs,moselle Savarus,Sàvarus,russie,Savarus,,,,,,,,,,,,,,,,
182,Chambre,Théâtre,Théâtre à la Chambre,Théâtre n’,Théâtre àla Chambre,,,,,,,,,,,,,,,,,
183,si—,considéra—,confi—,Ëmonsieur,cons—,consulta—,consid—,consul—,visi—,consi—,,,,,,,,,,,,
184,Touches,Vauchel-,Vaucelles,Vauchelles,,,,,,,,,,,,,,,,,,
185,srÈctn,s1ècu,,,,,,,,,,,,,,,,,,,,
186,"vieux
Saxe",de Saxe,Saxe,,,,,,,,,,,,,,,,,,,
187,de Versailles,Versailles,"mes-;,il",Réveillon,Merveille,meil—,Merveilles,,,,,,,,,,,,,,,
188,l830,J,,,,,,,,,,,,,,,,,,,,
189,"Marie—
Eugênie",Brie,Andrieux,Marie—Angélique,Mariniers,Mairie,Marie-Eugénie,Jérémie,Eug‘nie,Eugênie,Eugénie,Téniers,Marie—Eugénie,,,,,,,,,
