cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15
75,efi',t823,Boule,Semoule,boule—,souleVer,"BoulaY-

.",,,,,,,,,
76,yeux',Bayeux,m(mla°neux,yeux_de feu,,,,,,,,,,,,
77,pr inca,inci—,"inci—
sinc",,,,,,,,,,,,,
78,Gerba,Gersàu,Gersau,pers—,,,,,,,,,,,,
79,"château des
Colonna",Colonne,rez,"vieuX château des
Colonna",Colonna de' home,A,col-—,,,,,,,,,
80,Venir,Souvenirs,Venise,Venu,,,,,,,,,,,,
81,luigièl‘é,pluies—,déses—,néces—,,,,,,,,,,,,
82,m’_àiifte1‘a,Vandènesse,nesse,vanessa1rement1mpm,resse—,Essaie,ﬁnesse,,,,,,,,,
83,diplo—,employer—,Simplon,empli—,.,Moyen-,demploi—,,,,,,,,,
84,rue du Perron,rue du Croissant,ubélunä,".-_-.,-",rue du Rocher,Croissant,auberge du Gy@gne,,,,,,,,,
85,médie—Française,Français,Française,Françaises,Français-,Théâtre—Français,,,,,,,,,,
86,Nantua,naNçEY,su‘sume,A uoivsrupn îMOnË pu naNçEY,,,,,,,,,,,,
87,"lac de
Genève","parisien,,le lac de
Genève",lac de Genève,Genève,,,,,,,,,,,,
88,Borromées,Romy,prome—,promè—,,,,,,,,,,,,
89,Çhavonoourt,Chavoucourt,Chavoncourt,Chavoubourt,goncourt,Chavonrourt,Grav‘goncourt,Chavohcourt,Chavoneourt,50—,Ghavoncourt,Chavouoburt,,,,
90,intel—,s’attendantà,attel—,réel—,,,,,,,,,,,,
91,Bourg,Ga-,Bourg-,bourgeoise—,ébouriﬁ‘ante,Strasbourg,etïl—,,,,,,,,,
92,"com-
merce de Besançon",cathédrale de Besançon,Besançon,de Besançon,expliquerBesançon,thçon,its,,,,,,,,,
93,résul—,jüry,réso—,résolu—,,,,,,,,,,,,
94,mu—,Basse—du—Rempart,"la‘,base",rue Basse—du—Rempart,ambassa—,,,,,,,,,,,
95,gare de l’écharpe,Opéra,bal de l’Opéra,,,,,,,,,,,,,
96,admirable—,d‘adorab‘hfs,Rabat,Brabant,Cérès,,,,,,,,,,,
97,Q.dand',Hollandais,Rhône,colla—,Hollande,,,,,,,,,,,
98,cher,S,Rocher,pè1e,cher-,cher—,Mon cher,,,,,,,,,
99,Autriche,Touches,r_._che,Bixiou,La Roche Hugon,chef—,,,,,,,,,,
100,Ansbach,BALZÀ(L,Balkans,Sans,Bugey,,,,,,,,,,,
101,gard,Œregarde,regard—,D‘ièut,garni—,,,,,,,,,,,
102,"for—
tune",Forcée,endor—,ignor—,,,,,,,,,,,,
103,l‘a,.-fæ,j‘ai,l‘ai,,,,,,,,,,,,
104,siégeaît,Watlevdle,Wat—,Dudley,,,,,,,,,,,,
105,discrétioft,obéis—,dis—-,dispu—,,,,,,,,,,,,
106,Temps,Empëtré,t‘ût,empê—,,,,,,,,,,,,
107,Les Saules,éles—,Naples,Seules,ans._Les,Les,"dans_,lesquellesgdevait",sensles.jam—.,,,,,,,,
108,Wattevilleimagina,deWatteville,Walteville,Wattenﬂle,Watteville,p,Wàtteville,maison Watteville,élec—,Wattevillc,,,,,,
109,Gandolphini,gand,au.-,Gandohuhini,brandon,,,,,,,,,,,
110,Londres,respect—,espé—,,,,,,,,,,,,,
111,Bruel,Quels,Sels,Quo1que,suez,,,,,,,,,,,
112,char—,Cha—,nonchalant—,chaud—,Chalon,chat—-,Charme-i.,Charité s’,,,,,,,,
113,class—,déla—,écla—,,,,,,,,,,,,,
114,m=‘àson’StOpper,sont—,Son,Songez,haki—2—,,,,,,,,,,,
115,Riceys,supp0ricr“,Rioeys,Eiceys,,,,,,,,,,,,
116,domestiquù_o,Est,destin—,Qu‘est,l’Est,,,,,,,,,,,
117,faut—,Gcrsau,ajoutez,Cité sauts ton pien hz‘1‘euæ tc,Sautez,Auteuil,ac—,,,,,,,,,
118,Milan1s,Milanais,Mil,milan,Milan,,,,,,,,,,,
119,trio—,Beatrix,Patriote,Béatrix,,,,,,,,,,,,
120,t._Si,—- Non,-—- x1n,ho—,—- JérAme,,,,,,,,,,,
121,roma—,Etats romains,Romains,Germain,Les‘Romains,,,,,,,,,,,
122,mons,Ëmonsieur,Parismonsieur,,,,,,,,,,,,,
123,museum de Accueille,Vieilles,Réveillon,Marseille,Vieille,Accueille,Merveille,Merveilles,,,,,,,,
124,momentané—,Décidément,voquée extraordinaüement,menton,faussementaccusè,omen_t,Départemental,tourment—,,,,,,,,
125,Schmu,Schmulce,Elschoet,,,,,,,,,,,,,
126,a—,éldgmtt,"ﬁs,]l’",Louis—Phüÿape,puis—,"puis—
sance des relations sociales",O-,ses_puissanceès,jouis—,,,,,,,
127,cameroun,Es,Mamer—,Pérou,VlMERGATI,,,,,,,,,,,
128,Rooney,protocol—,le proton—,proton—,,,,,,,,,,,,
129,conti—,Conti,Visconti,Contrat,saëte,conte—,,,,,,,,,,
130,rapi—,expi—,capi—,mpi—,,,,,,,,,,,,
131,LA uncnsssu,la Scala,Escard,m’,,,,,,,,,,,,
132,bois de Boulogne,Gigogne,Boulogne,"bois de
Boulogne",de Boulogne,Toulouse,BOLOGNINI,,,,,,,,,
133,créa—,su—,aléa—,désagréa—,,,,,,,,,,,,
134,éton—,Sutton,bouton—,ton—,,,,,,,,,,,,
135,répétâ,républi—,répu—,"can—

diat républicain",,,,,,,,,,,,
136,amours—,joursde,Bourse,Jour,inaperçjours—,Ursiui,,,,,,,,,,
137,premièreçfois,Brièresﬁ,singulière—,,,,,,,,,,,,,
138,Cousteau,beau—frère,rue Feydeau,Eaux,Nous‘teau’,bagdad,Garceneault,,,,,,,,,
139,D’ALBERT savanes,Albeüdoit,Albertaurailﬁimplé,La Libertad,Alberta,bir,,,,,,,,,,
140,Européen,l’Europe,l'Europe,Europe,,,,,,,,,,,,
141,Grenoble,Obl,Noblesse,Nobles,,,,,,,,,,,,
142,àParis,paris,Paris,Paris.—Impr,ﬁ.;m,,,,,,,,,,,
143,lanter—,enter—,inter—,éter—,interrog—,mater—,,,,,,,,,,
144,repa—,appa—,occupa—,,,,,,,,,,,,,
145,Soulas,Souffre-tü,soudan,Sous-che,sous—,,,,,,,,,,,
146,piste des intl—,lac des Quatre—Cantons,lac des Quatre—Can—,lac des Bouxey,quatre—vingts,Quaïﬁi,Quatre—Can—,,,,,,,,,
147,Atheriallu,Atheriallu-olmroher,allum111e,,,,,,,,,,,,,
148,bois rustiqueé,Marie—Angélique,MariaGeélique,gallique,,,,,,,,,,,,
149,Impartial,parti—,Partez,ﬁde’,,,,,,,,,,,,
150,commandémens,Sommes,b—,Hommes,.nommnitLoùise,chui—,et’,Hummel,.comme»chäcun,m(11'1me,Communal,comme—,commis—,,,
151,Tre Monasteri,s’être,treiill’sauvæ.-,de_ﬁnotre’,Àlcr‘t,notre exil—,Utrecht,,,,,,,,,
152,jardin Bergmann,Jardin des Plantes,mardi—,Lombardie,.-—.,,,,,,,,,,,
153,reﬂet,facile—,Sicile,Filet,Céciles,l‘Ile,,,,,,,,,,
154,pauvrevgrund,reve—,Revue,Eve,,,,,,,,,,,,
155,vivace—,Vives,s_s_en,fensive,Nleorivez,,,,,,,,,,,
156,ména—,Na—,,,,,,,,,,,,,,
157,BE,mit1biden;éhausse,Russes,russie,,,,,,,,,,,,
158,tell intéressé,Quint,inté—,Intérêts,Tinti,,,,,,,,,,,
159,caract—,appara—,para—,Paradis,,,,,,,,,,,,
160,jaloux—,jusqu’,Jusqu‘alors,,,,,,,,,,,,,
161,Chantonnay,Ghantonnit,pantou—,,,,,,,,,,,,,
162,veu—,j’,îneveu—,Eu—,déjeu—,,,,,,,,,,,
163,Peuple,simple—,peut—,,,,,,,,,,,,,
164,gage—,dange—,ge—,unînîâdu,,,,,,,,,,,,
165,C0'—,Bouzey,décou—,vou—,eûtabou—,éprou—,,,,,,,,,,
166,lise,lèbre,Glisinbre-h’ai—,,,,,,,,,,,,,
167,Ghampfort,Champs,Champs-Elysées,Sexe,Camps,Champelé,Champagne,Champs—Haüsséæ,cham—,Champmeslé,,,,,,
168,Ehl,Provence,la Provence,Providence,,,,,,,,,,,,
169,amen—,aspen—,solen—,dépen—,emmen—,,,,,,,,,,,
170,Ordinaire,"extraordi—
naire",puyé,rioairogéuéral,"aﬁ""aire",aﬁ‘aires,éclairerai,involontaire—,,,,,,,,
171,assem—,Masse].,Massol,Chasseur étin—,masson usé,Ramassée,Masse,Iiasses,ﬁacre,,,,,,,
172,compas—,Compter,compl—,quittàt,,,,,,,,,,,,
173,Sa',sardo—,Sardaigne,Balthasar,envo—,Hasard,mansardes,,,,,,,,,
174,P9,"- —
A",Besancon,Besan—,besancon,BeSañçpﬁ.,,,,,,,,,,
175,because,aus-—,Mulhouse,,,,,,,,,,,,,
176,Àlil,prosp—,t‘ros',Cimarosa,,,,,,,,,,,,
177,Avions‘court,courtis—,Cour,Chalon court,Accourus,Couchée,,,,,,,,,,
178,aper—,imper—,"-,—e-",Per—,proﬁperdu,super—,,,,,,,,,,
179,Eug‘nie,Virginie,Eugênie,fripoh,,,,,,,,,,,,
180,peuvent—,rs,rue Neuve,Neuve,,,,,,,,,,,,
181,permet—,regret—-,Pilogue,guet—,el&serguei,,,,,,,,,,,
182,"d’éta—
blair",habita—,costa—,.11a,atta—,,,,,,,,,,,
183,Gur,habi—,cabine‘mysté,Caroline,,,,,,,,,,,,
184,Berne,Saverne,m‘ternelle,Ferney,Moderne,canton de Lucerne,Lucerne,,,,,,,,,
185,brasàsa,verras,contraste_que,Rasta{nac,Rasttgnec,Euphrasie,,,,,,,,,,
186,conﬁer,convers—,condit—,conqu—,,,,,,,,,,,,
187,Ève,ÈVE,nève,,,,,,,,,,,,,
188,uneonseil,Brunet,Les_jeunesima—,Brune-,Lune,pasÿune,Lejeune,Faune,,,,,,,,
189,Anglaises,Angleterre,Ang‘aise,Anglais,Anglaise,,,,,,,,,,,
190,mouvemenshar—,Vernie‘il,se'trouver,Vernon,Gouvernement,gouverne—,,,,,,,,,,
191,la Nouvelle,Nouvelle,el,Nouvelles,,,,,,,,,,,,
192,Cercle,Fl-cle'nÿ Malgré,Bâle',Fl-cle'nÿ,,,,,,,,,,,,
193,justi—,Yuma,"Fon-
taine",maine—,justicehumaine,,,,,,,,,,,
194,Jura,"Par—
talus",appar—,Par—,parc—,,,,,,,,,,,
195,Vandenesse,Vand',Vanden‘sse,Vandenessse,Vande—,,,,,,,,,,,
196,la Seine,Seine,Magdeleine,cloî—,Sein,,,,,,,,,,,
197,A l’hôpital,parlait‘italien,"italienne,,et",l’Italie,ITALIE,"italienne,,et s’",Italiens,Italien,Italiennes,litalie,italie,Italienne,Italie,italien—,,
198,fastueuse—,meuse,Graci-,—on,gracieuse—,,,,,,,,,,,
199,Lecon—,écono—,décon—,Con—,fécon—,con—.,,,,,,,,,,
200,adler—,Her—,Ger—,exer—,co‘ner—,ader—,éner—,,,,,,,,,
201,Datum,agiotagc,Lëôpbd,Magistrature,s’,trahi—,,,,,,,,,,
202,Normandie,demand—,Allemand,Salle,,,,,,,,,,,,
203,»Dans,Arrêtons,Moutonsdans,,,,,,,,,,,,,
204,s’établir,Grâces,cesablim,,,,,,,,,,,,,
205,Com,hom—,"mes-;,il",L’,salom—,com—-,raccom—,,,,,,,,,
206,coq de l‘hôtel,l‘hôtel,.”-“:.,ﬁle des de Rupt,hôtel de Root,hôtel de But,vaientà l’hôtel de Rupt,Rupt,hôtel de Rupt,hôtel de,hôtel de Rupt-,hôtel du Marais,,,,
207,Lovelacc,vieux Lovelacc,jh’,etdela,Love-,Lovelace,"lac
’",,,,,,,,,
208,la cohési0n,Comtois,la Comtoise,la Comtesse,Comté,la Comté,,,,,,,,,,
209,cons—,consulta—,consul—,,,,,,,,,,,,,
210,manège,manière‘dont,maniﬁques,Maman,mani—,A la manière‘dont,J’,,,,,,,,,
211,Deux-Cent,Lenain,cena,Tude,,,,,,,,,,,,
212,passage Sandraé,"Re,—",Visages,"sage,—",,,,,,,,,,,,
213,devaitsecou—,extrait—,C‘étaitjouer,maitre‘sse—ﬁlle,héaé—,ravis‘sait,parfaite—,Ait,,,,,,,,
214,Améde‘e,ﬁe’,il’,Amédis,Amédée,- -.-,,,,,,,,,,
215,Dent,Eden,denxpios,,,,,,,,,,,,,
216,j‘en,les Rouxey,Rouxeyi,Les Rouxey,Bouxey,Rouxey,terre des Rouxey,l830,,,,,,,,
217,Frances}a,Grance,Francais,Francesca,France$a,Franche—Comté,franchis—,Franche,Enfonce,la France,france,Francesca'“d1cemment,tance,de France,conﬁance,France
218,.Florine,Rivarol lisant Florian,écri—,trempe de Florine,ga1dsFlorine,que_Florine,Floride,Florine,point-Florine,,,,,,,
219,excus—,excr,excel—,,,,,,,,,,,,,
220,Palais,laisser—,Laisse,lais—,,,,,,,,,,,,
221,l’0ppo—,Mort-,Portsmouth,apporte—,Supporte‘s,,,,,,,,,,,
222,Phétoré,l’,Rhétoré,,,,,,,,,,,,,
223,NÉE,magniﬁ—,engag—,bieﬂ‘gagnée,Pictète,,,,,,,,,,,
224,lac Majeur,"A BELGICA‘I‘E,— Lac Majeur",Lac Majeur,,,,,,,,,,,,,
225,venant._enﬁn,Enﬁn,enﬁd,Enﬁn‘je,Enﬁd,,,,,,,,,,,
226,Voussawz,nevoulaitpas,voulusavoir le verlain,Voulu,Trîvoulez,,,,,,,,,,,
227,"Chartreuse des
Bouxey",Grande Chartreuse,Chartreuse,Grande—Chartreuse,Grande-Chartreuse,,,,,,,,,,,
228,impatroni,trop—,trou—,tror_s,,,,,,,,,,,,
229,Fi‘anciens,niens,Rubens,amiens,Gesanciens,Tiens,,,,,,,,,,
230,Cirque espagnol,Espagnols,L’Espagne,Espagne,,,,,,,,,,,,
231,baron—,répon—,renon—,exon—,,,,,,,,,,,,
232,jour—,arcades sour—,nour—,sour—,amour—,autour—,four—,tour—,,,,,,,,
233,Dôle,Acier,Téniers,Vierge,de—s lierres,Ar0ier,Modifier,,,,,,,,,
234,talonne,Gigonnet,pardonne—,ordonn—,l*‘donne,,,,,,,,,,,
235,si—,visi—,"visi—
u le,.gilbert",,,,,,,,,,,,,
236,vœu.futuresàl,heureux—,"T'rê—
facture",rassurez—,Couture,Préfecture,Laure,,,,,,,,,
237,impr—,repr—,appr—,,,,,,,,,,,,,
238,indi—,Indes,indiscré—,indien—,indiffé—,,,,,,,,,,,
239,Fatigué,Rastignac,Armagnac,tignac,,,,,,,,,,,,
240,Saint—,rue Saint—Lazare,Saint—Germain,Saint—Hére,Saint—Martin,Saint—Lazare,Sainte—Hélène,Saint—Jean,Saintes—Céciles,Saint des Saints—Il,,,,,,
241,Belgradeè,"Belgrade,'moﬁ",Belgrade,,,,,,,,,,,,,
242,Gharnathan,Nathan,than,ﬁnAthan,,,,,,,,,,,,
243,croyez--,roya—,croyait—,,,,,,,,,,,,,
244,événe—,l’avène—,Ne—,,,,,,,,,,,,,
245,Bisontins,Berlin,Bisonlins,Salins,déraison—,,,,,,,,,,,
246,telain,applaudie—,cru—-,complai—,préliminai—,plai—,plaideé,,,,,,,,,
247,Framäâca,ram,drame—,,,,,,,,,,,,,
248,Serait,Où,J‘accepterais,Marais,Arraiolos,Serais,,,,,,,,,,
249,moin—,urbain—,attein—,plein—,prin—,pein—,,,,,,,,,,
250,exil—,Soleil,meil—,,,,,,,,,,,,,
251,comprend—,prend—,Où prendras-tu,,,,,,,,,,,,,
252,Clichy,Félix,exacte—,athlète—,é1=,délicate—,,,,,,,,,,
253,Rodolpheles,Bbdolphd,,,,,,,,,,,,,,
254,Montcornet,Monvel,Clermont,Clermont—Mont—Saint—Jean,Gramont,Beaut‘remont,Piémont,,,,,,,,,
255,Co.peintre,entre—,s’entr’,contre—sens,,,,,,,,,,,,
256,in’,S’,la cathé—,cathé—,cohé—,,,,,,,,,,,
257,"-

— Sois",Àlaér,Genevois,mois—,Bois,I,Crois,Vaudois,troiSmois,,,,,,,
258,voyais,Sais,Vais,c'_o“anais,An-aise,hais—,aisne,Fantaisie,,,,,,,,
259,Savaron,Savarùs,moselle Savarus,Sàvarus,Varèse,Savarus,,,,,,,,,,
260,Prodi—,produit—,Rodol-,broda,,,,,,,,,,,,
261,Chambre,Théâtre,Théâtre à la Chambre,Théâtre n’,Théâtre àla Chambre,,,,,,,,,,,
262,Andrieux,ambi—,L’AMBITIEUX,,,,,,,,,,,,,
263,certesépou—,"petit—

 

tes",Tes,,,,,,,,,,,,,
264,Vauchel-,Vaucelles,Vauchelles,,,,,,,,,,,,,
265,Brie,uno mobilitéiéb,Curiosité,brillàiÎt,Bohême,Briinnen,Célébrité,,,,,,,,,
266,"vieux
Saxe",de Saxe,Saxe,,,,,,,,,,,,,
267,Florentine,<,Lorette,Flo—,Florence,,,,,,,,,,,
268,"Marie—
Eugênie",géné—,Mariniers,Marie-Eugénie,Eugénie,Marie—Eugénie,,,,,,,,,,
