cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20
20,mada—,Madre,MADAME,bagdad,,,,,,,,,,,,,,,,,
21,résolu—,réso—,,,,,,,,,,,,,,,,,,,
22,chez—,sachez—,ac—,Sachez,,,,,,,,,,,,,,,,,
23,avan—,Van—,"dan—
ger",plan—,Juan,déman—,ban—,Vand',n—,Van-—,,,,,,,,,,,
24,j’,J’,,,,,,,,,,,,,,,,,,,
25,Graci-,gracieuse—,Acier,fastueuse—,,,,,,,,,,,,,,,,,
26,Vaudois,Bois,Oimèl,Bohême,troiSmois,mois—,ﬁ.;m,bois rustiqueé,Genevois,"-

— Sois",,,,,,,,,,,
27,cathé—,héaé—,cohé—,J,ca,la cathé—,,,,,,,,,,,,,,,
28,no—,ho—,jüry,A,écono—,Noi,envo—,,,,,,,,,,,,,,
29,de—s lierres,re—,malpropre—,regret—-,involontaire—,pare—,lèbre,entre—,ﬁacre,singulière—,rez,aspire—,,,,,,,,,
30,Milan,Milanais,Emilio,Milan1s,milan,Mil,,,,,,,,,,,,,,,
31,m‘en,j‘en,,,,,,,,,,,,,,,,,,,
32,résul—,consul—,consulta—,,,,,,,,,,,,,,,,,,
33,"ti—
mide",Départemental,parti—,jh’,Partez,Impartial,,,,,,,,,,,,,,,
34,Cé,Cérès,Forcée,,,,,,,,,,,,,,,,,,
35,au-,Lu-,aus-—,au.-,,,,,,,,,,,,,,,,,
36,"connais—
sance",connais—,"puis—
sance des relations sociales",Renaissance,c'_o“anais,,,,,,,,,,,,,,,,
37,pour$sé,Jour,journa—,pour01r,jour—,joursde,inaperçjours—,Lesjournaux,,,,,,,,,,,,,
38,Napolitain,napoléo—,"Fon-
taine",de-Napoléon à'Joséphine,politi—,,,,,,,,,,,,,,,,
39,Vanden‘sse,Vandenesse,Vande—,Vandènesse,nesse,ﬁnesse,vanessa1rement1mpm,Vandenessse,,,,,,,,,,,,,
40,sion,passionn,t._Si,Religion,Sion,Hésilé,division—,Dition,,,,,,,,,,,,,
41,Vernon,Saverne,Gouvernement,Save,Avez,gouverne—,Vernie‘il,,,,,,,,,,,,,,
42,Brune-,"-,—e-",Brunet,,,,,,,,,,,,,,,,,,
43,observ—,l’observ—,serv1r,Servir,,,,,,,,,,,,,,,,,
44,Graville,Villa-l)îodal,Hôtel—de Ville,Villa-Diodeti,Ville,Accueille,Marseille,la Ville,Waüville,Vieille,vi.—,Vieilles,neville,Famille,Vaudille,Granville,museum de Accueille,Vill,,,
45,Fl-cle'nÿ,Fl-cle'nÿ Malgré,Bâle',,,,,,,,,,,,,,,,,,
46,ajoutez,Sautez,saëte,faut—,Auteuil,Cité sauts ton pien hz‘1‘euæ tc,,,,,,,,,,,,,,,
47,voyageà_et,"sage,—","Re,—",cHouage,passage Sandraé,Visages,,,,,,,,,,,,,,,
48,Serait,J‘accepterais,Serais,leurs‘plis raides,éclairerai,déraison—,Marais,,,,,,,,,,,,,,
49,Europe,Européen,l’Europe,l'Europe,,,,,,,,,,,,,,,,,
50,Vilardwetæ,Dent de' Vilain,Dent de Vilard,Dent de “Viard,Pont de Ward,Dent de Vitara,,,,,,,,,,,,,,,
51,Dauphin,Dauphine,Phi—-,séraphins,Euphrasie,,,,,,,,,,,,,,,,
52,mar—-,marco,Cimarosa,Marre,dix—-,remar—,car—-,,,,,,,,,,,,,,
53,imper—,Ger—,Per—,super—,aper—,Her—,exer—,ader—,proﬁperdu,Mamer—,éner—,co‘ner—,permet—,,,,,,,,
54,m(11'1me,.11a,allum111e,pè1e,,,,,,,,,,,,,,,,,
55,Atheriallu,Atheriallu-olmroher,,,,,,,,,,,,,,,,,,,
56,Rooney,Ne—,vivace—,l’avène—,événe—,Rhône,maine—,,,,,,,,,,,,,,
57,appa—,appara—,appar—,caract—,Paradis,para—,rappe—,,,,,,,,,,,,,,
58,la Comtesse,“ Comtesse,LA uncnsssu,la Comté,la Comtoise,la cohési0n,comtesse,,,,,,,,,,,,,,
59,indiscré—,discrétioft,indiffé—,indien—,indi—,,,,,,,,,,,,,,,,
60,Eugénie,Marie-Eugénie,Téniers,Eug‘nie,géné—,Marie—Eugénie,,,,,,,,,,,,,,,
61,giteuql,Moniteur,titeﬂ,P9,moteur—,,,,,,,,,,,,,,,,
62,nimes,néces—,Vives,Borromées,é1=,"petit—

 

tes",sédes,Es,Tes,Grâces,Indes,Jardin des Plantes,espé—,Ï,Essaie,cesablim,n‘es,déses—,respect—,"mes-;,il",esca—
63,Anglaises,Anglais,Anglaise,Ang‘aise,An-aise,,,,,,,,,,,,,,,,
64,Opéra,bal de l’Opéra,Fédéral,rioairogéuéral,,,,,,,,,,,,,,,,,
65,Montemisselle,mademoiselle,Mesdemoiselles,,,,,,,,,,,,,,,,,,
66,Théâtre—Français,Françaises,Française,Français,Français-,médie—Française,,,,,,,,,,,,,,,
67,lac de Genève,"lac de
Genève","parisien,,le lac de
Genève",Genève,,,,,,,,,,,,,,,,,
68,Àlcr‘t,excus—,excr,excel—,-,exagér,,,,,,,,,,,,,,,
69,agiotagc,trio—,impatroni,Béatrix,Patriote,Beatrix,,,,,,,,,,,,,,,
70,Communal,Cos,Comté,Com,Compter,compas—,com—-,.comme»chäcun,compl—,commandémens,Comtois,comme—,commis—,raccom—,,,,,,,
71,pluies—,plus—,plusle,plus._violente,,,,,,,,,,,,,,,,,
72,arran—,Méditerranée,Arraiolos,tran—,verras,,,,,,,,,,,,,,,,
73,malheur—,endor—,repr—,r—,impr—,poir—,Par—,ignor—,,,,,,,,,,,,,
74,Maman,mani—,maniﬁques,manège,,,,,,,,,,,,,,,,,
75,Obl,Grenoble,Noblesse,Nobles,obligéde,,,,,,,,,,,,,,,,
76,A uoivsrupn îMOnË pu naNçEY,naNçEY,Nantua,,,,,,,,,,,,,,,,,,
77,Suisse,ses_puissanceès,Suisses,"F1‘au
de cette9'leüto Suisse",,,,,,,,,,,,,,,,,
78,momentané—,Eden,s’entr’,Tude,Moyen-,Dent,Deux-Cent,Décidément,denxpios,senti—,eéde,,,,,,,,,,
79,Jusqu‘alors,jusqu’,qu’,,,,,,,,,,,,,,,,,,
80,Virginie,donie,Sidonie,Donc,Laponie,,,,,,,,,,,,,,,,
81,"comtesse de Van—
denesse",baie de Naples,comtesse de Vande-,comtesse de Van—-,comtesse de Mont—,comtesse de Granville,piste des intl—,"comtesse de
Granville",,,,,,,,,,,,,
82,Peuple,spleen—,Splendide,Spleen,,,,,,,,,,,,,,,,,
83,.nommnitLoùise,Mulhouse,vingt—sept,"la‘,base",Se,se’,Gymnase,Sexe,el&serguei,lise,Varèse,because,,,,,,,,,
84,cabine‘mysté,mysté—,,,,,,,,,,,,,,,,,,,
85,Russes,mit1biden;éhausse,faussementaccusè,russie,,,,,,,,,,,,,,,,,
86,Savarus,Savaron,Sàvarus,moselle Savarus,Savarùs,,,,,,,,,,,,,,,,
87,justi—,Ehl,Comédie humaine,justicehumaine,Yuma,,,,,,,,,,,,,,,,
88,Les‘Romains,Etats romains,Romains,roma—,Germain,,,,,,,,,,,,,,,,
89,italien—,ITALIE,Italienne,"italienne,,et",Italien,litalie,"italienne,,et s’",Italie,Italiens,A l’hôpital,parlait‘italien,Folie,l’Italie,italie,Italiennes,,,,,,
90,Hollandais,Hollande,Q.dand',colla—,,,,,,,,,,,,,,,,,
91,Besan—,besancon,Besancon,BeSañçpﬁ.,Gesanciens,,,,,,,,,,,,,,,,
92,Quatre—Can—,quatre—vingts,lac des Quatre—Cantons,Quaïﬁi,lac des Quatre—Can—,,,,,,,,,,,,,,,,
93,Aumilieude,Chaulieu,Saulieu,chaud—,,,,,,,,,,,,,,,,,
94,Semoule,eûtabou—,Boule,boule—,souleVer,"BoulaY-

.",Trîvoulez,,,,,,,,,,,,,,
95,domi—,lumi—,chemi—,fémi—,Le Chemin,cachemire,,,,,,,,,,,,,,,
96,rue Feydeau,rue Neuve,peuvent—,Neuve,rue de Ne—,,,,,,,,,,,,,,,,
97,attein—,prin—,moin—,pein—,urbain—,plein—,Co.peintre,,,,,,,,,,,,,,
98,Romy,prome—,promè—,,,,,,,,,,,,,,,,,,
99,Venir,Souvenirs,Venise,Venu,S,,,,,,,,,,,,,,,,
100,Gharnathan,Nathan,than,ﬁnAthan,,,,,,,,,,,,,,,,,
101,premièreçfois,manière‘dont,A la manière‘dont,,,,,,,,,,,,,,,,,,
102,V1(1la1,laïve,lady—,laïf,la Scala,,,,,,,,,,,,,,,,
103,Venez,Apprenez,prenez—,Apprenant,appr—,,,,,,,,,,,,,,,,
104,solen—,dépen—,aspen—,amen—,omen_t,emmen—,menu—,,,,,,,,,,,,,,
105,voyais,roya—,produit—,croyait—,croyez--,,,,,,,,,,,,,,,,
106,Théâtre,Théâtre àla Chambre,Àlaér,Théâtre à la Chambre,Théâtre n’,Chambre,,,,,,,,,,,,,,,
107,Colonne,Colonna de' home,"château des
Colonna",t‘ût,"vieuX château des
Colonna",,,,,,,,,,,,,,,,
108,"bois de
Boulogne",Gigogne,Toulouse,Boulogne,BOLOGNINI,bois de Boulogne,Pilogue,de Boulogne,,,,,,,,,,,,,
109,Utrecht,Ht,,,,,,,,,,,,,,,,,,,
110,atmos—,Bixiou,impos—,bios—,Curiosité,,,,,,,,,,,,,,,,
111,Gandohuhini,Bbdolphd,Gandolphini,gand,,,,,,,,,,,,,,,,,
112,lac des Bouxey,Bouxey,les Rouxey,Rouxey,Les Rouxey,terre des Rouxey,Rouxeyi,,,,,,,,,,,,,,
113,dange—,Bugey,Large,siégeaît,hou1ge01s,ge—,gage—,,,,,,,,,,,,,,
114,Soulas,"Baoul,_la",Baoul',àRaoul,Raoul,Voulu,Raoul‘sera,disaitRaoul,,,,,,,,,,,,,
115,Barcelone,lons,mons,Londres,Moutonsdans,Arrêtons,Lons,—- Allons,long—,cloî—,,,,,,,,,,,
116,Céciles,l‘Ile,facile—,Saintes—Céciles,Sicile,,,,,,,,,,,,,,,,
117,M0—,50—,,,,,,,,,,,,,,,,,,,
118,l?eruellentahhé de Gravure,"rue
Cigale","rue
de Grenelle",Le Grâçe,,,,,,,,,,,,,,,,,
119,Salle,Normandie,Allemand,demand—,,,,,,,,,,,,,,,,,
120,Voussawz,sous—,soudan,Souffre-tü,Sous-che,,,,,,,,,,,,,,,,
121,comprend—,prend—,Où prendras-tu,,,,,,,,,,,,,,,,,,
122,Charité s’,char—,chat—-,Charme-i.,mouvemenshar—,gare de l’écharpe,,,,,,,,,,,,,,,
123,Temps,empê—,stem,Empëtré,,,,,,,,,,,,,,,,,
124,instru—,d’,d’instruction,eæwptioad’,,,,,,,,,,,,,,,,,
125,amur,Mu,mu—,,,,,,,,,,,,,,,,,,
126,il_te,Rente,mainte—,Pictète,exacte—,enten—,tente—,dente—,délicate—,soixante—,entend—,athlète—,s’attendantà,,,,,,,,
127,Merveilles,Réveillon,VlMERGATI,Merveille,Soleil,meil—,,,,,,,,,,,,,,,
128,Grav‘goncourt,Ghavoncourt,Chavoubourt,Çhavonoourt,Chavoucourt,Chavohcourt,Chavoncourt,Sidonie de Chaÿencourt,Chavonrourt,Chavoneourt,Chavouoburt,goncourt,,,,,,,,,
129,pantou—,menton,Chantonnay,Ghantonnit,,,,,,,,,,,,,,,,,
130,médienne,vienne,vien—,liennes,Sicilienne,Vienne,Vierge,Revientœ,Itàlienne,.devient‘s,Quotidienne,Ivoirienne,Ila11enne,,,,,,,,
131,hôtel du Marais,Rupt,hôtel de Root,hôtel de Rupt,coq de l‘hôtel,vaientà l’hôtel de Rupt,hôtel de,l‘hôtel,ﬁle des de Rupt,hôtel de Rupt-,hôtel de But,,,,,,,,,,
132,I‘illet,Êstillô‘n,Juillet,Filet,"s’ha—
billet",Tillet,Tillet s’,Gentillet,Vetterille,,,,,,,,,,,,
133,du Japon,du Doubs,Doubs,tié douce,,,,,,,,,,,,,,,,,
134,L’AMBITIEUX,L’,treiill’sauvæ.-,il’,l’0ppo—,"ﬁs,]l’",l’,,,,,,,,,,,,,,
135,Lëôpbd,Où,Pbui'uni,efi',,,,,,,,,,,,,,,,,
136,NÉE,bieﬂ‘gagnée,,,,,,,,,,,,,,,,,,,
137,Légitimistes,vmxlé_gitimitès,,,,,,,,,,,,,,,,,,,
138,hypothè—,Saint-Gotha‘rd,"Saint—
Gothard",Saint-Gothard,,,,,,,,,,,,,,,,,
139,Croissant,rue du Croissant,Crois,,,,,,,,,,,,,,,,,,
140,pr inca,"inci—
sinc",inci—,,,,,,,,,,,,,,,,,,
141,aÎèÊÊËËÎÏË,-—- x1n,.-fæ,O-,".-_-.,-",- -.-,.-—.,"- —
A",,,,,,,,,,,,,
142,.,Grand—livre,Vivre,grand—livre,grandrenfort,grand—sur,,,,,,,,,,,,,,,
143,La Roche Hugon,rue du Perron,rue du Rocher,auberge du Gy@gne,,,,,,,,,,,,,,,,,
144,Granvelle,Nouvelles,Nouvelle,la Nouvelle,,,,,,,,,,,,,,,,,
145,désagréa—,aléa—,"d’éta—
blair",atta—,déla—,créa—,ja—,ména—,occa—,a—,Cha—,costa—,crea—,repa—,occupa—,méca—,écla—,Na—,,,
146,intel—,enter—,interrog—,Terme,mater—,inter—,lanter—,t823,éter—,,,,,,,,,,,,
147,plaideé,plai—,applaudie—,complai—,,,,,,,,,,,,,,,,,
148,Saint—Lazare,Saint—Jean,Saint des Saints—Il,Clermont—Mont—Saint—Jean,Saint—,rue Saint—Lazare,Saint—Hére,Sainte—Hélène,Saint—Martin,Saint—Germain,,,,,,,,,,,
149,cé;tteconformiléde,confrotcrnrté,confi—,circonf—,"circonf—
tance",,,,,,,,,,,,,,,,
150,litté—,Intérêts,Quint,tell intéressé,inté—,,,,,,,,,,,,,,,,
151,Rasttgnec,tignac,Fatigué,brasàsa,E,Rastignac,Armagnac,Rasta{nac,,,,,,,,,,,,,
152,nour—,pour—,arcades sour—,amour—,autour—,tour—,four—,Retournez,sour—,tourment—,,,,,,,,,,,
153,Rhétoré,Phétoré,,,,,,,,,,,,,,,,,,,
154,puyé,répétâ,républi—,"can—

diat républicain",répu—,,,,,,,,,,,,,,,,
155,Tre Monasteri,Beaut‘remont,Mon—,remon—,demon—,,,,,,,,,,,,,,,,
156,engag—,g—,N0r',,,,,,,,,,,,,,,,,,
157,l830,la Havane,Avant1830,,,,,,,,,,,,,,,,,,
158,Sommes,Hommes,hom—,,,,,,,,,,,,,,,,,,
159,Camps,Champs-Elysées,Champagne,Champs—Haüsséæ,cham—,Champs,Ghampfort,Champelé,Champmeslé,,,,,,,,,,,,
160,suez,Sutton,Sut,su‘sume,D‘ièut,,,,,,,,,,,,,,,,
161,"Chartreuse des
Bouxey",Grande—Chartreuse,meuse,Chartreuse,Grande Chartreuse,Grande-Chartreuse,,,,,,,,,,,,,,,
162,salom—,Chalon court,Chalon,nonchalant—,talonne,jaloux—,,,,,,,,,,,,,,,
163,m(mla°neux,Bayeux,yeux',yeux_de feu,heureux—,,,,,,,,,,,,,,,,
164,"A BELGICA‘I‘E,— Lac Majeur",Lac Majeur,lac Majeur,,,,,,,,,,,,,,,,,,
165,hâiiéhs,Neufchâtol,Neufchâtel,le Pont-Neuf,,,,,,,,,,,,,,,,,
166,Vaucelles,Vauchel-,Vauchelles,hell(= allaient(=,Touches,,,,,,,,,,,,,,,,
167,Gerba,Gcrsau,Gersàu,Gersau,,,,,,,,,,,,,,,,,
168,‘Voici,Voix'enfant—,avoi—,La voilureï,"Soulas,_voilà",Voilà,Pouvoir,,,,,,,,,,,,,,
169,Balthasar,sardo—,Sardaigne,mansardes,Hasard,,,,,,,,,,,,,,,,
170,D’ALBERT savanes,"visi—
u le,.gilbert",Albertaurailﬁimplé,La Libertad,Alberta,Albeüdoit,,,,,,,,,,,,,,,
171,srÈctn,s1ècu,,,,,,,,,,,,,,,,,,,
172,He,Rocher,cher-,Mon cher,r_._che,cher—,Autriche,cher,chef—,,,,,,,,,,,,
173,Naples,Dôle,"dans_,lesquellesgdevait",lez,Seules,Dudley,Les Saules,éles—,Les,Les_jeunesima—,sensles.jam—.,ans._Les,,,,,,,,,
174,Piémont,Tinti,contre—sens,Bisontins,conti—,conte—,Contrat,anti—,Visconti,contraste_que,Conti,Montcornet,,,,,,,,,
175,Strasbourg,ébouriﬁ‘ante,bourgeoise—,Bouzey,Bourse,Bourg,Bourg-,,,,,,,,,,,,,,
176,peut—,C0'—,régu—,déjeu—,veu—,îneveu—,Eu—,cru—-,su—,,,,,,,,,,,,
177,Escard,mardi—,regard—,Œregarde,gard,Ga-,Lombardie,Garceneault,garni—,,,,,,,,,,,,
178,Paris,Paris.—Impr,parc—,paris,àParis,"Par—
talus",Parismonsieur,,,,,,,,,,,,,,
179,»Dans,Balkans,Ansbach,Sans,Marsan,Salins,,,,,,,,,,,,,,,
180,dis—-,aisne,"pleurait,4mais",obéis—,Lui?jamais,"maison,-je",Mail,maison nam,mais—,Sais,hais—,T—.:Mais,lais—,Vais,s—,,,,,,
181,notre exil—,de_ﬁnotre’,exil—,,,,,,,,,,,,,,,,,,
182,Gigonnet,ordonn—,pardonne—,l*‘donne,,,,,,,,,,,,,,,,,
183,élec—,adler—,Clermont,Tuileries,ler,Cercle,,,,,,,,,,,,,,,
184,Nous‘teau’,beau—frère,Eaux,b—,Cousteau,,,,,,,,,,,,,,,,
185,Sûre,“ï,Sûr,,,,,,,,,,,,,,,,,,
186,s’établir,s’être,S’,s’,,,,,,,,,,,,,,,,,
187,s_b10n,s_s_en,,,,,,,,,,,,,,,,,,,
188,m’_àiifte1‘a,m’,,,,,,,,,,,,,,,,,,,
189,Sein,Caroline,Seine,uneonseil,la Seine,Magdeleine,,,,,,,,,,,,,,,
190,cathédrale de Besançon,expliquerBesançon,"com-
merce de Besançon",de Besançon,Besançon,,,,,,,,,,,,,,,,
191,ﬁe’,cena,ﬁde’,ﬁaüce,ce’,I,,,,,,,,,,,,,,,
192,Blçnet,lç,,,,,,,,,,,,,,,,,,,
193,l’Est,destin—,Est,les esté—,Qu‘est,domestiquù_o,,,,,,,,,,,,,,,
194,point-Florine,.Florine,Lorette,que_Florine,trempe de Florine,Floride,Flo—,Florentine,ga1dsFlorine,Influen,Florence,Nleorivez,Florine,Rivarol lisant Florian,,,,,,,
195,veît,Ève,nève,ÈVE,ﬁèVI‘e,,,,,,,,,,,,,,,,
196,Lovelace,"lac
’",vieux Lovelacc,Lovelacc,Love-,,,,,,,,,,,,,,,,
197,supp0ricr“,Rioeys,Eiceys,Riceys,,,,,,,,,,,,,,,,,
198,consid—,considéra—,Ëmonsieur,si—,visi—,consi—,cons—,,,,,,,,,,,,,,
199,pauvrevgrund,Eve,reve—,Revue,grave—,,,,,,,,,,,,,,,,
200,aﬁ‘aires,jardin Bergmann,Loire,Lenain,"extraordi—
naire",préliminai—,Ordinaire,"aﬁ""aire",voquée extraordinaüement,,,,,,,,,,,,
201,"for—
tune",Lejeune,ubélunä,unînîâdu,pasÿune,Lune,Faune,,,,,,,,,,,,,,
202,jasmin,Ministère,minis—,,,,,,,,,,,,,,,,,,
203,broda,col-—,Rodol-,Rodolpheles,,,,,,,,,,,,,,,,,
204,"parisien,,le",Parisiennes,Fantaisie,Parisien,Parisiens,,,,,,,,,,,,,,,,
205,Providence,Provence,Enfonce,la Provence,,,,,,,,,,,,,,,,,
206,de—,rendez—,Blendet,rende—,gende—,,,,,,,,,,,,,,,,
207,corn,Corso,rs,le Corso,,,,,,,,,,,,,,,,,
208,class—,Chasseur étin—,Haüsséæ,masson usé,ambassa—,Masse].,Iiasses,rassurez—,Ramassée,Massol,assem—,Masse,Assis,,,,,,,,
209,conqu—,condit—,con—.,Lecon—,exon—,convers—,répon—,conﬁer,renon—,baron—,Con—,fécon—,décon—,,,,,,,,
210,—- Non,Bisonlins,sont—,—on,l‘on,Songe,Dijon,m=‘àson’StOpper,Songez,thçon,Lyon,Son,,,,,,,,,
211,haki—2—,ambi—,habita—,habi—,,,,,,,,,,,,,,,,,
212,conﬁance,Francesca'“d1cemment,Franche—Comté,Grance,Francais,Franche,France$a,Frances}a,Francesca,de France,france,la France,France,franchis—,tance,,,,,,
213,l‘aime“ Spéciale de son âm,j‘ai,luigièl‘é,l‘ai,l‘a,,,,,,,,,,,,,,,,
214,Quels,Sels,Hummel,etdela,telain,belvèrc,réel—,Belzébut,Monvel,el,Bruel,,,,,,,,,,
215,Espagnols,Cirque espagnol,L’Espagne,magniﬁ—,Espagne,,,,,,,,,,,,,,,,
216,conna—,Nu—,connu—,loi connu—,,,,,,,,,,,,,,,,,
217,p,d‘adorab‘hfs,Datum,Brabant,Rabat,,,,,,,,,,,,,,,,
218,"Phnomèné l,0_1'_1t",Philo-,Philomènes,lomène,se;démène,,,,,,,,,,,,,,,,
219,Marie—Angélique,Eugênie,Mariniers,"Marie—
Eugênie",,,,,,,,,,,,,,,,,
220,Bègrante,Rangés,admirable—,brandon,Granet,Girardet,<,Lampbrani,bir,iran,iran—,eXpirant,,,,,,,,,
221,m‘ternelle,"elle,.elle",—elle,égale—,molle—,ellefeul,Est—elle,Telle,Naturellement1l,elle—,,,,,,,,,,,
222,Ursiui,pers—,résis—,persis—,,,,,,,,,,,,,,,,,
223,E_pressé,resse—,pres—,Presse,,,,,,,,,,,,,,,,,
224,its,Tràhit,extrait—,ravis‘sait,quittàt,situ—,devaitsecou—,C‘étaitjouer,parfaite—,ai Ïñt',nevoulaitpas,Vit,maitre‘sse—ﬁlle,Ait,,,,,,,
225,Versailles,Nevers,voulusavoir le verlain,de Versailles,,,,,,,,,,,,,,,,,
226,Nucia-,cmgen,Nucingen,,,,,,,,,,,,,,,,,,
227,En',Enﬁn‘je,enﬁd,venant._enﬁn,Enﬁd,Enﬁn,,,,,,,,,,,,,,,
228,Portsmouth,Supporte‘s,Mort-,apporte—,,,,,,,,,,,,,,,,,
229,Belgirele,"A BELGICA‘I‘E,—",gallique,Quo1que,MariaGeélique,de Belgique,Belgique,,,,,,,,,,,,,,
230,in’,le Rhin,Rhin,,,,,,,,,,,,,,,,,,
231,"vieux
Saxe",Sa',de Saxe,Saxe,,,,,,,,,,,,,,,,,
232,alpes,Alpes,,,,,,,,,,,,,,,,,,,
233,"T'rê—
facture",Magistrature,Préfecture,Laure,vœu.futuresàl,Couture,,,,,,,,,,,,,,,
234,uno mobilitéiéb,Modifier,Ar0ier,Lelmobilier,,,,,,,,,,,,,,,,,
235,éton—,bouton—,le proton—,protocol—,ton—,proton—,,,,,,,,,,,,,,,
