cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15
51.0,"elle,.elle",l?eruellentahhé de Gravure,Naturellement1l,elle—,Est—elle,ellefeul,m‘ternelle,"rue
de Grenelle",Granvelle,—elle,molle—,Telle,,,,
52.0,s’établir,"d’éta—
blair",cesablim,,,,,,,,,,,,,
53.0,jardin Bergmann,Jardin des Plantes,mardi—,Lombardie,,,,,,,,,,,,
54.0,j‘en,m‘en,,,,,,,,,,,,,,
55.0,confi—,circonf—,"circonf—
tance",confrotcrnrté,conﬁer,cé;tteconformiléde,condit—,bagdad,conqu—,,,,,,,
56.0,Parisien,Parisiens,Parisiennes,"parisien,,le",,,,,,,,,,,,
57.0,Walter-,Walt,,,,,,,,,,,,,,
58.0,I‘illet,Juillet,Tillet,"s’ha—
billet",Gentillet,Tillet s’,Êstillô‘n,,,,,,,,,
59.0,Brunet,Brune-,,,,,,,,,,,,,,
60.0,gende—,rende—,de—,Blendet,rendez—,,,,,,,,,,,
61.0,connu—,conna—,loi connu—,,,,,,,,,,,,,
62.0,Neufchâtol,Neufchâtel,le Pont-Neuf,,,,,,,,,,,,,
63.0,demon—,remon—,Mon—,Beaut‘remont,,,,,,,,,,,,
64.0,hou1ge01s,cHouage,choi—,voyageà_et,Elschoet,,,,,,,,,,,
65.0,Sutton,Sut,,,,,,,,,,,,,,
66.0,Doubs,du Doubs,tié douce,,,,,,,,,,,,,
67.0,long—,Londres,Lons,lons,—- Allons,,,,,,,,,,,
68.0,tente—,enten—,dente—,Rente,entend—,soixante—,mainte—,,,,,,,,,
69.0,Vetterille,Ville,la Ville,Waüville,Villa-Diodeti,Vill,Granville,Graville,Hôtel—de Ville,neville,Villa-l)îodal,Famille,,,,
70.0,yeux',Bayeux,m(mla°neux,yeux_de feu,,,,,,,,,,,,
71.0,Tuileries,ler,ga1erie,l‘Ile,,,,,,,,,,,,
72.0,répétâ,républi—,répu—,"can—

diat républicain",,,,,,,,,,,,
73.0,fémi—,lumi—,Jérémie,domi—,,,,,,,,,,,,
74.0,char—,Charme-i.,Charité s’,,,,,,,,,,,,,
75.0,assem—,Masse].,Massol,Chasseur étin—,masson usé,Ramassée,Masse,Assis,Iiasses,,,,,,,
76.0,prenez—,Apprenez,Venez,Apprenant,appr—,,,,,,,,,,,
77.0,domestiquù_o,bois rustiqueé,Bois,,,,,,,,,,,,,
78.0,Emilio,Aumilieude,Tude,,,,,,,,,,,,,
79.0,Ghampfort,Champs,Champs-Elysées,Camps,Champelé,Champagne,cham—,Champmeslé,,,,,,,,
80.0,la cohési0n,Hésilé,cohé—,,,,,,,,,,,,,
81.0,Saint-Gothard,Saint-Gotha‘rd,hypothè—,"Saint—
Gothard",,,,,,,,,,,,
82.0,Haüsséæ,Champs—Haüsséæ,,,,,,,,,,,,,,
83.0,eéde,sédes,Indes,obligéde,leurs‘plis raides,destin—,,,,,,,,,,
84.0,soli—,Li—,négli—,,,,,,,,,,,,,
85.0,m’_àiifte1‘a,Bouzey,Boule,Semoule,boule—,T_1tet,souleVer,"BoulaY-

.",,,,,,,,
86.0,résis—,obéis—,dis—-,mois—,persis—,hais—,,,,,,,,,,
87.0,Belgradeè,"Belgrade,'moﬁ",Belgrade,,,,,,,,,,,,,
88.0,prosp—,t‘ros',proﬁperdu,Cimarosa,,,,,,,,,,,,
89.0,Venir,Souvenirs,Venise,,,,,,,,,,,,,
90.0,diplo—,employer—,empli—,Moyen-,demploi—,,,,,,,,,,,
91.0,médie—Française,Français,Française,Françaises,Français-,Théâtre—Français,,,,,,,,,,
92.0,applaudie—,Vaudille,Vaudois,,,,,,,,,,,,,
93.0,naNçEY,A uoivsrupn îMOnË pu naNçEY,,,,,,,,,,,,,,
94.0,"lac de
Genève","parisien,,le lac de
Genève",lac de Genève,Genève,,,,,,,,,,,,
95.0,Borromées,roma—,Romy,prome—,promè—,,,,,,,,,,,
96.0,Marie—Angélique,MariaGeélique,gallique,Rangés,,,,,,,,,,,,
97.0,Etats romains,Romains,Les‘Romains,Etat,,,,,,,,,,,,
98.0,Çhavonoourt,Chavoucourt,Chavoncourt,Chavoubourt,goncourt,Chavonrourt,Grav‘goncourt,Chavohcourt,Chavoneourt,Ghavoncourt,Chavouoburt,,,,,
99.0,moteur—,heureux—,malheur—,,,,,,,,,,,,,
100.0,eXpirant,tran—,iran,arran—,iran—,Girardet,,,,,,,,,,
101.0,"com-
merce de Besançon",cathédrale de Besançon,Besançon,de Besançon,expliquerBesançon,thçon,BeSañçpﬁ.,,,,,,,,,
102.0,appar—,appara—,para—,appa—,Paradis,,,,,,,,,,,
103.0,bongo—,Songe,Son,Songez,,,,,,,,,,,,
104.0,réso—,résolu—,,,,,,,,,,,,,,
105.0,Basse—du—Rempart,rue Basse—du—Rempart,,,,,,,,,,,,,,
106.0,gare de l’écharpe,Opéra,bal de l’Opéra,,,,,,,,,,,,,
107.0,Phi—-,trahi—,Philo-,,,,,,,,,,,,,
108.0,Avez,Vernie‘il,Saverne,Vernon,Save,,,,,,,,,,,
109.0,admirable—,d‘adorab‘hfs,Rabat,Brabant,,,,,,,,,,,,
110.0,Gcrsau,Gerba,Gersàu,Gersau,,,,,,,,,,,,
111.0,Autriche,Touches,r_._che,Sous-che,chef—,,,,,,,,,,,
112.0,"la‘,base",Gymnase,ambassa—,,,,,,,,,,,,,
113.0,Ansbach,Vit,BALZÀ(L,Balkans,Sans,,,,,,,,,,,
114.0,caract—,exacte—,exagér,,,,,,,,,,,,,
115.0,gard,Œregarde,regard—,garni—,,,,,,,,,,,,
116.0,"Par—
talus","for—
tune",Forcée,endor—,ignor—,,,,,,,,,,,
117.0,l‘a,l‘aime“ Spéciale de son âm,j‘ai,l‘ai,,,,,,,,,,,,
118.0,“ Comtesse,la Comtesse,comtesse,Comté,,,,,,,,,,,,
119.0,Temps,Empëtré,empê—,,,,,,,,,,,,,
120.0,Les Saules,éles—,Naples,Seules,ans._Les,Les,baie de Naples,sensles.jam—.,,,,,,,,
121.0,talonne,Colonne,Gigonnet,Colonna de' home,col-—,,,,,,,,,,,
122.0,Wattevilleimagina,deWatteville,Walteville,Wattenﬂle,Watteville,Wàtteville,maison Watteville,Wattevillc,,,,,,,,
123.0,Gandolphini,gand,Gandohuhini,brandon,,,,,,,,,,,,
124.0,Simplon,simple—,,,,,,,,,,,,,,
125.0,trio—,Curiosité,Rioeys,situ—,,,,,,,,,,,,
126.0,Bruel,Quels,Sels,Quo1que,,,,,,,,,,,,
127.0,class—,déla—,écla—,,,,,,,,,,,,,
128.0,Riceys,Eiceys,,,,,,,,,,,,,,
129.0,ajoutez,Cité sauts ton pien hz‘1‘euæ tc,Sautez,Auteuil,,,,,,,,,,,,
130.0,—- Non,-—- x1n,—- JérAme,,,,,,,,,,,,,
131.0,mons,Ëmonsieur,Parismonsieur,Rhétoré,,,,,,,,,,,,
132.0,museum de Accueille,Vieilles,Marseille,Vieille,Accueille,,,,,,,,,,,
133.0,vou—,eûtabou—,Voussawz,éprou—,,,,,,,,,,,,
134.0,géné—,momentané—,menton,faussementaccusè,omen_t,Départemental,,,,,,,,,,
135.0,cameroun,Mamer—,Pérou,VlMERGATI,,,,,,,,,,,,
136.0,protocol—,le proton—,proton—,,,,,,,,,,,,,
137.0,àParis,paris,Paris,Paris.—Impr,,,,,,,,,,,,
138.0,conti—,contraste_que,Conti,Visconti,Contrat,conte—,,,,,,,,,,
139.0,rapi—,expi—,capi—,mpi—,,,,,,,,,,,,
140.0,Belzébut,Beli—,belvèrc,,,,,,,,,,,,,
141.0,bois de Boulogne,Gigogne,Boulogne,"bois de
Boulogne",de Boulogne,Toulouse,BOLOGNINI,,,,,,,,,
142.0,uouoiuui—,chui—,,,,,,,,,,,,,,
143.0,Rapt,rape—,rappe—,,,,,,,,,,,,,
144.0,Tre Monasteri,maitre‘sse—ﬁlle,s’être,treiill’sauvæ.-,Utrecht,,,,,,,,,,,
145.0,Frances}a,Grance,Francais,Francesca,France$a,Franche—Comté,franchis—,Franche,Enfonce,la France,france,Francesca'“d1cemment,tance,de France,conﬁance,France
146.0,Mariniers,Virginie,Téniers,,,,,,,,,,,,,
147.0,amours—,joursde,Jour,inaperçjours—,Ursiui,,,,,,,,,,,
148.0,beau—frère,premièreçfois,respect—,Brièresﬁ,singulière—,,,,,,,,,,,
149.0,pardonne—,ordonn—,l*‘donne,,,,,,,,,,,,,
150.0,Améde‘e,Comédie,médi—,Méditerranée,Amédis,dispu—,Amédée,,,,,,,,,
151.0,Marie-Eugénie,Eugénie,Marie—Eugénie,,,,,,,,,,,,,
152.0,D’ALBERT savanes,Albeüdoit,Albertaurailﬁimplé,La Libertad,Alberta,,,,,,,,,,,
153.0,Grenoble,Obl,Noblesse,Nobles,,,,,,,,,,,,
154.0,Comtois,la Comtoise,la Comté,,,,,,,,,,,,,
155.0,Belgirele,Belgique,de Belgique,,,,,,,,,,,,,
156.0,intel—,lanter—,enter—,inter—,éter—,interrog—,mater—,,,,,,,,,
157.0,repa—,repr—,occupa—,,,,,,,,,,,,,
158.0,Mesdemoiselles,mademoiselle,,,,,,,,,,,,,,
159.0,"château des
Colonna","vieuX château des
Colonna",,,,,,,,,,,,,,
160.0,piste des intl—,lac des Quatre—Cantons,lac des Quatre—Can—,lac des Bouxey,Quatre—Can—,,,,,,,,,,,
161.0,Gharnathan,Nathan,than,ﬁnAthan,,,,,,,,,,,,
162.0,Beatrix,Patriote,Béatrix,,,,,,,,,,,,,
163.0,Impartial,parti—,Partez,,,,,,,,,,,,,
164.0,considéra—,cons—,V1(1la1,consid—,consi—,,,,,,,,,,,
165.0,Idéal,Décidément,tourment—,,,,,,,,,,,,,
166.0,pauvrevgrund,grave—,reve—,Revue,Eve,,,,,,,,,,,
167.0,vivace—,Vives,fensive,Nleorivez,,,,,,,,,,,,
168.0,jaloux—,nonchalant—,Chalon,Chalon court,,,,,,,,,,,,
169.0,ména—,Na—,,,,,,,,,,,,,,
170.0,mit1biden;éhausse,Russes,russie,,,,,,,,,,,,,
171.0,tell intéressé,Quint,inté—,Intérêts,,,,,,,,,,,,
172.0,jusqu’,Jusqu‘alors,qu’,,,,,,,,,,,,,
173.0,pour01r,pour$sé,,,,,,,,,,,,,,
174.0,Fatigué,Rastignac,Rasta{nac,Armagnac,tignac,Rasttgnec,,,,,,,,,,
175.0,les Rouxey,Rouxeyi,Les Rouxey,Bouxey,Rouxey,terre des Rouxey,,,,,,,,,,
176.0,Rodolpheles,Bbdolphd,Rodol-,,,,,,,,,,,,,
177.0,Jura,Chantonnay,Ghantonnit,pantou—,canton de Lucerne,,,,,,,,,,,
178.0,peuvent—,rue Feydeau,rue de Ne—,rue Neuve,Neuve,,,,,,,,,,,
179.0,Lu-,Atheriallu,Atheriallu-olmroher,allum111e,,,,,,,,,,,,
180.0,de_ﬁnotre’,notre exil—,exil—,,,,,,,,,,,,,
181.0,gage—,dange—,ge—,,,,,,,,,,,,,
182.0,Q.dand',Souffre-tü,soudan,"dan—
ger",sous—,,,,,,,,,,,
183.0,Fédéral,eæwptioad’,rioairogéuéral,,,,,,,,,,,,,
184.0,enﬁd,,,,,,,,,,,,,,,
185.0,lise,lèbre,Glisinbre-h’ai—,,,,,,,,,,,,,
186.0,mouvemenshar—,se'trouver,envo—,vanessa1rement1mpm,Gouvernement,voquée extraordinaüement,gouverne—,,,,,,,,,
187.0,luigièl‘é,agiotagc,Religion,,,,,,,,,,,,,
188.0,Provence,la Provence,Providence,,,,,,,,,,,,,
189.0,d’instruction,cru—-,instru—,,,,,,,,,,,,,
190.0,"Chartreuse des
Bouxey",Grande Chartreuse,Chartreuse,Grande—Chartreuse,Grande-Chartreuse,,,,,,,,,,,
191.0,aspen—,dépen—,,,,,,,,,,,,,,
192.0,Ordinaire,"extraordi—
naire","aﬁ""aire",aﬁ‘aires,éclairerai,involontaire—,,,,,,,,,,
193.0,vingt—sept,quatre—vingts,Quaïﬁi,,,,,,,,,,,,,
194.0,pres—,E_pressé,resse—,Presse,Essaie,,,,,,,,,,,
195.0,serv1r,Servir,observ—,l’observ—,,,,,,,,,,,,
196.0,Datum,Angleterre,Onglet,Filet,,,,,,,,,,,,
197.0,Her—,Ger—,Sexe,exer—,ader—,,,,,,,,,,,
198.0,sardo—,Sardaigne,Balthasar,Hasard,mansardes,,,,,,,,,,,
199.0,Besancon,Besan—,besancon,Gesanciens,,,,,,,,,,,,
200.0,Rooney,Berne,Ferney,Moderne,Lucerne,,,,,,,,,,,
201.0,because,aus-—,Mulhouse,,,,,,,,,,,,,
202.0,Avions‘court,courtis—,Cour,Accourus,Couchée,,,,,,,,,,,
203.0,habi—,habita—,,,,,,,,,,,,,,
204.0,aper—,m=‘àson’StOpper,imper—,Per—,super—,,,,,,,,,,,
205.0,"Marie—
Eugênie",Eug‘nie,Eugênie,,,,,,,,,,,,,
206.0,regret—-,Pilogue,guet—,el&serguei,,,,,,,,,,,,
207.0,Cos,costa—,atta—,,,,,,,,,,,,,
208.0,Ève,ÈVE,nève,,,,,,,,,,,,,
209.0,uneonseil,ubélunä,Lune,pasÿune,Faune,,,,,,,,,,,
210.0,Anglaises,Ang‘aise,Anglais,Anglaise,,,,,,,,,,,,
211.0,LA uncnsssu,rez,rassurez—,,,,,,,,,,,,,
212.0,Nevers,Monvel,convers—,pers—,,,,,,,,,,,,
213.0,la Nouvelle,Nouvelle,Nouvelles,,,,,,,,,,,,,
214.0,discrétioft,indi—,indiscré—,indien—,indiffé—,,,,,,,,,,,
215.0,Cercle,Fl-cle'nÿ Malgré,Bâle',Fl-cle'nÿ,,,,,,,,,,,,
216.0,Nu—,menu—,Venu,,,,,,,,,,,,,
217.0,s’attendantà,attel—,attein—,plein—,pein—,,,,,,,,,,,
218.0,justi—,Yuma,"Fon-
taine",maine—,Germain,Comédie humaine,justicehumaine,,,,,,,,,
219.0,la Seine,Caroline,Seine,Magdeleine,Sein,,,,,,,,,,,
220.0,A l’hôpital,parlait‘italien,"italienne,,et",l’Italie,ITALIE,"italienne,,et s’",Italiens,Italien,Italiennes,litalie,italie,Italienne,Italie,italien—,,
221.0,ﬁèVI‘e,"A BELGICA‘I‘E,—",lac Majeur,"A BELGICA‘I‘E,— Lac Majeur",Lac Majeur,,,,,,,,,,,
222.0,fastueuse—,meuse,Graci-,gracieuse—,,,,,,,,,,,,
223.0,Lecon—,écono—,décon—,Con—,fécon—,con—.,,,,,,,,,,
224.0,Européen,l’Europe,l'Europe,Europe,,,,,,,,,,,,
225.0,laïve,laïf,,,,,,,,,,,,,,
226.0,Soulas,Voilà,"Soulas,_voilà",La voilureï,,,,,,,,,,,,
227.0,demand—,Allemand,Salle,,,,,,,,,,,,,
228.0,facile—,Sicile,Céciles,Saintes—Céciles,,,,,,,,,,,,
229.0,bouton—,»Dans,Arrêtons,Moutonsdans,,,,,,,,,,,,
230.0,rue du Perron,La Roche Hugon,rue du Rocher,auberge du Gy@gne,,,,,,,,,,,,
231.0,Barcelone,Par—,parc—,marco,,,,,,,,,,,,
232.0,Com,hom—,salom—,com—-,raccom—,,,,,,,,,,,
233.0,compas—,Compter,compl—,complai—,plai—,plaideé,,,,,,,,,,
234.0,Soleil,solen—,meil—,,,,,,,,,,,,,
235.0,Les_jeunesima—,Lejeune,,,,,,,,,,,,,,
236.0,résul—,consulta—,consul—,,,,,,,,,,,,,
237.0,Milan1s,Milanais,Mil,milan,l830,Milan,,,,,,,,,,
238.0,Schmu,Schmulce,,,,,,,,,,,,,,
239.0,Deux-Cent,Lenain,cena,Garceneault,,,,,,,,,,,,
240.0,passage Sandraé,"Re,—",Visages,"sage,—",,,,,,,,,,,,
241.0,extrait—,C‘étaitjouer,ravis‘sait,parfaite—,Ait,,,,,,,,,,,
242.0,crea—,ﬁacre,,,,,,,,,,,,,,
243.0,manière‘dont,A la manière‘dont,,,,,,,,,,,,,,
244.0,Genevois,Voix'enfant—,‘Voici,avoi—,,,,,,,,,,,,
245.0,co‘ner—,éner—,,,,,,,,,,,,,,
246.0,Hollandais,colla—,Hollande,,,,,,,,,,,,,
247.0,Dent,Eden,denxpios,,,,,,,,,,,,,
248.0,Cha—,Wat—,chat—-,,,,,,,,,,,,,
249.0,.Florine,Rivarol lisant Florian,trempe de Florine,ga1dsFlorine,que_Florine,Floride,Flo—,Florine,point-Florine,,,,,,,
250.0,quittàt,Prodi—,produit—,broda,,,,,,,,,,,,
251.0,excus—,réel—,excr,excel—,,,,,,,,,,,,
252.0,telain,Palais,laisser—,Laisse,lais—,,,,,,,,,,,
253.0,Réveillon,Merveille,Merveilles,,,,,,,,,,,,,
254.0,supp0ricr“,l’0ppo—,Mort-,Portsmouth,apporte—,Supporte‘s,,,,,,,,,,
255.0,NÉE,magniﬁ—,engag—,bieﬂ‘gagnée,,,,,,,,,,,,
256.0,impatroni,trop—,trou—,tror_s,,,,,,,,,,,,
257.0,Fi‘anciens,niens,Rubens,amiens,Tiens,,,,,,,,,,,
258.0,Cirque espagnol,Espagnols,espé—,L’Espagne,Espagne,,,,,,,,,,,
259.0,baron—,éton—,répon—,renon—,ton—,exon—,,,,,,,,,,
260.0,jour—,arcades sour—,nour—,pour—,sour—,amour—,autour—,four—,tour—,,,,,,,
261.0,Acier,Vierge,de—s lierres,Ar0ier,Modifier,,,,,,,,,,,
262.0,si—,visi—,"visi—
u le,.gilbert",,,,,,,,,,,,,
263.0,pr inca,inci—,"inci—
sinc",,,,,,,,,,,,,
264.0,la cathé—,cathé—,,,,,,,,,,,,,,
265.0,moin—,priélé,urbain—,prin—,,,,,,,,,,,,
266.0,rue du Croissant,Crois,ses_puissanceès,Croissant,troiSmois,,,,,,,,,,,
267.0,croyez--,roya—,croyait—,,,,,,,,,,,,,
268.0,Est,Qu‘est,l’Est,n‘es,,,,,,,,,,,,
269.0,événe—,l’avène—,Ne—,,,,,,,,,,,,,
270.0,Bisontins,Berlin,Bisonlins,Salins,,,,,,,,,,,,
271.0,Framäâca,ram,drame—,,,,,,,,,,,,,
272.0,Serait,J‘accepterais,Marais,Arraiolos,Serais,déraison—,,,,,,,,,,
273.0,commandémens,.nommnitLoùise,.comme»chäcun,Communal,comme—,commis—,,,,,,,,,,
274.0,coq de l‘hôtel,l‘hôtel,ﬁle des de Rupt,hôtel de Root,hôtel de But,vaientà l’hôtel de Rupt,Rupt,hôtel de Rupt,hôtel de,hôtel de Rupt-,hôtel du Marais,,,,,
275.0,comprend—,prend—,Où prendras-tu,,,,,,,,,,,,,
276.0,uno mobilitéiéb,Lelmobilier,,,,,,,,,,,,,,
277.0,Clichy,Félix,délicate—,,,,,,,,,,,,,
278.0,Louis—Phüÿape,puis—,jouis—,,,,,,,,,,,,,
279.0,Montcornet,sont—,Montemisselle,Clermont,Clermont—Mont—Saint—Jean,Gramont,Piémont,,,,,,,,,
280.0,atmos—,impr—,bios—,impos—,,,,,,,,,,,,
281.0,Co.peintre,entre—,s’entr’,contre—sens,,,,,,,,,,,,
282.0,Raoul,"Baoul,_la",Baoul',Raoul‘sera,disaitRaoul,àRaoul,,,,,,,,,,
283.0,voyais,Sais,Vais,c'_o“anais,An-aise,aisne,Fantaisie,,,,,,,,,
284.0,adler—,Watlevdle,Dudley,,,,,,,,,,,,,
285.0,pluies—,déses—,Grâces,néces—,,,,,,,,,,,,
286.0,hell(= allaient(=,Revientœ,vien—,.devient‘s,,,,,,,,,,,,
287.0,méca—,la Scala,occa—,Escard,esca—,,,,,,,,,,,
288.0,Saulieu,chaud—,Chaulieu,,,,,,,,,,,,,
289.0,Sûr,Sûre,,,,,,,,,,,,,,
290.0,Cérès,Varèse,,,,,,,,,,,,,,
291.0,Savaron,Savarùs,moselle Savarus,Sàvarus,Savarus,,,,,,,,,,,
292.0,amen—,emmen—,,,,,,,,,,,,,,
293.0,Àlaér,Chambre,Théâtre,Théâtre à la Chambre,Théâtre n’,Théâtre àla Chambre,,,,,,,,,,
294.0,Andrieux,ambi—,L’AMBITIEUX,,,,,,,,,,,,,
295.0,athlète—,Pictète,,,,,,,,,,,,,,
296.0,certesépou—,"petit—

 

tes",Tes,,,,,,,,,,,,,
297.0,Enﬁd,,,,,,,,,,,,,,,
298.0,Vauchel-,Vaucelles,Vauchelles,,,,,,,,,,,,,
299.0,faut—,Peuple,peut—,,,,,,,,,,,,,
300.0,lez,nevoulaitpas,voulusavoir le verlain,Voulu,Trîvoulez,,,,,,,,,,,
301.0,"vieux
Saxe",de Saxe,Saxe,,,,,,,,,,,,,
302.0,Florentine,Lorette,Florence,,,,,,,,,,,,,
