cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23
80,abandonneR,Mbonne,sala Bonne-Non-,Sorbonne,,,,,,,,,,,,,,,,,,,,
81,l'Aube,conseil général de l'Aube,Aube,,,,,,,,,,,,,,,,,,,,,
82,m-,Pie,Pierrot,,,,,,,,,,,,,,,,,,,,,
83,L1 A,Mile Marthe,Mlle Marthe,Marthe,,,,,,,,,,,,,,,,,,,,
84,fiacre,ter le fiacre,nacre,,,,,,,,,,,,,,,,,,,,,
85,Constantinople,jurisconsulle,Aïnsi,Considérant,Conservatoire,,,,,,,,,,,,,,,,,,,
86,Rumfort,Fortelle,rue Rumfort,Rochefort,,,,,,,,,,,,,,,,,,,,
87,Grammont,"Mont-
charron",Montebello,Montagne,Mont,Montreuil-Nantua,Aspremont,"Pié-\
mont",Montpensier,Mondor,Saumon,Lacédémone,Montez,We,la Daumont,Montataire,,,,,,,,
88,Folie,d'Italie,l'Italie,italiE,I,Italiens,juste-italie,italie,Italienne,Chevalier,Italie,,,,,,,,,,,,,
89,saus,So-,AussI,Impossible,Assis,,,,,,,,,,,,,,,,,,,
90,Au- P,au-#,au-,hau-0,"Gau-
therot",fau-m,Au-,,,,,,,,,,,,,,,,,
91,Gironalé,"rue
Coq-Héron",Coqg-Héron,Rose Bron,Mfeu,Boutron,Trocadéro,Rond-Point,,,,,,,,,,,,,,,,
92,Moulin-Rouge,Enfin-,Bohème,eNfin-,Matin-,Loin-,,,,,,,,,,,,,,,,,,
93,Sauvagesse,Osage,"vi-
Mages",Vi-,Léloges,,,,,,,,,,,,,,,,,,,
94,Wien,Mience,Conférence,Régence,Vharmacien,Mieté,Providence,,,,,,,,,,,,,,,,,
95,Empoigne,Temple,t’'empêche,vempètré,empoignè==,l'Empire,Empire,,,,,,,,,,,,,,,,,
96,S,Écoutez,Houte,Foute,Ecoutez,Bout-,,,,,,,,,,,,,,,,,,
97,Suisse,suischagrin,suisse,Pâlisserie,Trône,Suissesse,,,,,,,,,,,,,,,,,,
98,s’endormant,Mormans,Normandes,mans,Mans,HE,,,,,,,,,,,,,,,,,,
99,"abbé
Cœur",Vatnaz,La Vatnaz,Ile Vatnaz,Mile Vatnaz,Æ,,,,,,,,,,,,,,,,,,
100,Pa-,Cavaignat,Avais L,Savigny,,,,,,,,,,,,,,,,,,,,
101,nn dôme,Jardin des Plantes,Êtes,Jardin des plantes,,,,,,,,,,,,,,,,,,,,
102,Art,partez,Part,Partez,Part-,Partout,Parthénon,Charte,,,,,,,,,,,,,,,,
103,bal des Tuileries,Tuile-,dôme des Tuileries,Tuileries,ux Tuileries,jardin des Tuileries,S',,,,,,,,,,,,,,,,,
104,An=,Mildais,sais,Ecossais,Lélia,Sais-tu,,,,,,,,,,,,,,,,,,
105,Beaux-Art,Cerfs,Dagneaux,Peaux-Rouges,Forchambeaux,Mrinceaux,D|,Beauté,,,,,,,,,,,,,,,,
106,Sèvres,Hâvre,Jls,Enivrez,._.,,,,,,,,,,,,,,,,,,,
107,"AH 
 
 
 
 J 
 X 
 
 J 
 AH 
 
 
 J 
 
 J 
   
   
 
 

rosettes","8

 AH 
 
 
 
 
 J 
   
 
 J 
 AH 
 X 
 
 J 
   
   
 
 

90","C
 AH 
 
 J 
 
 
 
 
 J 
   
 
 
 
 
 
 
 J 
 
 X 
 
 J 
 
 

134","J 
 AH 
 
 J 
 

L ÉDUCATION","S
   
      
 
 AH 
 
 J 
 
 AH",Be,,,,,,,,,,,,,,,,,,
108,Salut,Salons,Grand Salon,Salon,im,,,,,,,,,,,,,,,,,,,
109,Institut,Injustice,Clubstick,,,,,,,,,,,,,,,,,,,,,
110,Bonsoir,Hurons,Monseï,Voyons,Voyez,Savoyard,,,,,,,,,,,,,,,,,,
111,pont de Charenton,M. de,M. de Cisy,us,Po,,,,,,,,,,,,,,,,,,,
112,Mdivertissante,Mante,Jant,Bacchante,Panthéon,Jante,Mn,rue Fromanteau,Fromanteau,Quarante,,,,,,,,,,,,,,
113,"Panora-
bas",Norvins,jE,Panora-,expansif,,,,,,,,,,,,,,,,,,,
114,Corromps,Corroboraient,arboriculm,Mécoupaient,,,,,,,,,,,,,,,,,,,,
115,languir,Languedoc,Singu-,,,,,,,,,,,,,,,,,,,,,
116,paria,Parisien,paris,Paris,vêque de Paris,,,,,,,,,,,,,,,,,,,
117,Californie,caleçon,l(i-,Bengale,Palerme,,,,,,,,,,,,,,,,,,,
118,Hauteville,Villenauxe,Vaudeville,Sainville,Grémonville,Séville,vila,Hôtel-de-Ville,Surville,Ilne,Fouquier-Tinville,Belleville,,,,,,,,,,,,
119,Dame-des-Victoires,Notre-Dame-des-Victoires,Mcôté,Nuit,gorge-de-pigeon,,,,,,,,,,,,,,,,,,,
120,Dittmer,Vanneroy,merosos,mero pueblo del mundo,,,,,,,,,,,,,,,,,,,,
121,Orléans,galerie d'Orléans,Où,bannissement des d'Orléans,,,,,,,,,,,,,,,,,,,,
122,Changar-,Changarnier,Change,,,,,,,,,,,,,,,,,,,,,
123,Démocratie,Vive,lat,Législative,,,,,,,,,,,,,,,,,,,,
124,Gotha,Occupez,edingote,Margot,,,,,,,,,,,,,,,,,,,,
125,le Pays,rue Paradis,Paradis,rue de Paradis,Rue Paradis,,,,,,,,,,,,,,,,,,,
126,boulevard de l'Hôpital,"boulevard des
Mapucines",boulevards des Gobelins,cines,RD  Pe 2,,,,,,,,,,,,,,,,,,,
127,Antichambre,antichambre,Chambrion,Chambres,Ambrecicourt,Chambre,seuil de l’antichambre,Chambre des députés,Lbre,Mchambre,,,,,,,,,,,,,,
128,Liban,Blanqui,Va,Banque,Salamanque,,,,,,,,,,,,,,,,,,,
129,rouen,Drouillard,Allard,Oui,,,,,,,,,,,,,,,,,,,,
130,Orientaux,rien+,Ibérien,Algérie,,,,,,,,,,,,,,,,,,,,
131,Prusse,Russe,Russes,sesi,Russie,,,,,,,,,,,,,,,,,,,
132,Trois-Frère-Provençaux,Provi-,"rue
de Provence",Cléry,Provençaux,,,,,,,,,,,,,,,,,,,
133,Parlotte,Marlotte,Delmar,,,,,,,,,,,,,,,,,,,,,
134,jusqu’,qu’,,,,,,,,,,,,,,,,,,,,,,
135,Sourdun,mOurir,sourIt,Ilreprit,,,,,,,,,,,,,,,,,,,,
136,Sénécal,"4

Sénécal",Séné-,porte Sénécal,continua Sénécal,notre Sénécal !,,,,,,,,,,,,,,,,,,
137,E,Morgue,so,Moruit,Morelly,Moreau,,,,,,,,,,,,,,,,,,
138,Anglais,Anglaise,Laisse,Marseillais,,,,,,,,,,,,,,,,,,,,
139,Châtillon,Postillom,Postillon russe,postillon,tillon,,,,,,,,,,,,,,,,,,,
140,Dupont,Ponts,Or,pont Neuf,Pont-Neuf,le Pont-Neuf,,,,,,,,,,,,,,,,,,
141,chaperon,Chapeau,Chapitre,io,Shakspeare,,,,,,,,,,,,,,,,,,,
142,Louvre,dôme du Louvre,collections du Louvre,Au Louvre,Ca=+,au Louvre,,,,,,,,,,,,,,,,,,
143,IL S’,seuil du boudoir,Oudry,,,,,,,,,,,,,,,,,,,,,
144,PROPRE,Whiffres,Vêpres,Presse,ferme de Presles,Premières,Presles,Pre,,,,,,,,,,,,,,,,
145,l'Heure,Pécheur,Heure,,,,,,,,,,,,,,,,,,,,,
146,Carpentras,Entrez,entr’,Rentrons,Mont les ventres,,,,,,,,,,,,,,,,,,,
147,Lpouvait,Pouce,Pouvoir,vorouva,,,,,,,,,,,,,,,,,,,,
148,Joux,amouR,Ga-,Anjou,Véfour,Jour,Pour-,,,,,,,,,,,,,,,,,
149,Poitiers,quartier Breda,Thiers,Ltiers,Portier,Canonniers,lesofficiers,,,,,,,,,,,,,,,,,
150,"S

 m

Dre mg

_",Londres,Mrdres,Hydre,Dre,s’étreindre,,,,,,,,,,,,,,,,,,
151,rue Joubert,bercé,Gilbert,Liberté,Bertinaux,,,,,,,,,,,,,,,,,,,
152,Citoyen s’,Pé-,Le Citoyen,le Citoyen,Citoyen,toyen,Citoyens,,,,,,,,,,,,,,,,,
153,Mson,d’un songe,"VI

Son",PE dé be Sont!,,,,,,,,,,,,,,,,,,,,
154,Hussonnem,Hussonnet,Hussonnet-,Frisonne,Jn,Hussonne,Husson-,,,,,,,,,,,,,,,,,
155,OR,Berlin,Baslin,Gamblin,Bas,,,,,,,,,,,,,,,,,,,
156,vqui,Mqui,ixes,,,,,,,,,,,,,,,,,,,,,
157,Arc de triomphe un cheval mort,D-,bah,Arc de triomphe et la grande avenue,Arc de triomphe,,,,,,,,,,,,,,,,,,,
158,porte Saint-Denis,esprit-de-vin,Hrôle,rue Saint-Dominique,rue Saint-Anne,rue Saint-Honoré,rue Saint-Victor,boulevard Saint-Denis,rue Saint-Denis,rue Saint-Jacques,de Saint-Denis,Anis,rue Saint-Hyacinthe,,,,,,,,,,,
159,Halles,alluma,Allemagne,Allez-,Allemand,Allez,,,,,,,,,,,,,,,,,,
160,rue Saint-Martin,Porte-Saint-Martin,porte Saint-Martin,faubourg Saint-Martin,théâtre de la Porte-Saint-Martin,,,,,,,,,,,,,,,,,,,
161,hôtel de Nantes,Sue,l’'Almanach du Commerce,hôtel du Commerce,,,,,,,,,,,,,,,,,,,,
162,Avocat,Bravo,Bray,,,,,,,,,,,,,,,,,,,,,
163,Saint-François,quai Saint-Bernard,Saint-Gervais,Saint-Valéry,Saint-Jacques,Saint-Cloud,"Saint
Ferdinand",Saint-Honoré,Saint-Paul,Saint-Simon,Saint-Anne,Saint-,Saint-Germain,Mont-Saint-Michel,|,notre Saint-Père,Saint-Autre-,Saint-Louis,Saint-Antoine,Saintonge,sainT,Saint-Maurice,île Saint-Louis,Saint-Thomas
164,A Elbœuf,Bœuf,Marbœuf,D,,,,,,,,,,,,,,,,,,,,
165,Nogentais,Nogent-sur-Seine,Argent,Tibi,Nogent,Pargent,,,,,,,,,,,,,,,,,,
166,brune,Meune,M,mune,Mjaune,Lune,Mucune,uneh,,,,,,,,,,,,,,,,
167,rue Transnonain,hôtel de la rue Tronchet,rue Tronchet,,,,,,,,,,,,,,,,,,,,,
168,Rosanetle,Rosannette,Rosanelte,Rosanette,Mcompagnie de Rosanette,Rosa-,,,,,,,,,,,,,,,,,,
169,regardan®,regagnantsa,Egalité,Regardez,regardan,,,,,,,,,,,,,,,,,,,
170,Irez,cachemire,Suriret,Le Vicaire,retirez,sirE,"®
 sire",Foire,,,,,,,,,,,,,,,,
171,causér,Muséum,murmus,,,,,,,,,,,,,,,,,,,,,
172,Ace,grimace,gris-perle,,,,,,,,,,,,,,,,,,,,,
173,st,pagnon,Espagnolet,Espagnol,Reynolds,,,,,,,,,,,,,,,,,,,
174,Préfecture de police,Le Ture,Ture,bor augure,Turcs,,,,,,,,,,,,,,,,,,,
175,pEnsa-,N,Rubens,collège de Sens,Sens,Censure,,,,,,,,,,,,,,,,,,
176,voitum,Sois,Meois,Vois,VOix,Voici-,,,,,,,,,,,,,,,,,,
177,théätre,théâtre du Palais-Royal,théâtre Bobino,"la der-f
nière lettre du mot",théâtre du,,,,,,,,,,,,,,,,,,,
178,Seules,Aumales,Les,Îles prunelles ardentes,iglesia,Îles,Île,,,,,,,,,,,,,,,,,
179,Luoux,Ledoux,Arnoux,noux,Hnoux,Pidoux,,,,,,,,,,,,,,,,,,
180,pälir,Rendez,bonds,Hébés,Prends,Comprenez,Attends,,,,,,,,,,,,,,,,,
181,Mabitudes,T3,Mesdames,Dess,Armes,Ormes,Desde,Desolmes,Hespérides,,,,,,,,,,,,,,,
182,Rappelez,bouleversa,oulez,Voulez-v,,,,,,,,,,,,,,,,,,,,
183,Gorge-au-Loup,Loulou,Loup=,,,,,,,,,,,,,,,,,,,,,
184,hasta,Las,falbalast,Balaruc,Atala,,,,,,,,,,,,,,,,,,,
185,Républiquelh,IL Répliqua,notre République,"République b

me paraît vieille",République,République b,,,,,,,,,,,,,,,,,,
186,Charivari,Variétés,Lovarias,samovars,,,,,,,,,,,,,,,,,,,,
187,"Croix-
des-Petits-Champs et du Bouloi",Croix-,Melacroix,Croix-Rose,,,,,,,,,,,,,,,,,,,,
188,État,Etat,Étretat,,,,,,,,,,,,,,,,,,,,,
189,ge,Frédécic,Frédé-,Frédé-2,Fré-,,,,,,,,,,,,,,,,,,,
190,Vénus,bois de Crancé,"Don Juan

de Molière",Vénus de Milo,,,,,,,,,,,,,,,,,,,,
191,Larsillois,Allons-,Apollonie,Maillot,Gaillon,place Gaillon,ER,,,,,,,,,,,,,,,,,
192,Ministre,Gare aù lustre!,Dunod,Unlustre,Lplus,,,,,,,,,,,,,,,,,,,
193,pagnie,"com-
espagne",l'Espagne,Où es,espagne,d'Espagne,Espagne,,,,,,,,,,,,,,,,,
194,Mail,élailt,geail,,,,,,,,,,,,,,,,,,,,,
195,damas,"damas rouge
Quatre domestiques",Effet,damas jaune,,,,,,,,,,,,,,,,,,,,
196,Ilest,Restez,Est,Dit,“Est,s-,,,,,,,,,,,,,,,,,,
197,Palais,Palais-Royal,Ru,"Pa-
air-Royal",rue Royale,"Palais-
Royal",croyait}.,pont Royal,Palazot,,,,,,,,,,,,,,,
198,Toscane,beancans,Cancane,cancan,,,,,,,,,,,,,,,,,,,,
199,Meinte,Sainte-Pélagie,Sainte-Geneviève,Sainte-,"Sainte-
Chapelle",rue Sainte-Anne,,,,,,,,,,,,,,,,,,
200,Filly,Chantilly,Andilly,®,Billy,Neuilly,,,,,,,,,,,,,,,,,,
201,s’embarras-,Arrêtez,Arrêté,arrétanil,,,,,,,,,,,,,,,,,,,,
202,Mrs-,communauté M,Vicomte,comle,,,,,,,,,,,,,,,,,,,,
203,cuyde,JE,punch,Maman,manche,la manche,,,,,,,,,,,,,,,,,,
204,Aulnay,Pays,Aulnays,,,,,,,,,,,,,,,,,,,,,
205,Creil,rueil,Corbeil,"F
Eile",bp,Eile,le soleil,,,,,,,,,,,,,,,,,
206,Suède,Geluta,elub,Melun,,,,,,,,,,,,,,,,,,,,
207,Vational,défectuo=-,Révélation,ÉDUCOTION,Direction,Inquisition,,,,,,,,,,,,,,,,,,
208,port de Montereau,Valle-de-Montereau,Montereau,,,,,,,,,,,,,,,,,,,,,
209,Esséniens,Amiens,Laliens,Tiens,égyptiens,Deviens,,,,,,,,,,,,,,,,,,
210,Grange-Batelière,Grands,orang-outang,rangè-#e,,,,,,,,,,,,,,,,,,,,
211,Mhasard,Millissait,Poissarde,Froissard,,,,,,,,,,,,,,,,,,,,
212,Vous,coucou,Cousin,,,,,,,,,,,,,,,,,,,,,
213,Écolé,Écoles,d’École,pont d’École,École,,,,,,,,,,,,,,,,,,,
214,carbonaro,miarole,Laromiguière,Barom,Baron,,,,,,,,,,,,,,,,,,,
215,trouverez,Vésuve,Auvergne,Fouvens,mouve-M,Gou,Gouver-,Ver-,,,,,,,,,,,,,,,,
216,Mitre,autRe,autrE,Autre,,,,,,,,,,,,,,,,,,,,
217,rue Montmartre,Chartres,MU,Montmartre,martre,boulevard Montmartre,,,,,,,,,,,,,,,,,,
218,Ambreuse,Dambreuses,fosse de M. Dambreuse,hôtel Dambreuse,Dambreuse,breuse,,,,,,,,,,,,,,,,,,
219,Cygne de la Croix,rue de la Ferme et de la rue Tronchet,statue de la Liberté,rue de l’Arcade,rue de l'Empereur,pont de la Boucherie,rue de la Paix,Art et de la Nature !,Aujeu,bêtise de la Ligne,"tic-tac de la
pendule",seuil de la lorette,rue de Laval,s-2,rue de la Ferme,rue de la Harpe,,,,,,,,
220,Mouffetard,souffreZ,passage Jouffroy,Godefroy,Jouffroy,,,,,,,,,,,,,,,,,,,
221,Mamartine,Non-,weconnut Martinon,rue Caumartin,Martinon,,,,,,,,,,,,,,,,,,,
222,mœopathie,hier-#.,Hier-,,,,,,,,,,,,,,,,,,,,,
223,Flacourt,Nonancour,nankin,Cour,Nonancourt,,,,,,,,,,,,,,,,,,,
224,Bréa,Jonc,Ponia,pau,Poncif,,,,,,,,,,,,,,,,,,,
225,tamise,Père-Lachaise,Lil,Venise,Ise,,,,,,,,,,,,,,,,,,,
226,Gauloises,Bouloi,Leloir,Gaulois,,,,,,,,,,,,,,,,,,,,
227,Benedicite,Venez,Genève,Geneviève,,,,,,,,,,,,,,,,,,,,
228,Cupidons,Ça n. Donc,Weldon,,,,,,,,,,,,,,,,,,,,,
229,Américain,l'Amérique,Amérique,,,,,,,,,,,,,,,,,,,,,
230,bosquet,Muet,Parquet,Bouquet-,,,,,,,,,,,,,,,,,,,,
231,Autriche,Fumichon,d’autriche,tricorne,Richelieu,W,Autrichiens,autriche,,,,,,,,,,,,,,,,
232,Maré-,"la Maré-
chale",la Maré-,,,,,,,,,,,,,,,,,,,,,
233,Châteauroux,le Château-d'Eau,"Château
d'Eau",Château-d'Eau,,,,,,,,,,,,,,,,,,,,
234,Châlons,Mably,Troplong,Longjumeau,Ablon,,,,,,,,,,,,,,,,,,,
235,ctâle,"se-
maine",horaines,Fontainebleau,Comaing,Comédie humaine !,maine,Lorraine,Demain,,,,,,,,,,,,,,,
236,Inde,Flandres,commanderas ton ca,Hollande,Guirlande,,,,,,,,,,,,,,,,,,,
237,Burs,Meurs,Onleur,l'Europe,Fleurs,,,,,,,,,,,,,,,,,,,
238,la Bretagne,Bretagne,kaolin de Bretagne,,,,,,,,,,,,,,,,,,,,,
239,Hongrie,verier,s’,Négrier,,,,,,,,,,,,,,,,,,,,
240,Jetrottoir,ttrotioir,Troyes,trot,Proté-,,,,,,,,,,,,,,,,,,,
241,fl,Art éndustriel,Unindustriel,Art industriel,Artindustriel,,,,,,,,,,,,,,,,,,,
242,Mcompagnie,l-%,champagne,campagn,Champagne,,,,,,,,,,,,,,,,,,,
243,Mare-aux-Est,hé-,place du Marché,Marché,rue du Marché-aux-,AH,Marché-aux-,,,,,,,,,,,,,,,,,
244,Versailles,Fille,Æcharmilles,ille,musée de Versailles,Vazeille,Canailles,s’éveille,Etille,Er,Milles,Oreiller,volaille,corbeillesde,Lille,colonne de Juillet,,,,,,,,
245,le Rhin,Rhin,Adjugé,Philosophie,Sphinx,,,,,,,,,,,,,,,,,,,
246,QUelquefois,Quels,Quelqu,Queltasde,Lque,Quelquefois,Quelques-,,,,,,,,,,,,,,,,,
