cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14
28,Slough,Rigbys,Rigbyites,Rigby,,,,,,,,,,,
29,Venice,Benito,Phenix,San Benito,,,,,,,,,,,
30,Culloden,Maidenhead,Pavia,Providence,,,,,,,,,,,
31,Louis Qua-,Madrid,Torquamada,Nuovos,,,,,,,,,,,
32,Frenchmen,Frenchwomen,,,,,,,,,,,,,
33,Mahomet,Rome,Tus,,,,,,,,,,,,
34,Ferdinand,Blenheim,Tn,China,Sinai,,,,,,,,,,
35,Academus,Hades,Adelaide,,,,,,,,,,,,
36,Athens,inn,Jew,Thebes,Rebello,,,,,,,,,,
37,Saxon,DEDICATION,Nilotic Africa,Richmond,Africa,America,,,,,,,,,
38,Burnet,Augsburg,St. Petersburg,Edinburgh,,,,,,,,,,,
39,Esq,Tamworth,North,the Northern Sea,,,,,,,,,,,
40,Duchess,the Rue Tronchet,the Holy Sepulchre,"the Rue
Rivoli",,,,,,,,,,,
41,Throne,Lazaroni,Byron,Barony,,,,,,,,,,,
42,Watteau,De Lolme,the Lower Park,Hyde Park,the Lock Pool,the Lanca-,Park,the Upper Park,,,,,,,
43,Monsieur Sidonia’s,Sidonia,Sidonias,Medina Sidonia,Naples Sidonia,Monsieur Sidonia,Siponia,Saxony,,,,,,,
44,Munich,the United Provinces,the United States,the United Kingdom,,,,,,,,,,,
45,Windsor rang,Windsor,"Windsor
Park",Uwins,,,,,,,,,,,
46,Althorp,Baltic,Aquatics,Derby,,,,,,,,,,,
47,Willesden,Millennium,dishabille,M. Ville-,Seville,Villebecque,,,,,,,,,
48,Manchester,Germany,Manhood,Trautsmandorff,,,,,,,,,,,
49,Embassy,Earwig,Brocas,brook,Pembroke,,,,,,,,,,
50,Everingham,Birmingham,Nottingham,,,,,,,,,,,,
51,Infirmary,Marquess,St. Mary’s,,,,,,,,,,,,
52,Lazour,Melbourne,Luxembourg,,,,,,,,,,,,
53,Anon,the Prince Colonna,Madame Colonna,Mapame Colonna,Colonna,,,,,,,,,,
54,LONDON,London,Egypt,Rossendale,Clarendon,Kildare,,,,,,,,,
55,Cadiz,Ill.,Piccadilly,,,,,,,,,,,,
56,Arragon,,,,,,,,,,,,,,
57,Israel,Palestine,Westminster,West,Western Europe,West India,Weston,,,,,,,,
58,Canterbury,white bait,litera,Waterloo,Mediterranean,,,,,,,,,,
59,Ministry,Carlist,Music,Club,Isthmus,Christchurch,,,,,,,,,
60,St. James’ Street,"St. James’s
Street",St. James’s,St. James,Nemesis,"St. James’s
Square",,,,,,,,,
61,Lucretia,Lucca,Lucullus,,,,,,,,,,,,
62,Walpole,Hindostan,Italy,Lima,Mauritania,Neapolitan,Lisbon,,,,,,,,
63,midland county,the County of,the County Chronicle,,,,,,,,,,,,
64,Alps,Paradise,Arabia,Valparaiso,Paris,,,,,,,,,,
65,Colleges,Mlle,valley,,,,,,,,,,,,
66,MILLBANK,Albany,Millbank of Millbank,Millbank,,,,,,,,,,,
67,Principle,Naples,Temple,,,,,,,,,,,,
68,Cambridge,britska,Chudleigh,Holbein,Brighton,,,,,,,,,,
69,Ravenna,Vienna,,,,,,,,,,,,,
70,Ambassa-,Austria,Grand Cairo,Strand,Strand Coffee-,Astrachan,,,,,,,,,
71,Regent,St. Gene-,Study,St. Genevieve,Borough,Geneva,St. Geneviéve,,,,,,,,
72,St. Paul,St. John’s,St. John,St.,Brazils,,,,,,,,,,
73,Studcaster,East,Castle,Lancaster,Caucasus,Newcastle,,,,,,,,,
74,Spain,Peninsula,the Spanish Peninsula,the British Isles,,,,,,,,,,,
