cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15
118,C-,-C,gr-c-,,,,,,,,,,,,,
119,La creole,"rOle
d'Ocean",le soleil,soleil,,,,,,,,,,,,
120,Lh-haut,W1,lh-haut,tueras lha-haut,la-haut,La-haut,,,,,,,,,,
121,IMt,iM,IMoi,Limoux,IMes,IM,,,,,,,,,,
122,val Quelquefois,magnifiquel,Bouzanquet,Jusque-la,eleve Menalque,Afrique,Menalque,Quelquefois,Quels,laquelle42,Quelque,,,,,
123,niais,voyais,croirais-tu poete,MIais,aimais,etais,sais,Is1,ecoutais,,,,,,,
124,"hotel Piloisl...
Du",hotel,hotel Pilois,Pilois,hote,,,,,,,,,,,
125,"w1
-
-7YIII","Wsa
-","A
-.

yAZ

'LA",".'-
-re","S
-
Lfi","-
-
-]","xl-
-.",".'-
-re-c
I n J
eA
A--",,,,,,,,
126,lh-bas,la-bas,ner la-bas,Bas,Ld-bas,ld-bas,,,,,,,,,,
127,Plantes,ardin des Plantes,Iardin,,,,,,,,,,,,,
128,miserablel,faiblement.z=-,Boheme,"Limoux
Seulement",bleme,,,,,,,,,,,
129,aJ',J'ai,J',,,,,,,,,,,,,
130,Ohel,O,Helasl,Helas,,,,,,,,,,,,
131,Hospitalier,d'Italie,Italiens,Italien,Kalatala,l'Italie,Italie,,,,,,,,,
132,L.-iw,noms.r6z,L.R,,,,,,,,,,,,,
133,Guigne,eteignez,Notre-Seigneur,neud,Seigneur,,,,,,,,,,,
134,Rh6ne,Chinois,Muse badine,Philistine,iNN,Colombine,cheminee,ratatinee,Polichinelle.n,Chine,,,,,,
135,La Bete,"Es-tu betel
Si la tete te tourne",BeteI74,betes,bete,,,,,,,,,,,
136,resister,m-,Consterna-,consternes,,,,,,,,,,,,
137,NJ,Boucoyran,Luxembourg,Tribou,"Boucoyranln
- Bonjour",,,,,,,,,,,
138,menage,vages,rien.- A,exageree,menagerie,,,,,,,,,,,
139,"mien.2o
LE PETIT CHOSE","les86
LE PETIT CHOSE","plus54
LE PETIT CHOSE
LL","BeteI74
LE PETIT CHOSE",a6,"7LL-L-L
LE PETIT CHOSE",Petit Chose,"porte du collegel88
LE PETIT CHOSE","a6
LE PETIT CHOSE","arriere-magasin.r8o
LE PETIT",,,,,,
140,Chauve-Souris,boue de Paris,Parisien,Parfaitl,Parisiens,Parisl,Paris,,,,,,,,,
141,celebrer,celebres,,,,,,,,,,,,,,
142,".G

-

'","16 J
as4",as4  -,,,,,,,,,,,,,
143,W,"a47
Ici",I45,I49,I47,,,,,,,,,,,
144,pays-lh,"P' -L
- 
=",R-L,-L,,,,,,,,,,,,
145,"hM
r
J
L","xee
-","3z-E
E
Wr
A","E
R",,,,,,,,,,,,
146,Pourvu,rez-de-chaussee,poussde,Pousse,,,,,,,,,,,,
147,grace,aC',Ls,Alsacien,Alsace,,,,,,,,,,,
